id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/9/value,keyPass,qualifier/12/value,qualifier/13/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId
2483316847,1,34,16,0,0,3dwlvz6cl4lcavvrg0y2dycrt,1,0,0,2022-11-08T18:40:58.256Z,2022-11-08T19:45:28Z,3903828319,30,"5bzowvtg5vhntcx1w3roriehh, 3uqn1adw8rarez1gpen9vng7p, e9u7cmvaem5p7x9px3yq9f179, 3kti58d195gmtzwrjh5nprx05, 5l8wtw156meo2vrtrgasif6jt, 8p2yagsx6ujdbmeonkd3u4c89, 9dnne0ny6o6d5c6w3ayoo4vvu, 80nniieqtuwjhomwjcebnxyzu, bmrdtenqr84jt4gmw6i7wez11, 9fd19beamnr8qmhqdvzr7fcyy, 9ic8hvnkzj9p0ikh6bwaeoqju, bibz1qxakmbflq73marmo4nop, 5eym30brgmujovaeyb6dhhgfe, d1gc59ozyrrnl82rog6fbm0dm, 7gzdg0j9usc3yq0dd1ad57sgl, a4p1m3cqm6z2p1bw97s6k46ad, 4nn6rxyzy97wl4ppqqnhhxyax, 4xhnmoqgxoheel005ek6ckfs9, 1en0bgq0u842snszevlkscxk9, 62gct49oglcdzxafhrfucrb2t",3903828325,130,4,3903828329,197,16195,3903828321,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3903828331,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3903946413,194,3kti58d195gmtzwrjh5nprx05,3903828327,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3903828323,59,"1, 2, 24, 3, 5, 21, 32, 25, 9, 14, 10, 4, 7, 8, 15, 16, 20, 23, 28, 33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483317687,1,34,16,0,0,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2022-11-08T18:42:25.967Z,2022-11-08T20:08:18Z,3904087671,197,11913,3903832493,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3903832503,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3903832497,130,15,3903832495,59,"1, 16, 21, 29, 3, 20, 23, 8, 14, 7, 10, 2, 5, 11, 12, 17, 18, 27, 34, 40",3903832501,194,2ebiw2w6d76sttjh8n8871kgl,3903832491,30,"1sjt0nj0232gu88x50c3d16nd, drv9wksjusdgp1np315rokzit, 2ebiw2w6d76sttjh8n8871kgl, eg9xhi6wfp1duf01pcsn8vfmd, c2bhdypnqifsl8eiovtfdmyg9, djpsc1fvcnrh61c071t00gmad, djggrnjp9s4p2mlbzhx6arbh1, 9j1fd0mz39tl1h5che3f357md, 5cw4n6kdaa7imeyaiuo2pnq39, 6yc09eth94qsachf595dyx6fp, b2oa5dzw40auj5cgxfrp4b4r9, 7wm8whndx19gcpqxtw9safljp, 1zo6iikznwkd2vuhqykt7jw7p, 18b0ti0bsq68842kgbczsbgmh, 88unrmh29io1zmqzxwjzuqtm2, 6q2mf0qrkt51z28b46wltxal1, cfdgq8thcoghlh5d0s0pzb1sl, 6hgj78mr8wy2i5izf8x10ij11, ce2pidh4dpd1ccozn2lm3qtw5, 6ufkq71qh9wrfyaez5yi94e09",3903832499,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483343363,2,32,1,0,0,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2022-11-08T19:32:02.159Z,2022-11-08T19:32:08Z,3903948313,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483343323,2,32,1,0,0,3dwlvz6cl4lcavvrg0y2dycrt,1,0,0,2022-11-08T19:32:02.159Z,2022-11-09T10:22:41Z,3903948119,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483343343,3,1,1,0,0,3dwlvz6cl4lcavvrg0y2dycrt,1,49.9,50,2022-11-08T19:32:02.169Z,2022-11-09T10:49:08Z,3903948223,279,S,3905049621,178,,3903948213,56,Back,3903948217,141,49.3,3903948221,213,3.2,3903948215,140,40.2,3903948219,212,10.2,,,,80nniieqtuwjhomwjcebnxyzu,L. Egloff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483343353,4,1,1,0,1,3dwlvz6cl4lcavvrg0y2dycrt,1,43.4,49.1,2022-11-08T19:32:03.843Z,2022-11-09T10:49:13Z,3903948273,141,50.3,3903948277,213,0.1,3903948275,212,10.4,3903948271,140,53.3,3905049729,178,,3903948269,56,Center,,,,,,,9dnne0ny6o6d5c6w3ayoo4vvu,N. Ahamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483343355,5,1,1,0,2,3dwlvz6cl4lcavvrg0y2dycrt,0,54.3,52.4,2022-11-08T19:32:04.698Z,2022-11-09T10:49:19Z,3903948289,213,3.1,3903948281,56,Center,3903948285,141,52.6,3903948287,212,1.8,3903948283,140,52.6,3905049865,178,,,,,,,,80nniieqtuwjhomwjcebnxyzu,L. Egloff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483386659,355,1,1,0,3,f0w62l8zql3tukxsy8fqwp72x,1,47.4,48,2022-11-08T19:32:05.645Z,2022-11-09T10:49:26Z,3904171649,56,Back,3904171657,213,4.9,3904171653,141,40.2,3905050011,178,,3904171651,140,48.6,3904171655,212,5.5,,,,,,,9j1fd0mz39tl1h5che3f357md,S. Serdar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483343383,3,49,1,0,3,f0w62l8zql3tukxsy8fqwp72x,1,66.2,46.5,2022-11-08T19:32:06.095Z,2022-11-09T10:49:34Z,,,,,,,,,,,,,,,,,,,,,,,,,5cw4n6kdaa7imeyaiuo2pnq39,D. Lukébakio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483343389,4,1,1,0,8,f0w62l8zql3tukxsy8fqwp72x,0,75.8,49.1,2022-11-08T19:32:10.854Z,2022-11-09T10:49:38Z,3903948453,213,0.7,3903948449,141,55.7,3903948445,56,Center,3903948451,212,7.3,3904172901,4,,3903948447,140,81.3,3905050283,178,,,,,5cw4n6kdaa7imeyaiuo2pnq39,D. Lukébakio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
