id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/17/value,qualifier/18/value
2500581267,7,61,1,0,10,ex3psl8e3ajeypwjy4xfltpx6,0,78.6,68.1,2023-01-25T19:31:14.746Z,2023-01-26T09:29:12Z,3995400417,178,,3994776829,56,Center,,,,,,,,,,,,,,,,,,,d9jj0525pm3nu9vqewtpo2rpx,M. Berisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500605809,447,61,1,0,11,go76xxm0xyfgqt1h6tcrtimm,1,22.8,30.3,2023-01-25T19:31:15.285Z,2023-01-26T09:29:17Z,3994889785,56,Back,3995400431,178,,,,,,,,,,,,,,,,,,,,5i8dbjuewybsfgyym63clfw0l,J. Weigl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581271,5,61,1,0,11,go76xxm0xyfgqt1h6tcrtimm,1,21.2,30.2,2023-01-25T19:31:15.579Z,2023-01-26T09:29:20Z,3994776833,56,Back,3995400443,178,,,,,,,,,,,,,,,,,,,,70tsvrcmklvp4ecdhxlugf8ix,K. Itakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581287,6,49,1,0,12,go76xxm0xyfgqt1h6tcrtimm,1,22.1,29.7,2023-01-25T19:31:16.335Z,2023-01-26T10:00:09Z,,,,,,,,,,,,,,,,,,,,,,,,,5i8dbjuewybsfgyym63clfw0l,J. Weigl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581349,7,4,1,0,13,go76xxm0xyfgqt1h6tcrtimm,1,24.8,23.1,2023-01-25T19:31:17.833Z,2023-01-26T09:29:38Z,3994777143,152,,3994777141,56,Back,3994777145,285,,3994777137,13,,3994777139,295,,3994784295,233,8,,,,,,,5i8dbjuewybsfgyym63clfw0l,J. Weigl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581391,8,4,1,0,13,ex3psl8e3ajeypwjy4xfltpx6,0,75.2,76.9,2023-01-25T19:31:17.834Z,2023-01-26T09:29:37Z,3995400487,178,,3994777387,13,,3994777389,295,,3994777393,152,,3994777391,56,Center,3994784299,233,7,3994777395,286,,,,,d9jj0525pm3nu9vqewtpo2rpx,M. Berisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581433,8,1,1,0,31,go76xxm0xyfgqt1h6tcrtimm,1,24,26.1,2023-01-25T19:31:35.881Z,2023-01-26T09:29:42Z,3994777561,152,,3994777563,56,Back,3994777565,140,19.6,3995400539,178,,3994777559,5,,3994777569,212,14.5,3994777567,141,46.3,3994777571,213,1.9,70tsvrcmklvp4ecdhxlugf8ix,K. Itakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581455,9,1,1,0,34,go76xxm0xyfgqt1h6tcrtimm,1,19.7,48.3,2023-01-25T19:31:38.146Z,2023-01-26T09:29:45Z,3994777661,140,23.8,3994777663,141,73.2,3994777665,212,17.5,3994777667,213,1.3,3995400559,178,,3994777659,56,Back,,,,,,,3z6ekzop4y7cjuatzz9ua74k5,J. Omlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581483,10,1,1,0,36,go76xxm0xyfgqt1h6tcrtimm,1,22.7,73.2,2023-01-25T19:31:40.783Z,2023-01-26T09:29:47Z,3994777799,213,4.2,3995400571,178,,3994777797,212,16.6,3994777793,140,15.6,3994777791,56,Back,3994777795,141,51.4,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581497,11,1,1,0,43,go76xxm0xyfgqt1h6tcrtimm,1,18.7,49,2023-01-25T19:31:47.106Z,2023-01-26T09:29:52Z,3995400605,178,,3994777877,213,5.6,3994777875,212,15.7,3994777869,56,Back,3994777871,140,30.2,3994777873,141,34.2,,,,,,,3z6ekzop4y7cjuatzz9ua74k5,J. Omlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581507,12,1,1,0,44,go76xxm0xyfgqt1h6tcrtimm,1,28.9,34.4,2023-01-25T19:31:48.578Z,2023-01-26T09:29:55Z,3994777925,56,Back,3994777931,212,15.7,3994777933,213,4.6,3995400639,178,,3994777929,141,11.4,3994777927,140,27.6,,,,,,,5i8dbjuewybsfgyym63clfw0l,J. Weigl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581515,13,1,1,0,46,go76xxm0xyfgqt1h6tcrtimm,1,28.5,9.5,2023-01-25T19:31:50.683Z,2023-01-26T09:29:58Z,3995400705,178,,3994777965,212,22.3,3994777963,141,27.6,3994777961,140,46.2,3994777967,213,0.6,3994777959,56,Back,,,,,,,70tsvrcmklvp4ecdhxlugf8ix,K. Itakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581529,14,1,1,0,47,go76xxm0xyfgqt1h6tcrtimm,0,45.4,26.6,2023-01-25T19:31:51.945Z,2023-01-26T09:30:02Z,3994778009,141,24.2,3995400755,178,,3994778051,233,9,3994778013,213,5.8,3994778005,56,Back,3994778055,286,,3994778007,140,48.6,3994778011,212,3.7,1mkbxdrj3myvt6jm4tx8sywgl,C. Kramer,3994778049,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581523,9,74,1,0,47,ex3psl8e3ajeypwjy4xfltpx6,1,53.7,78.3,2023-01-25T19:31:52.008Z,2023-01-26T09:30:05Z,3995400807,178,,3994778061,233,14,3994777995,285,,3994777993,56,Center,,,,,,,,,,,,,3j2pv0methgc8k8rtqbi079p1,F. Uduokhai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581549,10,49,1,0,50,ex3psl8e3ajeypwjy4xfltpx6,1,64.1,65.3,2023-01-25T19:31:54.642Z,2023-01-26T09:30:13Z,,,,,,,,,,,,,,,,,,,,,,,,,1ic5mnwhm510mptrxz04zmtm2,D. Beljo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581565,11,1,1,0,52,ex3psl8e3ajeypwjy4xfltpx6,0,75,78.9,2023-01-25T19:31:56.421Z,2023-01-26T09:30:18Z,3995400895,178,,3994778165,213,1.1,3994778157,56,Left,3994778159,140,83.2,3994778163,212,17.5,3994778161,141,100.0,,,,,,,1ic5mnwhm510mptrxz04zmtm2,D. Beljo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581569,12,5,1,0,55,ex3psl8e3ajeypwjy4xfltpx6,0,80.5,101.6,2023-01-25T19:31:59.121Z,2023-01-26T09:30:21Z,3994778175,347,,3994778289,233,15,3994778173,56,Left,,,,,,,,,,,,,,,,1ic5mnwhm510mptrxz04zmtm2,D. Beljo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581589,15,5,1,0,55,go76xxm0xyfgqt1h6tcrtimm,1,19.5,-1.6,2023-01-25T19:31:59.121Z,2023-01-26T09:30:20Z,3994778277,347,,3994778279,233,12,3994778275,56,Back,,,,,,,,,,,,,,,,1mkbxdrj3myvt6jm4tx8sywgl,C. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581605,16,1,1,0,59,go76xxm0xyfgqt1h6tcrtimm,1,25.6,0,2023-01-25T19:32:03.348Z,2023-01-26T09:30:24Z,3994778357,141,13.7,3994778359,212,14.3,3994778355,140,34.7,3994778353,56,Back,3994778351,107,,3994778361,213,0.8,,,,,,,ao00a4lfe5vs9enjgkuu7vglx,S. Lainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581617,17,44,1,1,1,go76xxm0xyfgqt1h6tcrtimm,1,31.9,12.8,2023-01-25T19:32:05.174Z,2023-01-26T10:31:51Z,3994778385,56,Back,3994778387,285,,3994778397,233,13,,,,,,,,,,,,,,,,1mkbxdrj3myvt6jm4tx8sywgl,C. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581611,13,44,1,1,1,ex3psl8e3ajeypwjy4xfltpx6,0,68.1,87.2,2023-01-25T19:32:05.175Z,2023-01-26T09:30:32Z,3994778367,56,Left,3994778371,286,,3994778413,233,17,,,,,,,,,,,,,,,,egmcpa7j5clzga5m0zvg2f105,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581619,18,61,1,1,1,go76xxm0xyfgqt1h6tcrtimm,1,34.7,13.7,2023-01-25T19:32:05.269Z,2023-01-26T10:31:51Z,3995401083,388,,3994778389,56,Back,3995401081,21,,,,,,,,,,,,,,,,,1mkbxdrj3myvt6jm4tx8sywgl,C. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581641,19,1,1,1,3,go76xxm0xyfgqt1h6tcrtimm,1,34.4,5.8,2023-01-25T19:32:08.008Z,2023-01-26T09:30:59Z,3994778519,141,8.7,3994778517,140,26.8,3994778515,56,Back,3995401259,178,,3994778523,213,2.9,3994778521,212,8.2,,,,,,,d0qyia80j5079xq5olbttqfl6,N. Ngoumou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500706543,803,83,1,1,5,ex3psl8e3ajeypwjy4xfltpx6,1,76.8,89,2023-01-25T19:32:09.529Z,2023-01-26T10:02:35Z,3995416237,399,165299,,,,,,,,,,,,,,,,,,,,,,d9jj0525pm3nu9vqewtpo2rpx,M. Berisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581649,20,1,1,1,5,go76xxm0xyfgqt1h6tcrtimm,0,24.1,9.9,2023-01-25T19:32:09.559Z,2023-01-26T09:31:03Z,3994787351,212,7.6,3995401271,178,,3994787353,213,0.1,3994778549,56,Back,3994787347,140,31.3,3994787349,141,11.2,,,,,,,ao00a4lfe5vs9enjgkuu7vglx,S. Lainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581653,15,49,1,1,6,ex3psl8e3ajeypwjy4xfltpx6,1,71.1,89.2,2023-01-25T19:32:10.428Z,2023-01-26T09:31:23Z,,,,,,,,,,,,,,,,,,,,,,,,,4kolmisdpprx0wrahisadl5n9,E. Rexhbeçaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581645,14,43,1,1,6,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2023-01-25T19:32:10.541Z,2023-01-25T19:35:41Z,3994786777,144,7,3994778543,286,0,3994778541,56,Left,3994778575,233,20,,,,,,,,,,,,,d9jj0525pm3nu9vqewtpo2rpx,M. Berisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581673,16,1,1,1,7,ex3psl8e3ajeypwjy4xfltpx6,0,75.5,90.7,2023-01-25T19:32:11.421Z,2023-01-26T09:31:26Z,3994778617,140,93.7,3994778619,141,75.2,3995401451,178,,3994778621,212,21.8,3994778623,213,5.8,3994778615,56,Center,,,,,,,4kolmisdpprx0wrahisadl5n9,E. Rexhbeçaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581687,21,49,1,1,11,go76xxm0xyfgqt1h6tcrtimm,1,4.2,24.7,2023-01-25T19:32:15.991Z,2023-01-26T09:31:32Z,,,,,,,,,,,,,,,,,,,,,,,,,70tsvrcmklvp4ecdhxlugf8ix,K. Itakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581715,22,1,1,1,11,go76xxm0xyfgqt1h6tcrtimm,0,4.2,24.7,2023-01-25T19:32:16.060Z,2023-01-26T09:31:34Z,3995401527,178,,3994778801,213,6.0,3994778803,1,,3994778797,141,9.8,3994778799,212,43.6,3994778795,140,44.6,3994778793,56,Back,3994778791,157,,70tsvrcmklvp4ecdhxlugf8ix,K. Itakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581717,17,49,1,1,16,ex3psl8e3ajeypwjy4xfltpx6,1,56.7,88.5,2023-01-25T19:32:20.789Z,2023-01-26T09:31:40Z,,,,,,,,,,,,,,,,,,,,,,,,,3j2pv0methgc8k8rtqbi079p1,F. Uduokhai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581757,18,1,1,1,16,ex3psl8e3ajeypwjy4xfltpx6,1,56.1,88.7,2023-01-25T19:32:20.824Z,2023-01-26T09:31:43Z,3994778967,1,,3994778957,56,Center,3994778959,140,60.1,3994778955,157,,3995401589,178,,3994778965,213,5.2,3994778961,141,77.3,3994778963,212,8.8,3j2pv0methgc8k8rtqbi079p1,F. Uduokhai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581777,19,1,1,1,19,ex3psl8e3ajeypwjy4xfltpx6,0,60.2,78.2,2023-01-25T19:32:23.547Z,2023-01-26T09:31:49Z,3995401645,388,,3994779045,141,84.5,3994779043,140,69.0,3994779041,56,Left,3994779039,3,,3994779047,212,10.2,3994779049,213,0.4,,,,4kolmisdpprx0wrahisadl5n9,E. Rexhbeçaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581763,23,1,1,1,22,go76xxm0xyfgqt1h6tcrtimm,1,36.3,23.3,2023-01-25T19:32:26.877Z,2023-01-26T09:31:53Z,3995401707,178,,3994796285,3,,3994796289,140,43.4,3994796287,56,Back,3994796295,213,0.0,3994796293,212,7.5,3994796291,141,23.5,,,,ao00a4lfe5vs9enjgkuu7vglx,S. Lainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581771,24,1,1,1,23,go76xxm0xyfgqt1h6tcrtimm,0,43.3,22.1,2023-01-25T19:32:27.660Z,2023-01-26T09:31:57Z,3994805785,213,2.5,3994805783,212,3.9,3994805781,141,25.4,3994805779,140,40.3,3995401733,178,,3994805777,56,Back,,,,,,,1mkbxdrj3myvt6jm4tx8sywgl,C. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500583915,54,1,1,1,24,ex3psl8e3ajeypwjy4xfltpx6,1,57.1,76.2,2023-01-25T19:32:28.357Z,2023-01-26T09:32:02Z,3994788851,3,,3994788853,56,Left,3994788855,140,65.9,3994788861,213,0.5,3994788859,212,10.3,3995401789,178,,3994788857,141,82.8,,,,4kolmisdpprx0wrahisadl5n9,E. Rexhbeçaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581779,20,61,1,1,25,ex3psl8e3ajeypwjy4xfltpx6,0,69,84.5,2023-01-25T19:32:29.418Z,2023-01-26T09:32:08Z,3994779057,56,Left,3995401841,178,,,,,,,,,,,,,,,,,,,,d9jj0525pm3nu9vqewtpo2rpx,M. Berisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500589741,202,49,1,1,25,go76xxm0xyfgqt1h6tcrtimm,1,31.2,1.9,2023-01-25T19:32:30.011Z,2023-01-26T09:32:15Z,,,,,,,,,,,,,,,,,,,,,,,,,70tsvrcmklvp4ecdhxlugf8ix,K. Itakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500724459,1622,67,1,1,25,go76xxm0xyfgqt1h6tcrtimm,1,28.8,8.4,2023-01-25T19:32:30.042Z,2023-01-26T11:13:50Z,3995509605,233,1363,,,,,,,,,,,,,,,,,,,,,,70tsvrcmklvp4ecdhxlugf8ix,K. Itakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500724455,1363,67,1,1,25,ex3psl8e3ajeypwjy4xfltpx6,0,71.2,91.6,2023-01-25T19:32:30.043Z,2023-01-26T11:10:10Z,3995509615,233,1622,,,,,,,,,,,,,,,,,,,,,,avk9yje6h4nndg3cufnbu2imt,E. Demirović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581815,25,1,1,1,28,go76xxm0xyfgqt1h6tcrtimm,0,35,2.1,2023-01-25T19:32:32.465Z,2023-01-26T09:32:21Z,3994779183,56,Right,3994779181,155,,3994779185,140,52.6,3995401981,178,,3994779191,213,0.4,3994779189,212,20.3,3994779187,141,14.3,,,,70tsvrcmklvp4ecdhxlugf8ix,K. Itakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581821,26,43,1,1,30,go76xxm0xyfgqt1h6tcrtimm,1,0,0,2023-01-25T19:32:34.196Z,2023-01-26T02:14:32Z,3994779211,213,0.1,3994779207,141,11.9,3994779209,212,17.4,3995206459,144,1,3994779205,140,58.5,3994779203,56,Right,3994779199,3,0,,,,1mkbxdrj3myvt6jm4tx8sywgl,C. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581839,21,1,1,1,30,ex3psl8e3ajeypwjy4xfltpx6,0,44.3,86.6,2023-01-25T19:32:34.336Z,2023-01-26T09:32:25Z,3994779307,1,,3994779295,157,,3994779303,212,44.0,3994779299,140,85.5,3994779301,141,74.4,3994779297,56,Center,3994779305,213,6.1,3995402011,178,,3j2pv0methgc8k8rtqbi079p1,F. Uduokhai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581859,27,43,1,1,36,go76xxm0xyfgqt1h6tcrtimm,1,0,0,2023-01-25T19:32:40.851Z,2023-01-25T19:53:25Z,3994820859,144,49,,,,,,,,,,,,,,,,,,,,,,3z6ekzop4y7cjuatzz9ua74k5,J. Omlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581887,28,1,1,1,37,go76xxm0xyfgqt1h6tcrtimm,1,13.4,42.3,2023-01-25T19:32:41.274Z,2023-01-26T09:32:28Z,3995402047,178,,3994779501,212,8.0,3994779503,213,0.8,3994779495,56,Back,3994779497,140,18.8,3994779499,141,50.5,,,,,,,3z6ekzop4y7cjuatzz9ua74k5,J. Omlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581913,29,1,1,1,38,go76xxm0xyfgqt1h6tcrtimm,1,18.5,52.6,2023-01-25T19:32:43.028Z,2023-01-26T09:32:32Z,3995402131,178,,3994779609,212,7.6,3994779607,141,49.3,3994779611,213,6.0,3994779603,56,Back,3994779605,140,25.4,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581949,30,1,1,1,41,go76xxm0xyfgqt1h6tcrtimm,1,28.3,55.4,2023-01-25T19:32:45.929Z,2023-01-26T09:32:36Z,3994779731,140,35.3,3994779733,141,68.5,3994779735,212,11.5,3995402173,178,,3994779737,213,0.9,3994779729,56,Back,,,,,,,5i8dbjuewybsfgyym63clfw0l,J. Weigl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
