id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/11/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/22/id,qualifier/22/qualifierId,qualifier/13/value,qualifier/17/value
2443109695,705,43,1,0,6,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2022-08-06T13:30:57.253Z,2022-08-07T04:12:53Z,3690411483,178,0,3690423061,144,82,,,,,,,,,,,,,,,,,,,6ki6rv564ybctrajr2xtgyeax,O. Kabak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443109807,706,43,1,0,6,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2022-08-06T13:30:58.106Z,2022-08-07T04:12:55Z,3690411953,178,0,3690423167,144,82,,,,,,,,,,,,,,,,,,,6ki6rv564ybctrajr2xtgyeax,O. Kabak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443109825,707,43,1,0,7,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2022-08-06T13:30:58.751Z,2022-08-07T04:12:57Z,3690412043,178,0,3690423251,144,82,,,,,,,,,,,,,,,,,,,6ki6rv564ybctrajr2xtgyeax,O. Kabak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442476409,6,1,1,0,8,4l9mrqzmajz5crzlz50mtbt6x,1,26,70.3,2022-08-06T13:30:59.993Z,2022-08-07T04:13:55Z,3687003099,56,Back,3687003101,140,26.5,3687003105,141,30.6,3690425309,178,,3687003111,213,4.7,3687003109,212,27.0,,,,,,,6ki6rv564ybctrajr2xtgyeax,O. Kabak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443109887,708,43,1,0,10,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2022-08-06T13:31:01.872Z,2022-08-07T04:12:59Z,3690412351,178,0,3690423311,144,82,,,,,,,,,,,,,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442476431,7,1,1,0,11,4l9mrqzmajz5crzlz50mtbt6x,1,26.9,25.8,2022-08-06T13:31:02.945Z,2022-08-07T04:14:00Z,3687003209,212,15.2,3687003207,141,5.2,3690425505,178,,3687003203,56,Back,3687003205,140,32.4,3687003213,213,5.1,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443109913,709,43,1,0,13,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2022-08-06T13:31:04.295Z,2022-08-07T04:07:15Z,3690412477,178,0,3690413115,144,82,,,,,,,,,,,,,,,,,,,shbxc528h0udd6rdf3ax2itx,P. Kadeřábek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443110269,710,43,1,0,13,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2022-08-06T13:31:04.342Z,2022-08-07T04:13:01Z,3690423371,144,82,3690414335,178,0,,,,,,,,,,,,,,,,,,,shbxc528h0udd6rdf3ax2itx,P. Kadeřábek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442476459,8,1,1,0,14,4l9mrqzmajz5crzlz50mtbt6x,0,31.3,5,2022-08-06T13:31:05.423Z,2022-08-07T04:14:06Z,3687003361,213,1.1,3687003357,141,19.5,3687003359,212,11.1,3690425735,178,,3687003355,140,36.2,3687003353,56,Back,,,,,,,shbxc528h0udd6rdf3ax2itx,P. Kadeřábek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443124779,1028,67,1,0,15,go76xxm0xyfgqt1h6tcrtimm,1,61.7,80.2,2022-08-06T13:31:06.348Z,2022-08-07T09:51:43Z,3690481447,233,751,,,,,,,,,,,,,,,,,,,,,,514es9hzl2skv9dl5cofgkogl,F. Neuhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443124777,751,67,1,0,15,4l9mrqzmajz5crzlz50mtbt6x,0,38.3,19.8,2022-08-06T13:31:06.349Z,2022-08-07T04:57:17Z,3690481459,233,1028,,,,,,,,,,,,,,,,,,,,,,c1nt67z429kirthuhkdxouor9,D. Samassékou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442476461,3,8,1,0,15,go76xxm0xyfgqt1h6tcrtimm,1,59.2,79,2022-08-06T13:31:06.402Z,2022-08-07T09:51:43Z,3690426269,178,,3687003371,56,Left,3688818713,384,,,,,,,,,,,,,,,,,514es9hzl2skv9dl5cofgkogl,F. Neuhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442476481,9,1,1,0,16,4l9mrqzmajz5crzlz50mtbt6x,0,26.5,5,2022-08-06T13:31:07.252Z,2022-08-07T04:14:25Z,3687003461,140,39.1,3687003463,141,6.4,3687003465,212,13.3,3687003459,56,Back,3690426391,178,,3687003467,213,0.1,,,,,,,shbxc528h0udd6rdf3ax2itx,P. Kadeřábek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442476487,4,49,1,0,17,go76xxm0xyfgqt1h6tcrtimm,1,61.4,85.3,2022-08-06T13:31:08.866Z,2022-08-07T04:14:55Z,,,,,,,,,,,,,,,,,,,,,,,,,au5tbnn48ve4kqnuu3dhmk296,K. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442476501,5,1,1,0,18,go76xxm0xyfgqt1h6tcrtimm,1,61.2,84.8,2022-08-06T13:31:09.639Z,2022-08-07T04:15:01Z,3687003575,213,5.7,3690427513,178,,3687003567,56,Center,3687003571,141,75.3,3687003573,212,12.1,3687003569,140,71.0,,,,,,,au5tbnn48ve4kqnuu3dhmk296,K. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442476509,6,1,1,0,19,go76xxm0xyfgqt1h6tcrtimm,1,70.6,75.6,2022-08-06T13:31:10.385Z,2022-08-07T04:15:08Z,3688819337,156,,3690427703,178,,3687003599,213,3.8,3687003597,212,4.2,3687003595,141,71.7,3687003591,56,Center,3687003593,140,67.5,,,,7tj7eobo7kmk8egcbfrabe8d1,A. Pléa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442476517,7,1,1,0,20,go76xxm0xyfgqt1h6tcrtimm,1,67.3,71.5,2022-08-06T13:31:11.312Z,2022-08-07T04:15:12Z,3690427867,178,,3687003665,213,2.2,3687003659,140,58.3,3687003657,56,Left,3687003663,212,15.4,3687003661,141,89.3,,,,,,,514es9hzl2skv9dl5cofgkogl,F. Neuhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442486153,164,1,1,0,21,go76xxm0xyfgqt1h6tcrtimm,0,54,89.3,2022-08-06T13:31:12.782Z,2022-08-07T04:15:28Z,3687048453,212,1.3,3690428249,178,,3687048451,141,89.4,3687048447,56,Left,3687048569,236,,3687048455,213,0.1,3687048449,140,55.2,3687048575,286,,dqrzogrwznyks6whhfhq748ut,R. Bensebaïni,3687048571,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442476535,10,74,1,0,21,4l9mrqzmajz5crzlz50mtbt6x,1,33.6,8.8,2022-08-06T13:31:12.790Z,2022-08-07T04:15:32Z,3687048589,233,164,3687003769,56,Back,3687003771,285,,3690428369,178,,,,,,,,,,,,,,57c808184l80uuuv7z3flcu6t,G. Prömel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442476545,11,49,1,0,23,4l9mrqzmajz5crzlz50mtbt6x,1,56.5,5.3,2022-08-06T13:31:14.536Z,2022-08-07T04:15:40Z,,,,,,,,,,,,,,,,,,,,,,,,,ew18qvvupaejxubhqmxmbd39x,A. Kramarić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442476613,12,1,1,0,23,4l9mrqzmajz5crzlz50mtbt6x,1,56.5,5.3,2022-08-06T13:31:14.572Z,2022-08-07T04:15:44Z,3687004157,213,6.2,3687004153,141,3.1,3687004151,140,73.2,3690428781,178,,3687004155,212,17.6,3687004149,56,Right,,,,,,,ew18qvvupaejxubhqmxmbd39x,A. Kramarić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443125033,1034,83,1,0,30,go76xxm0xyfgqt1h6tcrtimm,1,21.5,90,2022-08-06T13:31:22.149Z,2022-08-07T04:58:17Z,3690482575,399,463067,,,,,,,,,,,,,,,,,,,,,,70tsvrcmklvp4ecdhxlugf8ix,K. Itakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442476657,13,1,1,0,31,4l9mrqzmajz5crzlz50mtbt6x,1,78.2,10.6,2022-08-06T13:31:22.239Z,2022-08-07T04:15:50Z,3687004387,213,3.5,3687004383,141,5.5,3687004379,56,Right,3687004381,140,68.0,3687004385,212,11.3,3690428975,178,,,,,,,,e8ekkg0yayhhmmhinl0v9une,G. Rutter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442476715,14,1,1,0,33,4l9mrqzmajz5crzlz50mtbt6x,0,73.5,6.8,2022-08-06T13:31:25.123Z,2022-08-07T04:15:56Z,3688820347,20,,3687004649,1,,3687004643,141,58.1,3688820345,224,,3687004639,56,Center,3687004635,2,,3687004647,213,1.2,3687004645,212,38.2,shbxc528h0udd6rdf3ax2itx,P. Kadeřábek,3687004637,155,,3687004641,140,88.3,3690429097,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442476705,8,44,1,0,35,go76xxm0xyfgqt1h6tcrtimm,1,9.8,42.1,2022-08-06T13:31:27.134Z,2022-08-07T09:51:44Z,3687004569,56,Back,3687004571,285,,3687004695,233,15,,,,,,,,,,,,,,,,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442476721,15,44,1,0,35,4l9mrqzmajz5crzlz50mtbt6x,0,90.2,57.9,2022-08-06T13:31:27.135Z,2022-08-07T04:16:02Z,3687004805,233,8,3687004673,56,Center,3687004675,286,,,,,,,,,,,,,,,,,arwidogdfccsjv8fxa1veezf9,R. Skov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442476755,9,12,1,0,36,go76xxm0xyfgqt1h6tcrtimm,1,8.3,42.8,2022-08-06T13:31:27.244Z,2022-08-07T09:51:44Z,3690429341,388,,3687004851,213,5.1,3687004847,141,9.7,3687004849,212,24.3,3687058441,15,,3687004845,140,17.0,3687004843,56,Back,,,,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442476759,10,49,1,0,40,go76xxm0xyfgqt1h6tcrtimm,1,22.6,7.7,2022-08-06T13:31:31.478Z,2022-08-07T04:16:21Z,,,,,,,,,,,,,,,,,,,,,,,,,7kjhx78gpi6m3r4j1b4jdyh91,J. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442476763,11,1,1,0,40,go76xxm0xyfgqt1h6tcrtimm,0,20.9,7.1,2022-08-06T13:31:31.517Z,2022-08-07T04:16:18Z,3687004875,141,5.6,3687004873,140,58.7,3687004871,56,Right,3690429675,178,,3687004877,212,39.7,3687004881,1,,3687004879,213,6.3,,,,7kjhx78gpi6m3r4j1b4jdyh91,J. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442476789,16,49,1,0,45,4l9mrqzmajz5crzlz50mtbt6x,1,41,89,2022-08-06T13:31:36.919Z,2022-08-07T04:16:34Z,,,,,,,,,,,,,,,,,,,,,,,,,6ki6rv564ybctrajr2xtgyeax,O. Kabak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442476817,17,1,1,0,45,4l9mrqzmajz5crzlz50mtbt6x,1,40,88.9,2022-08-06T13:31:36.989Z,2022-08-07T04:16:39Z,3687005119,56,Back,3687005127,213,4.3,3687005125,212,19.0,3690430159,178,,3687005123,141,62.9,3687005121,140,33.3,,,,,,,6ki6rv564ybctrajr2xtgyeax,O. Kabak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442476851,18,1,1,0,48,4l9mrqzmajz5crzlz50mtbt6x,1,33.2,63.3,2022-08-06T13:31:39.387Z,2022-08-07T04:16:41Z,3687005287,213,1.3,3690430279,178,,3687005285,212,15.4,3687005281,140,37.5,3687005283,141,85.0,3687005279,56,Back,,,,,,,elh8kttxq9xfpoqfmpxv9jr2t,K. Vogt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442476919,19,1,1,0,51,4l9mrqzmajz5crzlz50mtbt6x,1,41,85.3,2022-08-06T13:31:42.644Z,2022-08-07T04:16:47Z,3687005585,213,6.2,3687005579,140,60.7,3687005583,212,20.9,3687005581,141,81.4,3687005577,56,Left,3690430447,178,,,,,,,,6ki6rv564ybctrajr2xtgyeax,O. Kabak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443125193,766,43,1,0,52,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2022-08-06T13:31:43.610Z,2022-08-07T04:58:58Z,3690483231,178,0,3690483417,144,82,,,,,,,,,,,,,,,,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442476923,20,61,1,0,52,4l9mrqzmajz5crzlz50mtbt6x,0,58.2,80.6,2022-08-06T13:31:43.751Z,2022-08-07T04:16:54Z,3690430587,178,,3687005591,56,Left,,,,,,,,,,,,,,,,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442476925,12,4,1,0,53,go76xxm0xyfgqt1h6tcrtimm,1,40.6,20.7,2022-08-06T13:31:44.446Z,2022-08-07T04:17:01Z,3687005599,152,,3687005597,56,Back,3687005601,286,,3687005659,233,21,3687005593,13,,3687005595,295,,,,,,,,1mkbxdrj3myvt6jm4tx8sywgl,C. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442476941,21,4,1,0,53,4l9mrqzmajz5crzlz50mtbt6x,0,59.4,79.3,2022-08-06T13:31:44.447Z,2022-08-07T04:17:00Z,3690430851,178,,3687005647,285,,3687005645,152,,3687005641,295,,3687005639,13,,3687005643,56,Left,3687005703,233,12,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442477031,13,1,1,1,6,go76xxm0xyfgqt1h6tcrtimm,1,39.8,29.4,2022-08-06T13:31:57.412Z,2022-08-07T04:17:19Z,3687006095,212,12.1,3688822807,189,,3687006093,141,31.0,3687006091,140,28.3,3687006085,5,,3687006089,56,Back,3690431419,178,,3687006087,152,,1mkbxdrj3myvt6jm4tx8sywgl,C. Kramer,3687006097,213,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442477045,14,1,1,1,7,go76xxm0xyfgqt1h6tcrtimm,1,27.9,34,2022-08-06T13:31:58.420Z,2022-08-07T04:17:24Z,3690431599,178,,3687006145,213,1.6,3687006137,56,Back,3687006143,212,23.2,3687006139,140,26.3,3687006141,141,68.1,,,,,,,70tsvrcmklvp4ecdhxlugf8ix,K. Itakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442477061,15,1,1,1,10,go76xxm0xyfgqt1h6tcrtimm,1,26.3,68.1,2022-08-06T13:32:01.366Z,2022-08-07T04:17:35Z,3687006219,141,71.5,3687006217,140,32.6,3687006223,213,0.3,3690431847,178,,3687006221,212,7.0,3687006215,56,Back,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442477081,16,1,1,1,13,go76xxm0xyfgqt1h6tcrtimm,1,32.6,71.5,2022-08-06T13:32:04.188Z,2022-08-07T04:17:41Z,3687006319,141,60.2,3687006317,140,26.6,3687006323,213,4.0,3687006315,56,Back,3690431993,178,,3687006321,212,9.9,,,,,,,au5tbnn48ve4kqnuu3dhmk296,K. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442477113,17,1,1,1,15,go76xxm0xyfgqt1h6tcrtimm,1,26,57.8,2022-08-06T13:32:06.304Z,2022-08-07T04:17:45Z,3687006477,140,23.8,3687006481,212,20.1,3687006479,141,28.5,3687006483,213,4.6,3690432065,178,,3687006475,56,Back,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442477161,18,1,1,1,17,go76xxm0xyfgqt1h6tcrtimm,1,22.4,27.9,2022-08-06T13:32:08.508Z,2022-08-07T04:17:50Z,3687006717,140,8.2,3687006719,141,41.9,3687006715,56,Back,3687006721,212,17.7,3687006723,213,2.6,3690432221,178,,,,,,,,70tsvrcmklvp4ecdhxlugf8ix,K. Itakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442477193,19,1,1,1,20,go76xxm0xyfgqt1h6tcrtimm,1,7.6,42.2,2022-08-06T13:32:11.352Z,2022-08-07T04:17:59Z,3687006857,213,1.0,3687006855,212,21.2,3690432587,178,,3687006849,56,Back,3687006853,141,67.6,3687006851,140,19.3,,,,,,,bagn0ce4xunsiz3mezrtqx1p1,Y. Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
