id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,assist,qualifier/10/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2483686397,5,61,1,0,10,4l9mrqzmajz5crzlz50mtbt6x,0,59.8,69.4,2022-11-09T19:30:37.604Z,2022-11-10T09:26:03Z,3906805199,178,,3905699873,56,Center,,,,,,,,,,,,,,,,,,,e8ekkg0yayhhmmhinl0v9une,G. Rutter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483686417,7,49,1,0,11,c5hderjlkcoaze51e5wgvptk,1,40.5,41,2022-11-09T19:30:39.458Z,2022-11-10T09:26:11Z,,,,,,,,,,,,,,,,,,,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483686459,8,1,1,0,11,c5hderjlkcoaze51e5wgvptk,0,41,40.4,2022-11-09T19:30:39.481Z,2022-11-10T09:26:19Z,3905700143,141,3.8,3905700135,155,,3905700139,56,Right,3905700141,140,68.3,3906805559,178,,3905700145,212,38.0,3905700149,1,,3905700147,213,5.6,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483686461,6,49,1,0,17,4l9mrqzmajz5crzlz50mtbt6x,1,30.6,93.6,2022-11-09T19:30:45.437Z,2022-11-10T09:26:32Z,,,,,,,,,,,,,,,,,,,,,,,,,6ki6rv564ybctrajr2xtgyeax,O. Kabak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483686471,7,1,1,0,17,4l9mrqzmajz5crzlz50mtbt6x,0,29.7,91.5,2022-11-09T19:30:45.465Z,2022-11-10T09:26:36Z,3905700199,213,6.0,3905700195,141,72.6,3905700197,212,48.6,3905700201,1,,3905700193,140,74.3,3906806009,178,,3905700189,157,,3905700191,56,Center,6ki6rv564ybctrajr2xtgyeax,O. Kabak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483686539,9,1,1,0,21,c5hderjlkcoaze51e5wgvptk,0,26.7,33.8,2022-11-09T19:30:48.769Z,2022-11-10T09:26:41Z,3905700503,3,,3906806163,388,,3905700505,56,Back,3905700509,141,0.3,3905700513,213,5.0,3905700507,140,32.7,3905700511,212,23.6,,,,a3ib09ji7qsz6cgj3vmz5qort,K. Jakić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483686547,8,1,1,0,24,4l9mrqzmajz5crzlz50mtbt6x,1,70.5,98.9,2022-11-09T19:30:52.523Z,2022-11-10T09:26:47Z,3905700553,140,60.8,3906806313,178,,3905700551,56,Left,3905700559,213,3.3,3905700555,141,97.1,3905700557,212,10.3,,,,,,,ew18qvvupaejxubhqmxmbd39x,A. Kramarić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483686565,9,1,1,0,27,4l9mrqzmajz5crzlz50mtbt6x,0,60,97.7,2022-11-09T19:30:55.239Z,2022-11-10T09:26:50Z,3905700617,141,41.5,3905700615,140,80.1,3905700619,212,43.7,3905700611,155,,3905700623,1,,3905700621,213,5.2,3906806435,178,,3905700613,56,Center,9uthj64y9f77y63tq7did539x,Angeliño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483686589,10,1,1,0,29,c5hderjlkcoaze51e5wgvptk,0,20.1,58.5,2022-11-09T19:30:57.021Z,2022-11-10T09:26:55Z,3905700717,157,,3905700719,56,Back,3905700723,141,56.3,3905700721,140,46.7,3906806539,178,,3905700729,1,,3905700725,212,28.0,3905700727,213,6.2,byn8dfwg5zdefrca7wgn32qne,A. Knauff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483686647,10,1,1,0,34,4l9mrqzmajz5crzlz50mtbt6x,1,48.3,32.6,2022-11-09T19:31:02.346Z,2022-11-10T09:27:06Z,3906806761,178,,3905701015,213,2.0,3905701007,56,Back,3905701009,140,43.4,3905701013,212,12.8,3905701011,141,49.9,,,,,,,5neiwdz7rtkhzj0cneic4xcoa,Eduardo Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483686659,11,1,1,0,39,4l9mrqzmajz5crzlz50mtbt6x,1,43.4,54,2022-11-09T19:31:06.738Z,2022-11-10T09:27:11Z,3906806863,178,,3905701053,140,55.1,3905701051,56,Left,3905701057,212,29.0,3905701055,141,92.7,3905701059,213,1.1,,,,,,,elh8kttxq9xfpoqfmpxv9jr2t,K. Vogt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483686689,12,1,1,0,41,4l9mrqzmajz5crzlz50mtbt6x,1,56.1,94.7,2022-11-09T19:31:09.433Z,2022-11-10T09:27:15Z,3905701179,141,72.4,3905701175,56,Center,3905701177,140,63.9,3906806913,178,,3905701183,213,5.2,3905701181,212,17.2,,,,,,,9uthj64y9f77y63tq7did539x,Angeliño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483906345,1218,83,1,0,43,c5hderjlkcoaze51e5wgvptk,1,38.9,30.2,2022-11-09T19:31:11.369Z,2022-11-10T09:49:19Z,3906834803,399,454831,,,,,,,,,,,,,,,,,,,,,,az15xx7m923srf9gdbwmiyga1,D. Kamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483686699,13,43,1,0,44,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2022-11-09T19:31:12.522Z,2022-11-09T19:31:21Z,3905701199,56,Center,3905701531,144,3,3905701201,286,0,,,,,,,,,,,,,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483686701,14,1,1,0,46,4l9mrqzmajz5crzlz50mtbt6x,0,74.4,73.9,2022-11-09T19:31:13.598Z,2022-11-10T09:27:20Z,3905701203,56,Center,3905701211,213,6.0,3905701207,141,72.6,3905701209,212,3.3,3905701205,140,77.4,3906807015,178,,,,,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483686713,11,61,1,0,46,c5hderjlkcoaze51e5wgvptk,1,23.8,22.3,2022-11-09T19:31:13.790Z,2022-11-10T09:27:27Z,3905701261,56,Back,3906807147,178,,,,,,,,,,,,,,,,,,,,a3ib09ji7qsz6cgj3vmz5qort,K. Jakić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483686715,15,61,1,0,46,4l9mrqzmajz5crzlz50mtbt6x,0,76.6,77.3,2022-11-09T19:31:14.041Z,2022-11-10T09:27:57Z,3905701263,56,Center,3906807815,178,,,,,,,,,,,,,,,,,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483686767,14,49,1,0,49,c5hderjlkcoaze51e5wgvptk,1,3,22.9,2022-11-09T19:31:17.236Z,2022-11-10T09:28:05Z,,,,,,,,,,,,,,,,,,,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483686753,12,12,1,0,49,c5hderjlkcoaze51e5wgvptk,1,4,24.3,2022-11-09T19:31:17.264Z,2022-11-10T09:28:09Z,3905701475,167,,3906808029,178,,3905701423,56,Back,3905701431,141,0.0,3905701435,212,18.8,3905701439,213,5.0,3905701427,140,9.4,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483686763,13,5,1,0,51,c5hderjlkcoaze51e5wgvptk,0,7.6,-1.7,2022-11-09T19:31:19.355Z,2022-11-10T09:28:13Z,3905701647,233,16,3905701467,56,Back,3905701469,347,,,,,,,,,,,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483686809,16,5,1,0,51,4l9mrqzmajz5crzlz50mtbt6x,1,92.4,101.7,2022-11-09T19:31:19.355Z,2022-11-10T09:28:13Z,3905701639,347,,3905701643,233,13,3905701637,56,Left,,,,,,,,,,,,,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483686815,17,1,1,0,52,4l9mrqzmajz5crzlz50mtbt6x,1,94.3,100,2022-11-09T19:31:19.773Z,2022-11-10T09:28:44Z,3905702285,189,,3905701663,107,,3905701667,140,82.0,3905701669,141,96.3,3905701665,56,Left,3905701671,212,13.4,3905701673,213,3.4,,,,ew18qvvupaejxubhqmxmbd39x,A. Kramarić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483686823,18,1,1,0,55,4l9mrqzmajz5crzlz50mtbt6x,1,79.3,97.1,2022-11-09T19:31:22.630Z,2022-11-10T09:28:50Z,3905701713,56,Left,3905701721,213,0.1,3906808849,178,,3905701717,141,97.9,3905701715,140,88.2,3905701719,212,9.4,,,,,,,9uthj64y9f77y63tq7did539x,Angeliño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483686867,19,1,1,0,57,4l9mrqzmajz5crzlz50mtbt6x,1,87.3,96.6,2022-11-09T19:31:24.785Z,2022-11-10T09:29:03Z,3905702669,210,13,3905702673,154,,3905701925,141,57.9,3905701929,213,4.9,3905701927,212,26.6,3905701917,2,,3906331707,224,,3906331709,72,,ew18qvvupaejxubhqmxmbd39x,A. Kramarić,1,3905701919,155,3905701921,56,Center,3906808943,178,3905701923,140,91.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483686877,21,13,1,0,58,4l9mrqzmajz5crzlz50mtbt6x,1,90.3,61.2,2022-11-09T19:31:26.089Z,2022-11-10T09:29:03Z,3905701973,17,,3905716315,215,,3905702695,55,19,3905702699,102,53.8,3905702701,103,68.1,3905702691,29,,3905702707,231,53.4,3905702705,230,98.2,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,3906809165,178,3905702703,328,,3905702425,20,3905701971,22,,3905702689,74,3905702693,154,3905701975,56,Center,,,,,,,,,,,,,,,,,,,,,,
2483686861,15,5,1,0,59,c5hderjlkcoaze51e5wgvptk,1,-1.1,44.2,2022-11-09T19:31:26.775Z,2022-11-10T09:29:16Z,3905701959,233,20,3905701887,56,Back,3905701891,346,,,,,,,,,,,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483686871,20,5,1,0,59,4l9mrqzmajz5crzlz50mtbt6x,0,101.1,55.8,2022-11-09T19:31:26.775Z,2022-11-10T09:29:16Z,3905701989,233,15,3905701939,56,Center,3905701941,346,,,,,,,,,,,,,,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483687049,16,1,1,1,15,c5hderjlkcoaze51e5wgvptk,1,4.7,46,2022-11-09T19:31:42.768Z,2022-11-10T09:29:20Z,3905702795,237,,3905702781,124,,3905702783,56,Back,3905702787,141,27.7,3905702791,213,4.7,3905702785,140,4.7,3905702789,212,12.4,,,,7obuhegyo1qcoikt23egcsr85,K. Trapp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483687097,17,1,1,1,17,c5hderjlkcoaze51e5wgvptk,0,7.4,22.7,2022-11-09T19:31:45.395Z,2022-11-10T09:29:23Z,3905703003,1,,3905703001,213,6.0,3906809667,178,,3905702997,141,2.3,3905702995,140,46.4,3905702999,212,43.2,3905702993,56,Back,3905702991,155,,a3ib09ji7qsz6cgj3vmz5qort,K. Jakić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483687145,22,1,1,1,20,4l9mrqzmajz5crzlz50mtbt6x,0,53.6,95.6,2022-11-09T19:31:47.693Z,2022-11-10T09:29:36Z,3905703213,140,63.5,3905703209,3,,3906809927,388,,3905703211,56,Left,3905703217,212,13.4,3905703219,213,5.6,3905703215,141,83.1,,,,9uthj64y9f77y63tq7did539x,Angeliño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483687157,23,44,1,1,22,4l9mrqzmajz5crzlz50mtbt6x,1,65,83.6,2022-11-09T19:31:49.806Z,2022-11-10T10:00:02Z,3905703339,233,18,3905703247,286,,3905703245,56,Left,,,,,,,,,,,,,,,,f3v95yyj6j7h7qpprxm4zlre1,D. Geiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483687123,18,44,1,1,22,c5hderjlkcoaze51e5wgvptk,0,35,16.4,2022-11-09T19:31:49.807Z,2022-11-10T09:30:12Z,3905703111,56,Back,3905703319,233,23,3905703113,285,,,,,,,,,,,,,,,,,az15xx7m923srf9gdbwmiyga1,D. Kamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483731405,394,1,1,1,22,4l9mrqzmajz5crzlz50mtbt6x,0,60.1,82,2022-11-09T19:31:49.829Z,2022-11-10T10:00:02Z,3905921961,141,74.6,3906810545,388,,3905921963,212,5.9,3905921965,213,5.3,3905921957,56,Center,3905921955,3,,3905921959,140,63.1,,,,f3v95yyj6j7h7qpprxm4zlre1,D. Geiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483687667,23,61,1,1,23,c5hderjlkcoaze51e5wgvptk,0,37,29.5,2022-11-09T19:31:50.851Z,2022-11-10T09:30:22Z,3906810747,21,,3906810749,178,,3905705571,56,Back,,,,,,,,,,,,,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483731967,395,61,1,1,23,4l9mrqzmajz5crzlz50mtbt6x,0,61.6,67.2,2022-11-09T19:31:51.073Z,2022-11-10T09:30:29Z,3906810841,178,,3905924777,56,Center,,,,,,,,,,,,,,,,,,,65v1s740zfmpwkc0z1v3aisd0,M. Damar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483687153,20,49,1,1,24,c5hderjlkcoaze51e5wgvptk,1,40.5,32.6,2022-11-09T19:31:51.885Z,2022-11-10T09:30:36Z,,,,,,,,,,,,,,,,,,,,,,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483687139,19,43,1,1,24,c5hderjlkcoaze51e5wgvptk,1,0,0,2022-11-09T19:31:52.105Z,2022-11-09T19:32:29Z,3905703189,56,Back,3905703191,140,34.5,3905703187,3,0,3905703193,141,29.7,3905703195,212,11.6,3905703197,213,1.3,3905705003,144,1,,,,az15xx7m923srf9gdbwmiyga1,D. Kamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483687167,21,1,1,1,25,c5hderjlkcoaze51e5wgvptk,0,40.6,35.1,2022-11-09T19:31:53.234Z,2022-11-10T09:30:43Z,3905703295,141,38.4,3905703299,212,4.1,3905703419,236,,3905703301,213,0.6,3905703421,233,24,3905703287,56,Back,3905703291,140,43.9,3906811087,178,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,3905703425,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483687189,24,74,1,1,25,4l9mrqzmajz5crzlz50mtbt6x,1,56.1,60,2022-11-09T19:31:53.256Z,2022-11-10T09:30:47Z,3906811147,178,,3905703399,56,Center,3905703439,233,21,3905703401,285,,,,,,,,,,,,,,65v1s740zfmpwkc0z1v3aisd0,M. Damar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483915429,1284,67,1,1,27,4l9mrqzmajz5crzlz50mtbt6x,1,46.4,38.6,2022-11-09T19:31:55.344Z,2022-11-10T11:16:51Z,3906885085,233,1345,,,,,,,,,,,,,,,,,,,,,,shbxc528h0udd6rdf3ax2itx,P. Kadeřábek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483915425,1345,67,1,1,27,c5hderjlkcoaze51e5wgvptk,0,53.6,61.4,2022-11-09T19:31:55.345Z,2022-11-10T10:17:52Z,3906885099,233,1284,,,,,,,,,,,,,,,,,,,,,,g3fgd752o63acmmuahdvppm1,R. Kolo Muani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483687215,25,1,1,1,27,4l9mrqzmajz5crzlz50mtbt6x,0,44.9,38.8,2022-11-09T19:31:55.354Z,2022-11-10T11:16:51Z,3905703517,213,1.2,3905703515,212,1.3,3905703563,233,22,3906811251,178,,3905703511,140,45.4,3905703513,141,40.6,3905703509,56,Back,,,,shbxc528h0udd6rdf3ax2itx,P. Kadeřábek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483687191,22,61,1,1,27,c5hderjlkcoaze51e5wgvptk,1,54.7,59.2,2022-11-09T19:31:55.386Z,2022-11-10T09:31:26Z,3906811929,178,,3905703403,56,Center,,,,,,,,,,,,,,,,,,,g3fgd752o63acmmuahdvppm1,R. Kolo Muani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483687231,26,49,1,1,29,4l9mrqzmajz5crzlz50mtbt6x,1,55.7,36.3,2022-11-09T19:31:56.943Z,2022-11-10T09:31:32Z,,,,,,,,,,,,,,,,,,,,,,,,,65v1s740zfmpwkc0z1v3aisd0,M. Damar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483915773,1351,83,1,1,30,c5hderjlkcoaze51e5wgvptk,1,39.2,70.8,2022-11-09T19:31:58.435Z,2022-11-10T10:18:27Z,3906887269,399,519117,,,,,,,,,,,,,,,,,,,,,,g3fgd752o63acmmuahdvppm1,R. Kolo Muani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
