id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,assist
2518303333,105,3,1,9,31,c5hderjlkcoaze51e5wgvptk,0,64.4,22.6,2023-03-11T14:39:53.709Z,2023-03-12T01:43:38Z,4088571511,233,487,4091058517,15,,4091058515,388,,4088160965,286,,4089682973,465,,4088159941,56,Center,,,,,,,2x5f35hk2urqlgoito1vgb3yt,R. Borré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518383103,487,7,1,9,31,3dwlvz6cl4lcavvrg0y2dycrt,1,35.6,77.4,2023-03-11T14:39:53.713Z,2023-03-12T04:49:24Z,4091522807,388,,4088571449,285,,4088571447,56,Back,4091522809,15,,4088571459,233,105,4089682739,383,,,,,,,,e9u7cmvaem5p7x9px3yq9f179,B. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518303347,118,1,1,9,33,3dwlvz6cl4lcavvrg0y2dycrt,1,36.9,90.5,2023-03-11T14:39:56.442Z,2023-03-12T01:44:20Z,4088160027,212,4.9,4088160023,140,41.4,4088160031,213,0.3,4091061089,178,,4088160021,56,Back,4088160025,141,92.4,,,,,,,e9u7cmvaem5p7x9px3yq9f179,B. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518303393,119,1,1,9,34,3dwlvz6cl4lcavvrg0y2dycrt,1,38.5,87.5,2023-03-11T14:39:57.232Z,2023-03-12T01:44:46Z,4088160295,56,Back,4091062589,178,,4088160301,212,10.7,4088160303,213,4.3,4088160299,141,72.9,4088160297,140,34.6,,,,,,,9ic8hvnkzj9p0ikh6bwaeoqju,Tiago Tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518303423,120,1,1,9,38,3dwlvz6cl4lcavvrg0y2dycrt,1,35.8,69.6,2023-03-11T14:40:01.050Z,2023-03-12T01:44:50Z,4091062817,178,,4088160507,141,62.3,4088160509,212,7.8,4088160511,213,5.6,4088160501,56,Back,4088160505,140,41.5,,,,,,,a4p1m3cqm6z2p1bw97s6k46ad,A. Karazor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518303439,121,1,1,9,39,3dwlvz6cl4lcavvrg0y2dycrt,1,41.5,62.3,2023-03-11T14:40:01.836Z,2023-03-12T01:45:05Z,4091063885,178,,4088160585,212,15.9,4088160581,140,30.0,4088160579,56,Back,4088160583,141,47.2,4088160587,213,3.8,4088160605,156,,,,,9ic8hvnkzj9p0ikh6bwaeoqju,Tiago Tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518303493,122,1,1,9,42,3dwlvz6cl4lcavvrg0y2dycrt,1,31.7,44.3,2023-03-11T14:40:04.807Z,2023-03-12T01:45:09Z,4088160891,212,36.9,4088160895,1,,4088160893,213,5.5,4088160889,141,4.9,4088160887,140,55.8,4091064105,178,,4088160885,56,Right,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518303561,123,1,1,9,45,3dwlvz6cl4lcavvrg0y2dycrt,1,55.8,5,2023-03-11T14:40:07.724Z,2023-03-12T01:45:28Z,4091065365,178,,4088161197,212,3.9,4088161193,140,52.3,4088161199,213,2.8,4088161191,56,Right,4088161195,141,6.8,,,,,,,2tdxcr1wkubis5n81sg4pzyz9,Gil Dias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518303599,106,45,1,9,47,c5hderjlkcoaze51e5wgvptk,0,42.6,95,2023-03-11T14:40:10.178Z,2023-03-12T01:45:45Z,4088161425,233,124,4088161377,56,Back,4088161379,285,,,,,,,,,,,,,,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518303573,124,3,1,9,47,3dwlvz6cl4lcavvrg0y2dycrt,1,57.4,5,2023-03-11T14:40:10.178Z,2023-03-12T01:45:45Z,4091066505,178,,4088161405,233,106,4089684093,465,,4088161239,56,Right,4088161241,286,,,,,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518303579,125,1,1,9,49,3dwlvz6cl4lcavvrg0y2dycrt,0,59.1,3.5,2023-03-11T14:40:11.589Z,2023-03-12T01:45:51Z,4088161597,286,,4088161265,141,3.1,4088161267,212,1.0,4088161269,213,6.0,4091067061,178,,4088161261,56,Right,4088161593,233,107,4088161263,140,60.0,3uqn1adw8rarez1gpen9vng7p,W. Anton,4088161591,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518303635,107,74,1,9,49,c5hderjlkcoaze51e5wgvptk,1,39.5,97.2,2023-03-11T14:40:11.782Z,2023-03-12T01:45:53Z,4088161603,233,125,4088161555,285,,4088161553,56,Back,4091067333,178,,,,,,,,,,,,,,5mbkc1nqmirbtfml9aklqr5xx,P. Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518303657,108,5,1,9,49,c5hderjlkcoaze51e5wgvptk,0,41.4,101,2023-03-11T14:40:12.292Z,2023-03-12T01:46:00Z,4088161669,56,Back,4088161747,233,126,4088161671,347,,,,,,,,,,,,,,,,,5mbkc1nqmirbtfml9aklqr5xx,P. Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518303621,126,5,1,9,49,3dwlvz6cl4lcavvrg0y2dycrt,1,58.6,-1,2023-03-11T14:40:12.292Z,2023-03-12T01:46:01Z,4088161479,56,Right,4088161703,233,108,4088161481,347,,,,,,,,,,,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518303793,127,1,1,9,58,3dwlvz6cl4lcavvrg0y2dycrt,1,58.2,0,2023-03-11T14:40:20.911Z,2023-03-12T01:46:07Z,4088162297,56,Right,4088162299,140,68.8,4088162303,212,14.1,4088162305,213,0.7,4088162295,107,,4088162301,141,11.7,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518303827,128,1,1,9,59,3dwlvz6cl4lcavvrg0y2dycrt,1,68.8,11.7,2023-03-11T14:40:21.892Z,2023-03-12T01:46:15Z,4091068883,178,,4088162521,141,10.7,4088162517,140,61.3,4088162513,56,Right,4088162525,212,7.9,4088162527,213,3.2,4088162511,3,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518303833,129,3,1,10,2,3dwlvz6cl4lcavvrg0y2dycrt,0,64.9,12.4,2023-03-11T14:40:24.835Z,2023-03-12T01:46:21Z,4091069339,178,,4089686581,465,,4088162565,56,Right,4088162567,286,,4088163039,233,109,,,,,,,,,,2tdxcr1wkubis5n81sg4pzyz9,Gil Dias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518303913,109,7,1,10,2,c5hderjlkcoaze51e5wgvptk,1,35.1,87.6,2023-03-11T14:40:25.177Z,2023-03-12T01:46:30Z,4089686141,384,,4091069875,178,,4088162971,56,Back,4088163035,233,129,4088162973,285,,,,,,,,,,,78e1qvft3ser2tyayjlmemdp1,S. Rode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518303929,110,50,1,10,2,c5hderjlkcoaze51e5wgvptk,1,35.1,87.7,2023-03-11T14:40:25.390Z,2023-03-12T01:46:41Z,4088163067,56,Back,4088548353,286,,4090173143,233,130,,,,,,,,,,,,,,,,5mbkc1nqmirbtfml9aklqr5xx,P. Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518303871,130,7,1,10,2,3dwlvz6cl4lcavvrg0y2dycrt,1,64.9,12.3,2023-03-11T14:40:25.435Z,2023-03-12T01:46:46Z,4089686317,384,,4088576117,285,,4088162763,56,Right,4091071151,178,,4088576145,233,110,,,,,,,,,,2tdxcr1wkubis5n81sg4pzyz9,Gil Dias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518303901,131,1,1,10,3,3dwlvz6cl4lcavvrg0y2dycrt,1,64.2,7.4,2023-03-11T14:40:26.375Z,2023-03-12T01:46:55Z,4088162931,56,Right,4091071703,178,,4088162935,141,9.4,4088162933,140,58.4,4088162937,212,6.2,4088162939,213,2.9,,,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518303941,132,1,1,10,5,3dwlvz6cl4lcavvrg0y2dycrt,1,56.6,9.8,2023-03-11T14:40:28.422Z,2023-03-12T01:47:08Z,4088163121,56,Back,4088163125,141,7.3,4088163123,140,39.4,4088163127,212,18.1,4088163129,213,3.2,4091072739,178,,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518304165,133,1,1,10,8,3dwlvz6cl4lcavvrg0y2dycrt,1,39.7,9.2,2023-03-11T14:40:30.853Z,2023-03-12T01:47:20Z,4088164109,56,Back,4088164119,213,1.8,4088164117,212,26.7,4091073451,178,,4088164113,140,34.2,4088164115,141,47.6,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518304201,134,1,1,10,16,3dwlvz6cl4lcavvrg0y2dycrt,1,36.3,86.9,2023-03-11T14:40:38.703Z,2023-03-12T01:47:29Z,4088164271,56,Back,4088164275,141,69.0,4088164277,212,20.6,4088164273,140,20.5,4088164279,213,3.8,4091073955,178,,,,,,,,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518304221,135,1,1,10,18,3dwlvz6cl4lcavvrg0y2dycrt,1,20.5,68.5,2023-03-11T14:40:41.220Z,2023-03-12T01:47:39Z,4091074635,178,,4088164409,56,Back,4088164417,213,5.6,4088164413,141,62.0,4088164415,212,6.8,4088164411,140,25.4,,,,,,,62gct49oglcdzxafhrfucrb2t,F. Bredlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518304293,136,1,1,10,20,3dwlvz6cl4lcavvrg0y2dycrt,1,25.5,60.8,2023-03-11T14:40:43.183Z,2023-03-12T01:47:44Z,4088164801,213,5.0,4088164803,1,,4091074999,178,,4088164793,56,Back,4088164797,141,12.8,4088164799,212,34.3,4088164795,140,35.6,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518304389,137,1,1,10,25,3dwlvz6cl4lcavvrg0y2dycrt,1,47.7,10.4,2023-03-11T14:40:47.663Z,2023-03-12T01:47:49Z,4088165285,213,0.2,4088165281,141,23.7,4088165279,140,85.1,4088165283,212,40.3,4088165287,1,,4088165277,56,Center,4091075291,178,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518304405,138,1,1,10,29,3dwlvz6cl4lcavvrg0y2dycrt,0,98.5,24.1,2023-03-11T14:40:51.612Z,2023-03-12T01:48:04Z,4088165339,212,16.2,4088165337,141,47.6,4088165333,56,Center,4088165335,140,96.2,4088165341,213,1.7,4091076487,178,,,,,,,,49epln99aa2797cs2zq3al1t6,J. Perea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518304415,111,52,1,10,32,c5hderjlkcoaze51e5wgvptk,1,2.2,53.1,2023-03-11T14:40:54.747Z,2023-03-12T01:48:17Z,4091076921,178,,4089688909,376,,,,,,,,,,,,,,,,,,,,7obuhegyo1qcoikt23egcsr85,K. Trapp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518304599,112,1,1,10,38,c5hderjlkcoaze51e5wgvptk,1,6.4,50.6,2023-03-11T14:41:01.060Z,2023-03-12T01:48:52Z,4091079825,178,,4088166365,141,29.8,4088166361,56,Back,4088166359,123,,4088166363,140,12.4,4088166367,212,15.5,4088166371,213,5.1,,,,7obuhegyo1qcoikt23egcsr85,K. Trapp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518304651,113,1,1,10,40,c5hderjlkcoaze51e5wgvptk,1,12,25.6,2023-03-11T14:41:03.492Z,2023-03-12T01:48:58Z,4091080133,178,,4088166669,141,4.4,4088166667,140,29.4,4088166665,56,Back,4088166671,212,23.3,4088166673,213,5.6,,,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518304689,114,1,1,10,44,c5hderjlkcoaze51e5wgvptk,0,27.6,5,2023-03-11T14:41:07.396Z,2023-03-12T01:49:05Z,4091080579,178,,4088166835,212,11.9,4088166831,140,38.0,4088166829,56,Back,4088166833,141,11.9,4088166837,213,0.4,,,,,,,e91s5lp3fvfaav8w8xi7wdx3p,Aurélio Buta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518942613,1528,67,1,10,46,3dwlvz6cl4lcavvrg0y2dycrt,1,58.9,88.7,2023-03-11T14:41:08.652Z,2023-03-12T06:46:18Z,4091561615,233,1630,,,,,,,,,,,,,,,,,,,,,,e9u7cmvaem5p7x9px3yq9f179,B. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518942607,1630,67,1,10,46,c5hderjlkcoaze51e5wgvptk,0,41.1,11.3,2023-03-11T14:41:08.653Z,2023-03-12T05:11:31Z,4091561619,233,1528,,,,,,,,,,,,,,,,,,,,,,2x5f35hk2urqlgoito1vgb3yt,R. Borré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518304671,139,8,1,10,46,3dwlvz6cl4lcavvrg0y2dycrt,1,58,93,2023-03-11T14:41:08.701Z,2023-03-12T06:46:18Z,4091081005,178,,4089689913,385,,4088166753,56,Left,,,,,,,,,,,,,,,,e9u7cmvaem5p7x9px3yq9f179,B. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518304705,115,1,1,10,46,c5hderjlkcoaze51e5wgvptk,0,29.6,11,2023-03-11T14:41:09.527Z,2023-03-12T01:50:48Z,4091081443,178,,4088166905,140,43.0,4088166911,213,0.2,4088166909,212,14.3,4088166907,141,14.6,4088166903,56,Back,,,,,,,e91s5lp3fvfaav8w8xi7wdx3p,Aurélio Buta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518304699,140,49,1,10,47,3dwlvz6cl4lcavvrg0y2dycrt,1,54.7,85.4,2023-03-11T14:41:10.276Z,2023-03-12T01:50:51Z,,,,,,,,,,,,,,,,,,,,,,,,,a4p1m3cqm6z2p1bw97s6k46ad,A. Karazor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518304785,141,1,1,10,48,3dwlvz6cl4lcavvrg0y2dycrt,1,52.8,85,2023-03-11T14:41:11.407Z,2023-03-12T01:51:20Z,4088170359,155,,4088167293,213,4.0,4088167289,212,27.8,4088167283,56,Back,4088167287,141,54.8,4088167285,140,34.9,4091088101,178,,,,,a4p1m3cqm6z2p1bw97s6k46ad,A. Karazor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518304853,142,1,1,10,54,3dwlvz6cl4lcavvrg0y2dycrt,1,35.4,54,2023-03-11T14:41:17.444Z,2023-03-12T01:51:26Z,4088167629,56,Back,4088167631,140,41.4,4088167635,212,7.8,4088167637,213,0.6,4088167633,141,60.8,4091089717,178,,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518304913,143,1,1,10,55,3dwlvz6cl4lcavvrg0y2dycrt,1,41.4,60.8,2023-03-11T14:41:18.296Z,2023-03-12T01:51:37Z,4091090425,178,,4088167905,213,4.0,4088167901,141,46.3,4088167897,56,Back,4088167899,140,34.0,4088167903,212,12.6,,,,,,,a4p1m3cqm6z2p1bw97s6k46ad,A. Karazor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518304959,144,1,1,10,57,3dwlvz6cl4lcavvrg0y2dycrt,1,34.1,43.3,2023-03-11T14:41:20.371Z,2023-03-12T01:51:50Z,4088168167,213,4.9,4091091315,178,,4088168163,141,7.6,4088168159,56,Back,4088168161,140,37.6,4088168165,212,24.6,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518305021,145,2,1,11,0,3dwlvz6cl4lcavvrg0y2dycrt,1,38.7,6.2,2023-03-11T14:41:22.885Z,2023-03-12T01:51:55Z,4088168497,7,2tdxcr1wkubis5n81sg4pzyz9,4088168503,140,71.4,4088168499,1,,4091091567,178,,4088168505,141,3.7,4088168501,56,Right,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518305045,116,55,1,11,0,c5hderjlkcoaze51e5wgvptk,1,33.1,92.9,2023-03-11T14:41:22.886Z,2023-03-12T01:51:55Z,4088169201,189,,,,,,,,,,,,,,,,,,,,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518305383,117,1,1,11,21,c5hderjlkcoaze51e5wgvptk,1,35.8,91.5,2023-03-11T14:41:43.704Z,2023-03-12T01:54:53Z,4088170413,5,,4088170425,213,6.3,4088170427,1,,4088170421,141,90.9,4088172567,189,,4088170419,140,68.8,4091102799,178,,4088170417,56,Left,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,4088170423,212,34.7,,4088170415,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518305401,118,1,1,11,23,c5hderjlkcoaze51e5wgvptk,1,70.2,90.8,2023-03-11T14:41:45.836Z,2023-03-12T01:55:44Z,4088170523,212,7.3,4088170525,213,4.0,4088170517,56,Left,4088170519,140,65.9,4088170521,141,82.4,4091102251,178,,,,,,,,5mbkc1nqmirbtfml9aklqr5xx,P. Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518305433,119,1,1,11,24,c5hderjlkcoaze51e5wgvptk,1,65.9,82.4,2023-03-11T14:41:46.713Z,2023-03-12T01:55:18Z,4091104111,178,,4088170683,213,5.8,4088170673,140,74.2,4088170675,141,74.9,4088170681,212,10.1,4088170671,56,Center,,,,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518305469,120,1,1,11,26,c5hderjlkcoaze51e5wgvptk,1,74.2,75.9,2023-03-11T14:41:49.550Z,2023-03-12T01:56:26Z,4088170903,140,80.5,4088170907,212,12.4,4088170909,213,1.0,4088170901,56,Left,4088170905,141,91.4,4091107961,178,,,,,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518305565,121,1,1,11,30,c5hderjlkcoaze51e5wgvptk,1,77.3,85.2,2023-03-11T14:41:52.642Z,2023-03-12T01:56:29Z,4088171325,56,Left,4088171333,213,2.7,4088171327,140,65.1,4088171331,212,14.3,4088171329,141,94.4,4091108115,178,,,,,,,,5mbkc1nqmirbtfml9aklqr5xx,P. Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518305615,122,1,1,11,33,c5hderjlkcoaze51e5wgvptk,1,65.5,86.1,2023-03-11T14:41:56.142Z,2023-03-12T01:56:38Z,4088171555,140,66.8,4088171561,212,10.6,4091108723,178,,4088171559,141,70.7,4088171553,56,Center,4088171563,213,4.8,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518305657,123,1,1,11,34,c5hderjlkcoaze51e5wgvptk,1,66.8,70.7,2023-03-11T14:41:57.127Z,2023-03-12T01:56:45Z,4091109099,178,,4088171725,212,16.2,4088171719,56,Left,4088171721,140,53.0,4088171727,213,2.7,4088171723,141,81.5,,,,,,,78e1qvft3ser2tyayjlmemdp1,S. Rode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518305671,124,1,1,11,37,c5hderjlkcoaze51e5wgvptk,1,53,81.5,2023-03-11T14:41:59.663Z,2023-03-12T01:56:52Z,4088171783,212,5.8,4088171787,213,1.5,4088171779,141,90.0,4088171775,140,53.5,4091109451,178,,4088171769,56,Left,,,,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518305687,125,1,1,11,38,c5hderjlkcoaze51e5wgvptk,1,53.5,90,2023-03-11T14:42:01.072Z,2023-03-12T01:56:57Z,4088171861,140,61.3,4088171865,212,8.4,4088171863,141,92.4,4088171867,213,0.2,4091109723,178,,4088171859,56,Left,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518305715,126,1,1,11,39,c5hderjlkcoaze51e5wgvptk,1,61.3,92.4,2023-03-11T14:42:02.159Z,2023-03-12T01:57:03Z,4088172021,213,4.6,4088172019,212,6.2,4088172017,141,83.3,4088172013,56,Left,4088172015,140,60.5,4091109949,178,,,,,,,,5mbkc1nqmirbtfml9aklqr5xx,P. Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518305721,127,2,1,11,41,c5hderjlkcoaze51e5wgvptk,1,60.9,83.1,2023-03-11T14:42:04.058Z,2023-03-12T01:57:08Z,4088172055,56,Left,4091110199,178,,4088173599,7,g3fgd752o63acmmuahdvppm1,4088172059,141,89.1,4088172057,140,72.7,,,,,,,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518417015,580,55,1,11,41,3dwlvz6cl4lcavvrg0y2dycrt,1,31,12.9,2023-03-11T14:42:04.059Z,2023-03-12T01:57:09Z,,,,,,,,,,,,,,,,,,,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518305731,146,43,1,11,43,3dwlvz6cl4lcavvrg0y2dycrt,1,0,0,2023-03-11T14:42:05.845Z,2023-03-11T18:11:11Z,4089692959,144,8,4088172099,56,Back,,,,,,,,,,,,,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518305751,147,43,1,11,44,3dwlvz6cl4lcavvrg0y2dycrt,1,0,0,2023-03-11T14:42:06.587Z,2023-03-11T18:11:12Z,4089693013,144,49,,,,,,,,,,,,,,,,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518305787,148,43,1,11,45,3dwlvz6cl4lcavvrg0y2dycrt,1,0,0,2023-03-11T14:42:08.372Z,2023-03-11T18:11:14Z,4088172365,56,Back,4089693085,144,61,,,,,,,,,,,,,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518305827,128,43,1,11,46,c5hderjlkcoaze51e5wgvptk,1,0,0,2023-03-11T14:42:08.874Z,2023-03-11T14:42:19Z,4088172545,56,Left,4088173323,144,5,4088172547,347,0,4088172571,233,149,,,,,,,,,,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518305799,149,43,1,11,46,3dwlvz6cl4lcavvrg0y2dycrt,1,0,0,2023-03-11T14:42:08.885Z,2023-03-11T14:42:23Z,4088172419,347,0,4088173769,144,5,4088172417,56,Back,,,,,,,,,,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518306107,150,1,1,11,57,3dwlvz6cl4lcavvrg0y2dycrt,1,33,10.4,2023-03-11T14:42:19.610Z,2023-03-12T01:57:18Z,4088173919,56,Back,4091110605,178,,4088173927,141,43.0,4089693479,152,,4088173935,213,2.0,4088173923,140,22.4,4088173931,212,24.8,4089693477,5,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518306181,151,1,1,12,0,3dwlvz6cl4lcavvrg0y2dycrt,1,18.8,47.5,2023-03-11T14:42:23.024Z,2023-03-12T01:57:35Z,4088174305,140,21.5,4091111289,178,,4088174311,213,1.4,4088174301,56,Back,4088174309,212,15.9,4088174307,141,70.5,,,,,,,62gct49oglcdzxafhrfucrb2t,F. Bredlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518306263,152,1,1,12,4,3dwlvz6cl4lcavvrg0y2dycrt,1,24.1,68.5,2023-03-11T14:42:27.266Z,2023-03-12T01:57:51Z,4088174723,155,,4088174727,56,Back,4088174739,141,4.3,4088174733,140,36.4,4088174725,196,,4088174741,212,45.5,4091112001,178,,4088174745,1,,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,4088174743,213,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518306313,153,1,1,12,7,3dwlvz6cl4lcavvrg0y2dycrt,1,36.7,4.4,2023-03-11T14:42:30.298Z,2023-03-12T01:57:58Z,4088174971,213,6.3,4091112491,178,,4088174967,141,4.1,4088174963,56,Right,4088174969,212,26.3,4088174965,140,61.7,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
