id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId
2521111127,9,1,1,0,20,go76xxm0xyfgqt1h6tcrtimm,1,34.1,34.6,2023-03-17T19:31:30.774Z,2023-03-18T06:57:51Z,4103057015,213,4.7,4103057013,212,14.8,4103057007,56,Back,4104070495,178,,4103057011,141,12.9,4103057009,140,34.6,,,,,,,70tsvrcmklvp4ecdhxlugf8ix,K. Itakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521111151,10,1,1,0,22,go76xxm0xyfgqt1h6tcrtimm,1,34.6,12.9,2023-03-17T19:31:32.692Z,2023-03-18T06:57:55Z,4103057127,56,Back,4103057133,212,16.0,4103057135,213,1.9,4103057129,140,29.7,4103057131,141,35.2,4104070549,178,,,,,,,,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521111203,11,1,1,0,25,go76xxm0xyfgqt1h6tcrtimm,1,29.7,37.3,2023-03-17T19:31:35.761Z,2023-03-18T06:58:04Z,4104070601,178,,4103057403,56,Back,4103057407,141,79.3,4103057405,140,25.9,4103057411,213,1.7,4103057409,212,28.8,,,,,,,70tsvrcmklvp4ecdhxlugf8ix,K. Itakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521111217,12,1,1,0,27,go76xxm0xyfgqt1h6tcrtimm,1,25.9,79.3,2023-03-17T19:31:37.815Z,2023-03-18T06:58:08Z,4103057481,56,Back,4103057485,141,92.1,4103057489,213,1.1,4103057487,212,9.8,4103057483,140,30.2,4104070709,178,,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521111257,13,1,1,0,29,go76xxm0xyfgqt1h6tcrtimm,1,30,92.1,2023-03-17T19:31:40.526Z,2023-03-18T06:58:11Z,4104070801,178,,4103057651,212,8.3,4103057649,141,89.4,4103057653,213,3.4,4103057645,56,Back,4103057647,140,22.3,,,,,,,22zaq3o78o5feeogqdsvig02y,L. Netz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521111277,14,1,1,0,31,go76xxm0xyfgqt1h6tcrtimm,1,16.8,86.6,2023-03-17T19:31:42.567Z,2023-03-18T06:58:14Z,4103057731,56,Back,4104070843,178,,4103057739,213,4.0,4103057735,141,72.0,4103057733,140,8.6,4103057737,212,13.1,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521111303,15,1,1,0,34,go76xxm0xyfgqt1h6tcrtimm,1,8.6,72,2023-03-17T19:31:44.778Z,2023-03-18T06:58:17Z,4104070863,178,,4103057861,56,Back,4103057865,141,75.6,4103057869,213,0.2,4103057863,140,22.7,4103057867,212,15.0,,,,,,,3z6ekzop4y7cjuatzz9ua74k5,J. Omlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521111315,16,1,1,0,35,go76xxm0xyfgqt1h6tcrtimm,1,22.7,75.6,2023-03-17T19:31:46.035Z,2023-03-18T06:58:20Z,4104070905,178,,4103057927,156,,4103057915,212,10.6,4103057917,213,2.2,4103057913,141,88.4,4103057911,140,16.9,4103057909,56,Back,,,,1mkbxdrj3myvt6jm4tx8sywgl,C. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521111391,17,1,1,0,39,go76xxm0xyfgqt1h6tcrtimm,0,28.5,94.1,2023-03-17T19:31:49.681Z,2023-03-18T06:58:24Z,4104070979,178,,4103058283,213,6.2,4103058275,56,Back,4103058279,141,92.1,4103058281,212,11.9,4103058273,155,,4103058277,140,39.8,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521111361,3,8,1,0,39,cu0eztmjcsbydyp53aleznorw,1,59.5,8.1,2023-03-17T19:31:50.398Z,2023-03-18T06:58:31Z,4103058215,15,,4104071065,178,,4103772499,384,,4103058111,56,Right,,,,,,,,,,,,,1psr9ra8k9j4r94p1xixagzbp,A. Pieper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521111401,4,5,1,0,40,cu0eztmjcsbydyp53aleznorw,0,64,-1.8,2023-03-17T19:31:51.557Z,2023-03-18T06:58:34Z,4103058495,233,18,4103058331,56,Right,4103058333,347,,,,,,,,,,,,,,,,,1psr9ra8k9j4r94p1xixagzbp,A. Pieper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521111427,18,5,1,0,40,go76xxm0xyfgqt1h6tcrtimm,1,36,101.8,2023-03-17T19:31:51.557Z,2023-03-18T06:58:33Z,4103058465,56,Back,4103058485,233,4,4103058467,347,,,,,,,,,,,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521111659,19,1,1,0,56,go76xxm0xyfgqt1h6tcrtimm,1,29.4,100,2023-03-17T19:32:07.278Z,2023-03-18T06:58:36Z,4103059643,213,4.4,4103059639,141,91.8,4103059635,56,Back,4103059641,212,7.2,4103059633,107,,4103059637,140,27.5,,,,,,,22zaq3o78o5feeogqdsvig02y,L. Netz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521111681,20,1,1,0,57,go76xxm0xyfgqt1h6tcrtimm,1,27.5,91.9,2023-03-17T19:32:08.197Z,2023-03-18T06:58:45Z,4103059783,213,0.7,4103059777,140,32.6,4103059779,141,98.1,4103059781,212,6.8,4104071235,178,,4103059775,56,Back,,,,,,,1mkbxdrj3myvt6jm4tx8sywgl,C. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521111691,5,45,1,0,58,cu0eztmjcsbydyp53aleznorw,0,68.6,5.8,2023-03-17T19:32:09.303Z,2023-03-18T06:58:53Z,4103059993,233,21,4103059827,56,Right,4103060001,286,,,,,,,,,,,,,,,,,7k7whr0pdbw5wtk7g0cwozw0l,M. Weiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521111685,21,3,1,0,58,go76xxm0xyfgqt1h6tcrtimm,1,31.4,94.2,2023-03-17T19:32:09.303Z,2023-03-18T06:58:52Z,4103059977,233,5,4104071281,178,,4103772999,464,,4103059807,285,,4103059803,56,Back,,,,,,,,,,22zaq3o78o5feeogqdsvig02y,L. Netz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521111701,22,1,1,1,0,go76xxm0xyfgqt1h6tcrtimm,0,28.7,96,2023-03-17T19:32:10.705Z,2023-03-18T06:58:55Z,4103060083,236,,4103059871,56,Back,4103060089,286,,4103060085,233,6,4103059879,212,2.1,4103059881,213,3.3,4103059875,140,26.7,4103059877,141,95.6,22zaq3o78o5feeogqdsvig02y,L. Netz,4104071289,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521111731,6,74,1,1,0,cu0eztmjcsbydyp53aleznorw,1,72.1,5,2023-03-17T19:32:10.785Z,2023-03-18T06:59:02Z,4103060041,56,Right,4103060093,233,22,4104071333,178,,4103060045,285,,,,,,,,,,,,,,cjq9g6zgcxk1ceo2xzpe1qnyt,N. Füllkrug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521111781,7,43,1,1,1,cu0eztmjcsbydyp53aleznorw,1,0,0,2023-03-17T19:32:12.317Z,2023-03-17T19:34:48Z,4103060321,56,Right,4103072971,144,5,4103060323,347,0,,,,,,,,,,,,,,,,cjq9g6zgcxk1ceo2xzpe1qnyt,N. Füllkrug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521111839,23,1,1,1,4,go76xxm0xyfgqt1h6tcrtimm,0,38,94.5,2023-03-17T19:32:15.549Z,2023-03-18T06:59:06Z,4103060589,56,Center,4103060595,212,39.5,4103060597,213,5.8,4103060593,141,69.9,4103060587,155,,4104071355,178,,4103061943,4,,4103060591,140,72.1,22zaq3o78o5feeogqdsvig02y,L. Netz,4103060609,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521111859,8,1,1,1,7,cu0eztmjcsbydyp53aleznorw,0,27.1,33.1,2023-03-17T19:32:18.418Z,2023-03-18T06:59:09Z,4103060679,213,5.7,4103060675,141,25.2,4103060677,212,10.4,4103060673,140,35.6,4104071375,388,,4103060671,56,Back,4103060669,3,,,,,3h6q9lkwovcu4pynltgnzhy50,F. Chiarodia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521111921,9,45,1,1,11,cu0eztmjcsbydyp53aleznorw,0,23.9,21.2,2023-03-17T19:32:22.292Z,2023-03-18T06:59:19Z,4103060977,56,Back,4103061123,233,24,4103060981,285,,,,,,,,,,,,,,,,,1psr9ra8k9j4r94p1xixagzbp,A. Pieper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521111945,24,3,1,1,11,go76xxm0xyfgqt1h6tcrtimm,1,76.1,78.8,2023-03-17T19:32:22.292Z,2023-03-18T06:59:18Z,4103773393,464,,4103061093,233,9,4103061063,286,,4104071469,178,,4103061061,56,Center,,,,,,,,,,66nvc8a4kd3cyeyj3i474cudx,M. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521111947,25,3,1,1,14,go76xxm0xyfgqt1h6tcrtimm,0,73.6,79,2023-03-17T19:32:25.129Z,2023-03-18T07:43:25Z,4103061075,56,Left,4103773617,464,,4103061321,233,10,4103061077,286,,4104071505,178,,,,,,,,,,,66nvc8a4kd3cyeyj3i474cudx,M. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521111975,10,7,1,1,14,cu0eztmjcsbydyp53aleznorw,1,26.4,21,2023-03-17T19:32:25.235Z,2023-03-18T07:43:35Z,4103773625,385,,4104071627,178,,4103061241,167,,4103061245,285,,4103061243,56,Back,4103061273,233,25,,,,,,,dr0kn3srxtg7nuw99gjoim7e1,I. Gruev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521112331,11,5,1,1,16,cu0eztmjcsbydyp53aleznorw,0,22.2,-1.7,2023-03-17T19:32:27.560Z,2023-03-18T06:59:33Z,4103062893,347,,4103062891,56,Back,4103062953,233,26,,,,,,,,,,,,,,,,dr0kn3srxtg7nuw99gjoim7e1,I. Gruev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521112119,26,5,1,1,16,go76xxm0xyfgqt1h6tcrtimm,1,77.8,101.7,2023-03-17T19:32:27.560Z,2023-03-18T06:59:34Z,4103061909,347,,4103061907,56,Left,4103062903,233,11,,,,,,,,,,,,,,,,66nvc8a4kd3cyeyj3i474cudx,M. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521112171,27,1,1,1,27,go76xxm0xyfgqt1h6tcrtimm,1,77.5,100,2023-03-17T19:32:37.820Z,2023-03-18T06:59:38Z,4103062149,140,76.1,4103062157,213,4.4,4103062145,107,,4103062153,212,4.9,4103062147,56,Left,4103062151,141,94.2,,,,,,,22zaq3o78o5feeogqdsvig02y,L. Netz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521112189,28,1,1,1,28,go76xxm0xyfgqt1h6tcrtimm,1,76.1,94.2,2023-03-17T19:32:38.902Z,2023-03-18T06:59:41Z,4103062231,141,98.6,4103062229,140,76.1,4103062235,213,1.6,4104071771,178,,4103062233,212,3.0,4103062227,56,Left,,,,,,,9bdxi3mvkftmqts59jptqq76d,L. Stindl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521112233,29,1,1,1,29,go76xxm0xyfgqt1h6tcrtimm,1,76.1,98.6,2023-03-17T19:32:39.834Z,2023-03-18T06:59:44Z,4103062403,56,Left,4103062407,141,95.3,4104071799,178,,4103062409,212,12.2,4103062411,213,3.3,4103062405,140,64.7,,,,,,,22zaq3o78o5feeogqdsvig02y,L. Netz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521112307,30,1,1,1,32,go76xxm0xyfgqt1h6tcrtimm,1,63.2,94.8,2023-03-17T19:32:42.701Z,2023-03-18T06:59:47Z,4103062763,140,49.8,4103062767,212,15.1,4103062765,141,86.9,4103062761,56,Back,4104071819,178,,4103062773,213,3.5,,,,,,,au5tbnn48ve4kqnuu3dhmk296,K. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521112369,31,1,1,1,36,go76xxm0xyfgqt1h6tcrtimm,1,41.6,77,2023-03-17T19:32:47.625Z,2023-03-18T06:59:50Z,4103063131,140,34.5,4104071843,178,,4103063137,213,4.4,4103063133,141,41.6,4103063135,212,25.2,4103063129,56,Back,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521112431,32,1,1,1,41,go76xxm0xyfgqt1h6tcrtimm,1,32.7,41.3,2023-03-17T19:32:51.732Z,2023-03-18T06:59:53Z,4103063451,212,24.1,4104071863,178,,4103063447,140,11.6,4103063449,141,55.1,4103063453,213,2.7,4103063445,56,Back,,,,,,,70tsvrcmklvp4ecdhxlugf8ix,K. Itakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521112483,33,1,1,1,44,go76xxm0xyfgqt1h6tcrtimm,1,11.6,55.1,2023-03-17T19:32:55.629Z,2023-03-18T06:59:56Z,4103063675,212,21.0,4104071881,178,,4103063673,141,83.5,4103063677,213,1.2,4103063671,140,19.5,4103063669,56,Back,,,,,,,3z6ekzop4y7cjuatzz9ua74k5,J. Omlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521112535,34,1,1,1,46,go76xxm0xyfgqt1h6tcrtimm,1,19.5,83.5,2023-03-17T19:32:57.527Z,2023-03-18T06:59:59Z,4104071897,178,,4103063937,212,12.2,4103063933,140,26.4,4103063935,141,98.0,4103063939,213,0.9,4103063931,56,Back,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521308237,754,83,1,1,50,cu0eztmjcsbydyp53aleznorw,1,73.5,5.3,2023-03-17T19:33:00.965Z,2023-03-18T07:20:09Z,4104101995,399,470315,,,,,,,,,,,,,,,,,,,,,,7k7whr0pdbw5wtk7g0cwozw0l,M. Weiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521112587,35,1,1,1,50,go76xxm0xyfgqt1h6tcrtimm,0,26.8,97.7,2023-03-17T19:33:00.968Z,2023-03-18T07:19:58Z,4104071913,178,,4103064249,212,22.1,4103064245,141,100.0,4103064243,140,47.8,4103064251,213,0.1,4103064241,56,Back,4103064239,155,,,,,22zaq3o78o5feeogqdsvig02y,L. Netz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521112807,12,5,1,1,51,cu0eztmjcsbydyp53aleznorw,1,55.7,-1.4,2023-03-17T19:33:02.308Z,2023-03-18T07:00:05Z,4103065463,56,Right,4103065467,347,,4103065485,233,36,,,,,,,,,,,,,,,,1psr9ra8k9j4r94p1xixagzbp,A. Pieper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521112593,36,5,1,1,51,go76xxm0xyfgqt1h6tcrtimm,0,44.3,101.4,2023-03-17T19:33:02.308Z,2023-03-18T07:00:05Z,4103065499,233,12,4103064273,347,,4103064271,56,Back,,,,,,,,,,,,,,,,22zaq3o78o5feeogqdsvig02y,L. Netz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521112833,13,1,1,2,8,cu0eztmjcsbydyp53aleznorw,0,68.8,0,2023-03-17T19:33:18.661Z,2023-03-18T07:00:07Z,4103065619,212,17.6,4103065615,140,76.3,4103065617,141,21.2,4103065607,107,,4103065621,213,1.1,4103065611,56,Center,,,,,,,7k7whr0pdbw5wtk7g0cwozw0l,M. Weiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521112861,37,1,1,2,9,go76xxm0xyfgqt1h6tcrtimm,1,22.8,78.1,2023-03-17T19:33:20.011Z,2023-03-18T07:00:12Z,4103065725,56,Back,4103065729,141,85.1,4103065733,213,1.1,4103065727,140,25.4,4103065723,3,,4104071983,178,,4103065731,212,5.5,,,,1mkbxdrj3myvt6jm4tx8sywgl,C. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521112865,38,49,1,2,10,go76xxm0xyfgqt1h6tcrtimm,1,26.1,85.5,2023-03-17T19:33:20.663Z,2023-03-18T07:00:16Z,,,,,,,,,,,,,,,,,,,,,,,,,22zaq3o78o5feeogqdsvig02y,L. Netz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521112913,39,1,1,2,11,go76xxm0xyfgqt1h6tcrtimm,0,25.1,89,2023-03-17T19:33:22.020Z,2023-03-18T07:00:20Z,4103066025,140,46.8,4103066029,212,22.8,4103066033,1,,4103066023,56,Back,4103066027,141,86.9,4104072035,178,,4103066021,157,,4103066031,213,6.2,22zaq3o78o5feeogqdsvig02y,L. Netz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521112921,14,44,1,2,14,cu0eztmjcsbydyp53aleznorw,1,53.5,13.4,2023-03-17T19:33:24.959Z,2023-03-18T08:45:58Z,4103066053,56,Right,4103066055,286,,4103066147,233,40,,,,,,,,,,,,,,,,2p48525x4ap9m81g6ode51cyd,N. Stark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
