id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist,qualifier/18/value
2475055633,1,34,16,0,0,1c7qokc1j5z50cjj4tcu32haa,1,0,0,2022-10-21T17:36:54.176Z,2022-10-21T18:26:43Z,3860248783,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3860248781,130,12,3860248777,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3860248785,194,ci1nu5z8aiiikco8af0zk1lud,3860348875,197,11885,3860248787,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3860248779,59,"27, 21, 3, 19, 42, 20, 6, 7, 11, 9, 31, 1, 4, 8, 10, 16, 17, 29, 30, 38",3860248775,30,"ci1nu5z8aiiikco8af0zk1lud, amd4rodp6senk2c1mmlsqozpx, eh9sh9aa10zrp80l6e4l0c7h1, 6u47fsriz3ejlf72hxtsew5bd, ernbjicg113inzsubzrfm8fyt, 6uurhe88nry4hyelll8ifzd91, az7owi5t4bclkamjsjuyxzv1l, bwqqecmqm76v5b83v1cz891p1, 4rgz5z372h6sbwhpxl69cb6c5, dzolxp2oixtakcrqfyibpu76d, d608s0948uh3owqee7t0en7px, d2gbcc336c4zatpiif4cvm2fp, 2w76r8guf9sacoriu0ivytyax, l469vtpe0jbgg5sq1v2e67e1, d9q12xp4h8nhtjxl5il3vufh1, bvifdvoxv9e8nq8qe37c0gvrp, 24w7jq5qou30k8f76lmr20ju2, d3tfdqfnab7bqxfdh3399y06i, 4baqlwfu312pctopy1cx6s2c5, 74n6zo57y4h14zll0p5ncm3ca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475055813,1,34,16,0,0,8q1ul09cygzswb7tb456bmifv,1,0,0,2022-10-21T17:37:17.701Z,2022-10-21T18:42:40Z,3860350255,197,16229,3860249683,130,23,3860249681,59,"20, 2, 14, 6, 15, 4, 28, 18, 37, 21, 11, 1, 3, 5, 8, 13, 17, 23, 33, 48",3860249689,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3860249677,30,"4zfgh6wq7svx418tzwf0gfavp, 38knnji3m4qg6pqohph35n74l, 21vfv10e7fh6b2xtcu55ihn11, 3saz8njlttx2i4ospcwmmaqga, 4w8nqkhp6v62vs319a7qckfs9, 3tdsezcgdlm4laybvh4u49cr9, ojqb7kv87o0cidbckgtg1rdh, g64b8x11ndowv2zj29r9i311, cnf7quyillyf560nh14taliw9, 8n4b6j21nxf1nf628ugg3xsdl, 55z0yap5tml66nes2cchg7ahh, 224uan6ugjt7b2c1zsxrs2pcl, f239q43hdwrm7u7mu5jqyk91x, 8w5vjfl9ntyyxzyn2lo8k4dpm, 89s9fm31pcfq7l28kc2kad4kq, dcben7gqpal0986gn6n5ypsyd, 6dzx3oyd42ql69tqxqvg8mpxx, 8mmecefcbz8wu4jcqqywps5p1, es3b9j6925m7m9x7cr72mn0mh, 3s378qeykqznl2ozqskmzjywa",3860249685,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3860249679,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3860249687,194,21vfv10e7fh6b2xtcu55ihn11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475076979,2,32,1,0,0,8q1ul09cygzswb7tb456bmifv,1,0,0,2022-10-21T18:30:49.890Z,2022-10-21T18:30:50Z,3860357087,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475077001,2,32,1,0,0,1c7qokc1j5z50cjj4tcu32haa,1,0,0,2022-10-21T18:30:49.890Z,2022-10-22T03:45:58Z,3860357213,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475077007,3,1,1,0,0,8q1ul09cygzswb7tb456bmifv,1,50.2,49.7,2022-10-21T18:30:49.941Z,2022-10-22T03:58:19Z,3860357247,140,31.8,3860917511,178,,3860357251,212,19.4,3860357253,213,3.3,3860357245,56,Back,3860357249,141,46.4,3860357255,279,S,,,,g64b8x11ndowv2zj29r9i311,O. Duda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475077017,4,1,1,0,2,8q1ul09cygzswb7tb456bmifv,1,31.8,46.4,2022-10-21T18:30:52.315Z,2022-10-22T03:58:23Z,3860357307,56,Back,3860357315,213,5.3,3860357309,140,40.9,3860357311,141,26.5,3860357313,212,16.6,3860917531,178,,,,,,,,4w8nqkhp6v62vs319a7qckfs9,L. Kilian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475077035,5,1,1,0,5,8q1ul09cygzswb7tb456bmifv,0,40.9,26.5,2022-10-21T18:30:54.973Z,2022-10-22T03:58:26Z,3860357397,141,74.9,3860357415,1,,3860357401,213,0.8,3860917541,178,,3860357393,56,Center,3860357391,155,,3860357399,212,47.1,3860357395,140,73.0,38knnji3m4qg6pqohph35n74l,B. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475077039,3,1,1,0,7,1c7qokc1j5z50cjj4tcu32haa,0,23.8,21.6,2022-10-21T18:30:57.722Z,2022-10-22T03:58:30Z,3860917561,388,,3860357417,3,,3860357425,212,17.6,3860357423,141,18.3,3860357421,140,40.4,3860357419,56,Back,3860357427,213,6.2,,,,amd4rodp6senk2c1mmlsqozpx,D. da Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475077053,6,1,1,0,10,8q1ul09cygzswb7tb456bmifv,1,60.4,85.8,2022-10-21T18:31:00.044Z,2022-10-22T03:58:34Z,3860357477,140,66.0,3860357483,213,0.7,3860357481,212,7.9,3860917583,178,,3860357473,3,,3860357475,56,Left,3860357479,141,93.5,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475077067,7,1,1,0,11,8q1ul09cygzswb7tb456bmifv,0,66.4,93.9,2022-10-21T18:31:01.357Z,2022-10-22T03:58:38Z,3860357563,155,,3860357569,141,74.3,3860357565,56,Center,3860357571,212,33.0,3860357567,140,95.1,3860357573,213,5.9,3860917607,178,,3860357575,1,,55z0yap5tml66nes2cchg7ahh,F. Kainz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475077069,4,49,1,0,14,1c7qokc1j5z50cjj4tcu32haa,1,2.7,27.2,2022-10-21T18:31:04.760Z,2022-10-22T03:58:41Z,,,,,,,,,,,,,,,,,,,,,,,,,ci1nu5z8aiiikco8af0zk1lud,R. Zentner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475077155,5,1,1,0,28,1c7qokc1j5z50cjj4tcu32haa,1,4.4,56.3,2022-10-21T18:31:18.010Z,2022-10-22T03:58:43Z,3860760667,189,,3860917617,178,,3860358079,140,10.3,3860358085,213,1.2,3860358077,56,Back,3860358081,141,78.7,3860358083,212,16.4,,,,ci1nu5z8aiiikco8af0zk1lud,R. Zentner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475077179,6,1,1,0,33,1c7qokc1j5z50cjj4tcu32haa,0,11.8,83.3,2022-10-21T18:31:23.409Z,2022-10-22T03:58:48Z,3860358201,56,Center,3860358203,140,61.4,3860358211,1,,3860358209,213,6.2,3860358205,141,76.9,3860358199,155,,3860358207,212,52.3,3860917649,178,,ernbjicg113inzsubzrfm8fyt,A. Hack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475077197,8,1,1,0,36,8q1ul09cygzswb7tb456bmifv,1,31.6,23.9,2022-10-21T18:31:26.147Z,2022-10-22T03:58:54Z,3860358303,3,,3860358311,212,15.8,3860358305,56,Back,3860358309,141,37.1,3860358313,213,0.6,3860917679,388,,3860358307,140,44.0,,,,4w8nqkhp6v62vs319a7qckfs9,L. Kilian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475077201,9,49,1,0,37,8q1ul09cygzswb7tb456bmifv,1,45.2,41.8,2022-10-21T18:31:27.571Z,2022-10-22T03:58:59Z,,,,,,,,,,,,,,,,,,,,,,,,,55z0yap5tml66nes2cchg7ahh,F. Kainz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475077211,10,1,1,0,37,8q1ul09cygzswb7tb456bmifv,0,45.2,41.8,2022-10-21T18:31:27.618Z,2022-10-22T03:59:09Z,3860358421,1,,3860917739,178,,3860358417,212,32.2,3860358415,141,16.6,3860358419,213,5.7,3860358411,56,Right,3860358409,155,,3860358413,140,71.2,55z0yap5tml66nes2cchg7ahh,F. Kainz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475077221,7,1,1,0,40,1c7qokc1j5z50cjj4tcu32haa,1,29.9,78.1,2022-10-21T18:31:29.914Z,2022-10-22T03:59:17Z,3860358473,56,Back,3860358481,141,71.1,3860917789,178,,3860358489,213,5.9,3860358477,140,40.0,3860358485,212,11.6,,,,,,,ernbjicg113inzsubzrfm8fyt,A. Hack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475077225,8,49,1,0,41,1c7qokc1j5z50cjj4tcu32haa,1,36.2,66.9,2022-10-21T18:31:31.261Z,2022-10-22T03:59:21Z,,,,,,,,,,,,,,,,,,,,,,,,,bwqqecmqm76v5b83v1cz891p1,Lee Jae-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475077255,9,1,1,0,41,1c7qokc1j5z50cjj4tcu32haa,1,36.2,66.9,2022-10-21T18:31:31.434Z,2022-10-22T03:59:28Z,3860917843,178,,3860358617,213,4.3,3860358615,212,21.5,3860358613,141,37.6,3860358605,56,Back,3860358609,140,28.4,,,,,,,bwqqecmqm76v5b83v1cz891p1,Lee Jae-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475077267,10,1,1,0,44,1c7qokc1j5z50cjj4tcu32haa,1,28.3,37.1,2022-10-21T18:31:34.468Z,2022-10-22T03:59:32Z,3860358677,56,Back,3860358685,213,5.2,3860358681,141,8.9,3860917871,178,,3860358683,212,22.0,3860358679,140,38.6,,,,,,,6uurhe88nry4hyelll8ifzd91,E. Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475077291,11,1,1,0,46,1c7qokc1j5z50cjj4tcu32haa,1,38.6,8.9,2022-10-21T18:31:36.016Z,2022-10-22T03:59:37Z,3860917891,178,,3860358817,212,27.8,3860358813,140,64.9,3860358811,56,Right,3860358819,213,6.2,3860358815,141,4.7,,,,,,,amd4rodp6senk2c1mmlsqozpx,D. da Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475077295,12,3,1,0,50,1c7qokc1j5z50cjj4tcu32haa,0,71.8,5.1,2022-10-21T18:31:40.084Z,2022-10-22T03:59:42Z,3860358847,56,Right,3860917935,178,,3860359641,233,11,3860358849,286,,3860761207,465,,,,,,,,,,,az7owi5t4bclkamjsjuyxzv1l,A. Stach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475077313,11,7,1,0,50,8q1ul09cygzswb7tb456bmifv,1,28.2,94.9,2022-10-21T18:31:40.323Z,2022-10-22T03:59:44Z,3860359271,167,,3860917955,178,,3860358941,56,Back,3860358943,285,,3860761259,385,,3860359617,233,12,,,,,,,3saz8njlttx2i4ospcwmmaqga,E. Martel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
