id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,assist,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,qualifier/11/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/10/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2501285821,1,34,16,0,0,1c7qokc1j5z50cjj4tcu32haa,1,0,0,2023-01-28T13:44:45.022Z,2023-01-29T02:37:33Z,3998420721,130,17,3998420723,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3998420717,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3998420725,194,4baqlwfu312pctopy1cx6s2c5,3998420719,59,"1, 30, 19, 20, 16, 25, 8, 31, 17, 9, 7, 3, 4, 5, 6, 10, 11, 21, 32, 42",3998611079,197,11885,3998420715,30,"d2gbcc336c4zatpiif4cvm2fp, 4baqlwfu312pctopy1cx6s2c5, 6u47fsriz3ejlf72hxtsew5bd, 6uurhe88nry4hyelll8ifzd91, bvifdvoxv9e8nq8qe37c0gvrp, dnt7ahwfj8endqngxwfll1tjp, l469vtpe0jbgg5sq1v2e67e1, d608s0948uh3owqee7t0en7px, am0pcyvtaws1i69jt09dgnsnp, dzolxp2oixtakcrqfyibpu76d, bwqqecmqm76v5b83v1cz891p1, eh9sh9aa10zrp80l6e4l0c7h1, 2w76r8guf9sacoriu0ivytyax, cjok1odm3twxo7sqye3hua6eh, az7owi5t4bclkamjsjuyxzv1l, d9q12xp4h8nhtjxl5il3vufh1, 4rgz5z372h6sbwhpxl69cb6c5, amd4rodp6senk2c1mmlsqozpx, 3wsyacqj7ci0ga9bzb988v7qh, ernbjicg113inzsubzrfm8fyt",3998420727,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501286487,1,34,16,0,0,eq1oq6y61xnzq88zu0cnw131z,1,0,0,2023-01-28T13:45:25.430Z,2023-01-28T20:31:08Z,3998424215,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3998424211,59,"1, 23, 3, 8, 20, 31, 7, 28, 33, 17, 9, 4, 6, 10, 11, 16, 22, 24, 26, 29",3998424213,130,4,3998424207,30,"clmq1s26z0i3lqr1jqnd5wzit, 719bo3u7wz5doaadx7k45trdh, 6sc9zsev9an853nop6pn6mxg5, 82r0liyptyapc8rfuo32qcqtx, 8gnpf9kwx2n2rqwf1gixc4bth, 6qujoqysad60h70f3ac5n9ch6, f2o5hj0e2k3kw0fj1xzom0cet, 4f7gwrfeqm4x3k29jehes6od1, d2pco79bmi3f9x3zahtf9q2mt, 3nins3wtqjz9vt8q06s087vth, 9xftmtdsxbuu2itzhi3v1xbdh, 8ksi5s9he1uxai3lfcq46grf9, 4y167h8sn9cnyrvb097lf8lbd, 98e7uohj6lcvf59sfssff2y8l, 2bzdn7cqqonejqmlq85w8z6qd, 11dqnpwlb2clu2v7rnghsrlcl, ejww8hjcn4y4hlik863vaw3qh, b7fqivvacy7mmarlp180k276d, 4tufo2e9tsw24l2cx7m5b6xh, 8vfi7j34a5veeyswn5g5h4tbe",3998424209,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3998424217,194,82r0liyptyapc8rfuo32qcqtx,3998424219,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3998609339,197,8147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501322895,2,32,1,0,0,1c7qokc1j5z50cjj4tcu32haa,1,0,0,2023-01-28T14:32:14.482Z,2023-01-29T04:43:43Z,3998618239,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501322901,2,32,1,0,0,eq1oq6y61xnzq88zu0cnw131z,1,0,0,2023-01-28T14:32:14.482Z,2023-01-28T14:32:18Z,3998618249,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501322957,3,1,1,0,0,eq1oq6y61xnzq88zu0cnw131z,1,50,50,2023-01-28T14:32:14.537Z,2023-01-29T05:06:54Z,3998618521,279,S,3998618519,213,3.5,3998618511,140,32.9,3998618509,56,Back,3998618517,212,19.4,4001338735,178,,3998618513,141,39.1,,,,f2o5hj0e2k3kw0fj1xzom0cet,K. Stöger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501322993,4,1,1,0,3,eq1oq6y61xnzq88zu0cnw131z,0,33.4,40.6,2023-01-28T14:32:17.484Z,2023-01-29T05:07:05Z,3998618677,213,0.6,3998618667,155,,3998618673,141,70.3,4001338987,178,,3998618679,1,,3998618669,56,Center,3998618675,212,37.0,3998618671,140,62.9,8gnpf9kwx2n2rqwf1gixc4bth,I. Ordets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501323015,3,44,1,0,5,1c7qokc1j5z50cjj4tcu32haa,1,35.1,28.2,2023-01-28T14:32:19.843Z,2023-01-29T09:09:35Z,3998618761,285,,3998619473,233,5,3998618759,56,Back,,,,,,,,,,,,,,,,dnt7ahwfj8endqngxwfll1tjp,A. Hanche-Olsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501322997,5,44,1,0,5,eq1oq6y61xnzq88zu0cnw131z,0,64.9,71.8,2023-01-28T14:32:19.844Z,2023-01-29T05:07:11Z,3998619485,233,3,3998618697,56,Center,3998618699,286,,,,,,,,,,,,,,,,,d2pco79bmi3f9x3zahtf9q2mt,P. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501323157,5,1,1,0,5,1c7qokc1j5z50cjj4tcu32haa,0,31.7,45.4,2023-01-28T14:32:19.876Z,2023-01-29T09:09:35Z,4001339203,388,,3998619507,141,52.2,3998619503,56,Back,3998619509,212,13.0,3998619511,213,0.4,3998619501,3,,3998619505,140,43.3,,,,dnt7ahwfj8endqngxwfll1tjp,A. Hanche-Olsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501323045,6,1,1,0,7,eq1oq6y61xnzq88zu0cnw131z,1,60.9,66.3,2023-01-28T14:32:21.902Z,2023-01-29T05:08:01Z,3998618907,212,10.6,3998618899,3,,3998618903,140,70.6,4001340121,388,,3998618909,213,6.0,3998618905,141,61.8,3998618901,56,Center,,,,4f7gwrfeqm4x3k29jehes6od1,P. Kunde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
