id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2541595935,1,34,16,0,0,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2023-04-30T12:40:48.799Z,2023-04-30T13:32:16Z,4239577207,30,"1sjt0nj0232gu88x50c3d16nd, drv9wksjusdgp1np315rokzit, 2ebiw2w6d76sttjh8n8871kgl, eg9xhi6wfp1duf01pcsn8vfmd, c2bhdypnqifsl8eiovtfdmyg9, 1zo6iikznwkd2vuhqykt7jw7p, du9vq193cqx7gmve30eijws15, b2oa5dzw40auj5cgxfrp4b4r9, 48xfkorlx0hu677np4669wbth, 5cw4n6kdaa7imeyaiuo2pnq39, 6q2mf0qrkt51z28b46wltxal1, 7wm8whndx19gcpqxtw9safljp, b8i5atg67th49tfd1xeh6z9hx, cfdgq8thcoghlh5d0s0pzb1sl, 9x0s8mzjc9ey0q812sn3poums, bvnvrakc7k7sjcbmaav1rm2ok, es9yqd8s899zadkprwv2p2kno, bytrobr8rfp9zwbxzopr4vgno, 6ufkq71qh9wrfyaez5yi94e09, 4e9h02jqbfra01wym7epwl2xg",4239577215,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4239577217,194,2ebiw2w6d76sttjh8n8871kgl,4239855451,197,11911,4239577211,59,"1, 16, 21, 29, 3, 5, 24, 10, 7, 14, 17, 2, 6, 18, 30, 33, 35, 39, 40, 41",4239577219,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4239577213,130,2,4239577209,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541596499,1,34,16,0,0,apoawtpvac4zqlancmvw4nk4o,1,0,0,2023-04-30T12:41:25.932Z,2023-04-30T13:47:24Z,4239580223,130,8,4239859357,197,2699,4239580217,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",4239580225,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4239580229,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4239580215,30,"bagn0ce4xunsiz3mezrtqx1p1, 7vhnftizqlyu31st2vsmgh6tx, 29pq64smaxdwlraopnxoleqxh, 4w4ldzomkj7fhrc51iimz8no5, yq0cm7vwr0tkv7nvt9vo77bp, 10zt8rbgbmyqxr1m13wm5gfs9, 1u1u438ql6xrordkb65wsxo7p, 97nv3y9z2ajz6b4ynoo0jn3kl, cotiiu6mjkfx5xa63nhfbdf4l, 4ysxvym6ww4f9d3hflkqsbf11, bhsdzppop8jwjsxwftizot1t6, 4603xrdk721lqhd1ejn62x5n9, csnsu3jg12e3ridlmteuyrbp, 3kx4mltrob4yta5g6kr2u8ic5, 4fq74wp7xzwm214veuxqpdz9x, br2uswvdgoj7ndkx7mnbwgyd, 5ga7g20wsa7oqjbh4ijoeknl6, cv1d56d42wujfuc4kt6bn53x0, 4skrm2y64va3y5jk70gz4ylpm",4239580221,59,"27, 40, 22, 8, 5, 4, 11, 6, 17, 7, 42, 10, 20, 23, 25, 26, 38, 39, 44",4239580227,194,97nv3y9z2ajz6b4ynoo0jn3kl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541653045,2,32,1,0,0,apoawtpvac4zqlancmvw4nk4o,1,0,0,2023-04-30T13:30:37.568Z,2023-05-01T04:19:09Z,4239879969,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541653065,2,32,1,0,0,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2023-04-30T13:30:37.568Z,2023-04-30T13:30:41Z,4239880087,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541653085,3,1,1,0,0,f0w62l8zql3tukxsy8fqwp72x,1,49.9,50.1,2023-04-30T13:30:37.618Z,2023-05-01T07:12:45Z,4242505291,178,,4239880207,213,2.6,4239880209,279,S,4239880201,140,36.4,4239880199,56,Back,4239880205,212,16.1,4239880203,141,61.4,,,,48xfkorlx0hu677np4669wbth,F. Niederlechner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541653137,4,1,1,0,2,f0w62l8zql3tukxsy8fqwp72x,1,36.4,61.4,2023-04-30T13:30:39.840Z,2023-05-01T07:13:10Z,4239880477,212,11.8,4239880471,56,Back,4239880479,213,5.3,4239880475,141,47.0,4242506301,178,,4239880473,140,42.7,,,,,,,b2oa5dzw40auj5cgxfrp4b4r9,J. Boëtius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541653147,5,1,1,0,3,f0w62l8zql3tukxsy8fqwp72x,1,42.7,47,2023-04-30T13:30:40.772Z,2023-05-01T07:13:22Z,4239880513,56,Back,4242506937,178,,4239880521,212,13.0,4239880519,141,65.8,4239880523,213,1.4,4239880517,140,44.7,,,,,,,eg9xhi6wfp1duf01pcsn8vfmd,L. Tousart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541653179,6,1,1,0,5,f0w62l8zql3tukxsy8fqwp72x,1,44.7,65.8,2023-04-30T13:30:42.804Z,2023-05-01T07:13:27Z,4239880689,56,Back,4239880691,140,40.7,4242507237,178,,4239880697,213,1.8,4239880693,141,91.1,4239880695,212,17.7,,,,,,,b2oa5dzw40auj5cgxfrp4b4r9,J. Boëtius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541653219,7,1,1,0,7,f0w62l8zql3tukxsy8fqwp72x,1,40.7,91.5,2023-04-30T13:30:45.249Z,2023-05-01T07:13:31Z,4239881019,140,44.8,4239881017,56,Back,4239881023,141,79.3,4242507437,178,,4239881027,212,9.3,4239881029,213,5.2,,,,,,,2ebiw2w6d76sttjh8n8871kgl,M. Plattenhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541653275,8,1,1,0,9,f0w62l8zql3tukxsy8fqwp72x,0,44.8,79.3,2023-04-30T13:30:47.309Z,2023-05-01T07:13:37Z,4239881313,141,31.8,4239881315,212,67.2,4239881309,56,Center,4239881319,1,,4242507721,178,,4239881311,140,100.0,4239881317,213,5.8,4239881307,155,,b2oa5dzw40auj5cgxfrp4b4r9,J. Boëtius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
