id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/14/value,assist,qualifier/16/value
2501407303,409,8,1,0,20,cu0eztmjcsbydyp53aleznorw,1,59.5,6.9,2023-01-28T14:31:12.737Z,2023-01-29T04:14:36Z,4001276955,178,,3999812291,384,,3999053061,56,Right,4001276953,21,,,,,,,,,,,,,,1psr9ra8k9j4r94p1xixagzbp,A. Pieper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501321863,7,49,1,0,22,cu0eztmjcsbydyp53aleznorw,1,71.4,12.2,2023-01-28T14:31:14.393Z,2023-01-29T04:14:39Z,,,,,,,,,,,,,,,,,,,,,,,,,cjq9g6zgcxk1ceo2xzpe1qnyt,N. Füllkrug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501321919,8,1,1,0,23,cu0eztmjcsbydyp53aleznorw,0,72.1,17.6,2023-01-28T14:31:15.858Z,2023-01-29T04:14:40Z,3998613375,140,73.9,3998613373,56,Center,3998613381,213,1.0,4001277017,178,,3998613379,212,3.5,3998614033,286,,3998614025,233,5,3998614021,236,,cjq9g6zgcxk1ceo2xzpe1qnyt,N. Füllkrug,3998613377,141,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501321883,5,74,1,0,23,a8l3w3n0j99qjlsxj3jnmgkz1,1,27.6,79.8,2023-01-28T14:31:15.926Z,2023-01-29T04:14:43Z,4001277067,178,,3998613169,56,Back,3998613171,285,,3998614045,233,8,,,,,,,,,,,,,dodddfi0l5i36vlgbaybhzeqy,M. van de Ven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501407811,410,44,1,0,25,cu0eztmjcsbydyp53aleznorw,1,65.7,30.7,2023-01-28T14:31:18.023Z,2023-01-29T04:47:09Z,3999055743,233,393,3999055723,286,,3999055721,56,Center,,,,,,,,,,,,,,,,ec5ng4j3rcjwsjz1v05e1z3dh,C. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501406401,393,44,1,0,25,a8l3w3n0j99qjlsxj3jnmgkz1,0,34.3,69.3,2023-01-28T14:31:18.024Z,2023-01-29T04:14:52Z,3999055757,233,410,3999048017,56,Back,3999048019,285,,,,,,,,,,,,,,,,,eswxx8pxqyuj7rnpvqawpej1l,J. Wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501321927,9,1,1,0,25,cu0eztmjcsbydyp53aleznorw,0,65.8,31.4,2023-01-28T14:31:18.095Z,2023-01-29T04:47:09Z,3998613413,3,,3998613415,56,Center,3998613419,141,31.0,3998613421,212,7.7,3998613423,213,6.2,3998613417,140,73.1,4001277363,388,,,,,ec5ng4j3rcjwsjz1v05e1z3dh,C. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501321955,6,1,1,0,27,a8l3w3n0j99qjlsxj3jnmgkz1,1,27.9,69.3,2023-01-28T14:31:19.909Z,2023-01-29T04:15:18Z,3998613563,3,,4001277629,178,,3998613571,212,7.1,3998613565,56,Back,3998613569,141,76.5,3998613573,213,0.8,3998613567,140,32.8,,,,acxwc7xxrtyssiy390t859kgl,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501322057,7,49,1,0,28,a8l3w3n0j99qjlsxj3jnmgkz1,1,33.6,73.2,2023-01-28T14:31:20.906Z,2023-01-29T04:15:18Z,,,,,,,,,,,,,,,,,,,,,,,,,b7cso5zljdvzfila9zd4fz4ve,J. Kamiński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501407665,394,1,1,0,28,a8l3w3n0j99qjlsxj3jnmgkz1,0,31.1,72.6,2023-01-28T14:31:20.974Z,2023-01-29T04:15:18Z,3999055011,213,5.2,3999054997,56,Back,3999055001,140,34.5,3999054993,155,,3999055005,141,62.0,4001277661,178,,3999055009,212,8.0,,,,b7cso5zljdvzfila9zd4fz4ve,J. Kamiński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501408911,411,1,1,0,29,cu0eztmjcsbydyp53aleznorw,1,66.5,34.9,2023-01-28T14:31:21.989Z,2023-01-29T04:15:19Z,4001277665,388,,3999061695,3,,3999061699,140,72.1,3999061701,141,43.1,3999061703,212,8.1,3999061705,213,0.8,3999061697,56,Center,,,,14fw7p4fzaxprndgxnx0gxgbt,J. Stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501409735,412,1,1,0,31,cu0eztmjcsbydyp53aleznorw,0,71.8,42.9,2023-01-28T14:31:23.697Z,2023-01-29T04:15:19Z,4001277685,178,,3999066197,212,6.7,3999066191,56,Center,3999066193,140,75.2,3999066189,3,,3999066199,213,5.3,3999066195,141,34.5,,,,5ndmhtdu5jfgvzuddd7fu2fh1,M. Ducksch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501322081,8,1,1,0,33,a8l3w3n0j99qjlsxj3jnmgkz1,0,23.4,65,2023-01-28T14:31:25.465Z,2023-01-29T04:20:45Z,3998614107,213,0.3,3998614097,157,,3998614101,140,46.2,4001284675,178,,3998614103,141,76.7,3998614109,1,,3998614105,212,25.2,3998614099,56,Back,dodddfi0l5i36vlgbaybhzeqy,M. van de Ven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501322167,11,1,1,0,35,cu0eztmjcsbydyp53aleznorw,1,53.4,23.9,2023-01-28T14:31:27.897Z,2023-01-29T04:20:52Z,3998614477,213,4.8,3998614469,56,Right,4001284793,21,,3998614471,140,54.3,4001284791,178,,3998614473,141,10.8,3998614475,212,9.0,,,,2p48525x4ap9m81g6ode51cyd,N. Stark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501322109,10,49,1,0,36,cu0eztmjcsbydyp53aleznorw,1,52.2,17,2023-01-28T14:31:29.108Z,2023-01-29T04:20:56Z,,,,,,,,,,,,,,,,,,,,,,,,,1psr9ra8k9j4r94p1xixagzbp,A. Pieper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501322191,12,1,1,0,37,cu0eztmjcsbydyp53aleznorw,1,54,9.3,2023-01-28T14:31:29.149Z,2023-01-29T04:20:58Z,3998614591,212,18.3,3998614589,141,24.4,3998614585,140,39.6,3998614593,213,2.5,4001284899,178,,3998614583,56,Back,,,,,,,1psr9ra8k9j4r94p1xixagzbp,A. Pieper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501322205,13,1,1,0,38,cu0eztmjcsbydyp53aleznorw,0,39.6,25,2023-01-28T14:31:30.989Z,2023-01-29T04:21:01Z,3998614693,213,1.0,3998614683,56,Back,4001284941,178,,3998614689,141,42.5,3998614691,212,14.6,3998614687,140,47.7,,,,,,,2p48525x4ap9m81g6ode51cyd,N. Stark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501322239,9,49,1,0,41,a8l3w3n0j99qjlsxj3jnmgkz1,1,52.3,55,2023-01-28T14:31:33.434Z,2023-01-29T04:21:05Z,,,,,,,,,,,,,,,,,,,,,,,,,4sd2zs6d5cd4d9n3oo54lglat,M. Svanberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501322395,10,1,1,0,46,a8l3w3n0j99qjlsxj3jnmgkz1,1,80.9,28.7,2023-01-28T14:31:38.365Z,2023-01-29T04:21:19Z,4001285125,178,,3998615643,213,1.1,3998615635,56,Center,3998615639,141,44.5,3998616069,210,15,3998616071,154,,3998615641,212,12.3,3998615637,140,86.6,4sd2zs6d5cd4d9n3oo54lglat,M. Svanberg,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501553777,829,45,1,0,46,cu0eztmjcsbydyp53aleznorw,0,11.7,57.1,2023-01-28T14:31:39.064Z,2023-01-29T04:21:15Z,3999820709,285,,3999939705,233,949,3999820707,56,Back,,,,,,,,,,,,,,,,aaoycxwi9jny6flm4apz8a2uh,M. Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501553775,949,3,1,0,46,a8l3w3n0j99qjlsxj3jnmgkz1,1,88.3,42.9,2023-01-28T14:31:39.064Z,2023-01-29T04:21:14Z,4001285233,388,,3999939687,233,829,3999820697,286,,3999820837,465,,3999820695,56,Center,,,,,,,,,,aplc9mad75h1k90o3qla9c7l6,P. Wimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501322397,11,15,1,0,48,a8l3w3n0j99qjlsxj3jnmgkz1,1,93.2,36.1,2023-01-28T14:31:40.367Z,2023-01-29T04:21:20Z,3998615763,20,,3998616111,214,,3998616097,55,10,3998616107,103,1.9,3998615653,22,,3998617263,233,14,3998636649,63,,3998616103,102,49.5,aplc9mad75h1k90o3qla9c7l6,P. Wimmer,3998616093,29,,,3998616119,147,44.6,4001285327,178,3998616095,154,3998616117,146,98.1,3998615657,56,Center,3998616091,78,,,,,,,,,,,,,,,,,,,
2501322327,14,10,1,0,48,cu0eztmjcsbydyp53aleznorw,1,2.4,54.3,2023-01-28T14:31:40.759Z,2023-01-29T04:21:23Z,3998617015,180,,3998617017,183,,3998615321,173,,3999822433,376,,3998617293,233,11,3998615327,56,Back,,,,,,,expxslws50h0iw0logr02gs7p,J. Pavlenka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501322893,12,6,1,0,49,a8l3w3n0j99qjlsxj3jnmgkz1,1,95.2,43.2,2023-01-28T14:31:41.517Z,2023-01-29T04:21:27Z,3998618231,75,,3998619343,233,15,3998618227,56,Center,,,,,,,,,,,,,,,,aplc9mad75h1k90o3qla9c7l6,P. Wimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501322361,15,6,1,0,49,cu0eztmjcsbydyp53aleznorw,0,4.8,56.8,2023-01-28T14:31:41.517Z,2023-01-29T04:21:27Z,3998615463,73,,3998619395,233,12,3998615461,56,Back,,,,,,,,,,,,,,,,expxslws50h0iw0logr02gs7p,J. Pavlenka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501322923,13,1,1,1,21,a8l3w3n0j99qjlsxj3jnmgkz1,0,99.5,0.5,2023-01-28T14:32:13.486Z,2023-01-29T04:21:31Z,4001285545,178,,3999823661,72,,3998618327,6,,3998618337,141,42.5,3998618341,213,1.9,3998618333,56,Center,3998619653,223,,3998618325,2,,acxwc7xxrtyssiy390t859kgl,M. Arnold,3998618329,155,,,3998618335,140,91.4,3998618339,212,,,,,,,,,,,29.8,,,,,,,,,,,,,,,,,,
2501412215,413,44,1,1,22,cu0eztmjcsbydyp53aleznorw,1,7.6,54,2023-01-28T14:32:14.816Z,2023-01-29T04:47:10Z,3999079957,233,396,3999079883,285,,3999079881,56,Back,,,,,,,,,,,,,,,,cjq9g6zgcxk1ceo2xzpe1qnyt,N. Füllkrug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501412133,396,44,1,1,22,a8l3w3n0j99qjlsxj3jnmgkz1,0,92.4,46,2023-01-28T14:32:14.817Z,2023-01-29T04:21:37Z,3999079971,233,413,3999079435,56,Center,3999079439,286,,,,,,,,,,,,,,,,,fr9ac60188vlmtbrcddhxii1,S. Bornauw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501322945,16,12,1,1,22,cu0eztmjcsbydyp53aleznorw,1,6.3,56.1,2023-01-28T14:32:14.888Z,2023-01-29T04:47:10Z,3998618469,140,26.6,3998618471,141,69.3,3998618483,15,,4001286727,388,,3998618475,213,0.4,3998618467,56,Back,3998618473,212,23.1,,,,cjq9g6zgcxk1ceo2xzpe1qnyt,N. Füllkrug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501323011,14,1,1,1,25,a8l3w3n0j99qjlsxj3jnmgkz1,1,76.4,29.6,2023-01-28T14:32:17.860Z,2023-01-29T04:22:34Z,3998618743,140,80.7,4001286821,178,,3998618749,213,5.0,3998618745,141,8.6,3998618747,212,15.0,3998618741,56,Right,,,,,,,23l48u4w5nj4036whjm3s49gp,R. Baku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501323035,15,1,1,1,28,a8l3w3n0j99qjlsxj3jnmgkz1,0,80.7,8.9,2023-01-28T14:32:20.528Z,2023-01-29T04:22:41Z,3998618867,56,Center,4001286947,178,,3999061825,345,,3998618875,213,1.0,3998618863,2,,3998618869,140,100.0,3998618871,141,54.9,3998618873,212,38.0,acxwc7xxrtyssiy390t859kgl,M. Arnold,3999825197,223,,,3999825201,72,,3998618877,1,3998618865,155,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501323043,16,5,1,1,30,a8l3w3n0j99qjlsxj3jnmgkz1,0,101.2,57.6,2023-01-28T14:32:23.020Z,2023-01-29T04:22:44Z,3998618893,56,Center,3998618895,346,,3998619011,233,17,,,,,,,,,,,,,,,,acxwc7xxrtyssiy390t859kgl,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501323053,17,5,1,1,30,cu0eztmjcsbydyp53aleznorw,1,-1.2,42.4,2023-01-28T14:32:23.020Z,2023-01-29T04:22:44Z,3998618983,233,16,3998618961,56,Back,3998618963,346,,,,,,,,,,,,,,,,,2p48525x4ap9m81g6ode51cyd,N. Stark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501323475,18,1,1,1,54,cu0eztmjcsbydyp53aleznorw,1,4.8,50,2023-01-28T14:32:46.436Z,2023-01-29T04:41:35Z,3998621051,141,45.1,3998621057,1,,3998621047,56,Center,3998621053,212,53.4,3998621061,74,,3998621055,213,6.2,3998621049,140,55.6,3998621045,124,,expxslws50h0iw0logr02gs7p,J. Pavlenka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501323505,19,1,1,1,57,cu0eztmjcsbydyp53aleznorw,1,55.7,44.6,2023-01-28T14:32:49.898Z,2023-01-29T04:41:39Z,3998621239,168,,3998621245,141,36.8,3998621249,213,5.8,3998621243,140,64.8,3998621237,3,,3998621247,212,10.9,3998621241,56,Center,4001309719,388,,cjq9g6zgcxk1ceo2xzpe1qnyt,N. Füllkrug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501323611,20,1,1,1,59,cu0eztmjcsbydyp53aleznorw,1,63.8,35.9,2023-01-28T14:32:51.737Z,2023-01-29T04:41:43Z,4001309781,178,,3998621765,56,Right,3998621769,141,12.2,3998621771,212,16.7,3998621773,213,5.0,3998621767,140,67.8,,,,,,,7k7whr0pdbw5wtk7g0cwozw0l,M. Weiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501323663,21,1,1,2,3,cu0eztmjcsbydyp53aleznorw,1,67.4,13,2023-01-28T14:32:55.445Z,2023-01-29T04:41:49Z,3998622027,140,56.4,3998622031,212,11.6,3998622029,141,14.5,3998622025,56,Right,3998622033,213,3.1,4001309859,178,,,,,,,,d95i3fwjrk3ti4co645mde76x,N. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501323703,22,1,1,2,5,cu0eztmjcsbydyp53aleznorw,1,56.4,13.9,2023-01-28T14:32:57.194Z,2023-01-29T04:41:58Z,3998622269,212,12.6,3998622271,213,0.9,3998622265,140,63.5,4001310057,178,,3998622263,56,Center,3998622267,141,28.9,,,,,,,1psr9ra8k9j4r94p1xixagzbp,A. Pieper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501323719,23,1,1,2,7,cu0eztmjcsbydyp53aleznorw,1,67.4,31.6,2023-01-28T14:32:59.568Z,2023-01-29T04:42:02Z,3998622353,140,84.0,3998622349,155,,3998622355,141,81.4,3998622361,1,,3998622359,213,1.1,4001310157,178,,3998622351,56,Left,3998622357,212,38.1,ec5ng4j3rcjwsjz1v05e1z3dh,C. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501323861,24,1,1,2,9,cu0eztmjcsbydyp53aleznorw,1,83.9,80.6,2023-01-28T14:33:02.140Z,2023-01-29T05:06:05Z,3998623019,212,19.4,4001337577,388,,3998623013,56,Center,3998623781,210,13,3998623017,141,53.0,3999831191,224,,3999831193,72,,3998623015,140,88.6,8nug6t1cmn9pwhnwdf6nyhrrp,A. Jung,3998623009,2,,1,3998623783,154,,3998623011,155,3998623023,213,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
2501323867,25,13,1,2,11,cu0eztmjcsbydyp53aleznorw,1,87.8,53.4,2023-01-28T14:33:03.186Z,2023-01-29T04:42:23Z,3998623469,15,,3998623059,22,,3998623793,154,,3998623789,75,,3998623799,102,34.5,3998623803,230,98.8,3998623063,56,Center,3998623061,17,,5ndmhtdu5jfgvzuddd7fu2fh1,M. Ducksch,3998623801,103,1.4,,3998623791,29,,3998623805,231,4001310571,178,3998623795,55,24,3998623473,328,,,,51.1,,,,,,,,,,,,,,,,,,
2501323785,17,5,1,2,12,a8l3w3n0j99qjlsxj3jnmgkz1,1,-1.1,71.4,2023-01-28T14:33:05.089Z,2023-01-29T04:42:29Z,3998622655,56,Back,3998622657,346,,3998623083,233,26,,,,,,,,,,,,,,,,d2ykrr75737c8bzlwhjj90vkl,Y. Gerhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501323871,26,5,1,2,12,cu0eztmjcsbydyp53aleznorw,0,101.1,28.6,2023-01-28T14:33:05.089Z,2023-01-29T04:42:29Z,3998623081,346,,3998623091,233,17,3998623079,56,Center,,,,,,,,,,,,,,,,5ndmhtdu5jfgvzuddd7fu2fh1,M. Ducksch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501324157,18,1,1,2,39,a8l3w3n0j99qjlsxj3jnmgkz1,1,5.2,39.5,2023-01-28T14:33:31.357Z,2023-01-29T04:42:35Z,3998624523,140,4.7,3998624533,237,,3998624525,141,54.5,3998624529,213,1.6,3998624519,124,,3998624527,212,10.2,3998624521,56,Back,,,,fr9ac60188vlmtbrcddhxii1,S. Bornauw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
