id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/10/value,qualifier/11/value,qualifier/15/value,qualifier/17/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2533891813,221,1,1,22,59,c5hderjlkcoaze51e5wgvptk,1,55.8,10,2023-04-15T16:53:14.986Z,2023-04-16T07:14:01Z,4191658485,213,2.4,4191658477,56,Back,4191658483,212,29.8,4191658481,141,38.2,4191658479,140,34.1,4194115255,178,,,,,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533891833,222,1,1,23,4,c5hderjlkcoaze51e5wgvptk,1,36,48.2,2023-04-15T16:53:19.897Z,2023-04-16T07:14:06Z,4191658609,141,19.0,4191658613,213,5.0,4194115409,178,,4191658611,212,20.8,4191658603,56,Back,4191658607,140,42.0,,,,,,,7obuhegyo1qcoikt23egcsr85,K. Trapp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533891871,223,1,1,23,8,c5hderjlkcoaze51e5wgvptk,0,43.2,12,2023-04-15T16:53:23.262Z,2023-04-16T07:14:14Z,4191658793,212,35.0,4191658797,1,,4194115559,178,,4191658789,140,76.1,4191658795,213,0.2,4191658787,56,Right,4191658785,155,,4191658791,141,20.7,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533891873,246,1,1,23,10,go76xxm0xyfgqt1h6tcrtimm,1,26,83.8,2023-04-15T16:53:25.784Z,2023-04-16T07:14:27Z,4191658833,140,32.4,4191658837,212,7.9,4191658835,141,90.0,4191658839,213,0.6,4194115887,178,,4191658829,3,,4191658831,56,Back,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533891879,247,49,1,23,12,go76xxm0xyfgqt1h6tcrtimm,1,32.1,89.2,2023-04-15T16:53:27.168Z,2023-04-16T07:14:34Z,,,,,,,,,,,,,,,,,,,,,,,,,7tj7eobo7kmk8egcbfrabe8d1,A. Pléa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533891901,248,1,1,23,12,go76xxm0xyfgqt1h6tcrtimm,1,32.2,88.4,2023-04-15T16:53:27.212Z,2023-04-16T07:14:37Z,4191658961,56,Back,4191658959,155,,4191658969,213,5.7,4191658967,212,9.3,4191658965,141,80.8,4191658963,140,39.6,4194116113,178,,,,,7tj7eobo7kmk8egcbfrabe8d1,A. Pléa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533891915,249,1,1,23,14,go76xxm0xyfgqt1h6tcrtimm,1,37.9,71,2023-04-15T16:53:29.968Z,2023-04-16T07:14:47Z,4194116357,178,,4191659009,56,Back,4191659015,212,12.3,4191659017,213,4.3,4191659011,140,32.8,4191659013,141,54.7,,,,,,,66nvc8a4kd3cyeyj3i474cudx,M. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533891925,250,1,1,23,17,go76xxm0xyfgqt1h6tcrtimm,1,33.1,52.7,2023-04-15T16:53:32.764Z,2023-04-16T07:14:54Z,4191659077,213,6.0,4191659075,212,13.6,4191659073,141,46.9,4194116507,178,,4191659071,140,45.5,4191659069,56,Back,,,,,,,5i8dbjuewybsfgyym63clfw0l,J. Weigl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533891939,251,1,1,23,18,go76xxm0xyfgqt1h6tcrtimm,1,45.5,46.5,2023-04-15T16:53:33.432Z,2023-04-16T07:14:59Z,4191659135,56,Back,4194116593,178,,4191659137,140,31.0,4191659143,213,3.2,4191659141,212,15.2,4191659139,141,46.3,,,,,,,7kjhx78gpi6m3r4j1b4jdyh91,J. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533891985,252,1,1,23,20,go76xxm0xyfgqt1h6tcrtimm,1,30.5,45.7,2023-04-15T16:53:35.585Z,2023-04-16T07:15:02Z,4191659417,141,68.4,4191659415,140,29.7,4191659413,56,Back,4191659421,213,1.6,4191659419,212,15.5,4194116691,178,,,,,,,,70tsvrcmklvp4ecdhxlugf8ix,K. Itakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533892003,253,1,1,23,22,go76xxm0xyfgqt1h6tcrtimm,1,29.7,69.2,2023-04-15T16:53:37.901Z,2023-04-16T07:15:09Z,4191659507,140,36.5,4191659505,56,Back,4191659511,212,14.6,4194116807,178,,4191659513,213,1.1,4191659509,141,88.0,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533892035,254,1,1,23,26,go76xxm0xyfgqt1h6tcrtimm,1,33.2,81.8,2023-04-15T16:53:41.838Z,2023-04-16T07:15:13Z,4191659693,141,69.8,4191659695,212,11.3,4191659697,213,4.0,4191659687,56,Back,4194116867,178,,4191659691,140,25.8,,,,,,,7tj7eobo7kmk8egcbfrabe8d1,A. Pléa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533892055,255,1,1,23,28,go76xxm0xyfgqt1h6tcrtimm,1,25.2,69,2023-04-15T16:53:43.746Z,2023-04-16T07:15:26Z,4194117199,178,,4191659795,212,10.3,4191659789,141,57.2,4191659781,56,Back,4191659799,213,5.4,4191659785,140,31.3,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533892079,256,1,1,23,30,go76xxm0xyfgqt1h6tcrtimm,1,31.3,51.4,2023-04-15T16:53:45.637Z,2023-04-16T07:15:30Z,4191659877,140,38.8,4191659883,213,5.0,4194117323,178,,4191659875,56,Back,4191659881,212,29.7,4191659879,141,9.3,,,,,,,5i8dbjuewybsfgyym63clfw0l,J. Weigl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533892103,257,1,1,23,33,go76xxm0xyfgqt1h6tcrtimm,1,37,11.2,2023-04-15T16:53:49.095Z,2023-04-16T07:15:42Z,4191660033,141,24.6,4191660035,212,13.7,4194117617,178,,4191660037,213,2.4,4191660029,56,Back,4191660031,140,27.2,,,,,,,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533892173,258,1,1,23,36,go76xxm0xyfgqt1h6tcrtimm,1,26,28.1,2023-04-15T16:53:51.174Z,2023-04-16T07:15:50Z,4191660319,213,2.3,4191660311,56,Back,4191660313,140,8.6,4191660315,141,55.6,4194117783,178,,4191660317,212,26.1,,,,,,,70tsvrcmklvp4ecdhxlugf8ix,K. Itakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533892249,259,1,1,23,45,go76xxm0xyfgqt1h6tcrtimm,0,8.4,49.2,2023-04-15T16:54:00.270Z,2023-04-16T07:16:03Z,4191660725,155,,4191660733,212,46.8,4194118029,178,,4191660727,56,Back,4191660737,1,,4191660735,213,5.7,4191660731,141,9.8,4191660729,140,44.9,3z6ekzop4y7cjuatzz9ua74k5,J. Omlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533892269,224,1,1,23,48,c5hderjlkcoaze51e5wgvptk,1,54.3,92.7,2023-04-15T16:54:03.445Z,2023-04-16T07:16:08Z,4191660861,56,Left,4191660859,3,,4191660869,213,5.9,4194118179,388,,4191660867,212,17.2,4191660865,141,82.1,4191660863,140,69.2,,,,byn8dfwg5zdefrca7wgn32qne,A. Knauff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533892293,225,1,1,23,50,c5hderjlkcoaze51e5wgvptk,1,70.5,82.1,2023-04-15T16:54:05.142Z,2023-04-16T07:16:14Z,4191660981,141,74.2,4191660969,3,,4194118291,388,,4191660973,56,Center,4191660985,213,4.0,4191660983,212,7.3,4191660977,140,65.8,,,,az15xx7m923srf9gdbwmiyga1,D. Kamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533892301,226,49,1,23,51,c5hderjlkcoaze51e5wgvptk,1,68.1,73.8,2023-04-15T16:54:06.560Z,2023-04-16T07:16:26Z,,,,,,,,,,,,,,,,,,,,,,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533892323,227,1,1,23,52,c5hderjlkcoaze51e5wgvptk,0,70.3,72.4,2023-04-15T16:54:07.601Z,2023-04-16T07:16:34Z,4194118635,388,,4191661133,56,Left,4191661135,140,89.4,4191661137,141,86.2,4191661139,212,22.1,4191661131,155,,4191661141,213,0.4,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533892329,260,12,1,23,55,go76xxm0xyfgqt1h6tcrtimm,1,11.4,13.1,2023-04-15T16:54:10.512Z,2023-04-16T07:16:41Z,4191661171,212,10.7,4194118763,178,,4191661213,167,,4191661169,141,0.0,4191661167,140,16.1,4191661165,56,Back,4191661173,213,5.2,,,,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533892497,228,5,1,23,57,c5hderjlkcoaze51e5wgvptk,1,83,100.8,2023-04-15T16:54:12.146Z,2023-04-16T07:16:44Z,4191662055,56,Left,4191662057,347,,4191662061,233,261,,,,,,,,,,,,,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533892333,261,5,1,23,57,go76xxm0xyfgqt1h6tcrtimm,0,17,-0.8,2023-04-15T16:54:12.146Z,2023-04-16T07:16:45Z,4191661191,347,,4191661189,56,Back,4191662071,233,228,,,,,,,,,,,,,,,,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533892515,229,1,1,24,14,c5hderjlkcoaze51e5wgvptk,1,84.5,100,2023-04-15T16:54:30.060Z,2023-04-16T07:16:52Z,4191662149,141,86.6,4191662153,213,5.4,4191662151,212,13.5,4191662143,107,,4191662147,140,92.9,4191662145,56,Left,,,,,,,byn8dfwg5zdefrca7wgn32qne,A. Knauff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533892529,230,1,1,24,17,c5hderjlkcoaze51e5wgvptk,1,92.7,87.1,2023-04-15T16:54:32.973Z,2023-04-16T07:16:57Z,4191662233,140,91.6,4191662237,212,5.3,4191662235,141,94.7,4191662239,213,1.8,4191662231,56,Left,4194119131,178,,,,,,,,g3fgd752o63acmmuahdvppm1,R. Kolo Muani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533892563,231,1,1,24,18,c5hderjlkcoaze51e5wgvptk,1,91.5,96.3,2023-04-15T16:54:33.724Z,2023-04-16T07:17:01Z,4191662423,56,Left,4191662425,140,86.4,4191662427,141,90.9,4191662431,213,3.7,4191662429,212,6.5,4194119217,178,,,,,,,,byn8dfwg5zdefrca7wgn32qne,A. Knauff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533892565,232,1,1,24,21,c5hderjlkcoaze51e5wgvptk,0,79.7,92.4,2023-04-15T16:54:36.175Z,2023-04-16T07:17:09Z,4191662453,140,77.2,4191662591,233,262,4191662455,141,92.7,4191662457,212,2.6,4191662459,213,3.1,4194119431,178,,4191662451,56,Left,4191662595,286,,g3fgd752o63acmmuahdvppm1,R. Kolo Muani,4191662589,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533892575,262,74,1,24,21,go76xxm0xyfgqt1h6tcrtimm,1,18,9.6,2023-04-15T16:54:36.305Z,2023-04-16T07:17:11Z,4194119495,178,,4191662621,233,232,4191662543,56,Back,4191662545,285,,,,,,,,,,,,,,66nvc8a4kd3cyeyj3i474cudx,M. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533892589,263,49,1,24,22,go76xxm0xyfgqt1h6tcrtimm,1,13.2,9.3,2023-04-15T16:54:37.232Z,2023-04-16T07:17:15Z,,,,,,,,,,,,,,,,,,,,,,,,,7kjhx78gpi6m3r4j1b4jdyh91,J. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533892595,264,1,1,24,23,go76xxm0xyfgqt1h6tcrtimm,1,13.2,9.4,2023-04-15T16:54:38.761Z,2023-04-16T07:17:17Z,4191662661,213,5.9,4191662647,56,Back,4191662651,141,4.8,4194119703,178,,4191662649,140,21.0,4191662655,212,8.8,,,,,,,7kjhx78gpi6m3r4j1b4jdyh91,J. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534125567,845,3,1,24,25,go76xxm0xyfgqt1h6tcrtimm,0,27.9,5.2,2023-04-15T16:54:40.687Z,2023-04-16T07:17:30Z,4194120007,178,,4192939013,465,,4192939009,56,Back,4192939015,467,3qy1qlzezgfkxeom5n1r9h13p,4192939011,285,,,,,,,,,,,66nvc8a4kd3cyeyj3i474cudx,M. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533892623,266,4,1,24,25,go76xxm0xyfgqt1h6tcrtimm,1,27,6.8,2023-04-15T16:54:40.938Z,2023-04-16T07:17:36Z,4191662761,285,,4191662753,13,,4191662759,265,,4191662757,152,,4191662969,233,233,4191662755,56,Back,,,,,,,66nvc8a4kd3cyeyj3i474cudx,M. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533892659,233,4,1,24,25,c5hderjlkcoaze51e5wgvptk,0,73,93.2,2023-04-15T16:54:40.939Z,2023-04-16T07:17:35Z,4191662939,13,,4191662941,56,Left,4194120149,178,,4191662943,152,,4191662947,286,,4191662945,265,,4191662995,233,266,,,,3qy1qlzezgfkxeom5n1r9h13p,C. Lenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533892619,265,43,1,24,25,go76xxm0xyfgqt1h6tcrtimm,1,0,0,2023-04-15T16:54:41.032Z,2023-04-15T16:54:44Z,4191662741,56,Back,4191662917,144,3,4191662743,285,0,,,,,,,,,,,,,,,,66nvc8a4kd3cyeyj3i474cudx,M. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533892719,267,1,1,24,35,go76xxm0xyfgqt1h6tcrtimm,1,27.4,10,2023-04-15T16:54:50.225Z,2023-04-16T07:17:39Z,4191663385,189,,4191663271,152,,4191663281,213,2.0,4191663279,212,17.2,4191663269,5,,4191663277,141,32.9,4191663275,140,20.5,4194120219,178,,43eq31reskwn9veb3vickralm,J. Scally,4191663273,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533892725,268,1,1,24,36,go76xxm0xyfgqt1h6tcrtimm,1,20.8,32.7,2023-04-15T16:54:51.391Z,2023-04-16T07:17:43Z,4191663309,141,57.4,4191663313,213,1.0,4194120269,178,,4191663311,212,19.9,4191663307,140,31.0,4191663305,56,Back,,,,,,,70tsvrcmklvp4ecdhxlugf8ix,K. Itakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533892739,269,1,1,24,38,go76xxm0xyfgqt1h6tcrtimm,1,31,57.4,2023-04-15T16:54:53.504Z,2023-04-16T07:17:46Z,4194120339,178,,4191663381,213,3.1,4191663379,212,8.6,4191663373,56,Back,4191663377,141,57.8,4191663375,140,22.8,,,,,,,au5tbnn48ve4kqnuu3dhmk296,K. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533892815,270,1,1,24,41,go76xxm0xyfgqt1h6tcrtimm,1,23.6,57.6,2023-04-15T16:54:56.239Z,2023-04-16T07:17:49Z,4191663729,213,4.9,4191663721,56,Back,4191663723,140,26.3,4194120389,178,,4191663727,212,16.2,4191663725,141,34.1,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533892875,271,1,1,24,49,go76xxm0xyfgqt1h6tcrtimm,1,40.2,30.6,2023-04-15T16:55:04.376Z,2023-04-16T07:18:04Z,4191664103,212,15.8,4191664099,140,45.9,4191664105,213,5.1,4191664097,56,Back,4191664101,141,9.1,4194120757,178,,,,,,,,70tsvrcmklvp4ecdhxlugf8ix,K. Itakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533892877,272,61,1,24,52,go76xxm0xyfgqt1h6tcrtimm,0,40.2,15.3,2023-04-15T16:55:08.025Z,2023-04-16T07:18:22Z,4194121223,178,,4191664109,56,Back,,,,,,,,,,,,,,,,,,,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533892893,234,61,1,24,55,c5hderjlkcoaze51e5wgvptk,1,66,87.1,2023-04-15T16:55:10.228Z,2023-04-16T07:18:34Z,4191664183,56,Left,4194121539,21,,4194121541,389,,,,,,,,,,,,,,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533893025,274,50,1,24,55,go76xxm0xyfgqt1h6tcrtimm,1,36.6,17.2,2023-04-15T16:55:10.700Z,2023-04-16T07:18:49Z,4191664967,233,237,4191664937,286,,4191664933,56,Back,,,,,,,,,,,,,,,,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533893027,237,7,1,24,56,c5hderjlkcoaze51e5wgvptk,0,63.4,82.8,2023-04-15T16:55:11.549Z,2023-04-16T07:19:08Z,4191664957,233,274,4192949665,383,,4194122309,178,,4191664941,56,Left,4191664943,285,,,,,,,,,,,byn8dfwg5zdefrca7wgn32qne,A. Knauff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533892905,273,4,1,24,56,go76xxm0xyfgqt1h6tcrtimm,1,36.8,17.8,2023-04-15T16:55:12.044Z,2023-04-16T07:19:16Z,4191677045,233,236,4191664235,286,,4191664233,265,,4191664227,13,,4191664231,152,,4191664229,56,Back,,,,,,,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533892971,236,4,1,24,56,c5hderjlkcoaze51e5wgvptk,0,63.2,82.2,2023-04-15T16:55:12.045Z,2023-04-16T07:19:15Z,4191664627,56,Left,4191664633,285,,4191664625,13,,4191664631,265,,4191677049,233,273,4191664629,152,,4194122587,178,,,,,byn8dfwg5zdefrca7wgn32qne,A. Knauff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533892901,235,43,1,24,59,c5hderjlkcoaze51e5wgvptk,1,0,0,2023-04-15T16:55:14.294Z,2023-04-15T16:55:36Z,4191665283,144,49,,,,,,,,,,,,,,,,,,,,,,az15xx7m923srf9gdbwmiyga1,D. Kamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533893093,275,1,1,25,17,go76xxm0xyfgqt1h6tcrtimm,1,40.8,30.2,2023-04-15T16:55:32.397Z,2023-04-16T07:19:34Z,4191665301,140,37.7,4191665299,56,Back,4194123161,178,,4191665921,189,,4191665307,213,1.7,4191665305,212,24.6,4191665303,141,66.1,4191665297,152,,5i8dbjuewybsfgyym63clfw0l,J. Weigl,4191665295,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533893131,276,1,1,25,21,go76xxm0xyfgqt1h6tcrtimm,1,42,70.8,2023-04-15T16:55:36.803Z,2023-04-16T07:19:37Z,4191665511,140,54.1,4194123249,178,,4191665513,141,91.7,4191665515,212,19.1,4191665509,56,Left,4191665517,213,0.8,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533893229,277,1,1,25,24,go76xxm0xyfgqt1h6tcrtimm,1,54.7,95.4,2023-04-15T16:55:39.935Z,2023-04-16T07:19:45Z,4191665905,141,91.5,4191665907,212,19.5,4194123435,178,,4191665903,140,36.3,4191665901,56,Back,4191665909,213,3.3,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaïni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533893291,278,1,1,25,32,go76xxm0xyfgqt1h6tcrtimm,1,31.7,76,2023-04-15T16:55:47.539Z,2023-04-16T07:19:51Z,4191666137,212,26.1,4191666135,141,48.4,4191666127,56,Back,4191666131,140,14.4,4194123599,178,,4191666139,213,3.9,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533893335,279,1,1,25,35,go76xxm0xyfgqt1h6tcrtimm,1,14.4,48.1,2023-04-15T16:55:50.951Z,2023-04-16T07:19:54Z,4191666349,212,31.7,4191666351,213,5.2,4191666343,56,Back,4194123643,178,,4191666347,141,7.1,4191666345,140,28.7,,,,,,,3z6ekzop4y7cjuatzz9ua74k5,J. Omlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533893389,280,1,1,25,39,go76xxm0xyfgqt1h6tcrtimm,1,28.9,6.7,2023-04-15T16:55:54.728Z,2023-04-16T07:19:57Z,4191666593,213,2.2,4191666589,141,25.7,4191666587,140,19.9,4191666585,56,Back,4194123731,178,,4191666591,212,16.0,,,,,,,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533893409,281,1,1,25,44,go76xxm0xyfgqt1h6tcrtimm,1,22.5,27.9,2023-04-15T16:55:59.775Z,2023-04-16T07:20:02Z,4191666711,56,Back,4191666719,213,2.2,4191666717,212,22.3,4194123835,178,,4191666715,141,55.0,4191666713,140,10.5,,,,,,,70tsvrcmklvp4ecdhxlugf8ix,K. Itakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533893427,282,1,1,25,47,go76xxm0xyfgqt1h6tcrtimm,1,10.3,57.8,2023-04-15T16:56:02.742Z,2023-04-16T07:20:04Z,4191666787,140,16.1,4194123893,178,,4191666785,56,Back,4191666791,212,12.1,4191666793,213,1.0,4191666789,141,73.1,,,,,,,3z6ekzop4y7cjuatzz9ua74k5,J. Omlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533893465,283,1,1,25,49,go76xxm0xyfgqt1h6tcrtimm,1,15.6,72.9,2023-04-15T16:56:04.839Z,2023-04-16T07:20:08Z,4191666953,213,3.9,4194123953,178,,4191666949,141,54.5,4191666947,140,3.7,4191666945,56,Back,4191666951,212,17.7,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533893475,284,1,1,25,54,go76xxm0xyfgqt1h6tcrtimm,0,7.9,52.7,2023-04-15T16:56:09.318Z,2023-04-16T07:20:13Z,4191667037,1,,4191667035,213,0.2,4191667033,212,49.3,4191667025,155,,4191667027,56,Center,4191667029,140,53.9,4191667031,141,66.9,4194124085,178,,3z6ekzop4y7cjuatzz9ua74k5,J. Omlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533893487,238,1,1,25,57,c5hderjlkcoaze51e5wgvptk,1,41.6,29.4,2023-04-15T16:56:12.294Z,2023-04-16T07:20:17Z,4191667131,141,45.5,4191667129,140,56.3,4191667135,213,0.6,4191667133,212,18.9,4191667125,3,,4194124221,388,,4191667127,56,Center,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533893489,239,1,1,25,59,c5hderjlkcoaze51e5wgvptk,0,56.3,45.7,2023-04-15T16:56:14.110Z,2023-04-16T07:20:21Z,4191667141,56,Center,4194124333,388,,4191667149,213,5.7,4191667139,3,,4191667147,212,13.2,4191667145,141,35.5,4191667143,140,67.0,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533893507,285,1,1,26,1,go76xxm0xyfgqt1h6tcrtimm,1,30.8,69,2023-04-15T16:56:16.924Z,2023-04-16T07:20:27Z,4194124497,178,,4191667241,212,17.9,4191667239,141,94.4,4191667235,56,Back,4191667237,140,35.1,4191667243,213,1.3,,,,,,,5i8dbjuewybsfgyym63clfw0l,J. Weigl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533893515,286,1,1,26,5,go76xxm0xyfgqt1h6tcrtimm,0,34.4,96.4,2023-04-15T16:56:20.135Z,2023-04-16T07:20:32Z,4191667369,233,240,4191667279,213,0.1,4191667271,56,Back,4191667373,286,,4191667273,140,36.1,4194124665,178,,4191667367,236,,4191667277,212,1.8,dqrzogrwznyks6whhfhq748ut,R. Bensebaïni,4191667275,141,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533893531,240,74,1,26,5,c5hderjlkcoaze51e5wgvptk,1,63.4,3.7,2023-04-15T16:56:20.198Z,2023-04-16T07:20:36Z,4191667385,233,286,4191667363,285,,4194124775,178,,4191667361,56,Right,,,,,,,,,,,,,e91s5lp3fvfaav8w8xi7wdx3p,Aurélio Buta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533893535,241,5,1,26,6,c5hderjlkcoaze51e5wgvptk,0,61.2,-1.2,2023-04-15T16:56:21.230Z,2023-04-16T07:20:39Z,4191667841,233,287,4191667389,56,Right,4191667391,347,,,,,,,,,,,,,,,,,e91s5lp3fvfaav8w8xi7wdx3p,Aurélio Buta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533893621,287,5,1,26,6,go76xxm0xyfgqt1h6tcrtimm,1,38.8,101.2,2023-04-15T16:56:21.230Z,2023-04-16T07:20:39Z,4191667819,56,Back,4191667821,347,,4191667823,233,241,,,,,,,,,,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaïni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
