id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/11/value,qualifier/17/value,qualifier/18/value
2543967251,8,1,1,0,9,8q1ul09cygzswb7tb456bmifv,1,87.5,92.5,2023-05-05T18:30:20.932Z,2023-05-06T04:05:56Z,4252282581,56,Left,4252282589,213,5.2,4252282585,141,85.9,4252282583,140,89.5,4253183903,178,,4252282587,212,5.0,,,,,,,cnf7quyillyf560nh14taliw9,L. Maina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543967271,9,1,1,0,11,8q1ul09cygzswb7tb456bmifv,0,94.3,86.6,2023-05-05T18:30:22.616Z,2023-05-06T04:06:06Z,4252282673,141,70.5,4252282675,212,11.5,4252282671,140,91.0,4252827263,72,,4252827261,224,,4252282677,213,4.4,4253183985,178,,4252282669,56,Center,7rltyxkrvvfg7q1hppl631soa,J. Thielmann,4252282665,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543967237,4,12,1,0,12,7ad69ngbpjuyzv96drf8d9sn2,1,9.4,25.2,2023-05-05T18:30:23.784Z,2023-05-06T04:06:14Z,4252282529,141,0.0,4252282525,56,Back,4253184063,178,,4252282553,167,,4252282527,140,21.3,4252282533,213,5.3,4252282531,212,22.2,,,,4tev0kk0om8cr1xbwpt8bozit,R. Andrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543967243,5,5,1,0,14,7ad69ngbpjuyzv96drf8d9sn2,0,21.5,-1.5,2023-05-05T18:30:25.422Z,2023-05-06T04:06:19Z,4252282549,347,,4252282813,233,10,4252282547,56,Back,,,,,,,,,,,,,,,,4tev0kk0om8cr1xbwpt8bozit,R. Andrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543967291,10,5,1,0,14,8q1ul09cygzswb7tb456bmifv,1,78.5,101.5,2023-05-05T18:30:25.422Z,2023-05-06T04:06:18Z,4252282809,233,5,4252282775,56,Left,4252282777,347,,,,,,,,,,,,,,,,,7rltyxkrvvfg7q1hppl631soa,J. Thielmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543967343,11,1,1,0,20,8q1ul09cygzswb7tb456bmifv,1,71.7,100,2023-05-05T18:30:31.868Z,2023-05-06T04:06:23Z,4252283009,107,,4252283017,212,11.5,4252283013,140,61.8,4252283015,141,94.0,4252283019,213,3.6,4252283011,56,Left,,,,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543967385,12,1,1,0,22,8q1ul09cygzswb7tb456bmifv,1,56.8,93.9,2023-05-05T18:30:34.004Z,2023-05-06T04:06:28Z,4252283239,56,Back,4252283257,213,3.4,4252283245,141,85.0,4253184231,178,,4252283241,140,34.7,4252283249,212,24.0,,,,,,,ojqb7kv87o0cidbckgtg1rdh,E. Skhiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543967411,13,1,1,0,26,8q1ul09cygzswb7tb456bmifv,1,34,76.6,2023-05-05T18:30:37.421Z,2023-05-06T04:06:31Z,4252283387,56,Back,4252283397,212,15.4,4252283395,141,53.9,4253184273,178,,4252283399,213,4.7,4252283391,140,33.7,,,,,,,mgwgcv336wb93xvv0pfr6dih,J. Chabot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543967423,14,1,1,0,27,8q1ul09cygzswb7tb456bmifv,1,33.7,53.9,2023-05-05T18:30:39.146Z,2023-05-06T04:06:47Z,4252283425,140,43.8,4252283423,56,Back,4253184405,178,,4252283429,212,12.3,4252283431,213,0.5,4252283427,141,63.2,,,,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543967439,15,1,1,0,29,8q1ul09cygzswb7tb456bmifv,0,43.8,63.2,2023-05-05T18:30:40.214Z,2023-05-06T04:06:51Z,4252283517,140,63.8,4253184441,178,,4252283519,141,37.8,4252283513,155,,4252283515,56,Center,4252283521,212,27.2,4252283523,213,5.6,,,,ojqb7kv87o0cidbckgtg1rdh,E. Skhiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543967441,6,1,1,0,30,7ad69ngbpjuyzv96drf8d9sn2,0,35.2,65.1,2023-05-05T18:30:41.861Z,2023-05-06T04:06:58Z,4252283537,141,57.9,4252283541,213,5.8,4253184511,178,,4252283533,56,Back,4252283535,140,45.0,4252283539,212,11.4,4252283531,3,,,,,4foax2b7unlkev1eq6py86lii,P. Hincapié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543967483,16,1,1,0,31,8q1ul09cygzswb7tb456bmifv,0,55.3,39.4,2023-05-05T18:30:42.451Z,2023-05-06T04:07:03Z,4253184553,178,,4252283751,212,30.1,4252283753,213,5.1,4252283745,140,66.7,4252283743,56,Right,4252283747,141,0.0,,,,,,,bkonv3y0vn24mpn6j8abjtux,D. Ljubičić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543967493,7,5,1,0,34,7ad69ngbpjuyzv96drf8d9sn2,1,31.7,101.4,2023-05-05T18:30:45.778Z,2023-05-06T04:07:10Z,4252283795,347,,4252283793,56,Back,4252283799,233,17,,,,,,,,,,,,,,,,4foax2b7unlkev1eq6py86lii,P. Hincapié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543967489,17,5,1,0,34,8q1ul09cygzswb7tb456bmifv,0,68.3,-1.4,2023-05-05T18:30:45.778Z,2023-05-06T04:07:10Z,4252283823,233,7,4252283763,56,Right,4252283765,347,,,,,,,,,,,,,,,,,bkonv3y0vn24mpn6j8abjtux,D. Ljubičić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543967571,8,1,1,0,41,7ad69ngbpjuyzv96drf8d9sn2,1,32.7,100,2023-05-05T18:30:53.037Z,2023-05-06T04:07:18Z,4252284149,141,92.7,4252284143,107,,4252284145,56,Back,4252284147,140,34.1,4252284151,212,6.5,4252284153,213,4.9,,,,,,,a41r2ob5fhirgdwxwox6nr4yx,M. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543967587,9,1,1,0,42,7ad69ngbpjuyzv96drf8d9sn2,1,34.1,92.7,2023-05-05T18:30:53.800Z,2023-05-06T06:51:15Z,4252284237,212,7.0,4253280897,388,,4252284233,140,39.8,4252284235,141,98.1,4252284239,213,0.6,4252284231,56,Back,,,,,,,2k5g68ywtr79lc45wozvifqlm,F. Wirtz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543967601,10,1,1,0,43,7ad69ngbpjuyzv96drf8d9sn2,0,39.8,98.1,2023-05-05T18:30:55.112Z,2023-05-06T04:07:38Z,4252284299,213,5.2,4252284291,56,Center,4252284297,212,23.2,4252284293,140,51.1,4252284295,141,68.8,4253184805,178,,4252284289,155,,,,,a41r2ob5fhirgdwxwox6nr4yx,M. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543967617,18,8,1,0,45,8q1ul09cygzswb7tb456bmifv,1,49.3,31.5,2023-05-05T18:30:56.666Z,2023-05-06T04:07:48Z,4253184863,388,,4252827909,384,,4252284397,56,Back,,,,,,,,,,,,,,,,mgwgcv336wb93xvv0pfr6dih,J. Chabot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543967643,19,49,1,0,47,8q1ul09cygzswb7tb456bmifv,1,59.3,19.1,2023-05-05T18:30:58.227Z,2023-05-06T04:07:54Z,,,,,,,,,,,,,,,,,,,,,,,,,7rltyxkrvvfg7q1hppl631soa,J. Thielmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543967657,20,1,1,0,47,8q1ul09cygzswb7tb456bmifv,1,55.7,18.4,2023-05-05T18:30:58.340Z,2023-05-06T04:07:59Z,4252284597,213,2.3,4252284587,3,,4252284595,212,10.1,4252284593,141,29.3,4253184923,388,,4252284591,140,49.1,4252284589,56,Back,,,,7rltyxkrvvfg7q1hppl631soa,J. Thielmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543967687,21,1,1,0,49,8q1ul09cygzswb7tb456bmifv,1,55.4,28.5,2023-05-05T18:31:00.406Z,2023-05-06T04:08:04Z,4253184959,178,,4252284709,140,63.2,4252284715,213,6.0,4252284713,212,8.5,4252284711,141,25.4,4252284707,56,Center,,,,,,,ojqb7kv87o0cidbckgtg1rdh,E. Skhiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543967735,22,1,1,0,51,8q1ul09cygzswb7tb456bmifv,1,66.3,21.2,2023-05-05T18:31:02.434Z,2023-05-06T04:08:18Z,4252284961,140,63.7,4252284959,56,Right,4252284967,213,4.4,4252284963,141,7.4,4252284965,212,9.8,4253185137,178,,,,,,,,55z0yap5tml66nes2cchg7ahh,F. Kainz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543967743,23,1,1,0,52,8q1ul09cygzswb7tb456bmifv,0,63.7,7.4,2023-05-05T18:31:03.543Z,2023-05-06T04:08:22Z,4253185151,178,,4252284985,56,Right,4252285051,236,,4252284991,212,1.5,4252284987,140,64.7,4252285057,286,,4252284989,141,5.9,4252285053,233,11,bkonv3y0vn24mpn6j8abjtux,D. Ljubičić,4252284993,213,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543967721,11,74,1,0,52,7ad69ngbpjuyzv96drf8d9sn2,1,35.4,93.6,2023-05-05T18:31:03.633Z,2023-05-06T04:08:29Z,4252284889,56,Back,4253185211,178,,4252285079,233,23,4252284891,285,,,,,,,,,,,,,,a41r2ob5fhirgdwxwox6nr4yx,M. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543967737,12,5,1,0,54,7ad69ngbpjuyzv96drf8d9sn2,0,34.2,101.6,2023-05-05T18:31:05.464Z,2023-05-06T04:08:35Z,4252284973,347,,4252284971,56,Back,4252285343,233,24,,,,,,,,,,,,,,,,a41r2ob5fhirgdwxwox6nr4yx,M. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543967791,24,5,1,0,54,8q1ul09cygzswb7tb456bmifv,1,65.8,-1.6,2023-05-05T18:31:05.464Z,2023-05-06T04:08:34Z,4252285295,233,12,4252285255,347,,4252285253,56,Right,,,,,,,,,,,,,,,,bkonv3y0vn24mpn6j8abjtux,D. Ljubičić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543967969,25,1,1,1,10,8q1ul09cygzswb7tb456bmifv,1,72.3,0,2023-05-05T18:31:22.010Z,2023-05-06T04:08:40Z,4252286209,140,56.8,4252286205,107,,4252286207,56,Right,4252286213,212,18.3,4252286215,213,2.7,4252286211,141,10.5,,,,,,,38knnji3m4qg6pqohph35n74l,B. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543967997,26,1,1,1,14,8q1ul09cygzswb7tb456bmifv,1,56.8,10.5,2023-05-05T18:31:25.252Z,2023-05-06T04:09:01Z,4252286351,141,45.7,4252286355,213,2.0,4252286353,212,27.0,4252286347,56,Back,4252286349,140,45.0,4253185505,178,,,,,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543968039,27,1,1,1,16,8q1ul09cygzswb7tb456bmifv,1,45,45.7,2023-05-05T18:31:27.184Z,2023-05-06T04:09:06Z,4252286567,212,26.1,4253185569,178,,4252286561,56,Back,4252286569,213,4.5,4252286565,141,8.0,4252286563,140,40.4,,,,,,,mgwgcv336wb93xvv0pfr6dih,J. Chabot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543968061,28,1,1,1,19,8q1ul09cygzswb7tb456bmifv,1,40.4,8,2023-05-05T18:31:30.172Z,2023-05-06T04:09:12Z,4252286677,213,6.0,4252286669,56,Right,4252286671,140,53.9,4252286673,141,2.1,4252286675,212,14.7,4253185595,178,,,,,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543968107,29,1,1,1,20,8q1ul09cygzswb7tb456bmifv,0,53.9,2.1,2023-05-05T18:31:31.951Z,2023-05-06T04:09:16Z,4252286891,212,11.4,4252286893,213,6.0,4252286885,56,Right,4252286889,141,0.0,4253185615,178,,4252286887,140,64.4,4252828599,155,,,,,38knnji3m4qg6pqohph35n74l,B. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543968113,13,5,1,1,23,7ad69ngbpjuyzv96drf8d9sn2,1,37,102,2023-05-05T18:31:34.177Z,2023-05-06T04:09:18Z,4252286905,347,,4252286903,56,Back,4252286933,233,30,,,,,,,,,,,,,,,,a41r2ob5fhirgdwxwox6nr4yx,M. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543968111,30,5,1,1,23,8q1ul09cygzswb7tb456bmifv,0,63,-2,2023-05-05T18:31:34.177Z,2023-05-06T04:09:18Z,4252286899,56,Right,4252286901,347,,4252286965,233,13,,,,,,,,,,,,,,,,38knnji3m4qg6pqohph35n74l,B. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543968187,14,1,1,1,29,7ad69ngbpjuyzv96drf8d9sn2,1,38.7,100,2023-05-05T18:31:40.260Z,2023-05-06T04:09:28Z,4252287249,213,3.4,4252287241,56,Back,4252287243,140,24.8,4252287245,141,95.9,4252287239,107,,4252287247,212,15.2,,,,,,,a41r2ob5fhirgdwxwox6nr4yx,M. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543968205,15,1,1,1,31,7ad69ngbpjuyzv96drf8d9sn2,1,27.9,94,2023-05-05T18:31:42.531Z,2023-05-06T04:09:39Z,4252287349,141,84.9,4252287345,56,Back,4252287347,140,39.6,4253185767,178,,4252287351,212,13.8,4252287353,213,5.8,,,,,,,4foax2b7unlkev1eq6py86lii,P. Hincapié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543968221,16,1,1,1,32,7ad69ngbpjuyzv96drf8d9sn2,1,39.6,80.5,2023-05-05T18:31:43.607Z,2023-05-06T04:09:46Z,4253185833,178,,4252287411,156,,4252287399,56,Back,4252287401,140,33.0,4252287403,141,83.9,4252287407,213,2.8,4252287405,212,7.3,,,,2k5g68ywtr79lc45wozvifqlm,F. Wirtz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543968229,17,1,1,1,33,7ad69ngbpjuyzv96drf8d9sn2,1,34.8,85.3,2023-05-05T18:31:44.538Z,2023-05-06T04:09:52Z,4252287449,140,39.4,4253185893,178,,4252287447,56,Back,4252287455,213,1.0,4252287453,212,8.7,4252287451,141,95.9,,,,,,,4tev0kk0om8cr1xbwpt8bozit,R. Andrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543968241,18,1,1,1,34,7ad69ngbpjuyzv96drf8d9sn2,1,39.4,94.8,2023-05-05T18:31:45.588Z,2023-05-06T04:09:55Z,4252287523,140,38.1,4252287525,141,87.5,4252287529,212,5.1,4252287521,56,Back,4253185903,178,,4252287533,213,4.4,,,,,,,a41r2ob5fhirgdwxwox6nr4yx,M. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543968291,19,1,1,1,35,7ad69ngbpjuyzv96drf8d9sn2,0,38.1,87.5,2023-05-05T18:31:46.278Z,2023-05-06T04:10:05Z,4252287771,1,,4253186003,178,,4252287765,141,79.4,4252287763,140,72.0,4252287767,212,36.0,4252287761,56,Left,4252287769,213,6.1,,,,4tev0kk0om8cr1xbwpt8bozit,R. Andrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543968295,31,49,1,1,39,8q1ul09cygzswb7tb456bmifv,1,30.6,24.8,2023-05-05T18:31:50.534Z,2023-05-06T04:10:24Z,,,,,,,,,,,,,,,,,,,,,,,,,mgwgcv336wb93xvv0pfr6dih,J. Chabot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543968345,32,1,1,1,39,8q1ul09cygzswb7tb456bmifv,1,29.8,25.1,2023-05-05T18:31:50.585Z,2023-05-06T04:10:29Z,4253186245,178,,4252288059,212,25.8,4252288061,213,2.6,4252288055,140,9.0,4252288049,56,Back,4252288057,141,45.2,,,,,,,mgwgcv336wb93xvv0pfr6dih,J. Chabot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543968389,33,1,1,1,43,8q1ul09cygzswb7tb456bmifv,1,8.1,51.9,2023-05-05T18:31:54.527Z,2023-05-06T04:10:33Z,4252288283,140,14.5,4253186295,178,,4252288285,141,84.3,4252288289,213,1.3,4252288281,56,Back,4252288287,212,23.0,,,,,,,4zfgh6wq7svx418tzwf0gfavp,M. Schwäbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543968421,34,1,1,1,46,8q1ul09cygzswb7tb456bmifv,0,14.4,85.1,2023-05-05T18:31:57.328Z,2023-05-06T04:10:43Z,4252288465,141,59.0,4252288463,140,42.0,4252288459,155,,4252288461,56,Back,4252288469,213,5.7,4252288473,1,,4252288467,212,34.0,4253186387,178,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543968433,20,1,1,1,48,7ad69ngbpjuyzv96drf8d9sn2,1,54.9,43.3,2023-05-05T18:31:59.535Z,2023-05-06T06:53:00Z,4252288555,213,5.2,4252288553,212,11.4,4252288551,141,28.5,4252288539,3,,4253282219,178,,4252288543,56,Center,4252288549,140,59.9,,,,4tev0kk0om8cr1xbwpt8bozit,R. Andrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543968435,21,49,1,1,49,7ad69ngbpjuyzv96drf8d9sn2,1,60,28.8,2023-05-05T18:32:01.112Z,2023-05-06T04:10:56Z,,,,,,,,,,,,,,,,,,,,,,,,,7w63iqek6hmnizlirurla1cr9,N. Amiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543968453,22,1,1,1,50,7ad69ngbpjuyzv96drf8d9sn2,1,63.4,30.1,2023-05-05T18:32:02.037Z,2023-05-06T04:11:02Z,4253186541,178,,4252288657,213,1.0,4252288649,56,Center,4252288651,140,67.2,4252288653,141,38.8,4252288655,212,7.1,,,,,,,7w63iqek6hmnizlirurla1cr9,N. Amiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
