id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/15/value,qualifier/16/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId
2484533771,1,34,16,0,0,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2022-11-12T13:36:53.372Z,2022-11-12T14:33:40Z,3910113537,194,cm8po8ez5w9ms01gid6w3kwk5,3910113535,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3910113527,30,"cm8po8ez5w9ms01gid6w3kwk5, arwidogdfccsjv8fxa1veezf9, 9uthj64y9f77y63tq7did539x, 6ki6rv564ybctrajr2xtgyeax, elh8kttxq9xfpoqfmpxv9jr2t, 6yhylu5q0y924amgv7vlodkgl, f3v95yyj6j7h7qpprxm4zlre1, 7hnmtyfmurizitwz1whecjnmy, ew18qvvupaejxubhqmxmbd39x, e8ekkg0yayhhmmhinl0v9une, 5pousbiuqbus68yekd0mhc5pl, shbxc528h0udd6rdf3ax2itx, 9dnrpl2c7n769i8nbfnboq2tx, dh15r2p7e0c5cwezilhq3fi6t, 8um4xh0ekvr4q6uti3ksld8q2, 5neiwdz7rtkhzj0cneic4xcoa, 65v1s740zfmpwkc0z1v3aisd0, 6sj31v61vtwwxe5hhwkj80g7o, 1yjv2fht4kuph088zlgwfwup6, 8eo408aiejtu89vvkjgwb52c4",3910298499,197,3794,3910113539,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3910113529,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3910113531,59,"1, 29, 11, 5, 22, 25, 8, 13, 27, 33, 14, 3, 7, 12, 20, 26, 35, 39, 44, 48",3910113533,130,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484534543,1,34,16,0,0,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2022-11-12T13:37:58.118Z,2022-11-12T14:28:06Z,3910117271,130,5,3910117273,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3910296601,197,8139,3910117277,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3910117267,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3910117265,30,"bfpax581lm91ebz4xgz40a191, 2mwe6l0eu1tisri3eu26fx8x6, 76h7b6dhpyotolq68f84lqifp, 6384gzzxuxs6pvmrn8qx4d7u1, fr9ac60188vlmtbrcddhxii1, dodddfi0l5i36vlgbaybhzeqy, 23l48u4w5nj4036whjm3s49gp, d2ykrr75737c8bzlwhjj90vkl, b8if5dg0k9prjik99aiutewh5, acxwc7xxrtyssiy390t859kgl, b7cso5zljdvzfila9zd4fz4ve, 7e7w34imugzsufvytjxytupd5, 3es8fg7y59lckypu11i68q6s5, 53ozrqkupvt2iyi2xg0swf7px, 40rzvcdss138e6futx3bht3o5, 9i46dpapurzdzvd7nz3be7kl, 8ri0md3tr27a1bn10xmfkgsus, bjhgmcai5irlexe7oa1g0e5sl, 4sd2zs6d5cd4d9n3oo54lglat, 6fwp35py11q0xy2k27hp7y6wa",3910117275,194,acxwc7xxrtyssiy390t859kgl,3910117269,59,"1, 2, 6, 22, 3, 5, 20, 31, 33, 27, 16, 4, 7, 12, 15, 17, 18, 29, 32, 35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484569913,2,32,1,0,0,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2022-11-12T14:30:08.653Z,2022-11-12T14:30:08Z,3910305971,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484569933,2,32,1,0,0,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2022-11-12T14:30:08.653Z,2022-11-13T01:34:06Z,3910306093,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484569987,3,1,1,0,0,4l9mrqzmajz5crzlz50mtbt6x,1,49.8,50.1,2022-11-12T14:30:08.923Z,2022-11-13T01:51:45Z,3910306337,56,Center,3910306341,141,51.2,3910306343,212,3.0,3910306339,140,52.6,3912902825,178,,3910306347,279,S,3910306345,213,0.2,,,,f3v95yyj6j7h7qpprxm4zlre1,D. Geiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484569993,3,45,1,0,2,a8l3w3n0j99qjlsxj3jnmgkz1,0,44.8,50.3,2022-11-12T14:30:10.713Z,2022-11-13T01:51:49Z,3910306485,233,4,3910306381,56,Back,3910306383,285,,,,,,,,,,,,,,,,,d2ykrr75737c8bzlwhjj90vkl,Y. Gerhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484569991,4,3,1,0,2,4l9mrqzmajz5crzlz50mtbt6x,1,55.2,49.7,2022-11-12T14:30:10.713Z,2022-11-13T01:51:49Z,3910306379,286,,3912740539,465,,3912903391,178,,3910306377,56,Center,3910306475,233,3,,,,,,,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484569999,5,1,1,0,2,4l9mrqzmajz5crzlz50mtbt6x,0,56.3,48.9,2022-11-12T14:30:11.212Z,2022-11-13T01:51:53Z,3910306399,56,Center,3912903453,178,,3910306407,213,6.0,3910306405,212,9.1,3910306401,140,64.7,3910306403,141,45.6,,,,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570015,4,49,1,0,2,a8l3w3n0j99qjlsxj3jnmgkz1,1,38.8,55.7,2022-11-12T14:30:11.464Z,2022-11-13T01:51:59Z,,,,,,,,,,,,,,,,,,,,,,,,,acxwc7xxrtyssiy390t859kgl,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570037,5,1,1,0,5,a8l3w3n0j99qjlsxj3jnmgkz1,1,41.9,68.2,2022-11-12T14:30:14.342Z,2022-11-13T01:52:02Z,3910306569,212,17.5,3912903575,178,,3910306559,56,Back,3910306567,141,88.0,3910306563,140,31.3,3910306571,213,2.3,,,,,,,acxwc7xxrtyssiy390t859kgl,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570045,6,43,1,0,7,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2022-11-12T14:30:15.754Z,2022-11-12T15:39:41Z,3910306615,56,Back,3910306623,213,2.1,3910306617,140,36.1,3910306621,212,14.8,3910306619,141,86.5,3910915669,144,1,,,,,,,d2ykrr75737c8bzlwhjj90vkl,Y. Gerhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570055,7,1,1,0,7,a8l3w3n0j99qjlsxj3jnmgkz1,1,36.1,86.5,2022-11-12T14:30:16.454Z,2022-11-13T01:52:05Z,3910306705,213,4.1,3910306697,56,Back,3910306703,212,19.1,3910306701,141,63.7,3912903631,178,,3910306699,140,25.4,,,,,,,76h7b6dhpyotolq68f84lqifp,Paulo Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570087,8,1,1,0,10,a8l3w3n0j99qjlsxj3jnmgkz1,1,21.1,53.4,2022-11-12T14:30:19.153Z,2022-11-13T01:52:12Z,3910306879,56,Back,3910306883,141,31.6,3910306881,140,19.8,3912903731,178,,3910306885,212,14.9,3910306887,213,4.6,,,,,,,dodddfi0l5i36vlgbaybhzeqy,M. van de Ven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570091,9,1,1,0,12,a8l3w3n0j99qjlsxj3jnmgkz1,0,22,26.5,2022-11-12T14:30:21.207Z,2022-11-13T01:52:16Z,3910307063,286,,3910306907,141,25.6,3910306911,213,6.1,3910307057,236,,3910306903,56,Back,3910306909,212,3.4,3910306905,140,25.2,3910307059,233,6,fr9ac60188vlmtbrcddhxii1,S. Bornauw,3912903789,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570101,6,74,1,0,12,4l9mrqzmajz5crzlz50mtbt6x,1,77,79.2,2022-11-12T14:30:21.282Z,2022-11-13T01:52:23Z,3910307001,285,,3912903889,178,,3910307069,233,9,3910306999,56,Left,,,,,,,,,,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485024177,750,3,1,0,14,a8l3w3n0j99qjlsxj3jnmgkz1,1,19.3,8.1,2022-11-12T14:30:23.103Z,2022-11-13T09:23:34Z,3912741165,56,Back,3912741167,285,,3912873905,233,914,3912903963,178,,3912741221,464,,,,,,,,,,,2mwe6l0eu1tisri3eu26fx8x6,K. Fischer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485024179,914,45,1,0,14,4l9mrqzmajz5crzlz50mtbt6x,0,80.7,91.9,2022-11-12T14:30:23.103Z,2022-11-13T09:23:35Z,3912741169,56,Left,3912873909,233,750,3912741171,286,,,,,,,,,,,,,,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485136537,1541,83,1,0,14,4l9mrqzmajz5crzlz50mtbt6x,1,77.5,89.5,2022-11-12T14:30:23.356Z,2022-11-13T09:25:49Z,3913312519,399,514716,,,,,,,,,,,,,,,,,,,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570165,10,43,1,0,15,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2022-11-12T14:30:24.235Z,2022-11-12T14:39:34Z,3910307327,285,0,3910307325,56,Back,3910360457,144,50,,,,,,,,,,,,,,,,2mwe6l0eu1tisri3eu26fx8x6,K. Fischer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570137,7,43,1,0,15,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2022-11-12T14:30:24.236Z,2022-11-12T14:39:33Z,3910307231,286,0,3910360345,144,7,3910307229,56,Left,3910307385,233,10,,,,,,,,,,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570207,11,1,1,0,19,a8l3w3n0j99qjlsxj3jnmgkz1,1,3.6,5.5,2022-11-12T14:30:27.722Z,2022-11-13T01:52:37Z,3912904055,178,,3910307593,141,11.4,3910307591,140,11.1,3910307589,56,Back,3910307595,212,8.8,3910307597,213,0.5,,,,,,,2mwe6l0eu1tisri3eu26fx8x6,K. Fischer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570221,12,1,1,0,20,a8l3w3n0j99qjlsxj3jnmgkz1,0,11.6,6.5,2022-11-12T14:30:29.493Z,2022-11-13T01:52:40Z,3910307651,56,Back,3910307653,140,26.0,3910307657,212,15.2,3910307655,141,3.8,3912904097,178,,3910307659,213,6.2,,,,,,,fr9ac60188vlmtbrcddhxii1,S. Bornauw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570215,8,49,1,0,21,4l9mrqzmajz5crzlz50mtbt6x,1,74.8,96.3,2022-11-12T14:30:30.293Z,2022-11-13T01:52:44Z,,,,,,,,,,,,,,,,,,,,,,,,,7hnmtyfmurizitwz1whecjnmy,A. Stiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570243,9,1,1,0,22,4l9mrqzmajz5crzlz50mtbt6x,1,74.8,96.3,2022-11-12T14:30:31.313Z,2022-11-13T01:52:50Z,3910307779,213,4.8,3912904207,178,,3910307775,212,9.0,3910307767,140,75.6,3910307763,56,Left,3910307771,141,83.1,,,,,,,7hnmtyfmurizitwz1whecjnmy,A. Stiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570281,10,1,1,0,23,4l9mrqzmajz5crzlz50mtbt6x,1,75.6,83.1,2022-11-12T14:30:32.573Z,2022-11-13T01:52:55Z,3910307965,213,0.7,3910307961,141,93.6,3910307957,56,Left,3910307963,212,11.6,3912904277,178,,3910307959,140,84.3,,,,,,,ew18qvvupaejxubhqmxmbd39x,A. Kramarić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570293,11,1,1,0,25,4l9mrqzmajz5crzlz50mtbt6x,0,84.3,93.9,2022-11-12T14:30:34.531Z,2022-11-13T01:52:59Z,3910308027,213,4.3,3912904363,178,,3910308025,212,9.3,3910308017,155,,3910308021,140,80.8,3910308023,141,81.3,3910308019,56,Left,,,,9uthj64y9f77y63tq7did539x,Angeliño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570299,13,8,1,0,26,a8l3w3n0j99qjlsxj3jnmgkz1,1,22.4,19.7,2022-11-12T14:30:35.192Z,2022-11-13T01:53:04Z,3910308061,56,Back,3910308145,15,,3912741433,385,,3912904433,388,,,,,,,,,,,,,,6384gzzxuxs6pvmrn8qx4d7u1,F. Nmecha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570339,14,44,1,0,28,a8l3w3n0j99qjlsxj3jnmgkz1,1,24.6,29.5,2022-11-12T14:30:36.875Z,2022-11-13T09:23:09Z,3910309821,233,12,3910308259,56,Back,3910308261,285,,,,,,,,,,,,,,,,,d2ykrr75737c8bzlwhjj90vkl,Y. Gerhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570313,12,44,1,0,28,4l9mrqzmajz5crzlz50mtbt6x,0,75.4,70.5,2022-11-12T14:30:36.876Z,2022-11-13T01:53:07Z,3910309843,233,14,3910308171,56,Center,3910308173,286,,,,,,,,,,,,,,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484689441,446,1,1,0,28,a8l3w3n0j99qjlsxj3jnmgkz1,0,22.4,37.7,2022-11-12T14:30:36.970Z,2022-11-13T09:23:10Z,3910933551,56,Back,3910933573,213,3.9,3910933547,3,,3910933565,141,31.5,3912904625,388,,3910933569,212,6.4,3910933559,140,17.8,,,,d2ykrr75737c8bzlwhjj90vkl,Y. Gerhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570353,13,61,1,0,30,4l9mrqzmajz5crzlz50mtbt6x,0,83.9,72,2022-11-12T14:30:38.963Z,2022-11-13T01:53:20Z,3910308347,56,Center,3912904731,178,,,,,,,,,,,,,,,,,,,,e8ekkg0yayhhmmhinl0v9une,G. Rutter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570365,15,49,1,0,31,a8l3w3n0j99qjlsxj3jnmgkz1,1,15.9,35.1,2022-11-12T14:30:40.542Z,2022-11-13T01:53:28Z,,,,,,,,,,,,,,,,,,,,,,,,,acxwc7xxrtyssiy390t859kgl,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570419,16,1,1,0,31,a8l3w3n0j99qjlsxj3jnmgkz1,1,15.9,35.1,2022-11-12T14:30:40.553Z,2022-11-13T01:53:36Z,3910308699,56,Back,3910308701,140,3.4,3910308703,141,54.0,3910308707,213,2.4,3910308705,212,18.4,3912904931,178,,,,,,,,acxwc7xxrtyssiy390t859kgl,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570455,17,1,1,0,35,a8l3w3n0j99qjlsxj3jnmgkz1,0,5.5,60.3,2022-11-12T14:30:44.101Z,2022-11-13T01:53:41Z,3910308905,56,Back,3910308927,1,,3912905019,178,,3910308909,140,45.6,3910308923,213,0.0,3910308915,141,62.9,3910308901,155,,3910308919,212,42.1,bfpax581lm91ebz4xgz40a191,K. Casteels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570489,14,44,1,0,38,4l9mrqzmajz5crzlz50mtbt6x,1,57.1,38,2022-11-12T14:30:46.714Z,2022-11-13T09:23:11Z,3910309055,286,,3910309059,233,18,3910309053,56,Center,,,,,,,,,,,,,,,,6yhylu5q0y924amgv7vlodkgl,K. Akpoguma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570467,18,44,1,0,38,a8l3w3n0j99qjlsxj3jnmgkz1,0,42.9,62,2022-11-12T14:30:46.715Z,2022-11-13T01:53:45Z,3910309077,233,14,3910308961,285,,3910308957,56,Back,,,,,,,,,,,,,,,,b8if5dg0k9prjik99aiutewh5,Omar Marmoush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484696621,493,61,1,0,38,4l9mrqzmajz5crzlz50mtbt6x,1,58.2,41.3,2022-11-12T14:30:46.770Z,2022-11-13T09:23:11Z,3910971311,56,Center,3912905245,388,,3912905243,15,,,,,,,,,,,,,,,,,6yhylu5q0y924amgv7vlodkgl,K. Akpoguma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570525,16,49,1,0,40,4l9mrqzmajz5crzlz50mtbt6x,1,43.7,43,2022-11-12T14:30:48.923Z,2022-11-13T01:54:00Z,,,,,,,,,,,,,,,,,,,,,,,,,elh8kttxq9xfpoqfmpxv9jr2t,K. Vogt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
