id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/15/value,qualifier/16/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId
2484570491,15,43,1,0,40,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2022-11-12T14:30:49.599Z,2022-11-12T14:46:47Z,3910309057,56,Center,3910400729,144,61,,,,,,,,,,,,,,,,,,,6yhylu5q0y924amgv7vlodkgl,K. Akpoguma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570563,17,1,1,0,43,4l9mrqzmajz5crzlz50mtbt6x,1,43.7,43,2022-11-12T14:30:51.783Z,2022-11-13T01:54:17Z,3910309445,212,31.5,3910309447,213,5.3,3912905513,178,,3910309437,155,,3910309443,141,4.4,3910309441,140,60.3,3910309439,56,Right,,,,elh8kttxq9xfpoqfmpxv9jr2t,K. Vogt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570599,18,1,1,0,47,4l9mrqzmajz5crzlz50mtbt6x,1,60.2,4.7,2022-11-12T14:30:56.153Z,2022-11-13T01:54:22Z,3910309647,140,41.8,3910309645,56,Back,3910309651,212,19.6,3910309653,213,3.0,3910309649,141,9.1,3912905559,178,,,,,,,,arwidogdfccsjv8fxa1veezf9,R. Skov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570699,19,1,1,0,50,4l9mrqzmajz5crzlz50mtbt6x,1,41.4,9.7,2022-11-12T14:30:59.302Z,2022-11-13T01:54:25Z,3910310143,56,Back,3910310153,1,,3910310151,213,2.4,3912905609,178,,3910310145,140,16.0,3910310147,141,47.9,3910310149,212,37.2,,,,6yhylu5q0y924amgv7vlodkgl,K. Akpoguma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570729,20,1,1,0,54,4l9mrqzmajz5crzlz50mtbt6x,1,16,47.9,2022-11-12T14:31:02.963Z,2022-11-13T01:54:31Z,3912905699,178,,3910310289,141,74.0,3910310285,56,Back,3910310287,140,22.0,3910310291,212,18.8,3910310293,213,1.2,,,,,,,cm8po8ez5w9ms01gid6w3kwk5,O. Baumann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570749,21,1,1,0,56,4l9mrqzmajz5crzlz50mtbt6x,1,21.8,74.9,2022-11-12T14:31:05.421Z,2022-11-13T01:54:34Z,3910310379,141,63.2,3910310383,213,3.7,3910310377,140,10.0,3910310381,212,14.7,3910310375,56,Back,3912905759,178,,,,,,,,6ki6rv564ybctrajr2xtgyeax,O. Kabak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570785,22,1,1,0,58,4l9mrqzmajz5crzlz50mtbt6x,0,10,63.2,2022-11-12T14:31:06.994Z,2022-11-13T01:54:40Z,3910310591,140,55.6,3910310593,141,64.8,3912905841,178,,3910310601,1,,3910310595,212,47.9,3910310587,157,,3910310599,213,0.0,3910310589,56,Center,cm8po8ez5w9ms01gid6w3kwk5,O. Baumann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570817,19,44,1,1,1,a8l3w3n0j99qjlsxj3jnmgkz1,1,43,32,2022-11-12T14:31:10.303Z,2022-11-13T09:23:11Z,3910310753,285,,3910310751,56,Back,3910310779,233,23,,,,,,,,,,,,,,,,fr9ac60188vlmtbrcddhxii1,S. Bornauw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570791,23,44,1,1,1,4l9mrqzmajz5crzlz50mtbt6x,0,57,68,2022-11-12T14:31:10.304Z,2022-11-13T01:54:44Z,3910310831,233,19,3910310623,56,Center,3910310625,286,,,,,,,,,,,,,,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570851,20,1,1,1,1,a8l3w3n0j99qjlsxj3jnmgkz1,1,41.6,28.9,2022-11-12T14:31:10.408Z,2022-11-13T09:23:12Z,3910310901,213,6.2,3912905945,388,,3910310891,3,,3910310893,56,Center,3910310899,212,9.9,3910310897,141,28.3,3910310895,140,51.0,,,,fr9ac60188vlmtbrcddhxii1,S. Bornauw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570855,21,49,1,1,2,a8l3w3n0j99qjlsxj3jnmgkz1,1,49.5,28.8,2022-11-12T14:31:11.463Z,2022-11-13T01:54:52Z,,,,,,,,,,,,,,,,,,,,,,,,,6384gzzxuxs6pvmrn8qx4d7u1,F. Nmecha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570875,22,1,1,1,3,a8l3w3n0j99qjlsxj3jnmgkz1,1,49.5,28.8,2022-11-12T14:31:12.022Z,2022-11-13T01:54:57Z,3910311013,140,47.1,3910311011,56,Back,3912906059,178,,3910311015,141,49.7,3910311017,212,14.4,3910311019,213,1.7,,,,,,,6384gzzxuxs6pvmrn8qx4d7u1,F. Nmecha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570895,23,1,1,1,5,a8l3w3n0j99qjlsxj3jnmgkz1,1,47.1,49.7,2022-11-12T14:31:14.052Z,2022-11-13T01:55:03Z,3912906145,178,,3910311123,141,72.9,3910311115,56,Back,3910311119,140,39.2,3910311125,212,17.8,3910311129,213,2.1,,,,,,,acxwc7xxrtyssiy390t859kgl,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570957,24,1,1,1,7,a8l3w3n0j99qjlsxj3jnmgkz1,1,38.7,71.7,2022-11-12T14:31:16.554Z,2022-11-13T01:55:09Z,3910311429,141,55.1,3910311427,140,23.9,3910311425,56,Back,3912906231,178,,3910311431,212,19.2,3910311433,213,3.8,,,,,,,76h7b6dhpyotolq68f84lqifp,Paulo Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484571007,25,1,1,1,11,a8l3w3n0j99qjlsxj3jnmgkz1,1,19.7,52.7,2022-11-12T14:31:20.113Z,2022-11-13T01:55:14Z,3910311707,213,3.2,3912906283,178,,3910311703,212,13.5,3910311695,140,6.9,3910311689,56,Back,3910311699,141,51.5,,,,,,,dodddfi0l5i36vlgbaybhzeqy,M. van de Ven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484571067,26,1,1,1,14,a8l3w3n0j99qjlsxj3jnmgkz1,1,6.1,46,2022-11-12T14:31:23.285Z,2022-11-13T01:55:21Z,3910311993,213,5.2,3912906361,178,,3910311991,212,29.4,3910311989,141,7.0,3910311987,140,18.1,3910311985,56,Back,,,,,,,bfpax581lm91ebz4xgz40a191,K. Casteels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484571147,27,1,1,1,17,a8l3w3n0j99qjlsxj3jnmgkz1,1,20.3,7.3,2022-11-12T14:31:25.923Z,2022-11-13T01:55:23Z,3910312373,213,6.2,3910312371,212,22.3,3912906385,178,,3910312365,56,Back,3910312367,140,41.4,3910312369,141,3.5,,,,,,,2mwe6l0eu1tisri3eu26fx8x6,K. Fischer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484571165,28,1,1,1,18,a8l3w3n0j99qjlsxj3jnmgkz1,0,41.4,3.5,2022-11-12T14:31:27.104Z,2022-11-13T01:55:27Z,3910312435,141,24.4,3910312437,212,16.0,3910312433,140,48.5,3910312431,56,Back,3910312439,213,1.1,3912906467,178,,,,,,,,23l48u4w5nj4036whjm3s49gp,R. Baku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
