id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId
2537232409,1,34,16,0,0,dt4pinj0vw0t0cvz7za6mhmzy,1,0,0,2023-04-22T15:35:56.007Z,2023-04-22T16:31:18Z,4209374029,130,4,4209719071,197,2698,4209374033,194,cd6i7khi5wgsfsg19c9tcjydx,4209374035,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4209374027,59,"1, 26, 13, 23, 15, 4, 22, 19, 9, 21, 27, 6, 7, 11, 17, 18, 20, 25, 33, 43",4209374031,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4209374025,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4209374023,30,"9rjd95oqotnalxmv56v7p1r6d, cl6720rdjeubt0bc3su0qg3qh, 6ie5meimavc8kwohr6lrdyket, 7lai6ovwsl01gonutejt4mms5, cd6i7khi5wgsfsg19c9tcjydx, d5mck7rf48chzersephpx29d5, e83ula4wockmc2xid7185kcq2, f4qcgzveslklfi8601tep77x1, cy0lv5u16obr2ne4xiins43x1, 7q96z3aaee5jyccb8pjthi8kp, ebj6t5jqzixrnww1z7qofznu2, emvi36y613e4lqlat3wfdih9l, 2we9yak4ipkr1ljigj20puv6y, btzfq6521zl3q5uqus8ltov6d, 5irixhhyayq9yl7sb2kohjrv9, eguzzwxdm0fwocax6srpck48a, 4lcyjhvtwieshr4r3a6104qtx, 4vy3j1o829f561jf4fqum7ob9, 2jrntrq2x714pviioh3jnkted, c2mwg1uhug0pbgl72uf9b927e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537235283,1,34,16,0,0,c5hderjlkcoaze51e5wgvptk,1,0,0,2023-04-22T15:37:23.399Z,2023-04-22T16:29:17Z,4209389519,30,"7obuhegyo1qcoikt23egcsr85, e91s5lp3fvfaav8w8xi7wdx3p, byn8dfwg5zdefrca7wgn32qne, 3qy1qlzezgfkxeom5n1r9h13p, 8kqmsuo668wpuzoyyxf4o2vo5, bd4p670s36cp1dh4fadv84qcq, 78e1qvft3ser2tyayjlmemdp1, 7cdiijsvnfc7tafy0zkf4uz9, g3fgd752o63acmmuahdvppm1, f5lfo1hz7u5bk494w53arcacq, eqtsanns36za56h4pfqhbnh05, 9ed74dfr9aeuedaf63l0i7aei, az15xx7m923srf9gdbwmiyga1, abuvjv3bhb402yf8p92kucez9, 2x5f35hk2urqlgoito1vgb3yt, bgtnbojs8g884mbksh6o4wu6t, 7gni45coa4swn1i66wzpzug9h, 42eyoeidtcnf2l4eag73qp36y, f2ibn3ej2doay3b4u8ezeix62, 9j74va6ftcr9g3nan4b86l1t6",4209389523,59,"1, 24, 36, 25, 20, 35, 17, 8, 9, 26, 27, 11, 15, 18, 19, 21, 22, 30, 40, 46",4209389525,130,17,4209720401,194,78e1qvft3ser2tyayjlmemdp1,4209389521,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4209389527,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4209389529,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4209719891,197,14121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537298479,2,32,1,0,0,dt4pinj0vw0t0cvz7za6mhmzy,1,0,0,2023-04-22T16:30:37.524Z,2023-04-23T04:42:26Z,4209725865,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537298471,2,32,1,0,0,c5hderjlkcoaze51e5wgvptk,1,0,0,2023-04-22T16:30:37.524Z,2023-04-22T16:30:37Z,4209725839,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537298527,3,1,1,0,0,c5hderjlkcoaze51e5wgvptk,1,50.1,50,2023-04-22T16:30:37.686Z,2023-04-23T06:59:24Z,4209726169,212,4.5,4209726171,213,5.7,4209726167,141,46.4,4209726165,140,53.7,4209726163,56,Center,4212315927,178,,4209726173,279,S,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537298529,4,1,1,0,0,c5hderjlkcoaze51e5wgvptk,1,53.7,46.4,2023-04-22T16:30:38.134Z,2023-04-23T06:59:32Z,4209726195,141,54.0,4212316017,178,,4209726193,140,44.1,4209726199,213,2.7,4209726191,56,Back,4209726197,212,11.3,,,,,,,78e1qvft3ser2tyayjlmemdp1,S. Rode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537298581,5,1,1,0,1,c5hderjlkcoaze51e5wgvptk,1,44.1,54,2023-04-22T16:30:39.332Z,2023-04-23T06:59:38Z,4209726377,141,25.9,4209726381,213,4.4,4209726373,56,Back,4212316127,178,,4209726375,140,38.1,4209726379,212,20.1,,,,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537298609,6,1,1,0,5,c5hderjlkcoaze51e5wgvptk,0,38.1,25.9,2023-04-22T16:30:42.662Z,2023-04-23T06:59:48Z,4209726535,141,23.8,4209726533,140,75.8,4209726529,155,,4209726541,1,,4209726539,213,6.2,4209726537,212,39.6,4209726531,56,Center,4212316273,178,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537298615,3,1,1,0,7,dt4pinj0vw0t0cvz7za6mhmzy,0,22.8,83.3,2023-04-22T16:30:45.049Z,2023-04-23T16:20:55Z,4212319209,178,,4209726561,141,78.7,4209726565,213,5.4,4209726559,140,25.4,4214514739,21,,4209726557,56,Back,4209726563,212,4.2,,,,6ie5meimavc8kwohr6lrdyket,Raphaël Guerreiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537298633,7,1,1,0,8,c5hderjlkcoaze51e5wgvptk,0,76.6,24.9,2023-04-22T16:30:46.275Z,2023-04-23T07:03:56Z,4209726675,213,0.0,4209726673,212,1.9,4212321291,178,,4209726669,140,78.4,4209726671,141,25.0,4209726667,56,Center,,,,,,,f5lfo1hz7u5bk494w53arcacq,E. Ebimbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
