id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,keyPass,qualifier/11/value,qualifier/14/value
2459129399,916,67,1,0,13,8q1ul09cygzswb7tb456bmifv,1,28.8,26.6,2022-09-11T13:30:25.992Z,2022-09-12T07:13:59Z,3775676525,233,894,,,,,,,,,,,,,,,,,,,,,,cnf7quyillyf560nh14taliw9,L. Maina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459129395,894,67,1,0,13,a8d2gb2nag8fy0itbuxmcibh2,0,71.2,73.4,2022-09-11T13:30:25.993Z,2022-09-12T05:38:04Z,3775676533,233,916,,,,,,,,,,,,,,,,,,,,,,3g9riero16s160evc28u3q3u1,Diogo Leite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458704001,5,1,1,0,13,8q1ul09cygzswb7tb456bmifv,0,23.8,26.4,2022-09-11T13:30:26.095Z,2022-09-12T07:13:59Z,3773348863,56,Back,3775120731,178,,3773352219,168,,3773348867,141,39.2,3773348865,140,39.6,3773348869,212,18.7,3773348871,213,0.5,,,,cnf7quyillyf560nh14taliw9,L. Maina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458704017,6,43,1,0,15,8q1ul09cygzswb7tb456bmifv,1,0,0,2022-09-11T13:30:28.014Z,2022-09-11T13:37:39Z,3773352335,144,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459130571,966,83,1,0,16,8q1ul09cygzswb7tb456bmifv,1,30.5,44.1,2022-09-11T13:30:29.719Z,2022-09-12T05:45:00Z,3775683157,399,446776,,,,,,,,,,,,,,,,,,,,,,55z0yap5tml66nes2cchg7ahh,F. Kainz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458704083,7,1,1,0,16,a8d2gb2nag8fy0itbuxmcibh2,0,72.6,52.5,2022-09-11T13:30:29.807Z,2022-09-11T21:41:24Z,3773317227,140,100.0,3773317235,1,,3775120921,389,,3773317223,157,,3773317229,141,82.8,3773317233,213,0.6,3773317231,212,36.2,3773317225,56,Left,87jamhsc8ps9kh5432u36kjc9,P. Jaeckel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458704107,7,5,1,0,21,8q1ul09cygzswb7tb456bmifv,1,-0.8,16.1,2022-09-11T13:30:34.046Z,2022-09-11T21:41:32Z,3773317339,56,Back,3773317341,346,,3773317371,233,8,,,,,,,,,,,,,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458704093,8,5,1,0,21,a8d2gb2nag8fy0itbuxmcibh2,0,100.8,83.9,2022-09-11T13:30:34.046Z,2022-09-11T21:41:33Z,3773317271,56,Left,3773317389,233,7,3773317273,346,,,,,,,,,,,,,,,,,87jamhsc8ps9kh5432u36kjc9,P. Jaeckel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458704427,8,1,1,0,40,8q1ul09cygzswb7tb456bmifv,1,5.2,48.3,2022-09-11T13:30:53.698Z,2022-09-11T21:41:36Z,3773319177,56,Center,3773319185,213,0.2,3773319191,74,,3773319173,124,,3773319183,212,56.6,3773319179,140,57.5,3773319187,1,,3773319175,155,,4zfgh6wq7svx418tzwf0gfavp,M. Schwäbe,3773319181,141,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458704431,9,1,1,0,43,8q1ul09cygzswb7tb456bmifv,1,57.8,68,2022-09-11T13:30:56.259Z,2022-09-11T21:41:40Z,3773319203,141,58.5,3775121479,178,,3773319199,56,Center,3773319207,213,4.0,3773319201,140,52.1,3773319251,233,9,3773319205,212,8.8,,,,es3b9j6925m7m9x7cr72mn0mh,F. Dietz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459130701,980,67,1,0,44,8q1ul09cygzswb7tb456bmifv,1,51.9,58.6,2022-09-11T13:30:57.046Z,2022-09-12T07:13:59Z,3775683797,233,914,,,,,,,,,,,,,,,,,,,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459130697,914,67,1,0,44,a8d2gb2nag8fy0itbuxmcibh2,0,48.1,41.4,2022-09-11T13:30:57.047Z,2022-09-12T05:45:38Z,3775683809,233,980,,,,,,,,,,,,,,,,,,,,,,1vv29mash2uijx542ssjk666t,R. Khedira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458711311,61,1,1,0,44,8q1ul09cygzswb7tb456bmifv,0,52.6,59.5,2022-09-11T13:30:57.097Z,2022-09-12T07:14:00Z,3773354597,141,59.8,3773354589,56,Center,3773354959,233,9,3773354963,286,,3773354593,140,54.5,3775121681,178,,3773354599,212,2.0,3773354603,213,0.1,21vfv10e7fh6b2xtcu55ihn11,J. Hector,3773354957,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458704435,9,74,1,0,44,a8d2gb2nag8fy0itbuxmcibh2,1,46.9,40.6,2022-09-11T13:30:57.143Z,2022-09-11T22:54:17Z,3773319213,285,,3773319283,233,61,3775121877,178,,3773319211,56,Back,,,,,,,,,,,,,1vv29mash2uijx542ssjk666t,R. Khedira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458704453,10,49,1,0,46,a8d2gb2nag8fy0itbuxmcibh2,1,36.9,22.7,2022-09-11T13:30:59.315Z,2022-09-11T21:42:10Z,,,,,,,,,,,,,,,,,,,,,,,,,52t6t7cdsr0fjs9ukmwo9y7rp,C. Trimmel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458704509,11,1,1,0,46,a8d2gb2nag8fy0itbuxmcibh2,0,36.9,22.7,2022-09-11T13:30:59.340Z,2022-09-11T21:42:36Z,3775122949,178,,3773319631,213,0.6,3773319625,140,78.2,3773319633,1,,3773319629,212,54.4,3773319623,56,Center,3773319627,141,71.1,3773319621,155,,52t6t7cdsr0fjs9ukmwo9y7rp,C. Trimmel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458704523,10,1,1,0,51,8q1ul09cygzswb7tb456bmifv,1,20.8,23,2022-09-11T13:31:04.071Z,2022-09-11T21:42:51Z,3773319697,140,25.7,3775123389,388,,3773319701,212,11.2,3773319699,141,8.3,3773359843,3,,3773319695,56,Back,3773319703,213,5.2,,,,4w8nqkhp6v62vs319a7qckfs9,L. Kilian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458712431,63,49,1,0,53,8q1ul09cygzswb7tb456bmifv,1,29.9,6.6,2022-09-11T13:31:06.607Z,2022-09-11T21:43:00Z,,,,,,,,,,,,,,,,,,,,,,,,,38knnji3m4qg6pqohph35n74l,B. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458704595,11,50,1,0,54,8q1ul09cygzswb7tb456bmifv,1,28.8,6.4,2022-09-11T13:31:07.608Z,2022-09-11T21:43:14Z,3773364277,233,83,3773319997,56,Back,3773362597,285,,,,,,,,,,,,,,,,,38knnji3m4qg6pqohph35n74l,B. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458712703,83,7,1,0,54,a8d2gb2nag8fy0itbuxmcibh2,1,71.2,93.6,2022-09-11T13:31:07.697Z,2022-09-11T21:43:25Z,3773364243,233,11,3773364235,56,Left,3774341591,383,,3773364237,286,,3775124273,178,,,,,,,,,,,5xhjvappzv6swoof5qpi0yj9,J. Siebatcheu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458704627,12,1,1,0,56,a8d2gb2nag8fy0itbuxmcibh2,0,67.7,94.1,2022-09-11T13:31:09.327Z,2022-09-11T21:43:44Z,3773320197,3,,3773320205,141,91.5,3773320211,212,11.0,3773320199,56,Left,3773320215,213,6.1,3775124763,178,,3773320201,140,78.0,,,,cl6720rdjeubt0bc3su0qg3qh,J. Ryerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458704617,12,1,1,0,57,8q1ul09cygzswb7tb456bmifv,0,28.9,10.1,2022-09-11T13:31:10.620Z,2022-09-11T21:43:49Z,3773320135,56,Back,3773320141,212,7.7,3773320143,213,0.2,3775124897,178,,3773320139,141,12.0,3773320133,3,,3773320137,140,36.1,,,,38knnji3m4qg6pqohph35n74l,B. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458704649,13,43,1,0,59,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2022-09-11T13:31:12.020Z,2022-09-11T14:33:07Z,3773320313,140,68.0,3773596935,144,1,3773320309,3,0,3773320317,212,10.5,3773320311,56,Left,3773320315,141,91.8,3773320319,213,3.1,,,,5xhjvappzv6swoof5qpi0yj9,J. Siebatcheu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458704651,14,1,1,0,59,a8d2gb2nag8fy0itbuxmcibh2,0,68,91.8,2022-09-11T13:31:12.047Z,2022-09-11T21:43:54Z,3773320341,213,5.8,3773320335,141,85.1,3773320337,212,10.5,3773320331,56,Left,3773320333,140,77.0,3773320329,3,,3775125039,178,,,,,3g9riero16s160evc28u3q3u1,Diogo Leite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459130845,986,67,1,0,59,8q1ul09cygzswb7tb456bmifv,1,31.8,17,2022-09-11T13:31:12.661Z,2022-09-12T07:14:00Z,3775684675,233,920,,,,,,,,,,,,,,,,,,,,,,3saz8njlttx2i4ospcwmmaqga,E. Martel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459130843,920,67,1,0,59,a8d2gb2nag8fy0itbuxmcibh2,0,68.2,83,2022-09-11T13:31:12.662Z,2022-09-12T05:46:31Z,3775684683,233,986,,,,,,,,,,,,,,,,,,,,,,24vavcwn4hco5je9kdu9ciwgl,J. Haberer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458716935,102,8,1,1,0,8q1ul09cygzswb7tb456bmifv,1,31.6,19.4,2022-09-11T13:31:12.967Z,2022-09-12T07:14:01Z,3773385587,56,Back,3774342819,384,,3775125495,178,,,,,,,,,,,,,,,,,3saz8njlttx2i4ospcwmmaqga,E. Martel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458704701,13,61,1,1,1,8q1ul09cygzswb7tb456bmifv,0,34.9,6.1,2022-09-11T13:31:14.847Z,2022-09-11T21:44:34Z,3775126279,178,,3773320567,56,Back,,,,,,,,,,,,,,,,,,,cnf7quyillyf560nh14taliw9,L. Maina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458704715,15,49,1,1,2,a8d2gb2nag8fy0itbuxmcibh2,1,62.4,95.6,2022-09-11T13:31:15.607Z,2022-09-11T21:44:40Z,,,,,,,,,,,,,,,,,,,,,,,,,cl6720rdjeubt0bc3su0qg3qh,J. Ryerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458704791,16,1,1,1,5,a8d2gb2nag8fy0itbuxmcibh2,1,52,97.5,2022-09-11T13:31:17.932Z,2022-09-11T21:44:44Z,3773321029,213,3.2,3773321015,140,29.3,3773321019,141,96.0,3773321025,212,23.9,3775126559,178,,3773321011,56,Back,,,,,,,cl6720rdjeubt0bc3su0qg3qh,J. Ryerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458704841,17,1,1,1,7,a8d2gb2nag8fy0itbuxmcibh2,1,26.8,91.8,2022-09-11T13:31:20.367Z,2022-09-11T21:44:50Z,3773321317,141,62.0,3773321321,213,4.3,3773321313,56,Back,3775126695,178,,3773321319,212,21.8,3773321315,140,19.2,,,,,,,cab22ojcuhdzdwmbtl20n8i51,R. Knoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458704867,18,1,1,1,9,a8d2gb2nag8fy0itbuxmcibh2,1,19.2,62,2022-09-11T13:31:22.796Z,2022-09-11T21:44:53Z,3773321459,212,22.1,3773321455,140,26.2,3773321461,213,5.1,3775126763,178,,3773321457,141,31.4,3773321453,56,Back,,,,,,,7446u69ki15qcyq2jtszacm3t,L. Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458704905,19,1,1,1,12,a8d2gb2nag8fy0itbuxmcibh2,1,26.1,28.7,2022-09-11T13:31:25.534Z,2022-09-11T21:45:02Z,3773321681,140,28.5,3773321687,213,4.9,3773321683,141,4.7,3773321679,56,Back,3775127035,178,,3773321685,212,16.5,,,,,,,87jamhsc8ps9kh5432u36kjc9,P. Jaeckel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458704975,20,1,1,1,15,a8d2gb2nag8fy0itbuxmcibh2,0,29.5,4.6,2022-09-11T13:31:28.119Z,2022-09-11T21:46:58Z,3773322033,213,0.0,3773322029,141,7.0,3773322031,212,43.2,3773322025,56,Right,3773322035,1,,3773322027,140,70.6,3775130655,178,,3773322023,155,,52t6t7cdsr0fjs9ukmwo9y7rp,C. Trimmel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458704947,14,44,1,1,17,8q1ul09cygzswb7tb456bmifv,1,34.3,88.2,2022-09-11T13:31:30.416Z,2022-09-12T07:14:01Z,3773321885,56,Back,3773321887,285,,3773322161,233,21,,,,,,,,,,,,,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458704987,21,44,1,1,17,a8d2gb2nag8fy0itbuxmcibh2,0,65.7,11.8,2022-09-11T13:31:30.417Z,2022-09-11T21:47:03Z,3773322075,56,Right,3773322079,286,,3773322189,233,14,,,,,,,,,,,,,,,,cywgibmici8hwp1ad1nhk3ufp,S. Becker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458704963,15,1,1,1,17,8q1ul09cygzswb7tb456bmifv,0,34,79.6,2022-09-11T13:31:30.487Z,2022-09-12T07:14:01Z,3775131577,388,,3773321965,140,35.5,3773321971,213,0.7,3773321969,212,2.0,3773321963,56,Back,3773321967,141,81.4,3773321961,3,,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458896791,878,61,1,1,17,a8d2gb2nag8fy0itbuxmcibh2,1,65.7,13.3,2022-09-11T13:31:30.527Z,2022-09-11T21:52:55Z,3774348809,56,Right,3775142529,388,,3775142527,15,,,,,,,,,,,,,,,,,cywgibmici8hwp1ad1nhk3ufp,S. Becker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458705039,22,61,1,1,18,a8d2gb2nag8fy0itbuxmcibh2,0,53.6,18.2,2022-09-11T13:31:31.447Z,2022-09-11T21:53:12Z,3773322327,56,Right,3775142981,21,,3775135993,178,,,,,,,,,,,,,,,,,f0x3pa532agezdjdzcsp94l49,A. Schäfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458704979,16,49,1,1,19,8q1ul09cygzswb7tb456bmifv,1,39.8,90.5,2022-09-11T13:31:32.447Z,2022-09-11T21:53:21Z,,,,,,,,,,,,,,,,,,,,,,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458705021,17,1,1,1,19,8q1ul09cygzswb7tb456bmifv,1,39.8,90.5,2022-09-11T13:31:32.568Z,2022-09-11T21:52:26Z,3775141471,178,,3773322243,56,Back,3773322247,141,92.8,3773322245,140,45.1,3773322251,213,0.3,3773322249,212,5.8,,,,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458705035,18,1,1,1,21,8q1ul09cygzswb7tb456bmifv,1,45.1,92.8,2022-09-11T13:31:34.296Z,2022-09-11T21:53:27Z,3773322313,212,12.2,3775143593,178,,3773322309,140,35.6,3773322311,141,82.4,3773322333,156,,3773322315,213,3.8,3773322307,56,Back,,,,f239q43hdwrm7u7mu5jqyk91x,K. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458705129,19,1,1,1,23,8q1ul09cygzswb7tb456bmifv,1,35.6,82.4,2022-09-11T13:31:36.174Z,2022-09-11T21:53:30Z,3773322801,213,6.1,3773322799,212,20.1,3773322795,140,54.4,3775143735,178,,3773322791,155,,3773322797,141,77.2,3773322793,56,Center,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458705155,20,1,1,1,26,8q1ul09cygzswb7tb456bmifv,0,57.3,76.2,2022-09-11T13:31:39.511Z,2022-09-11T21:53:36Z,3773322965,141,73.9,3773322969,213,6.2,3775143929,178,,3773322963,140,87.2,3773322961,56,Center,3773322967,212,31.4,,,,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458705177,23,49,1,1,30,a8d2gb2nag8fy0itbuxmcibh2,1,13.2,23,2022-09-11T13:31:42.942Z,2022-09-11T21:53:41Z,,,,,,,,,,,,,,,,,,,,,,,,,3g9riero16s160evc28u3q3u1,Diogo Leite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458705221,24,1,1,1,30,a8d2gb2nag8fy0itbuxmcibh2,1,13.2,23,2022-09-11T13:31:43.047Z,2022-09-11T21:53:52Z,3773323245,140,3.4,3773323251,213,2.4,3773323249,212,13.5,3775144393,178,,3773323243,56,Back,3773323247,141,35.8,,,,,,,3g9riero16s160evc28u3q3u1,Diogo Leite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458705229,25,1,1,1,31,a8d2gb2nag8fy0itbuxmcibh2,1,3.4,35.8,2022-09-11T13:31:44.387Z,2022-09-11T21:53:58Z,3773323289,141,30.7,3773323291,212,14.4,3773323293,213,6.0,3775144533,178,,3773323285,140,16.7,3773323281,56,Back,,,,,,,7446u69ki15qcyq2jtszacm3t,L. Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458705243,26,1,1,1,32,a8d2gb2nag8fy0itbuxmcibh2,1,16.7,30.7,2022-09-11T13:31:45.369Z,2022-09-11T21:54:04Z,3773323375,141,20.3,3775144773,178,,3773323379,213,3.7,3773323373,140,6.8,3773323371,56,Back,3773323377,212,12.6,,,,,,,cab22ojcuhdzdwmbtl20n8i51,R. Knoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458705341,27,1,1,1,35,a8d2gb2nag8fy0itbuxmcibh2,1,7.3,22.1,2022-09-11T13:31:48.699Z,2022-09-11T21:54:08Z,3773323859,213,1.9,3773323855,141,40.3,3775144875,178,,3773323857,212,13.1,3773323851,56,Back,3773323853,140,3.1,,,,,,,3g9riero16s160evc28u3q3u1,Diogo Leite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
