id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/12/value,keyPass,qualifier/13/value,assist,qualifier/15/value,qualifier/16/value,qualifier/20/id,qualifier/20/qualifierId
2533134399,1,34,16,0,0,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2023-04-14T17:32:54.014Z,2023-04-14T18:29:50Z,4187680003,30,"1sjt0nj0232gu88x50c3d16nd, djggrnjp9s4p2mlbzhx6arbh1, 2ebiw2w6d76sttjh8n8871kgl, 6mijfayg3juwbk0u95h9gd8x6, djpsc1fvcnrh61c071t00gmad, 1zo6iikznwkd2vuhqykt7jw7p, eg9xhi6wfp1duf01pcsn8vfmd, 6hgj78mr8wy2i5izf8x10ij11, a7x5shoc3g4ne9has4hys20ut, 5cw4n6kdaa7imeyaiuo2pnq39, b8i5atg67th49tfd1xeh6z9hx, c2bhdypnqifsl8eiovtfdmyg9, 48xfkorlx0hu677np4669wbth, 9j1fd0mz39tl1h5che3f357md, 88unrmh29io1zmqzxwjzuqtm2, drv9wksjusdgp1np315rokzit, 6q2mf0qrkt51z28b46wltxal1, cfdgq8thcoghlh5d0s0pzb1sl, du9vq193cqx7gmve30eijws15, ce2pidh4dpd1ccozn2lm3qtw5",4187857941,194,2ebiw2w6d76sttjh8n8871kgl,4187680011,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4187680005,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4187680009,130,12,4187680007,59,"1, 23, 21, 31, 20, 5, 29, 27, 19, 14, 6, 3, 7, 8, 12, 16, 17, 18, 24, 34",4187680013,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4187857943,197,9936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533134689,1,34,16,0,0,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2023-04-14T17:33:36.298Z,2023-04-14T18:38:57Z,4187681501,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4187681493,30,"8td0ccul6gf7r5benk1pxqrx1, f3xm12deg7xf3g2n3yk11npat, w2jovd0ta6to004lvlri5gtm, 9taxidttdt94nmvc3mqhqq0ut, bm5w5xsbbflm26pdhmejwgvs9, bjjll8tgbxink1ly3gmw5w4ph, 8prrhz0d1i4vxkhgro8p42bxl, 8n0dskalmx94ofiq6jewa22tx, 9xl238e13utd2ondzqi51ka1h, 7lohomjw8xbl5eymcqhrtytw5, 6b7p3ncup75mpop91n0u1mw2d, 8kydif03gk6apce8xwl9w3ht5, 64x38pccgfsuz4ywoveh2ksbu, dgysidzshgxqm3jegaihwi5wq, bax0ggbhejk7kpcezkyg3hai2, dvo2f7d0yosn404wsrsgeprdh, 6oaqk4pdojnlefa3zubsysmvp, at2rbigl1d8bsjw2u6lhfcatx, 24w7jq5qou30k8f76lmr20ju2, ex7y8oe78ewwmibz41qbmwhxx",4187681497,59,"1, 27, 41, 30, 25, 35, 20, 8, 9, 24, 11, 2, 3, 6, 10, 13, 18, 19, 21, 26",4187681499,130,8,4187681495,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4187855707,194,8n0dskalmx94ofiq6jewa22tx,4187855709,197,6345,4187681503,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533168645,2,32,1,0,0,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2023-04-14T18:31:12.610Z,2023-04-15T01:09:52Z,4187862537,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533168631,2,32,1,0,0,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2023-04-14T18:31:12.610Z,2023-04-14T18:31:12Z,4187862465,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533168669,3,1,1,0,0,f0w62l8zql3tukxsy8fqwp72x,1,50.1,50,2023-04-14T18:31:12.745Z,2023-04-15T03:51:32Z,4188858701,178,,4187862711,141,54.8,4187862707,56,Back,4187862709,140,32.7,4187862713,212,18.6,4187862717,279,S,4187862715,213,3.0,,,,b8i5atg67th49tfd1xeh6z9hx,T. Ciğerci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533168679,4,1,1,0,2,f0w62l8zql3tukxsy8fqwp72x,0,34.4,50.3,2023-04-14T18:31:15.448Z,2023-04-15T03:51:36Z,4187862785,141,23.4,4187862789,213,5.8,4187862787,212,40.3,4187862779,157,,4187862783,140,68.6,4187862791,1,,4188858765,178,,4187862781,56,Center,6mijfayg3juwbk0u95h9gd8x6,M. Dárdai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533168701,3,61,1,0,5,cz4a6wmzx2obyisadhgaccx7b,1,22.8,74.2,2023-04-14T18:31:17.910Z,2023-04-15T03:51:58Z,4187862919,56,Back,4188859039,178,,4188859037,21,,,,,,,,,,,,,,,,,w2jovd0ta6to004lvlri5gtm,H. Matriciani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533351923,758,43,1,0,6,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2023-04-14T18:31:19.237Z,2023-04-15T04:41:21Z,4188907843,144,67,4188880433,233,752,,,,,,,,,,,,,,,,,,,bjjll8tgbxink1ly3gmw5w4ph,M. Kamiński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533351921,752,43,1,0,6,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2023-04-14T18:31:19.238Z,2023-04-15T04:41:20Z,4188907833,144,67,4188880455,233,758,,,,,,,,,,,,,,,,,,,5cw4n6kdaa7imeyaiuo2pnq39,D. Lukébakio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533168721,4,1,1,0,6,cz4a6wmzx2obyisadhgaccx7b,0,22.9,63.6,2023-04-14T18:31:19.258Z,2023-04-15T04:38:30Z,4187863019,140,44.5,4187863017,56,Back,4187863015,157,,4187863025,213,0.4,4187863027,1,,4187863023,212,24.6,4187863021,141,77.8,4188859177,178,,bjjll8tgbxink1ly3gmw5w4ph,M. Kamiński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
