id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2460585503,1,34,16,0,0,1c7qokc1j5z50cjj4tcu32haa,1,0,0,2022-09-16T17:33:18.142Z,2022-09-16T18:33:42Z,3783384365,130,17,3783384359,30,"ci1nu5z8aiiikco8af0zk1lud, 6uurhe88nry4hyelll8ifzd91, eh9sh9aa10zrp80l6e4l0c7h1, cjok1odm3twxo7sqye3hua6eh, bvifdvoxv9e8nq8qe37c0gvrp, 4baqlwfu312pctopy1cx6s2c5, l469vtpe0jbgg5sq1v2e67e1, d608s0948uh3owqee7t0en7px, dzolxp2oixtakcrqfyibpu76d, d9q12xp4h8nhtjxl5il3vufh1, bwqqecmqm76v5b83v1cz891p1, d2gbcc336c4zatpiif4cvm2fp, 2w76r8guf9sacoriu0ivytyax, az7owi5t4bclkamjsjuyxzv1l, 4rgz5z372h6sbwhpxl69cb6c5, 24w7jq5qou30k8f76lmr20ju2, 6u47fsriz3ejlf72hxtsew5bd, amd4rodp6senk2c1mmlsqozpx, 84uzswqtdoq56g034rg0kk16, 74n6zo57y4h14zll0p5ncm3ca",3783384371,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3783384367,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3783384361,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3783384369,194,4baqlwfu312pctopy1cx6s2c5,3783384363,59,"27, 20, 3, 5, 16, 30, 8, 31, 9, 10, 7, 1, 4, 6, 11, 17, 19, 21, 36, 38",3783590811,197,11885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460588407,1,34,16,0,0,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2022-09-16T17:37:57.387Z,2022-09-16T18:25:23Z,3783398955,130,4,3783398951,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3783398957,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3783398949,30,"1sjt0nj0232gu88x50c3d16nd, drv9wksjusdgp1np315rokzit, 2ebiw2w6d76sttjh8n8871kgl, ce2pidh4dpd1ccozn2lm3qtw5, 1zo6iikznwkd2vuhqykt7jw7p, djpsc1fvcnrh61c071t00gmad, eg9xhi6wfp1duf01pcsn8vfmd, b2oa5dzw40auj5cgxfrp4b4r9, cfdgq8thcoghlh5d0s0pzb1sl, 5cw4n6kdaa7imeyaiuo2pnq39, 6ufkq71qh9wrfyaez5yi94e09, 7wm8whndx19gcpqxtw9safljp, 5ir834cntiq4qhlw8dqi6rowl, 18b0ti0bsq68842kgbczsbgmh, 6q2mf0qrkt51z28b46wltxal1, a7x5shoc3g4ne9has4hys20ut, djggrnjp9s4p2mlbzhx6arbh1, 6hgj78mr8wy2i5izf8x10ij11, 6mijfayg3juwbk0u95h9gd8x6, bvnvrakc7k7sjcbmaav1rm2ok",3783398959,194,2ebiw2w6d76sttjh8n8871kgl,3783398961,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3783398953,59,"1, 16, 21, 34, 5, 20, 29, 10, 18, 14, 40, 2, 6, 11, 17, 19, 23, 27, 31, 33",3783584643,197,11913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460626537,2,32,1,0,0,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2022-09-16T18:30:22.282Z,2022-09-16T18:30:22Z,3783609951,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460626555,2,32,1,0,0,1c7qokc1j5z50cjj4tcu32haa,1,0,0,2022-09-16T18:30:22.282Z,2022-09-17T08:36:39Z,3783610025,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460626581,3,1,1,0,0,f0w62l8zql3tukxsy8fqwp72x,1,49.7,49.7,2022-09-16T18:30:22.298Z,2022-09-17T08:47:08Z,3783610157,140,30.6,3783610155,56,Back,3783610163,213,2.9,3783610165,279,S,3784702297,178,,3783610159,141,58.2,3783610161,212,20.9,,,,b2oa5dzw40auj5cgxfrp4b4r9,J. Boëtius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460626633,4,1,1,0,2,f0w62l8zql3tukxsy8fqwp72x,1,30.8,59,2022-09-16T18:30:24.688Z,2022-09-17T08:47:13Z,3783610459,213,5.9,3783610449,155,,3783610461,1,,3783610453,140,65.7,3783610455,141,34.2,3783610451,56,Center,3784702407,178,,3783610457,212,40.3,djpsc1fvcnrh61c071t00gmad,M. Kempf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460626659,5,1,1,0,5,f0w62l8zql3tukxsy8fqwp72x,1,72.1,29.7,2022-09-16T18:30:28.207Z,2022-09-17T08:47:19Z,3783610639,213,1.7,3784702569,178,,3783610625,140,71.2,3783610623,56,Center,3783610635,212,9.3,3783610629,141,43.3,,,,,,,cfdgq8thcoghlh5d0s0pzb1sl,W. Kanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460626665,6,61,1,0,6,f0w62l8zql3tukxsy8fqwp72x,0,76.2,48.3,2022-09-16T18:30:29.014Z,2022-09-17T08:47:32Z,3783610663,56,Center,3784702867,178,,,,,,,,,,,,,,,,,,,,6ufkq71qh9wrfyaez5yi94e09,C. Ejuke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460846643,915,67,1,0,7,1c7qokc1j5z50cjj4tcu32haa,1,19.8,52.4,2022-09-16T18:30:29.629Z,2022-09-17T10:36:32Z,3784758691,233,839,,,,,,,,,,,,,,,,,,,,,,4baqlwfu312pctopy1cx6s2c5,S. Widmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460846641,839,67,1,0,7,f0w62l8zql3tukxsy8fqwp72x,0,80.2,47.6,2022-09-16T18:30:29.630Z,2022-09-17T09:24:47Z,3784758695,233,915,,,,,,,,,,,,,,,,,,,,,,6ufkq71qh9wrfyaez5yi94e09,C. Ejuke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
