id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/11/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2472041419,137,1,1,16,5,go76xxm0xyfgqt1h6tcrtimm,0,68.2,28.4,2022-10-15T13:47:38.417Z,2022-10-15T22:36:32Z,3844321833,140,83.5,3844321835,141,23.0,3844321839,212,16.5,3844321841,213,6.1,3844321831,56,Center,3846997631,178,,,,,,,,66nvc8a4kd3cyeyj3i474cudx,M. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472705471,1511,67,1,16,7,a8l3w3n0j99qjlsxj3jnmgkz1,1,9.6,73.2,2022-10-15T13:47:40.243Z,2022-10-16T08:46:39Z,3847897399,233,1189,,,,,,,,,,,,,,,,,,,,,,76h7b6dhpyotolq68f84lqifp,Paulo Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472705463,1189,67,1,16,7,go76xxm0xyfgqt1h6tcrtimm,0,90.4,26.8,2022-10-15T13:47:40.244Z,2022-10-16T07:15:01Z,3847897409,233,1511,,,,,,,,,,,,,,,,,,,,,,7kjhx78gpi6m3r4j1b4jdyh91,J. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472041433,145,12,1,16,7,a8l3w3n0j99qjlsxj3jnmgkz1,1,9.7,74.1,2022-10-15T13:47:40.283Z,2022-10-16T08:46:39Z,3844321911,140,8.2,3844321917,213,1.7,3844321909,56,Back,3844321915,212,18.2,3846998043,178,,3844321963,167,,3844321913,141,100.0,,,,76h7b6dhpyotolq68f84lqifp,Paulo Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472041501,138,5,1,16,8,go76xxm0xyfgqt1h6tcrtimm,1,88.4,-1.1,2022-10-15T13:47:41.807Z,2022-10-15T22:36:53Z,3844322327,347,,3844322383,233,146,3844322325,56,Right,,,,,,,,,,,,,,,,66nvc8a4kd3cyeyj3i474cudx,M. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472041437,146,5,1,16,8,a8l3w3n0j99qjlsxj3jnmgkz1,0,11.6,101.1,2022-10-15T13:47:41.807Z,2022-10-15T22:36:53Z,3844321937,56,Back,3844322401,233,138,3844321939,347,,,,,,,,,,,,,,,,,76h7b6dhpyotolq68f84lqifp,Paulo Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472041757,139,1,1,16,23,go76xxm0xyfgqt1h6tcrtimm,1,86.2,0,2022-10-15T13:47:56.270Z,2022-10-15T21:34:12Z,3844323533,56,Right,3844323547,212,5.6,3844323537,140,83.8,3844323541,141,6.7,3844323529,107,,3844323549,213,2.0,,,,,,,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472041801,140,1,1,16,24,go76xxm0xyfgqt1h6tcrtimm,1,83.8,6.7,2022-10-15T13:47:58.087Z,2022-10-15T22:37:10Z,3844323757,212,3.0,3844323751,56,Right,3844323755,141,3.8,3846998783,178,,3844323761,213,5.6,3844323753,140,85.9,,,,,,,7kjhx78gpi6m3r4j1b4jdyh91,J. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472041807,141,1,1,16,26,go76xxm0xyfgqt1h6tcrtimm,0,85.9,3.7,2022-10-15T13:48:00.112Z,2022-10-15T22:37:18Z,3844323797,140,83.3,3846999049,178,,3844323803,213,3.0,3844323801,212,2.8,3844323795,56,Right,3844323799,141,4.3,,,,,,,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472041835,147,8,1,16,27,a8l3w3n0j99qjlsxj3jnmgkz1,1,23,94.8,2022-10-15T13:48:00.752Z,2022-10-15T22:37:25Z,3846999247,178,,3844323987,56,Back,3846047491,385,,,,,,,,,,,,,,,,,acxwc7xxrtyssiy390t859kgl,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472042077,142,5,1,16,28,go76xxm0xyfgqt1h6tcrtimm,1,79,-1,2022-10-15T13:48:01.839Z,2022-10-15T22:37:31Z,3844325231,56,Right,3844325233,347,,3844325265,233,148,,,,,,,,,,,,,,,,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472041841,148,5,1,16,28,a8l3w3n0j99qjlsxj3jnmgkz1,0,21,101,2022-10-15T13:48:01.839Z,2022-10-15T22:37:31Z,3844323999,56,Back,3844325297,233,142,3844324001,347,,,,,,,,,,,,,,,,,acxwc7xxrtyssiy390t859kgl,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472042083,143,79,1,16,36,go76xxm0xyfgqt1h6tcrtimm,0,0,0,2022-10-15T13:48:09.749Z,2022-10-16T08:46:48Z,3844325263,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472042249,144,1,1,16,42,go76xxm0xyfgqt1h6tcrtimm,1,79.5,0,2022-10-15T13:48:15.803Z,2022-10-15T22:38:16Z,3844326081,107,,3844326091,141,10.6,3844326085,56,Right,3844326095,213,2.1,3844326089,140,74.5,3844326093,212,9.8,,,,,,,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472043251,151,1,1,16,45,go76xxm0xyfgqt1h6tcrtimm,1,75.5,10.8,2022-10-15T13:48:19.169Z,2022-10-15T22:38:41Z,3847000921,178,,3844331203,141,27.4,3844331201,140,63.0,3844331197,56,Center,3844331207,213,2.4,3844331205,212,17.3,,,,,,,9bdxi3mvkftmqts59jptqq76d,L. Stindl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472042287,145,1,1,16,46,go76xxm0xyfgqt1h6tcrtimm,1,66.5,27.9,2022-10-15T13:48:20.103Z,2022-10-15T22:38:49Z,3844326329,141,65.8,3844326325,56,Center,3844326331,212,26.3,3844326327,140,61.3,3847001481,178,,3844326333,213,1.8,,,,,,,5i8dbjuewybsfgyym63clfw0l,J. Weigl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472042303,146,1,1,16,48,go76xxm0xyfgqt1h6tcrtimm,1,56.2,70.5,2022-10-15T13:48:21.744Z,2022-10-15T22:38:57Z,3844326417,212,10.5,3844326411,56,Left,3844326415,141,80.1,3844326419,213,0.7,3847001699,178,,3844326413,140,64.0,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaïni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472042317,147,1,1,16,51,go76xxm0xyfgqt1h6tcrtimm,1,64,80.1,2022-10-15T13:48:24.775Z,2022-10-15T22:39:24Z,3844326517,212,13.8,3844326511,56,Center,3844326515,141,66.3,3847002309,178,,3844326519,213,3.9,3844326513,140,54.3,,,,,,,7tj7eobo7kmk8egcbfrabe8d1,A. Pléa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472042407,148,2,1,16,54,go76xxm0xyfgqt1h6tcrtimm,1,54.1,66,2022-10-15T13:48:28.018Z,2022-10-15T22:39:43Z,3844326951,141,29.0,3844328501,7,7kjhx78gpi6m3r4j1b4jdyh91,3847002947,178,,3844326947,140,86.9,3844326941,56,Center,3844326961,1,,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaïni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472042545,151,55,1,16,54,a8l3w3n0j99qjlsxj3jnmgkz1,1,26.5,62.3,2022-10-15T13:48:28.019Z,2022-10-15T22:39:44Z,,,,,,,,,,,,,,,,,,,,,,,,,76h7b6dhpyotolq68f84lqifp,Paulo Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472042349,149,79,1,16,56,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2022-10-15T13:48:29.403Z,2022-10-16T08:46:45Z,3844326627,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472042419,149,43,1,16,59,go76xxm0xyfgqt1h6tcrtimm,1,0,0,2022-10-15T13:48:32.952Z,2022-10-15T13:48:47Z,3844328375,144,1,3844327011,56,Center,3844327025,213,1.3,3844327019,141,47.9,3844327015,140,94.2,3844327023,212,10.5,,,,,,,7kjhx78gpi6m3r4j1b4jdyh91,J. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472042539,150,43,1,17,0,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2022-10-15T13:48:33.993Z,2022-10-15T13:48:41Z,3844327583,212,3.0,3844327579,140,6.7,3844327585,213,0.7,3844327577,56,Back,3844327581,141,59.4,3844327821,144,12,,,,,,,dodddfi0l5i36vlgbaybhzeqy,M. van de Ven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472042473,150,43,1,17,1,go76xxm0xyfgqt1h6tcrtimm,1,0,0,2022-10-15T13:48:34.807Z,2022-10-15T13:48:43Z,3844328009,144,6,3844327303,75,0,3844327301,56,Center,,,,,,,,,,,,,,,,7kjhx78gpi6m3r4j1b4jdyh91,J. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472042929,152,27,1,17,21,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2022-10-15T13:48:54.388Z,2022-10-15T22:40:52Z,3844329581,53,embn1jhcly07i6pjcvcdiavo5,3844390611,233,258,3844329579,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472052855,258,27,1,17,21,go76xxm0xyfgqt1h6tcrtimm,1,0,0,2022-10-15T13:48:54.388Z,2022-10-15T22:40:51Z,3844378681,233,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472044035,153,28,1,18,29,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2022-10-15T13:50:02.359Z,2022-10-15T22:41:39Z,3844335045,55,152,3844390757,233,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472053711,259,28,1,18,29,go76xxm0xyfgqt1h6tcrtimm,1,0,0,2022-10-15T13:50:02.359Z,2022-10-15T22:41:39Z,3844382573,55,258,3844382717,233,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472044213,154,1,1,18,35,a8l3w3n0j99qjlsxj3jnmgkz1,1,21.2,61.1,2022-10-15T13:50:08.668Z,2022-10-15T22:41:47Z,3844335901,212,20.2,3844335893,241,,3844335895,56,Back,3844335899,141,31.7,3847006479,178,,3844335897,140,23.6,3844335891,5,,3844335903,213,4.8,bfpax581lm91ebz4xgz40a191,K. Casteels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472044279,155,1,1,18,38,a8l3w3n0j99qjlsxj3jnmgkz1,1,25.1,28.9,2022-10-15T13:50:11.653Z,2022-10-15T22:41:54Z,3844336217,141,4.3,3844336219,212,18.8,3844336215,140,33.3,3844336223,213,5.2,3847006707,178,,3844336213,56,Back,,,,,,,7e7w34imugzsufvytjxytupd5,M. Lacroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472044325,156,1,1,18,41,a8l3w3n0j99qjlsxj3jnmgkz1,1,33.3,4.3,2022-10-15T13:50:14.363Z,2022-10-15T22:42:37Z,3844336417,189,,3844336425,212,18.0,3844336421,140,21.6,3844336419,56,Back,3844336427,213,2.3,3847007949,178,,3844336423,141,23.6,,,,23l48u4w5nj4036whjm3s49gp,R. Baku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472044391,157,1,1,18,48,a8l3w3n0j99qjlsxj3jnmgkz1,1,27.5,20.3,2022-10-15T13:50:21.630Z,2022-10-15T22:43:33Z,3847009871,178,,3844336713,56,Back,3844336715,140,29.4,3844336721,213,4.9,3844336719,212,10.8,3844336717,141,4.7,,,,,,,7e7w34imugzsufvytjxytupd5,M. Lacroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472044433,158,1,1,18,49,a8l3w3n0j99qjlsxj3jnmgkz1,1,29.4,4.7,2022-10-15T13:50:22.747Z,2022-10-15T22:43:41Z,3844336961,212,27.4,3844336955,56,Back,3844336959,141,37.6,3844336957,140,14.3,3847010129,178,,3844336963,213,2.2,,,,,,,23l48u4w5nj4036whjm3s49gp,R. Baku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472044481,159,1,1,18,52,a8l3w3n0j99qjlsxj3jnmgkz1,1,19.7,39.1,2022-10-15T13:50:26.095Z,2022-10-15T22:43:50Z,3844337213,141,78.9,3844337221,213,1.2,3844337209,56,Back,3844337211,140,28.8,3847010513,178,,3844337217,212,28.7,,,,,,,acxwc7xxrtyssiy390t859kgl,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472044567,160,1,1,18,56,a8l3w3n0j99qjlsxj3jnmgkz1,1,29.7,81.9,2022-10-15T13:50:29.317Z,2022-10-15T22:43:59Z,3847010773,178,,3844337665,213,4.4,3844337661,141,58.4,3844337663,212,16.9,3844337657,56,Back,3844337659,140,24.5,,,,,,,dodddfi0l5i36vlgbaybhzeqy,M. van de Ven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472044639,161,1,1,19,1,a8l3w3n0j99qjlsxj3jnmgkz1,0,30.7,54.6,2022-10-15T13:50:34.417Z,2022-10-15T22:44:07Z,3844338043,56,Center,3844338051,213,6.1,3844338049,212,67.0,3844338045,140,93.6,3844338053,1,,3844338041,155,,3844338047,141,38.0,3847011003,178,,acxwc7xxrtyssiy390t859kgl,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472044657,152,52,1,19,5,go76xxm0xyfgqt1h6tcrtimm,1,9.3,61.2,2022-10-15T13:50:38.833Z,2022-10-15T22:44:10Z,3846070037,377,,3847011107,178,,,,,,,,,,,,,,,,,,,,bagn0ce4xunsiz3mezrtqx1p1,Y. Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472044777,153,1,1,19,8,go76xxm0xyfgqt1h6tcrtimm,1,12.2,53.6,2022-10-15T13:50:41.776Z,2022-10-15T22:44:21Z,3844338813,56,Back,3847011387,178,,3844338811,123,,3844338817,141,27.1,3844338821,213,5.1,3844338819,212,19.9,3844338815,140,20.2,,,,bagn0ce4xunsiz3mezrtqx1p1,Y. Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472044943,154,1,1,19,12,go76xxm0xyfgqt1h6tcrtimm,1,21.4,25.4,2022-10-15T13:50:45.873Z,2022-10-15T22:44:26Z,3844339715,213,5.5,3844339709,141,4.4,3844339705,56,Back,3844339711,212,20.6,3844339707,140,35.6,3847011517,178,,,,,,,,ckjid5lfgbx8tdyoi32vbwn9x,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472044953,155,4,1,19,15,go76xxm0xyfgqt1h6tcrtimm,1,34.8,5.4,2022-10-15T13:50:48.942Z,2022-10-15T22:44:37Z,3844339757,294,,3844339759,56,Back,3844339755,13,,3844339965,286,,3844339761,152,,3844339961,233,162,,,,,,,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472044987,162,4,1,19,15,a8l3w3n0j99qjlsxj3jnmgkz1,0,65.2,94.6,2022-10-15T13:50:48.943Z,2022-10-15T22:44:36Z,3844339929,56,Left,3844339925,13,,3844339931,152,,3844339927,294,,3844340009,233,155,3844339933,285,,3847011959,178,,,,,b7cso5zljdvzfila9zd4fz4ve,J. Kamiński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472045009,156,79,1,19,24,go76xxm0xyfgqt1h6tcrtimm,0,0,0,2022-10-15T13:50:58.071Z,2022-10-16T08:46:43Z,3844340075,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472045047,157,79,1,19,27,go76xxm0xyfgqt1h6tcrtimm,1,0,0,2022-10-15T13:51:01.151Z,2022-10-16T08:46:40Z,3844340315,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472045141,158,1,1,19,29,go76xxm0xyfgqt1h6tcrtimm,1,34.5,19.4,2022-10-15T13:51:02.512Z,2022-10-15T22:44:44Z,3844340805,56,Back,3844340809,141,35.7,3844340811,212,19.6,3844340807,140,19.1,3844340801,5,,3844340803,152,,3847012285,178,,3844340813,213,2.5,5i8dbjuewybsfgyym63clfw0l,J. Weigl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472045191,159,1,1,19,32,go76xxm0xyfgqt1h6tcrtimm,1,19.8,36.2,2022-10-15T13:51:05.521Z,2022-10-15T22:44:50Z,3844341101,140,26.6,3844341107,213,5.1,3844341105,212,17.9,3847012455,178,,3844341099,56,Back,3844341103,141,12.1,,,,,,,bagn0ce4xunsiz3mezrtqx1p1,Y. Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472675595,1075,43,1,19,34,go76xxm0xyfgqt1h6tcrtimm,1,0,0,2022-10-15T13:51:07.983Z,2022-10-16T05:26:13Z,3847750759,144,82,3847750673,178,0,,,,,,,,,,,,,,,,,,,ckjid5lfgbx8tdyoi32vbwn9x,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472045281,160,1,1,19,35,go76xxm0xyfgqt1h6tcrtimm,1,28.5,13.6,2022-10-15T13:51:08.999Z,2022-10-15T22:44:56Z,3847012607,178,,3844341663,140,18.2,3844341661,56,Back,3844341667,212,20.0,3844341669,213,2.1,3844341665,141,38.3,,,,,,,ckjid5lfgbx8tdyoi32vbwn9x,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472045299,161,1,1,19,39,go76xxm0xyfgqt1h6tcrtimm,1,18.2,40.4,2022-10-15T13:51:12.539Z,2022-10-15T22:45:03Z,3844341757,141,41.6,3847012919,178,,3844341755,140,31.0,3844341759,212,13.5,3844341761,213,0.1,3844341753,56,Back,,,,,,,bagn0ce4xunsiz3mezrtqx1p1,Y. Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472045327,162,1,1,19,40,go76xxm0xyfgqt1h6tcrtimm,1,31,41.6,2022-10-15T13:51:13.778Z,2022-10-15T22:45:09Z,3844341983,140,29.3,3847013051,178,,3844341985,141,11.6,3844341989,213,4.6,3844341987,212,20.5,3844341981,56,Back,,,,,,,5i8dbjuewybsfgyym63clfw0l,J. Weigl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472045341,163,1,1,19,42,go76xxm0xyfgqt1h6tcrtimm,1,29.3,11.5,2022-10-15T13:51:15.888Z,2022-10-15T22:45:15Z,3847013203,178,,3844342123,213,2.4,3844342119,141,32.8,3844342121,212,20.9,3844342115,56,Back,3844342117,140,14.9,,,,,,,ckjid5lfgbx8tdyoi32vbwn9x,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472045451,164,1,1,19,51,go76xxm0xyfgqt1h6tcrtimm,1,18.9,43.1,2022-10-15T13:51:24.656Z,2022-10-15T22:45:24Z,3844342717,213,4.9,3847013471,178,,3844342711,140,24.1,3844342709,56,Back,3844342715,212,24.3,3844342713,141,8.3,,,,,,,bagn0ce4xunsiz3mezrtqx1p1,Y. Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472045533,165,1,1,19,55,go76xxm0xyfgqt1h6tcrtimm,1,27.6,8.3,2022-10-15T13:51:28.539Z,2022-10-15T22:45:43Z,3844343289,141,61.5,3844343305,1,,3844343299,213,0.7,3844343295,212,56.8,3844343281,155,,3844343287,140,69.3,3844343283,56,Center,3847013971,178,,ckjid5lfgbx8tdyoi32vbwn9x,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472045551,166,1,1,19,58,go76xxm0xyfgqt1h6tcrtimm,1,69.3,61.5,2022-10-15T13:51:31.614Z,2022-10-15T22:46:11Z,3847014739,21,,3844343383,213,3.6,3844343379,141,58.2,3844343423,156,,3844343375,56,Center,3844343377,140,65.4,3847014757,388,,3844343381,212,4.7,66nvc8a4kd3cyeyj3i474cudx,M. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472045593,167,1,1,19,59,go76xxm0xyfgqt1h6tcrtimm,1,65.7,59.6,2022-10-15T13:51:33.040Z,2022-10-15T22:46:18Z,3844343591,213,1.5,3844343587,141,91.7,3844343589,212,21.8,3844343585,140,66.5,3847015055,178,,3844343583,56,Left,,,,,,,7tj7eobo7kmk8egcbfrabe8d1,A. Pléa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472045633,168,1,1,20,2,go76xxm0xyfgqt1h6tcrtimm,1,66.5,91.7,2022-10-15T13:51:35.474Z,2022-10-15T22:46:31Z,3844343891,212,30.1,3844343887,140,93.5,3847015553,178,,3844343889,141,77.0,3844343895,213,5.9,3844343885,56,Center,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaïni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472045645,169,1,1,20,6,go76xxm0xyfgqt1h6tcrtimm,0,95,72.5,2022-10-15T13:51:39.461Z,2022-10-15T22:46:42Z,3847015857,178,,3844343943,213,3.8,3844343935,141,68.4,3844343939,212,4.7,3844343977,195,,3844343929,56,Center,3844343931,140,91.4,,,,7tj7eobo7kmk8egcbfrabe8d1,A. Pléa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472045679,163,1,1,20,6,a8l3w3n0j99qjlsxj3jnmgkz1,1,10.8,38.6,2022-10-15T13:51:39.912Z,2022-10-15T22:46:56Z,3844344055,212,4.2,3847016349,178,,3844344057,213,4.4,3844344051,140,9.5,3844344053,141,32.8,3844344049,56,Back,,,,,,,4sd2zs6d5cd4d9n3oo54lglat,M. Svanberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472045689,164,49,1,20,7,a8l3w3n0j99qjlsxj3jnmgkz1,1,9.4,32,2022-10-15T13:51:40.400Z,2022-10-15T22:47:05Z,,,,,,,,,,,,,,,,,,,,,,,,,23l48u4w5nj4036whjm3s49gp,R. Baku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472045717,165,1,1,20,8,a8l3w3n0j99qjlsxj3jnmgkz1,0,9.4,32,2022-10-15T13:51:41.318Z,2022-10-15T22:47:18Z,3844344195,157,,3844344199,140,40.3,3844344205,213,0.1,3844344197,56,Back,3844344201,141,38.0,3844344207,1,,3844344203,212,32.7,3847016903,178,,23l48u4w5nj4036whjm3s49gp,R. Baku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472045765,170,1,1,20,10,go76xxm0xyfgqt1h6tcrtimm,1,55.1,67.5,2022-10-15T13:51:43.301Z,2022-10-15T22:47:28Z,3844344455,213,0.1,3844344451,141,68.4,3844344447,56,Center,3844344453,212,8.4,3847017263,178,,3844344445,3,,3844344449,140,63.1,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472045771,171,49,1,20,11,go76xxm0xyfgqt1h6tcrtimm,1,63.2,67.2,2022-10-15T13:51:44.626Z,2022-10-15T22:47:35Z,,,,,,,,,,,,,,,,,,,,,,,,,au5tbnn48ve4kqnuu3dhmk296,K. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472045821,172,1,1,20,13,go76xxm0xyfgqt1h6tcrtimm,1,65.5,66.2,2022-10-15T13:51:46.630Z,2022-10-15T22:47:43Z,3847017731,178,,3844344723,212,15.4,3844344721,141,44.5,3844344719,140,61.2,3844344725,213,4.4,3844344717,56,Center,,,,,,,au5tbnn48ve4kqnuu3dhmk296,K. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472045845,173,1,1,20,15,go76xxm0xyfgqt1h6tcrtimm,1,63.7,40.6,2022-10-15T13:51:48.336Z,2022-10-15T22:48:05Z,3844344835,212,13.3,3844344837,213,5.0,3847018417,178,,3844344829,56,Center,3844344831,140,67.6,3844344833,141,22.0,,,,,,,5i8dbjuewybsfgyym63clfw0l,J. Weigl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472045871,174,1,1,20,16,go76xxm0xyfgqt1h6tcrtimm,1,67.7,21.2,2022-10-15T13:51:50.106Z,2022-10-15T22:48:10Z,3844344951,141,29.6,3844344955,213,1.9,3844344949,140,65.6,3847018561,178,,3844344947,56,Center,3844344953,212,6.1,,,,,,,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472045947,175,1,1,20,18,go76xxm0xyfgqt1h6tcrtimm,1,64.6,32.2,2022-10-15T13:51:51.516Z,2022-10-15T22:48:15Z,3844345361,56,Back,3844345367,212,25.4,3844345369,213,3.2,3844345365,141,30.4,3847018701,178,,3844345363,140,40.4,,,,,,,5i8dbjuewybsfgyym63clfw0l,J. Weigl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472045987,176,1,1,20,24,go76xxm0xyfgqt1h6tcrtimm,1,37.5,29.5,2022-10-15T13:51:57.702Z,2022-10-15T22:48:22Z,3844345583,141,26.0,3844345579,56,Back,3844345587,213,6.0,3844345581,140,46.3,3844345585,212,9.5,3847018903,178,,,,,,,,ckjid5lfgbx8tdyoi32vbwn9x,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
