id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/10/value,qualifier/14/value,assist,qualifier/15/value
2519205617,6,61,1,0,6,4l9mrqzmajz5crzlz50mtbt6x,1,68.3,24.7,2023-03-12T14:30:26.905Z,2023-03-13T07:56:44Z,4092919637,56,Center,4095465679,15,,4095465681,388,,,,,,,,,,,,,,,,,shbxc528h0udd6rdf3ax2itx,P. Kadeřábek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519390563,769,44,1,0,7,4l9mrqzmajz5crzlz50mtbt6x,1,70.7,34.6,2023-03-12T14:30:28.348Z,2023-03-13T08:47:55Z,4093915711,56,Center,4093915713,286,,4094044619,233,943,,,,,,,,,,,,,,,,8um4xh0ekvr4q6uti3ksld8q2,F. Becker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519390579,943,44,1,0,7,6k5zscdm9ufw0tguvzyjlp5hq,0,29.3,65.4,2023-03-12T14:30:28.349Z,2023-03-13T07:56:56Z,4093915773,285,,4093915769,56,Back,4094044661,233,769,,,,,,,,,,,,,,,,f5ln82l8q7gvouj3zhsp5t4gl,M. Eggestein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519205655,7,1,1,0,7,4l9mrqzmajz5crzlz50mtbt6x,1,71.1,30.1,2023-03-12T14:30:28.393Z,2023-03-13T08:47:55Z,4092919897,212,15.6,4092919889,3,,4092919891,56,Center,4092919893,140,85.4,4095465851,388,,4092922221,210,13,4092919899,213,0.3,4092919895,141,36.2,8um4xh0ekvr4q6uti3ksld8q2,F. Becker,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519205645,5,45,1,0,10,6k5zscdm9ufw0tguvzyjlp5hq,0,13.9,61.4,2023-03-12T14:30:30.768Z,2023-03-13T07:57:04Z,4092919811,285,,4092919809,56,Back,4092920109,233,8,,,,,,,,,,,,,,,,b7ve7k983eaewnupejiow3jdh,C. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519205677,8,3,1,0,10,4l9mrqzmajz5crzlz50mtbt6x,1,86.1,38.6,2023-03-12T14:30:30.768Z,2023-03-13T07:57:04Z,4092920035,56,Center,4095465903,178,,4092920087,233,5,4093912849,465,,4092920037,286,,,,,,,,,,,bkbmygo5f1glcs6xssawl26z9,I. Bebou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519205681,9,13,1,0,12,4l9mrqzmajz5crzlz50mtbt6x,1,90.2,35.3,2023-03-12T14:30:32.443Z,2023-03-13T07:57:09Z,4092922237,29,,4092920059,56,Center,4092922255,231,47.1,4092920057,63,,4095465943,178,,4092922239,55,7,4092922253,230,98.5,4092922251,215,,bkbmygo5f1glcs6xssawl26z9,I. Bebou,,4092922247,102,66.1,4092920055,22,4092922235,73,4092922249,103,4.2,4092921387,20,,,,,,,,,,,,,,,,,,,,,
2519205707,6,5,1,0,14,6k5zscdm9ufw0tguvzyjlp5hq,1,-0.9,38,2023-03-12T14:30:34.448Z,2023-03-13T07:57:12Z,4092920193,56,Back,4092920203,233,10,4092920195,346,,,,,,,,,,,,,,,,,b7ve7k983eaewnupejiow3jdh,C. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519205695,10,5,1,0,14,4l9mrqzmajz5crzlz50mtbt6x,0,100.9,62,2023-03-12T14:30:34.448Z,2023-03-13T07:57:13Z,4092920139,56,Center,4092920141,346,,4092920229,233,6,,,,,,,,,,,,,,,,bkbmygo5f1glcs6xssawl26z9,I. Bebou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519206305,7,1,1,0,40,6k5zscdm9ufw0tguvzyjlp5hq,0,4.6,39.7,2023-03-12T14:31:01.394Z,2023-03-13T07:57:16Z,4092923503,213,6.3,4092923501,212,70.8,4092923495,56,Center,4092923499,141,38.9,4092923513,74,,4092923493,124,,4092923507,1,,4092923497,140,72.0,920yurg08gqayxwc80q9f8ixh,M. Flekken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519206331,11,44,1,0,44,4l9mrqzmajz5crzlz50mtbt6x,1,30.8,57.6,2023-03-12T14:31:05.053Z,2023-03-13T08:47:56Z,4092923633,233,8,4092923609,56,Back,4092923611,285,,,,,,,,,,,,,,,,,6yhylu5q0y924amgv7vlodkgl,K. Akpoguma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519206325,8,44,1,0,44,6k5zscdm9ufw0tguvzyjlp5hq,0,69.2,42.4,2023-03-12T14:31:05.054Z,2023-03-13T07:57:25Z,4092923773,233,11,4092923595,56,Center,4092923601,286,,,,,,,,,,,,,,,,,7c6034wb3zsuq9nhxxiahiuol,M. Gregoritsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519206355,12,1,1,0,44,4l9mrqzmajz5crzlz50mtbt6x,0,32.6,61.8,2023-03-12T14:31:05.110Z,2023-03-13T08:47:56Z,4092923733,212,17.3,4092923723,3,,4092923731,141,51.1,4092923729,140,47.6,4092923735,213,5.9,4095466151,388,,4092923727,56,Back,,,,6yhylu5q0y924amgv7vlodkgl,K. Akpoguma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519206409,9,1,1,0,46,6k5zscdm9ufw0tguvzyjlp5hq,1,53.5,50.7,2023-03-12T14:31:07.387Z,2023-03-13T07:57:43Z,4095466333,388,,4092924007,56,Center,4092924011,141,50.6,4092924005,3,,4092924009,140,73.4,4092924013,212,20.9,4092924015,213,6.3,,,,e8dpcth2x1y0zbaovljbgk5hx,M. Gulde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519206421,10,44,1,0,48,6k5zscdm9ufw0tguvzyjlp5hq,1,70.5,48.6,2023-03-12T14:31:09.386Z,2023-03-13T08:47:56Z,4092924077,286,,4092924075,56,Center,4092924231,233,13,,,,,,,,,,,,,,,,7c6034wb3zsuq9nhxxiahiuol,M. Gregoritsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519206431,13,44,1,0,48,4l9mrqzmajz5crzlz50mtbt6x,0,29.5,51.4,2023-03-12T14:31:09.387Z,2023-03-13T07:57:47Z,4092924113,56,Back,4092924115,285,,4092924237,233,10,,,,,,,,,,,,,,,,6yhylu5q0y924amgv7vlodkgl,K. Akpoguma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519206463,11,1,1,0,49,6k5zscdm9ufw0tguvzyjlp5hq,0,71.2,49.3,2023-03-12T14:31:09.434Z,2023-03-13T08:47:57Z,4092924285,213,6.2,4092924273,3,,4092924279,140,76.6,4092924277,56,Center,4092924283,212,5.7,4092924275,168,,4092924281,141,48.2,4095466395,388,,7c6034wb3zsuq9nhxxiahiuol,M. Gregoritsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519206545,14,1,1,0,51,4l9mrqzmajz5crzlz50mtbt6x,1,24.2,52.6,2023-03-12T14:31:11.596Z,2023-03-13T07:57:54Z,4092924711,141,50.4,4092924713,212,16.4,4092924709,140,8.6,4092924705,3,,4095466437,178,,4092924715,213,3.2,4092924707,56,Back,,,,a5kkysp7c5f577ji17q5v2k0l,J. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519206549,15,49,1,0,53,4l9mrqzmajz5crzlz50mtbt6x,1,8.6,50.4,2023-03-12T14:31:13.600Z,2023-03-13T07:58:10Z,,,,,,,,,,,,,,,,,,,,,,,,,cm8po8ez5w9ms01gid6w3kwk5,O. Baumann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519206645,16,1,1,0,56,4l9mrqzmajz5crzlz50mtbt6x,1,8.6,50.4,2023-03-12T14:31:16.539Z,2023-03-13T07:58:14Z,4092925257,56,Back,4095466615,178,,4092925259,140,14.4,4092925261,141,65.0,4092925263,212,11.6,4092925265,213,1.0,,,,,,,cm8po8ez5w9ms01gid6w3kwk5,O. Baumann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519206695,17,1,1,0,58,4l9mrqzmajz5crzlz50mtbt6x,1,14.4,65,2023-03-12T14:31:18.733Z,2023-03-13T07:58:21Z,4092925463,140,25.2,4095466697,178,,4092925461,56,Back,4092925465,141,76.6,4092925469,213,0.6,4092925467,212,13.8,,,,,,,a5kkysp7c5f577ji17q5v2k0l,J. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519206735,18,1,1,1,1,4l9mrqzmajz5crzlz50mtbt6x,1,25.2,76.6,2023-03-12T14:31:21.854Z,2023-03-13T07:58:26Z,4092925663,140,21.2,4095466755,178,,4092925659,56,Back,4092925669,213,4.2,4092925665,141,64.8,4092925667,212,9.1,,,,,,,6yhylu5q0y924amgv7vlodkgl,K. Akpoguma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519206789,19,1,1,1,2,4l9mrqzmajz5crzlz50mtbt6x,1,21.2,64.8,2023-03-12T14:31:22.913Z,2023-03-13T07:58:33Z,4092925927,141,85.8,4092925925,140,21.5,4095466827,178,,4092925929,212,14.3,4092925923,56,Back,4092925931,213,1.5,,,,,,,a5kkysp7c5f577ji17q5v2k0l,J. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519206863,20,1,1,1,4,4l9mrqzmajz5crzlz50mtbt6x,1,21.5,85.8,2023-03-12T14:31:25.245Z,2023-03-13T07:58:37Z,4092926357,140,26.5,4095466889,178,,4092926355,56,Back,4092926359,141,96.8,4092926361,212,9.1,4092926363,213,1.0,,,,,,,6yhylu5q0y924amgv7vlodkgl,K. Akpoguma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519206921,21,1,1,1,7,4l9mrqzmajz5crzlz50mtbt6x,1,26.5,96.8,2023-03-12T14:31:27.753Z,2023-03-13T07:58:42Z,4092926667,56,Back,4092926673,212,19.1,4092926669,140,43.3,4092926671,141,85.9,4092926675,213,5.9,4095466951,178,,,,,,,,arwidogdfccsjv8fxa1veezf9,R. Skov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519206933,22,61,1,1,8,4l9mrqzmajz5crzlz50mtbt6x,0,43.3,85.9,2023-03-12T14:31:28.940Z,2023-03-13T07:58:52Z,4092926725,56,Back,4095467053,178,,,,,,,,,,,,,,,,,,,,e9c0v3ik308t91njildxzc6vp,M. Dabbur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519206901,12,49,1,1,9,6k5zscdm9ufw0tguvzyjlp5hq,1,37.3,13.4,2023-03-12T14:31:30.194Z,2023-03-13T07:58:57Z,,,,,,,,,,,,,,,,,,,,,,,,,e8dpcth2x1y0zbaovljbgk5hx,M. Gulde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519206997,13,1,1,1,11,6k5zscdm9ufw0tguvzyjlp5hq,0,42,4.4,2023-03-12T14:31:32.128Z,2023-03-13T07:59:01Z,4092927043,212,29.1,4092927041,141,24.7,4095467161,178,,4092927045,213,0.5,4092927035,155,,4092927039,140,66.4,4092927037,56,Center,,,,e8dpcth2x1y0zbaovljbgk5hx,M. Gulde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519393621,770,44,1,1,13,4l9mrqzmajz5crzlz50mtbt6x,1,36.7,76.6,2023-03-12T14:31:34.005Z,2023-03-13T08:47:57Z,4094044701,233,944,4093932913,285,,4093932911,56,Back,,,,,,,,,,,,,,,,a5kkysp7c5f577ji17q5v2k0l,J. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519393627,944,44,1,1,13,6k5zscdm9ufw0tguvzyjlp5hq,0,63.3,23.4,2023-03-12T14:31:34.006Z,2023-03-13T07:59:05Z,4094044737,233,770,4093932949,286,,4093932947,56,Center,,,,,,,,,,,,,,,,7c6034wb3zsuq9nhxxiahiuol,M. Gregoritsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519207035,23,1,1,1,13,4l9mrqzmajz5crzlz50mtbt6x,1,33.3,73.2,2023-03-12T14:31:34.065Z,2023-03-13T08:47:57Z,4092927217,212,9.1,4092927211,56,Back,4092927213,140,40.9,4095467257,388,,4092927219,213,5.8,4092927209,3,,4092927215,141,66.8,,,,a5kkysp7c5f577ji17q5v2k0l,J. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519207039,24,49,1,1,14,4l9mrqzmajz5crzlz50mtbt6x,1,41.7,66,2023-03-12T14:31:35.214Z,2023-03-13T07:59:14Z,,,,,,,,,,,,,,,,,,,,,,,,,7hnmtyfmurizitwz1whecjnmy,A. Stiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519207103,25,1,1,1,15,4l9mrqzmajz5crzlz50mtbt6x,1,41.7,66,2023-03-12T14:31:35.808Z,2023-03-13T07:59:17Z,4092927541,155,,4092927543,56,Center,4092927545,140,57.2,4092927549,212,16.6,4092927547,141,61.4,4092927551,213,6.1,4095467329,178,,,,,7hnmtyfmurizitwz1whecjnmy,A. Stiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519207213,26,1,1,1,18,4l9mrqzmajz5crzlz50mtbt6x,1,57.4,46,2023-03-12T14:31:39.095Z,2023-03-13T07:59:21Z,4092928161,212,29.8,4095467353,178,,4092928153,140,69.8,4092928167,213,5.2,4092928149,56,Right,4092928157,141,6.6,,,,,,,bkbmygo5f1glcs6xssawl26z9,I. Bebou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519207243,27,1,1,1,22,4l9mrqzmajz5crzlz50mtbt6x,0,70.2,5.6,2023-03-12T14:31:42.534Z,2023-03-13T07:59:27Z,4092928331,141,41.2,4093937589,20,,4092928325,56,Center,4092928337,213,0.9,4093937587,224,,4095467421,178,,4092928321,155,,4092928335,212,30.7,shbxc528h0udd6rdf3ax2itx,P. Kadeřábek,,4092928329,140,88.2,4092928319,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519207233,14,12,1,1,23,6k5zscdm9ufw0tguvzyjlp5hq,1,12.5,58.1,2023-03-12T14:31:43.954Z,2023-03-13T07:59:32Z,4092928257,212,30.9,4092928455,15,,4092928253,140,21.1,4092928251,56,Back,4092928805,167,,4095467499,178,,4092928255,141,100.0,4092928259,213,1.3,84mp3eqt1ckw107hwxpby9cd1,M. Ginter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519207319,15,5,1,1,26,6k5zscdm9ufw0tguvzyjlp5hq,0,19,101.6,2023-03-12T14:31:47.384Z,2023-03-13T07:59:35Z,4092928763,347,,4092928761,56,Back,4092928911,233,28,,,,,,,,,,,,,,,,e8dpcth2x1y0zbaovljbgk5hx,M. Gulde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519207311,28,5,1,1,26,4l9mrqzmajz5crzlz50mtbt6x,1,81,-1.6,2023-03-12T14:31:47.384Z,2023-03-13T07:59:35Z,4092928723,347,,4092928897,233,15,4092928721,56,Right,,,,,,,,,,,,,,,,shbxc528h0udd6rdf3ax2itx,P. Kadeřábek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519207655,29,1,1,1,36,4l9mrqzmajz5crzlz50mtbt6x,1,81.8,0,2023-03-12T14:31:57.388Z,2023-03-13T07:59:39Z,4092930497,141,3.1,4092930495,140,87.6,4092930501,213,0.5,4092930499,212,6.9,4092930493,56,Right,4092930491,107,,,,,,,,shbxc528h0udd6rdf3ax2itx,P. Kadeřábek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519207681,30,1,1,1,42,4l9mrqzmajz5crzlz50mtbt6x,1,77.9,16.9,2023-03-12T14:32:03.384Z,2023-03-13T07:59:44Z,4092930631,140,61.5,4092930633,141,30.3,4092930635,212,19.5,4092930629,56,Center,4092930637,213,2.7,4095467621,178,,,,,,,,7hnmtyfmurizitwz1whecjnmy,A. Stiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519207719,31,1,1,1,45,4l9mrqzmajz5crzlz50mtbt6x,1,59.7,35.2,2023-03-12T14:32:06.113Z,2023-03-13T07:59:48Z,4095467673,178,,4092930847,212,16.2,4092930849,213,0.8,4092930845,141,52.3,4092930843,140,70.5,4092930841,56,Center,,,,,,,a5kkysp7c5f577ji17q5v2k0l,J. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519207731,32,1,1,1,46,4l9mrqzmajz5crzlz50mtbt6x,0,72.5,54.8,2023-03-12T14:32:07.042Z,2023-03-13T07:59:54Z,4092930929,140,91.7,4092930935,213,6.2,4092930925,168,,4092930933,212,20.3,4092930931,141,51.3,4095467745,178,,4092930927,56,Center,,,,8um4xh0ekvr4q6uti3ksld8q2,F. Becker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519207735,16,49,1,1,48,6k5zscdm9ufw0tguvzyjlp5hq,1,7.3,48,2023-03-12T14:32:09.388Z,2023-03-13T07:59:56Z,,,,,,,,,,,,,,,,,,,,,,,,,920yurg08gqayxwc80q9f8ixh,M. Flekken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519207985,17,1,1,1,59,6k5zscdm9ufw0tguvzyjlp5hq,1,14.3,45.2,2023-03-12T14:32:19.615Z,2023-03-13T08:00:01Z,4095467835,178,,4092932437,213,4.8,4092932435,212,15.6,4092932429,56,Back,4092932433,141,22.4,4092932431,140,15.8,,,,,,,920yurg08gqayxwc80q9f8ixh,M. Flekken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519208061,18,1,1,2,2,6k5zscdm9ufw0tguvzyjlp5hq,1,15,23.8,2023-03-12T14:32:22.493Z,2023-03-13T08:00:06Z,4092932883,56,Back,4092932885,140,4.7,4092932889,212,21.2,4095467891,178,,4092932887,141,50.6,4092932891,213,2.1,,,,,,,84mp3eqt1ckw107hwxpby9cd1,M. Ginter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519208145,19,1,1,2,5,6k5zscdm9ufw0tguvzyjlp5hq,1,5,59,2023-03-12T14:32:26.415Z,2023-03-13T08:00:16Z,4092933277,140,19.0,4095467973,178,,4092933281,212,16.6,4092933279,141,47.6,4092933275,56,Back,4092933283,213,5.8,,,,,,,920yurg08gqayxwc80q9f8ixh,M. Flekken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
