id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2499141957,4,44,1,0,18,a8d2gb2nag8fy0itbuxmcibh2,0,37.2,56.6,2023-01-21T14:31:21.071Z,2023-01-22T01:35:13Z,3987248987,285,,3987249103,233,9,3987248985,56,Back,,,,,,,,,,,,,,,,254i1zsifi2er9rvuxgi9katx,G. Haraguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499141963,10,61,1,0,18,4l9mrqzmajz5crzlz50mtbt6x,1,66.3,46.1,2023-01-21T14:31:21.077Z,2023-01-22T06:25:31Z,3987249015,56,Center,3989217477,388,,3989217475,15,,,,,,,,,,,,,,,,,7hnmtyfmurizitwz1whecjnmy,A. Stiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499141983,5,61,1,0,18,a8d2gb2nag8fy0itbuxmcibh2,1,40.5,60.9,2023-01-21T14:31:21.156Z,2023-01-22T01:35:24Z,3989217533,21,,3987249091,56,Back,3989217535,388,,,,,,,,,,,,,,,,,254i1zsifi2er9rvuxgi9katx,G. Haraguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142013,11,1,1,0,20,4l9mrqzmajz5crzlz50mtbt6x,1,65.8,46.7,2023-01-21T14:31:22.546Z,2023-01-22T01:35:30Z,3989217631,178,,3987249247,56,Center,3987249255,213,4.5,3987249251,141,35.4,3987249249,140,64.1,3987249253,212,7.9,,,,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142027,12,1,1,0,21,4l9mrqzmajz5crzlz50mtbt6x,1,64.2,43.1,2023-01-21T14:31:24.224Z,2023-01-22T01:35:37Z,3987249303,213,2.0,3987249299,141,69.6,3987249295,56,Center,3987249301,212,19.7,3987249297,140,56.7,3989217719,178,,,,,,,,6sj31v61vtwwxe5hhwkj80g7o,T. Bischof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142053,13,1,1,0,25,4l9mrqzmajz5crzlz50mtbt6x,1,56.6,68.8,2023-01-21T14:31:27.724Z,2023-01-22T01:35:42Z,3989217787,178,,3987249423,140,56.6,3987249429,213,1.6,3987249421,56,Left,3987249425,141,92.7,3987249427,212,16.3,,,,,,,f3v95yyj6j7h7qpprxm4zlre1,D. Geiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142087,14,1,1,0,27,4l9mrqzmajz5crzlz50mtbt6x,1,56.3,90,2023-01-21T14:31:30.072Z,2023-01-22T01:35:47Z,3987249617,212,15.1,3989217905,178,,3987249611,140,45.7,3987249615,141,75.0,3987249607,56,Back,3987249619,213,3.9,,,,,,,9uthj64y9f77y63tq7did539x,Angeliño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142139,15,1,1,0,30,4l9mrqzmajz5crzlz50mtbt6x,1,40,71.2,2023-01-21T14:31:33.271Z,2023-01-22T01:35:52Z,3987249885,140,34.5,3987249887,141,49.6,3989217979,178,,3987249889,212,15.8,3987249883,56,Back,3987249891,213,4.3,,,,,,,980t379w5cp7umv1eltwlfca1,S. Nsoki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142169,16,1,1,0,35,4l9mrqzmajz5crzlz50mtbt6x,1,34.9,49,2023-01-21T14:31:38.305Z,2023-01-22T01:35:57Z,3987250035,140,40.8,3987250041,213,1.2,3987250037,141,72.4,3989218077,178,,3987250039,212,17.1,3987250033,56,Back,,,,,,,6ki6rv564ybctrajr2xtgyeax,O. Kabak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142189,17,1,1,0,38,4l9mrqzmajz5crzlz50mtbt6x,1,40.9,74.8,2023-01-21T14:31:40.715Z,2023-01-22T01:36:03Z,3987250135,56,Back,3987250141,212,16.4,3987250137,140,47.7,3987250143,213,1.1,3987250139,141,96.5,3989218161,178,,,,,,,,980t379w5cp7umv1eltwlfca1,S. Nsoki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142213,18,1,1,0,40,4l9mrqzmajz5crzlz50mtbt6x,1,46.9,95.9,2023-01-21T14:31:42.547Z,2023-01-22T01:36:08Z,3987250259,213,3.7,3987250253,140,32.3,3987250257,212,18.1,3987250251,56,Back,3987250255,141,81.8,3989218237,178,,,,,,,,9uthj64y9f77y63tq7did539x,Angeliño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142247,19,1,1,0,43,4l9mrqzmajz5crzlz50mtbt6x,1,34.9,74.7,2023-01-21T14:31:45.805Z,2023-01-22T01:36:12Z,3989218311,178,,3987250423,140,29.9,3987250429,213,4.4,3987250425,141,52.7,3987250421,56,Back,3987250427,212,15.9,,,,,,,980t379w5cp7umv1eltwlfca1,S. Nsoki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142277,20,1,1,0,45,4l9mrqzmajz5crzlz50mtbt6x,1,27.8,48.5,2023-01-21T14:31:48.227Z,2023-01-22T01:36:17Z,3989218357,178,,3987250589,56,Back,3987250597,213,4.6,3987250595,212,18.2,3987250591,140,26.5,3987250593,141,21.8,,,,,,,6ki6rv564ybctrajr2xtgyeax,O. Kabak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142289,21,1,1,0,48,4l9mrqzmajz5crzlz50mtbt6x,1,25.7,19.4,2023-01-21T14:31:50.595Z,2023-01-22T01:36:22Z,3987250707,213,5.2,3987250705,212,11.7,3987250701,140,31.1,3989218451,178,,3987250703,141,4.3,3987250699,56,Back,,,,,,,6yhylu5q0y924amgv7vlodkgl,K. Akpoguma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142325,22,1,1,0,49,4l9mrqzmajz5crzlz50mtbt6x,1,30.8,5.2,2023-01-21T14:31:51.970Z,2023-01-22T01:36:29Z,3987250881,212,21.8,3987250879,141,20.4,3987250883,213,0.5,3987250877,140,49.1,3987250875,56,Back,3989218545,178,,,,,,,,arwidogdfccsjv8fxa1veezf9,R. Skov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142333,23,1,1,0,52,4l9mrqzmajz5crzlz50mtbt6x,1,50.3,24.6,2023-01-21T14:31:55.121Z,2023-01-22T01:36:35Z,3987250929,213,6.1,3987250923,140,67.0,3987250927,212,18.0,3989218633,178,,3987250921,56,Right,3987250925,141,18.6,,,,,,,6sj31v61vtwwxe5hhwkj80g7o,T. Bischof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142339,24,3,1,0,54,4l9mrqzmajz5crzlz50mtbt6x,0,62,17.4,2023-01-21T14:31:57.004Z,2023-01-22T01:36:45Z,3987251011,233,6,3988483743,465,,3987250953,286,,3989218775,178,,3987250951,56,Right,,,,,,,,,,bkbmygo5f1glcs6xssawl26z9,I. Bebou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142347,6,7,1,0,55,a8d2gb2nag8fy0itbuxmcibh2,0,38,82.6,2023-01-21T14:31:57.444Z,2023-01-22T01:36:49Z,3989218839,178,,3987250999,233,24,3987250981,56,Back,3988483891,385,,3987250983,285,,,,,,,,,,,cab22ojcuhdzdwmbtl20n8i51,R. Knoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142351,25,61,1,0,55,4l9mrqzmajz5crzlz50mtbt6x,1,66,17.4,2023-01-21T14:31:57.587Z,2023-01-22T01:37:12Z,3987250989,56,Right,3989218987,178,,,,,,,,,,,,,,,,,,,,bkbmygo5f1glcs6xssawl26z9,I. Bebou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142359,7,49,1,0,56,a8d2gb2nag8fy0itbuxmcibh2,1,41.9,81.9,2023-01-21T14:31:58.644Z,2023-01-22T01:37:19Z,,,,,,,,,,,,,,,,,,,,,,,,,cab22ojcuhdzdwmbtl20n8i51,R. Knoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142379,8,1,1,0,56,a8d2gb2nag8fy0itbuxmcibh2,1,41.9,81.9,2023-01-21T14:31:59.178Z,2023-01-22T01:37:25Z,3987251183,141,86.0,3987251179,56,Back,3989219285,178,,3987251187,213,0.5,3987251181,140,46.7,3987251185,212,5.8,,,,,,,cab22ojcuhdzdwmbtl20n8i51,R. Knoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142401,9,1,1,0,58,a8d2gb2nag8fy0itbuxmcibh2,1,46.7,86,2023-01-21T14:32:00.908Z,2023-01-22T01:37:31Z,3987251301,56,Back,3987251305,140,43.3,3987251311,141,87.9,3987251319,213,2.8,3987251315,212,3.8,3989219355,178,,,,,,,,24vavcwn4hco5je9kdu9ciwgl,J. Haberer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142411,10,1,1,0,59,a8d2gb2nag8fy0itbuxmcibh2,0,43.3,87.9,2023-01-21T14:32:01.564Z,2023-01-22T01:37:39Z,3989219495,178,,3987251407,212,15.8,3987251403,140,55.4,3987251409,213,5.6,3987251401,56,Center,3987251405,141,74.1,,,,,,,cab22ojcuhdzdwmbtl20n8i51,R. Knoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142397,26,49,1,1,1,4l9mrqzmajz5crzlz50mtbt6x,1,40.7,31.9,2023-01-21T14:32:03.523Z,2023-01-22T01:37:46Z,,,,,,,,,,,,,,,,,,,,,,,,,6ki6rv564ybctrajr2xtgyeax,O. Kabak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142417,27,1,1,1,1,4l9mrqzmajz5crzlz50mtbt6x,0,40.8,30.6,2023-01-21T14:32:03.571Z,2023-01-22T01:37:49Z,3987251433,56,Center,3987251439,212,13.1,3989219613,178,,3987251441,213,0.1,3987251435,140,53.2,3987251437,141,33.1,,,,,,,6ki6rv564ybctrajr2xtgyeax,O. Kabak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142451,11,49,1,1,2,a8d2gb2nag8fy0itbuxmcibh2,1,48.6,74,2023-01-21T14:32:05.364Z,2023-01-22T01:37:56Z,,,,,,,,,,,,,,,,,,,,,,,,,254i1zsifi2er9rvuxgi9katx,G. Haraguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499548339,1061,83,1,1,4,4l9mrqzmajz5crzlz50mtbt6x,1,53.3,27.1,2023-01-21T14:32:06.480Z,2023-01-22T05:21:41Z,3989393041,399,54078,,,,,,,,,,,,,,,,,,,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142471,12,1,1,1,4,a8d2gb2nag8fy0itbuxmcibh2,0,48.5,74.4,2023-01-21T14:32:07.022Z,2023-01-22T01:38:03Z,3987251689,140,46.1,3987251691,141,87.0,3987251695,213,1.9,3989219753,178,,3987251693,212,8.9,3987251687,56,Back,,,,,,,254i1zsifi2er9rvuxgi9katx,G. Haraguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142477,28,49,1,1,5,4l9mrqzmajz5crzlz50mtbt6x,1,58,15.3,2023-01-21T14:32:08.254Z,2023-01-22T01:38:10Z,,,,,,,,,,,,,,,,,,,,,,,,,arwidogdfccsjv8fxa1veezf9,R. Skov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142533,13,45,1,1,8,a8d2gb2nag8fy0itbuxmcibh2,0,40.2,89.7,2023-01-21T14:32:10.548Z,2023-01-22T01:38:16Z,3987252043,56,Back,3987252339,233,29,3987252045,285,,,,,,,,,,,,,,,,,emtrl7rrhp3ybsibf1f89kyj9,N. Gießelmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142593,29,3,1,1,8,4l9mrqzmajz5crzlz50mtbt6x,1,59.8,10.3,2023-01-21T14:32:10.548Z,2023-01-22T01:38:15Z,3987252317,233,13,3988485007,465,,3987252309,286,,3987252307,56,Right,3989219953,178,,,,,,,,,,,arwidogdfccsjv8fxa1veezf9,R. Skov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142633,30,1,1,1,14,4l9mrqzmajz5crzlz50mtbt6x,0,78.9,10.3,2023-01-21T14:32:17.116Z,2023-01-22T01:38:21Z,3987252513,213,1.1,3989219999,178,,3988485361,223,,3987252509,141,69.9,3987252511,212,46.5,3987252515,1,,3988485363,72,,3987252501,2,,arwidogdfccsjv8fxa1veezf9,R. Skov,3987252505,56,Center,3987252507,140,100.0,3987252503,155,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142645,14,5,1,1,17,a8d2gb2nag8fy0itbuxmcibh2,1,-0.8,29,2023-01-21T14:32:19.803Z,2023-01-22T01:38:28Z,3987252559,56,Back,3987252575,233,31,3987252561,346,,,,,,,,,,,,,,,,,emtrl7rrhp3ybsibf1f89kyj9,N. Gießelmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142639,31,5,1,1,17,4l9mrqzmajz5crzlz50mtbt6x,0,100.8,71,2023-01-21T14:32:19.803Z,2023-01-22T01:38:28Z,3987252537,346,,3987252581,233,14,3987252535,56,Center,,,,,,,,,,,,,,,,arwidogdfccsjv8fxa1veezf9,R. Skov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499143031,15,1,1,1,41,a8d2gb2nag8fy0itbuxmcibh2,0,4.2,42.7,2023-01-21T14:32:44.061Z,2023-01-22T01:38:36Z,3987254355,56,Center,3987254363,212,55.7,3987254359,140,56.7,3987254371,74,,3987254353,124,,3987254367,1,,3987254365,213,6.1,3987254361,141,31.1,8l1mv5qd9vwade754v3l8epjp,F. Rønnow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499143041,32,44,1,1,45,4l9mrqzmajz5crzlz50mtbt6x,1,44,72.8,2023-01-21T14:32:47.826Z,2023-01-22T06:25:32Z,3987254447,233,16,3987254405,285,,3987254403,56,Back,,,,,,,,,,,,,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499143037,16,44,1,1,45,a8d2gb2nag8fy0itbuxmcibh2,0,56,27.2,2023-01-21T14:32:47.827Z,2023-01-22T01:38:41Z,3987254395,56,Center,3987254397,286,,3987254423,233,32,,,,,,,,,,,,,,,,5xhjvappzv6swoof5qpi0yj9,J. Siebatcheu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499213903,463,61,1,1,45,4l9mrqzmajz5crzlz50mtbt6x,1,43.2,74.5,2023-01-21T14:32:47.830Z,2023-01-22T06:25:32Z,3989220441,388,,3989220439,15,,3987613237,56,Back,,,,,,,,,,,,,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499143057,17,43,1,1,46,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2023-01-21T14:32:48.637Z,2023-01-21T15:31:16Z,3987254513,56,Center,3987254505,3,0,3987611037,144,1,3987254507,168,0,3987254521,212,7.3,3987254525,213,5.9,3987254515,140,63.2,3987254517,141,27.5,5xhjvappzv6swoof5qpi0yj9,J. Siebatcheu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499143067,33,49,1,1,46,4l9mrqzmajz5crzlz50mtbt6x,1,38.7,94.2,2023-01-21T14:32:49.060Z,2023-01-22T01:39:10Z,,,,,,,,,,,,,,,,,,,,,,,,,9uthj64y9f77y63tq7did539x,Angeliño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499143169,34,1,1,1,49,4l9mrqzmajz5crzlz50mtbt6x,1,38.2,93,2023-01-21T14:32:51.682Z,2023-01-22T01:39:16Z,3989220909,178,,3987254965,141,66.6,3987254961,56,Center,3987254959,155,,3987254967,212,35.3,3987254971,1,,3987254963,140,67.1,3987254969,213,5.7,9uthj64y9f77y63tq7did539x,Angeliño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499143207,35,61,1,1,51,4l9mrqzmajz5crzlz50mtbt6x,0,67.8,70.9,2023-01-21T14:32:53.815Z,2023-01-22T01:39:37Z,3987255103,56,Center,3989221335,178,,3989221333,21,,,,,,,,,,,,,,,,,bkbmygo5f1glcs6xssawl26z9,I. Bebou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499143247,19,1,1,1,54,a8d2gb2nag8fy0itbuxmcibh2,0,29.8,4.8,2023-01-21T14:32:56.597Z,2023-01-22T01:39:41Z,3989221377,389,,3987255293,56,Right,3987255299,212,22.9,3987255297,141,4.6,3987255301,213,6.3,3987255295,140,51.6,3987255291,155,,,,,87jamhsc8ps9kh5432u36kjc9,P. Jaeckel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499143209,18,43,1,1,54,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2023-01-21T14:32:57.292Z,2023-01-21T14:33:00Z,3987255387,144,49,,,,,,,,,,,,,,,,,,,,,,87jamhsc8ps9kh5432u36kjc9,P. Jaeckel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499143297,36,1,1,1,56,4l9mrqzmajz5crzlz50mtbt6x,1,46,95,2023-01-21T14:32:58.483Z,2023-01-22T01:39:45Z,3987255489,56,Left,3987255497,141,91.4,3987255509,213,6.1,3987255491,140,57.7,3989221453,178,,3987255505,212,12.5,,,,,,,7hnmtyfmurizitwz1whecjnmy,A. Stiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
