id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/8/value,keyPass,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/10/value,qualifier/16/value,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2475331971,1,34,16,0,0,dt4pinj0vw0t0cvz7za6mhmzy,1,0,0,2022-10-22T12:35:54.046Z,2022-10-22T12:35:53Z,3861700363,194,cd6i7khi5wgsfsg19c9tcjydx,3861700353,30,"9rjd95oqotnalxmv56v7p1r6d, 4vy3j1o829f561jf4fqum7ob9, 6ie5meimavc8kwohr6lrdyket, emvi36y613e4lqlat3wfdih9l, cd6i7khi5wgsfsg19c9tcjydx, d5mck7rf48chzersephpx29d5, ebj6t5jqzixrnww1z7qofznu2, e83ula4wockmc2xid7185kcq2, eguzzwxdm0fwocax6srpck48a, f4qcgzveslklfi8601tep77x1, 2we9yak4ipkr1ljigj20puv6y, 3y9nm18as1wxhizq3fyazb2t, 5irixhhyayq9yl7sb2kohjrv9, 4lcyjhvtwieshr4r3a6104qtx, 7lai6ovwsl01gonutejt4mms5, culbbgu1o5fdbl3gxz54rbn4l, 2jrntrq2x714pviioh3jnkted, 4rtps64cca8vrscv80bgyvjf8, 8zl9wv46y5bchktqcwth3z3ai",3861700365,197,2698,3861700361,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3861700367,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861700359,130,8,3861700355,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",3861700357,59,"1, 25, 13, 6, 15, 4, 27, 22, 18, 19, 7, 10, 17, 20, 23, 30, 33, 36, 47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475342355,1,34,16,0,0,3dwlvz6cl4lcavvrg0y2dycrt,1,0,0,2022-10-22T12:46:59.910Z,2022-10-22T13:31:34Z,3861755199,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861755203,197,16195,3861755191,30,"5bzowvtg5vhntcx1w3roriehh, 9fd19beamnr8qmhqdvzr7fcyy, e9u7cmvaem5p7x9px3yq9f179, 4xhnmoqgxoheel005ek6ckfs9, 3uqn1adw8rarez1gpen9vng7p, 5l8wtw156meo2vrtrgasif6jt, d1gc59ozyrrnl82rog6fbm0dm, 9dnne0ny6o6d5c6w3ayoo4vvu, 9ic8hvnkzj9p0ikh6bwaeoqju, bmrdtenqr84jt4gmw6i7wez11, 3kti58d195gmtzwrjh5nprx05, 5eym30brgmujovaeyb6dhhgfe, 49epln99aa2797cs2zq3al1t6, a4p1m3cqm6z2p1bw97s6k46ad, 4nn6rxyzy97wl4ppqqnhhxyax, 8p2yagsx6ujdbmeonkd3u4c89, 3havaatbnk8p6gc9srgajc25l, 80nniieqtuwjhomwjcebnxyzu, 1en0bgq0u842snszevlkscxk9, 7lra5r21vnl77tzrse3u7h84q",3861755195,59,"1, 14, 24, 23, 2, 5, 8, 32, 10, 9, 3, 7, 11, 16, 20, 21, 22, 25, 28, 44",3861755197,130,12,3861755201,194,3kti58d195gmtzwrjh5nprx05,3861755205,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861755193,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475375693,2,32,1,0,0,dt4pinj0vw0t0cvz7za6mhmzy,1,0,0,2022-10-22T13:30:31.139Z,2022-10-23T05:14:44Z,3861936949,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475375671,2,32,1,0,0,3dwlvz6cl4lcavvrg0y2dycrt,1,0,0,2022-10-22T13:30:31.139Z,2022-10-22T13:30:31Z,3861936873,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475375851,3,1,1,0,0,3dwlvz6cl4lcavvrg0y2dycrt,1,50.2,49.7,2022-10-22T13:30:31.229Z,2022-10-23T03:53:26Z,3861937719,212,22.0,3861937717,141,66.4,3861937715,140,32.3,3861937721,213,2.6,3865232667,178,,3861937713,56,Back,3861937723,279,S,,,,9ic8hvnkzj9p0ikh6bwaeoqju,Tiago Tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475375857,4,1,1,0,2,3dwlvz6cl4lcavvrg0y2dycrt,0,34.2,64,2022-10-22T13:30:33.918Z,2022-10-23T03:53:34Z,3865232807,178,,3861937765,141,9.8,3861937761,56,Right,3861937767,212,58.2,3861937769,213,5.6,3861937763,140,77.1,3861937771,1,,3864841173,157,,4xhnmoqgxoheel005ek6ckfs9,D. Zagadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475375863,3,1,1,0,6,dt4pinj0vw0t0cvz7za6mhmzy,1,23.2,85.7,2022-10-22T13:30:37.882Z,2022-10-23T03:53:50Z,3861937809,213,0.6,3861937805,212,5.9,3861937795,3,,3861937797,56,Back,3865233105,388,,3861937803,141,90.9,3861937799,140,27.7,,,,d5mck7rf48chzersephpx29d5,N. Schlotterbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476011867,996,43,1,0,6,dt4pinj0vw0t0cvz7za6mhmzy,1,0,0,2022-10-22T13:30:37.886Z,2022-10-23T05:35:03Z,3865344009,178,0,3865344071,144,82,3865344011,21,0,,,,,,,,,,,,,,,,6ie5meimavc8kwohr6lrdyket,Raphaël Guerreiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476011911,997,43,1,0,6,dt4pinj0vw0t0cvz7za6mhmzy,1,0,0,2022-10-22T13:30:37.899Z,2022-10-23T05:35:30Z,3865344637,144,82,3865344217,178,0,3865344221,21,0,,,,,,,,,,,,,,,,6ie5meimavc8kwohr6lrdyket,Raphaël Guerreiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475375869,4,49,1,0,8,dt4pinj0vw0t0cvz7za6mhmzy,1,27.7,90.9,2022-10-22T13:30:39.637Z,2022-10-23T03:53:56Z,,,,,,,,,,,,,,,,,,,,,,,,,6ie5meimavc8kwohr6lrdyket,Raphaël Guerreiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
