id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/9/value,assist,qualifier/11/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/15/value,qualifier/16/value
2509094747,8,43,1,0,16,8q1ul09cygzswb7tb456bmifv,1,0,0,2023-02-18T14:30:39.788Z,2023-02-18T14:30:56Z,4039477025,56,Center,4039477027,286,0,4039478525,144,44,4039478373,233,3,,,,,,,,,,,,,8n4b6j21nxf1nf628ugg3xsdl,S. Tigges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509094751,3,43,1,0,16,3dwlvz6cl4lcavvrg0y2dycrt,1,0,0,2023-02-18T14:30:39.789Z,2023-02-18T14:31:08Z,4039479649,144,44,4039477043,56,Back,4039477047,285,0,,,,,,,,,,,,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509094793,10,1,1,0,17,8q1ul09cygzswb7tb456bmifv,0,46.1,87.8,2023-02-18T14:30:41.375Z,2023-02-19T04:55:20Z,4039477275,141,68.8,4039477281,1,,4042638269,178,,4039477277,212,43.8,4039477273,140,86.0,4039477271,56,Center,4039477279,213,6.0,4039477269,155,,55z0yap5tml66nes2cchg7ahh,F. Kainz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509094817,4,52,1,0,20,3dwlvz6cl4lcavvrg0y2dycrt,1,12.8,35.1,2023-02-18T14:30:44.750Z,2023-02-19T04:55:24Z,4042638493,178,,4042005113,377,,,,,,,,,,,,,,,,,,,,62gct49oglcdzxafhrfucrb2t,F. Bredlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095005,5,80,1,0,29,3dwlvz6cl4lcavvrg0y2dycrt,0,8.4,50.1,2023-02-18T14:30:53.525Z,2023-02-19T04:55:27Z,4042638561,178,,,,,,,,,,,,,,,,,,,,,,,62gct49oglcdzxafhrfucrb2t,F. Bredlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095107,6,1,1,0,33,3dwlvz6cl4lcavvrg0y2dycrt,1,9.5,52.1,2023-02-18T14:30:57.096Z,2023-02-19T04:55:33Z,4039478937,56,Back,4039478943,212,21.8,4039478941,141,83.2,4039478939,140,14.7,4039478945,213,1.3,4042638691,178,,,,,,,,62gct49oglcdzxafhrfucrb2t,F. Bredlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095143,7,1,1,0,37,3dwlvz6cl4lcavvrg0y2dycrt,0,16.1,85,2023-02-18T14:31:00.845Z,2023-02-19T04:55:37Z,4039479121,56,Left,4039479129,141,80.2,4039479133,213,6.2,4042638753,178,,4039479117,155,,4039479131,212,58.9,4039479135,1,,4039479125,140,72.1,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095173,11,1,1,0,39,8q1ul09cygzswb7tb456bmifv,1,28.9,20,2023-02-18T14:31:03.646Z,2023-02-19T04:55:45Z,4039479309,140,32.0,4039479303,3,,4039479307,56,Back,4042638833,388,,4039479317,213,5.2,4039479313,141,9.9,4039479315,212,7.6,,,,8w5vjfl9ntyyxzyn2lo8k4dpm,N. Soldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095181,12,49,1,0,40,8q1ul09cygzswb7tb456bmifv,1,28.7,8.6,2023-02-18T14:31:04.244Z,2023-02-19T04:55:48Z,,,,,,,,,,,,,,,,,,,,,,,,,38knnji3m4qg6pqohph35n74l,B. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095225,13,12,1,0,42,8q1ul09cygzswb7tb456bmifv,1,22.5,7.3,2023-02-18T14:31:06.070Z,2023-02-19T04:55:56Z,4039479577,212,6.1,4039479573,140,21.5,4039479579,213,4.5,4039479575,141,0.0,4039479569,56,Back,4039479613,167,,4042639157,178,,,,,38knnji3m4qg6pqohph35n74l,B. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095465,8,5,1,0,43,3dwlvz6cl4lcavvrg0y2dycrt,1,78.8,102,2023-02-18T14:31:07.655Z,2023-02-19T04:56:01Z,4039480819,347,,4039480843,233,14,4039480817,56,Left,,,,,,,,,,,,,,,,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095233,14,5,1,0,43,8q1ul09cygzswb7tb456bmifv,0,21.2,-2,2023-02-18T14:31:07.655Z,2023-02-19T04:56:01Z,4039479601,347,,4039479599,56,Back,4039480855,233,8,,,,,,,,,,,,,,,,38knnji3m4qg6pqohph35n74l,B. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095469,9,1,1,0,59,3dwlvz6cl4lcavvrg0y2dycrt,0,72.4,100,2023-02-18T14:31:22.845Z,2023-02-19T04:56:08Z,4039480859,107,,4039480861,56,Left,4039480869,213,4.4,4039480867,212,6.9,4039480863,140,70.6,4039842941,189,,4039480865,141,92.3,,,,e9u7cmvaem5p7x9px3yq9f179,B. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095493,15,1,1,1,0,8q1ul09cygzswb7tb456bmifv,1,28.5,10.8,2023-02-18T14:31:23.783Z,2023-02-19T04:56:28Z,4039480987,212,8.4,4039480983,140,35.9,4042639503,178,,4039480989,213,5.9,4039480981,56,Back,4039480985,141,6.0,4039487361,155,,4039513333,189,,ojqb7kv87o0cidbckgtg1rdh,E. Skhiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095501,16,1,1,1,1,8q1ul09cygzswb7tb456bmifv,0,35.3,11.7,2023-02-18T14:31:25.594Z,2023-02-19T04:56:17Z,4039481093,213,0.4,4039481091,212,5.9,4039481085,56,Back,4042639583,388,,4039481089,141,15.3,4039481081,3,,4039481083,168,,4039481087,140,40.4,cnf7quyillyf560nh14taliw9,L. Maina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095517,10,1,1,1,3,3dwlvz6cl4lcavvrg0y2dycrt,0,61.8,83.3,2023-02-18T14:31:26.941Z,2023-02-19T04:56:36Z,4039481149,213,2.1,4039481141,56,Left,4039481139,157,,4039481147,212,6.0,4039481143,140,59.1,4039481145,141,91.1,4042639851,178,,4039481151,1,,a4p1m3cqm6z2p1bw97s6k46ad,A. Karazor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095547,17,49,1,1,5,8q1ul09cygzswb7tb456bmifv,1,41.6,9.8,2023-02-18T14:31:29.097Z,2023-02-19T04:56:51Z,,,,,,,,,,,,,,,,,,,,,,,,,cnf7quyillyf560nh14taliw9,L. Maina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095567,18,1,1,1,5,8q1ul09cygzswb7tb456bmifv,0,41.6,9.8,2023-02-18T14:31:29.146Z,2023-02-19T04:56:54Z,4039481369,155,,4039481377,212,25.9,4039481373,140,65.9,4042640305,178,,4039481371,56,Right,4039481379,213,0.2,4039481375,141,16.2,,,,cnf7quyillyf560nh14taliw9,L. Maina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095591,11,49,1,1,6,3dwlvz6cl4lcavvrg0y2dycrt,1,28.5,77.9,2023-02-18T14:31:30.432Z,2023-02-19T04:57:13Z,,,,,,,,,,,,,,,,,,,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095643,12,1,1,1,7,3dwlvz6cl4lcavvrg0y2dycrt,1,28.4,77.9,2023-02-18T14:31:31.572Z,2023-02-19T04:57:20Z,4039481811,213,3.5,4042640899,178,,4039481795,56,Back,4039481807,212,18.0,4039481797,140,12.4,4039481801,141,68.4,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095651,13,52,1,1,10,3dwlvz6cl4lcavvrg0y2dycrt,1,12.3,68.4,2023-02-18T14:31:34.384Z,2023-02-19T04:57:23Z,4042008663,376,,4042640921,178,,,,,,,,,,,,,,,,,,,,62gct49oglcdzxafhrfucrb2t,F. Bredlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095753,14,1,1,1,16,3dwlvz6cl4lcavvrg0y2dycrt,1,11.4,50.1,2023-02-18T14:31:40.685Z,2023-02-19T04:57:27Z,4042641051,178,,4039482323,212,30.6,4039482317,56,Back,4039482319,140,22.2,4039482321,141,8.3,4039482325,213,5.1,4039482315,123,,4039482359,287,,62gct49oglcdzxafhrfucrb2t,F. Bredlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095827,15,1,1,1,20,3dwlvz6cl4lcavvrg0y2dycrt,1,25.4,6.2,2023-02-18T14:31:43.931Z,2023-02-19T04:57:30Z,4039482569,56,Back,4039482577,213,6.2,4039482573,141,4.8,4039482571,140,35.1,4042641117,178,,4039482575,212,10.2,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095831,16,1,1,1,22,3dwlvz6cl4lcavvrg0y2dycrt,0,35.4,5.9,2023-02-18T14:31:46.017Z,2023-02-19T04:57:33Z,4039482597,213,0,4039482593,141,5.9,4039482591,140,36.5,4039482737,286,,4039482733,233,19,4039482595,212,1.2,4039482589,56,Back,4039482731,236,,3kti58d195gmtzwrjh5nprx05,W. Endo,4042641179,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095859,19,74,1,1,22,8q1ul09cygzswb7tb456bmifv,1,69.7,94.7,2023-02-18T14:31:46.019Z,2023-02-19T04:57:40Z,4039482705,285,,4042641369,178,,4039482743,233,16,4039482703,56,Left,,,,,,,,,,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095873,20,61,1,1,22,8q1ul09cygzswb7tb456bmifv,1,69.7,94.7,2023-02-18T14:31:46.398Z,2023-02-19T04:57:49Z,4042641605,21,,4039482789,56,Left,4042641607,178,,,,,,,,,,,,,,,,,55z0yap5tml66nes2cchg7ahh,F. Kainz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095911,17,1,1,1,24,3dwlvz6cl4lcavvrg0y2dycrt,1,28.5,10.6,2023-02-18T14:31:47.967Z,2023-02-19T04:57:55Z,4039482981,56,Back,4039482987,141,7.5,4042641751,178,,4039482993,213,3.6,4039482991,212,5.3,4039482985,140,23.9,,,,,,,a4p1m3cqm6z2p1bw97s6k46ad,A. Karazor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509724683,946,83,1,1,26,8q1ul09cygzswb7tb456bmifv,1,78,89.8,2023-02-18T14:31:50.024Z,2023-02-19T08:34:03Z,4042842859,399,212509,,,,,,,,,,,,,,,,,,,,,,55z0yap5tml66nes2cchg7ahh,F. Kainz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095971,18,1,1,1,27,3dwlvz6cl4lcavvrg0y2dycrt,1,24.3,5.9,2023-02-18T14:31:51.039Z,2023-02-19T04:58:00Z,4039483253,141,23.6,4039483257,213,2.4,4039483251,140,12.9,4039483255,212,17.0,4039483249,56,Back,4042641837,178,,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095999,19,1,1,1,28,3dwlvz6cl4lcavvrg0y2dycrt,1,12.9,23.6,2023-02-18T14:31:52.564Z,2023-02-19T04:58:03Z,4039483397,212,18.5,4039483393,140,7.4,4039483391,56,Back,4039483399,213,1.9,4039483395,141,49.4,4042641885,178,,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096043,20,1,1,1,30,3dwlvz6cl4lcavvrg0y2dycrt,1,7.7,50.1,2023-02-18T14:31:54.316Z,2023-02-19T04:58:05Z,4039483601,56,Back,4039483609,213,1.0,4039483607,212,26.2,4039483603,140,20.7,4039483605,141,83.0,4042641913,178,,,,,,,,62gct49oglcdzxafhrfucrb2t,F. Bredlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096069,21,1,1,1,33,3dwlvz6cl4lcavvrg0y2dycrt,1,21,83.2,2023-02-18T14:31:57.511Z,2023-02-19T04:58:08Z,4039483697,140,29.8,4039483699,141,95.8,4039483695,56,Back,4042641943,178,,4039483701,212,12.6,4039483703,213,0.7,,,,,,,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096137,22,1,1,1,35,3dwlvz6cl4lcavvrg0y2dycrt,1,30,94.9,2023-02-18T14:31:58.914Z,2023-02-19T04:58:11Z,4039484061,141,85.7,4039484063,212,6.4,4039484065,213,4.9,4042642013,178,,4039484059,140,31.2,4039484057,56,Back,,,,,,,e9u7cmvaem5p7x9px3yq9f179,B. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096149,23,1,1,1,39,3dwlvz6cl4lcavvrg0y2dycrt,0,40.6,95.4,2023-02-18T14:32:02.756Z,2023-02-19T04:58:22Z,4042642169,178,,4039484109,56,Back,4039484113,140,46.7,4039484117,141,95.6,4039484121,213,0.0,4039484119,212,6.4,,,,,,,254i1zsifi2er9rvuxgi9katx,G. Haraguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096165,21,61,1,1,39,8q1ul09cygzswb7tb456bmifv,1,53.3,4.1,2023-02-18T14:32:03.095Z,2023-02-19T04:58:39Z,4042642441,178,,4042642439,21,,4039484201,56,Right,,,,,,,,,,,,,,,,38knnji3m4qg6pqohph35n74l,B. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096207,22,49,1,1,40,8q1ul09cygzswb7tb456bmifv,1,60.7,6.2,2023-02-18T14:32:04.264Z,2023-02-19T04:59:06Z,,,,,,,,,,,,,,,,,,,,,,,,,89s9fm31pcfq7l28kc2kad4kq,D. Huseinbašić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096223,23,1,1,1,40,8q1ul09cygzswb7tb456bmifv,0,60,6.2,2023-02-18T14:32:04.617Z,2023-02-19T04:58:56Z,4042642763,178,,4039484535,140,60.8,4039484539,212,0.9,4039484543,213,6.0,4039484533,56,Right,4039484537,141,5.8,,,,,,,89s9fm31pcfq7l28kc2kad4kq,D. Huseinbašić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096241,25,49,1,1,41,3dwlvz6cl4lcavvrg0y2dycrt,1,39.7,85.7,2023-02-18T14:32:04.971Z,2023-02-19T04:59:18Z,,,,,,,,,,,,,,,,,,,,,,,,,e9u7cmvaem5p7x9px3yq9f179,B. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096197,24,43,1,1,42,3dwlvz6cl4lcavvrg0y2dycrt,1,0,0,2023-02-18T14:32:06.422Z,2023-02-18T22:19:59Z,4039484369,56,Back,4039484371,285,0,4039484667,233,23,4042015169,144,74,,,,,,,,,,,,,e9u7cmvaem5p7x9px3yq9f179,B. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096259,26,1,1,1,43,3dwlvz6cl4lcavvrg0y2dycrt,0,43,73.8,2023-02-18T14:32:07.395Z,2023-02-19T04:59:22Z,4039484727,212,34.1,4039484723,140,68.0,4039484731,1,,4039484719,155,,4039484729,213,5.6,4039484721,56,Center,4039484725,141,41.9,4042643129,178,,e9u7cmvaem5p7x9px3yq9f179,B. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096257,24,49,1,1,45,8q1ul09cygzswb7tb456bmifv,1,32.8,63.3,2023-02-18T14:32:09.019Z,2023-02-19T04:59:27Z,,,,,,,,,,,,,,,,,,,,,,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096309,25,1,1,1,46,8q1ul09cygzswb7tb456bmifv,1,30.6,67.2,2023-02-18T14:32:10.295Z,2023-02-19T04:59:31Z,4039484961,213,3.8,4039484955,140,14.4,4042643227,178,,4039484957,141,46.2,4039484953,56,Back,4039484959,212,22.2,,,,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096361,26,1,1,1,48,8q1ul09cygzswb7tb456bmifv,0,14.2,46,2023-02-18T14:32:12.659Z,2023-02-19T04:59:34Z,4039485217,212,66.7,4039485213,140,71.3,4039485221,1,,4039485211,56,Left,4039485219,213,0.5,4039485215,141,89.0,4042643281,178,,4039485209,157,,4zfgh6wq7svx418tzwf0gfavp,M. Schwäbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096411,27,49,1,1,52,3dwlvz6cl4lcavvrg0y2dycrt,1,29.6,14.5,2023-02-18T14:32:16.605Z,2023-02-19T04:59:41Z,,,,,,,,,,,,,,,,,,,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096539,28,1,1,1,54,3dwlvz6cl4lcavvrg0y2dycrt,1,28.2,13.4,2023-02-18T14:32:18.039Z,2023-02-19T04:59:46Z,4039486061,212,25.2,4039486063,213,2.7,4042643517,178,,4039486055,56,Back,4039486059,141,29.1,4039486057,140,6.5,4039486053,3,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
