id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,keyPass,qualifier/12/value,qualifier/15/value,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2526425971,1,34,16,0,0,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2023-04-01T12:47:52.001Z,2023-04-01T13:28:28Z,4151970999,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4151970997,194,acxwc7xxrtyssiy390t859kgl,4151970989,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4151970983,30,"bfpax581lm91ebz4xgz40a191, 23l48u4w5nj4036whjm3s49gp, 76h7b6dhpyotolq68f84lqifp, acxwc7xxrtyssiy390t859kgl, 7e7w34imugzsufvytjxytupd5, dodddfi0l5i36vlgbaybhzeqy, 4sd2zs6d5cd4d9n3oo54lglat, d2ykrr75737c8bzlwhjj90vkl, b8if5dg0k9prjik99aiutewh5, aplc9mad75h1k90o3qla9c7l6, b7cso5zljdvzfila9zd4fz4ve, fr9ac60188vlmtbrcddhxii1, 3es8fg7y59lckypu11i68q6s5, azcv772qzdbz1exafx3od6lt5, 53ozrqkupvt2iyi2xg0swf7px, 8ri0md3tr27a1bn10xmfkgsus, 6384gzzxuxs6pvmrn8qx4d7u1, eswxx8pxqyuj7rnpvqawpej1l, bjhgmcai5irlexe7oa1g0e5sl, 2dxsntw3djezptdjqzu0oxi7e",4151970995,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4151970993,130,4,4152126145,197,8139,4151970991,59,"1, 20, 6, 27, 4, 5, 32, 31, 33, 39, 16, 3, 7, 8, 12, 18, 22, 23, 29, 40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526428317,1,34,16,0,0,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2023-04-01T12:50:46.601Z,2023-04-01T13:31:14Z,4151982723,130,2,4151982719,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4151982721,59,"1, 2, 22, 27, 23, 6, 10, 13, 11, 7, 16, 3, 8, 14, 17, 20, 24, 34, 40, 48",4151982727,194,tedxo29s8xx0a71z6sidw7v9,4151982725,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4151982729,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4151982717,30,"61xxo4zsk6hby0swa756l3wlx, 5arng6g4ietx2jwgcd2kpqdpl, 4gmknefwu0tt33z88tu75xmg9, b6woton2db3w4rm67vu69buy2, bs6f5ag1f47ropxefrybtaktl, tedxo29s8xx0a71z6sidw7v9, 3er9krmf0k6dhv6f9ltztfend, 4kolmisdpprx0wrahisadl5n9, d9jj0525pm3nu9vqewtpo2rpx, 1ic5mnwhm510mptrxz04zmtm2, 4zrut521fzw9fddqt74pnl756, egmcpa7j5clzga5m0zvg2f105, bfdtduknquzhr2br7ahlgvvo4, aybzlrbkvnobkazjsmox975jp, 3yiwkcfbwy0sfnecr9sy9695h, d8h5ge9ust20o7us968acnsnp, 9bzlvn0twr2b5z30k30gugw5x, 3jqxaa2l6gqwxl2mr8w0yiiy2, 840353qq4b6ufh0hhm9o0n45x, 8b40ap862z6ynvmgah0vjces5",4152126519,197,11917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456387,2,32,1,0,0,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2023-04-01T13:30:41.792Z,2023-04-01T13:30:46Z,4152134903,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456367,2,32,1,0,0,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2023-04-01T13:30:41.792Z,2023-04-02T04:17:52Z,4152134835,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456491,3,1,1,0,0,a8l3w3n0j99qjlsxj3jnmgkz1,1,49.9,50,2023-04-01T13:30:41.873Z,2023-04-02T11:43:42Z,4152135483,56,Back,4152135485,140,30.2,4157082723,178,,4152135493,279,S,4152135491,213,3.4,4152135487,141,41.2,4152135489,212,21.5,,,,4sd2zs6d5cd4d9n3oo54lglat,M. Svanberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526537893,458,1,1,0,1,a8l3w3n0j99qjlsxj3jnmgkz1,1,45.1,47.3,2023-04-01T13:30:43.242Z,2023-04-02T11:44:40Z,4152551013,212,7.5,4152550997,56,Center,4152551009,141,47.6,4152551003,140,52.2,4157089095,178,,4152551019,213,0.0,,,,,,,d2ykrr75737c8bzlwhjj90vkl,Y. Gerhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526539663,459,1,1,0,2,a8l3w3n0j99qjlsxj3jnmgkz1,1,53,48.5,2023-04-01T13:30:43.902Z,2023-04-02T11:45:39Z,4152560403,213,4.3,4152560401,212,22.7,4152560399,141,18.2,4157096249,178,,4152560391,56,Back,4152560393,140,44.0,,,,,,,4sd2zs6d5cd4d9n3oo54lglat,M. Svanberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456541,4,1,1,0,5,a8l3w3n0j99qjlsxj3jnmgkz1,1,41.7,13.1,2023-04-01T13:30:47.403Z,2023-04-02T11:45:53Z,4157098009,178,,4152135755,140,70.5,4152135753,56,Right,4152135757,141,19.1,4152135759,212,30.5,4152135761,213,0.1,,,,,,,7e7w34imugzsufvytjxytupd5,M. Lacroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526540789,460,61,1,0,7,a8l3w3n0j99qjlsxj3jnmgkz1,0,67.4,25.8,2023-04-01T13:30:48.800Z,2023-04-02T11:46:01Z,4157099181,178,,4152566535,56,Center,,,,,,,,,,,,,,,,,,,b7cso5zljdvzfila9zd4fz4ve,J. Kamiński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456573,3,49,1,0,8,ex3psl8e3ajeypwjy4xfltpx6,1,22.7,76.6,2023-04-01T13:30:50.411Z,2023-04-02T11:46:07Z,,,,,,,,,,,,,,,,,,,,,,,,,tedxo29s8xx0a71z6sidw7v9,J. Gouweleeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456595,4,1,1,0,8,ex3psl8e3ajeypwjy4xfltpx6,1,22.7,76.6,2023-04-01T13:30:50.485Z,2023-04-02T11:47:12Z,4157108659,178,,4152135937,141,61.5,4152135939,212,18.1,4152135933,56,Back,4152135941,213,3.7,4152135935,140,8.5,,,,,,,tedxo29s8xx0a71z6sidw7v9,J. Gouweleeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456685,5,1,1,0,11,ex3psl8e3ajeypwjy4xfltpx6,0,8.5,61.5,2023-04-01T13:30:52.950Z,2023-04-02T11:47:18Z,4152136389,56,Left,4152136397,213,0.4,4152136399,1,,4152136387,157,,4152136393,141,95.4,4152136391,140,60.2,4152136395,212,59.0,4157109237,178,,61xxo4zsk6hby0swa756l3wlx,R. Gikiewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
