id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/10/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2526041311,1,34,16,0,0,e8hiwrw6ocxm5iht6sp7jiv19,1,0,0,2023-03-31T17:20:58.969Z,2023-03-31T18:02:58Z,4149964691,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4149964685,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4149964695,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4149964689,130,8,4150038001,197,451,4149964687,59,"39, 45, 4, 35, 5, 2, 11, 17, 9, 15, 26, 6, 7, 8, 10, 14, 21, 22, 23, 30, 33, 34, 42",4149964693,194,8z4wdv767cv7ddqgrkz5txsrt,4149964683,30,"a8fr8gzw2n7gyl4kb58xjtknp, 1hpmrfb0mbmevf9edj0o0bv56, 8z4wdv767cv7ddqgrkz5txsrt, eybrr6zz7x6d1ftc7u4vphn85, b1zeqxuwoyzx1eukf18ptdgq, 5dxleurgfe6483pe7qvyc00es, 5l4fkm9a0pvfi9qiy6gipf71m, b4a2wu8fdbrh5sirpv34hoewa, b1yxo0olp9c2ufh1l1qxsef9x, dbku5mn74cqjzu7o91vzrlbtg, 12y6tmd1yr04c0ed2klslpwb9, 9knokmhy9zckjq0gv7txx9zsa, 4nz928h6p0nl8p161dxg55pn8, cp732f8tqz91xeahijtd35rd, bdpso3uk915bg1tr1d7s0p7je, 7a1f6wedz8jtcvn58d5pomm8k, 7fhe8ij85yc4gz6v3zuq62l05, 79pqhm8r572k3lqz38kfl4x9m, axhjtqfa2xxud2tdle8zfxrkl, 7c58hgy3g9gntpuqf5w5hpvu2, 5n5otf2ldw9w4nbm8zjabnd1x, 9l5hp0tmizix8z6h5b5vqvhm1, 9tru2a7pof2r37s8ro29uv3dh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526041807,1,34,16,0,0,zjawy6qdzk3y69v5pa3zl2cb,1,0,0,2023-03-31T17:22:43.095Z,2023-03-31T17:59:48Z,4149967261,130,10,4149967257,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4149967255,30,"8l31bne12p5cp51o46h92zjrp, 88vryegnhss2q5xz8aoj2phey, da3d2iu2j4yb7q1ag063mu44q, 5wg2ysvwk3q67osv2nnbav4yx, 1qqqigufis9zdf4mdqt6mgfl5, 476jyuzjm08o0d5g3t4nh1cyd, 3h8gqv4l0lrls9day28t1sw0k, a49duk4f5m5zmyvwht0ikal05, c78t1bgro2lh7gvw8rwi6p239, 7o8auo4uu5mzh7f4a44ucdf8q, m10ml783dkbr4i0fpb06cm3t, dhit8k74wcmlin09vs2nk8m7e, dltjumosk5kv9xw8yju2e1hqs, f5am20z0q4vgcu9434o9wy904, ag4gnhbvomc0q9ohvkyroftas, 46oot98163lb6atyes4j0mup5, 61wt62anweh75oguqg0vbozu2, 5t2yht2zjn4g7otqpaer3ia22, 9jx0oun9o3zqncgu9axt2qxka, 53c63f5ekinmj6bquc3rbsbxm, ajt9gf8zqsc3m6z4kof5m99ii, adp5a6klr2nygqjmdd1ekc8kq",4149967259,59,"1, 16, 27, 24, 4, 3, 50, 12, 9, 19, 21, 8, 37, 28, 2, 5, 6, 11, 18, 20, 25, 29",4150038335,197,4034,4149967263,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4149967267,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4149967265,194,c78t1bgro2lh7gvw8rwi6p239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526057037,2,32,1,0,0,zjawy6qdzk3y69v5pa3zl2cb,1,0,0,2023-03-31T18:02:12.346Z,2023-03-31T18:02:14Z,4150043943,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526057031,2,32,1,0,0,e8hiwrw6ocxm5iht6sp7jiv19,1,0,0,2023-03-31T18:02:12.346Z,2023-03-31T18:02:12Z,4150043927,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526057083,3,1,1,0,0,e8hiwrw6ocxm5iht6sp7jiv19,1,49.9,50.2,2023-03-31T18:02:12.446Z,2023-03-31T18:02:15Z,4150044147,213,3.6,4150044143,141,42.5,4150044145,212,11.7,4150044141,140,39.9,4150044137,56,Back,4150044151,279,S,,,,,,,dbku5mn74cqjzu7o91vzrlbtg,S. Komljenovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526057149,4,1,1,0,2,e8hiwrw6ocxm5iht6sp7jiv19,1,39.9,42.5,2023-03-31T18:02:15.014Z,2023-03-31T18:02:20Z,4150044531,141,72.3,4150044527,140,29.9,4150044523,56,Back,4150044537,213,2.0,4150044535,212,22.8,,,,,,,,,,b4a2wu8fdbrh5sirpv34hoewa,T. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526057215,5,1,1,0,8,e8hiwrw6ocxm5iht6sp7jiv19,1,30.2,72.2,2023-03-31T18:02:20.358Z,2023-03-31T18:04:52Z,4150044855,212,5.5,4150044849,56,Back,4150044851,140,28.2,4150044853,141,79.7,4150044857,213,2.0,,,,,,,,,,5dxleurgfe6483pe7qvyc00es,T. Asante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526057245,6,1,1,0,12,e8hiwrw6ocxm5iht6sp7jiv19,1,43,75.3,2023-03-31T18:02:24.789Z,2023-03-31T18:03:30Z,4150045001,212,51.9,4150044995,56,Right,4150044999,141,15.9,4150044993,155,,4150044997,140,74.0,4150045003,213,5.4,4150045005,1,,,,,8z4wdv767cv7ddqgrkz5txsrt,B. Kemper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526057263,7,1,1,0,15,e8hiwrw6ocxm5iht6sp7jiv19,1,74.9,16.3,2023-03-31T18:02:28.309Z,2023-03-31T18:02:29Z,4150045101,212,7.3,4150045097,140,74.8,4150045099,141,5.5,4150045095,56,Right,4150045103,213,4.7,,,,,,,,,,b1yxo0olp9c2ufh1l1qxsef9x,T. Verheydt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526057283,8,1,1,0,17,e8hiwrw6ocxm5iht6sp7jiv19,1,74.8,5.5,2023-03-31T18:02:29.878Z,2023-03-31T18:02:31Z,4150045193,140,80.3,4150045197,212,5.8,4150045191,56,Right,4150045201,213,6.2,4150045195,141,4.8,,,,,,,,,,5l4fkm9a0pvfi9qiy6gipf71m,J. Zwarts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
