id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/15/value,qualifier/16/value,qualifier/17/value
2478308747,8,50,1,0,12,1wyg1tunyt7go9tnjea1hjqxb,1,88.3,14.2,2022-10-28T18:01:38.813Z,2022-10-28T18:01:41Z,3877476161,233,4,3877476149,56,Right,3877476151,286,,,,,,,,,,,,,,,,,30uqa3kfm23ickjssfhmwgdm1,R. Lathouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478308729,4,7,1,0,12,cv5ftekuejf0ryxvd5h2my47r,0,11.7,85.8,2022-10-28T18:01:38.814Z,2022-10-28T18:01:41Z,3877476045,285,,3877476043,56,Back,3877476153,233,8,,,,,,,,,,,,,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478308749,5,49,1,0,14,cv5ftekuejf0ryxvd5h2my47r,1,1.4,94.5,2022-10-28T18:01:40.815Z,2022-10-28T18:01:40Z,,,,,,,,,,,,,,,,,,,,,,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478308765,6,1,1,0,14,cv5ftekuejf0ryxvd5h2my47r,0,1.4,94.5,2022-10-28T18:01:40.972Z,2022-10-28T18:01:42Z,3877476217,141,100.0,3877476215,140,19.0,3877476211,157,,3877476221,213,0.2,3877476223,1,,3877476219,212,18.9,3877476213,56,Back,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478308755,9,61,1,0,14,1wyg1tunyt7go9tnjea1hjqxb,1,92.1,4.4,2022-10-28T18:01:41.667Z,2022-10-28T18:01:41Z,3877476169,56,Right,,,,,,,,,,,,,,,,,,,,,,30uqa3kfm23ickjssfhmwgdm1,R. Lathouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478308757,10,43,1,0,15,1wyg1tunyt7go9tnjea1hjqxb,1,0,0,2022-10-28T18:01:41.928Z,2022-10-28T18:58:50Z,3877476175,56,Right,3877687601,144,61,,,,,,,,,,,,,,,,,,,30uqa3kfm23ickjssfhmwgdm1,R. Lathouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478308767,7,5,1,0,15,cv5ftekuejf0ryxvd5h2my47r,0,12.4,100.5,2022-10-28T18:01:42.438Z,2022-10-28T18:01:47Z,3877476227,347,,3877476461,233,11,3877476225,56,Back,,,,,,,,,,,,,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478308801,11,5,1,0,15,1wyg1tunyt7go9tnjea1hjqxb,1,87.6,-0.5,2022-10-28T18:01:42.438Z,2022-10-28T18:17:42Z,3877476393,233,7,3877476387,347,,3877476385,56,Right,,,,,,,,,,,,,,,,30uqa3kfm23ickjssfhmwgdm1,R. Lathouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478308825,12,1,1,0,19,1wyg1tunyt7go9tnjea1hjqxb,1,94.2,0,2022-10-28T18:01:45.956Z,2022-10-28T18:01:48Z,3877476509,1,,3877476497,107,,3877476503,141,8.6,3877476507,213,3.0,3877476499,56,Right,3877476501,140,62.5,3877476505,212,33.9,,,,30uqa3kfm23ickjssfhmwgdm1,R. Lathouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478308841,13,1,1,0,21,1wyg1tunyt7go9tnjea1hjqxb,0,62.5,8.6,2022-10-28T18:01:47.940Z,2022-10-28T18:01:49Z,3877476575,56,Right,3877476583,213,0.5,3877476577,140,69.3,3877476581,212,8.1,3877476579,141,14.3,,,,,,,,,,9lixevzo8exxiia17altfw8ic,W. Goes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478308851,8,8,1,0,22,cv5ftekuejf0ryxvd5h2my47r,1,28.4,89.9,2022-10-28T18:01:49.667Z,2022-10-28T18:01:49Z,3877476647,56,Back,,,,,,,,,,,,,,,,,,,,,,3jyb1qtjsf7li8zunui2qpq3u,T. Verheijen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478308889,9,49,1,0,25,cv5ftekuejf0ryxvd5h2my47r,1,32.7,82.7,2022-10-28T18:01:51.757Z,2022-10-28T18:02:29Z,,,,,,,,,,,,,,,,,,,,,,,,,aasoq3euk6e6zqhh08n0wocet,R. Klaasen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478308907,10,1,1,0,25,cv5ftekuejf0ryxvd5h2my47r,1,32.7,82.7,2022-10-28T18:01:51.829Z,2022-10-28T18:02:27Z,3877476835,140,59.0,3877476831,56,Left,3877476841,212,28.0,3877476845,213,0.2,3877476839,141,89.3,,,,,,,,,,aasoq3euk6e6zqhh08n0wocet,R. Klaasen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478308927,11,1,1,0,26,cv5ftekuejf0ryxvd5h2my47r,1,59,89.3,2022-10-28T18:01:53.343Z,2022-10-28T18:01:56Z,3877476923,141,97.8,3877476925,212,6.0,3877476919,56,Left,3877476921,140,57.6,3877476927,213,1.8,,,,,,,,,,3jyb1qtjsf7li8zunui2qpq3u,T. Verheijen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478308929,12,1,1,0,29,cv5ftekuejf0ryxvd5h2my47r,0,57.6,97.8,2022-10-28T18:01:55.997Z,2022-10-28T18:01:56Z,3877476935,141,90.2,3877476931,56,Left,3877476937,212,5.2,3877476933,140,58.1,3877476939,213,4.8,,,,,,,,,,aasoq3euk6e6zqhh08n0wocet,R. Klaasen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478308923,14,8,1,0,29,1wyg1tunyt7go9tnjea1hjqxb,1,44.2,16.9,2022-10-28T18:01:56.621Z,2022-10-28T18:54:13Z,3877476915,56,Back,,,,,,,,,,,,,,,,,,,,,,d29ahwtvs7ls75wdtkf7xr8tm,Z. Buurmeester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478308985,13,4,1,0,33,cv5ftekuejf0ryxvd5h2my47r,1,40,77.1,2022-10-28T18:02:00.713Z,2022-10-28T18:02:22Z,3877477207,13,,3877477217,265,,3877477209,56,Back,3877477221,286,,3877477445,233,15,3877477213,152,,,,,,,,aasoq3euk6e6zqhh08n0wocet,R. Klaasen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309033,15,4,1,0,33,1wyg1tunyt7go9tnjea1hjqxb,0,60,22.9,2022-10-28T18:02:00.714Z,2022-10-28T18:59:13Z,3877477425,56,Center,3877477431,285,,3877477427,152,,3877477479,233,13,3877477423,13,,3877477429,265,,,,,,,,d29ahwtvs7ls75wdtkf7xr8tm,Z. Buurmeester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309123,14,1,1,0,44,cv5ftekuejf0ryxvd5h2my47r,1,33.2,59.3,2022-10-28T18:02:11.373Z,2022-10-28T18:02:12Z,3877477839,141,69.4,3877477833,152,,3877477841,212,9.3,3877477843,213,0.8,3877477837,140,39.2,3877477831,5,,3877477835,56,Back,,,,b3gyml6d5i3lqxsnh072nhuqd,R. Ketting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309153,15,1,1,0,45,cv5ftekuejf0ryxvd5h2my47r,1,39.2,69.4,2022-10-28T18:02:12.077Z,2022-10-28T18:02:13Z,3877477999,56,Back,3877478003,141,96.0,3877478007,213,1.1,3877478005,212,20.0,3877478001,140,47.3,,,,,,,,,,aasoq3euk6e6zqhh08n0wocet,R. Klaasen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309183,16,1,1,0,46,cv5ftekuejf0ryxvd5h2my47r,1,47.3,96,2022-10-28T18:02:13.407Z,2022-10-28T18:02:15Z,3877478189,141,82.0,3877478193,213,3.6,3877478187,140,29.0,3877478191,212,21.4,3877478185,56,Back,,,,,,,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309221,17,1,1,0,50,cv5ftekuejf0ryxvd5h2my47r,0,28.7,80.6,2022-10-28T18:02:16.800Z,2022-10-28T18:02:19Z,3877478349,155,,3877478357,212,66.1,3877478351,56,Center,3877478355,141,50.7,3877478361,1,,3877478359,213,6.0,3877478353,140,88.6,,,,7i9hjqjogg1iowfo4fu5zpcyd,B. Koglin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309239,16,52,1,0,54,1wyg1tunyt7go9tnjea1hjqxb,1,13.8,49,2022-10-28T18:02:21.109Z,2022-10-28T18:02:21Z,,,,,,,,,,,,,,,,,,,,,,,,,7wrulbqqdeecd5vegsbb1905w,R. Owusu-Oduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309277,17,1,1,0,55,1wyg1tunyt7go9tnjea1hjqxb,1,13.8,49,2022-10-28T18:02:21.910Z,2022-10-28T18:02:27Z,3877478617,212,19.5,3877478615,141,26.3,3877478611,56,Back,3877478609,123,,3877478619,213,5.4,3877478613,140,25.2,,,,,,,7wrulbqqdeecd5vegsbb1905w,R. Owusu-Oduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309313,18,1,1,1,0,1wyg1tunyt7go9tnjea1hjqxb,1,26.7,31.4,2022-10-28T18:02:26.885Z,2022-10-28T18:02:31Z,3877478793,56,Back,3877478799,212,23.9,3877478795,140,27.4,3877478801,213,1.5,3877478797,141,66.5,,,,,,,,,,9lixevzo8exxiia17altfw8ic,W. Goes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309379,19,1,1,1,6,1wyg1tunyt7go9tnjea1hjqxb,0,29.4,72.5,2022-10-28T18:02:32.726Z,2022-10-28T18:02:37Z,3877479087,140,85.2,3877479095,1,,3877479091,212,58.8,3877479085,56,Center,3877479089,141,64.7,3877479093,213,6.2,3877479083,155,,,,,b4vrfh7z9qt9e5gdpkajrqolw,M. Engel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309375,18,52,1,1,10,cv5ftekuejf0ryxvd5h2my47r,1,13,37.1,2022-10-28T18:02:37.101Z,2022-10-28T18:02:37Z,,,,,,,,,,,,,,,,,,,,,,,,,1du03mqsc0o6i4e64n7pzr6ui,E. van der Gouw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309483,19,1,1,1,15,cv5ftekuejf0ryxvd5h2my47r,1,14.4,44.2,2022-10-28T18:02:42.655Z,2022-10-28T18:02:43Z,3877479589,213,1.2,3877479583,140,20.6,3877479587,212,16.6,3877479579,123,,3877479585,141,66.7,3877479581,56,Back,,,,,,,1du03mqsc0o6i4e64n7pzr6ui,E. van der Gouw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309491,20,1,1,1,16,cv5ftekuejf0ryxvd5h2my47r,1,20.6,66.7,2022-10-28T18:02:43.578Z,2022-10-28T18:02:44Z,3877479633,56,Back,3877479639,212,23.4,3877479635,140,3.7,3877479637,141,44.2,3877479641,213,3.9,,,,,,,,,,7i9hjqjogg1iowfo4fu5zpcyd,B. Koglin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309531,21,1,1,1,18,cv5ftekuejf0ryxvd5h2my47r,1,3.7,44.2,2022-10-28T18:02:44.863Z,2022-10-28T18:02:48Z,3877479809,140,15.1,3877479813,212,22.4,3877479807,56,Back,3877479811,141,72.0,3877479815,213,1.0,,,,,,,,,,1du03mqsc0o6i4e64n7pzr6ui,E. van der Gouw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309569,22,1,1,1,21,cv5ftekuejf0ryxvd5h2my47r,1,26.8,79.6,2022-10-28T18:02:48.336Z,2022-10-28T18:02:50Z,3877480001,213,0.6,3877479997,141,95.7,3877479995,140,42.4,3877479989,56,Back,3877479999,212,19.7,,,,,,,,,,7i9hjqjogg1iowfo4fu5zpcyd,B. Koglin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309599,23,1,1,1,24,cv5ftekuejf0ryxvd5h2my47r,0,43.6,95.9,2022-10-28T18:02:50.781Z,2022-10-28T18:02:55Z,3877480155,56,Left,3877480157,140,82.8,3877480165,1,,3877480161,212,41.3,3877480163,213,6.2,3877480159,141,91.7,,,,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309601,20,49,1,1,28,1wyg1tunyt7go9tnjea1hjqxb,1,19.1,5,2022-10-28T18:02:54.806Z,2022-10-28T18:02:54Z,,,,,,,,,,,,,,,,,,,,,,,,,30uqa3kfm23ickjssfhmwgdm1,R. Lathouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309681,21,1,1,1,28,1wyg1tunyt7go9tnjea1hjqxb,1,15.7,7.1,2022-10-28T18:02:55.621Z,2022-10-28T18:03:05Z,3877480695,140,4.7,3877480697,141,40.6,3877480701,213,2.0,3877480693,56,Back,3877480699,212,25.5,,,,,,,,,,30uqa3kfm23ickjssfhmwgdm1,R. Lathouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309713,22,1,1,1,38,1wyg1tunyt7go9tnjea1hjqxb,1,6.4,43.3,2022-10-28T18:03:05.558Z,2022-10-28T18:03:09Z,3877480883,56,Back,3877480889,212,14.8,3877480891,213,1.6,3877480885,140,5.9,3877480887,141,65.1,,,,,,,,,,7wrulbqqdeecd5vegsbb1905w,R. Owusu-Oduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309781,23,1,1,1,42,1wyg1tunyt7go9tnjea1hjqxb,1,14.1,65.4,2022-10-28T18:03:08.918Z,2022-10-28T18:03:15Z,3877481215,212,18.9,3877481211,140,19.8,3877481217,213,1.2,3877481213,141,91.8,3877481209,56,Back,,,,,,,,,,b4vrfh7z9qt9e5gdpkajrqolw,M. Engel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309817,24,1,1,1,48,1wyg1tunyt7go9tnjea1hjqxb,1,25.5,91.5,2022-10-28T18:03:15.287Z,2022-10-28T18:03:18Z,3877481369,56,Back,3877481373,141,81.9,3877481377,213,3.7,3877481371,140,15.1,3877481375,212,12.7,,,,,,,,,,4nchc9z4464uhu3vveo0p73f8,S. Dekkers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309855,25,1,1,1,51,1wyg1tunyt7go9tnjea1hjqxb,1,16.6,82.7,2022-10-28T18:03:17.926Z,2022-10-28T18:03:21Z,3877481599,213,0.2,3877481589,56,Back,3877481593,140,40.5,3877481597,212,25.5,3877481595,141,89.6,3877481585,155,,,,,,,,b4vrfh7z9qt9e5gdpkajrqolw,M. Engel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309867,26,1,1,1,54,1wyg1tunyt7go9tnjea1hjqxb,1,39.9,93.6,2022-10-28T18:03:21.622Z,2022-10-28T18:03:22Z,3877481667,212,6.1,3877481661,56,Back,3877481665,141,84.6,3877481669,213,4.7,3877481663,140,40.1,,,,,,,,,,51f3vubki4or5vaft5tromn3e,Y. Barası,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309885,27,1,1,1,56,1wyg1tunyt7go9tnjea1hjqxb,1,39.5,83.9,2022-10-28T18:03:22.854Z,2022-10-28T19:00:02Z,3877481777,212,13.9,3877481775,141,91.8,3877481771,56,Back,3877481779,213,2.7,3877481773,140,27.3,,,,,,,,,,d29ahwtvs7ls75wdtkf7xr8tm,Z. Buurmeester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309921,28,1,1,1,58,1wyg1tunyt7go9tnjea1hjqxb,1,28.3,92.9,2022-10-28T18:03:24.870Z,2022-10-28T18:03:28Z,3877482037,141,81.2,3877482031,56,Back,3877482033,140,25.8,3877482045,213,4.4,3877482041,212,8.4,,,,,,,,,,4nchc9z4464uhu3vveo0p73f8,S. Dekkers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309983,29,1,1,2,1,1wyg1tunyt7go9tnjea1hjqxb,1,7.3,52.2,2022-10-28T18:03:28.248Z,2022-10-28T18:03:33Z,3877482401,212,34.9,3877482405,1,,3877482393,155,,3877482399,141,10.4,3877482395,56,Back,3877482403,213,5.3,3877482397,140,26.6,,,,7wrulbqqdeecd5vegsbb1905w,R. Owusu-Oduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310013,30,1,1,2,6,1wyg1tunyt7go9tnjea1hjqxb,1,38.5,5.9,2022-10-28T18:03:33.719Z,2022-10-28T18:03:36Z,3877482549,212,6.4,3877482551,213,1.4,3877482543,56,Back,3877482547,141,15.2,3877482545,140,39.3,,,,,,,,,,30uqa3kfm23ickjssfhmwgdm1,R. Lathouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310017,31,1,1,2,9,1wyg1tunyt7go9tnjea1hjqxb,1,39,22.3,2022-10-28T18:03:36.359Z,2022-10-28T18:03:37Z,3877482577,213,1.6,3877482575,212,13.4,3877482571,140,38.1,3877482573,141,41.9,3877482569,56,Back,,,,,,,,,,3dx91sb6ktg8z1xmoti25kru,P. Koopmeiners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310057,32,1,1,2,10,1wyg1tunyt7go9tnjea1hjqxb,1,37.7,45.7,2022-10-28T18:03:37.559Z,2022-10-28T18:03:40Z,3877482819,141,33.7,3877482821,212,8.2,3877482817,140,37.2,3877482823,213,4.6,3877482815,56,Back,,,,,,,,,,d29ahwtvs7ls75wdtkf7xr8tm,Z. Buurmeester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310081,33,1,1,2,13,1wyg1tunyt7go9tnjea1hjqxb,1,39.2,32.8,2022-10-28T18:03:40.615Z,2022-10-28T18:03:42Z,3877482953,213,3.9,3877482945,56,Back,3877482947,140,28.8,3877482951,212,14.8,3877482949,141,18.2,,,,,,,,,,3dx91sb6ktg8z1xmoti25kru,P. Koopmeiners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
