id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,assist,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2460588863,1,34,16,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,0,0,2022-09-16T17:38:33.859Z,2022-09-16T18:05:16Z,3783451537,197,4032,3783401145,194,epkss1rj7z6duqd3axbcm8l0q,3783401141,130,2,3783401147,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3783401139,59,"12, 32, 5, 8, 3, 2, 7, 11, 10, 16, 9, 1, 14, 15, 17, 22, 23, 24, 26, 28, 31",3783401137,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3783401135,30,"rgspixypiwxuenf1yaukrrop, bk7742h8fac9g6e6wh7nnugkq, gmu8p51rp6bjzs0bss5jupzo, epkss1rj7z6duqd3axbcm8l0q, 90rgtmdx8g43vz2pvp0hxotwq, axbyqn4r430cilb6lbnzpbuvo, 2kdavfzjymb8uhgjj3c97e2uh, 6clycir6laxvycsr4yjh9iwa1, 2072f0p9ful9u577gdvo89yw9, 2gwigr63tgo2jw460msz2qgwk, 3usiruyhxf6p9lkiz5qeytze2, eog43l8hrs7pbza9bmwu0p2sq, avv12sgcucblnbfb790xovf8, er8v2eo4vlak5ftjetqhinfv8, e4k6t8tld877pq2s0e1vo5p4a, 1dljhkcvmodqq9u1w8iv145m2, 54bf7p613bf3n0gefid4tt0r8, 1b409f4dv852le376vbcjdmhg, 4tykt5bdc57s72muk46dfaq6s, 966zp0zv6513cnn3q2t6xvtyi, 88m6s6m8ep0p3fropim4ttcoa",3783401143,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460589233,1,34,16,0,0,6lzy9iiqoysvtdsgx719fng9n,1,0,0,2022-09-16T17:39:11.324Z,2022-09-16T18:06:34Z,3783403051,194,b8ixf31bdyfqqcwoy4ulai73e,3783403055,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3783403043,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5",3783403049,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",3783403041,30,"ed0pwegj0n6iwb6oa52obcsgk, a7vlgirln231n3dqjhb72o0es, 5hkkwzs8wgjj94vfe922nvthw, cxu054j55uj2s3p34rqfthch6, 3z9bdfblis9tl3e1uo7e72h62, 4gso82x236c4xe0eovfr50sfd, 9nix5y8xcj34ps62r34udtqwa, b8ixf31bdyfqqcwoy4ulai73e, dlgqk5qe96gaxeq8vu4dozyms, 80i3boeh7f1ghu4ka7r66izje, baghnvel8qsn5k9s79jiyldnu, 6m0pdqqontm1tfxayxku0kv3e, 31v89l4k38v1wpisz7xhkq38, 7d8a2cp7xza48arxctlpqrvh0, 13k94iyejsdn4e51jx32rb23u, 9pox9siobczxr9fv3fvvx3h1w, 68hoounwudpjrr2wmovkyvswk",3783403045,59,"1, 2, 5, 6, 3, 4, 10, 8, 11, 9, 7, 16, 19, 15, 18, 17, 12",3783403047,130,4,3783451629,197,2829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460600423,2,32,1,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,0,0,2022-09-16T18:03:34.971Z,2022-09-16T18:03:37Z,3783463413,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460600415,2,32,1,0,0,6lzy9iiqoysvtdsgx719fng9n,1,0,0,2022-09-16T18:03:34.971Z,2022-09-16T18:03:35Z,3783463381,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460600433,3,1,1,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,50.4,49.7,2022-09-16T18:03:35.113Z,2022-09-16T18:54:55Z,3783463477,212,26.8,3783463481,213,3.5,3783463485,279,S,3783463465,56,Back,3783463473,141,37.7,3783463469,140,26.1,,,,,,,2kdavfzjymb8uhgjj3c97e2uh,S. Blummel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460600527,4,1,1,0,5,bqm1bnp1bh2apyudlz1o1whr3,0,26.3,32.5,2022-09-16T18:03:40.084Z,2022-09-16T18:03:42Z,3783463969,212,55.4,3783463973,1,,3783463967,141,59.9,3783463961,155,,3783463965,140,76.0,3783463971,213,0.3,3783463963,56,Center,,,,90rgtmdx8g43vz2pvp0hxotwq,R. Zeegers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460600561,3,1,1,0,8,6lzy9iiqoysvtdsgx719fng9n,0,23.6,48.1,2022-09-16T18:03:43.145Z,2022-09-16T18:03:43Z,3783464127,3,,3783464133,141,50.0,3783464129,56,Back,3783464135,212,5.8,3783464131,140,29.0,3783464137,213,0.2,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460600575,5,61,1,0,9,bqm1bnp1bh2apyudlz1o1whr3,1,65,61.1,2022-09-16T18:03:44.293Z,2022-09-16T18:03:44Z,3783464207,56,Center,,,,,,,,,,,,,,,,,,,,,,6clycir6laxvycsr4yjh9iwa1,O. Džepar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460600741,5,61,1,0,11,6lzy9iiqoysvtdsgx719fng9n,1,21.4,9.7,2022-09-16T18:03:45.971Z,2022-09-16T18:03:57Z,3783465033,56,Back,,,,,,,,,,,,,,,,,,,,,,a7vlgirln231n3dqjhb72o0es,O. Aertssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460600655,6,1,1,0,11,bqm1bnp1bh2apyudlz1o1whr3,0,70.9,54.2,2022-09-16T18:03:46.092Z,2022-09-16T20:05:42Z,3783464635,213,6.1,3783464631,141,53.3,3783464629,140,73.6,3783464633,212,2.9,3783464627,56,Center,,,,,,,,,,2072f0p9ful9u577gdvo89yw9,K. Kostons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
