id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value
2483080903,1,34,16,0,0,2xlnfgrl6r18ftv38unwp7h4s,1,0,0,2022-11-07T18:17:05.359Z,2022-11-07T19:07:38Z,3902636641,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3902636631,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3902636635,130,4,3902636639,194,4iurx3g3hajlatv5gcxsqwm7e,3902691069,197,2830,3902636637,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3902636629,30,"4u12cln8rmtkwlu5q36ypjl2i, 2x0hbry9gpcq5cbujdee5u904, cm78w42nflwgvshpnok680mlm, 5yt3hbvzpaqv8lrjgt4ahb78q, e1islmeew98wa2ge0dicloay2, 4iurx3g3hajlatv5gcxsqwm7e, cvbasfoccmz0tijnkxyf57n8q, cla6c6izphee9prb80c15baei, 2x8ywg6gxd17rqfo5a3iharfu, bx6j2y1hnu63lawn3rdoep1m2, 6nwn2522yescgrx57wkcxjhwq, 47yvsnwrehtn4mwsjcqk4ewyy, 7b0vbfxlv3uiozb19fcj2vsyy, d785q9rpqlyuyswv8f9fx4cno, 7uwe0kxpzg271d8ocms7l2kno, ix6hcbfujuw3mgefzpsnp2zu, 8mkrj5bnkyhx8kutc4656cy96, a7eyujeyux7nj68ifa7nnndas, amz65a6dp1pwwql1dkonktfys, 8tukt8jsmzkblxxs5w85x4dii, 3bepi58wwope38a478y7jwlxw, 8npu0cbqjrhwv5km1w29kh016, eola3wwbcxl6yeigrj16a3otm",3902636633,59,"1, 2, 5, 10, 3, 4, 8, 6, 9, 7, 11, 22, 14, 20, 19, 21, 26, 15, 23, 17, 24, 18, 16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483081733,1,34,16,0,0,1fttb31hnskynpku8qd09yhm8,1,0,0,2022-11-07T18:20:37.888Z,2022-11-07T18:58:40Z,3902641133,194,6ylzm57bvpufg3cenadtv7qhh,3902641129,130,23,3902641125,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3902641123,30,"6q72mpmc478hlf4f7ths9ez56, cx3fqj7odbuc6i0kppcie4jmy, 124bbojic7k5medlvgvxmcm39, a49001euf7xwpx5wodembjbo5, 6ylzm57bvpufg3cenadtv7qhh, 9jofs3271wn4cwlkj9hfay7vu, bdtti3sckhcppilsisgu7well, ccmmsnrfn58gwi1petlp08f3e, bs14utcyx2am6s46cuv52nf56, ebnm8xj9pggemio5qay9pcc0l, d1dq7upxtawnps3wljz6wf9jo, ab8p14hbfeph28j3ig36nzob9, dgio69i8qj7x1dzd7q6y7168l, dmtsvsqvdoqqtmrset0uz0and, 2c8alz6gmphvy6aqpgykva0yy, dolfy51fw3jycb0cfhoecbo16, f1as17wqpj44gihtvw936lofd, 4lnhhxtl72v8wlss3xgrrbr2t, 9vu68zcajmrqmkkchmpdrebu2, 14csdlb8p0tnj6zqrs148ct1w, a59aos4xq3vklv2joqa09axre, evz953s9rvki1w9c3hsljss7p",3902641131,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3902641135,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3902691131,197,17169,3902641127,59,"1, 3, 23, 18, 4, 22, 11, 10, 9, 7, 28, 6, 8, 14, 19, 20, 21, 25, 26, 39, 46, 40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483090785,2,32,1,0,0,2xlnfgrl6r18ftv38unwp7h4s,1,0,0,2022-11-07T19:01:58.790Z,2022-11-07T19:02:01Z,3902693531,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483090777,2,32,1,0,0,1fttb31hnskynpku8qd09yhm8,1,0,0,2022-11-07T19:01:58.790Z,2022-11-07T19:01:58Z,3902693499,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483090787,3,1,1,0,0,1fttb31hnskynpku8qd09yhm8,1,50.1,50.3,2022-11-07T19:01:58.890Z,2022-11-07T19:02:32Z,3902693533,56,Back,3902693543,279,S,3902693541,213,2.9,3902693537,141,58.8,3902693539,212,24.5,3902693535,140,27.4,,,,,,,bdtti3sckhcppilsisgu7well,I. Alhaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483090793,4,1,1,0,3,1fttb31hnskynpku8qd09yhm8,1,26.1,63,2022-11-07T19:02:01.971Z,2022-11-07T19:02:04Z,3902693569,212,22.9,3902693565,140,30.6,3902693571,213,1.4,3902693567,141,95.9,3902693563,56,Back,,,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483090795,5,1,1,0,5,1fttb31hnskynpku8qd09yhm8,1,31.9,95.4,2022-11-07T19:02:04.563Z,2022-11-07T19:02:05Z,3902693587,213,6.2,3902693579,56,Back,3902693583,141,94.5,3902693585,212,16.1,3902693581,140,47.2,,,,,,,,,,124bbojic7k5medlvgvxmcm39,Manel Royo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483090803,6,1,1,0,6,1fttb31hnskynpku8qd09yhm8,1,47.2,94.5,2022-11-07T19:02:05.507Z,2022-11-07T19:02:06Z,3902693613,141,98.3,3902693609,56,Back,3902693617,213,3.0,3902693611,140,33.5,3902693615,212,14.6,,,,,,,,,,ebnm8xj9pggemio5qay9pcc0l,A. Limbombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483090811,7,1,1,0,7,1fttb31hnskynpku8qd09yhm8,1,35.2,95.7,2022-11-07T19:02:06.771Z,2022-11-07T19:02:09Z,3902693663,56,Back,3902693667,141,74.4,3902693671,213,4.0,3902693665,140,22.7,3902693669,212,19.5,,,,,,,,,,124bbojic7k5medlvgvxmcm39,Manel Royo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483090831,8,1,1,0,10,1fttb31hnskynpku8qd09yhm8,1,22.7,74.4,2022-11-07T19:02:09.731Z,2022-11-07T19:02:15Z,3902693751,212,20.4,3902693753,213,3.9,3902693745,56,Back,3902693749,141,54.0,3902693747,140,8.4,,,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
