id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/12/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,assist
2457536923,1,34,16,0,0,cv5ftekuejf0ryxvd5h2my47r,1,0,0,2022-09-09T17:13:01.480Z,2022-09-09T18:05:36Z,3767141753,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3767141763,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3767230637,197,917,3767141759,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3767141757,130,4,3767141755,59,"38, 5, 2, 9, 4, 6, 8, 16, 23, 10, 11, 1, 7, 12, 14, 17, 19, 20, 29, 30",3767141751,30,"dhb6r3msmmayy7v0b1gb40445, 5pg02unrm16jaa8vt5ego9z6y, 7i9hjqjogg1iowfo4fu5zpcyd, alimpjocr7xtxu21sumg3b2l1, b3gyml6d5i3lqxsnh072nhuqd, 8qc6u3zsblb62it6519a4b6cp, qgusrrldd48qxku8yna03ap5, aasoq3euk6e6zqhh08n0wocet, a69sa0h7lgpmlav961cpejbe2, d6rg9ntx9qa2eh8yiflbke1ux, 3jyb1qtjsf7li8zunui2qpq3u, 1du03mqsc0o6i4e64n7pzr6ui, 40l3vtezw1ofwk2occi4z5w45, zhnev5uetomme6rpisaa7wiy, e74wy7br5zhkds5s73ip0tg4, 72d57i3mfqxtbsmm196kdv0fd, 5et3jsqqhg08ykfqgdniq8fhm, a750kxhudgz2pgboao4iw2mfo, 8z868vetpqyeatv2rtfwpsbje, dzet4aycjrqmpv1lzp9ekqzje",3767141761,194,alimpjocr7xtxu21sumg3b2l1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457539817,1,34,16,0,0,dac758ef858jbq7pcb3gfwite,1,0,0,2022-09-09T17:21:11.264Z,2022-09-09T18:08:43Z,3767157341,59,"1, 2, 12, 15, 4, 21, 11, 32, 33, 10, 29, 5, 8, 14, 17, 19, 20, 22, 23, 26, 27, 28",3767157345,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3767229069,194,ip62fljz9ng6sil4krcq8dm1,3767157339,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3767157347,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3767157337,30,"dmsmbn9a1qucwf100o3v77nbp, 1o51op6w576yo6t585wkwistm, e8si4ph9te020gpicg3k2k3u2, sbxnlkg50itbqkpuh8wnwk45, akfbttkeqfd8pzhe93ra674kp, ip62fljz9ng6sil4krcq8dm1, etwawuknprhxhmjk1tyq38e6t, 80dk8iv6p0202z10qcqy8bfca, azt0ll196snbxy38eqw7mtln9, bzf3k4wvqvx1tl1mx960wjv85, 6p6sdikmka45csxfw0i0q0l3p, 4dk7h575fifmw2lhslevhmhux, bmbzc4jvazdiuddsbnceyauei, g0s22zvneqmryewunetlsbje, f2snk84xy67ergwrwoblgt2ad, armxucjqaulvwfxyufovg3je1, 6zxcmzp7w6esj54g05tvk7ai1, 5r73kuy4vdv1epvmzrhb6nskq, 1jeb7li66vn913oub7t7l7x79, we5jzu2ad4z3wxaerwe6sdex, 2sxmpaw4khmgyym320oiwu3u, awokzor2tv5ro47ea34at1gx5",3767157343,130,8,3767229071,197,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554413,2,32,1,0,0,dac758ef858jbq7pcb3gfwite,1,0,0,2022-09-09T18:01:54.430Z,2022-09-09T18:01:59Z,3767234225,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554407,2,32,1,0,0,cv5ftekuejf0ryxvd5h2my47r,1,0,0,2022-09-09T18:01:54.430Z,2022-09-09T18:01:54Z,3767234197,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554433,3,1,1,0,0,dac758ef858jbq7pcb3gfwite,1,50.1,49.5,2022-09-09T18:01:54.530Z,2022-09-09T19:02:23Z,3767234323,279,S,3767234315,140,40.5,3767234319,212,10.1,3767234317,141,50.9,3767234313,56,Back,3767234321,213,3.0,,,,,,,azt0ll196snbxy38eqw7mtln9,S. Armenteros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554463,4,1,1,0,2,dac758ef858jbq7pcb3gfwite,1,36.7,53.7,2022-09-09T18:01:57.338Z,2022-09-09T18:02:00Z,3767234479,141,35.3,3767234483,213,4.2,3767234477,140,30.1,3767234481,212,14.3,3767234475,56,Back,,,,,,,,,,80dk8iv6p0202z10qcqy8bfca,S. Scheperman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554481,5,1,1,0,4,dac758ef858jbq7pcb3gfwite,1,31.4,33.1,2022-09-09T18:01:59.058Z,2022-09-09T18:02:03Z,3767234589,141,57.3,3767234587,140,31.2,3767234591,212,16.5,3767234593,213,1.6,3767234585,56,Back,,,,,,,,,,akfbttkeqfd8pzhe93ra674kp,S. Sonnenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554507,6,1,1,0,8,dac758ef858jbq7pcb3gfwite,0,32.1,64.4,2022-09-09T18:02:02.938Z,2022-09-09T18:02:06Z,3767234795,213,6.2,3767234787,56,Center,3767234791,141,56.7,3767234789,140,70.4,3767234785,155,,3767234793,212,40.6,3767234797,1,,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554539,3,1,1,0,13,cv5ftekuejf0ryxvd5h2my47r,1,23.1,44.8,2022-09-09T18:02:07.509Z,2022-09-09T20:12:17Z,3767235005,56,Back,3767235011,212,31.4,3767235015,1,,3767235003,157,,3767235007,140,46.0,3767235013,213,5.6,3767235009,141,15.2,,,,b3gyml6d5i3lqxsnh072nhuqd,R. Ketting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554543,4,49,1,0,15,cv5ftekuejf0ryxvd5h2my47r,1,46,15.2,2022-09-09T18:02:09.715Z,2022-09-09T18:02:10Z,,,,,,,,,,,,,,,,,,,,,,,,,d6rg9ntx9qa2eh8yiflbke1ux,N. Venema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
