id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value
2526037211,1,34,16,0,0,cv5ftekuejf0ryxvd5h2my47r,1,0,0,2023-03-31T17:10:52.870Z,2023-03-31T19:45:42Z,4150036993,197,917,4149944277,30,"1du03mqsc0o6i4e64n7pzr6ui, 30uqa3kfm23ickjssfhmwgdm1, 5pg02unrm16jaa8vt5ego9z6y, aasoq3euk6e6zqhh08n0wocet, b3gyml6d5i3lqxsnh072nhuqd, 7i9hjqjogg1iowfo4fu5zpcyd, qgusrrldd48qxku8yna03ap5, a69sa0h7lgpmlav961cpejbe2, alimpjocr7xtxu21sumg3b2l1, 8j8encc4aqkh07ydce6hiaokp, d6rg9ntx9qa2eh8yiflbke1ux, 3khifxt41tsdr25ea7w5n1mcq, 40l3vtezw1ofwk2occi4z5w45, zhnev5uetomme6rpisaa7wiy, 3p95pudljhqzrnegmko7z56uh, e74wy7br5zhkds5s73ip0tg4, 5et3jsqqhg08ykfqgdniq8fhm, 4o1150mpv9nz55cwj9b0vblk9, 4fcmk1x7n95o7owons6mc5a1g, 8z868vetpqyeatv2rtfwpsbje, dzet4aycjrqmpv1lzp9ekqzje, a3pwwwba6td400zwqjpbf6pnu, dhb6r3msmmayy7v0b1gb40445",4149944287,194,alimpjocr7xtxu21sumg3b2l1,4149944283,130,4,4149944281,59,"1, 18, 5, 16, 4, 2, 8, 23, 9, 27, 10, 3, 7, 12, 13, 14, 19, 21, 25, 29, 30, 34, 38",4149944279,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4149944289,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4149944285,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526038739,1,34,16,0,0,59t7flioj4w4mpwnrwbm0m8ck,1,0,0,2023-03-31T17:14:19.074Z,2023-03-31T17:59:03Z,4149951523,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4149951521,194,5fcaaack3wbn6nfdx1qoqoafp,4149951517,130,10,4149951513,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4149951511,30,"8jml2tgzk1am30cy4gkgx0wd1, bdb33nwcpd2jufn9ggtl7gvzd, 1olyaqfnnl0sb4vsfxyi7j2z9, d5g7rl9a83vu3cyyzvu5yveqy, 5gunbyh0bjzutryox97ihxot1, 5fcaaack3wbn6nfdx1qoqoafp, cjff8fu812lennnunqljgddnu, 4nkd85hpwiiqtieuslhcrc2ga, rxblyjf8pcsdgdvy24zgnefp, 2an4s7uuqa9a6sl7vutznc7o5, c066582sb3qfs7c0472rw371m, 4j9ug0ng9dhx6xwhdwx6fafx0, 6nd0ifv6ljza9nauxcpejqzft, 41es2x265ddlzqjqa6wb9vey2, 3xza88l7s8dlki9kleqwz2puy, emaf4mjxn2255qlcn1pcxn36x, 9urh0cy0a8ni61fuxmiqosnis, 4mhahoh3a6rir882ug9hdb5nu, 8gkh6rsfo2tsrsiirv05bm1yi, cgsirikez39wlx8lhu1uo00yd, 7axjsuhjx027j0qw89zv6vw2c",4150037119,197,10654,4149951519,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4149951515,59,"1, 2, 31, 3, 16, 15, 26, 32, 20, 9, 28, 8, 10, 14, 18, 19, 23, 24, 36, 39, 41",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526056597,2,32,1,0,0,cv5ftekuejf0ryxvd5h2my47r,1,0,0,2023-03-31T18:01:22.688Z,2023-03-31T18:01:22Z,4150041735,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526056603,2,32,1,0,0,59t7flioj4w4mpwnrwbm0m8ck,1,0,0,2023-03-31T18:01:22.688Z,2023-03-31T18:01:24Z,4150041755,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526056637,3,1,1,0,0,cv5ftekuejf0ryxvd5h2my47r,1,50.2,49.9,2023-03-31T18:01:22.788Z,2023-03-31T18:05:42Z,4150041949,213,3.6,4150041945,141,36.6,4150041951,279,S,4150041943,140,33.8,4150041941,56,Back,4150041947,212,19.5,,,,,,,qgusrrldd48qxku8yna03ap5,K. de Boer,,,,,,,,,,,,,,,,,,,,,,,,,,
2526056739,4,1,1,0,3,cv5ftekuejf0ryxvd5h2my47r,0,34,36.3,2023-03-31T18:01:26.596Z,2023-03-31T18:01:47Z,4150042411,1,,4150042405,141,92.0,4150042409,213,0.5,4150042399,155,,4150042407,212,73.6,4150042401,56,Left,4150042403,140,94.1,,,,7i9hjqjogg1iowfo4fu5zpcyd,B. Koglin,,,,,,,,,,,,,,,,,,,,,,,,,,
2526056729,3,4,1,0,11,59t7flioj4w4mpwnrwbm0m8ck,1,7.8,6.4,2023-03-31T18:01:34.290Z,2023-03-31T18:01:49Z,4150042369,285,,4150042365,56,Back,4150042367,152,,4150042473,233,5,4150042363,294,,4150042361,13,,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,
2526056741,5,4,1,0,11,cv5ftekuejf0ryxvd5h2my47r,0,92.2,93.6,2023-03-31T18:01:34.291Z,2023-03-31T18:18:17Z,4150042417,56,Left,4150042421,152,,4150042495,233,3,4150042429,286,,4150107961,294,,4150042415,13,,,,,,,,d6rg9ntx9qa2eh8yiflbke1ux,N. Venema,,,,,,,,,,,,,,,,,,,,,,,,,,
2526056919,4,1,1,0,36,59t7flioj4w4mpwnrwbm0m8ck,0,14.5,14.3,2023-03-31T18:01:59.041Z,2023-03-31T18:02:03Z,4150043273,212,65.6,4150043271,141,27.6,4150043267,56,Center,4150043277,1,,4150043263,157,,4150043261,5,,4150043275,213,0.1,4150043269,140,76.4,8jml2tgzk1am30cy4gkgx0wd1,R. Kortsmit,4150043265,152,,,,,,,,,,,,,,,,,,,,,,,,
2526056955,6,1,1,0,41,cv5ftekuejf0ryxvd5h2my47r,0,25.2,66.9,2023-03-31T18:02:04.083Z,2023-03-31T18:02:06Z,4150043489,212,14.6,4150043491,213,6.1,4150043485,140,38.9,4150043487,141,63.6,4150043481,3,,4150043483,56,Back,,,,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,
