id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist
2508727353,1,34,16,0,0,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2023-02-17T18:32:36.746Z,2023-02-17T18:58:30Z,4037582067,194,dh3ksith5iat573zuhdhv91w5,4037582057,30,"alzgg0nxnnex3nkzr6lgmt1ey, dcdvet7azx1a59xm2ke7qi2cq, 5ffbqf6o50173uqvaefnce4gk, dh3ksith5iat573zuhdhv91w5, 7cetznpb0tnu6kdz7bvm8gyxh, 1jn9jog8ou8uxnmypneksizxm, f1as17wqpj44gihtvw936lofd, 8uw9w30592omb8acpnssgdlh, 6k6qt155b79yf36833pamwbxm, 1g9raiu2poutpdgjq7dmk4oru, 6dpxvfpnaua6y4gevop02qc8a, 93qm711l519orc2jhlywfk19m, 5dppoogob8jwl8n3884uqm4iy, cexuwvet4xiruf1jitkjjp7qi, au91rqig6uyyi1zdmlxydk38q, b61yiz3lait78xmlbyzr2vd62, 4z8o35izc3gx6i2bt4mcs1fjd, bquqyyfz4lj0xrerbhbtj1jze, 5chl0qcvbbkd0yeogurw1fz6x, 9nrajqcpld6bcowgarf1zr0iy, 1mroid71v9bwpx0iaospei9gq, b950jt347chmq9whlkgl6fxpm",4037582061,59,"1, 2, 21, 8, 15, 4, 17, 19, 14, 22, 7, 30, 27, 3, 6, 11, 16, 18, 23, 24, 28, 39",4037630615,197,2848,4037582069,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4037582059,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4037582065,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4037582063,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508727577,1,34,16,0,0,dvmw7d6jb38qvv7e6ziwu0vyr,1,0,0,2023-02-17T18:33:17.005Z,2023-02-17T19:13:13Z,4037583243,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4037583237,130,17,4037583231,30,"3oduk9niyqml47z7wramkxhw5, 97p6b1r72br3soq4k7fpjnrl6, bnkzwpd607re6s01oa77wcodm, bitv8dp51g02iyf6o3elxnoix, eu901b75l2ly5p48jdw6kwmad, 7hsyytjjg6zw5knvav9xybbh1, 1r67co8q0ktlqe5209xm6sxec, e0mrzdikm67yw88563zgovb6y, ar47jfq139xyic4pvdhefduga, 5f8ajd8cgyvmmdzr0lzi1gtii, dej8tywq0npvbm25sfgtqur1m, d4z4gdds9hajylsy2hh5b78q, ak5exy1iztbo0mqloqdwiag6i, 3j368501ogr8mt2jdb7mby8h6, db32f79l8p19q2g45g885t7xm, 2v12tmspdosmwic2h6itfz0x6, b0yxbu9af1b0jc1odpwzvd7je, 8o2hk1hy097osczjijmq4bsh5, byfk0abaxu0ha7w01vpmreb1m, coxuin3vr6nkynlvcsvzphjl6, 3v2grfhuisr456ibcvqjfx4yy, 6plxmzzrxmkhogrob8fdeunkl",4037630759,197,2671,4037583235,59,"1, 99, 7, 28, 3, 33, 27, 17, 10, 22, 20, 2, 5, 8, 9, 12, 14, 23, 31, 32, 45, 77",4037583241,194,eu901b75l2ly5p48jdw6kwmad,4037583233,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4037583239,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738917,2,32,1,0,0,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2023-02-17T19:03:22.960Z,2023-02-17T19:03:23Z,4037640011,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738913,2,32,1,0,0,dvmw7d6jb38qvv7e6ziwu0vyr,1,0,0,2023-02-17T19:03:22.960Z,2023-02-17T19:03:23Z,4037639981,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738945,3,1,1,0,0,dvmw7d6jb38qvv7e6ziwu0vyr,1,50,50.1,2023-02-17T19:03:23.060Z,2023-02-17T19:03:25Z,4037640187,141,59.4,4037640191,213,2.8,4037640193,279,S,4037640189,212,17.0,4037640183,140,35.0,4037640179,56,Back,,,,,,,ar47jfq139xyic4pvdhefduga,N. Bannis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508738969,4,1,1,0,2,dvmw7d6jb38qvv7e6ziwu0vyr,1,33.1,64.2,2023-02-17T19:03:25.621Z,2023-02-17T19:03:28Z,4037640313,213,1.9,4037640309,141,88.8,4037640305,56,Back,4037640311,212,17.5,4037640307,140,28.1,,,,,,,,,,e0mrzdikm67yw88563zgovb6y,B. De Keersmaecker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508739001,5,1,1,0,5,dvmw7d6jb38qvv7e6ziwu0vyr,1,28.1,89.4,2023-02-17T19:03:28.229Z,2023-02-17T19:03:30Z,4037640455,141,76.6,4037640453,140,30.1,4037640459,213,4.9,4037640457,212,9.0,4037640451,56,Back,,,,,,,,,,bitv8dp51g02iyf6o3elxnoix,J. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508739039,6,1,1,0,7,dvmw7d6jb38qvv7e6ziwu0vyr,1,29.7,74.3,2023-02-17T19:03:30.628Z,2023-02-17T19:03:33Z,4037640649,140,44.4,4037640655,213,0.7,4037640653,212,20.0,4037640651,141,93.0,4037640647,56,Back,,,,,,,,,,e0mrzdikm67yw88563zgovb6y,B. De Keersmaecker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508739043,7,1,1,0,10,dvmw7d6jb38qvv7e6ziwu0vyr,0,46.2,92.5,2023-02-17T19:03:33.813Z,2023-02-17T19:03:34Z,4037640671,140,46.6,4037640677,213,0,4037640669,56,Back,4037640673,141,92.5,4037640675,212,0.4,,,,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508739041,3,49,1,0,11,dnzj0iv5qtaemm9kthh9pos8q,1,56.5,7.7,2023-02-17T19:03:34.175Z,2023-02-17T19:03:34Z,,,,,,,,,,,,,,,,,,,,,,,,,dcdvet7azx1a59xm2ke7qi2cq,I. Pata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
