id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,assist
2529877077,3,74,1,0,18,7rmv5ns2rj7bn4otpkur0mx0x,1,69.7,2.8,2023-04-07T18:02:28.799Z,2023-04-07T18:51:01Z,4170354181,56,Right,4170354183,285,,4170354267,233,8,,,,,,,,,,,,,,,,49vbyk5qvhihphrqfnmmz8woa,J. Takidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877103,4,5,1,0,20,7rmv5ns2rj7bn4otpkur0mx0x,0,79,-1.8,2023-04-07T18:02:31.008Z,2023-04-07T18:53:39Z,4170354335,347,,4170355501,233,9,4170354333,56,Right,,,,,,,,,,,,,,,,49vbyk5qvhihphrqfnmmz8woa,J. Takidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877319,9,5,1,0,20,e8hiwrw6ocxm5iht6sp7jiv19,1,21,101.8,2023-04-07T18:02:31.008Z,2023-04-07T18:02:48Z,4170355445,347,,4170355469,233,4,4170355443,56,Back,,,,,,,,,,,,,,,,8z4wdv767cv7ddqgrkz5txsrt,B. Kemper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877385,10,1,1,0,37,e8hiwrw6ocxm5iht6sp7jiv19,0,21.9,100,2023-04-07T18:02:48.174Z,2023-04-07T18:02:53Z,4170355775,212,15.2,4170355773,141,95.7,4170355777,213,6.0,4170355767,107,,4170355769,56,Back,4170355771,140,35.8,,,,,,,8z4wdv767cv7ddqgrkz5txsrt,B. Kemper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877381,5,44,1,0,40,7rmv5ns2rj7bn4otpkur0mx0x,1,61.2,8.6,2023-04-07T18:02:50.886Z,2023-04-07T18:02:52Z,4170355745,56,Right,4170355807,233,11,4170355747,286,,,,,,,,,,,,,,,,,49vbyk5qvhihphrqfnmmz8woa,J. Takidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877387,11,44,1,0,40,e8hiwrw6ocxm5iht6sp7jiv19,0,38.8,91.4,2023-04-07T18:02:50.887Z,2023-04-07T18:02:53Z,4170355903,233,5,4170355785,56,Back,4170355787,285,,,,,,,,,,,,,,,,,8z4wdv767cv7ddqgrkz5txsrt,B. Kemper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877399,6,1,1,0,40,7rmv5ns2rj7bn4otpkur0mx0x,1,58.2,12.9,2023-04-07T18:02:51.333Z,2023-04-07T18:02:52Z,4170355855,3,,4170355859,140,62.5,4170355857,56,Center,4170355861,141,29.4,4170355865,213,1.2,4170355863,212,12.1,,,,,,,49vbyk5qvhihphrqfnmmz8woa,J. Takidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877411,7,49,1,0,42,7rmv5ns2rj7bn4otpkur0mx0x,1,62.2,28.2,2023-04-07T18:02:53.157Z,2023-04-07T18:02:53Z,,,,,,,,,,,,,,,,,,,,,,,,,2yivr64anye4c0p62m16l78yc,S. Ouaissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877431,8,1,1,0,43,7rmv5ns2rj7bn4otpkur0mx0x,0,61.8,25.8,2023-04-07T18:02:53.813Z,2023-04-07T18:02:54Z,4170356025,212,3.3,4170356021,140,63.4,4170356027,213,5.2,4170356023,141,21.6,4170356019,56,Center,,,,,,,,,,2yivr64anye4c0p62m16l78yc,S. Ouaissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877451,12,49,1,0,45,e8hiwrw6ocxm5iht6sp7jiv19,1,34.8,80.9,2023-04-07T18:02:56.126Z,2023-04-07T18:02:56Z,,,,,,,,,,,,,,,,,,,,,,,,,eybrr6zz7x6d1ftc7u4vphn85,R. Kishna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877501,13,1,1,0,45,e8hiwrw6ocxm5iht6sp7jiv19,1,34.8,80.9,2023-04-07T18:02:56.590Z,2023-04-07T18:03:00Z,4170356377,56,Back,4170356379,140,32.8,4170356381,141,96.2,4170356385,213,1.8,4170356383,212,10.6,,,,,,,,,,eybrr6zz7x6d1ftc7u4vphn85,R. Kishna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877589,14,1,1,0,49,e8hiwrw6ocxm5iht6sp7jiv19,1,27.4,95.1,2023-04-07T18:03:00.046Z,2023-04-07T18:03:35Z,4170356827,140,60.7,4170356823,155,,4170356833,213,5.4,4170356829,141,36.9,4170356825,56,Center,4170356835,1,,4170356831,212,52.8,4170359223,210,15,8z4wdv767cv7ddqgrkz5txsrt,B. Kemper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877595,15,15,1,0,55,e8hiwrw6ocxm5iht6sp7jiv19,1,69.9,24.9,2023-04-07T18:03:05.806Z,2023-04-07T18:03:36Z,4170359267,103,19,4170358737,82,,4170359271,146,75.4,4170359257,76,,4170358733,18,,4170359265,102,52.6,4170359269,215,,4170356867,22,,5l4fkm9a0pvfi9qiy6gipf71m,J. Zwarts,,4170359275,230,98.6,4170356871,56,Center,4170359259,29,4170359273,147,30.0,4170358767,233,9,4170359261,55,14,4170359277,231,48.2,4170358731,72,,,,,,,,,
2529877605,9,10,1,0,55,7rmv5ns2rj7bn4otpkur0mx0x,1,27.2,70.6,2023-04-07T18:03:05.906Z,2023-04-07T18:03:29Z,4170356911,56,Back,4170356909,94,,4170358771,233,15,,,,,,,,,,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877707,16,1,1,0,59,e8hiwrw6ocxm5iht6sp7jiv19,1,76,88.4,2023-04-07T18:03:10.461Z,2023-04-07T18:03:13Z,4170357459,213,2.7,4170357455,141,94.1,4170357453,140,67.8,4170357457,212,9.4,4170357451,56,Left,,,,,,,,,,12y6tmd1yr04c0ed2klslpwb9,J. Sleegers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877789,17,1,1,1,2,e8hiwrw6ocxm5iht6sp7jiv19,1,67.8,94.1,2023-04-07T18:03:12.926Z,2023-04-07T18:03:17Z,4170357901,56,Center,4170357907,212,18.5,4170357903,140,81.6,4170357909,213,5.6,4170357905,141,77.3,,,,,,,,,,8z4wdv767cv7ddqgrkz5txsrt,B. Kemper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877821,18,1,1,1,7,e8hiwrw6ocxm5iht6sp7jiv19,1,80.4,88.9,2023-04-07T18:03:17.742Z,2023-04-07T18:03:20Z,4170358093,56,Left,4170358099,141,96.0,4170358095,140,85.7,4170358107,213,0.7,4170358103,212,7.4,,,,,,,,,,9tru2a7pof2r37s8ro29uv3dh,M. Bilate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877833,19,1,1,1,9,e8hiwrw6ocxm5iht6sp7jiv19,0,85.7,96,2023-04-07T18:03:20.014Z,2023-04-07T18:03:21Z,4170358169,213,5.2,4170358189,233,10,4170358187,236,,4170358167,212,3.3,4170358159,155,,4170358157,2,,4170358165,141,91.8,4170358163,140,87.3,12y6tmd1yr04c0ed2klslpwb9,J. Sleegers,,4170358193,286,,4170358161,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,
2529877825,10,12,1,1,9,7rmv5ns2rj7bn4otpkur0mx0x,1,9.1,11.7,2023-04-07T18:03:20.114Z,2023-04-07T18:03:21Z,4170358119,56,Back,4170358117,185,,4170358233,233,19,,,,,,,,,,,,,,,,8r6dkzf3yjnvlz4go6xct0kid,N. Röseler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877865,11,6,1,1,10,7rmv5ns2rj7bn4otpkur0mx0x,0,10.9,10,2023-04-07T18:03:21.382Z,2023-04-07T18:03:23Z,4170358371,233,20,4170358299,56,Back,4170358301,73,,,,,,,,,,,,,,,,,8r6dkzf3yjnvlz4go6xct0kid,N. Röseler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877871,20,6,1,1,10,e8hiwrw6ocxm5iht6sp7jiv19,1,89.1,90,2023-04-07T18:03:21.382Z,2023-04-07T18:54:08Z,4170358343,233,11,4170580411,73,,4170358333,56,Left,,,,,,,,,,,,,,,,12y6tmd1yr04c0ed2klslpwb9,J. Sleegers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878231,21,1,1,1,36,e8hiwrw6ocxm5iht6sp7jiv19,0,99.7,99.5,2023-04-07T18:03:46.862Z,2023-04-07T18:54:15Z,4170360265,223,,4170360271,141,52.6,4170360269,140,90.9,4170360263,155,,4170360267,56,Center,4170360259,2,,4170360273,212,33.2,4170360277,1,,12y6tmd1yr04c0ed2klslpwb9,J. Sleegers,,4170360275,213,4.4,4170360261,6,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878251,12,12,1,1,39,7rmv5ns2rj7bn4otpkur0mx0x,1,9.9,49.3,2023-04-07T18:03:49.620Z,2023-04-07T19:00:13Z,4170360415,141,54.9,4170360423,213,0.1,4170360419,212,30.0,4170360413,140,38.2,4170360455,15,,4170360411,56,Back,,,,,,,8r6dkzf3yjnvlz4go6xct0kid,N. Röseler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878379,22,1,1,1,45,e8hiwrw6ocxm5iht6sp7jiv19,1,48,52.2,2023-04-07T18:03:55.871Z,2023-04-07T18:03:58Z,4170361039,213,1.0,4170361035,141,76.1,4170361031,56,Center,4170361033,140,58.1,4170361037,212,19.4,,,,,,,,,,b1zeqxuwoyzx1eukf18ptdgq,D. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878437,23,1,1,1,47,e8hiwrw6ocxm5iht6sp7jiv19,1,58.1,76.1,2023-04-07T18:03:58.317Z,2023-04-07T18:04:02Z,4170361379,212,18.5,4170361381,213,0.8,4170361375,140,71.0,4170361373,56,Left,4170361377,141,94.7,,,,,,,,,,dbku5mn74cqjzu7o91vzrlbtg,S. Komljenovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878445,24,50,1,1,51,e8hiwrw6ocxm5iht6sp7jiv19,1,71.8,95,2023-04-07T18:04:02.558Z,2023-04-07T18:04:04Z,4170361409,56,Left,4170361501,233,13,4170361411,286,,,,,,,,,,,,,,,,,12y6tmd1yr04c0ed2klslpwb9,J. Sleegers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878455,13,7,1,1,51,7rmv5ns2rj7bn4otpkur0mx0x,1,28.2,5,2023-04-07T18:04:02.559Z,2023-04-07T18:04:04Z,4170361443,56,Back,4170361497,233,24,4170361445,285,,,,,,,,,,,,,,,,,49vbyk5qvhihphrqfnmmz8woa,J. Takidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878461,14,49,1,1,52,7rmv5ns2rj7bn4otpkur0mx0x,1,25.1,4.9,2023-04-07T18:04:03.412Z,2023-04-07T18:04:03Z,,,,,,,,,,,,,,,,,,,,,,,,,49vbyk5qvhihphrqfnmmz8woa,J. Takidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878485,15,1,1,1,53,7rmv5ns2rj7bn4otpkur0mx0x,1,25.1,4.9,2023-04-07T18:04:04.005Z,2023-04-07T18:04:05Z,4170361625,213,2.6,4170361623,212,12.6,4170361619,141,14.0,4170361615,140,14.7,4170361611,56,Back,,,,,,,,,,49vbyk5qvhihphrqfnmmz8woa,J. Takidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878545,16,1,1,1,54,7rmv5ns2rj7bn4otpkur0mx0x,1,14.8,14,2023-04-07T18:04:05.301Z,2023-04-07T18:04:11Z,4170361975,56,Right,4170361981,212,39.0,4170361979,141,4.3,4170361977,140,51.4,4170361973,157,,4170361983,213,6.1,4170361985,1,,,,,8r6dkzf3yjnvlz4go6xct0kid,N. Röseler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878561,17,1,1,2,0,7rmv5ns2rj7bn4otpkur0mx0x,0,51.5,4.3,2023-04-07T18:04:10.869Z,2023-04-07T19:00:31Z,4170362079,157,,4170362091,1,,4170362081,56,Center,4170362087,212,41.3,4170362083,140,70.0,4170362085,141,57.9,4170362089,213,1.1,,,,c9shc6t28oroqthopifjvg9ux,D. Vente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878631,25,1,1,2,1,e8hiwrw6ocxm5iht6sp7jiv19,1,32.5,42.4,2023-04-07T18:04:11.662Z,2023-04-07T18:04:15Z,4170362427,140,9.1,4170362423,3,,4170362433,213,3.0,4170362431,212,25.0,4170362425,56,Back,4170362429,141,49.1,,,,,,,1hpmrfb0mbmevf9edj0o0bv56,Guillem Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878637,26,52,1,2,5,e8hiwrw6ocxm5iht6sp7jiv19,1,9.1,49.1,2023-04-07T18:04:15.774Z,2023-04-07T18:04:16Z,,,,,,,,,,,,,,,,,,,,,,,,,a8fr8gzw2n7gyl4kb58xjtknp,S. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878711,27,1,1,2,6,e8hiwrw6ocxm5iht6sp7jiv19,1,10.8,58.4,2023-04-07T18:04:17.438Z,2023-04-07T18:04:20Z,4170362831,123,,4170362833,56,Back,4170362837,141,90.2,4170362839,212,28.0,4170362841,213,0.9,4170362835,140,27.8,,,,,,,a8fr8gzw2n7gyl4kb58xjtknp,S. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878777,28,1,1,2,10,e8hiwrw6ocxm5iht6sp7jiv19,1,30.9,89.9,2023-04-07T18:04:20.830Z,2023-04-07T18:04:24Z,4170363163,56,Left,4170363167,141,89.0,4170363165,140,67.2,4170363169,212,38.1,4170363171,213,6.3,4170363161,155,,4170363173,1,,,,,8z4wdv767cv7ddqgrkz5txsrt,B. Kemper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878817,29,1,1,2,13,e8hiwrw6ocxm5iht6sp7jiv19,1,63.7,90,2023-04-07T18:04:24.397Z,2023-04-07T18:04:26Z,4170363347,141,95.9,4170363355,213,1.9,4170363343,56,Left,4170363351,212,4.2,4170363345,140,62.4,,,,,,,,,,9tru2a7pof2r37s8ro29uv3dh,M. Bilate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878825,30,1,1,2,16,e8hiwrw6ocxm5iht6sp7jiv19,0,62.4,95.9,2023-04-07T18:04:26.878Z,2023-04-07T19:02:05Z,4170363391,56,Left,4170363397,212,1.4,4170363393,140,62.5,4170363399,213,4.8,4170363395,141,93.8,,,,,,,,,,dbku5mn74cqjzu7o91vzrlbtg,S. Komljenovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878847,18,61,1,2,18,7rmv5ns2rj7bn4otpkur0mx0x,1,29.8,15,2023-04-07T18:04:28.900Z,2023-04-07T19:01:06Z,4170363525,56,Back,,,,,,,,,,,,,,,,,,,,,,85rm5s7x9di62hw3l31y5w8o9,J. Schuurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878877,19,49,1,2,20,7rmv5ns2rj7bn4otpkur0mx0x,1,37.3,42.8,2023-04-07T18:04:31.237Z,2023-04-07T18:04:31Z,,,,,,,,,,,,,,,,,,,,,,,,,2yivr64anye4c0p62m16l78yc,S. Ouaissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878957,20,1,1,2,21,7rmv5ns2rj7bn4otpkur0mx0x,1,37.3,42.8,2023-04-07T18:04:31.876Z,2023-04-07T18:04:36Z,4170364071,56,Back,4170364077,212,18.1,4170364073,140,25.6,4170364079,213,2.3,4170364075,141,62.3,,,,,,,,,,2yivr64anye4c0p62m16l78yc,S. Ouaissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878997,21,1,1,2,28,7rmv5ns2rj7bn4otpkur0mx0x,1,28.7,71.8,2023-04-07T18:04:38.724Z,2023-04-07T18:04:40Z,4170364293,140,25.5,4170364297,212,12.8,4170364291,56,Back,4170364295,141,53.7,4170364299,213,4.4,,,,,,,,,,7to5mb4x91kjhbd9tb0nqz74l,T. Bijleveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879055,22,1,1,2,29,7rmv5ns2rj7bn4otpkur0mx0x,1,25.5,53.7,2023-04-07T18:04:39.972Z,2023-04-07T18:04:44Z,4170364609,212,21.2,4170364611,213,4.9,4170364605,140,28.8,4170364603,56,Back,4170364607,141,23.0,,,,,,,,,,8tepha2kd43sp9jtafxuf209h,G. Joppen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879219,23,1,1,2,33,7rmv5ns2rj7bn4otpkur0mx0x,1,34.8,22.2,2023-04-07T18:04:44.132Z,2023-04-07T18:04:53Z,4170365415,212,32.7,4170365419,1,,4170365413,141,49.4,4170365417,213,2.5,4170365409,56,Back,4170365411,140,9.1,,,,,,,8r6dkzf3yjnvlz4go6xct0kid,N. Röseler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879259,24,1,1,2,42,7rmv5ns2rj7bn4otpkur0mx0x,0,10.3,36.1,2023-04-07T18:04:53.076Z,2023-04-07T18:04:57Z,4170365635,212,28.4,4170365629,56,Back,4170365637,213,0.3,4170365633,141,49.6,4170365631,140,35.9,,,,,,,,,,1ljgis575ujto4361ed15w0r9,M. Nicolas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879269,31,61,1,2,46,e8hiwrw6ocxm5iht6sp7jiv19,1,66.7,45.7,2023-04-07T18:04:57.389Z,2023-04-07T18:04:57Z,4170365681,56,Center,,,,,,,,,,,,,,,,,,,,,,dbku5mn74cqjzu7o91vzrlbtg,S. Komljenovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879349,25,1,1,2,48,7rmv5ns2rj7bn4otpkur0mx0x,1,56.2,88.3,2023-04-07T18:04:59.539Z,2023-04-07T18:05:02Z,4170366093,56,Center,4170366101,140,72.3,4170366113,213,5.4,4170366105,141,56.3,4170366109,212,27.6,,,,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
