id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/13/value,assist
2457540685,1,34,16,0,0,1fttb31hnskynpku8qd09yhm8,1,0,0,2022-09-09T17:24:25.817Z,2022-09-09T18:01:38Z,3767162067,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3767233529,197,16350,3767162071,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3767162063,59,"1, 23, 22, 36, 20, 3, 28, 10, 9, 7, 24, 26, 40, 4, 5, 6, 11, 14, 18, 34, 46",3767162059,30,"6q72mpmc478hlf4f7ths9ez56, 124bbojic7k5medlvgvxmcm39, 9jofs3271wn4cwlkj9hfay7vu, 5b7rnpnnllz8qdc6fx2c5mzje, dolfy51fw3jycb0cfhoecbo16, cx3fqj7odbuc6i0kppcie4jmy, d1dq7upxtawnps3wljz6wf9jo, ccmmsnrfn58gwi1petlp08f3e, bs14utcyx2am6s46cuv52nf56, ebnm8xj9pggemio5qay9pcc0l, 3hgvz4if17suodevp5jubb8fe, 98s0a98w3v35ev0o074uly784, evz953s9rvki1w9c3hsljss7p, 6ylzm57bvpufg3cenadtv7qhh, c46xp363o8m76eswzfmlsel4a, ab8p14hbfeph28j3ig36nzob9, bdtti3sckhcppilsisgu7well, dmtsvsqvdoqqtmrset0uz0and, a49001euf7xwpx5wodembjbo5, 4qcx1ql4jxov8vncghnqud5d6, a59aos4xq3vklv2joqa09axre",3767162065,130,4,3767162061,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3767162069,194,124bbojic7k5medlvgvxmcm39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457542655,1,34,16,0,0,zjawy6qdzk3y69v5pa3zl2cb,1,0,0,2022-09-09T17:31:26.725Z,2022-09-09T18:12:41Z,3767173671,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3767232227,197,4034,3767173663,59,"1, 16, 27, 24, 4, 3, 6, 21, 9, 17, 10, 11, 19, 2, 5, 8, 12, 14, 18, 20, 23, 25, 29",3767173667,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3767173661,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3767173669,194,c78t1bgro2lh7gvw8rwi6p239,3767173659,30,"8l31bne12p5cp51o46h92zjrp, 88vryegnhss2q5xz8aoj2phey, da3d2iu2j4yb7q1ag063mu44q, 5wg2ysvwk3q67osv2nnbav4yx, 1qqqigufis9zdf4mdqt6mgfl5, 476jyuzjm08o0d5g3t4nh1cyd, 61wt62anweh75oguqg0vbozu2, m10ml783dkbr4i0fpb06cm3t, c78t1bgro2lh7gvw8rwi6p239, blu3rrhzier5ivp5p9u78448a, 2pva2d9if0phol0efqnur68a2, 5t2yht2zjn4g7otqpaer3ia22, 7o8auo4uu5mzh7f4a44ucdf8q, ag4gnhbvomc0q9ohvkyroftas, 46oot98163lb6atyes4j0mup5, 9tmi00hx820vuwghg30jhzidx, a49duk4f5m5zmyvwht0ikal05, e7vke1zwf6w6xvxtsi2b8f9m2, 9jx0oun9o3zqncgu9axt2qxka, 53c63f5ekinmj6bquc3rbsbxm, dh8jo5uq1oq0qv7gpu5rrbwx6, ajt9gf8zqsc3m6z4kof5m99ii, adp5a6klr2nygqjmdd1ekc8kq",3767173665,130,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554599,2,32,1,0,0,zjawy6qdzk3y69v5pa3zl2cb,1,0,0,2022-09-09T18:02:14.687Z,2022-09-09T18:02:14Z,3767235263,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554603,2,32,1,0,0,1fttb31hnskynpku8qd09yhm8,1,0,0,2022-09-09T18:02:14.687Z,2022-09-09T18:02:17Z,3767235279,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554653,3,1,1,0,0,zjawy6qdzk3y69v5pa3zl2cb,1,50,50,2022-09-09T18:02:14.787Z,2022-09-09T18:02:20Z,3767235517,56,Back,3767235521,141,45.4,3767235525,213,3.4,3767235523,212,12.0,3767235519,140,39.0,3767235527,279,S,,,,,,,c78t1bgro2lh7gvw8rwi6p239,G. Plet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554689,4,1,1,0,5,zjawy6qdzk3y69v5pa3zl2cb,1,38,54.9,2022-09-09T18:02:20.147Z,2022-09-09T20:30:21Z,3767235735,141,76.6,3767235739,213,2.2,3767235731,56,Back,3767235737,212,17.8,3767235733,140,28.6,,,,,,,,,,61wt62anweh75oguqg0vbozu2,A. Bensabouh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554723,5,1,1,0,8,zjawy6qdzk3y69v5pa3zl2cb,1,31.1,73.2,2022-09-09T18:02:22.867Z,2022-09-09T18:58:58Z,3767235885,141,82.1,3767235881,56,Left,3767235889,213,0.1,3767235887,212,41.3,3767235891,1,,3767235883,140,70.0,3767235879,155,,,,,5wg2ysvwk3q67osv2nnbav4yx,T. Oude Kotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554725,6,50,1,0,10,zjawy6qdzk3y69v5pa3zl2cb,1,68.8,79.4,2022-09-09T18:02:25.587Z,2022-09-09T18:02:28Z,3767236093,233,3,3767235899,56,Left,3767235901,286,,,,,,,,,,,,,,,,,2pva2d9if0phol0efqnur68a2,C. Giousis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554741,3,7,1,0,10,1fttb31hnskynpku8qd09yhm8,1,31.2,20.6,2022-09-09T18:02:25.588Z,2022-09-09T18:02:28Z,3767235991,285,,3767235983,56,Back,3767236071,233,6,,,,,,,,,,,,,,,,dolfy51fw3jycb0cfhoecbo16,H. Akujobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457598245,409,61,1,0,11,zjawy6qdzk3y69v5pa3zl2cb,1,66.9,76,2022-09-09T18:02:25.687Z,2022-09-09T18:58:55Z,3767471173,56,Center,,,,,,,,,,,,,,,,,,,,,,2pva2d9if0phol0efqnur68a2,C. Giousis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554753,4,49,1,0,12,1fttb31hnskynpku8qd09yhm8,1,32.2,30.3,2022-09-09T18:02:27.446Z,2022-09-09T18:02:27Z,,,,,,,,,,,,,,,,,,,,,,,,,dolfy51fw3jycb0cfhoecbo16,H. Akujobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554783,5,1,1,0,13,1fttb31hnskynpku8qd09yhm8,1,31.9,30.4,2022-09-09T18:02:27.709Z,2022-09-09T18:02:30Z,3767236255,213,1.1,3767236247,56,Back,3767236249,140,35.9,3767236251,141,41.2,3767236253,212,8.5,,,,,,,,,,dolfy51fw3jycb0cfhoecbo16,H. Akujobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554815,6,1,1,0,15,1fttb31hnskynpku8qd09yhm8,1,36.2,41.9,2022-09-09T18:02:29.991Z,2022-09-09T18:02:34Z,3767236389,140,30.4,3767236393,212,9.4,3767236395,213,2.3,3767236391,141,52.4,3767236387,56,Back,,,,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554947,7,1,1,0,23,1fttb31hnskynpku8qd09yhm8,1,27.5,59,2022-09-09T18:02:37.951Z,2022-09-09T18:02:42Z,3767236993,140,26.3,3767236991,56,Back,3767236999,213,4.6,3767236997,212,18.5,3767236995,141,31.8,,,,,,,,,,cx3fqj7odbuc6i0kppcie4jmy,J. Jacobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554967,8,1,1,0,28,1fttb31hnskynpku8qd09yhm8,1,26.3,33.4,2022-09-09T18:02:42.767Z,2022-09-09T18:02:44Z,3767237107,213,5.1,3767237103,141,6.4,3767237099,56,Back,3767237105,212,19.6,3767237101,140,32.7,,,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554975,9,1,1,0,29,1fttb31hnskynpku8qd09yhm8,1,32.9,7,2022-09-09T18:02:44.175Z,2022-09-09T18:02:45Z,3767237139,141,32.8,3767237137,140,27.7,3767237143,213,1.9,3767237141,212,18.4,3767237135,56,Back,,,,,,,,,,dolfy51fw3jycb0cfhoecbo16,H. Akujobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554999,10,1,1,0,30,1fttb31hnskynpku8qd09yhm8,1,27.6,32.5,2022-09-09T18:02:45.343Z,2022-09-09T18:02:46Z,3767237277,140,29.1,3767237275,56,Back,3767237283,213,1.5,3767237279,141,69.9,3767237281,212,25.5,,,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457555051,11,1,1,0,31,1fttb31hnskynpku8qd09yhm8,1,29.1,70.3,2022-09-09T18:02:46.529Z,2022-09-09T18:02:50Z,3767237539,140,39.9,3767237545,213,1.0,3767237541,141,95.1,3767237543,212,20.3,3767237537,56,Back,,,,,,,,,,cx3fqj7odbuc6i0kppcie4jmy,J. Jacobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457555109,12,1,1,0,35,1fttb31hnskynpku8qd09yhm8,1,39.9,95.7,2022-09-09T18:02:50.626Z,2022-09-09T18:02:56Z,3767237801,140,33.3,3767237803,141,80.0,3767237807,213,4.1,3767237799,56,Back,3767237805,212,12.7,,,,,,,,,,124bbojic7k5medlvgvxmcm39,Manel Royo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457555143,13,1,1,0,42,1fttb31hnskynpku8qd09yhm8,1,31,76.3,2022-09-09T18:02:56.687Z,2022-09-09T18:02:59Z,3767237997,140,34.6,3767237995,56,Back,3767237999,141,93.2,3767238001,212,12.1,3767238003,213,1.3,,,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
