id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2500987073,1,34,16,0,0,dac758ef858jbq7pcb3gfwite,1,0,0,2023-01-27T18:19:09.195Z,2023-01-27T19:09:10Z,3996915149,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3996915155,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3996915159,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3996915147,30,"dmsmbn9a1qucwf100o3v77nbp, 4dk7h575fifmw2lhslevhmhux, e8si4ph9te020gpicg3k2k3u2, arrbpgnwbguhyumc8c1u4jsut, akfbttkeqfd8pzhe93ra674kp, 5r73kuy4vdv1epvmzrhb6nskq, etwawuknprhxhmjk1tyq38e6t, ip62fljz9ng6sil4krcq8dm1, azt0ll196snbxy38eqw7mtln9, f2snk84xy67ergwrwoblgt2ad, 6p6sdikmka45csxfw0i0q0l3p, 1o51op6w576yo6t585wkwistm, afdwdm1rkz1ir3c0tukfh3jhm, 8loz5cz4zynb8plfusi3ewd79, bmbzc4jvazdiuddsbnceyauei, bzf3k4wvqvx1tl1mx960wjv85, g0s22zvneqmryewunetlsbje, sbxnlkg50itbqkpuh8wnwk45, armxucjqaulvwfxyufovg3je1, we5jzu2ad4z3wxaerwe6sdex, awokzor2tv5ro47ea34at1gx5, e5c8wtame01unosnz4zchwljo, 49zitlyt01houmqy6hk04x36y",3996979991,197,9879,3996915151,59,"1, 5, 12, 18, 4, 22, 11, 21, 33, 17, 29, 2, 6, 7, 8, 10, 14, 15, 19, 26, 28, 34, 39",3996915157,194,ip62fljz9ng6sil4krcq8dm1,3996915153,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500987641,1,34,16,0,0,dvmw7d6jb38qvv7e6ziwu0vyr,1,0,0,2023-01-27T18:21:16.887Z,2023-01-27T18:59:40Z,3996981377,197,2671,3996918343,59,"1, 99, 2, 28, 3, 33, 20, 17, 25, 10, 22, 5, 8, 12, 14, 19, 21, 31, 32, 45, 77",3996918347,130,13,3996918355,194,eu901b75l2ly5p48jdw6kwmad,3996918351,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3996918337,30,"3oduk9niyqml47z7wramkxhw5, 97p6b1r72br3soq4k7fpjnrl6, d4z4gdds9hajylsy2hh5b78q, bitv8dp51g02iyf6o3elxnoix, eu901b75l2ly5p48jdw6kwmad, 7hsyytjjg6zw5knvav9xybbh1, dej8tywq0npvbm25sfgtqur1m, e0mrzdikm67yw88563zgovb6y, c3j7ddqg0yzporam6gieibgiy, ar47jfq139xyic4pvdhefduga, 5f8ajd8cgyvmmdzr0lzi1gtii, ak5exy1iztbo0mqloqdwiag6i, 3j368501ogr8mt2jdb7mby8h6, 2v12tmspdosmwic2h6itfz0x6, b0yxbu9af1b0jc1odpwzvd7je, 6mn57wdtnexqlumwsg8qyil90, 47wgrchutkdy62665jc79dy0a, byfk0abaxu0ha7w01vpmreb1m, coxuin3vr6nkynlvcsvzphjl6, 3v2grfhuisr456ibcvqjfx4yy, 6plxmzzrxmkhogrob8fdeunkl",3996918339,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3996918357,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501001537,2,32,1,0,0,dvmw7d6jb38qvv7e6ziwu0vyr,1,0,0,2023-01-27T19:02:43.300Z,2023-01-27T19:02:46Z,3996988669,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501001533,2,32,1,0,0,dac758ef858jbq7pcb3gfwite,1,0,0,2023-01-27T19:02:43.300Z,2023-01-27T19:02:43Z,3996988655,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501001561,3,1,1,0,0,dvmw7d6jb38qvv7e6ziwu0vyr,1,50.1,50.3,2023-01-27T19:02:43.400Z,2023-01-27T19:51:19Z,3997152211,278,,3996988797,56,Back,3996988805,213,2.2,3996988803,212,2.7,3996988807,279,S,3996988799,140,48.6,3996988801,141,53.6,,,,c3j7ddqg0yzporam6gieibgiy,C. Brym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501001615,4,1,1,0,3,dvmw7d6jb38qvv7e6ziwu0vyr,1,51,53.6,2023-01-27T19:02:46.486Z,2023-01-27T19:04:37Z,3996988997,140,23.0,3996988999,141,53.7,3996988995,56,Back,3996989003,213,3.1,3996989001,212,29.4,,,,,,,,,,ar47jfq139xyic4pvdhefduga,N. Bannis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501001643,5,1,1,0,5,dvmw7d6jb38qvv7e6ziwu0vyr,1,23.2,53.7,2023-01-27T19:02:49.070Z,2023-01-27T19:02:51Z,3996989113,56,Back,3996989117,141,68.7,3996989119,212,14.0,3996989115,140,32.4,3996989121,213,0.8,,,,,,,,,,eu901b75l2ly5p48jdw6kwmad,M. Amevor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501001699,6,1,1,0,8,dvmw7d6jb38qvv7e6ziwu0vyr,1,33.1,70.1,2023-01-27T19:02:51.342Z,2023-01-27T19:02:55Z,3996989375,213,4.9,3996989369,140,35.4,3996989371,141,46.0,3996989373,212,16.6,3996989367,56,Back,,,,,,,,,,e0mrzdikm67yw88563zgovb6y,B. De Keersmaecker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501001743,7,1,1,0,12,dvmw7d6jb38qvv7e6ziwu0vyr,1,39.5,42.1,2023-01-27T19:02:55.670Z,2023-01-27T19:02:59Z,3996989599,140,28.5,3996989597,56,Back,3996989601,141,18.8,3996989605,213,4.1,3996989603,212,19.6,,,,,,,,,,dej8tywq0npvbm25sfgtqur1m,O. Kökcü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501001779,8,1,1,0,15,dvmw7d6jb38qvv7e6ziwu0vyr,1,28.5,18.8,2023-01-27T19:02:59.254Z,2023-01-27T19:03:03Z,3996989795,140,25.1,3996989793,56,Back,3996989801,213,1.8,3996989799,212,19.8,3996989797,141,47.5,,,,,,,,,,7hsyytjjg6zw5knvav9xybbh1,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
