id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/8/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value
2468441989,8,1,1,3,28,bk5ltsueqmeng29eovd8m2tml,1,24.5,42.7,2022-10-07T18:08:53.192Z,2022-10-07T18:08:56Z,3825124957,157,,3825124965,212,43.3,3825124959,56,Left,3825124961,140,57.7,3825124963,141,80.5,3825124969,1,,3825124967,213,0.6,,,,9hz7j1p4f0d2hxyz2bdkbyk0l,F. Heerkens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468442011,9,1,1,3,32,bk5ltsueqmeng29eovd8m2tml,0,57.7,80.5,2022-10-07T18:08:56.524Z,2022-10-07T18:08:57Z,3825125081,56,Center,3825125085,141,75.4,3825125087,212,14.2,3825125079,3,,3825125089,213,6.0,3825125083,140,70.8,,,,,,,88csh50wwpanzfdvu7ia3x1ih,M. Svensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468442091,16,1,1,3,34,eh54mfvjtrttgsg1wbjnvxcqz,1,24.4,33.4,2022-10-07T18:08:58.361Z,2022-10-07T18:09:01Z,3825125489,140,3.9,3825125501,212,21.5,3825125495,141,32.5,3825125481,3,,3825125503,213,3.2,3825125485,56,Back,,,,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468442099,17,52,1,3,36,eh54mfvjtrttgsg1wbjnvxcqz,1,3.9,32.5,2022-10-07T18:09:01.229Z,2022-10-07T18:09:01Z,,,,,,,,,,,,,,,,,,,,,,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468442219,18,43,1,3,43,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2022-10-07T18:09:07.962Z,2022-10-07T18:30:10Z,3825224409,144,52,,,,,,,,,,,,,,,,,,,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468442285,19,1,1,3,45,eh54mfvjtrttgsg1wbjnvxcqz,1,6,33,2022-10-07T18:09:09.952Z,2022-10-07T18:09:12Z,3825126421,212,19.4,3825126419,141,60.9,3825126413,123,,3825126423,213,1.4,3825126417,140,9.8,3825126415,56,Back,,,,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468442361,20,1,1,3,48,eh54mfvjtrttgsg1wbjnvxcqz,0,13.6,67.3,2022-10-07T18:09:12.325Z,2022-10-07T18:30:53Z,3825126739,56,Center,3825126741,140,65.1,3825126745,212,54.8,3825126737,155,,3825126743,141,54.6,3825126749,1,,3825126747,213,6.1,,,,a83amzm380uy1fi3zuyqu82j9,J. van der Winden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468442325,10,44,1,3,50,bk5ltsueqmeng29eovd8m2tml,1,33.8,49.6,2022-10-07T18:09:14.756Z,2022-10-07T18:11:12Z,3825126609,285,,3825126607,56,Back,3825126805,233,21,,,,,,,,,,,,,,,,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468442365,21,44,1,3,50,eh54mfvjtrttgsg1wbjnvxcqz,0,66.2,50.4,2022-10-07T18:09:14.757Z,2022-10-07T18:09:18Z,3825126933,233,10,3825126767,56,Center,3825126769,286,,,,,,,,,,,,,,,,,7afaygi7b8fmxr885zaezaay1,J. Konings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468442387,11,1,1,3,52,bk5ltsueqmeng29eovd8m2tml,1,36,53.4,2022-10-07T18:09:17.193Z,2022-10-07T18:36:28Z,3825126867,3,,3825126871,140,26.9,3825126869,56,Back,3825126875,212,10.6,3825126873,141,46.8,3825126877,213,3.6,,,,,,,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468442399,12,49,1,3,54,bk5ltsueqmeng29eovd8m2tml,1,25.9,45.8,2022-10-07T18:09:18.481Z,2022-10-07T18:09:18Z,,,,,,,,,,,,,,,,,,,,,,,,,9hz7j1p4f0d2hxyz2bdkbyk0l,F. Heerkens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468442421,13,1,1,3,54,bk5ltsueqmeng29eovd8m2tml,1,26.5,50.1,2022-10-07T18:09:18.651Z,2022-10-07T18:09:20Z,3825127083,141,79.1,3825127081,140,21.6,3825127079,56,Back,3825127087,213,1.8,3825127085,212,20.4,,,,,,,,,,9hz7j1p4f0d2hxyz2bdkbyk0l,F. Heerkens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468442467,14,1,1,3,55,bk5ltsueqmeng29eovd8m2tml,1,17.4,79.7,2022-10-07T18:09:20.039Z,2022-10-07T18:09:22Z,3825127303,212,23.7,3825127305,213,4.1,3825127293,56,Back,3825127299,140,4.3,3825127301,141,51.3,,,,,,,,,,ewnmiv6ew1d5cnuul715x4dzp,L. Woudenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468442515,15,1,1,3,58,bk5ltsueqmeng29eovd8m2tml,0,4.3,51.3,2022-10-07T18:09:22.292Z,2022-10-07T18:09:25Z,3825127565,141,34.2,3825127561,56,Center,3825127559,157,,3825127569,213,6.1,3825127563,140,56.7,3825127571,1,,3825127567,212,56.2,,,,etvamcwttnlg4sfxfulgzm7yt,K. Lamprou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468442543,22,1,1,4,1,eh54mfvjtrttgsg1wbjnvxcqz,0,43.6,70.5,2022-10-07T18:09:26.243Z,2022-10-07T18:09:27Z,3825127711,212,13.0,3825127705,56,Center,3825127707,140,55.7,3825127709,141,74.5,3825127713,213,0.2,3825127703,3,,,,,,,,46wxtiry28k7j3y6gacgf7x4a,S. van der Heijden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468442565,16,61,1,4,4,bk5ltsueqmeng29eovd8m2tml,0,36.3,25.6,2022-10-07T18:09:28.587Z,2022-10-07T18:09:32Z,3825127811,56,Back,,,,,,,,,,,,,,,,,,,,,,7dw3mexdcnel375y16vfl0g2y,J. Bosch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468442577,23,1,1,4,4,eh54mfvjtrttgsg1wbjnvxcqz,0,56.8,73.8,2022-10-07T18:09:29.024Z,2022-10-07T18:09:29Z,3825127891,212,10.4,3825127889,141,58.5,3825127885,56,Center,3825127893,213,4.7,3825127887,140,56.6,,,,,,,,,,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468442647,24,1,1,4,6,eh54mfvjtrttgsg1wbjnvxcqz,1,56.6,58.5,2022-10-07T18:09:30.946Z,2022-10-07T18:09:32Z,3825128223,213,2.2,3825128217,140,52.2,3825128215,56,Center,3825128219,141,68.7,3825128221,212,8.3,,,,,,,,,,8mq0q8ebkt20p1pm35z3qma22,A. Ahannach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468442651,25,49,1,4,7,eh54mfvjtrttgsg1wbjnvxcqz,1,53.1,71.4,2022-10-07T18:09:31.537Z,2022-10-07T18:31:27Z,,,,,,,,,,,,,,,,,,,,,,,,,46wxtiry28k7j3y6gacgf7x4a,S. van der Heijden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468442661,26,50,1,4,8,eh54mfvjtrttgsg1wbjnvxcqz,1,49.8,76,2022-10-07T18:09:33.052Z,2022-10-07T18:09:36Z,3825128279,286,,3825128691,233,17,3825128277,56,Back,,,,,,,,,,,,,,,,46wxtiry28k7j3y6gacgf7x4a,S. van der Heijden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468442713,17,7,1,4,8,bk5ltsueqmeng29eovd8m2tml,1,50.2,24,2022-10-07T18:09:33.053Z,2022-10-07T18:31:36Z,3825128655,233,26,3825128595,56,Center,3825128597,285,,,,,,,,,,,,,,,,,b9apqidquztaojf6e3my6v7bp,D. Crowley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468442723,18,49,1,4,11,bk5ltsueqmeng29eovd8m2tml,1,67.9,12.2,2022-10-07T18:09:35.992Z,2022-10-07T18:31:39Z,,,,,,,,,,,,,,,,,,,,,,,,,b9apqidquztaojf6e3my6v7bp,D. Crowley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468442873,19,1,1,4,15,bk5ltsueqmeng29eovd8m2tml,1,77.6,2.8,2022-10-07T18:09:40.052Z,2022-10-07T18:31:43Z,3825129423,212,15.4,3825129417,56,Right,3825129419,140,62.9,3825129421,141,3.2,3825129425,213,3.1,,,,,,,,,,b9apqidquztaojf6e3my6v7bp,D. Crowley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468442911,20,1,1,4,18,bk5ltsueqmeng29eovd8m2tml,1,61,8.3,2022-10-07T18:09:43.275Z,2022-10-07T18:09:45Z,3825129561,56,Back,3825129565,141,10.6,3825129563,140,47.7,3825129569,213,3.0,3825129567,212,14.1,,,,,,,,,,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468442957,21,1,1,4,20,bk5ltsueqmeng29eovd8m2tml,1,47.7,10.6,2022-10-07T18:09:45.102Z,2022-10-07T18:31:55Z,3825129803,213,2.0,3825129795,56,Back,3825129799,141,60.2,3825129805,1,,3825129797,140,31.7,3825129801,212,37.7,,,,,,,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468443025,22,1,1,4,23,bk5ltsueqmeng29eovd8m2tml,1,31.4,62.6,2022-10-07T18:09:48.126Z,2022-10-07T18:31:58Z,3825130187,141,36.0,3825130189,212,24.1,3825130183,56,Back,3825130185,140,16.3,3825130191,213,4.0,,,,,,,,,,9hz7j1p4f0d2hxyz2bdkbyk0l,F. Heerkens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468443067,23,1,1,4,28,bk5ltsueqmeng29eovd8m2tml,0,16.2,30.6,2022-10-07T18:09:52.363Z,2022-10-07T18:09:56Z,3825130451,140,67.7,3825130447,157,,3825130455,212,55.9,3825130449,56,Right,3825130457,213,6.0,3825130459,1,,3825130453,141,9.7,,,,etvamcwttnlg4sfxfulgzm7yt,K. Lamprou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468443083,27,44,1,4,31,eh54mfvjtrttgsg1wbjnvxcqz,1,37.4,87,2022-10-07T18:09:55.905Z,2022-10-07T18:32:13Z,3825130561,56,Back,3825130565,233,24,3825130563,285,,,,,,,,,,,,,,,,,8zj8e6ovo1bt0d67klra3yh3o,S. Maas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468443073,24,44,1,4,31,bk5ltsueqmeng29eovd8m2tml,0,62.6,13,2022-10-07T18:09:55.906Z,2022-10-07T18:09:57Z,3825130615,233,27,3825130481,56,Right,3825130483,286,,,,,,,,,,,,,,,,,57kp9bepwqf9u7fuu8fgvi9rd,N. Doodeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468443111,28,1,1,4,32,eh54mfvjtrttgsg1wbjnvxcqz,1,42.4,83.6,2022-10-07T18:09:57.217Z,2022-10-07T18:10:06Z,3825130719,212,27.9,3825130713,56,Left,3825130717,141,84.1,3825130721,213,0.0,3825130711,3,,3825130715,140,69.0,,,,,,,8zj8e6ovo1bt0d67klra3yh3o,S. Maas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468443127,29,49,1,4,34,eh54mfvjtrttgsg1wbjnvxcqz,1,68.6,84.5,2022-10-07T18:09:59.016Z,2022-10-07T18:09:59Z,,,,,,,,,,,,,,,,,,,,,,,,,4lf5375rzyy400rabvwgbcbmx,F. Hammouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468443135,30,50,1,4,34,eh54mfvjtrttgsg1wbjnvxcqz,1,68.4,85.7,2022-10-07T18:09:59.223Z,2022-10-07T18:10:01Z,3825130805,56,Left,3825130807,286,,3825131019,233,25,,,,,,,,,,,,,,,,4lf5375rzyy400rabvwgbcbmx,F. Hammouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468443169,25,7,1,4,34,bk5ltsueqmeng29eovd8m2tml,0,31.6,14.3,2022-10-07T18:09:59.224Z,2022-10-07T18:32:23Z,3825130971,285,,3825131011,233,30,3825130967,56,Back,,,,,,,,,,,,,,,,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468443195,31,61,1,4,38,eh54mfvjtrttgsg1wbjnvxcqz,0,63.3,89.6,2022-10-07T18:10:02.552Z,2022-10-07T18:10:02Z,3825131073,56,Left,,,,,,,,,,,,,,,,,,,,,,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468443239,26,49,1,4,38,bk5ltsueqmeng29eovd8m2tml,1,52.8,5,2022-10-07T18:10:02.910Z,2022-10-07T18:33:42Z,,,,,,,,,,,,,,,,,,,,,,,,,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468463009,148,1,1,4,39,bk5ltsueqmeng29eovd8m2tml,1,40.3,5.4,2022-10-07T18:10:03.687Z,2022-10-07T18:33:45Z,3825239197,56,Right,3825239199,140,52.0,3825239203,212,12.3,3825239205,213,0.0,3825239201,141,6.0,,,,,,,,,,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
