id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/8/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value
2468408095,1,34,16,0,0,bk5ltsueqmeng29eovd8m2tml,1,0,0,2022-10-07T17:06:47.454Z,2022-10-07T18:02:55Z,3824944759,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3824944753,130,8,3825095059,197,1504,3824944757,194,9hz7j1p4f0d2hxyz2bdkbyk0l,3824944749,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3824944751,59,"1, 13, 25, 10, 3, 6, 37, 32, 23, 19, 11, 4, 5, 7, 8, 9, 14, 16, 18, 21, 22, 36, 41",3824944747,30,"etvamcwttnlg4sfxfulgzm7yt, e42jh6bbwn4aybdnysonrvutx, ewnmiv6ew1d5cnuul715x4dzp, 75o7fx1uwk6pavxbnqqx28y51, 9hz7j1p4f0d2hxyz2bdkbyk0l, 8cox96ikk1k4c24f0y5ef45x, 57kp9bepwqf9u7fuu8fgvi9rd, 7dw3mexdcnel375y16vfl0g2y, 47autoxmcbr5z7o6d8998esph, b9apqidquztaojf6e3my6v7bp, 88csh50wwpanzfdvu7ia3x1ih, 7isjog4r71ahzypnhq3ki9xp1, daz1m0r5u8f0085jv25bdnoid, bw7s1zgz97p8szhn4shwkx2w9, 1l34qvjvar8qec3kbrg4rew2d, 5i0e7e59vav8ynqzt7qrvitt6, amasl6wz90pv9kkbx3kihj7bp, 9najgqcaamqj0qtiicuq9hey, 35uvcvkv4nd0jbsov3xosjsut, ckx9rplhgmncmcxs0a1z7n6qd, bhn0paq89a5keakgitoyn2hw4, 39f4hnokkp81ucrkx5bo5sjdg, 9v66i03qf0gnn9iserl551wyc",3824944755,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468412265,1,34,16,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2022-10-07T17:13:58.496Z,2022-10-07T18:08:01Z,3824966941,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3824966937,59,"1, 18, 24, 8, 3, 5, 7, 22, 10, 11, 42, 2, 4, 6, 9, 14, 15, 20, 21, 23, 28, 31",3824966945,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3824966933,30,"4jvk1ex8dsjj498vqzqhfmqxh, 36d4zodjdvtc8w1q4p940cx2i, 8zj8e6ovo1bt0d67klra3yh3o, 46wxtiry28k7j3y6gacgf7x4a, a5j0tndc5032lgmuv1vqd2cix, a83amzm380uy1fi3zuyqu82j9, 8mq0q8ebkt20p1pm35z3qma22, 4lf5375rzyy400rabvwgbcbmx, 7afaygi7b8fmxr885zaezaay1, 74x54r0698ug6gzk9jwd86pxx, 8g5ms6uacdkgfcbxt4crlr4ve, 7wa5hbk41axn5lybd2b7v2978, a2ws6j60xd12ng844vlhgq2cq, alzxtazwzkp6cy4igin4ht2vp, 5362zl678ibx1md2kk6t4r47o, 7eq1j570gbj6tzw9d1btzwnis, abgkpku77iidahswqpvce5gtm, aynwkpiteltfei3x5txm84opg, balcshp8sostjtslygqqixu5l, 4jx9sjbj9s8q2qeknsqhyozqh, bbhhmcny4xidhz7i8gr74v0us, a8nrm0flhc6mak2kvjksdlzx0",3824966939,130,4,3825096095,197,16838,3824966935,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3824966943,194,4jvk1ex8dsjj498vqzqhfmqxh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438577,2,32,1,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2022-10-07T18:05:24.278Z,2022-10-07T18:05:24Z,3825106793,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438585,2,32,1,0,0,bk5ltsueqmeng29eovd8m2tml,1,0,0,2022-10-07T18:05:24.278Z,2022-10-07T18:05:25Z,3825106827,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438649,3,1,1,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,50.5,49,2022-10-07T18:05:24.378Z,2022-10-07T18:28:33Z,3825107175,279,S,3825107171,212,18.2,3825107169,141,35.2,3825107167,140,35.7,3825107165,56,Back,3825107173,213,3.7,,,,,,,4lf5375rzyy400rabvwgbcbmx,F. Hammouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438675,4,1,1,0,3,eh54mfvjtrttgsg1wbjnvxcqz,1,35.7,36.1,2022-10-07T18:05:28.169Z,2022-10-07T18:05:30Z,3825107383,212,24.1,3825107381,141,61.5,3825107379,140,19.7,3825107385,213,2.3,3825107377,56,Back,,,,,,,,,,8mq0q8ebkt20p1pm35z3qma22,A. Ahannach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438741,5,1,1,0,5,eh54mfvjtrttgsg1wbjnvxcqz,0,21.6,66.4,2022-10-07T18:05:30.181Z,2022-10-07T18:05:34Z,3825107743,141,29.1,3825107749,1,,3825107747,213,5.9,3825107735,56,Center,3825107739,140,74.1,3825107745,212,60.7,3825107729,155,,,,,a83amzm380uy1fi3zuyqu82j9,J. van der Winden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438781,3,1,1,0,9,bk5ltsueqmeng29eovd8m2tml,0,23.1,66.7,2022-10-07T18:05:34.085Z,2022-10-07T18:06:59Z,3825107967,141,100.0,3825107963,56,Back,3825107971,213,1.3,3825107969,212,24.3,3825107965,140,29.7,3825107961,3,,,,,,,,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438785,4,5,1,0,14,bk5ltsueqmeng29eovd8m2tml,0,28.4,101.5,2022-10-07T18:05:38.427Z,2022-10-07T18:05:52Z,3825107987,56,Back,3825107989,347,,3825108869,233,6,,,,,,,,,,,,,,,,9hz7j1p4f0d2hxyz2bdkbyk0l,F. Heerkens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438941,6,5,1,0,14,eh54mfvjtrttgsg1wbjnvxcqz,1,71.6,-1.5,2022-10-07T18:05:38.427Z,2022-10-07T18:21:31Z,3825108843,347,,3825108851,233,4,3825108841,56,Right,,,,,,,,,,,,,,,,4lf5375rzyy400rabvwgbcbmx,F. Hammouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438981,7,1,1,0,27,eh54mfvjtrttgsg1wbjnvxcqz,1,73.3,0,2022-10-07T18:05:51.419Z,2022-10-07T18:05:54Z,3825109027,141,11.9,3825109023,56,Right,3825109029,212,18.6,3825109021,107,,3825109025,140,89.0,3825109031,213,0.5,,,,,,,36d4zodjdvtc8w1q4p940cx2i,R. Mulders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438989,8,1,1,0,29,eh54mfvjtrttgsg1wbjnvxcqz,0,89.5,9.5,2022-10-07T18:05:54.071Z,2022-10-07T18:05:54Z,3825109063,141,11.7,3825109067,213,2.8,3825109065,212,5.1,3825109059,56,Right,3825109061,140,84.9,,,,,,,,,,8mq0q8ebkt20p1pm35z3qma22,A. Ahannach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468439011,5,49,1,0,31,bk5ltsueqmeng29eovd8m2tml,1,11.6,91.5,2022-10-07T18:05:55.837Z,2022-10-07T18:05:55Z,,,,,,,,,,,,,,,,,,,,,,,,,88csh50wwpanzfdvu7ia3x1ih,M. Svensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468439029,6,1,1,0,32,bk5ltsueqmeng29eovd8m2tml,0,13.1,94.4,2022-10-07T18:05:56.390Z,2022-10-07T18:05:57Z,3825109305,141,87.5,3825109299,56,Back,3825109301,140,34.5,3825109309,212,23.0,3825109313,213,6.1,,,,,,,,,,88csh50wwpanzfdvu7ia3x1ih,M. Svensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468439047,9,49,1,0,33,eh54mfvjtrttgsg1wbjnvxcqz,1,69.5,15,2022-10-07T18:05:57.906Z,2022-10-07T18:05:58Z,,,,,,,,,,,,,,,,,,,,,,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468439085,10,1,1,0,33,eh54mfvjtrttgsg1wbjnvxcqz,1,69.5,15,2022-10-07T18:05:58.234Z,2022-10-07T18:06:00Z,3825109549,140,76.4,3825109555,213,6.0,3825109547,56,Right,3825109551,141,12.3,3825109553,212,7.5,,,,,,,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468439097,11,1,1,0,36,eh54mfvjtrttgsg1wbjnvxcqz,1,76.4,12.3,2022-10-07T18:06:00.846Z,2022-10-07T18:06:52Z,3825109601,56,Right,3825109605,141,13.2,3825109607,212,7.6,3825109609,213,3.1,3825109603,140,69.2,,,,,,,,,,74x54r0698ug6gzk9jwd86pxx,D. Verbeek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468439149,12,1,1,0,37,eh54mfvjtrttgsg1wbjnvxcqz,1,69.2,13.2,2022-10-07T18:06:01.471Z,2022-10-07T18:06:04Z,3825109809,141,8.3,3825109813,213,6.0,3825109811,212,11.9,3825109805,56,Right,3825109807,140,80.1,,,,,,,,,,36d4zodjdvtc8w1q4p940cx2i,R. Mulders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468439183,13,1,1,0,40,eh54mfvjtrttgsg1wbjnvxcqz,1,80.1,8.3,2022-10-07T18:06:04.610Z,2022-10-07T18:06:07Z,3825110001,212,14.7,3825109995,56,Center,3825109997,140,85.8,3825110003,213,1.2,3825109999,141,28.0,,,,,,,,,,74x54r0698ug6gzk9jwd86pxx,D. Verbeek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468439237,14,1,1,0,42,eh54mfvjtrttgsg1wbjnvxcqz,1,85.8,28,2022-10-07T18:06:07.048Z,2022-10-07T18:07:43Z,3825113037,22,,3825110317,212,13.0,3825110313,140,93.7,3825110319,213,0.9,3825113033,210,16,3825113035,154,,3825110311,56,Center,3825110315,141,42.8,8mq0q8ebkt20p1pm35z3qma22,A. Ahannach,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468439241,15,16,1,0,44,eh54mfvjtrttgsg1wbjnvxcqz,1,89.8,42.7,2022-10-07T18:06:08.910Z,2022-10-07T18:06:42Z,3825113067,55,14,3825113075,328,,3825113061,76,,3825113073,103,3.8,3825113079,231,46.9,3825110327,22,,3825111801,20,,3825111809,375,00:43.924,4lf5375rzyy400rabvwgbcbmx,F. Hammouti,,3825113063,29,3825113071,102,52.9,3825110331,56,Center,3825113065,154,3825111805,374,2022-10-07 19:06:08.202,3825110329,17,3825113077,230,98.0,,,,,,,,,,
2468441931,7,1,1,3,26,bk5ltsueqmeng29eovd8m2tml,1,49.9,50.1,2022-10-07T18:08:50.940Z,2022-10-07T18:08:53Z,3825124609,213,3.3,3825124603,140,24.5,3825124607,212,27.1,3825124605,141,42.7,3825124601,56,Back,3825124611,279,G,,,,,,,b9apqidquztaojf6e3my6v7bp,D. Crowley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
