id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/15/value,assist
2536644303,1,34,16,0,0,1fttb31hnskynpku8qd09yhm8,1,0,0,2023-04-21T17:06:15.222Z,2023-04-21T18:20:45Z,4206291319,59,"1, 20, 23, 25, 4, 22, 14, 28, 17, 18, 10, 3, 5, 7, 9, 11, 26, 27, 32, 35, 46, 40",4206291321,130,8,4206291325,194,6ylzm57bvpufg3cenadtv7qhh,4206291315,30,"6q72mpmc478hlf4f7ths9ez56, dolfy51fw3jycb0cfhoecbo16, 124bbojic7k5medlvgvxmcm39, 4lnhhxtl72v8wlss3xgrrbr2t, 6ylzm57bvpufg3cenadtv7qhh, 9jofs3271wn4cwlkj9hfay7vu, dmtsvsqvdoqqtmrset0uz0and, d1dq7upxtawnps3wljz6wf9jo, 48sqqhgtmfmpqb3602iirspd6, a49001euf7xwpx5wodembjbo5, ccmmsnrfn58gwi1petlp08f3e, cx3fqj7odbuc6i0kppcie4jmy, c46xp363o8m76eswzfmlsel4a, ebnm8xj9pggemio5qay9pcc0l, bs14utcyx2am6s46cuv52nf56, bdtti3sckhcppilsisgu7well, 9vu68zcajmrqmkkchmpdrebu2, 2ylw573o2rkvuczi9nm5t7hed, bd4rr8l425ard803x39ju1ppm, 88e3xx835uqx9x850y6u0dbai, a59aos4xq3vklv2joqa09axre, evz953s9rvki1w9c3hsljss7p",4206291323,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4206412989,197,16350,4206291317,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4206291327,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536645919,1,34,16,0,0,2uuh2bir8ktof0uxfo06lb4ox,1,0,0,2023-04-21T17:10:25.989Z,2023-04-21T17:57:41Z,4206299995,194,bspl2le99ugt2ug4tcqsvp1w5,4206299989,59,"1, 8, 11, 5, 36, 2, 6, 30, 9, 20, 4, 16, 3, 7, 14, 15, 17, 22, 23, 24, 31, 33, 40",4206299993,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4206299997,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4206413201,197,497,4206299985,30,"cetavjue5femoxid9fmcd0zjd, b77p0um20y057708bx6on4d4a, 29s8wk0a2m66rebsfx1jfuuh, dse1rndtog4qn2mwv966vp6mt, dmrznrol8qp7yk53r6ajhnkt0, bspl2le99ugt2ug4tcqsvp1w5, a339o11ut8s1o9odm6ybc4pka, 1rd0zzpp3dn0y7qtxwc57g7h1, 2esbyi3i7rtsdkxe6a917rsnp, by85t8ssyumcjcks1jx3v96vo, eds7hz8z52qf06c3oug7nivv9, 9ktfzp9jbzxod3116b4xql6ju, 8fqnvz74z901a2h0kgk1zezje, 3a89nlkh1p3l3qi6o70uzp5ud, asn8og4yn5gj4it0qe6vulhat, idvh0ac1f8wv39640pyl4esp, cnqxbvy77blk2ulx06t65it49, 2f3j5qchxzh11u4bi2mb8dslw, 3y7w3ngh3kby9mehxe5q7glpl, 73wkaux439sdodxdjhn1152sq, ebr52ne9bo6xyh2vhr6nhfhbe, 7gwm8sjtl2vyfeh6mio8ve9ec, 4jshezco0cyjgre23nm98fetx",4206299991,130,17,4206299987,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536668441,2,32,1,0,0,2uuh2bir8ktof0uxfo06lb4ox,1,0,0,2023-04-21T18:01:24.598Z,2023-04-21T18:01:24Z,4206422519,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536668447,2,32,1,0,0,1fttb31hnskynpku8qd09yhm8,1,0,0,2023-04-21T18:01:24.598Z,2023-04-21T18:01:27Z,4206422541,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536668475,3,1,1,0,0,2uuh2bir8ktof0uxfo06lb4ox,1,50,50,2023-04-21T18:01:24.698Z,2023-04-21T18:01:27Z,4206422691,279,S,4206422685,141,56.9,4206422683,140,38.7,4206422687,212,12.8,4206422681,56,Back,4206422689,213,2.8,,,,,,,eds7hz8z52qf06c3oug7nivv9,H. Medunjanin,,,,,,,,,,,,,,,,,,,,,,,,,,
2536668497,4,1,1,0,2,2uuh2bir8ktof0uxfo06lb4ox,1,38.7,56.9,2023-04-21T18:01:27.431Z,2023-04-21T18:01:29Z,4206422785,140,29.0,4206422783,56,Back,4206422791,213,3.4,4206422787,141,53.4,4206422789,212,10.5,,,,,,,,,,1rd0zzpp3dn0y7qtxwc57g7h1,R. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
2536668527,5,1,1,0,4,2uuh2bir8ktof0uxfo06lb4ox,0,29,53.4,2023-04-21T18:01:29.399Z,2023-04-21T18:01:34Z,4206422917,141,29.4,4206422915,140,80.8,4206422913,56,Center,4206422923,1,,4206422919,212,56.8,4206422911,155,,4206422921,213,6.0,,,,dmrznrol8qp7yk53r6ajhnkt0,T. Beelen,,,,,,,,,,,,,,,,,,,,,,,,,,
2536668507,3,44,1,0,6,1fttb31hnskynpku8qd09yhm8,1,19.2,74.2,2023-04-21T18:01:31.289Z,2023-04-21T18:01:34Z,4206422837,285,,4206422969,233,6,4206422835,56,Back,,,,,,,,,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,
2536668535,6,44,1,0,6,2uuh2bir8ktof0uxfo06lb4ox,0,80.8,25.8,2023-04-21T18:01:31.290Z,2023-04-21T18:01:34Z,4206423031,233,3,4206422957,286,,4206422955,56,Center,,,,,,,,,,,,,,,,by85t8ssyumcjcks1jx3v96vo,Y. Taha,,,,,,,,,,,,,,,,,,,,,,,,,,
2536668517,4,1,1,0,6,1fttb31hnskynpku8qd09yhm8,0,19.2,77.8,2023-04-21T18:01:31.319Z,2023-04-21T18:01:31Z,4206422865,141,73.2,4206422863,140,22.1,4206422867,212,4.4,4206422869,213,5.5,4206422861,56,Back,4206422859,3,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,
