id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/15/value
2521052865,1,34,16,0,0,z9phg19papi9f5fd6qxzr836,1,0,0,2023-03-17T18:15:13.368Z,2023-03-17T19:51:43Z,4102752339,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4102752337,194,8zsx2ykxkcusmsvbj8bsjk445,4102916051,197,14419,4102752335,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4102752331,59,"1, 16, 28, 14, 21, 6, 15, 10, 8, 9, 22, 26, 27, 25, 4, 5, 11, 12, 13, 17, 19, 24, 31",4102752329,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4102752327,30,"7j7stqaomy8pnmzangrsyfahh, 7e78647fbcn7noga5qlz46xux, cjuzhcgsj4mwwr4evn823hivp, 31u2tk3aha04kwphoucf4ze5m, 8zsx2ykxkcusmsvbj8bsjk445, 4d9yng69t6qbzfukdhcp0j1ii, ab8p14hbfeph28j3ig36nzob9, 6gzpefxqcz2v4z95bnecilfpx, dsgea9ruo8blm2ppu19y1vod0, 70qjuubp69zw3d3p0hvunmi8l, pd5ksvrqxmxsuvfeenz0fqzu, 20ib1q65ul2h570xl6jpcx1jo, awxjnhn762q09xe59hozfjsa1, 1ufzkfjcl53jun67ctdkxv3tg, di46dv5smxql2bg7cw4a06wkq, 9pqchkq64o53knk75ruq5g3x1, cktdin60q1omaa4gmjp08o76y, c3dzl73x1uypbb71x5dwf98iy, 37gw14qso08iq31lr2gerhb84, 6smqledi9xrrhifu9yi87kf6x, 7plnzzirl3q10vucy37p7b6ui, 2ppvf1ywd1mxum1lgnn2pubdg, 1evsz02au0pu4a1tmzn5s27hm",4102752333,130,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521053247,1,34,16,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2023-03-17T18:15:44.548Z,2023-03-17T19:03:30Z,4102754317,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4102754319,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4102754315,130,8,4102754309,30,"4jvk1ex8dsjj498vqzqhfmqxh, 36d4zodjdvtc8w1q4p940cx2i, 8q7ovzvqctqchirpf083d46ei, 4fbaxgikw7z9sfhuz6vvnfmxh, a5j0tndc5032lgmuv1vqd2cix, 1u3rxxgh3ohv46tvrl86migkq, aynwkpiteltfei3x5txm84opg, 46wxtiry28k7j3y6gacgf7x4a, b9l12zfckbywukn3ll0vok6lm, 4lf5375rzyy400rabvwgbcbmx, 74x54r0698ug6gzk9jwd86pxx, 7wa5hbk41axn5lybd2b7v2978, 5362zl678ibx1md2kk6t4r47o, 7eq1j570gbj6tzw9d1btzwnis, abgkpku77iidahswqpvce5gtm, 97i465n07uip7fnpw82v554b8, 8zj8e6ovo1bt0d67klra3yh3o, a8nrm0flhc6mak2kvjksdlzx0, 8g5ms6uacdkgfcbxt4crlr4ve, 4qmcvagxk3n36ce32y8v35tqt, 8mq0q8ebkt20p1pm35z3qma22",4102803673,194,4jvk1ex8dsjj498vqzqhfmqxh,4102913859,197,13167,4102754311,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4102754313,59,"1, 18, 45, 6, 3, 23, 20, 8, 17, 22, 11, 2, 9, 14, 15, 19, 24, 31, 42, 51, 7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521087171,2,32,1,0,0,z9phg19papi9f5fd6qxzr836,1,0,0,2023-03-17T19:04:45.555Z,2023-03-17T19:04:48Z,4102929477,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521087155,2,32,1,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2023-03-17T19:04:45.555Z,2023-03-17T19:04:45Z,4102929419,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521087185,3,1,1,0,0,z9phg19papi9f5fd6qxzr836,1,49.3,50.9,2023-03-17T19:04:45.655Z,2023-03-17T20:05:08Z,4102929577,56,Back,4102929579,140,24.2,4102929591,279,S,4102929583,141,44.5,4102929587,212,26.7,4102929589,213,3.3,,,,,,,6gzpefxqcz2v4z95bnecilfpx,J. Schuurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521087297,4,1,1,0,7,z9phg19papi9f5fd6qxzr836,1,24.9,57.2,2023-03-17T19:04:52.643Z,2023-03-17T20:03:29Z,4102930153,213,0.3,4102930143,157,,4102930151,212,54.1,4102930155,1,,4102930145,56,Left,4102930149,141,79.6,4102930147,140,74.3,,,,8zsx2ykxkcusmsvbj8bsjk445,T. van Huizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521087453,5,1,1,0,10,z9phg19papi9f5fd6qxzr836,1,75.2,82.9,2023-03-17T19:04:56.274Z,2023-03-17T19:05:02Z,4102930999,56,Left,4102931007,213,2.5,4102931005,212,6.6,4102931001,140,70.2,4102931003,141,88.9,,,,,,,,,,cjuzhcgsj4mwwr4evn823hivp,Elso Brito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521087475,6,1,1,0,17,z9phg19papi9f5fd6qxzr836,1,70.4,86.6,2023-03-17T19:05:02.659Z,2023-03-17T20:03:45Z,4102931155,56,Left,4102931159,141,81.2,4102931157,140,85.0,4102931163,213,6.0,4102931161,212,15.8,,,,,,,,,,70qjuubp69zw3d3p0hvunmi8l,S. Longo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521087509,7,1,1,0,18,z9phg19papi9f5fd6qxzr836,1,88.6,83.9,2023-03-17T19:05:04.163Z,2023-03-17T19:05:06Z,4102931353,213,2.1,4102931337,56,Left,4102931351,212,6.8,4102931345,140,85.1,4102931349,141,92.4,,,,,,,,,,dsgea9ruo8blm2ppu19y1vod0,B. Reemst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521087517,8,1,1,0,20,z9phg19papi9f5fd6qxzr836,0,84.2,96.6,2023-03-17T19:05:05.766Z,2023-03-17T19:07:21Z,4102931397,56,Left,4102943107,286,,4102931399,140,86.4,4102931401,141,90.9,4102937841,2,,4102931403,212,4.5,4102943101,236,,4102931405,213,5.2,cjuzhcgsj4mwwr4evn823hivp,Elso Brito,4102943103,233,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2521087385,3,12,1,0,20,eh54mfvjtrttgsg1wbjnvxcqz,1,5.3,4.7,2023-03-17T19:05:05.866Z,2023-03-17T19:07:22Z,4102930675,56,Back,4102943123,233,8,4102930673,185,,,,,,,,,,,,,,,,,46wxtiry28k7j3y6gacgf7x4a,S. van der Heijden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521087467,4,5,1,0,21,eh54mfvjtrttgsg1wbjnvxcqz,0,14,-1.2,2023-03-17T19:05:07.497Z,2023-03-17T19:06:18Z,4102931099,347,,4102932957,233,9,4102931097,56,Back,,,,,,,,,,,,,,,,46wxtiry28k7j3y6gacgf7x4a,S. van der Heijden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521087811,9,5,1,0,21,z9phg19papi9f5fd6qxzr836,1,86,101.2,2023-03-17T19:05:07.497Z,2023-03-17T21:12:14Z,4102932919,347,,4102932921,233,4,4102932917,56,Left,,,,,,,,,,,,,,,,cjuzhcgsj4mwwr4evn823hivp,Elso Brito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521087881,10,1,1,0,38,z9phg19papi9f5fd6qxzr836,1,86.5,100,2023-03-17T19:05:24.514Z,2023-03-17T19:05:28Z,4102933261,140,93.7,4102933263,141,62.0,4102933259,56,Center,4102933267,213,5.0,4102933269,1,,4102933257,107,,4102933265,212,28.2,,,,31u2tk3aha04kwphoucf4ze5m,J. van der Avert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
