id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/12/value,qualifier/17/value,assist
2516574973,157,1,1,16,17,7rmv5ns2rj7bn4otpkur0mx0x,0,38.5,0,2023-03-06T19:19:23.354Z,2023-03-06T19:19:25Z,4079014601,213,0.3,4079014591,107,,4079014597,141,10.7,4079014603,1,,4079014593,56,Right,4079014595,140,65.7,4079014599,212,29.8,,,,8tepha2kd43sp9jtafxuf209h,G. Joppen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516574987,161,1,1,16,20,ch82doz9w9t1sw9ae3a4ffh0j,0,30,86.8,2023-03-06T19:19:26.183Z,2023-03-06T19:19:27Z,4079014659,3,,4079014669,213,4.9,4079014661,56,Back,4079014667,212,10.6,4079014665,141,71.4,4079014663,140,31.5,,,,,,,c3mpk7pjhma4lwkjl8v5mhox6,R. Hendriks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516574991,158,1,1,16,21,7rmv5ns2rj7bn4otpkur0mx0x,0,65.5,23.9,2023-03-06T19:19:27.130Z,2023-03-06T19:19:33Z,4079014675,3,,4079014681,141,21.3,4079014683,212,11.3,4079014685,213,6.1,4079014677,56,Center,4079014679,140,76.1,,,,,,,c9shc6t28oroqthopifjvg9ux,D. Vente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516575011,162,1,1,16,23,ch82doz9w9t1sw9ae3a4ffh0j,1,22.5,83.3,2023-03-06T19:19:28.695Z,2023-03-06T19:19:30Z,4079014767,56,Back,4079014769,140,28.6,4079014773,212,13.7,4079014775,213,5.2,4079014765,3,,4079014771,141,65.5,,,,,,,c3mpk7pjhma4lwkjl8v5mhox6,R. Hendriks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516575015,163,49,1,16,24,ch82doz9w9t1sw9ae3a4ffh0j,1,28.7,66.6,2023-03-06T19:19:29.880Z,2023-03-06T19:19:30Z,,,,,,,,,,,,,,,,,,,,,,,,,ed5sclhs7op7a2mdvetub4dwq,Y. Ikeshita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516575027,164,1,1,16,24,ch82doz9w9t1sw9ae3a4ffh0j,1,28.7,66.6,2023-03-06T19:19:30.248Z,2023-03-06T19:19:31Z,4079014853,56,Back,4079014855,140,13.1,4079014857,141,53.4,4079014861,213,3.6,4079014859,212,18.7,,,,,,,,,,ed5sclhs7op7a2mdvetub4dwq,Y. Ikeshita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516575037,165,1,1,16,25,ch82doz9w9t1sw9ae3a4ffh0j,1,13.1,53.9,2023-03-06T19:19:31.112Z,2023-03-06T19:19:33Z,4079014943,140,9.6,4079014945,141,77.2,4079014947,212,16.3,4079014941,56,Back,4079014949,213,1.8,,,,,,,,,,9wo8twcbs1jnqzdy0c6y8adey,R. Kluivert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516575061,166,1,1,16,28,ch82doz9w9t1sw9ae3a4ffh0j,0,7.7,82.9,2023-03-06T19:19:33.624Z,2023-03-06T19:19:38Z,4079015087,140,60.4,4079015083,157,,4079015085,56,Center,4079015089,141,72.7,4079015093,213,6.2,4079015095,1,,4079015091,212,55.8,,,,c3mpk7pjhma4lwkjl8v5mhox6,R. Hendriks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516575065,159,49,1,16,32,7rmv5ns2rj7bn4otpkur0mx0x,1,39.8,30,2023-03-06T19:19:38.107Z,2023-03-06T19:19:38Z,,,,,,,,,,,,,,,,,,,,,,,,,8r6dkzf3yjnvlz4go6xct0kid,N. Röseler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516575073,160,1,1,16,32,7rmv5ns2rj7bn4otpkur0mx0x,1,39.8,30.4,2023-03-06T19:19:38.442Z,2023-03-06T19:19:40Z,4079015153,212,17.8,4079015155,213,1.7,4079015147,56,Back,4079015149,140,37.7,4079015151,141,56.4,,,,,,,,,,8r6dkzf3yjnvlz4go6xct0kid,N. Röseler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516575095,161,1,1,16,34,7rmv5ns2rj7bn4otpkur0mx0x,1,36.8,58.8,2023-03-06T19:19:40.426Z,2023-03-06T19:19:44Z,4079015305,140,54.0,4079015303,56,Left,4079015311,213,0.8,4079015307,141,86.5,4079015309,212,26.1,,,,,,,,,,c9pmoa9m23jh5emy6w4olm3xm,X. Lambrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516575115,162,1,1,16,38,7rmv5ns2rj7bn4otpkur0mx0x,1,57.7,89.6,2023-03-06T19:19:43.914Z,2023-03-06T19:19:49Z,4079015443,140,75.5,4079015445,141,77.5,4079015441,56,Center,4079015447,212,20.4,4079015449,213,5.9,,,,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516575117,163,61,1,16,43,7rmv5ns2rj7bn4otpkur0mx0x,0,85.7,81.5,2023-03-06T19:19:49.210Z,2023-03-06T19:19:49Z,4079015457,56,Left,,,,,,,,,,,,,,,,,,,,,,2yivr64anye4c0p62m16l78yc,S. Ouaissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516575127,167,49,1,16,44,ch82doz9w9t1sw9ae3a4ffh0j,1,16.2,16.8,2023-03-06T19:19:50.057Z,2023-03-06T19:19:50Z,,,,,,,,,,,,,,,,,,,,,,,,,ed5sclhs7op7a2mdvetub4dwq,Y. Ikeshita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516575155,168,1,1,16,47,ch82doz9w9t1sw9ae3a4ffh0j,0,9.4,2.9,2023-03-06T19:19:52.600Z,2023-03-06T19:19:55Z,4079015719,212,42.3,4079015721,213,0.6,4079015723,1,,4079015717,141,38.9,4079015711,155,,4079015713,56,Back,4079015715,140,42.2,,,,ed5sclhs7op7a2mdvetub4dwq,Y. Ikeshita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516575159,164,49,1,16,50,7rmv5ns2rj7bn4otpkur0mx0x,1,63.7,71.7,2023-03-06T19:19:56.010Z,2023-03-06T19:19:56Z,,,,,,,,,,,,,,,,,,,,,,,,,8r6dkzf3yjnvlz4go6xct0kid,N. Röseler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516575169,165,1,1,16,50,7rmv5ns2rj7bn4otpkur0mx0x,1,63.7,71.7,2023-03-06T19:19:56.234Z,2023-03-06T19:19:57Z,4079015801,56,Center,4079015809,213,4.1,4079015807,212,16.5,4079015803,140,54.2,4079015805,141,52.4,,,,,,,,,,8r6dkzf3yjnvlz4go6xct0kid,N. Röseler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516575191,166,1,1,16,52,7rmv5ns2rj7bn4otpkur0mx0x,1,54.1,51.3,2023-03-06T19:19:57.547Z,2023-03-06T19:20:01Z,4079015935,141,15.0,4079015933,140,58.6,4079015937,212,25.1,4079015939,213,4.9,4079015931,56,Right,,,,,,,,,,8tepha2kd43sp9jtafxuf209h,G. Joppen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516575211,167,1,1,16,56,7rmv5ns2rj7bn4otpkur0mx0x,1,58.6,14.6,2023-03-06T19:20:01.515Z,2023-03-06T19:20:05Z,4079016069,141,21.0,4079016067,140,65.0,4079016073,213,0.6,4079016065,56,Right,4079016071,212,8.0,,,,,,,,,,dsi2wezhn07auutl4wzckh6uh,B. Reith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516575231,168,1,1,16,59,7rmv5ns2rj7bn4otpkur0mx0x,0,65,21,2023-03-06T19:20:04.954Z,2023-03-06T19:20:08Z,4079016193,140,66.2,4079016235,233,169,4079016227,236,,4079016191,56,Center,4079016197,141,22.4,4079016203,212,1.6,4079016207,213,0.6,4079016239,286,,4qj88r9cjfbu05ly92vfhpi39,N. Vossebelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516575223,169,74,1,16,59,ch82doz9w9t1sw9ae3a4ffh0j,1,32.6,80.8,2023-03-06T19:20:04.955Z,2023-03-06T19:20:09Z,4079016163,56,Back,4079016165,285,,4079016263,233,168,,,,,,,,,,,,,,,,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516575257,170,49,1,17,4,ch82doz9w9t1sw9ae3a4ffh0j,1,28.3,46.6,2023-03-06T19:20:09.671Z,2023-03-06T19:20:09Z,,,,,,,,,,,,,,,,,,,,,,,,,c3akpx5mnexpkslo0sqqezsru,E. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516575265,171,4,1,17,5,ch82doz9w9t1sw9ae3a4ffh0j,1,26.8,44.3,2023-03-06T19:20:10.778Z,2023-03-06T19:20:12Z,4079016413,13,,4079016415,56,Back,4079016417,152,,4079016437,233,169,4079016421,285,,4079016419,265,,,,,,,,c3akpx5mnexpkslo0sqqezsru,E. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516575261,169,4,1,17,5,7rmv5ns2rj7bn4otpkur0mx0x,0,73.2,55.7,2023-03-06T19:20:10.779Z,2023-03-06T19:20:12Z,4079016443,233,171,4079016391,56,Center,4079016397,286,,4079016395,265,,4079016389,13,,4079016393,152,,,,,,,,bgzkdepav40x6focwuaf9qxre,R. Postema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516575571,170,27,1,17,40,7rmv5ns2rj7bn4otpkur0mx0x,1,0,0,2023-03-06T19:20:46.472Z,2023-03-06T19:21:11Z,4079018745,233,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516575549,172,27,1,17,40,ch82doz9w9t1sw9ae3a4ffh0j,1,0,0,2023-03-06T19:20:46.472Z,2023-03-06T19:21:11Z,4079018709,233,170,4079018025,53,2tu58roj0u0vpaqcaz266a415,4079018023,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516575937,171,28,1,18,39,7rmv5ns2rj7bn4otpkur0mx0x,1,0,0,2023-03-06T19:21:44.946Z,2023-03-06T19:21:51Z,4079020457,233,173,4079020201,55,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516575975,173,28,1,18,39,ch82doz9w9t1sw9ae3a4ffh0j,1,0,0,2023-03-06T19:21:44.946Z,2023-03-06T19:21:51Z,4079020399,55,172,4079020453,233,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576149,174,1,1,19,2,ch82doz9w9t1sw9ae3a4ffh0j,1,31.4,46,2023-03-06T19:22:08.487Z,2023-03-06T19:22:12Z,4079021359,152,,4079021369,213,6.2,4079021367,212,45.3,4079021357,155,,4079021361,56,Center,4079021363,140,74.5,4079021355,5,,4079021371,1,,9wo8twcbs1jnqzdy0c6y8adey,R. Kluivert,,4079021365,141,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576157,175,44,1,19,6,ch82doz9w9t1sw9ae3a4ffh0j,1,68.4,41.4,2023-03-06T19:22:11.768Z,2023-03-06T19:22:13Z,4079021415,56,Center,4079021417,286,,4079021419,233,172,,,,,,,,,,,,,,,,d7ml58kwwpetvnw46qja9ru5m,A. Descotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576151,172,44,1,19,6,7rmv5ns2rj7bn4otpkur0mx0x,0,31.6,58.6,2023-03-06T19:22:11.769Z,2023-03-06T19:22:13Z,4079021425,233,175,4079021379,56,Back,4079021381,285,,,,,,,,,,,,,,,,,c9pmoa9m23jh5emy6w4olm3xm,X. Lambrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576161,176,1,1,19,7,ch82doz9w9t1sw9ae3a4ffh0j,1,74.5,43,2023-03-06T19:22:12.967Z,2023-03-06T19:22:15Z,4079021431,168,,4079021445,213,6.0,4079021437,141,39.7,4079021435,140,82.9,4079021433,56,Center,4079021441,212,9.1,4079021429,3,,,,,d7ml58kwwpetvnw46qja9ru5m,A. Descotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576173,173,43,1,19,8,7rmv5ns2rj7bn4otpkur0mx0x,1,0,0,2023-03-06T19:22:13.529Z,2023-03-06T19:22:41Z,4079021483,56,Back,4079022485,144,61,,,,,,,,,,,,,,,,,,,8r6dkzf3yjnvlz4go6xct0kid,N. Röseler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576165,177,61,1,19,9,ch82doz9w9t1sw9ae3a4ffh0j,0,82.9,39.7,2023-03-06T19:22:15.359Z,2023-03-06T19:23:00Z,4079021455,56,Center,,,,,,,,,,,,,,,,,,,,,,5nhideyjwp2347ryi1n9wfq50,D. Sanches Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576175,174,52,1,19,11,7rmv5ns2rj7bn4otpkur0mx0x,1,11.5,54.3,2023-03-06T19:22:17.226Z,2023-03-06T19:22:17Z,,,,,,,,,,,,,,,,,,,,,,,,,1ljgis575ujto4361ed15w0r9,M. Nicolas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576185,175,1,1,19,12,7rmv5ns2rj7bn4otpkur0mx0x,0,14.2,51.6,2023-03-06T19:22:18.361Z,2023-03-06T19:22:20Z,4079021571,140,72.5,4079021577,213,6.1,4079021579,1,,4079021575,212,61.8,4079021573,141,38.9,4079021569,56,Center,4079021567,199,,,,,1ljgis575ujto4361ed15w0r9,M. Nicolas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576201,178,1,1,19,15,ch82doz9w9t1sw9ae3a4ffh0j,1,28.3,59.4,2023-03-06T19:22:21.447Z,2023-03-06T19:22:24Z,4079021701,213,3.4,4079021699,212,22.6,4079021691,3,,4079021697,141,49.9,4079021695,140,7.7,4079021693,56,Back,,,,,,,c3mpk7pjhma4lwkjl8v5mhox6,R. Hendriks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576207,179,52,1,19,18,ch82doz9w9t1sw9ae3a4ffh0j,1,7.7,49.9,2023-03-06T19:22:24.039Z,2023-03-06T19:22:24Z,,,,,,,,,,,,,,,,,,,,,,,,,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576267,180,1,1,19,21,ch82doz9w9t1sw9ae3a4ffh0j,1,12.2,46.9,2023-03-06T19:22:26.615Z,2023-03-06T19:22:31Z,4079022087,213,1.1,4079022081,140,20.3,4079022077,123,,4079022079,56,Back,4079022083,141,74.1,4079022085,212,20.4,,,,,,,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576297,181,1,1,19,26,ch82doz9w9t1sw9ae3a4ffh0j,1,26.1,90.9,2023-03-06T19:22:31.574Z,2023-03-06T19:22:35Z,4079022259,212,21.4,4079022261,213,5.8,4079022257,141,76.6,4079022253,56,Back,4079022255,140,44.3,,,,,,,,,,c3mpk7pjhma4lwkjl8v5mhox6,R. Hendriks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576301,176,45,1,19,30,7rmv5ns2rj7bn4otpkur0mx0x,0,61,9.8,2023-03-06T19:22:35.639Z,2023-03-06T19:22:38Z,4079022273,285,,4079022343,233,182,4079022269,56,Right,,,,,,,,,,,,,,,,bgzkdepav40x6focwuaf9qxre,R. Postema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576313,182,3,1,19,30,ch82doz9w9t1sw9ae3a4ffh0j,1,39,90.2,2023-03-06T19:22:35.639Z,2023-03-06T19:22:37Z,4079022339,233,176,4079022337,286,,4079022335,56,Back,,,,,,,,,,,,,,,,d7ml58kwwpetvnw46qja9ru5m,A. Descotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576347,183,1,1,19,31,ch82doz9w9t1sw9ae3a4ffh0j,1,33.7,97.5,2023-03-06T19:22:37.479Z,2023-03-06T19:22:41Z,4079022523,212,41.3,4079022525,213,3.9,4079022521,141,54.3,4079022519,140,6.1,4079022527,1,,4079022517,56,Back,,,,,,,d7ml58kwwpetvnw46qja9ru5m,A. Descotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576363,184,1,1,19,36,ch82doz9w9t1sw9ae3a4ffh0j,0,6.1,55.1,2023-03-06T19:22:41.832Z,2023-03-06T19:22:44Z,4079022659,157,,4079022669,213,0.4,4079022661,56,Back,4079022667,212,18.1,4079022671,1,,4079022665,141,64.5,4079022663,140,22.2,,,,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576379,177,1,1,19,39,7rmv5ns2rj7bn4otpkur0mx0x,0,78,37,2023-03-06T19:22:44.649Z,2023-03-06T19:22:46Z,4079022779,56,Center,4079022783,141,66.4,4079022787,212,31.1,4079022789,213,0.7,4079022781,140,100.0,,,,,,,,,,bgzkdepav40x6focwuaf9qxre,R. Postema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576381,178,5,1,19,41,7rmv5ns2rj7bn4otpkur0mx0x,0,100.8,66.4,2023-03-06T19:22:46.613Z,2023-03-06T19:22:58Z,4079022791,56,Center,4079023307,233,185,4079022793,346,,,,,,,,,,,,,,,,,bgzkdepav40x6focwuaf9qxre,R. Postema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576427,185,5,1,19,41,ch82doz9w9t1sw9ae3a4ffh0j,1,-0.8,33.6,2023-03-06T19:22:46.613Z,2023-03-06T19:22:58Z,4079023055,346,,4079023053,56,Back,4079023301,233,178,,,,,,,,,,,,,,,,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576641,186,1,1,20,8,ch82doz9w9t1sw9ae3a4ffh0j,1,4.9,45.2,2023-03-06T19:23:14.023Z,2023-03-06T19:23:18Z,4079024113,141,23.6,4079024115,212,58.0,4079024107,124,,4079024117,213,6.0,4079024111,140,58.3,4079024125,74,,4079024109,56,Center,4079024119,1,,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576651,187,44,1,20,12,ch82doz9w9t1sw9ae3a4ffh0j,1,55.9,19.2,2023-03-06T19:23:17.911Z,2023-03-06T19:23:18Z,4079024135,56,Right,4079024143,233,179,4079024137,286,,,,,,,,,,,,,,,,,2tu58roj0u0vpaqcaz266a415,T. St. Jago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576649,179,44,1,20,12,7rmv5ns2rj7bn4otpkur0mx0x,0,44.1,80.8,2023-03-06T19:23:17.912Z,2023-03-06T19:23:19Z,4079024131,56,Back,4079024133,285,,4079024147,233,187,,,,,,,,,,,,,,,,2yivr64anye4c0p62m16l78yc,S. Ouaissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576657,188,1,1,20,12,ch82doz9w9t1sw9ae3a4ffh0j,0,57.5,23.9,2023-03-06T19:23:18.134Z,2023-03-06T19:23:19Z,4079024173,141,26.7,4079024175,212,17.2,4079024167,168,,4079024169,56,Center,4079024165,3,,4079024171,140,73.8,4079024177,213,0.1,,,,2tu58roj0u0vpaqcaz266a415,T. St. Jago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576661,180,1,1,20,14,7rmv5ns2rj7bn4otpkur0mx0x,1,32.4,86.8,2023-03-06T19:23:19.961Z,2023-03-06T19:27:57Z,4079024197,56,Back,4079024199,140,46.3,4079024201,141,89.1,4079024205,213,0.1,4079024203,212,14.7,,,,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576671,181,61,1,20,16,7rmv5ns2rj7bn4otpkur0mx0x,0,44.4,89.9,2023-03-06T19:23:21.777Z,2023-03-06T19:25:58Z,4079024273,56,Back,,,,,,,,,,,,,,,,,,,,,,2yivr64anye4c0p62m16l78yc,S. Ouaissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576667,189,1,1,20,16,ch82doz9w9t1sw9ae3a4ffh0j,1,55.7,20.1,2023-03-06T19:23:22.439Z,2023-03-06T19:26:13Z,4079024259,140,67.3,4079024263,212,15.4,4079024265,213,5.6,4079024261,141,6.2,4079024257,56,Right,,,,,,,,,,2tu58roj0u0vpaqcaz266a415,T. St. Jago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576675,190,61,1,20,18,ch82doz9w9t1sw9ae3a4ffh0j,0,67.3,6.2,2023-03-06T19:23:23.630Z,2023-03-06T19:25:24Z,4079024291,56,Right,,,,,,,,,,,,,,,,,,,,,,5nhideyjwp2347ryi1n9wfq50,D. Sanches Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576701,182,1,1,20,18,7rmv5ns2rj7bn4otpkur0mx0x,0,33.9,93.5,2023-03-06T19:23:24.497Z,2023-03-06T19:25:15Z,4079024467,140,38.3,4079024469,141,100.0,4079024473,213,0.9,4079024475,1,,4079024465,56,Back,4079024471,212,7.4,4079024463,157,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576703,183,5,1,20,19,7rmv5ns2rj7bn4otpkur0mx0x,0,37.6,101.6,2023-03-06T19:23:25.391Z,2023-03-06T19:39:24Z,4079024715,233,191,4079024477,56,Back,4079024479,347,,,,,,,,,,,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576743,191,5,1,20,19,ch82doz9w9t1sw9ae3a4ffh0j,1,62.4,-1.6,2023-03-06T19:23:25.391Z,2023-03-06T19:25:17Z,4079024711,233,183,4079024697,56,Right,4079024699,347,,,,,,,,,,,,,,,,,5nhideyjwp2347ryi1n9wfq50,D. Sanches Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576793,192,1,1,20,25,ch82doz9w9t1sw9ae3a4ffh0j,1,63,0,2023-03-06T19:23:30.903Z,2023-03-06T19:23:36Z,4079024981,212,30.7,4079024975,56,Back,4079024973,107,,4079024983,213,3.0,4079024985,1,,4079024977,140,34.2,4079024979,141,6.4,,,,2tu58roj0u0vpaqcaz266a415,T. St. Jago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576839,193,1,1,20,30,ch82doz9w9t1sw9ae3a4ffh0j,1,36.7,30.3,2023-03-06T19:23:36.279Z,2023-03-06T19:23:40Z,4079025229,141,79.4,4079025231,212,33.5,4079025225,56,Back,4079025227,140,34.2,4079025235,1,,4079025233,213,1.6,,,,,,,9wo8twcbs1jnqzdy0c6y8adey,R. Kluivert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576851,194,1,1,20,35,ch82doz9w9t1sw9ae3a4ffh0j,1,34,82.7,2023-03-06T19:23:40.550Z,2023-03-06T19:23:42Z,4079025309,213,1.1,4079025307,212,9.6,4079025301,56,Back,4079025303,140,37.8,4079025305,141,95.6,,,,,,,,,,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576857,195,1,1,20,37,ch82doz9w9t1sw9ae3a4ffh0j,0,37.8,95.6,2023-03-06T19:23:42.743Z,2023-03-06T19:23:43Z,4079025335,56,Back,4079025341,212,8.2,4079025339,141,85.7,4079025343,213,5.3,4079025337,140,42.2,,,,,,,,,,2n5747kdxok0ifg5o37336plg,L. Edhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576871,184,49,1,20,38,7rmv5ns2rj7bn4otpkur0mx0x,1,68.3,24.4,2023-03-06T19:23:44.409Z,2023-03-06T19:23:44Z,,,,,,,,,,,,,,,,,,,,,,,,,4qj88r9cjfbu05ly92vfhpi39,N. Vossebelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576891,185,3,1,20,39,7rmv5ns2rj7bn4otpkur0mx0x,1,63.8,24.4,2023-03-06T19:23:44.809Z,2023-03-06T19:23:47Z,4079025499,286,,4079025517,233,196,4079025497,56,Center,,,,,,,,,,,,,,,,4qj88r9cjfbu05ly92vfhpi39,N. Vossebelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576879,196,45,1,20,39,ch82doz9w9t1sw9ae3a4ffh0j,0,36.2,75.6,2023-03-06T19:23:44.809Z,2023-03-06T19:23:48Z,4079025421,56,Back,4079025423,285,,4079025543,233,185,,,,,,,,,,,,,,,,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576905,186,1,1,20,42,7rmv5ns2rj7bn4otpkur0mx0x,1,67.8,45.2,2023-03-06T19:23:47.513Z,2023-03-06T19:24:15Z,4079025615,212,18.7,4079025613,141,72.6,4079025609,56,Center,4079025611,140,69.5,4079025617,213,1.5,,,,,,,,,,4qj88r9cjfbu05ly92vfhpi39,N. Vossebelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576909,187,1,1,20,43,7rmv5ns2rj7bn4otpkur0mx0x,1,72.5,71.1,2023-03-06T19:23:49.080Z,2023-03-06T19:23:50Z,4079025659,141,60.0,4079025663,213,5.5,4079025655,56,Center,4079025661,212,10.9,4079025657,140,80.0,,,,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576959,188,1,1,20,44,7rmv5ns2rj7bn4otpkur0mx0x,1,80,60,2023-03-06T19:23:50.345Z,2023-03-06T19:23:56Z,4079025969,56,Center,4079025975,212,11.9,4079025973,141,67.2,4079025977,213,0.4,4079025971,140,90.3,,,,,,,,,,c9shc6t28oroqthopifjvg9ux,D. Vente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516576963,189,4,1,20,47,7rmv5ns2rj7bn4otpkur0mx0x,1,88.6,67,2023-03-06T19:23:53.128Z,2023-03-06T19:24:28Z,4079027423,348,c9shc6t28oroqthopifjvg9ux,4079025999,13,,4079026069,233,197,4079026001,56,Center,4079026007,286,,4079025997,9,,4079026005,265,,4079026003,152,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
