id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/11/value,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2476943923,9,1,1,0,22,zjawy6qdzk3y69v5pa3zl2cb,1,12.9,51,2022-10-24T18:01:57.394Z,2022-10-24T18:02:01Z,3870253297,141,93.9,3870253301,213,1.2,3870253299,212,31.3,3870253291,155,,3870253293,56,Back,3870253295,140,23.7,,,,,,,8l31bne12p5cp51o46h92zjrp,R. Koeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476943927,10,1,1,0,26,zjawy6qdzk3y69v5pa3zl2cb,0,23.7,93.9,2022-10-24T18:02:01.409Z,2022-10-24T18:02:02Z,3870253311,56,Back,3870253319,213,5.8,3870253315,141,76.1,3870253317,212,24.8,3870253313,140,44.3,,,,,,,,,,da3d2iu2j4yb7q1ag063mu44q,J. Mulder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476943933,3,49,1,0,28,1wyg1tunyt7go9tnjea1hjqxb,1,52.9,17.3,2022-10-24T18:02:02.954Z,2022-10-24T18:02:03Z,,,,,,,,,,,,,,,,,,,,,,,,,b1h2eiqxic31ioxbs1zjd709g,L. Postma,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476943941,4,1,1,0,28,1wyg1tunyt7go9tnjea1hjqxb,0,52.9,17.3,2022-10-24T18:02:03.235Z,2022-10-24T18:02:05Z,3870253373,141,7.4,3870253377,213,6.0,3870253369,56,Right,3870253375,212,21.2,3870253371,140,72.0,,,,,,,,,,b1h2eiqxic31ioxbs1zjd709g,L. Postma,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476943945,11,1,1,0,31,zjawy6qdzk3y69v5pa3zl2cb,0,28.5,89.6,2022-10-24T18:02:05.475Z,2022-10-24T18:02:06Z,3870253399,141,83.9,3870253403,213,6.1,3870253397,140,48.1,3870253395,56,Back,3870253401,212,20.9,,,,,,,,,,46oot98163lb6atyes4j0mup5,D. Blackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476943959,12,49,1,0,34,zjawy6qdzk3y69v5pa3zl2cb,1,49.9,78.2,2022-10-24T18:02:08.449Z,2022-10-24T18:02:08Z,,,,,,,,,,,,,,,,,,,,,,,,,c78t1bgro2lh7gvw8rwi6p239,G. Plet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476943989,13,1,1,0,34,zjawy6qdzk3y69v5pa3zl2cb,1,49.9,78.2,2022-10-24T18:02:08.802Z,2022-10-24T18:02:15Z,3870253635,141,94.5,3870253637,212,11.6,3870253641,213,1.3,3870253633,140,53.1,3870253631,56,Left,,,,,,,,,,c78t1bgro2lh7gvw8rwi6p239,G. Plet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944007,14,1,1,0,41,zjawy6qdzk3y69v5pa3zl2cb,1,63,79.1,2022-10-24T18:02:15.698Z,2022-10-24T18:02:18Z,3870253721,140,53.2,3870253723,141,85.3,3870253719,56,Left,3870253727,213,2.8,3870253725,212,11.1,,,,,,,,,,2pva2d9if0phol0efqnur68a2,C. Giousis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944013,15,1,1,0,43,zjawy6qdzk3y69v5pa3zl2cb,1,53.2,82.6,2022-10-24T18:02:17.922Z,2022-10-24T18:02:20Z,3870253767,140,40.5,3870253765,56,Back,3870253771,212,35.1,3870253773,213,4.3,3870253775,1,,3870253769,141,34.9,,,,,,,m10ml783dkbr4i0fpb06cm3t,A. Najah,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944027,16,1,1,0,46,zjawy6qdzk3y69v5pa3zl2cb,1,41.5,34.9,2022-10-24T18:02:20.465Z,2022-10-24T18:02:22Z,3870253837,56,Right,3870253841,141,5.0,3870253843,212,25.3,3870253839,140,55.8,3870253845,213,5.3,,,,,,,,,,476jyuzjm08o0d5g3t4nh1cyd,M. Apau,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944039,17,1,1,0,48,zjawy6qdzk3y69v5pa3zl2cb,1,56.1,4.9,2022-10-24T18:02:22.545Z,2022-10-24T18:02:25Z,3870253891,140,44.0,3870253893,141,5.6,3870253895,212,12.7,3870253889,56,Back,3870253897,213,3.1,,,,,,,,,,88vryegnhss2q5xz8aoj2phey,J. Kruiver,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944069,18,1,1,0,50,zjawy6qdzk3y69v5pa3zl2cb,0,38.6,5,2022-10-24T18:02:24.882Z,2022-10-24T18:02:28Z,3870254049,141,5.3,3870254051,212,22.3,3870254047,140,59.8,3870254053,213,0.0,3870254045,56,Right,,,,,,,,,,476jyuzjm08o0d5g3t4nh1cyd,M. Apau,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944061,5,49,1,0,52,1wyg1tunyt7go9tnjea1hjqxb,1,39.2,94.7,2022-10-24T18:02:27.216Z,2022-10-24T18:02:27Z,,,,,,,,,,,,,,,,,,,,,,,,,4nchc9z4464uhu3vveo0p73f8,S. Dekkers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944079,6,1,1,0,54,1wyg1tunyt7go9tnjea1hjqxb,0,54.3,90.8,2022-10-24T18:02:28.575Z,2022-10-24T18:02:29Z,3870254099,213,5.9,3870254091,56,Left,3870254093,140,60.8,3870254097,212,7.3,3870254095,141,87.1,,,,,,,,,,4nchc9z4464uhu3vveo0p73f8,S. Dekkers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944083,19,49,1,0,56,zjawy6qdzk3y69v5pa3zl2cb,1,44.2,10.7,2022-10-24T18:02:30.962Z,2022-10-24T18:02:31Z,,,,,,,,,,,,,,,,,,,,,,,,,a49duk4f5m5zmyvwht0ikal05,T. Overtoom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944099,20,1,1,0,57,zjawy6qdzk3y69v5pa3zl2cb,1,43.8,10.9,2022-10-24T18:02:31.489Z,2022-10-24T18:02:36Z,3870254219,140,12.8,3870254227,1,,3870254223,212,34.5,3870254225,213,2.8,3870254217,56,Back,3870254221,141,27.7,,,,,,,a49duk4f5m5zmyvwht0ikal05,T. Overtoom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944117,21,1,1,1,2,zjawy6qdzk3y69v5pa3zl2cb,1,9.1,31.5,2022-10-24T18:02:36.579Z,2022-10-24T18:02:39Z,3870254331,140,19.1,3870254333,141,41.8,3870254329,56,Back,3870254335,212,12.6,3870254337,213,0.6,,,,,,,,,,8l31bne12p5cp51o46h92zjrp,R. Koeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944145,22,1,1,1,5,zjawy6qdzk3y69v5pa3zl2cb,1,22.9,51.6,2022-10-24T18:02:39.538Z,2022-10-24T18:02:44Z,3870254497,140,26.1,3870254495,56,Back,3870254503,213,1.4,3870254499,141,83.5,3870254501,212,22.0,,,,,,,,,,46oot98163lb6atyes4j0mup5,D. Blackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944147,23,50,1,1,8,zjawy6qdzk3y69v5pa3zl2cb,1,34.8,95.4,2022-10-24T18:02:42.911Z,2022-10-24T18:02:45Z,3870254543,286,,3870254539,233,7,3870254507,56,Back,,,,,,,,,,,,,,,,476jyuzjm08o0d5g3t4nh1cyd,M. Apau,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944139,7,7,1,1,8,1wyg1tunyt7go9tnjea1hjqxb,1,65.2,4.6,2022-10-24T18:02:42.912Z,2022-10-24T18:02:45Z,3870254479,285,,3870254475,167,,3870254477,56,Right,3870254529,233,23,,,,,,,,,,,,,4cegvsj3s6t0o1l5xap6jypuy,M. Lahdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944141,8,5,1,1,8,1wyg1tunyt7go9tnjea1hjqxb,0,66.5,-1.5,2022-10-24T18:02:43.412Z,2022-10-24T18:02:55Z,3870254491,347,,3870254933,233,24,3870254489,56,Right,,,,,,,,,,,,,,,,4cegvsj3s6t0o1l5xap6jypuy,M. Lahdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944209,24,5,1,1,8,zjawy6qdzk3y69v5pa3zl2cb,1,33.5,101.5,2022-10-24T18:02:43.412Z,2022-10-24T18:49:35Z,3870254909,56,Back,3870254915,233,8,3870254911,347,,,,,,,,,,,,,,,,,476jyuzjm08o0d5g3t4nh1cyd,M. Apau,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944225,25,1,1,1,20,zjawy6qdzk3y69v5pa3zl2cb,0,29.3,100,2022-10-24T18:02:55.250Z,2022-10-24T18:02:57Z,3870254981,212,39.8,3870254977,140,66.8,3870254985,1,,3870254983,213,6.1,3870254979,141,91.8,3870254975,56,Left,3870254973,107,,,,,da3d2iu2j4yb7q1ag063mu44q,J. Mulder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944229,9,49,1,1,22,1wyg1tunyt7go9tnjea1hjqxb,1,37.4,5.8,2022-10-24T18:02:57.388Z,2022-10-24T18:02:57Z,,,,,,,,,,,,,,,,,,,,,,,,,30uqa3kfm23ickjssfhmwgdm1,R. Lathouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944241,10,1,1,1,23,1wyg1tunyt7go9tnjea1hjqxb,1,37.4,5.8,2022-10-24T18:02:57.653Z,2022-10-24T18:03:01Z,3870255065,213,2.8,3870255063,212,11.4,3870255057,56,Back,3870255059,140,27.1,3870255061,141,11.0,,,,,,,,,,30uqa3kfm23ickjssfhmwgdm1,R. Lathouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944255,11,1,1,1,27,1wyg1tunyt7go9tnjea1hjqxb,1,13.5,11.4,2022-10-24T18:03:01.451Z,2022-10-24T18:03:03Z,3870255151,212,17.9,3870255149,141,32.1,3870255153,213,2.2,3870255145,56,Back,3870255147,140,2.9,,,,,,,,,,b1h2eiqxic31ioxbs1zjd709g,L. Postma,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944265,12,1,1,1,28,1wyg1tunyt7go9tnjea1hjqxb,1,2.9,32.1,2022-10-24T18:03:03.072Z,2022-10-24T18:03:05Z,3870255211,56,Back,3870255219,213,0.0,3870255215,141,34.0,3870255213,140,34.3,3870255221,1,,3870255217,212,33.0,,,,,,,b7owk879trwk2tu8ud574xq3u,S. Westerveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944267,13,1,1,1,31,1wyg1tunyt7go9tnjea1hjqxb,1,33.8,33.4,2022-10-24T18:03:05.634Z,2022-10-24T18:03:06Z,3870255229,56,Back,3870255249,156,,3870255237,213,3.8,3870255231,140,31.3,3870255233,141,30.4,3870255235,212,3.3,,,,,,,9v7zwguzazofzafwg3qevdo4q,F. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944291,14,1,1,1,33,1wyg1tunyt7go9tnjea1hjqxb,0,32.9,23.9,2022-10-24T18:03:08.212Z,2022-10-24T19:02:20Z,3870255407,141,51.2,3870255401,155,,3870255409,212,51.0,3870255413,1,,3870255403,56,Center,3870255411,213,0.4,3870255405,140,78.1,,,,d29ahwtvs7ls75wdtkf7xr8tm,Z. Buurmeester,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944299,26,49,1,1,36,zjawy6qdzk3y69v5pa3zl2cb,1,24,48.4,2022-10-24T18:03:10.707Z,2022-10-24T18:51:42Z,,,,,,,,,,,,,,,,,,,,,,,,,8l31bne12p5cp51o46h92zjrp,R. Koeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944341,27,1,1,1,36,zjawy6qdzk3y69v5pa3zl2cb,1,24,48.4,2022-10-24T18:03:11.219Z,2022-10-24T18:51:43Z,3870255645,212,11.7,3870255639,56,Back,3870255647,213,1.4,3870255643,141,65.2,3870255641,140,26.2,,,,,,,,,,8l31bne12p5cp51o46h92zjrp,R. Koeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944383,28,1,1,1,41,zjawy6qdzk3y69v5pa3zl2cb,1,33.3,69.9,2022-10-24T18:03:16.435Z,2022-10-24T18:03:22Z,3870255863,155,,3870255865,196,,3870255871,141,8.2,3870255875,213,5.4,3870255869,140,64.8,3870255873,212,53.4,3870255867,56,Right,3870255877,1,,1qqqigufis9zdf4mdqt6mgfl5,Ö. Aktaş,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944401,29,1,1,1,47,zjawy6qdzk3y69v5pa3zl2cb,1,69.5,15.2,2022-10-24T18:03:22.259Z,2022-10-24T18:03:25Z,3870255969,141,6.2,3870255973,213,5.5,3870255971,212,8.6,3870255965,56,Right,3870255967,140,75.2,,,,,,,,,,a49duk4f5m5zmyvwht0ikal05,T. Overtoom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944415,30,1,1,1,51,zjawy6qdzk3y69v5pa3zl2cb,1,75.2,10.7,2022-10-24T18:03:25.572Z,2022-10-24T18:03:27Z,3870256057,212,38.1,3870256053,140,51.9,3870256055,141,53.7,3870256059,213,2.3,3870256051,56,Center,3870256061,1,,,,,,,,7o8auo4uu5mzh7f4a44ucdf8q,D. Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944429,31,1,1,1,53,zjawy6qdzk3y69v5pa3zl2cb,1,51.7,54.9,2022-10-24T18:03:27.572Z,2022-10-24T18:03:30Z,3870256141,141,58.4,3870256137,56,Center,3870256139,140,66.8,3870256145,213,0.1,3870256143,212,16.0,,,,,,,,,,m10ml783dkbr4i0fpb06cm3t,A. Najah,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944449,32,1,1,1,56,zjawy6qdzk3y69v5pa3zl2cb,1,67.2,59.9,2022-10-24T18:03:30.771Z,2022-10-24T18:03:33Z,3870256241,56,Left,3870256249,213,1.9,3870256245,141,86.9,3870256247,212,19.2,3870256243,140,62.0,,,,,,,,,,a49duk4f5m5zmyvwht0ikal05,T. Overtoom,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944451,33,1,1,1,58,zjawy6qdzk3y69v5pa3zl2cb,1,62,86.8,2022-10-24T18:03:33.011Z,2022-10-24T18:03:34Z,3870256267,56,Center,3870256269,140,65.3,3870256275,213,5.1,3870256273,212,10.3,3870256271,141,72.6,,,,,,,,,,da3d2iu2j4yb7q1ag063mu44q,J. Mulder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944459,34,1,1,2,0,zjawy6qdzk3y69v5pa3zl2cb,1,65.3,72.6,2022-10-24T18:03:34.596Z,2022-10-24T18:03:37Z,3870256335,140,56.5,3870256337,141,93.2,3870256341,213,2.2,3870256333,56,Left,3870256339,212,16.8,,,,,,,,,,2pva2d9if0phol0efqnur68a2,C. Giousis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944481,35,1,1,2,2,zjawy6qdzk3y69v5pa3zl2cb,1,54.1,92.1,2022-10-24T18:03:37.235Z,2022-10-24T18:03:42Z,3870256509,212,43.8,3870256513,1,,3870256503,56,Back,3870256507,141,49.4,3870256505,140,22.9,3870256511,213,3.9,,,,,,,m10ml783dkbr4i0fpb06cm3t,A. Najah,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944525,36,1,1,2,7,zjawy6qdzk3y69v5pa3zl2cb,1,28.3,46,2022-10-24T18:03:42.404Z,2022-10-24T18:51:47Z,3870256771,56,Left,3870256779,213,0.6,3870256773,140,71.6,3870256775,141,92.1,3870256769,155,,3870256781,1,,3870256777,212,55.2,,,,8l31bne12p5cp51o46h92zjrp,R. Koeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944541,37,1,1,2,14,zjawy6qdzk3y69v5pa3zl2cb,1,72.3,92.4,2022-10-24T18:03:48.756Z,2022-10-24T18:03:51Z,3870256899,140,89.6,3870256903,141,65.7,3870256893,56,Center,3870256905,212,25.7,3870256889,155,,3870256907,213,5.5,,,,,,,2pva2d9if0phol0efqnur68a2,C. Giousis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944543,38,61,1,2,17,zjawy6qdzk3y69v5pa3zl2cb,0,91.5,66.1,2022-10-24T18:03:51.620Z,2022-10-24T18:03:52Z,3870256919,56,Center,,,,,,,,,,,,,,,,,,,,,,c78t1bgro2lh7gvw8rwi6p239,G. Plet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944547,15,52,1,2,17,1wyg1tunyt7go9tnjea1hjqxb,1,3.3,35.1,2022-10-24T18:03:52.272Z,2022-10-24T18:03:52Z,,,,,,,,,,,,,,,,,,,,,,,,,b7owk879trwk2tu8ud574xq3u,S. Westerveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944637,16,1,1,2,30,1wyg1tunyt7go9tnjea1hjqxb,1,13.3,49.6,2022-10-24T18:04:04.447Z,2022-10-24T18:04:06Z,3870257449,1,,3870257437,123,,3870257441,140,36.4,3870257443,141,10.0,3870257467,189,,3870257445,212,36.2,3870257447,213,5.4,3870257439,56,Back,b7owk879trwk2tu8ud574xq3u,S. Westerveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944651,17,1,1,2,32,1wyg1tunyt7go9tnjea1hjqxb,1,39.6,6.1,2022-10-24T18:04:06.775Z,2022-10-24T18:04:08Z,3870257553,141,27.9,3870257557,213,2.1,3870257555,212,17.0,3870257551,140,31.6,3870257549,56,Back,,,,,,,,,,30uqa3kfm23ickjssfhmwgdm1,R. Lathouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944691,18,1,1,2,33,1wyg1tunyt7go9tnjea1hjqxb,1,30.9,31.8,2022-10-24T18:04:08.119Z,2022-10-24T18:04:12Z,3870257777,140,36.9,3870257783,213,1.3,3870257781,212,23.2,3870257775,56,Back,3870257779,141,64.6,,,,,,,,,,b1h2eiqxic31ioxbs1zjd709g,L. Postma,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944735,19,1,1,2,38,1wyg1tunyt7go9tnjea1hjqxb,1,40.5,66.7,2022-10-24T18:04:12.665Z,2022-10-24T18:04:19Z,3870258053,213,4.6,3870258047,141,36.0,3870258051,212,21.1,3870258043,56,Back,3870258045,140,37.5,,,,,,,,,,b4vrfh7z9qt9e5gdpkajrqolw,M. Engel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944789,20,1,1,2,44,1wyg1tunyt7go9tnjea1hjqxb,1,39.7,29.5,2022-10-24T18:04:18.962Z,2022-10-24T18:04:25Z,3870258351,141,54.8,3870258349,140,36.1,3870258347,56,Back,3870258353,212,17.6,3870258355,213,1.8,,,,,,,,,,b1h2eiqxic31ioxbs1zjd709g,L. Postma,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944803,21,1,1,2,50,1wyg1tunyt7go9tnjea1hjqxb,1,36.4,58.7,2022-10-24T18:04:25.064Z,2022-10-24T18:04:27Z,3870258445,141,32.1,3870258447,212,18.1,3870258443,140,37.2,3870258441,56,Back,3870258449,213,4.8,,,,,,,,,,b4vrfh7z9qt9e5gdpkajrqolw,M. Engel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
