id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2533147871,8,1,1,0,15,7rmv5ns2rj7bn4otpkur0mx0x,1,29.6,42.7,2023-04-14T18:01:24.111Z,2023-04-14T18:01:25Z,4187749231,212,13.6,4187749223,56,Back,4187749227,140,34.1,4187749233,213,5.1,4187749229,141,23.9,,,,,,,,,,8tepha2kd43sp9jtafxuf209h,G. Joppen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533147899,9,1,1,0,17,7rmv5ns2rj7bn4otpkur0mx0x,1,34.4,22.7,2023-04-14T18:01:25.718Z,2023-04-14T18:01:28Z,4187749339,141,8.3,4187749337,140,39.6,4187749341,212,11.2,4187749343,213,5.2,4187749335,56,Back,,,,,,,,,,1s50ua48peo4wd0o7unmps06h,F. Mayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533147939,10,1,1,0,19,7rmv5ns2rj7bn4otpkur0mx0x,1,39.6,6.7,2023-04-14T18:01:27.966Z,2023-04-14T18:01:32Z,4187749559,213,0.7,4187749551,56,Center,4187749553,140,56.7,4187749555,141,29.2,4187749557,212,23.6,,,,,,,,,,49vbyk5qvhihphrqfnmmz8woa,J. Takidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533147941,11,50,1,0,23,7rmv5ns2rj7bn4otpkur0mx0x,1,45.2,31.2,2023-04-14T18:01:32.367Z,2023-04-14T18:01:35Z,4187749569,286,,4187749713,233,4,4187749567,56,Back,,,,,,,,,,,,,,,,3epda2hg43s8uxvf9xno74d4a,A. van der Heide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533147961,4,7,1,0,23,dac758ef858jbq7pcb3gfwite,1,54.8,68.8,2023-04-14T18:01:32.368Z,2023-04-14T18:01:35Z,4187749669,56,Center,4187749693,233,11,4187749671,285,,,,,,,,,,,,,,,,,akfbttkeqfd8pzhe93ra674kp,S. Sonnenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533147965,5,49,1,0,26,dac758ef858jbq7pcb3gfwite,1,60.5,58.1,2023-04-14T18:01:34.881Z,2023-04-14T18:01:35Z,,,,,,,,,,,,,,,,,,,,,,,,,arrbpgnwbguhyumc8c1u4jsut,M. Vejinović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533147977,6,1,1,0,26,dac758ef858jbq7pcb3gfwite,1,61.9,54.3,2023-04-14T18:01:35.170Z,2023-04-14T18:01:36Z,4187749753,56,Center,4187749755,140,66.0,4187749759,212,18.7,4187749757,141,27.6,4187749761,213,4.9,,,,,,,,,,arrbpgnwbguhyumc8c1u4jsut,M. Vejinović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533147979,7,50,1,0,28,dac758ef858jbq7pcb3gfwite,1,66.8,23.5,2023-04-14T18:01:36.757Z,2023-04-14T18:01:38Z,4187749771,286,,4187749839,233,12,4187749769,56,Center,,,,,,,,,,,,,,,,bzf3k4wvqvx1tl1mx960wjv85,A. Ouahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533147985,12,7,1,0,28,7rmv5ns2rj7bn4otpkur0mx0x,0,33.2,76.5,2023-04-14T18:01:36.758Z,2023-04-14T18:01:38Z,4187749811,233,7,4187749805,56,Back,4187749807,285,,,,,,,,,,,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148005,8,1,1,0,29,dac758ef858jbq7pcb3gfwite,1,60.5,28.9,2023-04-14T18:01:38.146Z,2023-04-14T18:01:41Z,4187749937,212,23.9,4187749935,141,63.7,4187749933,140,57.1,4187749931,56,Center,4187749939,213,1.7,,,,,,,,,,bzf3k4wvqvx1tl1mx960wjv85,A. Ouahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148017,9,1,1,0,32,dac758ef858jbq7pcb3gfwite,1,56.3,67.6,2023-04-14T18:01:41.025Z,2023-04-14T18:01:42Z,4187749991,141,86.3,4187749993,212,12.8,4187749989,140,58.0,4187749987,56,Left,4187749995,213,1.4,,,,,,,,,,arrbpgnwbguhyumc8c1u4jsut,M. Vejinović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148039,10,1,1,0,33,dac758ef858jbq7pcb3gfwite,1,58,86.3,2023-04-14T18:01:41.874Z,2023-04-14T18:01:44Z,4187750103,140,40.9,4187750109,213,3.8,4187750101,56,Back,4187750107,212,22.2,4187750105,141,67.0,,,,,,,,,,e8si4ph9te020gpicg3k2k3u2,R. Roosken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148077,11,1,1,0,38,dac758ef858jbq7pcb3gfwite,1,41.5,64.2,2023-04-14T18:01:46.977Z,2023-04-14T18:01:48Z,4187750327,212,21.3,4187750325,141,33.1,4187750323,140,39.1,4187750321,56,Back,4187750329,213,4.6,,,,,,,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148111,12,1,1,0,40,dac758ef858jbq7pcb3gfwite,1,42.2,31.3,2023-04-14T18:01:48.849Z,2023-04-14T18:01:51Z,4187750489,56,Back,4187750493,141,62.4,4187750491,140,38.2,4187750497,213,1.8,4187750495,212,21.6,,,,,,,,,,akfbttkeqfd8pzhe93ra674kp,S. Sonnenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148161,13,1,1,0,42,dac758ef858jbq7pcb3gfwite,1,42.4,65.5,2023-04-14T18:01:51.442Z,2023-04-14T18:01:55Z,4187750741,141,92.7,4187750743,212,21.8,4187750737,56,Left,4187750739,140,53.4,4187750745,213,1.0,,,,,,,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148179,14,1,1,0,46,dac758ef858jbq7pcb3gfwite,1,53.4,92.7,2023-04-14T18:01:54.914Z,2023-04-14T18:01:56Z,4187750825,213,5.6,4187750819,140,72.4,4187750821,141,70.9,4187750817,56,Center,4187750823,212,24.9,,,,,,,,,,arrbpgnwbguhyumc8c1u4jsut,M. Vejinović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148219,15,1,1,0,47,dac758ef858jbq7pcb3gfwite,1,72.4,70.9,2023-04-14T18:01:56.481Z,2023-04-14T18:01:59Z,4187750923,212,9.6,4187750917,56,Center,4187750921,141,75.9,4187750919,140,63.8,4187750925,213,2.8,,,,,,,,,,azt0ll196snbxy38eqw7mtln9,S. Armenteros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148239,16,1,1,0,50,dac758ef858jbq7pcb3gfwite,0,63.8,75.9,2023-04-14T18:01:59.009Z,2023-04-14T18:02:00Z,4187751005,213,5.6,4187750999,140,82.7,4187751001,141,53.0,4187750997,56,Center,4187750995,155,,4187751003,212,25.2,,,,,,,f2snk84xy67ergwrwoblgt2ad,T. Bruns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148265,13,8,1,0,52,7rmv5ns2rj7bn4otpkur0mx0x,1,13.6,49.7,2023-04-14T18:02:01.472Z,2023-04-14T18:02:33Z,4187753097,15,,4187751083,56,Back,,,,,,,,,,,,,,,,,,,7to5mb4x91kjhbd9tb0nqz74l,T. Bijleveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148269,14,1,1,0,52,7rmv5ns2rj7bn4otpkur0mx0x,0,14.7,44.3,2023-04-14T18:02:01.479Z,2023-04-14T18:03:00Z,4187754973,212,21.8,4187751089,56,Back,4187754975,213,0.5,4187754967,157,,4187754971,141,60.0,4187754977,1,,4187754969,140,32.8,,,,8tepha2kd43sp9jtafxuf209h,G. Joppen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148275,15,49,1,0,53,7rmv5ns2rj7bn4otpkur0mx0x,1,13.6,49.7,2023-04-14T18:02:01.991Z,2023-04-14T18:03:03Z,,,,,,,,,,,,,,,,,,,,,,,,,8tepha2kd43sp9jtafxuf209h,G. Joppen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148301,17,1,1,0,54,dac758ef858jbq7pcb3gfwite,0,59.2,26.1,2023-04-14T18:02:03.122Z,2023-04-14T18:02:05Z,4187751257,3,,4187751261,140,73.5,4187751259,56,Center,4187751267,213,0.8,4187751263,141,48.1,4187751265,212,21.2,,,,,,,4dk7h575fifmw2lhslevhmhux,M. Rente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533151455,53,61,1,0,55,7rmv5ns2rj7bn4otpkur0mx0x,1,36.3,56.7,2023-04-14T18:02:04.521Z,2023-04-14T18:05:56Z,4187767227,56,Back,,,,,,,,,,,,,,,,,,,,,,2yivr64anye4c0p62m16l78yc,S. Ouaissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533151703,54,1,1,0,56,7rmv5ns2rj7bn4otpkur0mx0x,1,36.7,63.3,2023-04-14T18:02:04.990Z,2023-04-14T18:06:11Z,4187768539,140,31.6,4187768545,213,1.9,4187768543,212,17.9,4187768537,56,Back,4187768535,155,,4187768541,141,88.4,,,,,,,49xsd6e4oyjrhtwsdbdm4rj84,L. Hartjes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148369,16,1,1,1,0,7rmv5ns2rj7bn4otpkur0mx0x,1,24.8,89.4,2023-04-14T18:02:09.456Z,2023-04-14T18:02:10Z,4187751643,141,93.9,4187751641,140,37.7,4187751647,213,0.2,4187751639,56,Back,4187751645,212,13.9,,,,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148411,17,1,1,1,1,7rmv5ns2rj7bn4otpkur0mx0x,1,36.6,94.8,2023-04-14T18:02:10.431Z,2023-04-14T18:02:15Z,4187751867,212,2.2,4187751865,141,93.9,4187751863,140,34.6,4187751869,213,3.4,4187751861,56,Back,,,,,,,,,,c9shc6t28oroqthopifjvg9ux,D. Vente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148413,18,50,1,1,7,7rmv5ns2rj7bn4otpkur0mx0x,1,64.3,91.6,2023-04-14T18:02:15.775Z,2023-04-14T18:02:21Z,4187751875,286,,4187752177,233,18,4187751873,56,Left,,,,,,,,,,,,,,,,49xsd6e4oyjrhtwsdbdm4rj84,L. Hartjes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148479,18,7,1,1,7,dac758ef858jbq7pcb3gfwite,1,35.7,8.4,2023-04-14T18:02:15.776Z,2023-04-14T18:02:21Z,4187752161,56,Back,4187752169,233,18,4187752163,285,,,,,,,,,,,,,,,,,4dk7h575fifmw2lhslevhmhux,M. Rente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148473,19,3,1,1,11,7rmv5ns2rj7bn4otpkur0mx0x,0,75,66.4,2023-04-14T18:02:20.544Z,2023-04-14T18:02:23Z,4187752321,233,19,4187752141,286,,4187752139,56,Center,,,,,,,,,,,,,,,,2yivr64anye4c0p62m16l78yc,S. Ouaissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148507,19,7,1,1,11,dac758ef858jbq7pcb3gfwite,1,25,33.6,2023-04-14T18:02:20.545Z,2023-04-14T18:02:23Z,4187752245,56,Back,4187752305,233,19,4187752247,285,,,,,,,,,,,,,,,,,akfbttkeqfd8pzhe93ra674kp,S. Sonnenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148515,20,49,1,1,14,dac758ef858jbq7pcb3gfwite,1,25.1,32.7,2023-04-14T18:02:22.722Z,2023-04-14T18:55:33Z,,,,,,,,,,,,,,,,,,,,,,,,,akfbttkeqfd8pzhe93ra674kp,S. Sonnenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148583,21,1,1,1,14,dac758ef858jbq7pcb3gfwite,1,25.1,32.7,2023-04-14T18:02:22.881Z,2023-04-14T18:55:32Z,4187752567,212,17.8,4187752565,141,7.4,4187752563,140,29.4,4187752569,213,5.0,4187752561,56,Back,,,,,,,,,,akfbttkeqfd8pzhe93ra674kp,S. Sonnenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148635,22,1,1,1,18,dac758ef858jbq7pcb3gfwite,1,29.4,7.4,2023-04-14T18:02:26.961Z,2023-04-14T18:55:35Z,4187752815,141,29.5,4187752813,140,47.9,4187752817,212,24.6,4187752811,56,Back,4187752819,213,0.7,,,,,,,,,,4dk7h575fifmw2lhslevhmhux,M. Rente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148709,23,1,1,1,22,dac758ef858jbq7pcb3gfwite,1,46.7,44.8,2023-04-14T18:02:30.673Z,2023-04-14T18:02:33Z,4187753159,141,86.0,4187753157,140,42.1,4187753161,212,28.4,4187753155,56,Back,4187753163,213,1.7,,,,,,,,,,azt0ll196snbxy38eqw7mtln9,S. Armenteros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148757,24,1,1,1,25,dac758ef858jbq7pcb3gfwite,1,44.7,89.9,2023-04-14T18:02:33.554Z,2023-04-14T18:02:37Z,4187753377,140,40.5,4187753381,212,15.9,4187753375,56,Back,4187753383,213,4.4,4187753379,141,67.5,,,,,,,,,,e8si4ph9te020gpicg3k2k3u2,R. Roosken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148805,25,1,1,1,29,dac758ef858jbq7pcb3gfwite,1,46.5,58.8,2023-04-14T18:02:37.857Z,2023-04-14T18:02:41Z,4187753641,140,57.7,4187753643,141,93.6,4187753645,212,26.4,4187753639,56,Left,4187753647,213,1.1,,,,,,,,,,arrbpgnwbguhyumc8c1u4jsut,M. Vejinović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148831,26,1,1,1,32,dac758ef858jbq7pcb3gfwite,1,57.7,93.6,2023-04-14T18:02:41.265Z,2023-04-14T18:02:42Z,4187753767,212,9.8,4187753765,141,96.8,4187753763,140,66.8,4187753769,213,0.2,4187753761,56,Left,,,,,,,,,,e8si4ph9te020gpicg3k2k3u2,R. Roosken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148859,27,1,1,1,34,dac758ef858jbq7pcb3gfwite,1,66.8,96.8,2023-04-14T18:02:42.785Z,2023-04-14T18:02:44Z,4187753873,140,62.4,4187753875,141,92.1,4187753871,56,Left,4187753879,213,3.7,4187753877,212,5.6,,,,,,,,,,f2snk84xy67ergwrwoblgt2ad,T. Bruns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148977,28,1,1,1,36,dac758ef858jbq7pcb3gfwite,1,61,90.9,2023-04-14T18:02:44.785Z,2023-04-14T18:02:54Z,4187754509,213,3.6,4187754501,56,Back,4187754507,212,23.9,4187754503,140,40.7,4187754505,141,75.1,,,,,,,,,,e8si4ph9te020gpicg3k2k3u2,R. Roosken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533149025,29,1,1,1,45,dac758ef858jbq7pcb3gfwite,1,53.5,92.3,2023-04-14T18:02:54.177Z,2023-04-14T18:02:58Z,4187754779,213,4.1,4187754771,141,80.6,4187754767,140,48.6,4187754775,212,9.5,4187754763,56,Back,,,,,,,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533149071,30,1,1,1,49,dac758ef858jbq7pcb3gfwite,1,51.4,72.7,2023-04-14T18:02:57.697Z,2023-04-14T18:03:01Z,4187755067,196,,4187755071,56,Right,4187755079,212,48.5,4187755081,213,5.0,4187755077,141,5.3,4187755085,1,,4187755075,140,66.6,,,,arrbpgnwbguhyumc8c1u4jsut,M. Vejinović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533149161,31,1,1,1,52,dac758ef858jbq7pcb3gfwite,0,69.2,6.2,2023-04-14T18:03:01.250Z,2023-04-14T18:03:08Z,4187755561,213,1.2,4187755557,141,87.1,4187755559,212,59.9,4187755551,155,,4187755563,1,,4187755555,140,91.7,4187755553,56,Left,4187755549,2,,4dk7h575fifmw2lhslevhmhux,M. Rente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533149175,20,12,1,1,58,7rmv5ns2rj7bn4otpkur0mx0x,1,8.5,8.8,2023-04-14T18:03:07.543Z,2023-04-14T18:03:08Z,4187755621,212,11.6,4187755615,56,Back,4187755619,141,0.0,4187755623,213,5.6,4187755643,167,,4187755617,140,17.1,,,,,,,49vbyk5qvhihphrqfnmmz8woa,J. Takidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533149177,21,5,1,1,59,7rmv5ns2rj7bn4otpkur0mx0x,0,19.6,-2,2023-04-14T18:03:08.185Z,2023-04-14T18:03:13Z,4187755943,233,32,4187755625,56,Back,4187755627,347,,,,,,,,,,,,,,,,,49vbyk5qvhihphrqfnmmz8woa,J. Takidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533149231,32,5,1,1,59,dac758ef858jbq7pcb3gfwite,1,80.4,102,2023-04-14T18:03:08.185Z,2023-04-14T18:07:13Z,4187755915,233,21,4187755913,347,,4187755911,56,Left,,,,,,,,,,,,,,,,4dk7h575fifmw2lhslevhmhux,M. Rente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533149253,33,1,1,2,4,dac758ef858jbq7pcb3gfwite,1,78,100,2023-04-14T18:03:12.673Z,2023-04-14T18:03:14Z,4187756017,213,3.8,4187756015,212,8.4,4187756007,107,,4187756013,141,94.5,4187756009,56,Left,4187756011,140,71.6,,,,,,,6p6sdikmka45csxfw0i0q0l3p,E. Hansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533149279,34,1,1,2,6,dac758ef858jbq7pcb3gfwite,0,74,95.1,2023-04-14T18:03:14.772Z,2023-04-14T18:03:17Z,4187756133,213,5.4,4187756127,140,86.6,4187756129,141,72.0,4187756121,2,,4187756125,56,Center,4187756131,212,20.5,4187756123,155,,,,,e8si4ph9te020gpicg3k2k3u2,R. Roosken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533149385,22,12,1,2,10,7rmv5ns2rj7bn4otpkur0mx0x,1,14.5,33.7,2023-04-14T18:03:19.304Z,2023-04-14T18:03:22Z,4187756607,56,Back,4187756615,213,0.6,4187756611,141,50.1,4187756609,140,31.2,4187756613,212,20.8,,,,,,,,,,1s50ua48peo4wd0o7unmps06h,F. Mayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
