id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,assist
2521052877,1,34,16,0,0,59t7flioj4w4mpwnrwbm0m8ck,1,0,0,2023-03-17T18:15:14.652Z,2023-03-17T18:58:37Z,4102752407,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4102903597,197,490,4102752401,130,10,4102752395,30,"8jml2tgzk1am30cy4gkgx0wd1, 9urh0cy0a8ni61fuxmiqosnis, 3xza88l7s8dlki9kleqwz2puy, d5g7rl9a83vu3cyyzvu5yveqy, 5gunbyh0bjzutryox97ihxot1, 5fcaaack3wbn6nfdx1qoqoafp, cjff8fu812lennnunqljgddnu, 4nkd85hpwiiqtieuslhcrc2ga, rxblyjf8pcsdgdvy24zgnefp, 2an4s7uuqa9a6sl7vutznc7o5, c066582sb3qfs7c0472rw371m, bdb33nwcpd2jufn9ggtl7gvzd, 4j9ug0ng9dhx6xwhdwx6fafx0, 6nd0ifv6ljza9nauxcpejqzft, 36u3tovqdi3885wk3139wczfu, 41es2x265ddlzqjqa6wb9vey2, 5v3sd56kh9pmvzk6wczhs9o4q, emaf4mjxn2255qlcn1pcxn36x, 4mhahoh3a6rir882ug9hdb5nu, 8gkh6rsfo2tsrsiirv05bm1yi, cgsirikez39wlx8lhu1uo00yd",4102752403,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4102752399,59,"1, 23, 18, 3, 16, 15, 26, 32, 20, 9, 28, 2, 8, 10, 12, 14, 17, 19, 24, 36, 39",4102752397,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4102752405,194,5fcaaack3wbn6nfdx1qoqoafp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521054939,1,34,16,0,0,2uuh2bir8ktof0uxfo06lb4ox,1,0,0,2023-03-17T18:18:14.696Z,2023-03-17T18:55:28Z,4102763257,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4102763259,194,bspl2le99ugt2ug4tcqsvp1w5,4102763261,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4102763247,30,"cetavjue5femoxid9fmcd0zjd, b77p0um20y057708bx6on4d4a, 29s8wk0a2m66rebsfx1jfuuh, dse1rndtog4qn2mwv966vp6mt, dmrznrol8qp7yk53r6ajhnkt0, bspl2le99ugt2ug4tcqsvp1w5, a339o11ut8s1o9odm6ybc4pka, 1rd0zzpp3dn0y7qtxwc57g7h1, eds7hz8z52qf06c3oug7nivv9, by85t8ssyumcjcks1jx3v96vo, asn8og4yn5gj4it0qe6vulhat, 9ktfzp9jbzxod3116b4xql6ju, 8fqnvz74z901a2h0kgk1zezje, 3a89nlkh1p3l3qi6o70uzp5ud, 2esbyi3i7rtsdkxe6a917rsnp, idvh0ac1f8wv39640pyl4esp, cnqxbvy77blk2ulx06t65it49, 2f3j5qchxzh11u4bi2mb8dslw, 3y7w3ngh3kby9mehxe5q7glpl, 73wkaux439sdodxdjhn1152sq, ebr52ne9bo6xyh2vhr6nhfhbe, 7gwm8sjtl2vyfeh6mio8ve9ec, 4jshezco0cyjgre23nm98fetx",4102763251,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4102763253,59,"1, 8, 11, 5, 36, 2, 6, 30, 4, 20, 14, 16, 3, 7, 9, 15, 17, 22, 23, 24, 31, 33, 40",4102893571,197,497,4102763255,130,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521084561,2,32,1,0,0,59t7flioj4w4mpwnrwbm0m8ck,1,0,0,2023-03-17T19:02:00.426Z,2023-03-17T19:02:03Z,4102916121,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521084549,2,32,1,0,0,2uuh2bir8ktof0uxfo06lb4ox,1,0,0,2023-03-17T19:02:00.426Z,2023-03-17T19:02:00Z,4102916057,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521084631,3,1,1,0,1,2uuh2bir8ktof0uxfo06lb4ox,1,49.9,49.6,2023-03-17T19:02:01.945Z,2023-03-17T19:49:44Z,4102916497,56,Back,4102916499,140,27.9,4102916505,213,2.9,4102916507,279,S,4102916503,212,23.6,4102916501,141,56.7,,,,,,,eds7hz8z52qf06c3oug7nivv9,H. Medunjanin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521084691,4,1,1,0,5,2uuh2bir8ktof0uxfo06lb4ox,1,27.9,56.7,2023-03-17T19:02:05.606Z,2023-03-17T19:50:16Z,4102916807,157,,4102916819,212,59.5,4102916817,141,28.2,4102916821,213,6.0,4102916811,56,Center,4102916815,140,81.5,4102916825,1,,,,,dse1rndtog4qn2mwv966vp6mt,B. van Hintum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521084701,5,61,1,0,8,2uuh2bir8ktof0uxfo06lb4ox,0,81.5,28.2,2023-03-17T19:02:08.997Z,2023-03-17T19:02:09Z,4102916859,56,Center,,,,,,,,,,,,,,,,,,,,,,asn8og4yn5gj4it0qe6vulhat,A. Vellios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521084713,3,49,1,0,9,59t7flioj4w4mpwnrwbm0m8ck,1,20.2,91.8,2023-03-17T19:02:10.117Z,2023-03-17T19:02:10Z,,,,,,,,,,,,,,,,,,,,,,,,,3xza88l7s8dlki9kleqwz2puy,S. Agougil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521084809,4,1,1,0,9,59t7flioj4w4mpwnrwbm0m8ck,0,20.2,91.8,2023-03-17T19:02:10.209Z,2023-03-17T19:02:15Z,4102917455,141,86.3,4102917461,213,6.2,4102917447,157,,4102917459,212,64.2,4102917463,1,,4102917449,56,Left,4102917451,140,81.2,,,,3xza88l7s8dlki9kleqwz2puy,S. Agougil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521084851,6,49,1,0,17,2uuh2bir8ktof0uxfo06lb4ox,1,9.9,5.9,2023-03-17T19:02:17.829Z,2023-03-17T19:02:17Z,,,,,,,,,,,,,,,,,,,,,,,,,dmrznrol8qp7yk53r6ajhnkt0,T. Beelen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
