id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,assist,qualifier/17/id,qualifier/17/qualifierId
2457533571,1,34,16,0,0,xcevba75jfkrg4s6tl89zl3y,1,0,0,2022-09-09T17:05:36.661Z,2022-09-09T18:15:40Z,3767124597,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3767124589,30,"cf70r39m2wgbijtw0co5t6yfp, abgzge9xy445z8rdwa2mcapqt, 3yq9brnhlfinrzrfbzcv99nmd, 96j7klvrblmkwsprx0wk81b10, 92mkw4rtoho0gkf3wr19c9iad, 969cpy2geokwer9gjapk7zj3e, ds0hd4ezvb5rw6l95rhbxtq1g, 7b4jmfu1ejoeci2zmvwuejnys, cipmd3k2nfv0ddic0l8go14gl, 5curv1gquatwkxsin86fghvkk, 1j33nixshgkkdwjjnuafknahh, 1n0syrrxf9x7neh3tn19sc89h, 62ft9dfhds3wn0dv650d4gkph, 78t5clx87mnpzn7c5ynoa37x1, 7flz5rsy2e31gbd8udiqg14gl, 3y7w3ngh3kby9mehxe5q7glpl, 85rm5s7x9di62hw3l31y5w8o9, 11sxalz1nikiipmp7bxvz33rp, 1chxk7d4i11x2f16igblexgyc, 3h7rkufywz6c2aye1l5b0ihp0, 8eribncmewk65x40tn7pvqymt, g16sstb2lz1ru2hsba2ml6ju, 7dj1tr37jtrr32cyw6r1dukus",3767124593,59,"1, 22, 28, 18, 3, 20, 33, 23, 35, 14, 11, 21, 4, 5, 6, 7, 8, 9, 16, 17, 27, 32, 45",3767124595,130,8,3767124591,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3767124599,194,abgzge9xy445z8rdwa2mcapqt,3767124601,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3767227589,197,2124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457535799,1,34,16,0,0,59t7flioj4w4mpwnrwbm0m8ck,1,0,0,2022-09-09T17:10:39.012Z,2022-09-09T18:07:00Z,3767135937,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3767135925,30,"8jml2tgzk1am30cy4gkgx0wd1, bdb33nwcpd2jufn9ggtl7gvzd, 1falkoydwxoiazskcoalwll62, 89plvrt8pzppcclh4axvii0ru, d5g7rl9a83vu3cyyzvu5yveqy, 4mhahoh3a6rir882ug9hdb5nu, ekur9x1kzp8wq0lwfwev0b0bu, 3xza88l7s8dlki9kleqwz2puy, 2an4s7uuqa9a6sl7vutznc7o5, 4j9ug0ng9dhx6xwhdwx6fafx0, 6nd0ifv6ljza9nauxcpejqzft, 5gunbyh0bjzutryox97ihxot1, 4bkb8qjb5n33wxfopju8r1mtx, 41es2x265ddlzqjqa6wb9vey2, emaf4mjxn2255qlcn1pcxn36x, 4shkxwb3ujuajna3gdg34cxjp, 9urh0cy0a8ni61fuxmiqosnis, 7oo6h3pq8wv5rgp1dkaolrhg4, f48jetdaq8dttcdo11mugaxnt, 8gkh6rsfo2tsrsiirv05bm1yi",3767257365,197,490,3767135935,130,8,3767135933,59,"1, 2, 5, 6, 3, 24, 11, 18, 9, 8, 10, 16, 4, 14, 19, 21, 23, 25, 27, 36",3767135941,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3767135939,194,89plvrt8pzppcclh4axvii0ru,3767135929,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554387,2,32,1,0,0,59t7flioj4w4mpwnrwbm0m8ck,1,0,0,2022-09-09T18:01:51.671Z,2022-09-09T18:01:54Z,3767234093,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554383,2,32,1,0,0,xcevba75jfkrg4s6tl89zl3y,1,0,0,2022-09-09T18:01:51.671Z,2022-09-30T13:41:04Z,3767234079,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554421,3,1,1,0,0,xcevba75jfkrg4s6tl89zl3y,1,49.9,50.3,2022-09-09T18:01:51.771Z,2022-09-09T18:49:10Z,3767234255,140,24.3,3767234253,56,Back,3767234265,213,3.1,3767234261,212,26.9,3767234267,279,S,3767234257,141,51.0,,,,,,,5curv1gquatwkxsin86fghvkk,C. Neghli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554445,4,1,1,0,3,xcevba75jfkrg4s6tl89zl3y,0,24.3,51,2022-09-09T18:01:55.585Z,2022-09-09T18:49:13Z,3767234397,213,5.8,3767234389,141,0.0,3767234393,212,76.1,3767234401,1,,3767234383,56,Right,3767234381,157,,3767234385,140,88.1,,,,969cpy2geokwer9gjapk7zj3e,R. Hillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554533,3,5,1,0,6,59t7flioj4w4mpwnrwbm0m8ck,1,11.3,101.8,2022-09-09T18:01:57.744Z,2022-09-09T18:13:09Z,3767234953,233,5,3767234929,56,Back,3767234931,347,,,,,,,,,,,,,,,,,1falkoydwxoiazskcoalwll62,F. Di Michele Sanchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554449,5,5,1,0,6,xcevba75jfkrg4s6tl89zl3y,0,88.7,-1.8,2022-09-09T18:01:57.744Z,2022-09-09T18:02:09Z,3767234415,347,,3767234993,233,3,3767234413,56,Right,,,,,,,,,,,,,,,,969cpy2geokwer9gjapk7zj3e,R. Hillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554557,4,1,1,0,16,59t7flioj4w4mpwnrwbm0m8ck,0,11.1,100,2022-09-09T18:02:08.613Z,2022-09-09T18:02:11Z,3767235087,140,29.6,3767235083,107,,3767235085,56,Back,3767235089,141,86.5,3767235093,213,5.8,3767235095,1,,3767235091,212,22.1,,,,1falkoydwxoiazskcoalwll62,F. Di Michele Sanchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457554577,6,1,1,0,18,xcevba75jfkrg4s6tl89zl3y,0,55.7,6.8,2022-09-09T18:02:10.335Z,2022-09-30T13:52:26Z,3767235169,212,27.1,3767235167,141,22.1,3767235159,3,,3767235171,213,0.4,3767235165,140,79.5,3767235163,56,Center,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
