id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/14/value,qualifier/10/value,assist
2499593491,9,1,1,0,17,ch82doz9w9t1sw9ae3a4ffh0j,1,24.2,10.3,2023-01-22T11:16:43.324Z,2023-01-22T11:16:47Z,3989620415,1,,3989620409,212,59.4,3989620405,140,80.7,3989620411,213,6.3,3989620407,141,7.6,3989620403,56,Right,3989620401,155,,,,,c6i4usq34m3389rtbqptahrai,R. Meissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499593511,10,1,1,0,22,ch82doz9w9t1sw9ae3a4ffh0j,1,81.5,11.7,2023-01-22T11:16:47.788Z,2023-01-22T11:16:50Z,3989620525,56,Center,3989620529,141,25.6,3989620527,140,80.8,3989620533,213,1.6,3989620531,212,9.5,,,,,,,,,,c3akpx5mnexpkslo0sqqezsru,E. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499593527,11,1,1,0,24,ch82doz9w9t1sw9ae3a4ffh0j,1,98.8,23,2023-01-22T11:16:50.347Z,2023-01-22T11:16:53Z,3989620637,213,1.9,3989620633,141,47.8,3989620631,140,92.8,3989620635,212,18.0,3989620629,56,Center,,,,,,,,,,dodkgckgbecal0vivr1jf0hzo,M. Rijks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499593531,12,61,1,0,28,ch82doz9w9t1sw9ae3a4ffh0j,1,93.4,47,2023-01-22T11:16:53.676Z,2023-01-22T11:16:54Z,3989620653,56,Center,,,,,,,,,,,,,,,,,,,,,,2n5747kdxok0ifg5o37336plg,L. Edhart,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499593535,3,43,1,0,28,e8hiwrw6ocxm5iht6sp7jiv19,1,0,0,2023-01-22T11:16:54.065Z,2023-01-22T11:17:05Z,3989620667,56,Back,3989621043,144,61,,,,,,,,,,,,,,,,,,,8z4wdv767cv7ddqgrkz5txsrt,B. Kemper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499593545,13,15,1,0,29,ch82doz9w9t1sw9ae3a4ffh0j,1,92.9,49.1,2023-01-22T11:16:55.099Z,2023-01-22T11:17:19Z,3989621277,233,4,3989621561,231,50,3989621261,82,,3989621553,100,,3989621537,78,,3989621543,55,12,3989621559,230,98.9,3989621549,103,19,c3akpx5mnexpkslo0sqqezsru,E. Reijnders,,3989620721,17,3989621539,29,3989621551,328,3989621541,154,3989621257,72,3989621555,146,94.9,3989620719,22,3989621547,102,51.1,3989621557,147,49.6,3989620723,56,Center,,,,,,,
2499593563,4,10,1,0,29,e8hiwrw6ocxm5iht6sp7jiv19,1,8.2,49.9,2023-01-22T11:16:55.199Z,2023-01-22T11:17:12Z,3989620807,56,Back,3989621281,233,13,3989620805,94,,,,,,,,,,,,,,,,,8z4wdv767cv7ddqgrkz5txsrt,B. Kemper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499593585,5,52,1,0,34,e8hiwrw6ocxm5iht6sp7jiv19,1,4.7,46.7,2023-01-22T11:16:59.906Z,2023-01-22T11:17:00Z,,,,,,,,,,,,,,,,,,,,,,,,,axhjtqfa2xxud2tdle8zfxrkl,L. Koopmans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499593675,6,1,1,0,50,e8hiwrw6ocxm5iht6sp7jiv19,1,3.4,48.5,2023-01-22T11:17:16.331Z,2023-01-22T11:24:34Z,3989621463,56,Back,3989621467,141,38.5,3989636333,123,,3989621473,213,6.1,3989621465,140,43.5,3989621469,212,42.7,3989621507,189,,3989621477,1,,axhjtqfa2xxud2tdle8zfxrkl,L. Koopmans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499593727,7,1,1,0,59,e8hiwrw6ocxm5iht6sp7jiv19,1,31.4,36,2023-01-22T11:17:24.434Z,2023-01-22T11:17:27Z,3989621825,213,0.7,3989621817,56,Left,3989621819,140,64.8,3989621827,1,,3989621815,155,,3989621821,141,83.0,3989621823,212,47.4,,,,5n5otf2ldw9w4nbm8zjabnd1x,D. Werker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499593731,8,1,1,1,2,e8hiwrw6ocxm5iht6sp7jiv19,0,65.4,82.9,2023-01-22T11:17:27.618Z,2023-01-22T11:17:28Z,3989621841,212,9.3,3989621837,140,73.5,3989621843,213,5.9,3989621835,56,Center,3989621839,141,77.5,,,,,,,,,,dineetneurorxpx1yv0v8tega,A. Absalem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499593749,14,1,1,1,3,ch82doz9w9t1sw9ae3a4ffh0j,1,17.4,15,2023-01-22T11:17:28.602Z,2023-01-22T11:17:30Z,3989621943,141,7.0,3989621937,3,,3989621941,140,24.3,3989621947,213,5.6,3989621945,212,9.1,3989621939,56,Back,,,,,,,c6i4usq34m3389rtbqptahrai,R. Meissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499593763,15,1,1,1,5,ch82doz9w9t1sw9ae3a4ffh0j,1,24.4,6.8,2023-01-22T11:17:30.779Z,2023-01-22T11:17:33Z,3989622045,141,6.1,3989622049,213,6.2,3989622039,3,,3989622041,56,Back,3989622043,140,31.0,3989622047,212,6.9,,,,,,,84isfq4ix06ebaf7a7jcvd9wq,J. Rawlins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499593771,16,1,1,1,8,ch82doz9w9t1sw9ae3a4ffh0j,0,30.9,6.7,2023-01-22T11:17:33.515Z,2023-01-22T11:22:45Z,3989622085,213,0.1,3989622079,140,35.2,3989622075,3,,3989629513,168,,3989622083,212,4.6,3989622081,141,7.6,3989622077,56,Back,,,,8r3k1iuul274c0ha0vy90jys,A. Oehlers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499593769,9,49,1,1,9,e8hiwrw6ocxm5iht6sp7jiv19,1,55,87.4,2023-01-22T11:17:34.433Z,2023-01-22T11:17:49Z,,,,,,,,,,,,,,,,,,,,,,,,,b4a2wu8fdbrh5sirpv34hoewa,T. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499593783,10,1,1,1,11,e8hiwrw6ocxm5iht6sp7jiv19,0,58.7,84.5,2023-01-22T11:17:36.498Z,2023-01-22T11:17:47Z,3989622141,212,8.9,3989622137,140,66.5,3989622143,213,5.9,3989622135,56,Left,3989622139,141,79.3,,,,,,,,,,b4a2wu8fdbrh5sirpv34hoewa,T. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499593787,17,1,1,1,11,ch82doz9w9t1sw9ae3a4ffh0j,0,22,12.5,2023-01-22T11:17:36.907Z,2023-01-22T11:17:37Z,3989622157,1,,3989622147,56,Back,3989622151,141,12.8,3989622153,212,3.4,3989622145,157,,3989622149,140,25.2,3989622155,213,0.1,,,,84isfq4ix06ebaf7a7jcvd9wq,J. Rawlins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499593833,18,12,1,1,14,ch82doz9w9t1sw9ae3a4ffh0j,1,24.3,13.7,2023-01-22T11:17:40.315Z,2023-01-22T11:24:20Z,3989622349,212,11.8,3989622343,56,Back,3989622345,140,29.9,3989622393,167,,3989622351,213,5.2,3989622347,141,0.0,,,,,,,c6i4usq34m3389rtbqptahrai,R. Meissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499593859,11,5,1,1,15,e8hiwrw6ocxm5iht6sp7jiv19,1,65.4,101.3,2023-01-22T11:17:40.537Z,2023-01-22T11:17:47Z,3989622485,56,Left,3989622489,347,,3989622511,233,19,,,,,,,,,,,,,,,,5n5otf2ldw9w4nbm8zjabnd1x,D. Werker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499593835,19,5,1,1,15,ch82doz9w9t1sw9ae3a4ffh0j,0,34.6,-1.3,2023-01-22T11:17:40.537Z,2023-01-22T11:31:23Z,3989622377,347,,3989622375,56,Back,3989622519,233,11,,,,,,,,,,,,,,,,c6i4usq34m3389rtbqptahrai,R. Meissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499593887,12,1,1,1,24,e8hiwrw6ocxm5iht6sp7jiv19,1,60.8,100,2023-01-22T11:17:49.977Z,2023-01-22T11:17:53Z,3989622649,140,59.6,3989622645,107,,3989622655,213,4.6,3989622653,212,14.2,3989622651,141,80.5,3989622647,56,Left,,,,,,,dineetneurorxpx1yv0v8tega,A. Absalem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499593899,13,1,1,1,28,e8hiwrw6ocxm5iht6sp7jiv19,1,67.1,77.9,2023-01-22T11:17:53.642Z,2023-01-22T11:17:54Z,3989622679,141,85.6,3989622675,56,Left,3989622683,213,2.3,3989622681,212,7.1,3989622677,140,62.6,,,,,,,,,,b1yxo0olp9c2ufh1l1qxsef9x,T. Verheydt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499593913,14,1,1,1,29,e8hiwrw6ocxm5iht6sp7jiv19,1,65.7,85.7,2023-01-22T11:17:54.633Z,2023-01-22T11:17:57Z,3989622767,141,68.7,3989622763,56,Center,3989622771,213,5.2,3989622769,212,13.1,3989622765,140,71.5,,,,,,,,,,dineetneurorxpx1yv0v8tega,A. Absalem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499593941,16,61,1,1,30,e8hiwrw6ocxm5iht6sp7jiv19,0,73.1,69.4,2023-01-22T11:17:56.073Z,2023-01-22T11:24:26Z,3989622917,56,Center,,,,,,,,,,,,,,,,,,,,,,12y6tmd1yr04c0ed2klslpwb9,J. Sleegers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499593939,15,43,1,1,31,e8hiwrw6ocxm5iht6sp7jiv19,1,0,0,2023-01-22T11:17:57Z,2023-01-22T11:18:09Z,3989622915,286,0,3989622913,56,Center,3989623217,144,7,,,,,,,,,,,,,,,,dineetneurorxpx1yv0v8tega,A. Absalem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499593919,20,49,1,1,32,ch82doz9w9t1sw9ae3a4ffh0j,1,26.4,43.9,2023-01-22T11:17:57.883Z,2023-01-22T11:17:58Z,,,,,,,,,,,,,,,,,,,,,,,,,1kuswan9lk455u02x1ff389re,C. Mamengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499593961,21,1,1,1,33,ch82doz9w9t1sw9ae3a4ffh0j,0,26.3,49.6,2023-01-22T11:17:59.227Z,2023-01-22T11:18:03Z,3989623005,56,Left,3989623003,155,,3989623009,141,100.0,3989623015,1,,3989623007,140,57.0,3989623011,212,47.7,3989623013,213,0.8,,,,1kuswan9lk455u02x1ff389re,C. Mamengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499594057,17,5,1,1,37,e8hiwrw6ocxm5iht6sp7jiv19,1,43.7,-1.3,2023-01-22T11:18:03.293Z,2023-01-22T11:31:23Z,3989623483,233,22,3989623463,347,,3989623461,56,Back,,,,,,,,,,,,,,,,12y6tmd1yr04c0ed2klslpwb9,J. Sleegers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499593967,22,5,1,1,37,ch82doz9w9t1sw9ae3a4ffh0j,0,56.3,101.3,2023-01-22T11:18:03.293Z,2023-01-22T11:18:15Z,3989623049,347,,3989623501,233,17,3989623047,56,Left,,,,,,,,,,,,,,,,1kuswan9lk455u02x1ff389re,C. Mamengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499594069,18,1,1,1,49,e8hiwrw6ocxm5iht6sp7jiv19,0,51.1,0,2023-01-22T11:18:15.161Z,2023-01-22T15:10:27Z,3989623529,141,9.2,3989623525,56,Right,3989623527,140,68.0,3989623523,107,,3989623531,212,19.1,3989623533,213,0.4,,,,,,,b1zeqxuwoyzx1eukf18ptdgq,D. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499594717,43,1,1,1,51,ch82doz9w9t1sw9ae3a4ffh0j,0,28.1,93.3,2023-01-22T11:18:17.362Z,2023-01-22T11:20:01Z,3989626823,213,0.1,3989626821,212,8.6,3989626809,3,,3989626811,56,Back,3989626815,140,36.3,3989626819,141,94.1,,,,,,,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499594101,19,61,1,1,55,e8hiwrw6ocxm5iht6sp7jiv19,0,58.3,17.3,2023-01-22T11:18:21.106Z,2023-01-22T11:18:21Z,3989623725,56,Right,,,,,,,,,,,,,,,,,,,,,,cp732f8tqz91xeahijtd35rd,J. Wehrmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499594103,23,49,1,1,56,ch82doz9w9t1sw9ae3a4ffh0j,1,33.5,75,2023-01-22T11:18:21.451Z,2023-01-22T11:18:21Z,,,,,,,,,,,,,,,,,,,,,,,,,c2d9oidweb7cj1g39jwuugro4,O. van Eldik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499594145,24,1,1,1,56,ch82doz9w9t1sw9ae3a4ffh0j,1,33.3,75.7,2023-01-22T11:18:21.676Z,2023-01-22T11:18:26Z,3989623931,56,Back,3989623935,141,95.3,3989623939,213,1.5,3989623933,140,34.7,3989623937,212,13.4,,,,,,,,,,c2d9oidweb7cj1g39jwuugro4,O. van Eldik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499594147,25,4,1,2,0,ch82doz9w9t1sw9ae3a4ffh0j,1,39.8,94,2023-01-22T11:18:26.315Z,2023-01-22T11:18:28Z,3989623943,13,,3989623951,286,,3989623947,152,,3989623949,265,,3989624013,233,20,3989623945,56,Back,,,,,,,2n5747kdxok0ifg5o37336plg,L. Edhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499594159,20,4,1,2,0,e8hiwrw6ocxm5iht6sp7jiv19,0,60.2,6,2023-01-22T11:18:26.316Z,2023-01-22T11:18:28Z,3989624007,285,,3989624017,233,25,3989624001,56,Right,3989623999,13,,3989624003,152,,3989624005,265,,,,,,,,b1zeqxuwoyzx1eukf18ptdgq,D. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499594265,26,1,1,2,13,ch82doz9w9t1sw9ae3a4ffh0j,1,28,95,2023-01-22T11:18:38.555Z,2023-01-22T11:18:40Z,3989624519,212,6.8,3989624515,140,31.9,3989624521,213,5.4,3989624513,56,Back,3989624511,152,,3989624507,5,,3989624517,141,87.1,,,,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499594269,27,1,1,2,14,ch82doz9w9t1sw9ae3a4ffh0j,1,32,82.9,2023-01-22T11:18:39.946Z,2023-01-22T11:18:40Z,3989624547,212,6.5,3989624543,140,28.5,3989624549,213,2.2,3989624541,56,Back,3989624545,141,90.8,,,,,,,,,,c2d9oidweb7cj1g39jwuugro4,O. van Eldik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499594281,28,1,1,2,15,ch82doz9w9t1sw9ae3a4ffh0j,1,29.3,90.5,2023-01-22T11:18:40.651Z,2023-01-22T11:18:42Z,3989624617,212,13.9,3989624611,56,Back,3989624615,141,85.3,3989624613,140,16.5,3989624619,213,3.4,,,,,,,,,,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499594297,29,1,1,2,17,ch82doz9w9t1sw9ae3a4ffh0j,1,10.8,83.8,2023-01-22T11:18:42.522Z,2023-01-22T11:18:45Z,3989624687,140,4.2,3989624689,141,58.4,3989624693,213,4.3,3989624691,212,18.6,3989624685,56,Back,,,,,,,,,,1kuswan9lk455u02x1ff389re,C. Mamengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499594317,30,1,1,2,20,ch82doz9w9t1sw9ae3a4ffh0j,1,6.7,52.7,2023-01-22T11:18:45.770Z,2023-01-22T11:18:48Z,3989624783,212,18.7,3989624777,56,Back,3989624785,213,4.8,3989624781,141,25.3,3989624779,140,7.5,,,,,,,,,,790v7fu7f2s40e160mlrb6dt6,C. Raatsie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499594333,31,1,1,2,23,ch82doz9w9t1sw9ae3a4ffh0j,1,9.7,24.6,2023-01-22T11:18:48.698Z,2023-01-22T11:18:51Z,3989624859,140,12.1,3989624865,213,4.9,3989624861,141,4.9,3989624863,212,13.6,3989624857,56,Back,,,,,,,,,,c6i4usq34m3389rtbqptahrai,R. Meissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499594345,32,1,1,2,26,ch82doz9w9t1sw9ae3a4ffh0j,1,14.5,8.3,2023-01-22T11:18:51.835Z,2023-01-22T11:18:54Z,3989624931,56,Back,3989624935,141,18.5,3989624939,213,0.4,3989624933,140,30.0,3989624937,212,17.7,,,,,,,,,,84isfq4ix06ebaf7a7jcvd9wq,J. Rawlins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499594359,33,1,1,2,29,ch82doz9w9t1sw9ae3a4ffh0j,1,24.5,25.8,2023-01-22T11:18:54.427Z,2023-01-22T11:18:56Z,3989625009,212,23.6,3989625003,56,Back,3989625005,140,4.4,3989625007,141,41.2,3989625011,213,2.7,,,,,,,,,,c3akpx5mnexpkslo0sqqezsru,E. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499594369,34,1,1,2,31,ch82doz9w9t1sw9ae3a4ffh0j,1,9.2,44.6,2023-01-22T11:18:56.634Z,2023-01-22T11:18:59Z,3989625067,140,14.9,3989625069,141,65.4,3989625071,212,15.4,3989625065,56,Back,3989625073,213,1.2,,,,,,,,,,790v7fu7f2s40e160mlrb6dt6,C. Raatsie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499594391,35,1,1,2,34,ch82doz9w9t1sw9ae3a4ffh0j,1,21.1,68.2,2023-01-22T11:18:59.610Z,2023-01-22T11:19:04Z,3989625209,141,96.8,3989625205,56,Back,3989625213,213,0.7,3989625211,212,29.6,3989625207,140,42.3,,,,,,,,,,1kuswan9lk455u02x1ff389re,C. Mamengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499594403,36,1,1,2,39,ch82doz9w9t1sw9ae3a4ffh0j,1,38.8,96.5,2023-01-22T11:19:04.394Z,2023-01-22T11:19:07Z,3989625305,212,13.5,3989625299,56,Back,3989625301,140,38.7,3989625303,141,76.7,3989625307,213,4.7,,,,,,,,,,c2d9oidweb7cj1g39jwuugro4,O. van Eldik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
