id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist
2500984071,1,34,16,0,0,2uuh2bir8ktof0uxfo06lb4ox,1,0,0,2023-01-27T18:11:51.229Z,2023-01-27T18:58:27Z,3996898709,194,dse1rndtog4qn2mwv966vp6mt,3996898705,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3996898697,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3996898695,30,"cetavjue5femoxid9fmcd0zjd, 8fqnvz74z901a2h0kgk1zezje, csecbdlw3sxstnebpiw91ezxm, dse1rndtog4qn2mwv966vp6mt, dmrznrol8qp7yk53r6ajhnkt0, idvh0ac1f8wv39640pyl4esp, a339o11ut8s1o9odm6ybc4pka, 29s8wk0a2m66rebsfx1jfuuh, 2esbyi3i7rtsdkxe6a917rsnp, 1rd0zzpp3dn0y7qtxwc57g7h1, by85t8ssyumcjcks1jx3v96vo, eds7hz8z52qf06c3oug7nivv9, 3a89nlkh1p3l3qi6o70uzp5ud, b77p0um20y057708bx6on4d4a, a4dg6hmhim8bhpl5d7me85al1, asn8og4yn5gj4it0qe6vulhat, amb2qvdnwu0meepj6yu65g72t, 8dez06qvnnwh13201ki10rtka, 2f3j5qchxzh11u4bi2mb8dslw, 73wkaux439sdodxdjhn1152sq, ebr52ne9bo6xyh2vhr6nhfhbe, 7gwm8sjtl2vyfeh6mio8ve9ec, 4jshezco0cyjgre23nm98fetx",3996898699,59,"1, 3, 21, 5, 36, 15, 6, 11, 9, 30, 20, 4, 7, 8, 10, 14, 18, 19, 22, 24, 31, 33, 40",3996979401,197,497,3996898701,130,17,3996898713,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500985597,1,34,16,0,0,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2023-01-27T18:15:26.431Z,2023-01-27T19:09:24Z,3996907123,30,"alzgg0nxnnex3nkzr6lgmt1ey, dcdvet7azx1a59xm2ke7qi2cq, 4zow18ykkg1gvw40r7jsrzkl, 8uw9w30592omb8acpnssgdlh, 7cetznpb0tnu6kdz7bvm8gyxh, 1jn9jog8ou8uxnmypneksizxm, bquqyyfz4lj0xrerbhbtj1jze, dh3ksith5iat573zuhdhv91w5, b950jt347chmq9whlkgl6fxpm, f1as17wqpj44gihtvw936lofd, 1mroid71v9bwpx0iaospei9gq, cexuwvet4xiruf1jitkjjp7qi, au91rqig6uyyi1zdmlxydk38q, 5c5quyl7qxptstbge87w2eqqx, b61yiz3lait78xmlbyzr2vd62, 4z8o35izc3gx6i2bt4mcs1fjd, 5dppoogob8jwl8n3884uqm4iy, 5ffbqf6o50173uqvaefnce4gk, 5chl0qcvbbkd0yeogurw1fz6x, 9tj2yr6ep9hsignf7cjn7wnl6",3996907131,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3996977987,197,16934,3996907129,130,4,3996907125,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3996907133,194,dh3ksith5iat573zuhdhv91w5,3996907127,59,"1, 2, 12, 19, 15, 4, 18, 8, 39, 17, 28, 3, 6, 9, 11, 16, 20, 21, 23, 30",3996907135,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500999783,2,32,1,0,0,2uuh2bir8ktof0uxfo06lb4ox,1,0,0,2023-01-27T18:59:20.506Z,2023-01-27T18:59:23Z,3996980705,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500999779,3,32,1,0,0,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2023-01-27T18:59:20.506Z,2023-01-27T19:01:54Z,3996980691,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500999819,4,1,1,0,0,dnzj0iv5qtaemm9kthh9pos8q,1,50,50,2023-01-27T18:59:20.606Z,2023-01-27T19:01:53Z,3996980865,213,3.3,3996980863,212,22.6,3996980859,140,28.7,3996980867,279,S,3996980861,141,45.7,3996980857,56,Back,,,,,,,1mroid71v9bwpx0iaospei9gq,R. Margaret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500999813,3,43,1,0,5,2uuh2bir8ktof0uxfo06lb4ox,1,0,0,2023-01-27T18:59:26.130Z,2023-01-27T18:59:46Z,3996981593,144,44,3996980841,285,0,3996980839,56,Back,,,,,,,,,,,,,,,,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500999841,5,1,1,0,6,dnzj0iv5qtaemm9kthh9pos8q,1,29.7,44.6,2023-01-27T18:59:26.653Z,2023-01-27T19:01:53Z,3996980993,141,92.3,3996980987,155,,3996980991,140,60.5,3996980997,213,0.8,3996980995,212,45.8,3996980999,1,,3996980989,56,Left,,,,7cetznpb0tnu6kdz7bvm8gyxh,L. Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500999885,6,4,1,0,9,dnzj0iv5qtaemm9kthh9pos8q,1,62.2,85.8,2023-01-27T18:59:30.125Z,2023-01-27T19:01:53Z,3996981217,56,Left,3996981209,13,,3996981221,286,,3996981281,233,4,3996981219,152,,3996981215,294,,,,,,,,4zow18ykkg1gvw40r7jsrzkl,D. van der Sluys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500999859,4,4,1,0,9,2uuh2bir8ktof0uxfo06lb4ox,0,37.8,14.2,2023-01-27T18:59:30.126Z,2023-01-27T18:59:39Z,3996981091,152,,3996981293,233,6,3996981089,56,Left,3996981085,13,,3996981093,285,,3996981087,294,,,,,,,,by85t8ssyumcjcks1jx3v96vo,Y. Taha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500999997,7,1,1,0,24,dnzj0iv5qtaemm9kthh9pos8q,1,62.9,91.7,2023-01-27T18:59:44.541Z,2023-01-27T19:01:52Z,3996981725,140,71.9,3996981729,212,39.2,3996981719,155,,3996981731,213,5.0,3996981733,1,,3996981723,56,Center,3996981727,141,35.8,3996981717,5,,4zow18ykkg1gvw40r7jsrzkl,D. van der Sluys,3996981721,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000013,8,1,1,0,29,dnzj0iv5qtaemm9kthh9pos8q,1,71.6,34,2023-01-27T18:59:50.429Z,2023-01-27T19:01:52Z,3996981807,141,29.5,3996981803,56,Center,3996981811,213,3.3,3996981805,140,50.3,3996981809,212,22.6,,,,,,,,,,b950jt347chmq9whlkgl6fxpm,K. Leidsman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000027,9,1,1,0,32,dnzj0iv5qtaemm9kthh9pos8q,1,58.4,21.5,2023-01-27T18:59:53.134Z,2023-01-27T19:01:52Z,3996981841,1,,3996981833,140,92.4,3996981837,212,44.5,3996981829,155,,3996981831,56,Center,3996981839,213,0.6,3996981835,141,60.6,,,,dh3ksith5iat573zuhdhv91w5,R. Stuy van den Herik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000039,10,1,1,0,34,dnzj0iv5qtaemm9kthh9pos8q,0,91.8,61.5,2023-01-27T18:59:55.109Z,2023-01-27T19:52:10Z,3996981883,212,8.8,3996981877,56,Center,3996981885,213,2.5,3996981881,141,69.3,3996981879,140,85.1,,,,,,,,,,bquqyyfz4lj0xrerbhbtj1jze,Ö. Gündüz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000025,5,49,1,0,35,2uuh2bir8ktof0uxfo06lb4ox,1,19.1,23,2023-01-27T18:59:55.534Z,2023-01-27T18:59:55Z,,,,,,,,,,,,,,,,,,,,,,,,,by85t8ssyumcjcks1jx3v96vo,Y. Taha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000063,6,1,1,0,37,2uuh2bir8ktof0uxfo06lb4ox,0,28.4,8.8,2023-01-27T18:59:58.015Z,2023-01-27T19:00:01Z,3996981981,140,73.9,3996981979,56,Right,3996981987,213,0.1,3996981977,155,,3996981983,141,17.0,3996981989,1,,3996981985,212,48.1,,,,by85t8ssyumcjcks1jx3v96vo,Y. Taha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000069,11,49,1,0,42,dnzj0iv5qtaemm9kthh9pos8q,1,24.8,81.8,2023-01-27T19:00:02.525Z,2023-01-27T19:00:02Z,,,,,,,,,,,,,,,,,,,,,,,,,1jn9jog8ou8uxnmypneksizxm,R. van Eijma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000099,12,1,1,0,43,dnzj0iv5qtaemm9kthh9pos8q,1,26.5,84.1,2023-01-27T19:00:03.757Z,2023-01-27T19:01:51Z,3996982125,212,25.6,3996982119,56,Back,3996982123,141,56.9,3996982127,213,4.0,3996982121,140,9.7,,,,,,,,,,1jn9jog8ou8uxnmypneksizxm,R. van Eijma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000113,13,1,1,0,45,dnzj0iv5qtaemm9kthh9pos8q,1,9.4,56,2023-01-27T19:00:06.189Z,2023-01-27T19:01:51Z,3996982193,1,,3996982181,157,,3996982187,141,43.3,3996982183,56,Back,3996982191,213,6.0,3996982189,212,35.8,3996982185,140,42.5,,,,alzgg0nxnnex3nkzr6lgmt1ey,T. Jansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000121,15,44,1,0,49,dnzj0iv5qtaemm9kthh9pos8q,1,39.8,43,2023-01-27T19:00:10.493Z,2023-01-27T19:01:51Z,3996982233,233,7,3996985305,285,,3996982229,56,Back,,,,,,,,,,,,,,,,f1as17wqpj44gihtvw936lofd,B. van Hoeven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000115,7,44,1,0,49,2uuh2bir8ktof0uxfo06lb4ox,0,60.2,57,2023-01-27T19:00:10.494Z,2023-01-27T19:00:12Z,3996982237,233,15,3996982197,56,Back,3996982241,285,,,,,,,,,,,,,,,,,1rd0zzpp3dn0y7qtxwc57g7h1,R. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000117,14,43,1,0,49,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2023-01-27T19:00:10.494Z,2023-01-27T19:00:15Z,3996982293,144,1,3996982211,212,0,3996982203,168,0,3996982201,3,0,3996982213,213,0,3996982207,140,42.6,3996982209,141,43.0,3996982205,56,Center,f1as17wqpj44gihtvw936lofd,B. van Hoeven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000123,16,1,1,0,51,dnzj0iv5qtaemm9kthh9pos8q,0,42.6,43,2023-01-27T19:00:12.157Z,2023-01-27T19:01:50Z,3996982255,213,2.2,3996982247,56,Back,3996982251,141,53.1,3996982249,140,38.3,3996982245,3,,3996982253,212,8.2,,,,,,,f1as17wqpj44gihtvw936lofd,B. van Hoeven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000125,8,49,1,0,52,2uuh2bir8ktof0uxfo06lb4ox,1,54.1,47.5,2023-01-27T19:00:13.231Z,2023-01-27T19:00:13Z,,,,,,,,,,,,,,,,,,,,,,,,,dmrznrol8qp7yk53r6ajhnkt0,T. Beelen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000155,9,1,1,0,53,2uuh2bir8ktof0uxfo06lb4ox,1,55.3,43.9,2023-01-27T19:00:14.384Z,2023-01-27T19:00:18Z,3996982395,212,27.9,3996982393,141,6.2,3996982397,213,5.1,3996982389,56,Right,3996982391,140,65.8,,,,,,,,,,dmrznrol8qp7yk53r6ajhnkt0,T. Beelen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000177,10,1,1,0,58,2uuh2bir8ktof0uxfo06lb4ox,1,81.2,7.6,2023-01-27T19:00:18.590Z,2023-01-27T19:00:21Z,3996982513,213,0.5,3996982507,140,92.3,3996982511,212,13.1,3996982505,56,Right,3996982509,141,16.5,,,,,,,,,,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000181,11,61,1,1,0,2uuh2bir8ktof0uxfo06lb4ox,0,92.5,16.5,2023-01-27T19:00:21.422Z,2023-01-27T19:00:21Z,3996982521,56,Right,,,,,,,,,,,,,,,,,,,,,,by85t8ssyumcjcks1jx3v96vo,Y. Taha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000191,17,49,1,1,3,dnzj0iv5qtaemm9kthh9pos8q,1,2.9,74.5,2023-01-27T19:00:24.334Z,2023-01-27T19:00:24Z,,,,,,,,,,,,,,,,,,,,,,,,,1jn9jog8ou8uxnmypneksizxm,R. van Eijma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
