id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist
2501000197,18,1,1,1,4,dnzj0iv5qtaemm9kthh9pos8q,0,2.9,74.5,2023-01-27T19:00:24.637Z,2023-01-27T19:01:50Z,3996982579,1,,3996982569,56,Back,3996982575,212,46.1,3996982573,141,41.9,3996982577,213,5.8,3996982567,157,,3996982571,140,41.4,,,,1jn9jog8ou8uxnmypneksizxm,R. van Eijma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000215,12,1,1,1,6,2uuh2bir8ktof0uxfo06lb4ox,1,55.9,57.3,2023-01-27T19:00:27.134Z,2023-01-27T19:00:30Z,3996982663,140,68.5,3996982659,3,,3996982669,213,0.9,3996982665,141,81.5,3996982661,56,Left,3996982667,212,21.1,,,,,,,dse1rndtog4qn2mwv966vp6mt,B. van Hintum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000219,13,49,1,1,9,2uuh2bir8ktof0uxfo06lb4ox,1,71.1,90.2,2023-01-27T19:00:29.966Z,2023-01-27T19:00:30Z,,,,,,,,,,,,,,,,,,,,,,,,,csecbdlw3sxstnebpiw91ezxm,S. Lagsir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000261,14,1,1,1,16,2uuh2bir8ktof0uxfo06lb4ox,1,70.2,89.9,2023-01-27T19:00:36.718Z,2023-01-27T19:00:39Z,3996982895,140,58.8,3996982899,212,12.0,3996982893,56,Left,3996982897,141,90.3,3996982901,213,3.1,,,,,,,,,,csecbdlw3sxstnebpiw91ezxm,S. Lagsir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000281,15,1,1,1,18,2uuh2bir8ktof0uxfo06lb4ox,1,58.8,90.3,2023-01-27T19:00:39.310Z,2023-01-27T19:00:42Z,3996982993,141,78.7,3996982995,212,19.9,3996982991,140,76.2,3996982989,56,Center,3996982997,213,5.9,,,,,,,,,,dse1rndtog4qn2mwv966vp6mt,B. van Hintum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000295,16,1,1,1,22,2uuh2bir8ktof0uxfo06lb4ox,1,76.2,78.7,2023-01-27T19:00:42.542Z,2023-01-27T19:00:46Z,3996983055,212,11.2,3996983053,141,95.0,3996983057,213,1.7,3996983049,56,Left,3996983051,140,74.8,,,,,,,,,,29s8wk0a2m66rebsfx1jfuuh,D. van den Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000297,17,1,1,1,26,2uuh2bir8ktof0uxfo06lb4ox,0,87.9,94.1,2023-01-27T19:00:46.559Z,2023-01-27T19:00:48Z,3996983075,213,5.1,3996983063,2,,3996983067,56,Left,3996983089,233,19,3996983093,286,,3996983065,155,,3996983073,212,4.2,3996983069,140,89.4,csecbdlw3sxstnebpiw91ezxm,S. Lagsir,3996983087,236,3996983071,141,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000301,19,12,1,1,26,dnzj0iv5qtaemm9kthh9pos8q,1,10.8,5.8,2023-01-27T19:00:46.659Z,2023-01-27T19:01:50Z,3996983083,56,Back,3996983081,185,,3996983095,233,17,,,,,,,,,,,,,,,,dcdvet7azx1a59xm2ke7qi2cq,I. Pata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000309,18,6,1,1,27,2uuh2bir8ktof0uxfo06lb4ox,1,95.2,87.7,2023-01-27T19:00:48.222Z,2023-01-27T19:00:51Z,3996983137,233,20,3996983115,56,Left,3996983117,73,,,,,,,,,,,,,,,,,csecbdlw3sxstnebpiw91ezxm,S. Lagsir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000321,20,6,1,1,27,dnzj0iv5qtaemm9kthh9pos8q,0,4.8,12.3,2023-01-27T19:00:48.222Z,2023-01-27T19:45:56Z,3996983135,73,,3996983141,233,18,3996983133,56,Back,,,,,,,,,,,,,,,,dcdvet7azx1a59xm2ke7qi2cq,I. Pata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000493,19,1,1,1,50,2uuh2bir8ktof0uxfo06lb4ox,1,99.5,99.5,2023-01-27T19:01:11.182Z,2023-01-27T19:02:57Z,3996983807,2,,3996989451,210,15,3996983821,212,46.8,3996983811,155,,3996983819,141,31.3,3996983823,213,4.6,3996983813,224,,3996989453,154,,dse1rndtog4qn2mwv966vp6mt,B. van Hintum,3996983817,140,3996983815,56,Center,1,93.2,3996983825,1,3996983809,6,,,,,,,,,,,,,,,,,,,,,
2501000501,20,15,1,1,56,2uuh2bir8ktof0uxfo06lb4ox,1,94.2,34,2023-01-27T19:01:16.862Z,2023-01-27T19:02:57Z,3996989461,29,,3996984003,233,22,3996989457,25,,3996989471,103,17.1,3996983853,56,Center,3996989469,102,47.4,3996983983,20,,3996989459,80,,a339o11ut8s1o9odm6ybc4pka,T. van den Belt,3996989463,154,3996989475,146,99.9,,,3996983851,63,3996989477,147,48.0,3996989473,108,3996989465,55,19,,,,,,,,,,,,,,,
2501000531,22,10,1,1,56,dnzj0iv5qtaemm9kthh9pos8q,1,1.3,54.2,2023-01-27T19:01:16.962Z,2023-01-27T19:01:49Z,3996984019,233,20,3996983967,177,,3996983971,182,,3996983973,56,Back,3996983969,178,,,,,,,,,,,alzgg0nxnnex3nkzr6lgmt1ey,T. Jansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000529,21,52,1,1,57,dnzj0iv5qtaemm9kthh9pos8q,1,1.3,54.2,2023-01-27T19:01:17.606Z,2023-01-27T19:01:19Z,,,,,,,,,,,,,,,,,,,,,,,,,alzgg0nxnnex3nkzr6lgmt1ey,T. Jansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000579,23,1,1,2,3,dnzj0iv5qtaemm9kthh9pos8q,0,15,46.6,2023-01-27T19:01:23.740Z,2023-01-27T19:01:49Z,3996984157,199,,3996984161,140,62.7,3996984167,213,6.1,3996984159,56,Center,3996984163,141,32.2,3996984165,212,51.0,3996984169,1,,,,,alzgg0nxnnex3nkzr6lgmt1ey,T. Jansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000597,21,61,1,2,6,2uuh2bir8ktof0uxfo06lb4ox,1,36,66.4,2023-01-27T19:01:27.058Z,2023-01-27T19:01:27Z,3996984249,56,Back,,,,,,,,,,,,,,,,,,,,,,1rd0zzpp3dn0y7qtxwc57g7h1,R. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000617,22,49,1,2,9,2uuh2bir8ktof0uxfo06lb4ox,1,51.2,71.8,2023-01-27T19:01:30.205Z,2023-01-27T19:01:30Z,,,,,,,,,,,,,,,,,,,,,,,,,29s8wk0a2m66rebsfx1jfuuh,D. van den Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000629,23,1,1,2,10,2uuh2bir8ktof0uxfo06lb4ox,1,51.2,71.8,2023-01-27T19:01:30.509Z,2023-01-27T19:01:32Z,3996984417,213,0.7,3996984413,141,90.2,3996984407,56,Left,3996984409,140,65.9,3996984415,212,19.9,,,,,,,,,,29s8wk0a2m66rebsfx1jfuuh,D. van den Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000663,24,1,1,2,11,2uuh2bir8ktof0uxfo06lb4ox,1,65.9,90.2,2023-01-27T19:01:31.981Z,2023-01-27T19:01:34Z,3996984545,141,76.7,3996984549,213,4.1,3996984537,56,Center,3996984547,212,11.4,3996984541,140,59.5,,,,,,,,,,csecbdlw3sxstnebpiw91ezxm,S. Lagsir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000709,25,1,1,2,13,2uuh2bir8ktof0uxfo06lb4ox,1,58.6,74.1,2023-01-27T19:01:34.077Z,2023-01-27T19:01:37Z,3996984755,212,27.4,3996984753,141,34.3,3996984757,213,4.5,3996984749,56,Center,3996984751,140,54.3,,,,,,,,,,29s8wk0a2m66rebsfx1jfuuh,D. van den Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000737,26,1,1,2,16,2uuh2bir8ktof0uxfo06lb4ox,1,54.1,29.2,2023-01-27T19:01:37.293Z,2023-01-27T19:01:41Z,3996984869,141,8.3,3996984865,56,Right,3996984873,213,5.5,3996984871,212,20.1,3996984867,140,67.7,,,,,,,,,,idvh0ac1f8wv39640pyl4esp,S. Kersten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000759,27,1,1,2,20,2uuh2bir8ktof0uxfo06lb4ox,1,68.9,8.8,2023-01-27T19:01:41.134Z,2023-01-27T19:01:42Z,3996984965,140,58.0,3996984969,212,13.2,3996984963,56,Right,3996984967,141,18.6,3996984971,213,2.6,,,,,,,,,,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000803,28,1,1,2,22,2uuh2bir8ktof0uxfo06lb4ox,1,57.5,20.1,2023-01-27T19:01:42.814Z,2023-01-27T19:01:47Z,3996985171,212,15.7,3996985165,56,Center,3996985169,141,43.0,3996985173,213,1.7,3996985167,140,55.4,,,,,,,,,,idvh0ac1f8wv39640pyl4esp,S. Kersten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000813,29,1,1,2,26,2uuh2bir8ktof0uxfo06lb4ox,1,53.9,48.4,2023-01-27T19:01:47.470Z,2023-01-27T19:01:48Z,3996985215,213,1.7,3996985209,140,51.2,3996985207,56,Center,3996985213,212,20.7,3996985211,141,78.5,,,,,,,,,,dmrznrol8qp7yk53r6ajhnkt0,T. Beelen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000849,30,1,1,2,28,2uuh2bir8ktof0uxfo06lb4ox,1,51.2,78.5,2023-01-27T19:01:48.605Z,2023-01-27T19:01:52Z,3996985389,212,16.9,3996985385,140,62.9,3996985383,56,Left,3996985391,213,0.8,3996985387,141,95.6,,,,,,,,,,dse1rndtog4qn2mwv966vp6mt,B. van Hintum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000881,31,1,1,2,31,2uuh2bir8ktof0uxfo06lb4ox,1,64.7,93.3,2023-01-27T19:01:52.013Z,2023-01-27T19:01:54Z,3996985533,140,63.2,3996985537,212,12.1,3996985531,56,Center,3996985539,213,4.6,3996985535,141,75.6,,,,,,,,,,csecbdlw3sxstnebpiw91ezxm,S. Lagsir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000899,32,1,1,2,33,2uuh2bir8ktof0uxfo06lb4ox,1,64.3,74.8,2023-01-27T19:01:53.934Z,2023-01-27T19:01:55Z,3996985621,140,55.9,3996985627,213,2.7,3996985623,141,81.4,3996985619,56,Left,3996985625,212,9.9,,,,,,,,,,1rd0zzpp3dn0y7qtxwc57g7h1,R. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501000947,33,1,1,2,35,2uuh2bir8ktof0uxfo06lb4ox,1,55.9,81.4,2023-01-27T19:01:55.566Z,2023-01-27T19:01:58Z,3996985851,213,0.9,3996985843,56,Left,3996985845,140,62.0,3996985849,212,10.2,3996985847,141,93.0,,,,,,,,,,dse1rndtog4qn2mwv966vp6mt,B. van Hintum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501001019,34,1,1,2,38,2uuh2bir8ktof0uxfo06lb4ox,1,66.6,91.8,2023-01-27T19:01:58.685Z,2023-01-27T19:02:03Z,3996986127,141,96.6,3996986125,140,66.8,3996986129,212,3.3,3996986131,213,1.5,3996986123,56,Left,,,,,,,,,,csecbdlw3sxstnebpiw91ezxm,S. Lagsir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501001067,35,1,1,2,43,2uuh2bir8ktof0uxfo06lb4ox,1,66.6,95.7,2023-01-27T19:02:03.613Z,2023-01-27T19:02:07Z,3996986341,141,75.6,3996986333,56,Center,3996986343,212,13.8,3996986337,140,64.6,3996986345,213,4.6,,,,,,,,,,29s8wk0a2m66rebsfx1jfuuh,D. van den Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
