id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,assist,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2509766059,63,5,1,0,17,xcevba75jfkrg4s6tl89zl3y,1,84.6,-1.3,2023-02-19T11:17:26.715Z,2023-02-19T11:30:35Z,4043058141,56,Right,4043058147,233,5,4043058143,347,,,,,,,,,,,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509763957,7,1,1,0,35,xcevba75jfkrg4s6tl89zl3y,0,84,0,2023-02-19T11:17:44.897Z,2023-02-19T11:24:11Z,4043059147,107,,4043059149,1,,4043048245,213,1.4,4043048241,141,35.7,4043048239,140,88.4,4043048237,56,Center,4043048243,212,25.4,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509763969,6,12,1,0,38,7rmv5ns2rj7bn4otpkur0mx0x,1,11,53,2023-02-19T11:17:47.413Z,2023-02-19T11:17:49Z,4043048321,213,0.2,4043048315,140,24.8,4043048319,212,14.9,4043048313,56,Back,4043048317,141,57.8,,,,,,,,,,2yivr64anye4c0p62m16l78yc,S. Ouaissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509763971,7,1,1,0,40,7rmv5ns2rj7bn4otpkur0mx0x,0,25.1,58.5,2023-02-19T11:17:49.477Z,2023-02-19T11:17:50Z,4043048331,141,76.1,4043048335,213,1.0,4043048329,140,33.2,4043048327,56,Back,4043048333,212,14.7,,,,,,,,,,c9shc6t28oroqthopifjvg9ux,D. Vente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764009,8,1,1,0,41,xcevba75jfkrg4s6tl89zl3y,1,63.6,21.3,2023-02-19T11:17:50.449Z,2023-02-19T11:17:56Z,4043048487,213,2.3,4043048483,141,49.0,4043048481,140,48.6,4043048485,212,24.6,4043048479,56,Back,,,,,,,,,,969cpy2geokwer9gjapk7zj3e,R. Hillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764023,9,1,1,0,47,xcevba75jfkrg4s6tl89zl3y,1,46.7,49.6,2023-02-19T11:17:56.865Z,2023-02-19T12:10:20Z,4043048561,56,Left,4043048565,141,85.0,4043048567,212,29.1,4043048563,140,62.3,4043048569,213,1.0,,,,,,,,,,62ft9dfhds3wn0dv650d4gkph,X. Schenk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764031,10,1,1,0,49,xcevba75jfkrg4s6tl89zl3y,0,61.3,91.1,2023-02-19T11:17:58.337Z,2023-02-19T11:17:59Z,4043048619,155,,4043048623,140,83.2,4043048629,212,24.2,4043048625,141,100.0,4043048621,56,Left,4043048633,213,0.3,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764093,8,5,1,0,50,7rmv5ns2rj7bn4otpkur0mx0x,1,21.4,-1.8,2023-02-19T11:17:59.758Z,2023-02-19T11:30:35Z,4043048903,347,,4043048927,233,11,4043048901,56,Back,,,,,,,,,,,,,,,,c9shc6t28oroqthopifjvg9ux,D. Vente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764037,11,5,1,0,50,xcevba75jfkrg4s6tl89zl3y,0,78.6,101.8,2023-02-19T11:17:59.758Z,2023-02-19T11:18:10Z,4043048931,233,8,4043048649,347,,4043048647,56,Left,,,,,,,,,,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764113,9,1,1,1,0,7rmv5ns2rj7bn4otpkur0mx0x,0,25.9,0,2023-02-19T11:18:09.751Z,2023-02-19T11:18:11Z,4043049003,213,0.5,4043048995,56,Center,4043049001,212,44.8,4043049005,1,,4043048999,141,29.5,4043048993,107,,4043048997,140,63.5,,,,dsi2wezhn07auutl4wzckh6uh,B. Reith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764143,12,49,1,1,5,xcevba75jfkrg4s6tl89zl3y,1,39.4,69.4,2023-02-19T11:18:14.354Z,2023-02-19T11:18:14Z,,,,,,,,,,,,,,,,,,,,,,,,,62ft9dfhds3wn0dv650d4gkph,X. Schenk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764161,13,1,1,1,5,xcevba75jfkrg4s6tl89zl3y,1,39.4,69.4,2023-02-19T11:18:14.851Z,2023-02-19T11:18:16Z,4043049179,213,3.7,4043049173,140,19.3,4043049177,212,24.6,4043049175,141,50.9,4043049171,56,Back,,,,,,,,,,62ft9dfhds3wn0dv650d4gkph,X. Schenk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764185,14,1,1,1,7,xcevba75jfkrg4s6tl89zl3y,0,19.2,50.9,2023-02-19T11:18:16.834Z,2023-02-19T11:18:22Z,4043049303,212,60.8,4043049307,1,,4043049295,155,,4043049299,140,72.0,4043049301,141,14.3,4043049297,56,Right,4043049305,213,5.9,,,,cf70r39m2wgbijtw0co5t6yfp,H. Jurjus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764201,10,49,1,1,12,7rmv5ns2rj7bn4otpkur0mx0x,1,25.4,88.9,2023-02-19T11:18:21.621Z,2023-02-19T11:18:21Z,,,,,,,,,,,,,,,,,,,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764229,11,1,1,1,13,7rmv5ns2rj7bn4otpkur0mx0x,1,25.4,86.2,2023-02-19T11:18:22.725Z,2023-02-19T11:18:25Z,4043049491,141,60.3,4043049495,213,3.8,4043049489,140,4.1,4043049487,56,Back,4043049493,212,28.5,,,,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764249,12,1,1,1,16,7rmv5ns2rj7bn4otpkur0mx0x,1,7.9,61.2,2023-02-19T11:18:25.238Z,2023-02-19T11:18:28Z,4043049603,1,,4043049599,212,49.3,4043049593,56,Left,4043049597,141,90.0,4043049595,140,51.0,4043049591,157,,4043049601,213,0.4,,,,1ljgis575ujto4361ed15w0r9,M. Nicolas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764269,13,1,1,1,19,7rmv5ns2rj7bn4otpkur0mx0x,1,45.6,87.4,2023-02-19T11:18:28.533Z,2023-02-19T11:18:30Z,4043049667,213,2.2,4043049663,141,96.3,4043049659,56,Back,4043049665,212,7.4,4043049661,140,41.6,,,,,,,,,,2yivr64anye4c0p62m16l78yc,S. Ouaissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764291,14,1,1,1,21,7rmv5ns2rj7bn4otpkur0mx0x,1,41.2,87.8,2023-02-19T11:18:30.565Z,2023-02-19T11:18:33Z,4043049733,141,93.0,4043049737,213,2.9,4043049729,56,Back,4043049731,140,29.0,4043049735,212,13.3,,,,,,,,,,bzsoq42nf6sgdh9oe64n7rnfu,B. Limbombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764315,15,1,1,1,23,7rmv5ns2rj7bn4otpkur0mx0x,1,27.9,94.1,2023-02-19T11:18:32.884Z,2023-02-19T11:18:36Z,4043049869,212,15.4,4043049863,56,Back,4043049867,141,80.2,4043049865,140,16.3,4043049871,213,3.8,,,,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764343,16,1,1,1,27,7rmv5ns2rj7bn4otpkur0mx0x,1,13.4,70.8,2023-02-19T11:18:36.341Z,2023-02-19T11:18:38Z,4043049979,141,50.1,4043049977,140,4.5,4043049981,212,16.9,4043049983,213,4.1,4043049975,56,Back,,,,,,,,,,c9pmoa9m23jh5emy6w4olm3xm,X. Lambrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764389,17,1,1,1,29,7rmv5ns2rj7bn4otpkur0mx0x,1,5.8,43.1,2023-02-19T11:18:38.853Z,2023-02-19T11:18:44Z,4043050175,212,28.3,4043050171,140,18.7,4043050169,56,Back,4043050173,141,6.5,4043050177,213,5.2,,,,,,,,,,1ljgis575ujto4361ed15w0r9,M. Nicolas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764417,18,1,1,1,35,7rmv5ns2rj7bn4otpkur0mx0x,1,39.3,8.2,2023-02-19T11:18:44.405Z,2023-02-19T11:18:47Z,4043050275,213,0.6,4043050271,141,33.7,4043050269,140,65.2,4043050267,56,Center,4043050273,212,32.3,4043050277,1,,,,,,,,dsi2wezhn07auutl4wzckh6uh,B. Reith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764421,19,1,1,1,38,7rmv5ns2rj7bn4otpkur0mx0x,1,64.7,35.2,2023-02-19T11:18:47.348Z,2023-02-19T11:18:48Z,4043050297,141,47.0,4043050301,213,1.1,4043050299,212,9.0,4043050293,56,Center,4043050295,140,68.6,,,,,,,,,,bgzkdepav40x6focwuaf9qxre,R. Postema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764427,20,1,1,1,39,7rmv5ns2rj7bn4otpkur0mx0x,1,68.6,47,2023-02-19T11:18:48.085Z,2023-02-19T11:18:48Z,4043050323,140,62.8,4043050329,213,4.2,4043050327,212,11.5,4043050325,141,32.7,4043050321,56,Center,,,,,,,,,,c9shc6t28oroqthopifjvg9ux,D. Vente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764443,21,1,1,1,39,7rmv5ns2rj7bn4otpkur0mx0x,0,62.8,32.7,2023-02-19T11:18:48.821Z,2023-02-19T11:18:51Z,4043050401,213,1.3,4043050395,140,68.4,4043050399,212,20.8,4043050393,56,Center,4043050397,141,62.1,,,,,,,,,,bgzkdepav40x6focwuaf9qxre,R. Postema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764447,15,1,1,1,41,xcevba75jfkrg4s6tl89zl3y,1,30.4,36.9,2023-02-19T11:18:50.530Z,2023-02-19T11:18:53Z,4043050411,140,43.9,4043050415,212,32.7,4043050419,1,,4043050413,141,80.3,4043050409,56,Back,4043050417,213,1.1,4043050407,157,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764453,16,49,1,1,43,xcevba75jfkrg4s6tl89zl3y,1,44.4,79,2023-02-19T11:18:52.962Z,2023-02-19T11:18:53Z,,,,,,,,,,,,,,,,,,,,,,,,,ds0hd4ezvb5rw6l95rhbxtq1g,B. Önal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764471,17,1,1,1,45,xcevba75jfkrg4s6tl89zl3y,0,53.9,65.5,2023-02-19T11:18:54.530Z,2023-02-19T11:18:55Z,4043050505,141,51.5,4043050501,56,Center,4043050507,212,15.8,4043050503,140,65.9,4043050509,213,5.6,,,,,,,,,,ds0hd4ezvb5rw6l95rhbxtq1g,B. Önal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764483,22,8,1,1,48,7rmv5ns2rj7bn4otpkur0mx0x,1,32,63.1,2023-02-19T11:18:57.397Z,2023-02-19T11:18:57Z,4043050551,56,Back,,,,,,,,,,,,,,,,,,,,,,85rm5s7x9di62hw3l31y5w8o9,J. Schuurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764501,23,1,1,1,49,7rmv5ns2rj7bn4otpkur0mx0x,0,36.5,51.3,2023-02-19T11:18:58.515Z,2023-02-19T11:30:39Z,4043050635,236,,4043050623,140,37.3,4043050641,286,,4043050629,213,1.5,4043050627,212,7.5,4043050637,233,18,4043050625,141,62.3,4043050621,56,Back,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764495,18,74,1,1,49,xcevba75jfkrg4s6tl89zl3y,1,64.4,58.8,2023-02-19T11:18:58.516Z,2023-02-19T11:19:00Z,4043050591,285,,4043050651,233,23,4043050589,56,Center,,,,,,,,,,,,,,,,ds0hd4ezvb5rw6l95rhbxtq1g,B. Önal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764511,24,1,1,1,52,7rmv5ns2rj7bn4otpkur0mx0x,0,35,53.3,2023-02-19T11:19:01.061Z,2023-02-19T11:19:01Z,4043050695,212,10.5,4043050691,140,37.0,4043050693,141,68.4,4043050697,213,1.4,4043050689,56,Back,,,,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764533,19,1,1,1,53,xcevba75jfkrg4s6tl89zl3y,1,57.9,52.4,2023-02-19T11:19:02.258Z,2023-02-19T11:19:05Z,4043050783,1,,4043050775,140,72.2,4043050777,141,96.9,4043050779,212,33.8,4043050773,56,Left,4043050781,213,1.1,,,,,,,7b4jmfu1ejoeci2zmvwuejnys,P. Brittijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764559,20,4,1,1,56,xcevba75jfkrg4s6tl89zl3y,1,67.2,92.2,2023-02-19T11:19:05.155Z,2023-02-19T11:30:52Z,4043051005,233,25,4043050939,56,Left,4043050937,13,,4043050945,286,,4043050941,152,,4043071169,295,,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764557,25,4,1,1,56,7rmv5ns2rj7bn4otpkur0mx0x,0,32.8,7.8,2023-02-19T11:19:05.156Z,2023-02-19T11:19:15Z,4043050933,152,,4043050927,13,,4043050929,295,,4043050931,56,Back,4043051013,233,20,4043051003,285,,,,,,,,dsi2wezhn07auutl4wzckh6uh,B. Reith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764697,21,1,1,2,29,xcevba75jfkrg4s6tl89zl3y,0,78.3,93.5,2023-02-19T11:19:38.419Z,2023-02-19T11:19:40Z,4043051637,152,,4043051639,56,Center,4043051633,5,,4043051647,213,5.0,4043051643,141,56.3,4043051631,2,,4043051635,155,,4043051641,140,85.5,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,4043051645,212,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764713,26,12,1,2,32,7rmv5ns2rj7bn4otpkur0mx0x,1,12.8,41.9,2023-02-19T11:19:41.572Z,2023-02-19T11:19:54Z,4043051695,140,32.2,4043051701,213,0.8,4043051697,141,70.2,4043051699,212,28.0,4043051693,56,Back,,,,,,,,,,2yivr64anye4c0p62m16l78yc,S. Ouaissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764727,22,1,1,2,34,xcevba75jfkrg4s6tl89zl3y,1,73.4,50.1,2023-02-19T11:19:43.203Z,2023-02-19T11:19:47Z,4043051807,56,Right,4043051813,212,24.1,4043051809,140,75.9,4043051815,213,4.8,4043051811,141,14.9,,,,,,,,,,7flz5rsy2e31gbd8udiqg14gl,L. Kaak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764741,23,1,1,2,38,xcevba75jfkrg4s6tl89zl3y,0,75.9,14.9,2023-02-19T11:19:46.994Z,2023-02-19T11:19:48Z,4043051865,212,22.5,4043051861,140,84.7,4043051859,56,Center,4043051857,155,,4043051867,213,1.1,4043051863,141,45.1,4043051855,2,,,,,5curv1gquatwkxsin86fghvkk,C. Neghli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764769,27,12,1,2,40,7rmv5ns2rj7bn4otpkur0mx0x,1,12.6,64.5,2023-02-19T11:19:49.430Z,2023-02-19T11:19:54Z,4043051995,140,46.2,4043052001,213,0.3,4043051997,141,79.4,4043051993,56,Back,4043051999,212,36.7,,,,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764775,24,1,1,2,44,xcevba75jfkrg4s6tl89zl3y,1,52.1,51.3,2023-02-19T11:19:53.427Z,2023-02-19T11:19:55Z,4043052023,140,54.3,4043052029,213,4.8,4043052027,212,18.8,4043052021,56,Center,4043052025,141,23.9,,,,,,,,,,7b4jmfu1ejoeci2zmvwuejnys,P. Brittijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764823,25,1,1,2,46,xcevba75jfkrg4s6tl89zl3y,1,54.3,23.9,2023-02-19T11:19:55.091Z,2023-02-19T12:10:04Z,4043052193,212,12.2,4043052195,213,5.0,4043052191,141,7.0,4043052189,140,58.1,4043052187,56,Right,,,,,,,,,,7flz5rsy2e31gbd8udiqg14gl,L. Kaak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764855,26,1,1,2,51,xcevba75jfkrg4s6tl89zl3y,1,57.2,4.6,2023-02-19T11:20:00.547Z,2023-02-19T11:21:43Z,4043052325,212,28.5,4043052321,140,32.1,4043052323,141,20.4,4043052319,56,Back,4043052327,213,2.8,,,,,,,,,,5curv1gquatwkxsin86fghvkk,C. Neghli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764863,27,1,1,2,56,xcevba75jfkrg4s6tl89zl3y,1,31.7,20.7,2023-02-19T11:20:05.347Z,2023-02-19T12:10:03Z,4043052357,140,19.7,4043052359,141,68.4,4043052365,1,,4043052361,212,34.8,4043052355,56,Back,4043052363,213,1.9,,,,,,,7flz5rsy2e31gbd8udiqg14gl,L. Kaak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764875,28,1,1,2,57,xcevba75jfkrg4s6tl89zl3y,1,19.7,68.4,2023-02-19T11:20:06.883Z,2023-02-19T11:20:09Z,4043052401,140,36.6,4043052405,212,23.2,4043052399,56,Back,4043052407,213,0.7,4043052403,141,90.3,,,,,,,,,,cf70r39m2wgbijtw0co5t6yfp,H. Jurjus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509764915,29,1,1,3,1,xcevba75jfkrg4s6tl89zl3y,1,43.1,90.8,2023-02-19T11:20:10.115Z,2023-02-19T11:20:15Z,4043052573,141,61.8,4043052577,213,5.5,4043052569,56,Center,4043052575,212,28.4,4043052571,140,62.6,,,,,,,,,,ds0hd4ezvb5rw6l95rhbxtq1g,B. Önal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
