id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/8/value,assist,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value
2497627613,9,1,1,0,19,1fttb31hnskynpku8qd09yhm8,1,20.3,36.2,2023-01-15T11:17:18.685Z,2023-01-15T11:17:21Z,3979256599,213,4.7,3979256589,140,19.9,3979256587,56,Back,3979256593,141,20.8,3979256597,212,10.5,,,,,,,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,
2497627633,10,1,1,0,21,1fttb31hnskynpku8qd09yhm8,1,19.9,21.4,2023-01-15T11:17:21.069Z,2023-01-15T11:17:23Z,3979256721,56,Back,3979256723,140,15.5,3979256727,212,15.0,3979256725,141,42.4,3979256729,213,1.9,,,,,,,,,,dolfy51fw3jycb0cfhoecbo16,H. Akujobi,,,,,,,,,,,,,,,,,,,,,,,,,,
2497627655,11,1,1,0,24,1fttb31hnskynpku8qd09yhm8,0,15.5,42.4,2023-01-15T11:17:23.631Z,2023-01-15T11:17:27Z,3979256845,157,,3979256849,140,55.1,3979256855,213,6.1,3979256857,1,,3979256853,212,42.0,3979256851,141,34.1,3979256847,56,Center,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,
2497627659,3,44,1,0,27,bk5ltsueqmeng29eovd8m2tml,1,42,68.7,2023-01-15T11:17:26.977Z,2023-01-15T11:17:29Z,3979256879,285,,3979256963,233,12,3979256877,56,Back,,,,,,,,,,,,,,,,7isjog4r71ahzypnhq3ki9xp1,E. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,
2497627667,12,44,1,0,27,1fttb31hnskynpku8qd09yhm8,0,58,31.3,2023-01-15T11:17:26.978Z,2023-01-15T11:17:29Z,3979256967,233,3,3979256925,286,,3979256923,56,Center,,,,,,,,,,,,,,,,bs14utcyx2am6s46cuv52nf56,J. Hilterman,,,,,,,,,,,,,,,,,,,,,,,,,,
2497627669,4,1,1,0,28,bk5ltsueqmeng29eovd8m2tml,0,38.9,71.5,2023-01-15T11:17:27.457Z,2023-01-15T11:17:29Z,3979256927,3,,3979256935,212,15.6,3979256937,213,5.6,3979256929,56,Center,3979256933,141,57.5,3979256931,140,50.7,,,,,,,7isjog4r71ahzypnhq3ki9xp1,E. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,
2497627709,13,1,1,0,30,1fttb31hnskynpku8qd09yhm8,0,54,49.4,2023-01-15T11:17:30.303Z,2023-01-15T12:11:12Z,3979257103,56,Center,3979257107,141,38.9,3979257109,212,10.4,3979257101,3,,3979257111,213,5.5,3979257105,140,61.2,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,
2497627691,5,61,1,0,31,bk5ltsueqmeng29eovd8m2tml,1,45.3,58.8,2023-01-15T11:17:31.186Z,2023-01-15T11:17:31Z,3979257043,56,Back,,,,,,,,,,,,,,,,,,,,,,7isjog4r71ahzypnhq3ki9xp1,E. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,
2497627713,7,1,1,0,32,bk5ltsueqmeng29eovd8m2tml,1,37.6,57.5,2023-01-15T11:17:32.288Z,2023-01-15T12:06:23Z,3979257135,212,6.8,3979257131,140,43.7,3979257137,213,0.4,3979257129,56,Back,3979257133,141,61.0,,,,,,,,,,9najgqcaamqj0qtiicuq9hey,R. Meerveld,,,,,,,,,,,,,,,,,,,,,,,,,,
2497627703,6,49,1,0,33,bk5ltsueqmeng29eovd8m2tml,1,37.6,57.5,2023-01-15T11:17:33.161Z,2023-01-15T12:06:20Z,,,,,,,,,,,,,,,,,,,,,,,,,75o7fx1uwk6pavxbnqqx28y51,M. Verreth,,,,,,,,,,,,,,,,,,,,,,,,,,
2497627723,8,1,1,0,34,bk5ltsueqmeng29eovd8m2tml,1,43.7,61,2023-01-15T11:17:33.616Z,2023-01-15T11:17:35Z,3979257193,140,29.3,3979257197,212,26.1,3979257191,56,Back,3979257199,213,4.1,3979257195,141,29.7,,,,,,,,,,9najgqcaamqj0qtiicuq9hey,R. Meerveld,,,,,,,,,,,,,,,,,,,,,,,,,,
2497627743,9,1,1,0,35,bk5ltsueqmeng29eovd8m2tml,0,29.3,29.7,2023-01-15T11:17:35.137Z,2023-01-15T12:06:29Z,3979257289,212,62.3,3979257295,1,,3979257285,141,63.6,3979257279,155,,3979257283,140,84.4,3979257281,56,Center,3979257291,213,0.4,,,,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,
2497627757,14,52,1,0,39,1fttb31hnskynpku8qd09yhm8,1,11,41.5,2023-01-15T11:17:38.382Z,2023-01-15T11:17:38Z,,,,,,,,,,,,,,,,,,,,,,,,,6q72mpmc478hlf4f7ths9ez56,N. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,
2497627803,15,1,1,0,40,1fttb31hnskynpku8qd09yhm8,1,11.1,44.2,2023-01-15T11:17:39.983Z,2023-01-15T11:17:42Z,3979257609,140,25.2,3979257613,212,36.2,3979257635,287,,3979257617,1,,3979257607,56,Back,3979257615,213,1.1,3979257605,123,,3979257611,141,92.7,6q72mpmc478hlf4f7ths9ez56,N. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,
2497627829,16,1,1,0,44,1fttb31hnskynpku8qd09yhm8,1,28.7,94.5,2023-01-15T11:17:44.158Z,2023-01-15T11:17:45Z,3979257755,140,27.3,3979257753,56,Back,3979257757,141,81.3,3979257761,213,4.6,3979257759,212,9.1,,,,,,,,,,c46xp363o8m76eswzfmlsel4a,T. Poll,,,,,,,,,,,,,,,,,,,,,,,,,,
2497627843,17,1,1,0,46,1fttb31hnskynpku8qd09yhm8,1,27.3,81.3,2023-01-15T11:17:45.582Z,2023-01-15T11:17:48Z,3979257835,56,Back,3979257841,212,18.0,3979257839,141,83.0,3979257843,213,0.1,3979257837,140,44.4,,,,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,
2497627865,18,1,1,0,48,1fttb31hnskynpku8qd09yhm8,1,44.4,83,2023-01-15T11:17:47.934Z,2023-01-15T11:17:49Z,3979257935,213,2.0,3979257927,56,Back,3979257931,141,95.4,3979257929,140,40.5,3979257933,212,9.4,,,,,,,,,,dmtsvsqvdoqqtmrset0uz0and,Pascu,,,,,,,,,,,,,,,,,,,,,,,,,,
2497627879,19,1,1,0,50,1fttb31hnskynpku8qd09yhm8,1,40.5,95.4,2023-01-15T11:17:49.694Z,2023-01-15T11:17:51Z,3979258019,213,3.7,3979258009,140,32.5,3979258011,141,87.3,3979258017,212,10.0,3979258007,56,Back,,,,,,,,,,c46xp363o8m76eswzfmlsel4a,T. Poll,,,,,,,,,,,,,,,,,,,,,,,,,,
2497627905,20,1,1,0,52,1fttb31hnskynpku8qd09yhm8,1,33.4,85.8,2023-01-15T11:17:51.758Z,2023-01-15T11:17:54Z,3979258159,213,3.9,3979258153,140,22.6,3979258157,212,16.3,3979258155,141,68.6,3979258151,56,Back,,,,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,
2497627967,21,1,1,0,55,1fttb31hnskynpku8qd09yhm8,1,22.2,65.9,2023-01-15T11:17:54.815Z,2023-01-15T11:18:01Z,3979258475,140,5.0,3979258479,212,19.6,3979258481,213,3.5,3979258473,56,Back,3979258477,141,54.6,,,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,
2497627985,22,1,1,1,1,1fttb31hnskynpku8qd09yhm8,1,7.4,52.2,2023-01-15T11:18:01.327Z,2023-01-15T11:18:04Z,3979258573,212,23.2,3979258571,141,68.0,3979258567,56,Back,3979258575,213,0.5,3979258569,140,27.0,,,,,,,,,,6q72mpmc478hlf4f7ths9ez56,N. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,
2497628005,23,1,1,1,4,1fttb31hnskynpku8qd09yhm8,1,23.5,65.6,2023-01-15T11:18:04.111Z,2023-01-15T11:18:07Z,3979258683,56,Back,3979258687,141,43.1,3979258689,212,22.6,3979258691,213,3.9,3979258685,140,7.7,,,,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,
2497628051,24,1,1,1,7,1fttb31hnskynpku8qd09yhm8,1,8.6,43.1,2023-01-15T11:18:07.103Z,2023-01-15T11:18:11Z,3979258917,212,19.7,3979258913,140,4.6,3979258919,213,4.5,3979258911,56,Back,3979258915,141,14.8,,,,,,,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,
2497628065,25,1,1,1,11,1fttb31hnskynpku8qd09yhm8,1,10.4,15.7,2023-01-15T11:18:10.975Z,2023-01-15T11:18:13Z,3979259015,141,25.3,3979259011,56,Back,3979259019,213,0.3,3979259013,140,29.9,3979259017,212,21.5,,,,,,,,,,dolfy51fw3jycb0cfhoecbo16,H. Akujobi,,,,,,,,,,,,,,,,,,,,,,,,,,
2497628085,26,1,1,1,14,1fttb31hnskynpku8qd09yhm8,0,30.7,25,2023-01-15T11:18:13.567Z,2023-01-15T11:18:16Z,3979259127,140,30.9,3979259133,213,4.7,3979259129,141,0.0,3979259125,56,Back,3979259131,212,17.3,,,,,,,,,,a49001euf7xwpx5wodembjbo5,Álvaro Peña,,,,,,,,,,,,,,,,,,,,,,,,,,
2497628191,10,5,1,1,15,bk5ltsueqmeng29eovd8m2tml,1,65.4,101.2,2023-01-15T11:18:14.946Z,2023-01-15T11:18:34Z,3979259715,56,Left,3979259717,347,,3979259723,233,27,,,,,,,,,,,,,,,,47autoxmcbr5z7o6d8998esph,M. de Leeuw,,,,,,,,,,,,,,,,,,,,,,,,,,
2497628089,27,5,1,1,15,1fttb31hnskynpku8qd09yhm8,0,34.6,-1.2,2023-01-15T11:18:14.946Z,2023-01-15T11:31:07Z,3979259139,56,Back,3979259141,347,,3979259743,233,10,,,,,,,,,,,,,,,,a49001euf7xwpx5wodembjbo5,Álvaro Peña,,,,,,,,,,,,,,,,,,,,,,,,,,
2497628207,11,1,1,1,34,bk5ltsueqmeng29eovd8m2tml,1,61.6,100,2023-01-15T11:18:34.275Z,2023-01-15T12:06:47Z,3979259801,141,88.8,3979259805,212,15.1,3979259795,56,Left,3979259797,140,73.2,3979259807,213,5.6,3979259793,107,,,,,,,,ewnmiv6ew1d5cnuul715x4dzp,L. Woudenberg,,,,,,,,,,,,,,,,,,,,,,,,,,
2497628241,12,1,1,1,37,bk5ltsueqmeng29eovd8m2tml,0,73,88.3,2023-01-15T11:18:36.627Z,2023-01-15T12:06:57Z,3979259955,56,Left,3979259963,213,0.3,3979259961,212,14.6,3979259959,141,94.7,3979259953,3,,3979259957,140,86.3,,,,,,,47autoxmcbr5z7o6d8998esph,M. de Leeuw,,,,,,,,,,,,,,,,,,,,,,,,,,
2497628247,28,1,1,1,42,1fttb31hnskynpku8qd09yhm8,0,5.9,3.2,2023-01-15T11:18:41.600Z,2023-01-15T11:18:42Z,3979260001,141,0.0,3979259999,140,11.0,3979260007,1,,3979260003,212,6.3,3979259995,157,,3979259997,56,Back,3979260005,213,5.7,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,
2497628363,13,5,1,1,42,bk5ltsueqmeng29eovd8m2tml,1,87.9,101.8,2023-01-15T11:18:42.195Z,2023-01-15T11:18:56Z,3979260575,347,,3979260601,233,29,3979260573,56,Left,,,,,,,,,,,,,,,,ewnmiv6ew1d5cnuul715x4dzp,L. Woudenberg,,,,,,,,,,,,,,,,,,,,,,,,,,
2497628249,29,5,1,1,42,1fttb31hnskynpku8qd09yhm8,0,12.1,-1.8,2023-01-15T11:18:42.195Z,2023-01-15T11:31:08Z,3979260013,347,,3979260605,233,13,3979260011,56,Back,,,,,,,,,,,,,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,
2497628369,14,1,1,1,56,bk5ltsueqmeng29eovd8m2tml,0,75.5,100,2023-01-15T11:18:55.579Z,2023-01-15T12:10:55Z,3979260615,141,95.4,3979260611,56,Left,3979260619,213,5.8,3979260609,107,,3979260613,140,84.4,3979260617,212,10.4,,,,,,,ewnmiv6ew1d5cnuul715x4dzp,L. Woudenberg,,,,,,,,,,,,,,,,,,,,,,,,,,
2497628361,30,49,1,1,56,1fttb31hnskynpku8qd09yhm8,1,10.1,5.9,2023-01-15T11:18:56.257Z,2023-01-15T11:18:56Z,,,,,,,,,,,,,,,,,,,,,,,,,14csdlb8p0tnj6zqrs148ct1w,J. Ritmeester van de Kamp,,,,,,,,,,,,,,,,,,,,,,,,,,
2497628381,31,61,1,1,58,1fttb31hnskynpku8qd09yhm8,0,9.2,6.2,2023-01-15T11:18:58.146Z,2023-01-15T12:08:20Z,3979260679,56,Back,,,,,,,,,,,,,,,,,,,,,,14csdlb8p0tnj6zqrs148ct1w,J. Ritmeester van de Kamp,,,,,,,,,,,,,,,,,,,,,,,,,,
2497628405,15,1,1,1,59,bk5ltsueqmeng29eovd8m2tml,1,84.9,95.6,2023-01-15T11:18:58.676Z,2023-01-15T11:19:01Z,3979260801,141,88.8,3979260805,213,4.8,3979260797,56,Left,3979260803,212,4.7,3979260799,140,85.5,,,,,,,,,,9najgqcaamqj0qtiicuq9hey,R. Meerveld,,,,,,,,,,,,,,,,,,,,,,,,,,
2497628417,16,1,1,2,1,bk5ltsueqmeng29eovd8m2tml,0,86.8,90.7,2023-01-15T11:19:01.252Z,2023-01-15T11:19:02Z,3979260865,56,Left,3979260869,141,94.7,3979260871,212,11.1,3979260873,213,2.9,3979260867,140,76.6,,,,,,,,,,bw7s1zgz97p8szhn4shwkx2w9,E. Kabangu,,,,,,,,,,,,,,,,,,,,,,,,,,
2497628453,32,1,1,2,6,1fttb31hnskynpku8qd09yhm8,0,14.3,3.2,2023-01-15T11:19:05.377Z,2023-01-15T12:08:18Z,3979261029,213,0.6,3979261025,141,7.9,3979261023,140,19.0,3979261027,212,5.9,3979261021,56,Back,,,,,,,,,,dmtsvsqvdoqqtmrset0uz0and,Pascu,,,,,,,,,,,,,,,,,,,,,,,,,,
2497628449,17,8,1,2,6,bk5ltsueqmeng29eovd8m2tml,1,76.6,91,2023-01-15T11:19:05.460Z,2023-01-15T11:19:05Z,3979261003,56,Left,,,,,,,,,,,,,,,,,,,,,,9najgqcaamqj0qtiicuq9hey,R. Meerveld,,,,,,,,,,,,,,,,,,,,,,,,,,
2497628469,18,61,1,2,9,bk5ltsueqmeng29eovd8m2tml,1,61.7,68.8,2023-01-15T11:19:09.141Z,2023-01-15T12:08:23Z,3979382649,56,Center,,,,,,,,,,,,,,,,,,,,,,7dw3mexdcnel375y16vfl0g2y,J. Bosch,,,,,,,,,,,,,,,,,,,,,,,,,,
2497628477,19,49,1,2,11,bk5ltsueqmeng29eovd8m2tml,1,62.3,90.8,2023-01-15T11:19:10.453Z,2023-01-15T11:19:10Z,,,,,,,,,,,,,,,,,,,,,,,,,7isjog4r71ahzypnhq3ki9xp1,E. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,
2497628481,20,1,1,2,11,bk5ltsueqmeng29eovd8m2tml,1,62.3,90.8,2023-01-15T11:19:10.598Z,2023-01-15T11:19:11Z,3979261137,141,92.7,3979261133,56,Left,3979261139,212,7.3,3979261141,213,0.2,3979261135,140,69.1,,,,,,,,,,7isjog4r71ahzypnhq3ki9xp1,E. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,
2497628509,21,1,1,2,14,bk5ltsueqmeng29eovd8m2tml,1,70.1,93,2023-01-15T11:19:13.380Z,2023-01-15T12:08:31Z,3979261323,213,5.0,3979261317,140,71.3,3979261321,212,5.2,3979261315,56,Left,3979261319,141,85.6,,,,,,,,,,ewnmiv6ew1d5cnuul715x4dzp,L. Woudenberg,,,,,,,,,,,,,,,,,,,,,,,,,,
2497628521,22,1,1,2,16,bk5ltsueqmeng29eovd8m2tml,1,73.9,72.9,2023-01-15T11:19:16.356Z,2023-01-15T11:21:24Z,3979266739,154,,3979261397,212,15.8,3979261387,56,Center,3979261393,141,75.7,3979266735,210,15,3979261401,213,0.1,3979261391,140,88.8,,,,9najgqcaamqj0qtiicuq9hey,R. Meerveld,1,,,,,,,,,,,,,,,,,,,,,,,,,
2497628529,23,15,1,2,19,bk5ltsueqmeng29eovd8m2tml,1,91,68.7,2023-01-15T11:19:18.677Z,2023-01-15T11:21:25Z,3979266795,233,33,3979261435,22,,3979266765,328,,3979266767,146,95.2,3979266763,103,19,3979261437,64,,3979261439,56,Center,3979266769,147,59.6,bw7s1zgz97p8szhn4shwkx2w9,E. Kabangu,,3979266751,78,3979264535,72,3979266761,102,49.4,3979266753,29,3979266757,55,22,3979266755,154,,,,,,,,,,,
2497628525,33,10,1,2,19,1fttb31hnskynpku8qd09yhm8,1,2.4,42.6,2023-01-15T11:19:18.777Z,2023-01-15T12:08:14Z,3979261413,173,,3979382497,389,,3979261419,56,Back,3979264559,183,,3979266799,233,23,,,,,,,,,,6q72mpmc478hlf4f7ths9ez56,N. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,
2497628547,34,1,1,2,21,1fttb31hnskynpku8qd09yhm8,1,32.9,40.9,2023-01-15T11:19:21.154Z,2023-01-15T12:08:37Z,3979261565,56,Back,3979261573,213,3.5,3979261569,141,33.8,3979261567,140,21.6,3979261571,212,12.8,,,,,,,,,,dmtsvsqvdoqqtmrset0uz0and,Pascu,,,,,,,,,,,,,,,,,,,,,,,,,,
2497628565,35,1,1,2,24,1fttb31hnskynpku8qd09yhm8,1,21.6,33.8,2023-01-15T11:19:23.858Z,2023-01-15T12:09:00Z,3979261681,140,70.0,3979261683,141,70.4,3979261679,56,Center,3979261687,213,0.5,3979261685,212,56.6,3979261689,1,,3979261677,157,,,,,a49001euf7xwpx5wodembjbo5,Álvaro Peña,,,,,,,,,,,,,,,,,,,,,,,,,,
2497628583,36,49,1,2,29,1fttb31hnskynpku8qd09yhm8,1,71.1,89,2023-01-15T11:19:28.482Z,2023-01-15T11:19:28Z,,,,,,,,,,,,,,,,,,,,,,,,,bs14utcyx2am6s46cuv52nf56,J. Hilterman,,,,,,,,,,,,,,,,,,,,,,,,,,
2497628657,37,1,1,2,30,1fttb31hnskynpku8qd09yhm8,1,71.1,94.5,2023-01-15T11:19:29.858Z,2023-01-15T11:19:35Z,3979262101,56,Left,3979262105,141,88.5,3979262103,140,63.4,3979262107,212,9.1,3979262109,213,3.6,,,,,,,,,,bs14utcyx2am6s46cuv52nf56,J. Hilterman,,,,,,,,,,,,,,,,,,,,,,,,,,
