id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,qualifier/13/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/16/value
2481361323,5,1,1,0,13,59t7flioj4w4mpwnrwbm0m8ck,1,54.7,46.1,2022-11-04T19:03:20.522Z,2022-11-04T19:03:21Z,3893566681,213,2.7,3893566677,141,53.3,3893566679,212,12.2,3893566675,140,44.1,3893566673,56,Back,,,,,,,,,,5v3sd56kh9pmvzk6wczhs9o4q,V. Kotzebue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361373,6,1,1,0,14,59t7flioj4w4mpwnrwbm0m8ck,1,44.1,53.3,2022-11-04T19:03:21.787Z,2022-11-04T19:03:25Z,3893566925,56,Center,3893566933,213,0.4,3893566931,212,18.7,3893566927,140,60.8,3893566929,141,63.0,,,,,,,,,,89plvrt8pzppcclh4axvii0ru,A. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361395,7,1,1,0,18,59t7flioj4w4mpwnrwbm0m8ck,1,60.8,63,2022-11-04T19:03:25.275Z,2022-11-04T19:03:27Z,3893567055,213,1.6,3893567049,141,90.5,3893567053,212,18.7,3893567045,140,60.9,3893567043,56,Left,,,,,,,,,,2an4s7uuqa9a6sl7vutznc7o5,J. van der Sande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361413,8,1,1,0,19,59t7flioj4w4mpwnrwbm0m8ck,1,60.9,90.5,2022-11-04T19:03:26.907Z,2022-11-04T19:53:16Z,3893567123,56,Center,3893567125,140,57.0,3893567129,212,9.4,3893567127,141,78.1,3893567131,213,4.3,,,,,,,,,,7oo6h3pq8wv5rgp1dkaolrhg4,S. de Wijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361449,9,1,1,0,20,59t7flioj4w4mpwnrwbm0m8ck,1,57,78.1,2022-11-04T19:03:27.795Z,2022-11-04T19:03:30Z,3893567303,56,Back,3893567305,140,32.6,3893567309,212,25.7,3893567307,141,80.3,3893567311,213,3.1,,,,,,,,,,89plvrt8pzppcclh4axvii0ru,A. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361477,10,1,1,0,23,59t7flioj4w4mpwnrwbm0m8ck,1,34.2,76,2022-11-04T19:03:30.435Z,2022-11-04T19:53:20Z,3893567481,141,38.0,3893567483,212,25.9,3893567485,213,4.6,3893567479,140,32.4,3893567477,56,Back,,,,,,,,,,4mhahoh3a6rir882ug9hdb5nu,T. Velthuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361515,11,1,1,0,25,59t7flioj4w4mpwnrwbm0m8ck,1,33.6,37,2022-11-04T19:03:32.939Z,2022-11-04T19:53:23Z,3893567665,141,11.4,3893567663,140,40.5,3893567667,212,18.9,3893567669,213,5.1,3893567661,56,Back,,,,,,,,,,d5g7rl9a83vu3cyyzvu5yveqy,A. MacNulty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361549,12,1,1,0,28,59t7flioj4w4mpwnrwbm0m8ck,0,39.6,9.7,2022-11-04T19:03:35.971Z,2022-11-04T19:03:38Z,3893567875,213,0.3,3893567873,212,42.3,3893567867,56,Center,3893567869,140,77.9,3893567865,155,,3893567877,1,,3893567871,141,29.1,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361649,7,1,1,0,31,zjawy6qdzk3y69v5pa3zl2cb,1,21.3,80.3,2022-11-04T19:03:38.941Z,2022-11-04T19:03:45Z,3893568367,213,0.3,3893568361,140,45.7,3893568357,3,,3893568359,56,Back,3893568365,212,26.5,3893568363,141,90.3,,,,,,,1qqqigufis9zdf4mdqt6mgfl5,Ö. Aktaş,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361653,8,49,1,0,38,zjawy6qdzk3y69v5pa3zl2cb,1,45.7,90.3,2022-11-04T19:03:45.341Z,2022-11-04T21:08:47Z,,,,,,,,,,,,,,,,,,,,,,,,,da3d2iu2j4yb7q1ag063mu44q,J. Mulder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361667,9,1,1,0,38,zjawy6qdzk3y69v5pa3zl2cb,0,45.7,90.3,2022-11-04T19:03:45.662Z,2022-11-04T21:08:46Z,3893568449,141,71.8,3893568453,213,5.7,3893568455,1,,3893568447,140,63.4,3893568451,212,22.4,3893568443,157,,3893568445,56,Center,,,,da3d2iu2j4yb7q1ag063mu44q,J. Mulder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361707,13,1,1,0,38,59t7flioj4w4mpwnrwbm0m8ck,1,37.7,22.5,2022-11-04T19:03:45.890Z,2022-11-04T19:03:48Z,3893568651,213,0.7,3893568643,56,Back,3893568645,140,43.4,3893568649,212,7.8,3893568647,141,29.8,,,,,,,,,,d5g7rl9a83vu3cyyzvu5yveqy,A. MacNulty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361691,10,43,1,0,40,zjawy6qdzk3y69v5pa3zl2cb,1,0,0,2022-11-04T19:03:47.465Z,2022-11-04T19:53:40Z,3893568555,56,Center,3893767751,144,61,,,,,,,,,,,,,,,,,,,2pva2d9if0phol0efqnur68a2,C. Giousis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361717,14,61,1,0,40,59t7flioj4w4mpwnrwbm0m8ck,1,43.4,29.8,2022-11-04T19:03:47.916Z,2022-11-04T19:03:48Z,3893568687,56,Back,,,,,,,,,,,,,,,,,,,,,,89plvrt8pzppcclh4axvii0ru,A. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361733,15,49,1,0,42,59t7flioj4w4mpwnrwbm0m8ck,1,32.2,39.1,2022-11-04T19:03:49.436Z,2022-11-04T19:03:49Z,,,,,,,,,,,,,,,,,,,,,,,,,4mhahoh3a6rir882ug9hdb5nu,T. Velthuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361819,16,1,1,0,42,59t7flioj4w4mpwnrwbm0m8ck,1,32.2,39.1,2022-11-04T19:03:49.963Z,2022-11-04T19:03:55Z,3893569217,56,Back,3893569219,140,35.4,3893569221,141,71.5,3893569225,213,1.4,3893569223,212,22.3,,,,,,,,,,4mhahoh3a6rir882ug9hdb5nu,T. Velthuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361861,17,1,1,0,48,59t7flioj4w4mpwnrwbm0m8ck,1,39.6,85.3,2022-11-04T19:03:55.707Z,2022-11-04T19:03:58Z,3893569431,140,32.6,3893569437,213,4.3,3893569429,56,Back,3893569433,141,60.8,3893569435,212,18.2,,,,,,,,,,7oo6h3pq8wv5rgp1dkaolrhg4,S. de Wijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361913,18,1,1,0,51,59t7flioj4w4mpwnrwbm0m8ck,1,34.6,58.8,2022-11-04T19:03:58.195Z,2022-11-04T19:53:51Z,3893569719,56,Back,3893569723,141,9.8,3893569725,212,33.9,3893569721,140,40.6,3893569729,1,,3893569727,213,4.9,,,,,,,4mhahoh3a6rir882ug9hdb5nu,T. Velthuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361935,19,1,1,0,56,59t7flioj4w4mpwnrwbm0m8ck,1,50.6,11.3,2022-11-04T19:04:04.067Z,2022-11-04T19:04:06Z,3893569863,140,73.1,3893569865,141,11.3,3893569871,213,0,3893569861,56,Right,3893569867,212,23.6,,,,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361953,20,1,1,0,59,59t7flioj4w4mpwnrwbm0m8ck,1,73.1,11.3,2022-11-04T19:04:06.604Z,2022-11-04T19:54:00Z,3893569957,212,4.9,3893569959,213,5.0,3893569951,140,74.6,3893569955,141,4.4,3893569947,56,Right,,,,,,,,,,3xza88l7s8dlki9kleqwz2puy,S. Agougil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361985,21,1,1,1,0,59t7flioj4w4mpwnrwbm0m8ck,1,74.5,5.8,2022-11-04T19:04:08.115Z,2022-11-04T19:04:10Z,3893570111,212,4.9,3893570107,140,69.9,3893570109,141,7.3,3893570105,56,Right,3893570113,213,2.9,,,,,,,,,,5v3sd56kh9pmvzk6wczhs9o4q,V. Kotzebue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481362009,22,1,1,1,3,59t7flioj4w4mpwnrwbm0m8ck,1,69.9,7.3,2022-11-04T19:04:10.251Z,2022-11-04T19:54:08Z,3893570229,141,8.5,3893570227,140,61.1,3893570231,212,9.3,3893570233,213,3.1,3893570225,56,Right,,,,,,,,,,3xza88l7s8dlki9kleqwz2puy,S. Agougil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481362029,23,1,1,1,4,59t7flioj4w4mpwnrwbm0m8ck,1,61.1,8.5,2022-11-04T19:04:11.859Z,2022-11-04T19:04:14Z,3893570323,213,2.7,3893570321,212,23.8,3893570315,56,Back,3893570319,141,24.1,3893570317,140,40.8,,,,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481362073,24,1,1,1,6,59t7flioj4w4mpwnrwbm0m8ck,1,40.8,24.1,2022-11-04T19:04:13.916Z,2022-11-04T19:04:18Z,3893570535,1,,3893570523,140,39.9,3893570525,141,79.6,3893570521,56,Back,3893570529,212,37.8,3893570531,213,1.6,,,,,,,d5g7rl9a83vu3cyyzvu5yveqy,A. MacNulty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481362077,25,61,1,1,10,59t7flioj4w4mpwnrwbm0m8ck,0,40.2,79.7,2022-11-04T19:04:17.787Z,2022-11-04T19:54:10Z,3893570549,56,Back,,,,,,,,,,,,,,,,,,,,,,7oo6h3pq8wv5rgp1dkaolrhg4,S. de Wijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481362067,11,49,1,1,11,zjawy6qdzk3y69v5pa3zl2cb,1,62.5,2.8,2022-11-04T19:04:18.316Z,2022-11-04T19:04:18Z,,,,,,,,,,,,,,,,,,,,,,,,,2pva2d9if0phol0efqnur68a2,C. Giousis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481362183,12,1,1,1,18,zjawy6qdzk3y69v5pa3zl2cb,1,70.1,11,2022-11-04T19:04:25.214Z,2022-11-04T19:04:28Z,3893571127,212,22.2,3893571129,213,1.9,3893571121,56,Center,3893571125,141,41.8,3893571123,140,63.0,,,,,,,,,,2pva2d9if0phol0efqnur68a2,C. Giousis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481362219,13,1,1,1,21,zjawy6qdzk3y69v5pa3zl2cb,1,63.8,45.1,2022-11-04T19:04:28.237Z,2022-11-04T19:04:30Z,3893571297,56,Center,3893571299,140,59.0,3893571301,141,76.4,3893571303,212,21.9,3893571305,213,1.8,,,,,,,,,,m10ml783dkbr4i0fpb06cm3t,A. Najah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481362225,14,1,1,1,23,zjawy6qdzk3y69v5pa3zl2cb,1,60.2,82,2022-11-04T19:04:30.684Z,2022-11-04T19:55:55Z,3893571341,212,12.9,3893571343,213,0.7,3893571335,56,Left,3893571337,140,69.8,3893571339,141,93.9,,,,,,,,,,46oot98163lb6atyes4j0mup5,D. Blackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481362277,15,1,1,1,26,zjawy6qdzk3y69v5pa3zl2cb,0,70.7,94.8,2022-11-04T19:04:33.365Z,2022-11-04T21:08:44Z,3893571591,141,89.3,3893571587,56,Left,3893571595,213,4.2,3893571593,212,4.2,3893571589,140,68.9,,,,,,,,,,da3d2iu2j4yb7q1ag063mu44q,J. Mulder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481362355,27,61,1,1,27,59t7flioj4w4mpwnrwbm0m8ck,1,31.1,7.1,2022-11-04T19:04:34.261Z,2022-11-04T19:55:30Z,3893771133,56,Back,,,,,,,,,,,,,,,,,,,,,,5v3sd56kh9pmvzk6wczhs9o4q,V. Kotzebue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481399541,507,50,1,1,27,59t7flioj4w4mpwnrwbm0m8ck,1,32.8,18.6,2022-11-04T19:04:35.168Z,2022-11-04T19:55:29Z,3893771611,285,,3893771645,233,365,3893771511,56,Back,,,,,,,,,,,,,,,,3xza88l7s8dlki9kleqwz2puy,S. Agougil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481399489,365,7,1,1,28,zjawy6qdzk3y69v5pa3zl2cb,1,67.2,81.4,2022-11-04T19:04:35.169Z,2022-11-04T19:55:29Z,3893771627,286,,3893771251,56,Left,3893771517,233,507,,,,,,,,,,,,,,,,a49duk4f5m5zmyvwht0ikal05,T. Overtoom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481362321,26,49,1,1,31,59t7flioj4w4mpwnrwbm0m8ck,1,35.4,12.3,2022-11-04T19:04:38.363Z,2022-11-04T19:04:38Z,,,,,,,,,,,,,,,,,,,,,,,,,5v3sd56kh9pmvzk6wczhs9o4q,V. Kotzebue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481362389,28,1,1,1,33,59t7flioj4w4mpwnrwbm0m8ck,1,39.8,14,2022-11-04T19:04:41.020Z,2022-11-04T19:04:44Z,3893572131,141,3.4,3893572127,56,Back,3893572133,212,10.8,3893572135,213,5.6,3893572129,140,47.5,,,,,,,,,,5v3sd56kh9pmvzk6wczhs9o4q,V. Kotzebue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481362403,29,1,1,1,37,59t7flioj4w4mpwnrwbm0m8ck,0,47.5,3.4,2022-11-04T19:04:44.284Z,2022-11-04T19:55:35Z,3893572211,213,1.0,3893572207,141,65.8,3893572209,212,51.0,3893572201,196,,3893572205,140,74.5,3893572203,56,Center,3893572213,1,,3893572199,155,,3xza88l7s8dlki9kleqwz2puy,S. Agougil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481362427,16,1,1,1,38,zjawy6qdzk3y69v5pa3zl2cb,1,27.2,33.7,2022-11-04T19:04:45.741Z,2022-11-04T19:55:41Z,3893572321,141,44.0,3893572323,212,30.0,3893572325,213,0.2,3893572319,140,55.0,3893572317,56,Center,3893572315,3,,,,,,,,476jyuzjm08o0d5g3t4nh1cyd,M. Apau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481362429,17,49,1,1,40,zjawy6qdzk3y69v5pa3zl2cb,1,55,44,2022-11-04T19:04:47.613Z,2022-11-04T19:55:52Z,,,,,,,,,,,,,,,,,,,,,,,,,2pva2d9if0phol0efqnur68a2,C. Giousis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481362485,18,4,1,1,43,zjawy6qdzk3y69v5pa3zl2cb,1,54.6,43.2,2022-11-04T19:04:51.052Z,2022-11-04T20:01:48Z,3893572645,286,,3893572643,265,,3893572641,152,,3893788147,233,30,3893572637,13,,3893572639,56,Center,,,,,,,2pva2d9if0phol0efqnur68a2,C. Giousis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481362551,30,4,1,1,43,59t7flioj4w4mpwnrwbm0m8ck,0,45.4,56.8,2022-11-04T19:04:51.053Z,2022-11-04T20:01:48Z,3893572975,56,Back,3893572973,13,,3893788163,233,18,3893572981,285,,3893572977,152,,3893572979,265,,,,,,,,5gunbyh0bjzutryox97ihxot1,J. Vet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481362577,19,1,1,1,49,zjawy6qdzk3y69v5pa3zl2cb,1,56.4,42.2,2022-11-04T19:04:56.972Z,2022-11-04T19:05:00Z,3893573103,56,Right,3893573105,140,63.4,3893573111,213,5.0,3893573101,152,,3893573109,212,25.6,3893573107,141,6.2,3893573099,5,,,,,2pva2d9if0phol0efqnur68a2,C. Giousis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481362581,20,3,1,1,53,zjawy6qdzk3y69v5pa3zl2cb,0,72.4,10,2022-11-04T19:05:00.316Z,2022-11-04T21:08:35Z,3893573121,56,Right,3893573237,233,31,3893573123,286,,,,,,,,,,,,,,,,,88vryegnhss2q5xz8aoj2phey,J. Kruiver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481362601,31,7,1,1,53,59t7flioj4w4mpwnrwbm0m8ck,0,27.6,90,2022-11-04T19:05:00.317Z,2022-11-04T19:05:02Z,3893573229,233,20,3893573197,285,,3893573193,56,Back,,,,,,,,,,,,,,,,7oo6h3pq8wv5rgp1dkaolrhg4,S. de Wijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481362649,21,1,1,1,56,zjawy6qdzk3y69v5pa3zl2cb,1,64.4,13.2,2022-11-04T19:05:03.981Z,2022-11-04T19:05:05Z,3893573451,141,10.4,3893573447,56,Right,3893573455,213,3.6,3893573449,140,60.3,3893573453,212,4.7,,,,,,,,,,61wt62anweh75oguqg0vbozu2,A. Bensabouh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481362665,22,1,1,1,58,zjawy6qdzk3y69v5pa3zl2cb,1,57.9,13.2,2022-11-04T19:05:05.837Z,2022-11-04T21:08:30Z,3893573525,140,40.0,3893573535,213,2.9,3893573529,141,20.4,3893573521,56,Back,3893573533,212,19.4,,,,,,,,,,88vryegnhss2q5xz8aoj2phey,J. Kruiver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481362717,23,1,1,2,1,zjawy6qdzk3y69v5pa3zl2cb,1,38.7,19.8,2022-11-04T19:05:08.828Z,2022-11-04T19:08:36Z,3893573771,140,48.6,3893573777,213,0.6,3893573773,141,30.3,3893573775,212,12.6,3893573769,56,Back,,,,,,,,,,476jyuzjm08o0d5g3t4nh1cyd,M. Apau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481362791,24,1,1,2,3,zjawy6qdzk3y69v5pa3zl2cb,1,48.5,31.3,2022-11-04T19:05:10.364Z,2022-11-04T19:05:15Z,3893574225,140,33.6,3893574223,56,Back,3893574227,141,49.6,3893574229,212,20.0,3893574231,213,2.5,,,,,,,,,,m10ml783dkbr4i0fpb06cm3t,A. Najah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481362845,25,1,1,2,8,zjawy6qdzk3y69v5pa3zl2cb,1,40.7,71.5,2022-11-04T19:05:15.773Z,2022-11-04T19:05:21Z,3893574521,213,1.4,3893574519,212,17.8,3893574517,141,97.2,3893574513,56,Back,3893574515,140,43.7,,,,,,,,,,1qqqigufis9zdf4mdqt6mgfl5,Ö. Aktaş,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
