id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/9/value,keyPass,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/15/value
2449940129,1,34,16,0,0,1fttb31hnskynpku8qd09yhm8,1,0,0,2022-08-22T17:13:12.197Z,2022-08-22T17:59:39Z,3726674913,130,8,3726674907,30,"6q72mpmc478hlf4f7ths9ez56, dolfy51fw3jycb0cfhoecbo16, 124bbojic7k5medlvgvxmcm39, d1dq7upxtawnps3wljz6wf9jo, 6ylzm57bvpufg3cenadtv7qhh, 9jofs3271wn4cwlkj9hfay7vu, 63h1tm6at6eqbicao9ro3y8h6, 5b7rnpnnllz8qdc6fx2c5mzje, bs14utcyx2am6s46cuv52nf56, ccmmsnrfn58gwi1petlp08f3e, f1as17wqpj44gihtvw936lofd, evz953s9rvki1w9c3hsljss7p, cx3fqj7odbuc6i0kppcie4jmy, c46xp363o8m76eswzfmlsel4a, ab8p14hbfeph28j3ig36nzob9, ebnm8xj9pggemio5qay9pcc0l, dmtsvsqvdoqqtmrset0uz0and, 2c8alz6gmphvy6aqpgykva0yy, 9vu68zcajmrqmkkchmpdrebu2, bd4rr8l425ard803x39ju1ppm, 4qcx1ql4jxov8vncghnqud5d6, 14csdlb8p0tnj6zqrs148ct1w, a59aos4xq3vklv2joqa09axre",3726674909,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3726674919,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3726674911,59,"1, 20, 23, 28, 4, 22, 37, 36, 9, 10, 21, 40, 3, 5, 6, 7, 14, 19, 26, 32, 34, 39, 46",3726753235,197,2358,3726674917,194,6ylzm57bvpufg3cenadtv7qhh,3726674915,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449942721,1,34,16,0,0,1wyg1tunyt7go9tnjea1hjqxb,1,0,0,2022-08-22T17:20:32.387Z,2022-08-22T17:59:38Z,3726689163,130,4,3726689157,30,"b7owk879trwk2tu8ud574xq3u, 30uqa3kfm23ickjssfhmwgdm1, b4vrfh7z9qt9e5gdpkajrqolw, 3dx91sb6ktg8z1xmoti25kru, 9lixevzo8exxiia17altfw8ic, 6zzcoo9k4ebqtlux49rbb5fro, 9v7zwguzazofzafwg3qevdo4q, d29ahwtvs7ls75wdtkf7xr8tm, 51f3vubki4or5vaft5tromn3e, 19wuvqpmewphgvsfzi4yjl756, a3pwwwba6td400zwqjpbf6pnu, 7s2zxbtepa7dgr8yl0s48afpw, cdlnfuy9piyga0wud4nrucvtg, 8i6cjao5lwxzaomilei61kbxm, 8o2iv0qhfft5pgzm75ckuo0es, 685wka5xc8na423mirotcu238, 7ug3a0z74dj7qlq4jbtn1kutw, b1h2eiqxic31ioxbs1zjd709g, cwu5itv65s8p6zsalk3np4ic, 4nchc9z4464uhu3vveo0p73f8, cs49ec8y6cubrlo5nmu3j3jtg",3726689165,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3726689167,194,9v7zwguzazofzafwg3qevdo4q,3726689159,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3726689169,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3726689161,59,"1, 2, 5, 6, 3, 4, 10, 8, 9, 7, 11, 14, 21, 22, 19, 17, 16, 12, 20, 15, 18",3726753185,197,8653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449954085,2,32,1,0,0,1wyg1tunyt7go9tnjea1hjqxb,1,0,0,2022-08-22T18:01:50.668Z,2022-08-22T18:01:52Z,3726756169,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449954045,2,32,1,0,0,1fttb31hnskynpku8qd09yhm8,1,0,0,2022-08-22T18:01:50.668Z,2022-08-22T18:01:51Z,3726755937,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449954109,3,1,1,0,0,1fttb31hnskynpku8qd09yhm8,1,50.6,50.1,2022-08-22T18:01:50.768Z,2022-08-22T18:01:55Z,3726756281,56,Back,3726756289,213,3.4,3726756285,141,39.7,3726756287,212,25.3,3726756283,140,27.5,3726756291,279,S,,,,,,,ccmmsnrfn58gwi1petlp08f3e,L. Duijvestijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449954125,4,1,1,0,5,1fttb31hnskynpku8qd09yhm8,0,29.2,39.2,2022-08-22T18:01:55.787Z,2022-08-22T18:01:57Z,3726756393,56,Center,3726756403,1,,3726756399,212,58.8,3726756391,155,,3726756401,213,0.4,3726756397,141,75.3,3726756395,140,80.1,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449954129,3,8,1,0,7,1wyg1tunyt7go9tnjea1hjqxb,1,22.4,23.9,2022-08-22T18:01:58.221Z,2022-08-22T18:02:07Z,3726756421,56,Back,3726756425,15,,,,,,,,,,,,,,,,,,,,3dx91sb6ktg8z1xmoti25kru,P. Koopmeiners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449954143,4,43,1,0,10,1wyg1tunyt7go9tnjea1hjqxb,1,0,0,2022-08-22T18:02:01.202Z,2022-08-22T18:55:32Z,3726756469,56,Back,3726890661,144,61,,,,,,,,,,,,,,,,,,,3dx91sb6ktg8z1xmoti25kru,P. Koopmeiners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449954161,5,49,1,0,11,1wyg1tunyt7go9tnjea1hjqxb,1,14.8,14,2022-08-22T18:02:02.612Z,2022-08-22T18:49:58Z,,,,,,,,,,,,,,,,,,,,,,,,,30uqa3kfm23ickjssfhmwgdm1,R. Lathouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449954175,6,1,1,0,12,1wyg1tunyt7go9tnjea1hjqxb,0,14.8,14,2022-08-22T18:02:02.907Z,2022-08-22T18:49:56Z,3726756617,56,Right,3726756619,140,65.9,3726756623,212,54.7,3726756627,1,,3726756625,213,6.1,3726756621,141,0.0,3726879495,157,,,,,30uqa3kfm23ickjssfhmwgdm1,R. Lathouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
