id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2486385071,1,34,16,0,0,1wyg1tunyt7go9tnjea1hjqxb,1,0,0,2022-11-17T19:18:54.847Z,2022-11-17T20:06:23Z,3919841377,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3919841375,130,8,3919858281,197,8653,3919841369,30,"b7owk879trwk2tu8ud574xq3u, b8k8uynw043b6q9xm0lfzszmy, 30uqa3kfm23ickjssfhmwgdm1, d29ahwtvs7ls75wdtkf7xr8tm, 9lixevzo8exxiia17altfw8ic, b4vrfh7z9qt9e5gdpkajrqolw, b2ibeioms7t9vb3au7tpqys4p, 9v7zwguzazofzafwg3qevdo4q, ab17bik4y8ilv3ahe50a81ixg, 19wuvqpmewphgvsfzi4yjl756, a3pwwwba6td400zwqjpbf6pnu, cdlnfuy9piyga0wud4nrucvtg, 8i6cjao5lwxzaomilei61kbxm, 8o2iv0qhfft5pgzm75ckuo0es, 7s2zxbtepa7dgr8yl0s48afpw, 685wka5xc8na423mirotcu238, 7ug3a0z74dj7qlq4jbtn1kutw, cwu5itv65s8p6zsalk3np4ic, b1h2eiqxic31ioxbs1zjd709g, 9nrajqcpld6bcowgarf1zr0iy, cs49ec8y6cubrlo5nmu3j3jtg",3919841379,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3919858279,194,30uqa3kfm23ickjssfhmwgdm1,3919841371,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3919841373,59,"1, 2, 5, 6, 3, 4, 7, 8, 9, 10, 11, 17, 21, 19, 12, 20, 16, 22, 14, 15, 18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486385317,1,34,16,0,0,6lzy9iiqoysvtdsgx719fng9n,1,0,0,2022-11-17T19:20:28.260Z,2022-11-17T20:00:07Z,3919842781,59,"1, 2, 5, 6, 3, 4, 8, 10, 9, 7, 11, 16, 15, 17, 19, 18, 12, 21, 20",3919842789,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3919842783,130,4,3919842779,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",3919842777,30,"68hoounwudpjrr2wmovkyvswk, 1x6fhuy49w4rpnyavwotbf504, bgydmtsi0ngn9k56apo29v0no, 9pox9siobczxr9fv3fvvx3h1w, a7vlgirln231n3dqjhb72o0es, 3z9bdfblis9tl3e1uo7e72h62, b8ixf31bdyfqqcwoy4ulai73e, 2zkaf848fjcdhuii8783pkm7e, 80i3boeh7f1ghu4ka7r66izje, alfx6xxo38q6hmydbcr0rw67e, 9nix5y8xcj34ps62r34udtqwa, 6m0pdqqontm1tfxayxku0kv3e, dlgqk5qe96gaxeq8vu4dozyms, 31v89l4k38v1wpisz7xhkq38, 13k94iyejsdn4e51jx32rb23u, baghnvel8qsn5k9s79jiyldnu, ed0pwegj0n6iwb6oa52obcsgk, cz1z8lwylayy1u7ixprtnubu2, 99u6g0ylhiyfknlf015xrz8r8",3919842785,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3919842787,194,b8ixf31bdyfqqcwoy4ulai73e,3919857891,197,2829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486388905,2,32,1,0,0,6lzy9iiqoysvtdsgx719fng9n,1,0,0,2022-11-17T20:02:31.864Z,2022-11-17T20:02:34Z,3919859403,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486388903,2,32,1,0,0,1wyg1tunyt7go9tnjea1hjqxb,1,0,0,2022-11-17T20:02:31.864Z,2022-11-17T20:02:32Z,3919859401,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486388909,3,1,1,0,1,6lzy9iiqoysvtdsgx719fng9n,1,50.1,50.7,2022-11-17T20:02:32.964Z,2022-11-17T20:57:28Z,3919859423,212,20.0,3919859421,141,53.2,3919859419,140,31.1,3919859425,213,3.1,3919859417,56,Back,3919859427,279,S,,,,,,,9nix5y8xcj34ps62r34udtqwa,K. Hlynsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486388915,4,1,1,0,2,6lzy9iiqoysvtdsgx719fng9n,1,31.6,59.7,2022-11-17T20:02:34.500Z,2022-11-17T20:02:37Z,3919859439,141,14.8,3919859443,213,4.8,3919859441,212,30.6,3919859435,56,Back,3919859437,140,34.0,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486388921,5,1,1,0,5,6lzy9iiqoysvtdsgx719fng9n,1,33.1,13.7,2022-11-17T20:02:37.141Z,2022-11-17T20:02:39Z,3919859473,213,2.1,3919859471,212,13.0,3919859467,140,27.2,3919859465,56,Back,3919859469,141,30.5,,,,,,,,,,1x6fhuy49w4rpnyavwotbf504,T. Gooijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486388929,6,1,1,0,7,6lzy9iiqoysvtdsgx719fng9n,1,27.2,30.7,2022-11-17T20:02:39.828Z,2022-11-17T20:02:45Z,3919859507,141,65.3,3919859511,213,1.5,3919859505,140,28.9,3919859503,56,Back,3919859509,212,23.6,,,,,,,,,,a7vlgirln231n3dqjhb72o0es,O. Aertssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486388931,7,1,1,0,13,6lzy9iiqoysvtdsgx719fng9n,1,29.4,66.9,2022-11-17T20:02:45.333Z,2022-11-17T20:02:48Z,3919859525,212,21.4,3919859527,213,4.7,3919859521,140,29.6,3919859523,141,35.5,3919859519,56,Back,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486388939,8,1,1,0,16,6lzy9iiqoysvtdsgx719fng9n,1,29.8,32.6,2022-11-17T20:02:48.357Z,2022-11-17T20:02:50Z,3919859557,141,4.7,3919859555,140,54.9,3919859553,56,Right,3919859559,212,32.5,3919859563,1,,3919859561,213,5.7,,,,,,,a7vlgirln231n3dqjhb72o0es,O. Aertssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
