id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/10/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/13/value
2480103823,6,1,1,0,11,bk5ltsueqmeng29eovd8m2tml,1,47.6,71.4,2022-10-31T19:02:02.225Z,2022-10-31T19:02:04Z,3887032763,140,61.9,3887032765,141,61.1,3887032769,213,5.8,3887032767,212,16.6,3887032761,56,Center,,,,,,,,,,1l34qvjvar8qec3kbrg4rew2d,Pol Llonch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480103825,7,50,1,0,13,bk5ltsueqmeng29eovd8m2tml,1,59,60.1,2022-10-31T19:02:04.711Z,2022-10-31T19:02:22Z,3887032829,233,6,3887032783,286,,3887032781,56,Center,,,,,,,,,,,,,,,,47autoxmcbr5z7o6d8998esph,M. de Leeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480103829,6,7,1,0,13,6lzy9iiqoysvtdsgx719fng9n,1,41,39.9,2022-10-31T19:02:04.712Z,2022-10-31T19:02:08Z,3887032815,56,Back,3887032817,285,,3887032821,233,7,,,,,,,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480103831,7,49,1,0,16,6lzy9iiqoysvtdsgx719fng9n,1,48.4,69.2,2022-10-31T19:02:07.616Z,2022-10-31T19:02:07Z,,,,,,,,,,,,,,,,,,,,,,,,,dlgqk5qe96gaxeq8vu4dozyms,G. Misehouy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480103869,8,1,1,0,23,6lzy9iiqoysvtdsgx719fng9n,1,74.1,83.7,2022-10-31T19:02:14.833Z,2022-10-31T19:02:18Z,3887032987,140,64.0,3887032993,213,2.9,3887032985,56,Left,3887032991,212,10.9,3887032989,141,87.2,,,,,,,,,,dlgqk5qe96gaxeq8vu4dozyms,G. Misehouy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480103877,9,1,1,0,27,6lzy9iiqoysvtdsgx719fng9n,1,61.7,81.9,2022-10-31T19:02:18.136Z,2022-10-31T19:02:20Z,3887033037,141,69.6,3887033033,56,Back,3887033035,140,45.9,3887033041,213,3.6,3887033039,212,18.6,,,,,,,,,,b8ixf31bdyfqqcwoy4ulai73e,K. Fitz-Jim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480103883,10,1,1,0,29,6lzy9iiqoysvtdsgx719fng9n,1,44.7,67.1,2022-10-31T19:02:20.400Z,2022-10-31T19:02:23Z,3887033061,56,Back,3887033067,212,24.4,3887033069,213,4.5,3887033063,140,39.0,3887033065,141,32.3,,,,,,,,,,5hkkwzs8wgjj94vfe922nvthw,M. Milovanovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480103895,11,1,1,0,32,6lzy9iiqoysvtdsgx719fng9n,1,37.8,33.5,2022-10-31T19:02:23.857Z,2022-10-31T19:02:27Z,3887033155,213,1.9,3887033147,56,Back,3887033153,212,21.6,3887033151,141,63.9,3887033149,140,31.8,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480103899,12,1,1,0,36,6lzy9iiqoysvtdsgx719fng9n,1,28.7,60,2022-10-31T19:02:27.504Z,2022-10-31T19:02:29Z,3887033177,141,46.3,3887033175,140,32.8,3887033173,56,Back,3887033179,212,10.3,3887033181,213,5.1,,,,,,,,,,5hkkwzs8wgjj94vfe922nvthw,M. Milovanovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480103909,13,1,1,0,38,6lzy9iiqoysvtdsgx719fng9n,1,30.2,42.5,2022-10-31T19:02:29.720Z,2022-10-31T19:02:31Z,3887033249,212,17.0,3887033245,140,18.8,3887033243,56,Back,3887033251,213,3.9,3887033247,141,24.7,,,,,,,,,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480103925,14,1,1,0,40,6lzy9iiqoysvtdsgx719fng9n,1,15.2,27.2,2022-10-31T19:02:31.728Z,2022-10-31T19:02:36Z,3887033365,212,28.8,3887033367,213,2.0,3887033363,141,65.6,3887033361,140,3.6,3887033359,56,Back,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480103931,15,1,1,0,45,6lzy9iiqoysvtdsgx719fng9n,1,3.6,66.2,2022-10-31T19:02:36.200Z,2022-10-31T19:02:39Z,3887033409,1,,3887033401,140,48.5,3887033397,157,,3887033405,212,47.4,3887033399,56,Back,3887033407,213,6.2,3887033403,141,58.5,,,,68hoounwudpjrr2wmovkyvswk,T. de Graaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480103943,16,1,1,0,48,6lzy9iiqoysvtdsgx719fng9n,1,48.5,58.5,2022-10-31T19:02:39.488Z,2022-10-31T19:02:41Z,3887033453,212,17.8,3887033447,56,Back,3887033455,213,4.0,3887033445,3,,3887033451,141,38.0,3887033449,140,38.0,,,,,,,80i3boeh7f1ghu4ka7r66izje,C. Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480103951,17,1,1,0,50,6lzy9iiqoysvtdsgx719fng9n,1,38.1,38.3,2022-10-31T19:02:41.721Z,2022-10-31T19:50:16Z,3887033527,212,37.4,3887033531,1,,3887033521,56,Back,3887033525,141,90.9,3887033523,140,48.5,3887033519,3,,3887033529,213,1.3,,,,a7vlgirln231n3dqjhb72o0es,O. Aertssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480103953,18,3,1,0,53,6lzy9iiqoysvtdsgx719fng9n,0,48.8,88.2,2022-10-31T19:02:45Z,2022-10-31T19:50:17Z,3887033535,56,Back,3887033643,233,8,3887033537,286,,,,,,,,,,,,,,,,,dlgqk5qe96gaxeq8vu4dozyms,G. Misehouy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480103959,8,7,1,0,53,bk5ltsueqmeng29eovd8m2tml,1,51.2,11.8,2022-10-31T19:02:45.001Z,2022-10-31T19:50:32Z,3887033595,285,,3887033615,233,18,3887033593,56,Right,,,,,,,,,,,,,,,,57kp9bepwqf9u7fuu8fgvi9rd,N. Doodeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480103957,20,61,1,0,54,6lzy9iiqoysvtdsgx719fng9n,1,46.7,91.4,2022-10-31T19:02:45.639Z,2022-10-31T19:49:34Z,3887033545,56,Back,,,,,,,,,,,,,,,,,,,,,,dlgqk5qe96gaxeq8vu4dozyms,G. Misehouy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480118163,395,61,1,0,55,bk5ltsueqmeng29eovd8m2tml,1,58.7,6.6,2022-10-31T19:02:46.003Z,2022-10-31T19:51:07Z,3887110337,56,Right,,,,,,,,,,,,,,,,,,,,,,57kp9bepwqf9u7fuu8fgvi9rd,N. Doodeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480103955,19,43,1,0,55,6lzy9iiqoysvtdsgx719fng9n,1,0,0,2022-10-31T19:02:46.616Z,2022-10-31T19:49:47Z,3887033539,56,Back,3887033687,233,10,3887109013,144,74,3887033541,285,0,,,,,,,,,,,,,dlgqk5qe96gaxeq8vu4dozyms,G. Misehouy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480103961,9,49,1,0,55,bk5ltsueqmeng29eovd8m2tml,1,50.4,8,2022-10-31T19:02:46.784Z,2022-10-31T19:51:22Z,,,,,,,,,,,,,,,,,,,,,,,,,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480103969,10,1,1,0,56,bk5ltsueqmeng29eovd8m2tml,0,50.4,8,2022-10-31T19:02:47.615Z,2022-10-31T19:50:42Z,3887033665,236,,3887033657,140,52.5,3887033663,213,6.1,3887109043,233,21,3887033671,286,,3887033655,56,Right,3887033661,212,2.2,3887033659,141,7.4,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480103963,21,74,1,0,56,6lzy9iiqoysvtdsgx719fng9n,1,42.3,97.4,2022-10-31T19:02:47.616Z,2022-10-31T19:51:52Z,3887033605,56,Back,3887039627,233,10,3887033607,285,,,,,,,,,,,,,,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480105043,36,61,1,0,58,bk5ltsueqmeng29eovd8m2tml,1,35,8,2022-10-31T19:02:49.200Z,2022-10-31T19:51:30Z,3887039459,56,Back,,,,,,,,,,,,,,,,,,,,,,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480103997,11,43,1,1,2,bk5ltsueqmeng29eovd8m2tml,1,0,0,2022-10-31T19:02:53.503Z,2022-10-31T19:51:36Z,3887033895,233,22,3887033823,286,0,3887110977,144,50,3887033821,56,Back,,,,,,,,,,,,,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480104001,22,1,1,1,2,6lzy9iiqoysvtdsgx719fng9n,1,63.8,80.8,2022-10-31T19:02:53.504Z,2022-10-31T19:50:45Z,3887033843,56,Center,3887109317,140,60.4,3887109327,212,8.1,3887109331,213,4.3,3887109323,141,70.1,,,,,,,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480104005,23,49,1,1,4,6lzy9iiqoysvtdsgx719fng9n,1,58.3,75.2,2022-10-31T19:02:55.055Z,2022-10-31T19:50:10Z,,,,,,,,,,,,,,,,,,,,,,,,,9nix5y8xcj34ps62r34udtqwa,K. Hlynsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480104011,24,1,1,1,5,6lzy9iiqoysvtdsgx719fng9n,1,55.9,72.3,2022-10-31T19:02:56.200Z,2022-10-31T19:02:58Z,3887033917,212,14.2,3887033911,56,Back,3887033913,140,49.2,3887033915,141,54.2,3887033919,213,4.2,,,,,,,,,,9nix5y8xcj34ps62r34udtqwa,K. Hlynsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480104037,25,1,1,1,7,6lzy9iiqoysvtdsgx719fng9n,1,48.5,45.4,2022-10-31T19:02:58.472Z,2022-10-31T19:03:04Z,3887034069,213,5.3,3887034065,141,9.8,3887034063,140,65.1,3887034061,56,Right,3887034067,212,29.8,,,,,,,,,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480104045,26,1,1,1,13,6lzy9iiqoysvtdsgx719fng9n,1,58.9,20.5,2022-10-31T19:03:04.696Z,2022-10-31T19:03:07Z,3887034085,212,20.4,3887034083,141,21.5,3887034087,213,3.1,3887034079,56,Back,3887034081,140,39.5,,,,,,,,,,alfx6xxo38q6hmydbcr0rw67e,S. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480104069,27,1,1,1,16,6lzy9iiqoysvtdsgx719fng9n,1,40.6,23.3,2022-10-31T19:03:07.864Z,2022-10-31T19:03:11Z,3887034255,213,1.7,3887034247,56,Back,3887034253,212,26.8,3887034251,141,62.3,3887034249,140,36.8,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480104083,28,1,1,1,20,6lzy9iiqoysvtdsgx719fng9n,1,37.9,62.6,2022-10-31T19:03:11.312Z,2022-10-31T19:03:17Z,3887034331,141,24.7,3887034339,213,4.6,3887034327,140,35.3,3887034325,56,Back,3887034335,212,25.9,,,,,,,,,,5hkkwzs8wgjj94vfe922nvthw,M. Milovanovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480104101,29,1,1,1,26,6lzy9iiqoysvtdsgx719fng9n,1,31,26.6,2022-10-31T19:03:17.714Z,2022-10-31T19:03:19Z,3887034413,212,16.0,3887034407,56,Back,3887034415,213,2.0,3887034409,140,24.8,3887034411,141,48.1,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480104109,30,1,1,1,28,6lzy9iiqoysvtdsgx719fng9n,1,24.5,51.6,2022-10-31T19:03:19.752Z,2022-10-31T19:03:23Z,3887034459,56,Back,3887034461,140,38.8,3887034463,141,92.3,3887034467,213,1.1,3887034457,155,,3887034465,212,31.5,,,,,,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480104111,31,1,1,1,32,6lzy9iiqoysvtdsgx719fng9n,1,41.1,87.2,2022-10-31T19:03:23.648Z,2022-10-31T19:03:24Z,3887034477,141,63.6,3887034481,213,4.5,3887034479,212,16.5,3887034473,56,Back,3887034475,140,37.5,,,,,,,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480104125,32,1,1,1,33,6lzy9iiqoysvtdsgx719fng9n,1,37.5,63.6,2022-10-31T19:03:24.856Z,2022-10-31T19:03:31Z,3887034555,141,67.8,3887034557,212,13.4,3887034553,140,25.0,3887034559,213,2.9,3887034551,56,Back,,,,,,,,,,b8ixf31bdyfqqcwoy4ulai73e,K. Fitz-Jim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480104127,33,1,1,1,39,6lzy9iiqoysvtdsgx719fng9n,1,31.6,62,2022-10-31T19:03:30.928Z,2022-10-31T19:03:31Z,3887034563,56,Back,3887034565,140,30.4,3887034569,212,11.3,3887034571,213,4.6,3887034567,141,45.5,,,,,,,,,,5hkkwzs8wgjj94vfe922nvthw,M. Milovanovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480104133,34,1,1,1,40,6lzy9iiqoysvtdsgx719fng9n,1,30.4,45.5,2022-10-31T19:03:31.247Z,2022-10-31T19:03:33Z,3887034587,140,33.3,3887034585,56,Back,3887034593,213,4.9,3887034591,212,18.0,3887034589,141,19.4,,,,,,,,,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480104137,35,1,1,1,42,6lzy9iiqoysvtdsgx719fng9n,1,38.1,24.4,2022-10-31T19:03:33.536Z,2022-10-31T19:03:36Z,3887034611,141,37.9,3887034609,140,35.6,3887034607,56,Back,3887034615,213,1.8,3887034613,212,9.5,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480104151,36,1,1,1,45,6lzy9iiqoysvtdsgx719fng9n,1,44.6,43.9,2022-10-31T19:03:36.400Z,2022-10-31T19:03:42Z,3887034721,212,24.1,3887034719,141,79.4,3887034717,140,44.1,3887034723,213,1.6,3887034715,56,Back,,,,,,,,,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480104161,37,1,1,1,51,6lzy9iiqoysvtdsgx719fng9n,1,65.7,82.1,2022-10-31T19:03:42.336Z,2022-10-31T19:03:45Z,3887034779,56,Left,3887034781,140,73.7,3887034785,212,11.3,3887034787,213,0.7,3887034783,141,93.2,,,,,,,,,,5hkkwzs8wgjj94vfe922nvthw,M. Milovanovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480104173,38,1,1,1,54,6lzy9iiqoysvtdsgx719fng9n,1,74.3,96.3,2022-10-31T19:03:45.032Z,2022-10-31T19:03:47Z,3887034827,140,68.6,3887034831,212,7.9,3887034825,56,Left,3887034833,213,3.9,3887034829,141,88.7,,,,,,,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480104195,39,1,1,1,56,6lzy9iiqoysvtdsgx719fng9n,1,67.3,84.5,2022-10-31T19:03:47.167Z,2022-10-31T19:03:50Z,3887034919,140,60.6,3887034921,141,72.6,3887034925,213,4.0,3887034917,56,Center,3887034923,212,10.7,,,,,,,,,,dlgqk5qe96gaxeq8vu4dozyms,G. Misehouy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480104205,40,1,1,1,59,6lzy9iiqoysvtdsgx719fng9n,1,52.5,67.5,2022-10-31T19:03:50.175Z,2022-10-31T19:03:54Z,3887034995,213,4.3,3887034987,56,Back,3887034993,212,26.4,3887034991,141,31.7,3887034989,140,42.8,,,,,,,,,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480104213,41,1,1,2,3,6lzy9iiqoysvtdsgx719fng9n,1,44.5,54.3,2022-10-31T19:03:54.520Z,2022-10-31T19:03:56Z,3887035059,56,Back,3887035061,140,34.5,3887035063,141,62.3,3887035067,213,2.7,3887035065,212,11.8,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480104229,42,1,1,2,5,6lzy9iiqoysvtdsgx719fng9n,1,34.5,62.3,2022-10-31T19:03:56.519Z,2022-10-31T19:03:59Z,3887035153,56,Back,3887035157,141,32.9,3887035155,140,38.2,3887035161,213,4.9,3887035159,212,20.4,,,,,,,,,,5hkkwzs8wgjj94vfe922nvthw,M. Milovanovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480104237,43,1,1,2,8,6lzy9iiqoysvtdsgx719fng9n,1,37.9,28.6,2022-10-31T19:03:59.744Z,2022-10-31T19:04:04Z,3887035205,213,5.5,3887035203,212,23.2,3887035197,56,Right,3887035201,141,4.7,3887035199,140,53.7,,,,,,,,,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480104249,44,1,1,2,13,6lzy9iiqoysvtdsgx719fng9n,1,56.8,3.8,2022-10-31T19:04:04.463Z,2022-10-31T19:04:08Z,3887035251,140,39.1,3887035249,56,Back,3887035257,213,2.9,3887035253,141,10.3,3887035255,212,19.1,,,,,,,,,,a7vlgirln231n3dqjhb72o0es,O. Aertssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
