id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/14/value,assist,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value
2529877873,7,1,1,0,11,bqm1bnp1bh2apyudlz1o1whr3,1,52.4,6.1,2023-04-07T18:03:19.644Z,2023-04-07T18:03:23Z,4170358351,155,,4170358359,212,24.2,4170358361,213,0.3,4170358353,56,Right,4170358355,140,74.5,4170358357,141,16.1,,,,,,,3y42dpjrp17dr2gzktbrmudbd,C. Essers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877905,8,1,1,0,15,bqm1bnp1bh2apyudlz1o1whr3,1,75,16.1,2023-04-07T18:03:23.036Z,2023-04-07T18:03:25Z,4170358487,141,11.6,4170358479,56,Right,4170358483,140,71.8,4170358491,212,4.5,4170358495,213,3.9,4170358475,3,,,,,,,,2072f0p9ful9u577gdvo89yw9,K. Kostons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877913,9,61,1,0,16,bqm1bnp1bh2apyudlz1o1whr3,0,76.9,15.6,2023-04-07T18:03:23.998Z,2023-04-07T18:05:58Z,4170358527,56,Right,,,,,,,,,,,,,,,,,,,,,,2gwigr63tgo2jw460msz2qgwk,J. Steuckers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877889,5,43,1,0,16,b94pf87be9ojdgnrs5mst80un,1,0,0,2023-04-07T18:03:23.999Z,2023-04-07T18:05:59Z,4170371299,144,7,4170358567,233,9,4170358435,56,Back,4170358437,285,0,,,,,,,,,,,,,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877895,6,49,1,0,16,b94pf87be9ojdgnrs5mst80un,1,18.3,88,2023-04-07T18:03:24.535Z,2023-04-07T18:03:24Z,,,,,,,,,,,,,,,,,,,,,,,,,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877953,7,1,1,0,17,b94pf87be9ojdgnrs5mst80un,0,18.1,88.6,2023-04-07T18:03:25.144Z,2023-04-07T18:03:29Z,4170358787,1,,4170358779,140,74.7,4170358785,213,6.1,4170358783,212,60.1,4170358777,56,Center,4170358775,157,,4170358781,141,75.3,,,,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878529,22,49,1,0,19,bqm1bnp1bh2apyudlz1o1whr3,1,23.8,34.9,2023-04-07T18:03:26.955Z,2023-04-07T18:08:45Z,,,,,,,,,,,,,,,,,,,,,,,,,rgspixypiwxuenf1yaukrrop,R. Matthys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878019,10,1,1,0,24,bqm1bnp1bh2apyudlz1o1whr3,1,21.6,32,2023-04-07T18:03:32.092Z,2023-04-07T18:06:11Z,4170359091,140,24.4,4170359093,141,47.0,4170359095,212,10.6,4170359089,56,Back,4170359097,213,1.3,,,,,,,,,,rgspixypiwxuenf1yaukrrop,R. Matthys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878025,11,1,1,0,26,bqm1bnp1bh2apyudlz1o1whr3,1,24.4,47,2023-04-07T18:03:34.139Z,2023-04-07T18:03:35Z,4170359127,140,25.3,4170359133,213,4.8,4170359125,56,Back,4170359131,212,12.8,4170359129,141,28.3,,,,,,,,,,7d9x6ojih9obktxl3fnrjskk4,M. Waem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878069,12,1,1,0,27,bqm1bnp1bh2apyudlz1o1whr3,1,25.1,28.4,2023-04-07T18:03:35.116Z,2023-04-07T18:03:37Z,4170359387,212,16.7,4170359383,140,31.4,4170359389,213,5.1,4170359385,141,5.8,4170359381,56,Back,,,,,,,,,,axbyqn4r430cilb6lbnzpbuvo,R. Van Helden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878131,13,1,1,0,29,bqm1bnp1bh2apyudlz1o1whr3,1,31.4,5.8,2023-04-07T18:03:37.691Z,2023-04-07T18:03:41Z,4170359727,155,,4170359737,213,0.4,4170359733,141,21.8,4170359735,212,29.1,4170359729,56,Center,4170359731,140,57.1,,,,,,,3y42dpjrp17dr2gzktbrmudbd,C. Essers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878143,14,1,1,0,33,bqm1bnp1bh2apyudlz1o1whr3,1,43.9,21.2,2023-04-07T18:03:40.972Z,2023-04-07T20:22:43Z,4170359783,56,Back,4170359789,140,27.9,4170359793,141,40.1,4170359797,212,21.2,4170359801,213,2.5,,,,,,,,,,88m6s6m8ep0p3fropim4ttcoa,M. Kleinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878195,15,1,1,0,36,bqm1bnp1bh2apyudlz1o1whr3,1,28.4,49,2023-04-07T18:03:43.916Z,2023-04-07T18:03:46Z,4170360097,56,Back,4170360105,213,1.5,4170360103,212,27.5,4170360101,141,89.4,4170360099,140,29.8,,,,,,,,,,7d9x6ojih9obktxl3fnrjskk4,M. Waem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878233,16,1,1,0,38,bqm1bnp1bh2apyudlz1o1whr3,1,30.1,91.5,2023-04-07T18:03:46.396Z,2023-04-07T18:03:48Z,4170360285,212,14.1,4170360279,56,Back,4170360283,141,71.3,4170360287,213,4.9,4170360281,140,33.1,,,,,,,,,,eke044f5xni8gdztggk6x4a1h,L. Labylle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878269,17,1,1,0,40,bqm1bnp1bh2apyudlz1o1whr3,1,30.2,72,2023-04-07T18:03:48.764Z,2023-04-07T18:03:52Z,4170360517,56,Back,4170360525,213,2.3,4170360523,212,14.7,4170360521,141,87.8,4170360519,140,20.6,,,,,,,,,,6clycir6laxvycsr4yjh9iwa1,O. Džepar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878301,18,1,1,0,44,bqm1bnp1bh2apyudlz1o1whr3,1,20.7,87.8,2023-04-07T18:03:52.028Z,2023-04-07T18:03:54Z,4170360687,140,23.3,4170360695,213,1.1,4170360689,141,96.5,4170360685,56,Back,4170360693,212,6.5,,,,,,,,,,7d9x6ojih9obktxl3fnrjskk4,M. Waem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878401,19,1,1,0,46,bqm1bnp1bh2apyudlz1o1whr3,1,23.4,96.5,2023-04-07T18:03:53.948Z,2023-04-07T18:03:59Z,4170361143,1,,4170361135,140,6.4,4170361133,56,Back,4170361137,141,57.3,4170361131,155,,4170361141,213,4.1,4170361139,212,32.1,,,,eke044f5xni8gdztggk6x4a1h,L. Labylle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878471,20,1,1,0,51,bqm1bnp1bh2apyudlz1o1whr3,1,8.3,68.4,2023-04-07T18:03:59.739Z,2023-04-07T18:04:04Z,4170361541,212,52.6,4170361539,141,77.9,4170361535,56,Center,4170361533,155,,4170361545,1,,4170361543,213,0.1,4170361537,140,58.0,,,,rgspixypiwxuenf1yaukrrop,R. Matthys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878479,21,61,1,0,56,bqm1bnp1bh2apyudlz1o1whr3,0,58.2,77.9,2023-04-07T18:04:04.555Z,2023-04-07T18:04:04Z,4170361577,56,Center,,,,,,,,,,,,,,,,,,,,,,2072f0p9ful9u577gdvo89yw9,K. Kostons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878483,8,1,1,0,57,b94pf87be9ojdgnrs5mst80un,0,35.2,27.6,2023-04-07T18:04:05.008Z,2023-04-07T18:21:43Z,4170361603,157,,4170361609,141,25.0,4170361605,56,Center,4170361617,213,6.2,4170361613,212,37.3,4170361621,1,,4170361607,140,70.7,,,,94h1esmbnvlcvdeq9ohs11boq,M. Kreekels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878605,23,1,1,1,1,bqm1bnp1bh2apyudlz1o1whr3,1,23.5,67.5,2023-04-07T18:04:09.579Z,2023-04-07T18:04:14Z,4170362303,1,,4170362299,212,34.5,4170362301,213,4.8,4170362297,141,16.9,4170362295,140,25.8,4170362293,56,Back,,,,,,,7d9x6ojih9obktxl3fnrjskk4,M. Waem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878649,24,1,1,1,6,bqm1bnp1bh2apyudlz1o1whr3,0,25.7,14,2023-04-07T18:04:14.235Z,2023-04-07T18:04:17Z,4170362529,140,69.9,4170362531,141,6.4,4170362535,213,6.2,4170362533,212,46.7,4170362525,155,,4170362537,1,,4170362527,56,Right,,,,3y42dpjrp17dr2gzktbrmudbd,C. Essers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878685,9,1,1,1,9,b94pf87be9ojdgnrs5mst80un,1,31,87.4,2023-04-07T18:04:17.615Z,2023-04-07T18:04:19Z,4170362719,3,,4170362729,213,0.5,4170362721,56,Back,4170362725,141,93.3,4170362723,140,38.9,4170362727,212,9.2,,,,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878691,10,49,1,1,11,b94pf87be9ojdgnrs5mst80un,1,38.1,94.1,2023-04-07T18:04:19.663Z,2023-04-07T18:05:45Z,,,,,,,,,,,,,,,,,,,,,,,,,42lgdybjew0zrd18mmwwcpbhm,A. Van Keilegom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878721,11,1,1,1,12,b94pf87be9ojdgnrs5mst80un,1,38.1,94.1,2023-04-07T18:04:19.946Z,2023-04-07T18:05:46Z,4170362883,212,10.7,4170362875,140,45.8,4170362879,141,83.8,4170362873,56,Back,4170362887,213,5.6,,,,,,,,,,42lgdybjew0zrd18mmwwcpbhm,A. Van Keilegom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878733,12,61,1,1,13,b94pf87be9ojdgnrs5mst80un,0,45.5,83.9,2023-04-07T18:04:21.607Z,2023-04-07T18:04:22Z,4170362939,56,Back,,,,,,,,,,,,,,,,,,,,,,egmubn4rsudpbk05qfv2qlvit,E. Lieftink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878763,25,61,1,1,14,bqm1bnp1bh2apyudlz1o1whr3,1,39.1,17.2,2023-04-07T18:04:22.554Z,2023-04-07T18:04:35Z,4170363077,56,Back,,,,,,,,,,,,,,,,,,,,,,6clycir6laxvycsr4yjh9iwa1,O. Džepar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878815,26,49,1,1,18,bqm1bnp1bh2apyudlz1o1whr3,1,34.9,11,2023-04-07T18:04:26.220Z,2023-04-07T18:07:50Z,,,,,,,,,,,,,,,,,,,,,,,,,3y42dpjrp17dr2gzktbrmudbd,C. Essers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878835,27,1,1,1,18,bqm1bnp1bh2apyudlz1o1whr3,1,34.9,11,2023-04-07T18:04:26.587Z,2023-04-07T18:04:27Z,4170363451,56,Back,4170363455,140,26.2,4170363461,213,2.6,4170363459,212,11.0,4170363457,141,20.0,,,,,,,,,,3y42dpjrp17dr2gzktbrmudbd,C. Essers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878857,28,1,1,1,19,bqm1bnp1bh2apyudlz1o1whr3,1,26.2,19.9,2023-04-07T18:04:27.739Z,2023-04-07T18:04:29Z,4170363559,213,1.7,4170363557,212,24.3,4170363549,56,Back,4170363555,141,55.2,4170363553,140,22.7,,,,,,,,,,axbyqn4r430cilb6lbnzpbuvo,R. Van Helden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878875,29,1,1,1,21,bqm1bnp1bh2apyudlz1o1whr3,1,22.7,55.2,2023-04-07T18:04:29.403Z,2023-04-07T18:04:30Z,4170363649,140,20.8,4170363651,141,83.0,4170363655,213,1.7,4170363647,56,Back,4170363653,212,19.0,,,,,,,,,,7d9x6ojih9obktxl3fnrjskk4,M. Waem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878893,30,1,1,1,23,bqm1bnp1bh2apyudlz1o1whr3,1,22.9,79.1,2023-04-07T18:04:30.859Z,2023-04-07T18:04:32Z,4170363719,141,94.1,4170363721,212,14.3,4170363717,140,32.4,4170363715,56,Back,4170363723,213,0.8,,,,,,,,,,eke044f5xni8gdztggk6x4a1h,L. Labylle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878929,31,1,1,1,24,bqm1bnp1bh2apyudlz1o1whr3,1,32.4,93.9,2023-04-07T18:04:32.571Z,2023-04-07T18:04:35Z,4170363905,141,86.1,4170363909,212,14.6,4170363901,140,19.4,4170363915,213,3.5,4170363893,56,Back,,,,,,,,,,2qauglcsvubya2tlxn44fx46i,R. El Azrak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878993,32,1,1,1,28,bqm1bnp1bh2apyudlz1o1whr3,1,14.4,83.4,2023-04-07T18:04:36.459Z,2023-04-07T18:04:39Z,4170364273,213,4.2,4170364269,141,57.6,4170364265,56,Back,4170364271,212,20.7,4170364267,140,4.0,,,,,,,,,,eke044f5xni8gdztggk6x4a1h,L. Labylle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879027,33,1,1,1,31,bqm1bnp1bh2apyudlz1o1whr3,0,3.9,55.2,2023-04-07T18:04:39.691Z,2023-04-07T18:04:42Z,4170364469,212,52.0,4170364461,155,,4170364473,1,,4170364467,141,66.5,4170364465,140,52.9,4170364471,213,0.1,4170364463,56,Center,,,,rgspixypiwxuenf1yaukrrop,R. Matthys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879181,13,1,1,1,34,b94pf87be9ojdgnrs5mst80un,1,41.2,26.5,2023-04-07T18:04:42.672Z,2023-04-07T18:04:50Z,4170365211,3,,4170365221,213,0.8,4170365219,212,28.7,4170365213,56,Center,4170365215,140,60.8,4170365217,141,56.0,,,,,,,2pzdedlktluxyj6sq2cd19e51,B. van Vlerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879165,34,43,1,1,38,bqm1bnp1bh2apyudlz1o1whr3,1,0,0,2023-04-07T18:04:46.075Z,2023-04-07T18:04:52Z,4170365359,144,44,4170365153,285,0,4170365149,56,Back,,,,,,,,,,,,,,,,6clycir6laxvycsr4yjh9iwa1,O. Džepar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879173,35,4,1,1,40,bqm1bnp1bh2apyudlz1o1whr3,1,39.2,42.3,2023-04-07T18:04:47.867Z,2023-04-07T18:04:51Z,4170365187,152,,4170365185,56,Back,4170365183,294,,4170365181,13,,4170365189,286,,4170365305,233,14,,,,,,,6clycir6laxvycsr4yjh9iwa1,O. Džepar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879187,14,4,1,1,40,b94pf87be9ojdgnrs5mst80un,0,60.8,57.7,2023-04-07T18:04:47.868Z,2023-04-07T18:04:52Z,4170365251,294,,4170365351,233,35,4170365255,152,,4170365253,56,Center,4170365257,285,,4170365249,13,,,,,,,,45rrtsz9hmxxqasj8jgi3g0oa,J. Goselink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879591,36,1,1,2,8,bqm1bnp1bh2apyudlz1o1whr3,1,34.8,51.6,2023-04-07T18:05:16.333Z,2023-04-07T18:05:17Z,4170367359,56,Back,4170367361,140,40.9,4170367367,213,5.2,4170367357,152,,4170367355,5,,4170367363,141,32.0,4170367365,212,14.8,,,,7d9x6ojih9obktxl3fnrjskk4,M. Waem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879603,37,1,1,2,9,bqm1bnp1bh2apyudlz1o1whr3,1,40.6,32,2023-04-07T18:05:17.755Z,2023-04-07T18:05:19Z,4170367439,213,3.6,4170367433,140,26.2,4170367435,141,20.5,4170367431,56,Back,4170367437,212,17.0,,,,,,,,,,2gwigr63tgo2jw460msz2qgwk,J. Steuckers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879645,38,1,1,2,11,bqm1bnp1bh2apyudlz1o1whr3,1,26.1,20.3,2023-04-07T18:05:19.066Z,2023-04-07T18:05:22Z,4170367651,212,21.1,4170367655,213,2.3,4170367647,140,12.1,4170367649,141,42.5,4170367645,56,Back,,,,,,,,,,axbyqn4r430cilb6lbnzpbuvo,R. Van Helden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879683,39,1,1,2,14,bqm1bnp1bh2apyudlz1o1whr3,0,12.3,38.3,2023-04-07T18:05:22.475Z,2023-04-07T18:05:25Z,4170367927,213,0.3,4170367917,56,Back,4170367925,212,27.0,4170367913,155,,4170367923,141,51.9,4170367921,140,36.5,,,,,,,rgspixypiwxuenf1yaukrrop,R. Matthys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879731,15,61,1,2,19,b94pf87be9ojdgnrs5mst80un,1,62.7,43.7,2023-04-07T18:05:27.469Z,2023-04-07T18:05:27Z,4170368175,56,Center,,,,,,,,,,,,,,,,,,,,,,egmubn4rsudpbk05qfv2qlvit,E. Lieftink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529879881,40,1,1,2,20,bqm1bnp1bh2apyudlz1o1whr3,1,55.8,51.2,2023-04-07T18:05:27.819Z,2023-04-07T18:05:43Z,4170369039,56,Right,4170369041,140,67.1,4170369043,141,13.1,4170369919,210,13,4170369045,212,28.5,4170369047,213,5.1,,,,,,,2gwigr63tgo2jw460msz2qgwk,J. Steuckers,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
