id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/8/value,assist,qualifier/9/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId
2454498077,5,5,1,0,14,b94pf87be9ojdgnrs5mst80un,1,-1,12.6,2022-09-02T18:02:28.131Z,2022-09-02T18:02:28Z,3750977331,346,,3750977329,56,Back,3750977345,233,7,,,,,,,,,,,,,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454498023,7,5,1,0,14,1fttb31hnskynpku8qd09yhm8,0,101,87.4,2022-09-02T18:02:28.131Z,2022-09-02T18:19:15Z,3750977375,233,5,3750977053,56,Left,3750977057,346,,,,,,,,,,,,,,,,,c46xp363o8m76eswzfmlsel4a,T. Poll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454498379,6,1,1,0,31,b94pf87be9ojdgnrs5mst80un,1,5.1,49.6,2022-09-02T18:02:46.039Z,2022-09-02T18:02:51Z,3750978941,237,,3750978931,140,2.3,3750978927,124,,3750978933,141,62.6,3750978935,212,9.3,3750978937,213,1.9,3750978929,56,Back,,,,2psxvq4l1g9fzgt00cfks96fp,M. Havekotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454498409,7,1,1,0,37,b94pf87be9ojdgnrs5mst80un,0,12.4,70.8,2022-09-02T18:02:51.784Z,2022-09-02T18:02:53Z,3750979039,212,32.0,3750979031,155,,3750979041,213,6.3,3750979035,140,42.9,3750979033,56,Back,3750979043,1,,3750979037,141,69.7,,,,2rlckdzkm4d6dsqwutkvhm95h,R. van der Meer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454498431,8,1,1,0,39,1fttb31hnskynpku8qd09yhm8,1,57,39.4,2022-09-02T18:02:53.464Z,2022-09-02T18:02:55Z,3750979149,141,42.7,3750979139,56,Center,3750979155,213,0.2,3750979153,212,10.0,3750979145,140,66.3,3750979135,3,,,,,,,,ab8p14hbfeph28j3ig36nzob9,T. Receveur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454498445,9,1,1,0,40,1fttb31hnskynpku8qd09yhm8,1,66.3,42.7,2022-09-02T18:02:54.960Z,2022-09-02T18:02:56Z,3750979209,56,Center,3750979217,213,2.5,3750979213,141,55.7,3750979215,212,14.5,3750979211,140,55.4,,,,,,,,,,4qcx1ql4jxov8vncghnqud5d6,T. Wildeboer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454498451,10,49,1,0,42,1fttb31hnskynpku8qd09yhm8,1,58.3,59.1,2022-09-02T18:02:56.568Z,2022-09-02T18:02:56Z,,,,,,,,,,,,,,,,,,,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454498497,11,1,1,0,44,1fttb31hnskynpku8qd09yhm8,1,67.3,63.7,2022-09-02T18:02:58.082Z,2022-09-02T18:03:00Z,3750979447,212,16.2,3750979443,140,64.2,3750979445,141,87.1,3750979441,56,Left,3750979449,213,1.8,,,,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454498517,12,1,1,0,46,1fttb31hnskynpku8qd09yhm8,1,72,92,2022-09-02T18:03:00.576Z,2022-09-02T18:03:01Z,3750979533,140,68.1,3750979543,213,4.4,3750979535,141,72.9,3750979539,212,13.6,3750979529,56,Center,,,,,,,,,,124bbojic7k5medlvgvxmcm39,Manel Royo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454498539,13,1,1,0,47,1fttb31hnskynpku8qd09yhm8,1,68.1,72.9,2022-09-02T18:03:01.384Z,2022-09-02T18:03:03Z,3750979657,212,12.7,3750979651,56,Left,3750979659,213,1.2,3750979653,140,72.2,3750979655,141,90.5,,,,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454498599,14,1,1,0,49,1fttb31hnskynpku8qd09yhm8,1,68.2,91.5,2022-09-02T18:03:03.184Z,2022-09-02T18:03:08Z,3750979937,141,79.0,3750979933,56,Left,3750979935,140,60.4,3750979941,213,3.9,3750979939,212,11.8,,,,,,,,,,124bbojic7k5medlvgvxmcm39,Manel Royo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454498645,15,1,1,0,53,1fttb31hnskynpku8qd09yhm8,1,59.3,71.1,2022-09-02T18:03:07.977Z,2022-09-02T18:03:11Z,3750980151,141,96.9,3750980149,140,77.3,3750980147,56,Left,3750980155,213,0.7,3750980153,212,25.8,,,,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454498649,16,61,1,0,57,1fttb31hnskynpku8qd09yhm8,0,84.5,94.5,2022-09-02T18:03:11.336Z,2022-09-02T18:03:11Z,3750980179,56,Left,,,,,,,,,,,,,,,,,,,,,,124bbojic7k5medlvgvxmcm39,Manel Royo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454498759,8,5,1,0,57,b94pf87be9ojdgnrs5mst80un,1,17.5,-0.8,2022-09-02T18:03:11.962Z,2022-09-02T18:19:15Z,3750980667,56,Back,3750980669,347,,3750980675,233,17,,,,,,,,,,,,,,,,8im7pgnph2au11blma5pewe09,M. Kaars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454498659,17,5,1,0,57,1fttb31hnskynpku8qd09yhm8,0,82.5,100.8,2022-09-02T18:03:11.962Z,2022-09-02T18:03:18Z,3750980683,233,8,3750980217,56,Left,3750980219,347,,,,,,,,,,,,,,,,,124bbojic7k5medlvgvxmcm39,Manel Royo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454498799,9,1,1,1,3,b94pf87be9ojdgnrs5mst80un,0,19.1,0,2022-09-02T18:03:18.055Z,2022-09-02T18:03:21Z,3750980887,213,0.5,3750980877,107,,3750980889,1,,3750980879,56,Back,3750980881,140,44.4,3750980885,212,30.1,3750980883,141,19.5,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454498833,18,1,1,1,8,1fttb31hnskynpku8qd09yhm8,0,54,69.6,2022-09-02T18:03:22.144Z,2022-09-02T18:03:23Z,3750981075,213,0.5,3750981067,56,Left,3750981069,140,78.3,3750981073,212,28.9,3750981077,1,,3750981065,157,,3750981071,141,89.7,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454498865,10,1,1,1,10,b94pf87be9ojdgnrs5mst80un,0,20.5,10.7,2022-09-02T18:03:24.511Z,2022-09-02T18:03:25Z,3750981237,56,Back,3750981239,140,34.3,3750981241,141,12.5,3750981235,3,,3750981245,213,0.1,3750981243,212,14.5,,,,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454498869,19,49,1,1,11,1fttb31hnskynpku8qd09yhm8,1,70.1,89.9,2022-09-02T18:03:25.800Z,2022-09-02T18:03:25Z,,,,,,,,,,,,,,,,,,,,,,,,,dolfy51fw3jycb0cfhoecbo16,H. Akujobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454498911,20,1,1,1,14,1fttb31hnskynpku8qd09yhm8,0,69.6,88.9,2022-09-02T18:03:28.185Z,2022-09-02T18:03:28Z,3750981453,213,5.4,3750981445,56,Left,3750981451,212,6.3,3750981449,141,81.4,3750981447,140,73.2,,,,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454498945,21,1,1,1,16,1fttb31hnskynpku8qd09yhm8,0,71.7,55.1,2022-09-02T18:03:30.560Z,2022-09-02T18:03:31Z,3750981645,212,3.0,3750981643,141,58.4,3750981639,56,Center,3750981647,213,0.8,3750981641,140,73.6,,,,,,,,,,3hgvz4if17suodevp5jubb8fe,F. Mattoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454498939,11,8,1,1,16,b94pf87be9ojdgnrs5mst80un,1,23.5,19.7,2022-09-02T18:03:30.671Z,2022-09-02T18:03:30Z,3750981623,56,Back,,,,,,,,,,,,,,,,,,,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454498981,12,49,1,1,19,b94pf87be9ojdgnrs5mst80un,1,30,47.5,2022-09-02T18:03:33.111Z,2022-09-02T18:03:33Z,,,,,,,,,,,,,,,,,,,,,,,,,6qjbfua7nynaxrs5t8tygedp1,P. van Ooijen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499029,13,1,1,1,19,b94pf87be9ojdgnrs5mst80un,1,30.6,51.5,2022-09-02T18:03:33.736Z,2022-09-02T18:03:36Z,3750982031,56,Back,3750982039,213,1.2,3750982033,140,37.5,3750982035,141,82.3,3750982037,212,22.2,,,,,,,,,,6qjbfua7nynaxrs5t8tygedp1,P. van Ooijen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499069,14,1,1,1,22,b94pf87be9ojdgnrs5mst80un,1,37.3,83.8,2022-09-02T18:03:36.103Z,2022-09-02T18:03:38Z,3750982245,56,Left,3750982253,213,0.1,3750982255,1,,3750982251,212,32.8,3750982247,140,68.4,3750982249,141,88.1,,,,,,,5517jd2zp30rsts1hwz6p71uc,B. Van Hove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499093,15,1,1,1,24,b94pf87be9ojdgnrs5mst80un,0,75.3,84.4,2022-09-02T18:03:38.719Z,2022-09-02T18:03:40Z,3750982367,212,13.9,3750982369,213,4.4,3750982361,56,Center,3750982365,141,64.8,3750982363,140,71.4,,,,,,,,,,63ox7kqo9rl36cvk4joqh9soa,E. Maddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499109,22,49,1,1,27,1fttb31hnskynpku8qd09yhm8,1,22.3,43.6,2022-09-02T18:03:41.392Z,2022-09-02T18:03:41Z,,,,,,,,,,,,,,,,,,,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499183,23,1,1,1,27,1fttb31hnskynpku8qd09yhm8,1,24.1,47.9,2022-09-02T18:03:41.976Z,2022-09-02T18:03:47Z,3750982891,140,27.5,3750982895,212,14.5,3750982893,141,68.5,3750982889,56,Back,3750982897,213,1.3,,,,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499189,24,3,1,1,32,1fttb31hnskynpku8qd09yhm8,0,42.6,77.5,2022-09-02T18:03:47.001Z,2022-09-02T18:03:47Z,3750982945,286,,3750982979,211,,3750982943,56,Back,,,,,,,,,,,,,,,,c46xp363o8m76eswzfmlsel4a,T. Poll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499213,16,5,1,1,34,b94pf87be9ojdgnrs5mst80un,1,36.6,-1.1,2022-09-02T18:03:48.256Z,2022-09-02T18:19:15Z,3750983049,56,Back,3750983051,347,,3750983229,233,25,,,,,,,,,,,,,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499205,25,5,1,1,34,1fttb31hnskynpku8qd09yhm8,0,63.4,101.1,2022-09-02T18:03:48.256Z,2022-09-02T18:03:52Z,3750983035,56,Left,3750983233,233,16,3750983037,347,,,,,,,,,,,,,,,,,c46xp363o8m76eswzfmlsel4a,T. Poll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499465,17,1,1,1,48,b94pf87be9ojdgnrs5mst80un,1,40.1,0,2022-09-02T18:04:02.159Z,2022-09-02T18:04:05Z,3750984247,1,,3750984237,56,Center,3750984241,141,21.3,3750984239,140,58.2,3750984243,212,24.4,3750984235,107,,3750984245,213,0.7,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499495,18,1,1,1,50,b94pf87be9ojdgnrs5mst80un,0,58.2,21.3,2022-09-02T18:04:04.391Z,2022-09-02T18:04:50Z,3750984383,213,0.9,3750984375,56,Center,3750984381,212,9.5,3750984379,141,32.7,3750984377,140,63.5,3750984439,156,,,,,,,,8im7pgnph2au11blma5pewe09,M. Kaars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499459,26,49,1,1,51,1fttb31hnskynpku8qd09yhm8,1,43.9,72,2022-09-02T18:04:05.072Z,2022-09-02T18:04:05Z,,,,,,,,,,,,,,,,,,,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499553,27,1,1,1,51,1fttb31hnskynpku8qd09yhm8,1,43.9,72,2022-09-02T18:04:05.288Z,2022-09-02T18:04:10Z,3750984667,212,40.9,3750984661,56,Back,3750984669,213,3.4,3750984663,140,5.9,3750984671,1,,3750984665,141,58.5,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499623,28,1,1,1,57,1fttb31hnskynpku8qd09yhm8,1,12.9,58.1,2022-09-02T18:04:11.608Z,2022-09-02T18:04:15Z,3750985065,212,22.7,3750985063,141,31.8,3750985061,140,26.2,3750985059,56,Back,3750985067,213,5.4,,,,,,,,,,9vu68zcajmrqmkkchmpdrebu2,S. Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499659,29,1,1,2,1,1fttb31hnskynpku8qd09yhm8,1,27.3,22.8,2022-09-02T18:04:15.080Z,2022-09-02T18:04:17Z,3750985223,56,Back,3750985229,140,39.3,3750985235,141,2.8,3750985245,213,5.5,3750985239,212,18.5,,,,,,,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499685,30,1,1,2,2,1fttb31hnskynpku8qd09yhm8,1,40.8,4.9,2022-09-02T18:04:16.952Z,2022-09-02T18:04:18Z,3750985363,213,0.8,3750985349,56,Right,3750985355,141,19.5,3750985351,140,50.7,3750985359,212,14.4,,,,,,,,,,dolfy51fw3jycb0cfhoecbo16,H. Akujobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499695,31,1,1,2,4,1fttb31hnskynpku8qd09yhm8,0,50.2,18.6,2022-09-02T18:04:18.792Z,2022-09-02T18:04:19Z,3750985399,212,9.1,3750985397,141,7.1,3750985393,56,Right,3750985401,213,5.3,3750985395,140,54.7,,,,,,,,,,3hgvz4if17suodevp5jubb8fe,F. Mattoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499709,19,49,1,2,6,b94pf87be9ojdgnrs5mst80un,1,39.7,85.9,2022-09-02T18:04:20.743Z,2022-09-02T18:04:20Z,,,,,,,,,,,,,,,,,,,,,,,,,63ox7kqo9rl36cvk4joqh9soa,E. Maddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499771,20,1,1,2,7,b94pf87be9ojdgnrs5mst80un,1,39.7,85.9,2022-09-02T18:04:21.590Z,2022-09-02T18:04:23Z,3750985727,213,4.3,3750985721,140,34.0,3750985719,56,Back,3750985723,141,63.6,3750985725,212,16.3,,,,,,,,,,63ox7kqo9rl36cvk4joqh9soa,E. Maddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499793,21,1,1,2,9,b94pf87be9ojdgnrs5mst80un,1,34,63.6,2022-09-02T18:04:23.688Z,2022-09-02T18:04:25Z,3750985849,141,31.8,3750985851,212,24.7,3750985837,56,Back,3750985845,140,45.3,3750985853,213,5.2,,,,,,,,,,egmubn4rsudpbk05qfv2qlvit,E. Lieftink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499777,32,43,1,2,10,1fttb31hnskynpku8qd09yhm8,1,0,0,2022-09-02T18:04:24.504Z,2022-09-02T18:04:27Z,3750985755,56,Back,3750985971,144,8,,,,,,,,,,,,,,,,,,,c46xp363o8m76eswzfmlsel4a,T. Poll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499809,22,1,1,2,11,b94pf87be9ojdgnrs5mst80un,1,45.3,31.8,2022-09-02T18:04:25.742Z,2022-09-02T18:04:27Z,3750985935,213,0.6,3750985933,212,21.6,3750985929,140,62.6,3750985927,56,Center,3750985931,141,49.1,,,,,,,,,,2pzdedlktluxyj6sq2cd19e51,B. van Vlerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499879,23,1,1,2,13,b94pf87be9ojdgnrs5mst80un,1,62.6,49.1,2022-09-02T18:04:27.127Z,2022-09-02T18:04:33Z,3750986271,140,90.1,3750986279,1,,3750986273,141,11.6,3750986275,212,38.5,3750986269,56,Right,3750986277,213,5.6,,,,,,,48wvdjjo0z1j2bac42n9t5jv9,H. Lorentzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499919,24,1,1,2,19,b94pf87be9ojdgnrs5mst80un,1,87.7,10.1,2022-09-02T18:04:33.063Z,2022-09-02T18:04:35Z,3750986481,212,24.9,3750986479,141,11.0,3750986477,140,64.0,3750986483,213,3.1,3750986475,56,Right,,,,,,,,,,8im7pgnph2au11blma5pewe09,M. Kaars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499955,25,1,1,2,20,b94pf87be9ojdgnrs5mst80un,1,64,11,2022-09-02T18:04:34.967Z,2022-09-02T18:04:38Z,3750986687,212,36.8,3750986685,141,62.0,3750986691,1,,3750986683,140,52.2,3750986689,213,1.9,3750986681,56,Center,,,,,,,2pzdedlktluxyj6sq2cd19e51,B. van Vlerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499999,26,1,1,2,24,b94pf87be9ojdgnrs5mst80un,1,52.2,62,2022-09-02T18:04:38.167Z,2022-09-02T18:04:41Z,3750986931,141,90.6,3750986927,56,Left,3750986929,140,64.3,3750986933,212,23.2,3750986935,213,1.0,,,,,,,,,,2rlckdzkm4d6dsqwutkvhm95h,R. van der Meer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454500033,27,1,1,2,27,b94pf87be9ojdgnrs5mst80un,1,64,88.6,2022-09-02T18:04:41.294Z,2022-09-02T18:04:43Z,3750987111,141,79.1,3750987115,213,3.7,3750987107,56,Left,3750987109,140,53.0,3750987113,212,13.2,,,,,,,,,,5517jd2zp30rsts1hwz6p71uc,B. Van Hove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
