id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist
2468436177,9,1,1,0,20,zjawy6qdzk3y69v5pa3zl2cb,1,45.7,95,2022-10-07T18:02:43.727Z,2022-10-07T18:02:44Z,3825094247,212,12.4,3825094243,140,53.8,3825094241,56,Left,3825094245,141,81.8,3825094249,213,5.5,,,,,,,,,,da3d2iu2j4yb7q1ag063mu44q,J. Mulder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436193,10,1,1,0,21,zjawy6qdzk3y69v5pa3zl2cb,1,52.2,84.4,2022-10-07T18:02:44.871Z,2022-10-07T18:02:47Z,3825094337,213,0.7,3825094331,140,63.0,3825094335,212,14.5,3825094329,56,Left,3825094333,141,97.7,,,,,,,,,,c78t1bgro2lh7gvw8rwi6p239,G. Plet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436197,11,1,1,0,23,zjawy6qdzk3y69v5pa3zl2cb,0,61.4,97.7,2022-10-07T18:02:47.033Z,2022-10-07T18:02:48Z,3825094359,140,63.5,3825094363,212,4.5,3825094385,233,3,3825094389,286,,3825094365,213,5.2,3825094357,56,Left,3825094361,141,92.0,3825094383,236,,da3d2iu2j4yb7q1ag063mu44q,J. Mulder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436199,3,74,1,0,23,2xlnfgrl6r18ftv38unwp7h4s,1,32.1,2.6,2022-10-07T18:02:47.034Z,2022-10-07T19:02:40Z,3825094367,56,Back,3825094369,285,,3825094421,233,11,,,,,,,,,,,,,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436299,4,5,1,0,25,2xlnfgrl6r18ftv38unwp7h4s,0,32,-1.3,2022-10-07T18:02:48.547Z,2022-10-07T18:02:58Z,3825094951,56,Back,3825095209,233,12,3825094953,347,,,,,,,,,,,,,,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436329,12,5,1,0,25,zjawy6qdzk3y69v5pa3zl2cb,1,68,101.3,2022-10-07T18:02:48.547Z,2022-10-07T18:59:49Z,3825095173,56,Left,3825095175,347,,3825095205,233,4,,,,,,,,,,,,,,,,da3d2iu2j4yb7q1ag063mu44q,J. Mulder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436359,13,1,1,0,34,zjawy6qdzk3y69v5pa3zl2cb,1,78.5,100,2022-10-07T18:02:57.664Z,2022-10-07T18:03:00Z,3825095363,212,10.8,3825095355,107,,3825095359,140,85.6,3825095365,213,5.5,3825095361,141,89.6,3825095357,56,Left,,,,,,,da3d2iu2j4yb7q1ag063mu44q,J. Mulder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436365,14,50,1,0,35,zjawy6qdzk3y69v5pa3zl2cb,1,80.7,88.2,2022-10-07T18:02:59.090Z,2022-10-07T18:03:01Z,3825095419,233,5,3825095389,286,,3825095387,56,Left,,,,,,,,,,,,,,,,2pva2d9if0phol0efqnur68a2,C. Giousis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436361,5,7,1,0,35,2xlnfgrl6r18ftv38unwp7h4s,0,19.3,11.8,2022-10-07T18:02:59.091Z,2022-10-07T18:03:00Z,3825095373,285,,3825095371,56,Back,3825095403,233,14,,,,,,,,,,,,,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436375,15,50,1,0,37,zjawy6qdzk3y69v5pa3zl2cb,1,57,87.2,2022-10-07T18:03:01.402Z,2022-10-07T19:03:06Z,3825319575,233,456,3825095451,286,,3825095449,56,Left,,,,,,,,,,,,,,,,a49duk4f5m5zmyvwht0ikal05,T. Overtoom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468477985,456,7,1,0,38,2xlnfgrl6r18ftv38unwp7h4s,1,43,12.8,2022-10-07T18:03:01.403Z,2022-10-07T18:50:15Z,3825319503,285,,3825319531,233,15,3825319501,56,Back,,,,,,,,,,,,,,,,8tukt8jsmzkblxxs5w85x4dii,D. Sealy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436377,6,49,1,0,38,2xlnfgrl6r18ftv38unwp7h4s,1,28.8,15,2022-10-07T18:03:01.842Z,2022-10-07T18:03:01Z,,,,,,,,,,,,,,,,,,,,,,,,,cvbasfoccmz0tijnkxyf57n8q,A. Doudah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436409,7,1,1,0,39,2xlnfgrl6r18ftv38unwp7h4s,1,28.8,15,2022-10-07T18:03:02.756Z,2022-10-07T18:03:05Z,3825095587,140,33.3,3825095593,213,1.1,3825095589,141,27.9,3825095591,212,10.0,3825095585,56,Back,,,,,,,,,,cvbasfoccmz0tijnkxyf57n8q,A. Doudah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436423,8,1,1,0,41,2xlnfgrl6r18ftv38unwp7h4s,1,33.3,27.9,2022-10-07T18:03:05.234Z,2022-10-07T18:03:07Z,3825095663,141,3.4,3825095659,56,Back,3825095665,212,22.0,3825095667,213,5.4,3825095661,140,47.0,,,,,,,,,,d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436433,9,1,1,0,43,2xlnfgrl6r18ftv38unwp7h4s,0,56.5,4.6,2022-10-07T18:03:06.930Z,2022-10-07T18:03:07Z,3825095711,56,Right,3825095713,140,58.5,3825095719,212,6.3,3825095725,213,1.2,3825095715,141,13.4,,,,,,,,,,8tukt8jsmzkblxxs5w85x4dii,D. Sealy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436453,16,8,1,0,45,zjawy6qdzk3y69v5pa3zl2cb,1,41.3,89,2022-10-07T18:03:08.968Z,2022-10-07T18:14:47Z,3825095791,56,Back,,,,,,,,,,,,,,,,,,,,,,a49duk4f5m5zmyvwht0ikal05,T. Overtoom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436539,10,1,1,0,49,2xlnfgrl6r18ftv38unwp7h4s,1,66.4,34.9,2022-10-07T18:03:13.187Z,2022-10-07T18:03:17Z,3825096257,213,1.9,3825096251,140,61.8,3825096249,56,Center,3825096253,141,54.6,3825096255,212,14.2,,,,,,,,,,8tukt8jsmzkblxxs5w85x4dii,D. Sealy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436629,11,1,1,0,53,2xlnfgrl6r18ftv38unwp7h4s,1,64.9,62.7,2022-10-07T18:03:17.203Z,2022-10-07T18:03:21Z,3825096637,56,Left,3825096643,212,18.6,3825096641,141,87.5,3825096639,140,72.4,3825096645,213,1.1,,,,,,,,,,d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436655,12,1,1,0,58,2xlnfgrl6r18ftv38unwp7h4s,0,76.7,76.1,2022-10-07T18:03:21.811Z,2022-10-07T18:03:24Z,3825096789,212,33.9,3825096791,213,5.0,3825096779,2,,3825096785,140,86.9,3825096781,155,,3825096783,56,Center,3825096787,141,28.8,3825096793,1,,cvbasfoccmz0tijnkxyf57n8q,A. Doudah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436699,17,12,1,1,1,zjawy6qdzk3y69v5pa3zl2cb,1,12.8,65.5,2022-10-07T18:03:25.273Z,2022-10-07T18:17:25Z,3825097039,140,31.9,3825097045,213,0.2,3825097043,212,20.6,3825097037,56,Back,3825097041,141,72.3,,,,,,,,,,da3d2iu2j4yb7q1ag063mu44q,J. Mulder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436703,18,61,1,1,4,zjawy6qdzk3y69v5pa3zl2cb,0,32,72.3,2022-10-07T18:03:27.551Z,2022-10-07T18:03:27Z,3825097059,56,Back,,,,,,,,,,,,,,,,,,,,,,c78t1bgro2lh7gvw8rwi6p239,G. Plet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436785,13,1,1,1,9,2xlnfgrl6r18ftv38unwp7h4s,1,62.6,22.4,2022-10-07T18:03:32.866Z,2022-10-07T18:03:34Z,3825097481,213,2.5,3825097479,212,34.5,3825097475,140,36.0,3825097477,141,52.2,3825097473,56,Back,3825097483,1,,,,,,,,cla6c6izphee9prb80c15baei,M. Tielemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436843,14,1,1,1,10,2xlnfgrl6r18ftv38unwp7h4s,1,35.8,51.8,2022-10-07T18:03:34.210Z,2022-10-07T18:03:37Z,3825097783,56,Back,3825097787,141,87.1,3825097785,140,40.4,3825097791,213,1.4,3825097789,212,24.5,,,,,,,,,,4iurx3g3hajlatv5gcxsqwm7e,D. Vos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436929,15,1,1,1,14,2xlnfgrl6r18ftv38unwp7h4s,1,39.7,87.2,2022-10-07T18:03:37.618Z,2022-10-07T18:03:42Z,3825098267,212,16.5,3825098263,140,31.3,3825098261,56,Back,3825098269,213,4.1,3825098265,141,66.7,,,,,,,,,,7b0vbfxlv3uiozb19fcj2vsyy,F. Leysen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436967,16,1,1,1,19,2xlnfgrl6r18ftv38unwp7h4s,1,31.5,58.4,2022-10-07T18:03:42.594Z,2022-10-07T18:03:44Z,3825098483,213,4.8,3825098473,56,Back,3825098477,140,33.7,3825098479,141,26.2,3825098481,212,22.0,,,,,,,,,,4iurx3g3hajlatv5gcxsqwm7e,D. Vos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437021,17,1,1,1,21,2xlnfgrl6r18ftv38unwp7h4s,1,35,17.3,2022-10-07T18:03:44.690Z,2022-10-07T18:03:47Z,3825098775,212,28.2,3825098773,141,57.3,3825098769,56,Back,3825098771,140,27.8,3825098777,213,1.8,,,,,,,,,,e1islmeew98wa2ge0dicloay2,J. Seelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437051,18,1,1,1,23,2xlnfgrl6r18ftv38unwp7h4s,1,30.8,60.5,2022-10-07T18:03:47.378Z,2022-10-07T18:03:49Z,3825098969,213,1.0,3825098965,141,91.2,3825098961,56,Back,3825098963,140,43.8,3825098967,212,24.9,,,,,,,,,,4iurx3g3hajlatv5gcxsqwm7e,D. Vos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437123,19,1,1,1,26,2xlnfgrl6r18ftv38unwp7h4s,1,43.4,89.9,2022-10-07T18:03:49.826Z,2022-10-07T18:03:54Z,3825099347,213,3.6,3825099341,141,80.6,3825099337,140,31.0,3825099335,56,Back,3825099345,212,14.5,,,,,,,,,,7b0vbfxlv3uiozb19fcj2vsyy,F. Leysen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437239,20,1,1,1,30,2xlnfgrl6r18ftv38unwp7h4s,1,30.1,75.9,2022-10-07T18:03:53.922Z,2022-10-07T18:04:00Z,3825099863,56,Back,3825099869,212,14.7,3825099865,140,26.4,3825099871,213,4.4,3825099867,141,55.1,,,,,,,,,,4iurx3g3hajlatv5gcxsqwm7e,D. Vos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437303,21,1,1,1,36,2xlnfgrl6r18ftv38unwp7h4s,1,30.6,44.6,2022-10-07T18:03:59.969Z,2022-10-07T18:04:03Z,3825100171,56,Back,3825100175,141,40.6,3825100179,213,6.1,3825100177,212,17.7,3825100173,140,47.3,,,,,,,,,,e1islmeew98wa2ge0dicloay2,J. Seelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437321,22,1,1,1,39,2xlnfgrl6r18ftv38unwp7h4s,1,47.3,40.1,2022-10-07T18:04:03.121Z,2022-10-07T18:04:03Z,3825100269,213,2.8,3825100265,141,47.0,3825100261,56,Back,3825100263,140,32.7,3825100267,212,16.0,,,,,,,,,,8npu0cbqjrhwv5km1w29kh016,S. Colyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437341,23,1,1,1,40,2xlnfgrl6r18ftv38unwp7h4s,1,32.7,47,2022-10-07T18:04:03.809Z,2022-10-07T18:04:05Z,3825100363,56,Back,3825100369,212,24.3,3825100371,213,1.2,3825100365,140,40.0,3825100367,141,80.9,,,,,,,,,,4iurx3g3hajlatv5gcxsqwm7e,D. Vos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437409,24,1,1,1,41,2xlnfgrl6r18ftv38unwp7h4s,1,39.9,80.9,2022-10-07T18:04:05.170Z,2022-10-07T18:04:09Z,3825100703,140,46.2,3825100709,213,1.0,3825100705,141,95.3,3825100701,56,Back,3825100707,212,11.8,,,,,,,,,,7b0vbfxlv3uiozb19fcj2vsyy,F. Leysen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437433,25,1,1,1,46,2xlnfgrl6r18ftv38unwp7h4s,1,46.1,95,2022-10-07T18:04:09.858Z,2022-10-07T18:04:11Z,3825100853,56,Back,3825100861,213,3.9,3825100857,141,69.9,3825100855,140,27.3,3825100859,212,26.1,,,,,,,,,,cvbasfoccmz0tijnkxyf57n8q,A. Doudah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437443,26,1,1,1,47,2xlnfgrl6r18ftv38unwp7h4s,0,26.3,67,2022-10-07T18:04:11.282Z,2022-10-07T18:04:12Z,3825100909,213,6.2,3825100903,140,58.5,3825100911,1,,3825100905,141,63.1,3825100907,212,33.9,3825100899,155,,3825100901,56,Center,,,,4iurx3g3hajlatv5gcxsqwm7e,D. Vos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468452631,197,50,1,1,48,2xlnfgrl6r18ftv38unwp7h4s,1,53.6,69.2,2022-10-07T18:04:11.823Z,2022-10-07T18:19:55Z,3825181677,56,Center,3825181679,286,,3825182035,233,167,,,,,,,,,,,,,,,,ix6hcbfujuw3mgefzpsnp2zu,J. Antonisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468452311,167,7,1,1,48,zjawy6qdzk3y69v5pa3zl2cb,1,46.4,30.8,2022-10-07T18:04:11.824Z,2022-10-07T18:19:54Z,3825179873,56,Back,3825182023,233,197,3825179875,285,,,,,,,,,,,,,,,,,1qqqigufis9zdf4mdqt6mgfl5,Ö. Aktaş,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437447,19,61,1,1,49,zjawy6qdzk3y69v5pa3zl2cb,0,40.8,37.1,2022-10-07T18:04:12.856Z,2022-10-07T18:04:12Z,3825100929,56,Back,,,,,,,,,,,,,,,,,,,,,,1qqqigufis9zdf4mdqt6mgfl5,Ö. Aktaş,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437531,20,49,1,1,54,zjawy6qdzk3y69v5pa3zl2cb,1,32.5,22.2,2022-10-07T18:04:17.919Z,2022-10-07T18:04:18Z,,,,,,,,,,,,,,,,,,,,,,,,,476jyuzjm08o0d5g3t4nh1cyd,M. Apau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437535,27,1,1,1,54,2xlnfgrl6r18ftv38unwp7h4s,0,53,73,2022-10-07T18:04:18.082Z,2022-10-07T18:04:41Z,3825103333,141,80.4,3825103335,212,14.6,3825103331,140,66.1,3825103337,213,0.4,3825101343,56,Left,,,,,,,,,,ix6hcbfujuw3mgefzpsnp2zu,J. Antonisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437599,21,1,1,1,55,zjawy6qdzk3y69v5pa3zl2cb,1,32.3,22.2,2022-10-07T18:04:18.513Z,2022-10-07T18:04:21Z,3825101635,56,Back,3825101639,141,7.7,3825101645,213,5.6,3825101641,212,16.0,3825101637,140,44.3,,,,,,,,,,476jyuzjm08o0d5g3t4nh1cyd,M. Apau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437609,22,61,1,1,57,zjawy6qdzk3y69v5pa3zl2cb,0,44.3,7.7,2022-10-07T18:04:21.103Z,2022-10-07T18:04:21Z,3825101693,56,Back,,,,,,,,,,,,,,,,,,,,,,88vryegnhss2q5xz8aoj2phey,J. Kruiver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437617,23,5,1,1,58,zjawy6qdzk3y69v5pa3zl2cb,0,42.2,-2,2022-10-07T18:04:21.727Z,2022-10-07T18:04:28Z,3825101719,347,,3825102233,233,28,3825101717,56,Back,,,,,,,,,,,,,,,,88vryegnhss2q5xz8aoj2phey,J. Kruiver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437717,28,5,1,1,58,2xlnfgrl6r18ftv38unwp7h4s,1,57.8,102,2022-10-07T18:04:21.727Z,2022-10-07T18:59:49Z,3825102211,233,23,3825102189,56,Left,3825102191,347,,,,,,,,,,,,,,,,,ix6hcbfujuw3mgefzpsnp2zu,J. Antonisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437731,29,1,1,2,4,2xlnfgrl6r18ftv38unwp7h4s,1,59.9,100,2022-10-07T18:04:27.809Z,2022-10-07T18:04:29Z,3825102303,212,10.2,3825102297,56,Left,3825102301,141,88.0,3825102295,107,,3825102299,140,63.5,3825102305,213,5.1,,,,,,,7b0vbfxlv3uiozb19fcj2vsyy,F. Leysen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437749,30,1,1,2,5,2xlnfgrl6r18ftv38unwp7h4s,1,63.5,88,2022-10-07T18:04:28.913Z,2022-10-07T18:04:29Z,3825102387,141,97.1,3825102391,213,2.2,3825102389,212,7.6,3825102385,140,59.3,3825102381,56,Left,,,,,,,,,,d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437783,31,1,1,2,6,2xlnfgrl6r18ftv38unwp7h4s,1,59.3,97.1,2022-10-07T18:04:29.697Z,2022-10-07T18:04:32Z,3825102571,212,13.3,3825102567,140,70.9,3825102565,56,Left,3825102569,141,89.1,3825102573,213,5.9,,,,,,,,,,7b0vbfxlv3uiozb19fcj2vsyy,F. Leysen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437785,32,61,1,2,8,2xlnfgrl6r18ftv38unwp7h4s,0,70.9,89.1,2022-10-07T18:04:32.129Z,2022-10-07T18:04:32Z,3825102577,56,Left,,,,,,,,,,,,,,,,,,,,,,8npu0cbqjrhwv5km1w29kh016,S. Colyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437835,24,49,1,2,12,zjawy6qdzk3y69v5pa3zl2cb,1,28.9,10.3,2022-10-07T18:04:36.311Z,2022-10-07T18:50:12Z,,,,,,,,,,,,,,,,,,,,,,,,,476jyuzjm08o0d5g3t4nh1cyd,M. Apau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
