id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/12/value,assist,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2484285065,1,34,16,0,0,xcevba75jfkrg4s6tl89zl3y,1,0,0,2022-11-11T17:55:34.738Z,2022-11-11T19:00:36Z,3908928941,197,2124,3908829307,59,"1, 27, 5, 23, 22, 20, 14, 21, 9, 24, 33, 3, 4, 6, 7, 8, 16, 18, 32, 34, 35, 44, 45",3908829303,30,"cf70r39m2wgbijtw0co5t6yfp, 8eribncmewk65x40tn7pvqymt, 78t5clx87mnpzn7c5ynoa37x1, 7b4jmfu1ejoeci2zmvwuejnys, abgzge9xy445z8rdwa2mcapqt, 969cpy2geokwer9gjapk7zj3e, 5curv1gquatwkxsin86fghvkk, 1n0syrrxf9x7neh3tn19sc89h, 11sxalz1nikiipmp7bxvz33rp, cglskkkycbja9rjybhui9hdrd, ds0hd4ezvb5rw6l95rhbxtq1g, 92mkw4rtoho0gkf3wr19c9iad, 62ft9dfhds3wn0dv650d4gkph, 7flz5rsy2e31gbd8udiqg14gl, 3y7w3ngh3kby9mehxe5q7glpl, 85rm5s7x9di62hw3l31y5w8o9, 1chxk7d4i11x2f16igblexgyc, 96j7klvrblmkwsprx0wk81b10, g16sstb2lz1ru2hsba2ml6ju, vp0ugvtvnm7d72lyd3gsixhw, cipmd3k2nfv0ddic0l8go14gl, 8jm8a7w3a5b5nzikcom7cvf2s, 7dj1tr37jtrr32cyw6r1dukus",3908829311,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3908829309,130,6,3908829313,194,abgzge9xy445z8rdwa2mcapqt,3908829315,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3908829305,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484286395,1,34,16,0,0,2xlnfgrl6r18ftv38unwp7h4s,1,0,0,2022-11-11T18:00:30.361Z,2022-11-11T19:08:52Z,3908835465,194,4iurx3g3hajlatv5gcxsqwm7e,3908835461,130,7,3908929595,197,7233,3908835463,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3908835459,59,"1, 2, 5, 6, 3, 4, 7, 8, 9, 10, 11, 21, 22, 14, 24, 15, 23, 17, 19, 20, 18, 16",3908835457,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3908835455,30,"4u12cln8rmtkwlu5q36ypjl2i, 2x0hbry9gpcq5cbujdee5u904, cm78w42nflwgvshpnok680mlm, cla6c6izphee9prb80c15baei, e1islmeew98wa2ge0dicloay2, 4iurx3g3hajlatv5gcxsqwm7e, 6nwn2522yescgrx57wkcxjhwq, cvbasfoccmz0tijnkxyf57n8q, 2x8ywg6gxd17rqfo5a3iharfu, d785q9rpqlyuyswv8f9fx4cno, ix6hcbfujuw3mgefzpsnp2zu, 5ucdhb871lfyiw3qootnby590, 47yvsnwrehtn4mwsjcqk4ewyy, 7b0vbfxlv3uiozb19fcj2vsyy, 8mkrj5bnkyhx8kutc4656cy96, a7eyujeyux7nj68ifa7nnndas, amz65a6dp1pwwql1dkonktfys, 8tukt8jsmzkblxxs5w85x4dii, 3bepi58wwope38a478y7jwlxw, 8npu0cbqjrhwv5km1w29kh016, 1jr23fmrmezgiaq7k63pro07o, eola3wwbcxl6yeigrj16a3otm",3908835467,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305481,2,32,1,0,0,xcevba75jfkrg4s6tl89zl3y,1,0,0,2022-11-11T19:02:37.602Z,2022-11-11T19:02:40Z,3908933411,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305479,2,32,1,0,0,2xlnfgrl6r18ftv38unwp7h4s,1,0,0,2022-11-11T19:02:37.602Z,2022-11-11T19:02:37Z,3908933409,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305511,3,1,1,0,0,2xlnfgrl6r18ftv38unwp7h4s,1,50.2,49.7,2022-11-11T19:02:37.702Z,2022-11-11T19:02:41Z,3908933593,56,Back,3908933595,140,38.5,3908933601,213,2.8,3908933603,279,S,3908933599,212,13.0,3908933597,141,56.1,,,,,,,2x8ywg6gxd17rqfo5a3iharfu,F. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305517,4,1,1,0,4,2xlnfgrl6r18ftv38unwp7h4s,1,38.5,56.1,2022-11-11T19:02:41.847Z,2022-11-11T19:02:42Z,3908933639,212,10.4,3908933641,213,4.0,3908933637,141,44.3,3908933633,56,Back,3908933635,140,32.2,,,,,,,,,,d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305533,5,1,1,0,4,2xlnfgrl6r18ftv38unwp7h4s,1,32.2,44.3,2022-11-11T19:02:42.359Z,2022-11-11T19:02:44Z,3908933725,141,25.2,3908933721,56,Back,3908933729,213,4.2,3908933723,140,24.7,3908933727,212,15.2,,,,,,,,,,cla6c6izphee9prb80c15baei,M. Tielemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305565,6,1,1,0,6,2xlnfgrl6r18ftv38unwp7h4s,1,24.7,25.2,2022-11-11T19:02:44.007Z,2022-11-11T19:02:46Z,3908933835,141,50.9,3908933831,56,Back,3908933839,213,2.4,3908933833,140,4.7,3908933837,212,27.3,,,,,,,,,,2x0hbry9gpcq5cbujdee5u904,E. van de Blaak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305647,7,1,1,0,9,2xlnfgrl6r18ftv38unwp7h4s,1,5.2,55.7,2022-11-11T19:02:46.791Z,2022-11-11T19:02:55Z,3908934343,212,37.5,3908934345,213,0.7,3908934339,141,92.7,3908934335,140,31.7,3908934347,1,,3908934333,56,Back,,,,,,,4u12cln8rmtkwlu5q36ypjl2i,N. Schiks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305653,8,1,1,0,17,2xlnfgrl6r18ftv38unwp7h4s,1,63.1,93.9,2022-11-11T19:02:54.983Z,2022-11-11T19:02:56Z,3908934377,56,Left,3908934393,213,3.7,3908934385,141,88.0,3908934389,212,7.0,3908934381,140,57.6,,,,,,,,,,cm78w42nflwgvshpnok680mlm,F. Oppegård,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305671,9,1,1,0,18,2xlnfgrl6r18ftv38unwp7h4s,1,57.6,88,2022-11-11T19:02:55.719Z,2022-11-11T19:02:57Z,3908934479,56,Left,3908934487,213,0.2,3908934483,141,89.7,3908934481,140,64.3,3908934485,212,7.1,,,,,,,,,,d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305683,10,1,1,0,19,2xlnfgrl6r18ftv38unwp7h4s,1,64.3,89.7,2022-11-11T19:02:56.759Z,2022-11-11T19:02:57Z,3908934545,141,83.2,3908934541,56,Left,3908934543,140,60.1,3908934549,213,3.9,3908934547,212,6.2,,,,,,,,,,ix6hcbfujuw3mgefzpsnp2zu,J. Antonisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305689,11,3,1,0,20,2xlnfgrl6r18ftv38unwp7h4s,0,59.8,82.3,2022-11-11T19:02:57.815Z,2022-11-11T19:03:01Z,3908934571,286,,3908934677,233,3,3908934569,56,Left,,,,,,,,,,,,,,,,d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305701,3,7,1,0,20,xcevba75jfkrg4s6tl89zl3y,1,40.2,17.7,2022-11-11T19:02:57.816Z,2022-11-11T19:03:56Z,3908934645,285,,3908934671,233,11,3908934643,56,Back,,,,,,,,,,,,,,,,8eribncmewk65x40tn7pvqymt,R. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305705,4,49,1,0,22,xcevba75jfkrg4s6tl89zl3y,1,43.2,17,2022-11-11T19:03:00.071Z,2022-11-11T19:03:59Z,,,,,,,,,,,,,,,,,,,,,,,,,8eribncmewk65x40tn7pvqymt,R. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305717,5,1,1,0,22,xcevba75jfkrg4s6tl89zl3y,1,43.6,17,2022-11-11T19:03:00.231Z,2022-11-11T19:04:01Z,3908934715,56,Center,3908934723,213,0.3,3908934721,212,22.1,3908934717,140,63.4,3908934719,141,27.9,,,,,,,,,,8eribncmewk65x40tn7pvqymt,R. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305721,6,4,1,0,24,xcevba75jfkrg4s6tl89zl3y,1,64.8,28.9,2022-11-11T19:03:01.730Z,2022-11-11T19:03:19Z,3908934735,286,,3908934731,152,,3908934733,265,,3908934727,13,,3908934729,56,Center,3908935649,233,12,,,,,,,11sxalz1nikiipmp7bxvz33rp,D. Gravenberch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305861,12,4,1,0,24,2xlnfgrl6r18ftv38unwp7h4s,0,35.2,71.1,2022-11-11T19:03:01.731Z,2022-11-11T19:03:20Z,3908935425,13,,3908935669,233,6,3908935429,152,,3908935431,265,,3908935433,285,,3908935427,56,Back,,,,,,,4iurx3g3hajlatv5gcxsqwm7e,D. Vos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305933,7,1,1,0,43,xcevba75jfkrg4s6tl89zl3y,1,61.2,34.6,2022-11-11T19:03:20.773Z,2022-11-11T19:03:22Z,3908935803,140,43.2,3908935801,56,Back,3908935805,141,34.9,3908935799,152,,3908935807,212,18.9,3908935809,213,3.1,3908935797,5,,,,,7b4jmfu1ejoeci2zmvwuejnys,P. Brittijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305945,8,1,1,0,44,xcevba75jfkrg4s6tl89zl3y,1,43.6,35.2,2022-11-11T19:03:22.127Z,2022-11-11T19:03:23Z,3908935877,212,26.1,3908935879,213,1.4,3908935871,56,Back,3908935873,140,48.1,3908935875,141,73.0,,,,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305975,9,1,1,0,45,xcevba75jfkrg4s6tl89zl3y,1,56,79,2022-11-11T19:03:23.325Z,2022-11-11T19:03:25Z,3908936031,141,92.7,3908936027,56,Left,3908936033,212,9.5,3908936035,213,1.4,3908936029,140,57.9,,,,,,,,,,969cpy2geokwer9gjapk7zj3e,R. Hillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305983,10,1,1,0,47,xcevba75jfkrg4s6tl89zl3y,0,55.6,89.8,2022-11-11T19:03:25.335Z,2022-11-11T19:03:35Z,3908936093,141,100.0,3908936091,140,62.3,3908936089,56,Left,3908936095,212,10.4,3908936097,213,0.8,,,,,,,,,,78t5clx87mnpzn7c5ynoa37x1,R. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305989,11,43,1,0,48,xcevba75jfkrg4s6tl89zl3y,1,0,0,2022-11-11T19:03:26.345Z,2022-11-11T19:03:31Z,3908936125,141,80.6,3908936349,144,1,3908936121,56,Left,3908936129,213,4.4,3908936123,140,62.3,3908936127,212,10.0,,,,,,,ds0hd4ezvb5rw6l95rhbxtq1g,B. Önal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305987,13,43,1,0,49,2xlnfgrl6r18ftv38unwp7h4s,1,0,0,2022-11-11T19:03:26.678Z,2022-11-11T19:03:30Z,3908936315,144,49,,,,,,,,,,,,,,,,,,,,,,2x8ywg6gxd17rqfo5a3iharfu,F. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306017,12,5,1,0,51,xcevba75jfkrg4s6tl89zl3y,0,63,101.6,2022-11-11T19:03:28.952Z,2022-11-11T19:04:49Z,3908936273,56,Left,3908936275,347,,3908936401,233,14,,,,,,,,,,,,,,,,969cpy2geokwer9gjapk7zj3e,R. Hillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306039,14,5,1,0,51,2xlnfgrl6r18ftv38unwp7h4s,1,37,-1.6,2022-11-11T19:03:28.952Z,2022-11-11T19:03:32Z,3908936379,347,,3908936377,56,Back,3908936397,233,12,,,,,,,,,,,,,,,,2x8ywg6gxd17rqfo5a3iharfu,F. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306075,15,1,1,0,54,2xlnfgrl6r18ftv38unwp7h4s,1,35.2,0,2022-11-11T19:03:32.344Z,2022-11-11T19:03:35Z,3908936575,213,2.6,3908936571,141,10.3,3908936567,56,Back,3908936573,212,15.5,3908936569,140,22.4,3908936565,107,,,,,,,,2x0hbry9gpcq5cbujdee5u904,E. van de Blaak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306131,16,1,1,0,57,2xlnfgrl6r18ftv38unwp7h4s,1,22.9,17.3,2022-11-11T19:03:35.559Z,2022-11-11T19:03:41Z,3908936847,141,73.8,3908936849,212,40.4,3908936851,213,1.9,3908936853,1,,3908936845,140,11.1,3908936843,56,Back,,,,,,,e1islmeew98wa2ge0dicloay2,J. Seelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306135,17,43,1,1,3,2xlnfgrl6r18ftv38unwp7h4s,1,0,0,2022-11-11T19:03:40.999Z,2022-11-11T19:03:50Z,3908936877,212,25.1,3908937363,144,1,3908936879,213,5.9,3908936869,155,0,3908936875,141,70.9,3908936873,140,35.8,3908936871,56,Back,,,,4iurx3g3hajlatv5gcxsqwm7e,D. Vos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306191,13,43,1,1,5,xcevba75jfkrg4s6tl89zl3y,1,0,0,2022-11-11T19:03:42.613Z,2022-11-11T19:03:49Z,3908937145,212,17.5,3908937143,141,16.4,3908937137,3,0,3908937141,140,77.6,3908937139,56,Right,3908937273,144,1,3908937147,213,5.7,,,,7b4jmfu1ejoeci2zmvwuejnys,P. Brittijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306209,18,4,1,1,7,2xlnfgrl6r18ftv38unwp7h4s,1,20.2,86.7,2022-11-11T19:03:45.429Z,2022-11-11T19:03:49Z,3908937235,13,,3908937287,233,14,3908937241,152,,3908937237,294,,3908937243,285,,3908937239,56,Back,,,,,,,4iurx3g3hajlatv5gcxsqwm7e,D. Vos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306199,14,4,1,1,7,xcevba75jfkrg4s6tl89zl3y,0,79.8,13.3,2022-11-11T19:03:45.430Z,2022-11-11T19:03:51Z,3908937395,294,,3908937171,56,Right,3908937173,152,,3908937169,13,,3908937177,286,,3908937313,233,18,,,,,,,11sxalz1nikiipmp7bxvz33rp,D. Gravenberch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306415,19,1,1,1,31,2xlnfgrl6r18ftv38unwp7h4s,1,23.6,82.9,2022-11-11T19:04:08.615Z,2022-11-11T19:04:14Z,3908938417,212,42.1,3908938425,1,,3908938421,213,5.8,3908938405,152,,3908938403,155,,3908938401,5,,3908938407,56,Center,3908938415,141,53.9,4iurx3g3hajlatv5gcxsqwm7e,D. Vos,3908938411,140,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306421,20,1,1,1,36,2xlnfgrl6r18ftv38unwp7h4s,0,59,53.9,2022-11-11T19:04:13.942Z,2022-11-11T19:04:14Z,3908938469,56,Center,3908938471,140,75.7,3908938473,141,64.8,3908938467,168,,3908938475,212,19.0,3908938465,3,,3908938477,213,0.4,,,,cvbasfoccmz0tijnkxyf57n8q,A. Doudah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306433,15,1,1,1,36,xcevba75jfkrg4s6tl89zl3y,1,26,25.8,2022-11-11T19:04:14.278Z,2022-11-11T19:04:15Z,3908938539,141,37.4,3908938537,140,21.2,3908938543,213,2.1,3908938541,212,9.4,3908938535,56,Back,3908938533,3,,,,,,,,8eribncmewk65x40tn7pvqymt,R. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306449,16,12,1,1,37,xcevba75jfkrg4s6tl89zl3y,1,20.6,36.1,2022-11-11T19:04:15.438Z,2022-11-11T19:04:17Z,3908938645,141,22.4,3908938641,56,Back,3908938649,213,5.2,3908938643,140,25.0,3908938647,212,10.4,,,,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306497,21,1,1,1,40,2xlnfgrl6r18ftv38unwp7h4s,1,69.9,88.3,2022-11-11T19:04:18.454Z,2022-11-11T19:04:21Z,3908938835,140,65.6,3908938833,56,Left,3908938841,213,3.8,3908938837,141,82.7,3908938839,212,5.9,,,,,,,,,,ix6hcbfujuw3mgefzpsnp2zu,J. Antonisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306507,22,1,1,1,43,2xlnfgrl6r18ftv38unwp7h4s,1,66.1,85.1,2022-11-11T19:04:21.126Z,2022-11-11T19:04:21Z,3908938887,212,17.0,3908938889,213,4.2,3908938883,140,57.8,3908938881,56,Center,3908938885,141,63.7,,,,,,,,,,d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306555,23,1,1,1,44,2xlnfgrl6r18ftv38unwp7h4s,1,57.8,63.7,2022-11-11T19:04:21.671Z,2022-11-11T19:04:27Z,3908939167,1,,3908939157,56,Back,3908939161,141,16.4,3908939163,212,37.7,3908939159,140,39.0,3908939165,213,4.2,,,,,,,cla6c6izphee9prb80c15baei,M. Tielemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306583,24,1,1,1,49,2xlnfgrl6r18ftv38unwp7h4s,1,39.1,15.9,2022-11-11T19:04:26.983Z,2022-11-11T19:04:29Z,3908939315,212,15.5,3908939313,141,29.7,3908939309,56,Back,3908939311,140,27.4,3908939317,213,2.5,,,,,,,,,,2x0hbry9gpcq5cbujdee5u904,E. van de Blaak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306607,25,1,1,1,52,2xlnfgrl6r18ftv38unwp7h4s,1,28.3,31.9,2022-11-11T19:04:29.607Z,2022-11-11T19:04:31Z,3908939429,56,Back,3908939433,141,27.3,3908939431,140,40.1,3908939435,212,12.8,3908939437,213,6.0,,,,,,,,,,e1islmeew98wa2ge0dicloay2,J. Seelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306627,26,1,1,1,54,2xlnfgrl6r18ftv38unwp7h4s,1,39.5,19.4,2022-11-11T19:04:31.606Z,2022-11-11T19:04:33Z,3908939539,56,Right,3908939541,140,50.6,3908939543,141,9.8,3908939545,212,13.4,3908939547,213,5.8,,,,,,,,,,cla6c6izphee9prb80c15baei,M. Tielemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306633,27,1,1,1,55,2xlnfgrl6r18ftv38unwp7h4s,1,50.6,9.8,2022-11-11T19:04:33.335Z,2022-11-11T19:04:33Z,3908939585,213,0.8,3908939581,141,15.0,3908939579,140,53.7,3908939583,212,4.8,3908939577,56,Right,,,,,,,,,,6nwn2522yescgrx57wkcxjhwq,Sávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306651,28,1,1,1,56,2xlnfgrl6r18ftv38unwp7h4s,1,53.7,15,2022-11-11T19:04:33.783Z,2022-11-11T19:04:35Z,3908939677,141,17.3,3908939675,140,49.8,3908939681,213,2.8,3908939679,212,4.4,3908939673,56,Back,,,,,,,,,,cvbasfoccmz0tijnkxyf57n8q,A. Doudah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306687,29,1,1,1,58,2xlnfgrl6r18ftv38unwp7h4s,1,51.4,28.3,2022-11-11T19:04:35.734Z,2022-11-11T19:05:04Z,3908939843,56,Right,3908939845,140,61.8,3908939851,213,5.7,3908939849,212,13.4,3908941139,210,13,3908939847,141,16.8,,,,,,,6nwn2522yescgrx57wkcxjhwq,Sávio,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2484306693,17,45,1,2,2,xcevba75jfkrg4s6tl89zl3y,0,17.4,66.8,2022-11-11T19:04:39.846Z,2022-11-11T19:04:43Z,3908939887,285,,3908940061,233,30,3908939885,56,Back,,,,,,,,,,,,,,,,969cpy2geokwer9gjapk7zj3e,R. Hillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306725,30,3,1,2,2,2xlnfgrl6r18ftv38unwp7h4s,1,82.6,33.2,2022-11-11T19:04:39.846Z,2022-11-11T19:04:43Z,3908940045,233,17,3908940017,56,Center,3908940019,286,,,,,,,,,,,,,,,,,cvbasfoccmz0tijnkxyf57n8q,A. Doudah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306729,31,13,1,2,3,2xlnfgrl6r18ftv38unwp7h4s,1,82.6,34.3,2022-11-11T19:04:41.574Z,2022-11-11T19:05:04Z,3908941145,72,,3908940035,18,,3908941149,29,,3908940037,56,Center,3908941147,77,,3908941161,230,98.0,3908941155,102,60.2,3908940033,22,,cvbasfoccmz0tijnkxyf57n8q,A. Doudah,3908941151,55,29,,3908941157,103,52.8,3908941163,231,47.7,3908941159,215,,,,,,,,,,,,,,,,,
2484306727,18,5,1,2,5,xcevba75jfkrg4s6tl89zl3y,1,-1.1,40.8,2022-11-11T19:04:42.640Z,2022-11-11T19:04:44Z,3908940103,233,32,3908940025,346,,3908940023,56,Back,,,,,,,,,,,,,,,,969cpy2geokwer9gjapk7zj3e,R. Hillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
