id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/15/value,qualifier/14/value,qualifier/16/value,assist
2459292725,9,1,1,0,20,dvmw7d6jb38qvv7e6ziwu0vyr,1,32.8,39.2,2022-09-12T18:02:34.057Z,2022-09-12T18:02:35Z,3776459389,141,63.3,3776459393,213,1.6,3776459385,56,Back,3776459391,212,16.4,3776459387,140,33.0,,,,,,,,,,9e70uun80bdi4hedu45mo5vxl,M. Peijnenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459292741,10,1,1,0,22,dvmw7d6jb38qvv7e6ziwu0vyr,1,32.6,64.1,2022-09-12T18:02:35.321Z,2022-09-12T18:02:39Z,3776459479,141,91.7,3776459481,212,20.3,3776459475,56,Back,3776459483,213,1.2,3776459477,140,40.0,,,,,,,,,,ak5exy1iztbo0mqloqdwiag6i,P. Bogaers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459292791,11,1,1,0,25,dvmw7d6jb38qvv7e6ziwu0vyr,1,42.5,89.4,2022-09-12T18:02:38.889Z,2022-09-12T18:02:42Z,3776459641,212,17.6,3776459639,141,70.1,3776459643,213,4.0,3776459635,56,Back,3776459637,140,31.3,,,,,,,,,,3j368501ogr8mt2jdb7mby8h6,S. van Doorm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459292813,12,1,1,0,28,dvmw7d6jb38qvv7e6ziwu0vyr,1,31.3,70.8,2022-09-12T18:02:42.010Z,2022-09-12T18:02:46Z,3776459749,140,30.0,3776459753,212,30.4,3776459755,213,4.7,3776459751,141,26.2,3776459747,56,Back,,,,,,,,,,ak5exy1iztbo0mqloqdwiag6i,P. Bogaers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459292835,13,1,1,0,33,dvmw7d6jb38qvv7e6ziwu0vyr,1,32.6,25.4,2022-09-12T18:02:46.504Z,2022-09-12T18:02:49Z,3776459889,212,22.1,3776459885,140,29.1,3776459883,56,Back,3776459887,141,57.5,3776459891,213,1.7,,,,,,,,,,9e70uun80bdi4hedu45mo5vxl,M. Peijnenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459292851,14,1,1,0,36,dvmw7d6jb38qvv7e6ziwu0vyr,1,29.5,59.9,2022-09-12T18:02:49.081Z,2022-09-12T18:02:52Z,3776459977,140,42.5,3776459983,213,1.0,3776459975,56,Back,3776459981,212,24.9,3776459979,141,90.5,,,,,,,,,,ak5exy1iztbo0mqloqdwiag6i,P. Bogaers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459292873,15,1,1,0,38,dvmw7d6jb38qvv7e6ziwu0vyr,1,45.1,93,2022-09-12T18:02:51.977Z,2022-09-12T18:02:57Z,3776460107,212,17.8,3776460105,141,70.2,3776460103,140,53.5,3776460101,56,Center,3776460109,213,5.2,,,,,,,,,,dej8tywq0npvbm25sfgtqur1m,O. Kökcü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459292903,16,1,1,0,44,dvmw7d6jb38qvv7e6ziwu0vyr,1,38.3,71.9,2022-09-12T18:02:57.288Z,2022-09-12T18:03:01Z,3776460275,141,93.6,3776460281,1,,3776460279,213,0.5,3776460271,56,Left,3776460277,212,32.7,3776460273,140,66.1,,,,,,,3j368501ogr8mt2jdb7mby8h6,S. van Doorm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459292923,17,1,1,0,48,dvmw7d6jb38qvv7e6ziwu0vyr,1,66.6,89,2022-09-12T18:03:01.816Z,2022-09-12T18:03:07Z,3776460389,212,17.8,3776460385,140,71.5,3776460383,56,Center,3776460391,213,5.0,3776460387,141,63.9,,,,,,,,,,dej8tywq0npvbm25sfgtqur1m,O. Kökcü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459292947,18,1,1,0,53,dvmw7d6jb38qvv7e6ziwu0vyr,1,56.7,49.1,2022-09-12T18:03:06.937Z,2022-09-12T18:03:10Z,3776460533,140,51.3,3776460539,213,4.5,3776460531,56,Right,3776460537,212,23.2,3776460535,141,16.0,,,,,,,,,,c3j7ddqg0yzporam6gieibgiy,C. Brym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459292955,19,1,1,0,57,dvmw7d6jb38qvv7e6ziwu0vyr,1,55.9,11.3,2022-09-12T18:03:10.265Z,2022-09-12T18:03:11Z,3776460585,141,5.5,3776460587,212,9.6,3776460589,213,5.9,3776460581,56,Right,3776460583,140,64.2,,,,,,,,,,eu901b75l2ly5p48jdw6kwmad,M. Amevor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459292963,20,1,1,0,58,dvmw7d6jb38qvv7e6ziwu0vyr,0,64.2,6.1,2022-09-12T18:03:11.865Z,2022-09-12T18:03:15Z,3776460701,233,3,3776460633,56,Right,3776460639,212,3.1,3776460641,213,0.1,3776460705,286,,3776460637,141,6.7,3776460699,236,,3776460635,140,67.1,c3j7ddqg0yzporam6gieibgiy,C. Brym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459292975,3,74,1,0,58,1fttb31hnskynpku8qd09yhm8,1,32.7,93.9,2022-09-12T18:03:11.866Z,2022-09-12T18:11:50Z,3776460685,56,Back,3776460687,285,,3776460707,233,20,,,,,,,,,,,,,,,,c46xp363o8m76eswzfmlsel4a,T. Poll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459292981,4,5,1,1,1,1fttb31hnskynpku8qd09yhm8,0,44.4,101.7,2022-09-12T18:03:14.600Z,2022-09-12T18:12:23Z,3776460807,233,21,3776460715,347,,3776460713,56,Back,,,,,,,,,,,,,,,,c46xp363o8m76eswzfmlsel4a,T. Poll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459292995,21,5,1,1,1,dvmw7d6jb38qvv7e6ziwu0vyr,1,55.6,-1.7,2022-09-12T18:03:14.600Z,2022-09-12T18:03:17Z,3776460757,56,Right,3776460765,233,4,3776460759,347,,,,,,,,,,,,,,,,,c3j7ddqg0yzporam6gieibgiy,C. Brym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293049,22,1,1,1,4,dvmw7d6jb38qvv7e6ziwu0vyr,1,54.3,0,2022-09-12T18:03:17.384Z,2022-09-12T18:03:24Z,3776461071,1,,3776461065,141,23.9,3776461059,107,,3776461067,212,28.4,3776461061,56,Back,3776461069,213,2.5,3776461063,140,32.8,,,,c3j7ddqg0yzporam6gieibgiy,C. Brym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293071,23,1,1,1,11,dvmw7d6jb38qvv7e6ziwu0vyr,1,33.1,26.6,2022-09-12T18:03:24.297Z,2022-09-12T18:03:26Z,3776461171,141,34.6,3776461175,213,0.5,3776461169,140,42.7,3776461173,212,11.5,3776461167,56,Back,,,,,,,,,,9e70uun80bdi4hedu45mo5vxl,M. Peijnenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293085,24,1,1,1,13,dvmw7d6jb38qvv7e6ziwu0vyr,1,42.7,36.1,2022-09-12T18:03:26.168Z,2022-09-12T18:03:28Z,3776461261,213,2.1,3776461255,140,30.5,3776461257,141,65.0,3776461259,212,23.5,3776461253,56,Back,,,,,,,,,,8o2hk1hy097osczjijmq4bsh5,K. Oostenbrink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293097,25,1,1,1,15,dvmw7d6jb38qvv7e6ziwu0vyr,1,30.9,65.7,2022-09-12T18:03:28.073Z,2022-09-12T18:03:31Z,3776461319,212,21.2,3776461313,56,Back,3776461321,213,0.6,3776461315,140,47.8,3776461317,141,82.7,,,,,,,,,,ak5exy1iztbo0mqloqdwiag6i,P. Bogaers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293111,26,1,1,1,18,dvmw7d6jb38qvv7e6ziwu0vyr,1,43.9,84,2022-09-12T18:03:31.177Z,2022-09-12T18:03:33Z,3776461393,141,72.3,3776461389,56,Back,3776461391,140,32.8,3776461397,213,3.7,3776461395,212,14.1,,,,,,,,,,3j368501ogr8mt2jdb7mby8h6,S. van Doorm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293143,27,1,1,1,20,dvmw7d6jb38qvv7e6ziwu0vyr,1,32.8,72.3,2022-09-12T18:03:33.192Z,2022-09-12T18:03:36Z,3776461553,213,0.8,3776461545,56,Back,3776461549,141,91.5,3776461547,140,45.9,3776461551,212,19.0,,,,,,,,,,ak5exy1iztbo0mqloqdwiag6i,P. Bogaers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293179,28,1,1,1,23,dvmw7d6jb38qvv7e6ziwu0vyr,1,45.9,91.5,2022-09-12T18:03:36.089Z,2022-09-12T18:03:40Z,3776461711,196,,3776461719,212,44.5,3776461713,56,Back,3776461721,213,4.4,3776461715,140,34.0,3776461717,141,28.7,3776461723,1,,,,,3j368501ogr8mt2jdb7mby8h6,S. van Doorm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293237,29,1,1,1,27,dvmw7d6jb38qvv7e6ziwu0vyr,1,36.5,25.1,2022-09-12T18:03:40.633Z,2022-09-12T18:03:46Z,3776461965,213,1.7,3776461959,140,32.8,3776461961,141,62.0,3776461957,56,Back,3776461963,212,25.4,,,,,,,,,,9e70uun80bdi4hedu45mo5vxl,M. Peijnenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293277,30,1,1,1,32,dvmw7d6jb38qvv7e6ziwu0vyr,1,34.4,71.6,2022-09-12T18:03:45.961Z,2022-09-12T18:03:51Z,3776462149,140,52.2,3776462153,212,20.6,3776462155,213,5.9,3776462147,56,Center,3776462151,141,59.0,,,,,,,,,,ak5exy1iztbo0mqloqdwiag6i,P. Bogaers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293291,31,1,1,1,37,dvmw7d6jb38qvv7e6ziwu0vyr,1,44.8,59.6,2022-09-12T18:03:50.937Z,2022-09-12T18:03:52Z,3776462223,155,,3776462235,141,7.1,3776462247,1,,3776462231,140,55.4,3776462239,212,37.4,3776462227,56,Right,3776462241,213,5.0,,,,3j368501ogr8mt2jdb7mby8h6,S. van Doorm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293309,32,1,1,1,39,dvmw7d6jb38qvv7e6ziwu0vyr,0,55.4,7.1,2022-09-12T18:03:52.777Z,2022-09-12T18:03:55Z,3776462329,213,6.3,3776462321,56,Right,3776462323,140,71.5,3776462319,3,,3776462325,141,6.8,3776462327,212,16.9,,,,,,,eu901b75l2ly5p48jdw6kwmad,M. Amevor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293313,5,43,1,1,42,1fttb31hnskynpku8qd09yhm8,1,0,0,2022-09-12T18:03:55.778Z,2022-09-12T18:04:16Z,3776463275,144,49,,,,,,,,,,,,,,,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293347,33,4,1,1,45,dvmw7d6jb38qvv7e6ziwu0vyr,1,69.2,16.4,2022-09-12T18:03:58.633Z,2022-09-12T18:04:09Z,3776462687,233,6,3776462551,286,,3776462543,13,,3776462921,294,,3776462545,56,Right,3776462547,152,,,,,,,,7hsyytjjg6zw5knvav9xybbh1,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293367,6,4,1,1,45,1fttb31hnskynpku8qd09yhm8,0,30.8,83.6,2022-09-12T18:03:58.634Z,2022-09-12T18:12:41Z,3776462637,56,Back,3776462647,285,,3776462635,13,,3776462699,233,33,3776487751,294,,3776462639,152,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293525,34,1,1,2,6,dvmw7d6jb38qvv7e6ziwu0vyr,1,63.1,14.8,2022-09-12T18:04:19.400Z,2022-09-12T18:04:23Z,3776463539,56,Back,3776463541,140,40.3,3776463543,141,13.6,3776463545,212,24.0,3776463535,5,,3776463547,213,3.2,3776463537,152,,,,,c3j7ddqg0yzporam6gieibgiy,C. Brym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293537,35,1,1,2,10,dvmw7d6jb38qvv7e6ziwu0vyr,1,40.3,13.6,2022-09-12T18:04:23.656Z,2022-09-12T18:04:25Z,3776463627,141,32.0,3776463631,213,2.5,3776463623,56,Back,3776463625,140,22.8,3776463629,212,22.2,,,,,,,,,,eu901b75l2ly5p48jdw6kwmad,M. Amevor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293545,36,1,1,2,12,dvmw7d6jb38qvv7e6ziwu0vyr,1,22.8,32,2022-09-12T18:04:25.544Z,2022-09-12T18:04:27Z,3776463683,212,19.2,3776463677,56,Back,3776463679,140,23.4,3776463681,141,60.2,3776463685,213,1.5,,,,,,,,,,9e70uun80bdi4hedu45mo5vxl,M. Peijnenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293547,37,61,1,2,14,dvmw7d6jb38qvv7e6ziwu0vyr,0,23.2,60.2,2022-09-12T18:04:27.161Z,2022-09-12T18:04:27Z,3776463691,56,Back,,,,,,,,,,,,,,,,,,,,,,ak5exy1iztbo0mqloqdwiag6i,P. Bogaers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293563,7,49,1,2,15,1fttb31hnskynpku8qd09yhm8,1,63.7,35.4,2022-09-12T18:04:28.614Z,2022-09-12T18:04:28Z,,,,,,,,,,,,,,,,,,,,,,,,,dmtsvsqvdoqqtmrset0uz0and,Pascu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293603,8,1,1,2,16,1fttb31hnskynpku8qd09yhm8,1,71,42.2,2022-09-12T18:04:29.381Z,2022-09-12T18:54:38Z,3776464009,141,38.5,3776467781,154,,3776468093,4,,3776464011,212,14.7,3776467779,210,13,3776464005,56,Center,3776464013,213,6.1,3776464007,140,84.8,dmtsvsqvdoqqtmrset0uz0and,Pascu,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293607,9,13,1,2,18,1fttb31hnskynpku8qd09yhm8,1,85.2,40,2022-09-12T18:04:31.799Z,2022-09-12T18:54:38Z,3776464025,17,,3776609097,75,,3776464027,56,Center,3776464023,22,,3776464361,20,,3776467785,29,,3776467797,328,,3776467787,154,,bs14utcyx2am6s46cuv52nf56,J. Hilterman,,3776467795,103,26.4,3776467793,102,37.5,3776467789,55,8,3776467799,230,98.6,3776467801,231,48.9,,,,,,,,,,,,,,,,
2459293613,38,43,1,2,18,dvmw7d6jb38qvv7e6ziwu0vyr,1,0,0,2022-09-12T18:04:31.899Z,2022-09-12T18:07:07Z,3776471201,144,10,3776464063,94,0,3776464401,233,9,3776464065,56,Back,,,,,,,,,,,,,9e70uun80bdi4hedu45mo5vxl,M. Peijnenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293633,10,5,1,2,20,1fttb31hnskynpku8qd09yhm8,0,101.4,40.7,2022-09-12T18:04:33.063Z,2022-09-12T18:12:20Z,3776464165,56,Center,3776485399,346,,3776486617,233,40,,,,,,,,,,,,,,,,bs14utcyx2am6s46cuv52nf56,J. Hilterman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293775,40,5,1,2,20,dvmw7d6jb38qvv7e6ziwu0vyr,1,-1.4,59.3,2022-09-12T18:04:33.063Z,2022-09-12T18:12:24Z,3776464837,56,Back,3776486613,233,10,3776464839,346,,,,,,,,,,,,,,,,,9e70uun80bdi4hedu45mo5vxl,M. Peijnenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293649,39,43,1,2,20,dvmw7d6jb38qvv7e6ziwu0vyr,1,0,0,2022-09-12T18:04:33.352Z,2022-09-12T18:04:58Z,3776464267,233,10,3776465373,144,6,3776464231,56,Back,3776464233,73,0,,,,,,,,,,,,,9e70uun80bdi4hedu45mo5vxl,M. Peijnenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293813,41,1,1,2,38,dvmw7d6jb38qvv7e6ziwu0vyr,0,4.3,58.1,2022-09-12T18:04:51.624Z,2022-09-12T18:07:35Z,3776465089,212,26.8,3776465081,124,,3776465093,237,,3776465083,56,Back,3776465091,213,0.6,3776465085,140,24.8,3776465087,141,81.6,,,,3oduk9niyqml47z7wramkxhw5,N. Bertrams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293829,11,43,1,2,39,1fttb31hnskynpku8qd09yhm8,1,0,0,2022-09-12T18:04:52.854Z,2022-09-12T18:12:54Z,3776465159,155,0,3776465165,140,21.6,3776465171,213,3.4,3776488269,144,1,3776465167,141,12.0,3776465161,224,0,3776465169,212,1.3,3776465155,2,0,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,3776465163,56,Back,3776465157,6,0,,,,,,,,,,,,,,,,,,,,,,,,,
2459295155,62,1,1,2,39,dvmw7d6jb38qvv7e6ziwu0vyr,0,14.4,88.4,2022-09-12T18:04:53.039Z,2022-09-12T18:07:30Z,3776472299,212,61.4,3776472301,213,6.2,3776472295,140,72.4,3776472293,56,Center,3776472303,1,,3776472289,155,,3776472297,141,77.0,,,,ak5exy1iztbo0mqloqdwiag6i,P. Bogaers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293833,12,49,1,2,42,1fttb31hnskynpku8qd09yhm8,1,20.2,13.5,2022-09-12T18:04:55.288Z,2022-09-12T18:04:55Z,,,,,,,,,,,,,,,,,,,,,,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293885,13,1,1,2,42,1fttb31hnskynpku8qd09yhm8,1,20.2,13.5,2022-09-12T18:04:55.943Z,2022-09-12T18:04:59Z,3776465497,213,2.3,3776465495,212,24.8,3776465493,141,40.7,3776465489,56,Back,3776465491,140,4.4,,,,,,,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459293909,14,1,1,2,46,1fttb31hnskynpku8qd09yhm8,1,4.7,44.3,2022-09-12T18:04:59.878Z,2022-09-12T18:05:02Z,3776465621,141,83.0,3776465619,140,15.0,3776465625,213,1.2,3776465617,56,Back,3776465623,212,28.5,,,,,,,,,,6q72mpmc478hlf4f7ths9ez56,N. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
