id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/18/id,qualifier/18/qualifierId,assist
2463579893,1,34,16,0,0,cv5ftekuejf0ryxvd5h2my47r,1,0,0,2022-09-23T18:28:24.962Z,2022-09-23T19:07:30Z,3799235791,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3799275341,197,917,3799235789,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3799235781,30,"1du03mqsc0o6i4e64n7pzr6ui, 7i9hjqjogg1iowfo4fu5zpcyd, 5pg02unrm16jaa8vt5ego9z6y, aasoq3euk6e6zqhh08n0wocet, b3gyml6d5i3lqxsnh072nhuqd, 3khifxt41tsdr25ea7w5n1mcq, qgusrrldd48qxku8yna03ap5, 3jyb1qtjsf7li8zunui2qpq3u, a69sa0h7lgpmlav961cpejbe2, d6rg9ntx9qa2eh8yiflbke1ux, alimpjocr7xtxu21sumg3b2l1, 8qc6u3zsblb62it6519a4b6cp, 40l3vtezw1ofwk2occi4z5w45, zhnev5uetomme6rpisaa7wiy, 3p95pudljhqzrnegmko7z56uh, e74wy7br5zhkds5s73ip0tg4, 72d57i3mfqxtbsmm196kdv0fd, 5et3jsqqhg08ykfqgdniq8fhm, a750kxhudgz2pgboao4iw2mfo, 4o1150mpv9nz55cwj9b0vblk9, 8z868vetpqyeatv2rtfwpsbje, dzet4aycjrqmpv1lzp9ekqzje, 2aaznohtrdkfpf446r3m5itey",3799235785,59,"1, 2, 5, 16, 4, 3, 8, 11, 23, 10, 9, 6, 7, 12, 13, 14, 17, 19, 20, 21, 29, 30, 22",3799235787,130,4,3799235783,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3799248873,194,alimpjocr7xtxu21sumg3b2l1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463579903,1,34,16,0,0,zjawy6qdzk3y69v5pa3zl2cb,1,0,0,2022-09-23T18:28:29.864Z,2022-09-23T19:00:23Z,3799235843,194,c78t1bgro2lh7gvw8rwi6p239,3799235845,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3799235841,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3799276071,197,4034,3799235835,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3799235839,130,13,3799235837,59,"1, 16, 27, 24, 4, 3, 8, 21, 9, 17, 10, 11, 2, 5, 12, 14, 18, 19, 20, 23, 25, 28, 29",3799235833,30,"8l31bne12p5cp51o46h92zjrp, 88vryegnhss2q5xz8aoj2phey, da3d2iu2j4yb7q1ag063mu44q, 5wg2ysvwk3q67osv2nnbav4yx, 1qqqigufis9zdf4mdqt6mgfl5, 476jyuzjm08o0d5g3t4nh1cyd, 9tmi00hx820vuwghg30jhzidx, m10ml783dkbr4i0fpb06cm3t, c78t1bgro2lh7gvw8rwi6p239, blu3rrhzier5ivp5p9u78448a, 2pva2d9if0phol0efqnur68a2, 5t2yht2zjn4g7otqpaer3ia22, ag4gnhbvomc0q9ohvkyroftas, 46oot98163lb6atyes4j0mup5, a49duk4f5m5zmyvwht0ikal05, e7vke1zwf6w6xvxtsi2b8f9m2, 9jx0oun9o3zqncgu9axt2qxka, 7o8auo4uu5mzh7f4a44ucdf8q, 53c63f5ekinmj6bquc3rbsbxm, dh8jo5uq1oq0qv7gpu5rrbwx6, ajt9gf8zqsc3m6z4kof5m99ii, 9fb368ot1vtjx63e4l4y0ss9g, adp5a6klr2nygqjmdd1ekc8kq",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463588215,2,32,1,0,0,cv5ftekuejf0ryxvd5h2my47r,1,0,0,2022-09-23T19:02:44.234Z,2022-09-23T19:02:46Z,3799281829,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463588211,2,32,1,0,0,zjawy6qdzk3y69v5pa3zl2cb,1,0,0,2022-09-23T19:02:44.234Z,2022-09-23T19:02:44Z,3799281827,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463588223,3,1,1,0,0,cv5ftekuejf0ryxvd5h2my47r,1,50,50,2022-09-23T19:02:44.334Z,2022-09-23T19:53:22Z,3799281869,140,34.0,3799281867,56,Back,3799281873,212,20.7,3799281877,279,S,3799281871,141,32.1,3799281875,213,3.8,,,,,,,a69sa0h7lgpmlav961cpejbe2,D. Huisman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463588273,4,1,1,0,6,cv5ftekuejf0ryxvd5h2my47r,1,33.3,31.6,2022-09-23T19:02:51.042Z,2022-09-23T19:54:05Z,3799282133,141,5.8,3799282129,56,Back,3799282137,213,5.3,3799282131,140,44.9,3799282135,212,21.4,,,,,,,,,,qgusrrldd48qxku8yna03ap5,K. de Boer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463588293,5,1,1,0,7,cv5ftekuejf0ryxvd5h2my47r,1,45.5,5.6,2022-09-23T19:02:52.129Z,2022-09-23T19:54:07Z,3799282245,213,2.1,3799282241,141,28.9,3799282237,56,Back,3799282243,212,18.2,3799282239,140,36.9,,,,,,,,,,7i9hjqjogg1iowfo4fu5zpcyd,B. Koglin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463588309,6,1,1,0,9,cv5ftekuejf0ryxvd5h2my47r,1,36.3,30,2022-09-23T19:02:54.034Z,2022-09-23T19:54:16Z,3799282323,212,23.7,3799282325,213,1.6,3799282321,141,64.8,3799282317,56,Back,3799282319,140,35.0,,,,,,,,,,qgusrrldd48qxku8yna03ap5,K. de Boer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463588337,7,1,1,0,11,cv5ftekuejf0ryxvd5h2my47r,1,34.9,65.4,2022-09-23T19:02:56.082Z,2022-09-23T19:02:58Z,3799282459,141,93.5,3799282455,56,Back,3799282457,140,40.0,3799282461,212,19.8,3799282463,213,1.3,,,,,,,,,,3khifxt41tsdr25ea7w5n1mcq,S. Dirks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463588381,8,1,1,0,14,cv5ftekuejf0ryxvd5h2my47r,1,40,93.5,2022-09-23T19:02:58.770Z,2022-09-23T19:03:02Z,3799282679,56,Back,3799282685,212,20.7,3799282681,140,30.8,3799282683,141,66.6,3799282687,213,4.2,,,,,,,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
