id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist
2498893975,1,34,16,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2023-01-20T18:12:50.667Z,2023-01-20T19:05:11Z,3985956377,194,4jvk1ex8dsjj498vqzqhfmqxh,3985940841,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3985940833,59,"1, 18, 2, 8, 15, 23, 11, 22, 10, 7, 17, 3, 4, 6, 9, 19, 21, 24, 31, 42",3985940835,130,8,3986005211,197,13167,3985940829,30,"4jvk1ex8dsjj498vqzqhfmqxh, 36d4zodjdvtc8w1q4p940cx2i, 7wa5hbk41axn5lybd2b7v2978, 46wxtiry28k7j3y6gacgf7x4a, abgkpku77iidahswqpvce5gtm, 1u3rxxgh3ohv46tvrl86migkq, 74x54r0698ug6gzk9jwd86pxx, 4lf5375rzyy400rabvwgbcbmx, 7afaygi7b8fmxr885zaezaay1, 8mq0q8ebkt20p1pm35z3qma22, b9l12zfckbywukn3ll0vok6lm, a5j0tndc5032lgmuv1vqd2cix, a2ws6j60xd12ng844vlhgq2cq, alzxtazwzkp6cy4igin4ht2vp, 5362zl678ibx1md2kk6t4r47o, 97i465n07uip7fnpw82v554b8, balcshp8sostjtslygqqixu5l, 8zj8e6ovo1bt0d67klra3yh3o, a8nrm0flhc6mak2kvjksdlzx0, 8g5ms6uacdkgfcbxt4crlr4ve",3985940837,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3985940831,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498895957,1,34,16,0,0,2xlnfgrl6r18ftv38unwp7h4s,1,0,0,2023-01-20T18:20:14.186Z,2023-01-20T20:07:07Z,3985951377,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3985951379,59,"1, 2, 5, 6, 3, 4, 10, 9, 7, 8, 11, 14, 15, 26, 22, 18, 16, 17, 19, 20, 23",3985952731,194,cla6c6izphee9prb80c15baei,3985951375,30,"1otm71j1169bt3ivgo2vlj2tw, d9ewnngnsfc0s4hcs282hayhg, cm78w42nflwgvshpnok680mlm, cla6c6izphee9prb80c15baei, e1islmeew98wa2ge0dicloay2, 4iurx3g3hajlatv5gcxsqwm7e, d785q9rpqlyuyswv8f9fx4cno, 8npu0cbqjrhwv5km1w29kh016, 7uwe0kxpzg271d8ocms7l2kno, 1jr23fmrmezgiaq7k63pro07o, ix6hcbfujuw3mgefzpsnp2zu, 2x0hbry9gpcq5cbujdee5u904, 7b0vbfxlv3uiozb19fcj2vsyy, ch4mwwdzqiksjm5kfda3f3klw, 47yvsnwrehtn4mwsjcqk4ewyy, 8mkrj5bnkyhx8kutc4656cy96, 4u12cln8rmtkwlu5q36ypjl2i, 8tukt8jsmzkblxxs5w85x4dii, 3bepi58wwope38a478y7jwlxw, eukc9fng5jfasmr9i814nq8t0, eola3wwbcxl6yeigrj16a3otm",3986005645,197,17500,3985951383,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3985951385,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3985951381,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906503,2,32,1,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2023-01-20T19:01:45.732Z,2023-01-20T19:01:45Z,3986009423,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906511,2,32,1,0,0,2xlnfgrl6r18ftv38unwp7h4s,1,0,0,2023-01-20T19:01:45.732Z,2023-01-20T19:01:48Z,3986009439,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906535,3,1,1,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,49.9,49.7,2023-01-20T19:01:45.832Z,2023-01-20T19:01:49Z,3986009601,279,S,3986009593,140,27.6,3986009597,212,24.1,3986009599,213,2.9,3986009591,56,Back,3986009595,141,57.9,,,,,,,74x54r0698ug6gzk9jwd86pxx,D. Verbeek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906565,4,1,1,0,3,eh54mfvjtrttgsg1wbjnvxcqz,0,27.4,62,2023-01-20T19:01:48.985Z,2023-01-20T19:01:52Z,3986009753,155,,3986009763,213,5.7,3986009755,56,Center,3986009757,140,61.7,3986009759,141,25.0,3986009767,1,,3986009761,212,43.9,,,,7wa5hbk41axn5lybd2b7v2978,J. van Hedel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906609,3,44,1,0,7,2xlnfgrl6r18ftv38unwp7h4s,1,41.3,73.1,2023-01-20T19:01:53.096Z,2023-01-20T19:01:55Z,3986009987,285,,3986010001,233,5,3986009985,56,Back,,,,,,,,,,,,,,,,d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906591,5,44,1,0,7,eh54mfvjtrttgsg1wbjnvxcqz,0,58.7,26.9,2023-01-20T19:01:53.097Z,2023-01-20T19:01:55Z,3986009907,56,Center,3986010005,233,3,3986009911,286,,,,,,,,,,,,,,,,,7afaygi7b8fmxr885zaezaay1,J. Konings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906617,4,1,1,0,9,2xlnfgrl6r18ftv38unwp7h4s,0,44.3,71.2,2023-01-20T19:01:55.203Z,2023-01-20T19:18:05Z,3986010025,56,Back,3986010035,212,2.4,3986010039,213,6.0,3986010029,140,46.5,3986010023,3,,3986010031,141,70.2,,,,,,,d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906641,6,1,1,0,13,eh54mfvjtrttgsg1wbjnvxcqz,0,46.8,26.4,2023-01-20T19:01:58.953Z,2023-01-20T19:01:59Z,3986010179,213,5.8,3986010169,141,15.3,3986010161,56,Right,3986010173,212,16.5,3986010165,140,60.8,,,,,,,,,,abgkpku77iidahswqpvce5gtm,T. van Grunsven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
