id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value
2529877049,8,1,1,0,16,1wyg1tunyt7go9tnjea1hjqxb,1,37.5,32.8,2023-04-07T18:02:20.685Z,2023-04-07T18:02:29Z,4170354023,140,39.1,4170354029,213,1.5,4170354021,56,Back,4170354027,212,22.4,4170354025,141,65.7,,,,,,,,,,b1h2eiqxic31ioxbs1zjd709g,L. Postma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877069,9,1,1,0,25,1wyg1tunyt7go9tnjea1hjqxb,1,45.6,63.6,2023-04-07T18:02:29.022Z,2023-04-07T18:02:31Z,4170354139,212,19.0,4170354131,140,42.7,4170354141,213,1.7,4170354129,56,Back,4170354135,141,91.2,,,,,,,,,,b4vrfh7z9qt9e5gdpkajrqolw,M. Engel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877091,10,1,1,0,26,1wyg1tunyt7go9tnjea1hjqxb,1,40.2,90.6,2023-04-07T18:02:31.006Z,2023-04-07T18:02:32Z,4170354275,141,92.1,4170354277,212,22.8,4170354271,56,Left,4170354279,213,0.0,4170354273,140,61.9,,,,,,,,,,cs49ec8y6cubrlo5nmu3j3jtg,L. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877113,11,1,1,0,28,1wyg1tunyt7go9tnjea1hjqxb,1,61.9,92.1,2023-04-07T18:02:32.590Z,2023-04-07T18:02:33Z,4170354383,56,Left,4170354393,213,4.2,4170354387,140,59.0,4170354389,141,84.0,4170354391,212,6.3,,,,,,,,,,8i6cjao5lwxzaomilei61kbxm,R. Kewal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877125,12,1,1,0,29,1wyg1tunyt7go9tnjea1hjqxb,1,59,84,2023-04-07T18:02:33.614Z,2023-04-07T18:02:34Z,4170354469,140,58.4,4170354467,56,Center,4170354471,141,60.9,4170354473,212,15.7,4170354475,213,4.7,,,,,,,,,,cs49ec8y6cubrlo5nmu3j3jtg,L. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877133,13,1,1,0,30,1wyg1tunyt7go9tnjea1hjqxb,0,58,60.8,2023-04-07T18:02:34.621Z,2023-04-07T18:07:20Z,4170354529,212,16.3,4170354523,56,Center,4170354525,140,61.8,4170354527,141,37.5,4170354531,213,5.0,,,,,,,,,,cwu5itv65s8p6zsalk3np4ic,N. Twisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877147,4,49,1,0,32,1fttb31hnskynpku8qd09yhm8,1,35.3,40.6,2023-04-07T18:02:36.482Z,2023-04-07T18:02:36Z,,,,,,,,,,,,,,,,,,,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877159,5,1,1,0,33,1fttb31hnskynpku8qd09yhm8,1,35.3,40.6,2023-04-07T18:02:37.283Z,2023-04-07T18:02:38Z,4170354659,56,Back,4170354663,141,20.1,4170354667,213,5.5,4170354665,212,19.7,4170354661,140,48.5,,,,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877167,6,1,1,0,34,1fttb31hnskynpku8qd09yhm8,0,48.5,20.3,2023-04-07T18:02:38.093Z,2023-04-07T18:02:38Z,4170354723,141,33.3,4170354721,140,40.6,4170354727,213,2.3,4170354725,212,12.1,4170354719,56,Back,,,,,,,,,,dmtsvsqvdoqqtmrset0uz0and,Pascu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877255,7,1,1,0,38,1fttb31hnskynpku8qd09yhm8,1,41.6,28.3,2023-04-07T18:02:42.887Z,2023-04-07T18:02:44Z,4170355161,212,15.3,4170355155,56,Center,4170355163,213,0.5,4170355159,141,38.6,4170355157,140,54.6,,,,,,,,,,a49001euf7xwpx5wodembjbo5,Álvaro Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877291,8,1,1,0,40,1fttb31hnskynpku8qd09yhm8,1,55.3,43,2023-04-07T18:02:44.039Z,2023-04-07T18:02:45Z,4170355331,213,1.6,4170355325,140,53.0,4170355323,56,Left,4170355333,1,,4170355327,141,98.9,4170355329,212,38.1,,,,,,,ccmmsnrfn58gwi1petlp08f3e,L. Duijvestijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877321,9,1,1,0,41,1fttb31hnskynpku8qd09yhm8,1,53.1,98.6,2023-04-07T18:02:45.727Z,2023-04-07T18:02:48Z,4170355455,213,3.5,4170355453,212,10.9,4170355447,56,Back,4170355451,141,93.0,4170355449,140,43.4,,,,,,,,,,c46xp363o8m76eswzfmlsel4a,T. Poll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877377,10,1,1,0,44,1fttb31hnskynpku8qd09yhm8,1,45.5,93.3,2023-04-07T18:02:48.294Z,2023-04-07T18:02:51Z,4170355719,56,Left,4170355727,213,0.1,4170355721,140,67.0,4170355725,212,22.6,4170355723,141,96.0,,,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877415,11,1,1,0,47,1fttb31hnskynpku8qd09yhm8,1,68.6,89.7,2023-04-07T18:02:51.119Z,2023-04-07T18:02:53Z,4170355941,56,Center,4170355947,212,7.9,4170355945,141,78.4,4170355943,140,66.8,4170355949,213,4.5,,,,,,,,,,c46xp363o8m76eswzfmlsel4a,T. Poll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877419,12,50,1,0,49,1fttb31hnskynpku8qd09yhm8,1,64.7,75.5,2023-04-07T18:02:53.813Z,2023-04-07T18:02:56Z,4170356117,233,14,4170355969,56,Center,4170355971,286,,,,,,,,,,,,,,,,,ccmmsnrfn58gwi1petlp08f3e,L. Duijvestijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877439,14,7,1,0,49,1wyg1tunyt7go9tnjea1hjqxb,0,35.3,24.5,2023-04-07T18:02:53.814Z,2023-04-07T18:02:55Z,4170356059,285,,4170356057,56,Back,4170356075,233,12,,,,,,,,,,,,,,,,cs49ec8y6cubrlo5nmu3j3jtg,L. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877425,13,61,1,0,50,1fttb31hnskynpku8qd09yhm8,1,67,81.7,2023-04-07T18:02:54.273Z,2023-04-07T18:02:54Z,4170355993,56,Left,,,,,,,,,,,,,,,,,,,,,,ccmmsnrfn58gwi1petlp08f3e,L. Duijvestijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877493,14,1,1,0,52,1fttb31hnskynpku8qd09yhm8,1,69.1,73,2023-04-07T18:02:56.398Z,2023-04-07T18:03:19Z,4170356339,140,68.1,4170356337,56,Center,4170356345,213,4.7,4170356343,212,17.9,4170356341,141,46.7,,,,,,,,,,48sqqhgtmfmpqb3602iirspd6,K. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877495,15,43,1,0,55,1fttb31hnskynpku8qd09yhm8,1,0,0,2023-04-07T18:02:59.340Z,2023-04-07T18:03:17Z,4170357845,144,61,4170356355,56,Center,,,,,,,,,,,,,,,,,,,dmtsvsqvdoqqtmrset0uz0and,Pascu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877533,16,1,1,0,56,1fttb31hnskynpku8qd09yhm8,1,63.2,49.7,2023-04-07T18:03:00.807Z,2023-04-07T18:03:01Z,4170356567,141,33.3,4170356571,213,5.6,4170356569,212,17.0,4170356565,140,75.4,4170356563,56,Center,,,,,,,,,,a49001euf7xwpx5wodembjbo5,Álvaro Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877549,17,1,1,0,57,1fttb31hnskynpku8qd09yhm8,1,75.4,33.3,2023-04-07T18:03:01.751Z,2023-04-07T18:03:03Z,4170356623,212,22.8,4170356625,213,5.7,4170356617,56,Right,4170356619,140,94.0,4170356621,141,16.1,,,,,,,,,,dmtsvsqvdoqqtmrset0uz0and,Pascu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877553,18,1,1,0,59,1fttb31hnskynpku8qd09yhm8,0,92.6,15.5,2023-04-07T18:03:03.111Z,2023-04-07T18:03:04Z,4170356645,56,Center,4170356653,213,1.6,4170356643,155,,4170356651,212,18.8,4170356641,2,,4170356647,140,91.8,4170356649,141,43.1,,,,dolfy51fw3jycb0cfhoecbo16,H. Akujobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877569,15,8,1,1,1,1wyg1tunyt7go9tnjea1hjqxb,1,13.8,59.7,2023-04-07T18:03:05.037Z,2023-04-07T18:03:05Z,4170356749,56,Back,,,,,,,,,,,,,,,,,,,,,,b1h2eiqxic31ioxbs1zjd709g,L. Postma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877597,16,49,1,1,2,1wyg1tunyt7go9tnjea1hjqxb,1,13.2,62,2023-04-07T18:03:06.254Z,2023-04-07T18:03:06Z,,,,,,,,,,,,,,,,,,,,,,,,,b1h2eiqxic31ioxbs1zjd709g,L. Postma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877615,17,43,1,1,3,1wyg1tunyt7go9tnjea1hjqxb,1,0,0,2023-04-07T18:03:07.070Z,2023-04-07T18:03:14Z,4170356959,56,Back,4170357625,144,50,4170356961,285,0,,,,,,,,,,,,,,,,b1h2eiqxic31ioxbs1zjd709g,L. Postma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877705,18,1,1,1,4,1wyg1tunyt7go9tnjea1hjqxb,1,13.7,66.2,2023-04-07T18:03:08.462Z,2023-04-07T18:03:12Z,4170357445,212,31.4,4170357443,141,89.1,4170357439,56,Back,4170357437,155,,4170357447,213,0.5,4170357441,140,39.7,,,,,,,b1h2eiqxic31ioxbs1zjd709g,L. Postma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877711,19,4,1,1,6,1wyg1tunyt7go9tnjea1hjqxb,1,35.8,87.4,2023-04-07T18:03:10.718Z,2023-04-07T18:03:15Z,4170357483,56,Back,4170357485,152,,4170357479,13,,4170357481,294,,4170357487,286,,4170357695,233,19,,,,,,,51f3vubki4or5vaft5tromn3e,Y. Barası,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877745,19,4,1,1,6,1fttb31hnskynpku8qd09yhm8,0,64.2,12.6,2023-04-07T18:03:10.719Z,2023-04-07T18:03:15Z,4170357661,285,,4170357655,294,,4170357653,13,,4170357745,233,19,4170357657,56,Right,4170357659,152,,,,,,,,cx3fqj7odbuc6i0kppcie4jmy,J. Jacobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877973,20,1,1,1,14,1wyg1tunyt7go9tnjea1hjqxb,1,32.8,93.5,2023-04-07T18:03:18.925Z,2023-04-07T18:03:31Z,4170358839,5,,4170358845,140,24.8,4170358843,56,Back,4170358841,152,,4170358847,141,71.0,4170358851,213,4.2,4170358849,212,17.5,,,,7s2zxbtepa7dgr8yl0s48afpw,F. Stam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878023,21,1,1,1,27,1wyg1tunyt7go9tnjea1hjqxb,1,35.4,59.7,2023-04-07T18:03:31.277Z,2023-04-07T18:03:34Z,4170359117,141,64.7,4170359115,140,49.0,4170359113,56,Back,4170359119,212,14.7,4170359121,213,0.2,,,,,,,,,,b4vrfh7z9qt9e5gdpkajrqolw,M. Engel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878065,22,1,1,1,30,1wyg1tunyt7go9tnjea1hjqxb,1,48.4,64.8,2023-04-07T18:03:34.429Z,2023-04-07T18:03:37Z,4170359353,141,87.0,4170359349,56,Back,4170359357,213,2.5,4170359355,212,23.9,4170359351,140,30.8,,,,,,,,,,cs49ec8y6cubrlo5nmu3j3jtg,L. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878175,23,1,1,1,33,1wyg1tunyt7go9tnjea1hjqxb,1,31,86.6,2023-04-07T18:03:37.118Z,2023-04-07T18:03:45Z,4170359981,212,45.2,4170359975,56,Back,4170359973,196,,4170359983,213,4.7,4170359985,1,,4170359977,140,31.6,4170359979,141,20.2,,,,cwu5itv65s8p6zsalk3np4ic,N. Twisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878259,24,1,1,1,41,1wyg1tunyt7go9tnjea1hjqxb,0,31.6,18.7,2023-04-07T18:03:45.117Z,2023-04-07T18:16:26Z,4170360459,140,42.5,4170360457,56,Back,4170360463,212,12.9,4170360465,213,5.8,4170360461,141,9.8,,,,,,,,,,b1h2eiqxic31ioxbs1zjd709g,L. Postma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878365,21,50,1,1,48,1fttb31hnskynpku8qd09yhm8,1,41.7,94.6,2023-04-07T18:03:52.749Z,2023-04-07T18:04:00Z,4170361171,286,,4170361279,233,26,4170361169,56,Back,,,,,,,,,,,,,,,,ccmmsnrfn58gwi1petlp08f3e,L. Duijvestijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878323,26,7,1,1,48,1wyg1tunyt7go9tnjea1hjqxb,1,58.3,5.4,2023-04-07T18:03:52.750Z,2023-04-07T18:04:00Z,4170361233,233,21,4170360791,56,Right,4170360793,285,,4170360789,167,,,,,,,,,,,,,,b8k8uynw043b6q9xm0lfzszmy,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878263,25,50,1,1,50,1wyg1tunyt7go9tnjea1hjqxb,1,57.8,6.4,2023-04-07T18:03:54.229Z,2023-04-07T18:04:08Z,4170361833,233,20,4170360479,56,Right,4170360481,286,,,,,,,,,,,,,,,,,b8k8uynw043b6q9xm0lfzszmy,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878359,20,7,1,1,50,1fttb31hnskynpku8qd09yhm8,1,42.2,93.6,2023-04-07T18:03:54.230Z,2023-04-07T18:04:07Z,4170361811,233,25,4170360963,56,Back,4170360965,285,,,,,,,,,,,,,,,,,ccmmsnrfn58gwi1petlp08f3e,L. Duijvestijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878399,22,5,1,1,51,1fttb31hnskynpku8qd09yhm8,1,44.2,101.6,2023-04-07T18:03:55.182Z,2023-04-07T18:15:51Z,4170361129,347,,4170361127,56,Back,4170361197,233,27,,,,,,,,,,,,,,,,ccmmsnrfn58gwi1petlp08f3e,L. Duijvestijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878333,27,5,1,1,51,1wyg1tunyt7go9tnjea1hjqxb,0,55.8,-1.6,2023-04-07T18:03:55.182Z,2023-04-07T18:04:00Z,4170361239,233,22,4170360845,56,Right,4170360847,347,,,,,,,,,,,,,,,,,b8k8uynw043b6q9xm0lfzszmy,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878539,23,1,1,2,4,1fttb31hnskynpku8qd09yhm8,1,56.7,100,2023-04-07T18:04:08.776Z,2023-04-07T18:04:10Z,4170361939,140,62.4,4170361937,56,Left,4170361945,213,5.6,4170361943,212,8.0,4170361935,107,,4170361941,141,93.8,,,,,,,c46xp363o8m76eswzfmlsel4a,T. Poll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878549,24,1,1,2,6,1fttb31hnskynpku8qd09yhm8,1,62.4,93.8,2023-04-07T18:04:10.117Z,2023-04-07T18:04:11Z,4170362003,140,55.5,4170362005,141,97.2,4170362009,213,2.8,4170362007,212,7.6,4170362001,56,Left,,,,,,,,,,ccmmsnrfn58gwi1petlp08f3e,L. Duijvestijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878555,25,1,1,2,7,1fttb31hnskynpku8qd09yhm8,0,55.5,97.2,2023-04-07T18:04:11.140Z,2023-04-07T18:04:12Z,4170362049,141,91.1,4170362047,140,65.8,4170362051,212,11.6,4170362043,155,,4170362053,213,5.9,4170362045,56,Left,,,,,,,c46xp363o8m76eswzfmlsel4a,T. Poll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878577,28,49,1,2,8,1wyg1tunyt7go9tnjea1hjqxb,1,36.7,8.5,2023-04-07T18:04:12.493Z,2023-04-07T18:04:12Z,,,,,,,,,,,,,,,,,,,,,,,,,b8k8uynw043b6q9xm0lfzszmy,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878603,29,1,1,2,8,1wyg1tunyt7go9tnjea1hjqxb,1,36.7,8.5,2023-04-07T18:04:12.733Z,2023-04-07T18:04:14Z,4170362283,140,40.4,4170362289,213,1.0,4170362281,56,Back,4170362287,212,7.1,4170362285,141,17.3,,,,,,,,,,b8k8uynw043b6q9xm0lfzszmy,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878627,30,1,1,2,10,1wyg1tunyt7go9tnjea1hjqxb,1,41,14.6,2023-04-07T18:04:14.173Z,2023-04-07T18:04:15Z,4170362413,140,34.3,4170362419,213,3.8,4170362417,212,9.2,4170362415,141,5.8,4170362411,56,Back,,,,,,,,,,cs49ec8y6cubrlo5nmu3j3jtg,L. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878643,31,1,1,2,11,1wyg1tunyt7go9tnjea1hjqxb,0,34,5.6,2023-04-07T18:04:15.741Z,2023-04-07T18:07:12Z,4170362497,141,7.9,4170362491,56,Back,4170362499,212,5.1,4170362501,213,0.3,4170362577,233,26,4170362495,140,38.6,4170362575,236,,4170362581,286,,b8k8uynw043b6q9xm0lfzszmy,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878657,26,74,1,2,11,1fttb31hnskynpku8qd09yhm8,1,64.3,90.9,2023-04-07T18:04:15.742Z,2023-04-07T18:15:56Z,4170362571,56,Left,4170362619,233,31,4170362573,285,,,,,,,,,,,,,,,,,c46xp363o8m76eswzfmlsel4a,T. Poll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878699,27,49,1,2,16,1fttb31hnskynpku8qd09yhm8,1,73.3,66,2023-04-07T18:04:20.301Z,2023-04-07T18:04:20Z,,,,,,,,,,,,,,,,,,,,,,,,,ccmmsnrfn58gwi1petlp08f3e,L. Duijvestijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878765,28,1,1,2,16,1fttb31hnskynpku8qd09yhm8,1,77.4,56.4,2023-04-07T18:04:20.983Z,2023-04-07T18:04:23Z,4170363089,141,34.0,4170363087,140,89.8,4170363091,212,20.0,4170363085,56,Center,4170363093,213,5.4,,,,,,,,,,ccmmsnrfn58gwi1petlp08f3e,L. Duijvestijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878773,29,1,1,2,19,1fttb31hnskynpku8qd09yhm8,0,91.9,32.2,2023-04-07T18:04:23.764Z,2023-04-07T18:04:25Z,4170363273,233,32,4170363141,140,91.4,4170363147,213,1.7,4170363139,56,Center,4170363271,236,,4170363277,286,,4170363145,212,4.6,4170363143,141,38.9,dmtsvsqvdoqqtmrset0uz0and,Pascu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
