id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value
2517923547,9,1,1,0,15,b94pf87be9ojdgnrs5mst80un,1,45.8,99.3,2023-03-10T19:02:04.711Z,2023-03-10T19:02:06Z,4086178967,155,,4086178977,213,5.8,4086178971,140,70.2,4086178969,56,Left,4086178975,212,28.9,4086178973,141,79.7,,,,,,,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923553,10,61,1,0,17,b94pf87be9ojdgnrs5mst80un,0,70.5,79.7,2023-03-10T19:02:06.487Z,2023-03-10T19:02:06Z,4086178983,56,Left,,,,,,,,,,,,,,,,,,,,,,8im7pgnph2au11blma5pewe09,M. Kaars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923569,3,49,1,0,18,2xlnfgrl6r18ftv38unwp7h4s,1,8.9,25,2023-03-10T19:02:08.362Z,2023-03-10T19:02:08Z,,,,,,,,,,,,,,,,,,,,,,,,,7b0vbfxlv3uiozb19fcj2vsyy,F. Leysen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923593,4,1,1,0,19,2xlnfgrl6r18ftv38unwp7h4s,1,8.9,25,2023-03-10T19:02:08.762Z,2023-03-10T19:02:10Z,4086179153,56,Back,4086179159,212,14.2,4086179157,141,43.7,4086179155,140,2.8,4086179161,213,2.0,,,,,,,,,,7b0vbfxlv3uiozb19fcj2vsyy,F. Leysen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923601,5,1,1,0,20,2xlnfgrl6r18ftv38unwp7h4s,1,3,43.4,2023-03-10T19:02:10.009Z,2023-03-10T19:02:11Z,4086179203,157,,4086179217,1,,4086179211,141,43.1,4086179205,56,Back,4086179215,213,6.3,4086179207,140,26.3,4086179213,212,24.5,,,,4u12cln8rmtkwlu5q36ypjl2i,N. Schiks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923603,6,61,1,0,21,2xlnfgrl6r18ftv38unwp7h4s,0,26,43.4,2023-03-10T19:02:11.369Z,2023-03-10T19:02:11Z,4086179221,56,Back,,,,,,,,,,,,,,,,,,,,,,d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923627,11,49,1,0,24,b94pf87be9ojdgnrs5mst80un,1,64.7,31.3,2023-03-10T19:02:13.448Z,2023-03-10T19:02:13Z,,,,,,,,,,,,,,,,,,,,,,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923687,12,1,1,0,26,b94pf87be9ojdgnrs5mst80un,1,62.7,27.6,2023-03-10T19:02:15.959Z,2023-03-10T19:02:18Z,4086179689,212,26.7,4086179687,141,24.7,4086179683,140,37.3,4086179693,213,3.2,4086179679,56,Back,,,,,,,,,,2pzdedlktluxyj6sq2cd19e51,B. van Vlerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923755,13,1,1,0,29,b94pf87be9ojdgnrs5mst80un,1,35.4,24.9,2023-03-10T19:02:18.807Z,2023-03-10T19:02:24Z,4086179989,56,Back,4086179997,213,1.8,4086179991,140,28.4,4086179995,212,31.9,4086179993,141,70.5,,,,,,,,,,94h1esmbnvlcvdeq9ohs11boq,M. Kreekels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923785,14,1,1,0,34,b94pf87be9ojdgnrs5mst80un,1,29.2,62.4,2023-03-10T19:02:23.895Z,2023-03-10T19:02:26Z,4086180153,56,Back,4086180159,212,19.8,4086180155,140,30.3,4086180161,213,4.8,4086180157,141,33.4,,,,,,,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923823,15,1,1,0,36,b94pf87be9ojdgnrs5mst80un,1,30.8,31.6,2023-03-10T19:02:26.071Z,2023-03-10T19:02:28Z,4086180337,213,6.2,4086180331,140,46.1,4086180335,212,16.2,4086180329,56,Back,4086180333,141,28.8,,,,,,,,,,94h1esmbnvlcvdeq9ohs11boq,M. Kreekels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923841,16,1,1,0,39,b94pf87be9ojdgnrs5mst80un,1,46.1,28.8,2023-03-10T19:02:28.455Z,2023-03-10T19:02:29Z,4086180431,56,Back,4086180439,213,3.8,4086180433,140,36.0,4086180435,141,17.7,4086180437,212,13.0,,,,,,,,,,45rrtsz9hmxxqasj8jgi3g0oa,J. Goselink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923865,17,1,1,0,40,b94pf87be9ojdgnrs5mst80un,1,35.9,18.6,2023-03-10T19:02:29.687Z,2023-03-10T19:02:31Z,4086180549,141,54.9,4086180553,213,1.8,4086180547,140,30.8,4086180543,56,Back,4086180551,212,25.3,,,,,,,,,,2pzdedlktluxyj6sq2cd19e51,B. van Vlerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923943,18,1,1,0,45,b94pf87be9ojdgnrs5mst80un,1,31.6,63.6,2023-03-10T19:02:34.937Z,2023-03-10T19:02:37Z,4086180969,213,0.5,4086180961,56,Left,4086180971,1,,4086180967,212,34.0,4086180963,140,60.4,4086180959,155,,4086180965,141,86.5,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923961,19,1,1,0,47,b94pf87be9ojdgnrs5mst80un,0,61.4,86.8,2023-03-10T19:02:37.256Z,2023-03-10T19:03:15Z,4086181053,141,25.0,4086183449,196,,4086181049,56,Center,4086181055,212,59.0,4086181047,155,,4086181059,1,,4086181051,140,100.0,4086181057,213,5.5,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923979,7,5,1,0,51,2xlnfgrl6r18ftv38unwp7h4s,1,-1.2,70.9,2023-03-10T19:02:41.034Z,2023-03-10T19:10:11Z,4086181169,56,Back,4086210839,233,21,4086181171,346,,,,,,,,,,,,,,,,,47yvsnwrehtn4mwsjcqk4ewyy,D. Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924281,21,5,1,0,51,b94pf87be9ojdgnrs5mst80un,0,101.2,29.1,2023-03-10T19:02:41.034Z,2023-03-10T19:10:11Z,4086182557,346,,4086210843,233,7,4086182555,56,Center,,,,,,,,,,,,,,,,45rrtsz9hmxxqasj8jgi3g0oa,J. Goselink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924245,20,43,1,1,10,b94pf87be9ojdgnrs5mst80un,1,0,0,2023-03-10T19:03:00.197Z,2023-03-10T19:03:06Z,4086182875,144,61,4086182411,56,Center,,,,,,,,,,,,,,,,,,,45rrtsz9hmxxqasj8jgi3g0oa,J. Goselink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924329,8,1,1,1,13,2xlnfgrl6r18ftv38unwp7h4s,1,5,39.4,2023-03-10T19:03:03.325Z,2023-03-10T19:53:19Z,4086182841,141,48.2,4086182835,124,,4086182849,237,,4086182837,56,Back,4086182843,212,6.0,4086182839,140,4.7,4086182845,213,1.6,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924385,9,1,1,1,16,2xlnfgrl6r18ftv38unwp7h4s,1,7.6,47.5,2023-03-10T19:03:06.058Z,2023-03-10T19:03:09Z,4086183131,212,55.8,4086183123,155,,4086183129,141,15.1,4086183133,213,5.9,4086183125,56,Right,4086183135,1,,4086183127,140,56.4,,,,4u12cln8rmtkwlu5q36ypjl2i,N. Schiks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924399,10,44,1,1,20,2xlnfgrl6r18ftv38unwp7h4s,1,58.2,10.6,2023-03-10T19:03:09.530Z,2023-03-10T19:03:10Z,4086183177,286,,4086183175,56,Right,4086183199,233,22,,,,,,,,,,,,,,,,7uwe0kxpzg271d8ocms7l2kno,J. van Duiven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924391,22,44,1,1,20,b94pf87be9ojdgnrs5mst80un,0,41.8,89.4,2023-03-10T19:03:09.531Z,2023-03-10T19:03:11Z,4086183205,233,10,4086183145,285,,4086183143,56,Back,,,,,,,,,,,,,,,,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924409,11,1,1,1,20,2xlnfgrl6r18ftv38unwp7h4s,1,56.4,15.1,2023-03-10T19:03:10.155Z,2023-03-10T19:03:12Z,4086183261,213,1.7,4086183255,140,54.1,4086183253,56,Center,4086183257,141,42.5,4086183259,212,18.8,4086183251,3,,,,,,,,7uwe0kxpzg271d8ocms7l2kno,J. van Duiven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924489,12,1,1,1,22,2xlnfgrl6r18ftv38unwp7h4s,1,54.1,42.5,2023-03-10T19:03:12.123Z,2023-03-10T19:03:18Z,4086183635,141,96.3,4086183641,1,,4086183633,140,62.5,4086183637,212,37.6,4086183631,56,Left,4086183639,213,1.3,,,,,,,d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924507,13,1,1,1,28,2xlnfgrl6r18ftv38unwp7h4s,0,72.5,84.3,2023-03-10T19:03:17.747Z,2023-03-10T19:03:22Z,4086183725,212,17.4,4086183727,213,5.1,4086183721,140,78.2,4086183723,141,60.2,4086183719,56,Center,,,,,,,,,,1jr23fmrmezgiaq7k63pro07o,I. Babadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924527,23,1,1,1,30,b94pf87be9ojdgnrs5mst80un,1,26.9,38.8,2023-03-10T19:03:19.900Z,2023-03-10T19:03:21Z,4086183817,212,8.8,4086183815,141,34.9,4086183819,213,3.4,4086183813,140,18.9,4086183811,56,Back,,,,,,,,,,egmubn4rsudpbk05qfv2qlvit,E. Lieftink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924535,24,1,1,1,32,b94pf87be9ojdgnrs5mst80un,0,18.8,34.9,2023-03-10T19:03:21.785Z,2023-03-10T19:03:22Z,4086183887,213,6.2,4086183889,1,,4086183881,140,44.2,4086183879,56,Back,4086183885,212,26.8,4086183883,141,31.8,4086183877,157,,,,,94h1esmbnvlcvdeq9ohs11boq,M. Kreekels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924563,25,44,1,1,34,b94pf87be9ojdgnrs5mst80un,1,45.6,35.3,2023-03-10T19:03:23.738Z,2023-03-10T21:09:57Z,4086184073,233,14,4086184011,56,Back,4086184015,285,,,,,,,,,,,,,,,,,45rrtsz9hmxxqasj8jgi3g0oa,J. Goselink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924557,14,44,1,1,34,2xlnfgrl6r18ftv38unwp7h4s,0,54.4,64.7,2023-03-10T19:03:23.739Z,2023-03-10T19:53:38Z,4086184051,233,25,4086183997,286,,4086183995,56,Center,,,,,,,,,,,,,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924591,15,43,1,1,34,2xlnfgrl6r18ftv38unwp7h4s,1,0,0,2023-03-10T19:03:23.979Z,2023-03-10T19:53:40Z,4086184163,140,59.1,4086184165,141,74.7,4086371957,144,1,4086184159,3,0,4086184161,56,Center,4086184169,213,0.8,4086184167,212,5.5,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518021303,833,1,1,1,35,b94pf87be9ojdgnrs5mst80un,0,38.7,55.4,2023-03-10T19:03:24.391Z,2023-03-10T21:09:55Z,4086698647,212,5.7,4086698649,213,3.5,4086698635,3,,4086698639,140,33.6,4086698645,141,52.7,4086698637,56,Back,,,,,,,45rrtsz9hmxxqasj8jgi3g0oa,J. Goselink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924593,16,43,1,1,35,2xlnfgrl6r18ftv38unwp7h4s,1,0,0,2023-03-10T19:03:24.787Z,2023-03-10T19:53:46Z,4086372329,144,49,,,,,,,,,,,,,,,,,,,,,,1jr23fmrmezgiaq7k63pro07o,I. Babadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924599,17,61,1,1,36,2xlnfgrl6r18ftv38unwp7h4s,0,58.5,73.8,2023-03-10T19:03:26.048Z,2023-03-10T19:53:53Z,4086184201,56,Center,,,,,,,,,,,,,,,,,,,,,,1jr23fmrmezgiaq7k63pro07o,I. Babadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924603,26,12,1,1,36,b94pf87be9ojdgnrs5mst80un,1,36.6,23.1,2023-03-10T19:03:26.049Z,2023-03-10T21:09:08Z,4086696277,140,42.7,4086696283,213,5.1,4086696281,212,18.0,4086184225,56,Back,4086696275,167,,4086696279,141,0.0,,,,,,,45rrtsz9hmxxqasj8jgi3g0oa,J. Goselink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924663,18,5,1,1,37,2xlnfgrl6r18ftv38unwp7h4s,1,56.4,101.4,2023-03-10T19:03:26.955Z,2023-03-10T19:10:12Z,4086210857,233,27,4086184497,56,Left,4086184499,347,,,,,,,,,,,,,,,,,1jr23fmrmezgiaq7k63pro07o,I. Babadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924713,27,5,1,1,37,b94pf87be9ojdgnrs5mst80un,0,43.6,-1.4,2023-03-10T19:03:26.955Z,2023-03-10T19:10:12Z,4086184783,347,,4086184781,56,Back,4086210865,233,18,,,,,,,,,,,,,,,,45rrtsz9hmxxqasj8jgi3g0oa,J. Goselink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924819,19,1,1,1,50,2xlnfgrl6r18ftv38unwp7h4s,1,44.6,100,2023-03-10T19:03:39.531Z,2023-03-10T19:03:40Z,4086185265,213,4.0,4086185259,140,38.8,4086185255,107,,4086185261,141,90.9,4086185257,56,Back,4086185263,212,9.4,,,,,,,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924845,20,1,1,1,51,2xlnfgrl6r18ftv38unwp7h4s,1,38.8,90.9,2023-03-10T19:03:40.459Z,2023-03-10T19:03:42Z,4086185365,140,51.6,4086185367,141,96.2,4086185371,213,0.3,4086185363,56,Left,4086185369,212,13.9,,,,,,,,,,cla6c6izphee9prb80c15baei,M. Tielemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924855,21,1,1,1,52,2xlnfgrl6r18ftv38unwp7h4s,0,51.6,96.2,2023-03-10T19:03:42.363Z,2023-03-10T19:03:43Z,4086185427,140,46.3,4086185435,213,3.7,4086185423,56,Back,4086185433,212,6.5,4086185431,141,91.4,,,,,,,,,,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924871,28,8,1,1,54,b94pf87be9ojdgnrs5mst80un,1,47.1,10.3,2023-03-10T19:03:43.578Z,2023-03-10T19:03:43Z,4086185503,56,Back,,,,,,,,,,,,,,,,,,,,,,63ox7kqo9rl36cvk4joqh9soa,E. Maddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924923,22,1,1,1,55,2xlnfgrl6r18ftv38unwp7h4s,1,46.5,76.1,2023-03-10T19:03:45.115Z,2023-03-10T19:54:24Z,4086185831,1,,4086185811,196,,4086185825,212,53.2,4086185817,140,66.6,4086185807,155,,4086185821,141,4.3,4086185829,213,5.1,4086185813,56,Right,d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517924999,23,3,1,2,3,2xlnfgrl6r18ftv38unwp7h4s,0,73.9,16.8,2023-03-10T19:03:52.620Z,2023-03-10T19:03:55Z,4086186271,286,,4086186269,56,Right,4086186409,233,29,,,,,,,,,,,,,,,,8tukt8jsmzkblxxs5w85x4dii,D. Sealy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517925021,29,7,1,2,3,b94pf87be9ojdgnrs5mst80un,1,26.1,83.2,2023-03-10T19:03:52.621Z,2023-03-10T19:03:55Z,4086186369,285,,4086186367,56,Back,4086186403,233,23,4086186365,167,,,,,,,,,,,,,,42lgdybjew0zrd18mmwwcpbhm,A. Van Keilegom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517925201,24,5,1,2,4,2xlnfgrl6r18ftv38unwp7h4s,1,75.4,-1.4,2023-03-10T19:03:53.771Z,2023-03-10T19:04:05Z,4086187171,347,,4086187193,233,30,4086187169,56,Right,,,,,,,,,,,,,,,,8tukt8jsmzkblxxs5w85x4dii,D. Sealy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517925029,30,5,1,2,4,b94pf87be9ojdgnrs5mst80un,0,24.6,101.4,2023-03-10T19:03:53.771Z,2023-03-10T19:10:12Z,4086186399,347,,4086186397,56,Back,4086187243,233,24,,,,,,,,,,,,,,,,42lgdybjew0zrd18mmwwcpbhm,A. Van Keilegom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517925229,25,1,1,2,15,2xlnfgrl6r18ftv38unwp7h4s,1,76.4,0,2023-03-10T19:04:04.924Z,2023-03-10T19:04:06Z,4086187319,141,10.6,4086187313,107,,4086187323,213,2.0,4086187321,212,9.0,4086187317,140,72.7,4086187315,56,Right,,,,,,,47yvsnwrehtn4mwsjcqk4ewyy,D. Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517925245,26,1,1,2,16,2xlnfgrl6r18ftv38unwp7h4s,1,72.7,10.6,2023-03-10T19:04:06.283Z,2023-03-10T19:04:07Z,4086187431,213,4.8,4086187423,56,Right,4086187429,212,4.2,4086187425,140,73.2,4086187427,141,4.4,,,,,,,,,,7uwe0kxpzg271d8ocms7l2kno,J. van Duiven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517925277,27,1,1,2,17,2xlnfgrl6r18ftv38unwp7h4s,1,73.2,4.4,2023-03-10T19:04:07.372Z,2023-03-10T19:04:09Z,4086187579,141,3.7,4086187575,56,Right,4086187581,212,6.5,4086187577,140,79.4,4086187583,213,6.2,,,,,,,,,,47yvsnwrehtn4mwsjcqk4ewyy,D. Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517925283,28,3,1,2,20,2xlnfgrl6r18ftv38unwp7h4s,0,78.4,3.8,2023-03-10T19:04:09.435Z,2023-03-10T19:04:12Z,4086187735,233,31,4086187621,286,,4086187619,56,Right,,,,,,,,,,,,,,,,8tukt8jsmzkblxxs5w85x4dii,D. Sealy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
