id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/13/value,qualifier/16/value,assist
2486789523,1,34,16,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,0,0,2022-11-19T18:11:20.198Z,2022-11-19T18:54:30Z,3921915817,194,7d9x6ojih9obktxl3fnrjskk4,3921915815,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3921915811,59,"12, 21, 5, 31, 2, 4, 7, 8, 10, 16, 14, 23, 1, 9, 15, 17, 22, 24, 28, 30, 32",3921915809,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3921952945,197,4032,3921915819,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3921915813,130,8,3921915807,30,"rgspixypiwxuenf1yaukrrop, eke044f5xni8gdztggk6x4a1h, gmu8p51rp6bjzs0bss5jupzo, 88m6s6m8ep0p3fropim4ttcoa, axbyqn4r430cilb6lbnzpbuvo, 7d9x6ojih9obktxl3fnrjskk4, 2kdavfzjymb8uhgjj3c97e2uh, epkss1rj7z6duqd3axbcm8l0q, 2072f0p9ful9u577gdvo89yw9, 2gwigr63tgo2jw460msz2qgwk, avv12sgcucblnbfb790xovf8, 54bf7p613bf3n0gefid4tt0r8, eog43l8hrs7pbza9bmwu0p2sq, 3usiruyhxf6p9lkiz5qeytze2, er8v2eo4vlak5ftjetqhinfv8, e4k6t8tld877pq2s0e1vo5p4a, 1dljhkcvmodqq9u1w8iv145m2, 1b409f4dv852le376vbcjdmhg, 966zp0zv6513cnn3q2t6xvtyi, 50ecz4x9j0zfudh34l7f2ecr8, bk7742h8fac9g6e6wh7nnugkq",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486790665,1,34,16,0,0,1fttb31hnskynpku8qd09yhm8,1,0,0,2022-11-19T18:17:24.424Z,2022-11-19T19:00:10Z,3921921801,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3921921793,30,"6q72mpmc478hlf4f7ths9ez56, dolfy51fw3jycb0cfhoecbo16, 124bbojic7k5medlvgvxmcm39, d1dq7upxtawnps3wljz6wf9jo, 6ylzm57bvpufg3cenadtv7qhh, 9jofs3271wn4cwlkj9hfay7vu, bdtti3sckhcppilsisgu7well, a49001euf7xwpx5wodembjbo5, bs14utcyx2am6s46cuv52nf56, ccmmsnrfn58gwi1petlp08f3e, ebnm8xj9pggemio5qay9pcc0l, cx3fqj7odbuc6i0kppcie4jmy, c46xp363o8m76eswzfmlsel4a, ab8p14hbfeph28j3ig36nzob9, dgio69i8qj7x1dzd7q6y7168l, dmtsvsqvdoqqtmrset0uz0and, 2c8alz6gmphvy6aqpgykva0yy, f1as17wqpj44gihtvw936lofd, 4lnhhxtl72v8wlss3xgrrbr2t, 9vu68zcajmrqmkkchmpdrebu2, evz953s9rvki1w9c3hsljss7p",3921921799,130,8,3921921805,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3921921795,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3921921803,194,6ylzm57bvpufg3cenadtv7qhh,3921957659,197,17169,3921921797,59,"1, 20, 23, 28, 4, 22, 11, 18, 9, 10, 7, 3, 5, 6, 8, 14, 19, 21, 25, 26, 40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486798469,2,32,1,0,0,1fttb31hnskynpku8qd09yhm8,1,0,0,2022-11-19T19:05:18.723Z,2022-11-19T19:05:22Z,3921963449,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486798463,3,32,1,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,0,0,2022-11-19T19:05:18.723Z,2022-11-19T19:05:18Z,3921963425,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486798489,4,1,1,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,50,50,2022-11-19T19:05:18.823Z,2022-11-19T19:05:22Z,3921963563,279,S,3921963557,141,44.0,3921963555,140,31.8,3921963553,56,Back,3921963559,212,19.5,3921963561,213,3.4,,,,,,,2kdavfzjymb8uhgjj3c97e2uh,S. Blummel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486798509,5,1,1,0,3,bqm1bnp1bh2apyudlz1o1whr3,1,32.6,43.7,2022-11-19T19:05:22.346Z,2022-11-19T19:08:33Z,3921963649,212,46.6,3921963643,56,Left,3921963651,213,0.6,3921963653,1,,3921963647,141,83.9,3921963645,140,68.5,3921963641,155,,,,,axbyqn4r430cilb6lbnzpbuvo,R. Van Helden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486798513,6,44,1,0,6,bqm1bnp1bh2apyudlz1o1whr3,1,70.2,87.6,2022-11-19T19:05:25.505Z,2022-11-19T19:25:55Z,3921963669,56,Left,3921963689,233,3,3921963671,286,,,,,,,,,,,,,,,,,2072f0p9ful9u577gdvo89yw9,K. Kostons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486798517,3,44,1,0,6,1fttb31hnskynpku8qd09yhm8,0,29.8,12.4,2022-11-19T19:05:25.506Z,2022-11-19T19:22:59Z,3921963683,233,6,3921963679,56,Back,3921963681,285,,,,,,,,,,,,,,,,,dolfy51fw3jycb0cfhoecbo16,H. Akujobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486802735,169,1,1,0,7,bqm1bnp1bh2apyudlz1o1whr3,0,73.5,80,2022-11-19T19:05:26.212Z,2022-11-19T19:25:53Z,3921987303,56,Left,3921987307,141,86.1,3921987309,212,6.2,3921987305,140,69.1,3921987311,213,2.4,3921987301,3,,,,,,,,2072f0p9ful9u577gdvo89yw9,K. Kostons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486798533,4,1,1,0,7,1fttb31hnskynpku8qd09yhm8,1,28,8.8,2022-11-19T19:05:26.687Z,2022-11-19T19:05:28Z,3921963769,141,8.0,3921963773,213,6.1,3921963763,3,,3921963765,56,Back,3921963767,140,31.4,3921963771,212,3.6,,,,,,,dolfy51fw3jycb0cfhoecbo16,H. Akujobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
