id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,assist,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,keyPass,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2533148435,5,49,1,0,15,xcevba75jfkrg4s6tl89zl3y,1,41,49.9,2023-04-14T18:02:17.552Z,2023-04-14T18:02:17Z,,,,,,,,,,,,,,,,,,,,,,,,,7flz5rsy2e31gbd8udiqg14gl,L. Kaak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148451,6,1,1,0,15,xcevba75jfkrg4s6tl89zl3y,1,41,49.9,2023-04-14T18:02:17.904Z,2023-04-14T18:02:19Z,4187752047,213,2.8,4187752041,140,30.2,4187752043,141,56.6,4187752039,56,Back,4187752045,212,12.2,,,,,,,,,,7flz5rsy2e31gbd8udiqg14gl,L. Kaak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148465,7,1,1,0,17,xcevba75jfkrg4s6tl89zl3y,1,30.2,56.6,2023-04-14T18:02:19.440Z,2023-04-14T18:02:20Z,4187752115,141,42.5,4187752119,213,5.4,4187752111,56,Back,4187752113,140,37.8,4187752117,212,12.5,,,,,,,,,,969cpy2geokwer9gjapk7zj3e,R. Hillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148485,8,1,1,0,18,xcevba75jfkrg4s6tl89zl3y,1,37.8,42.5,2023-04-14T18:02:20.272Z,2023-04-14T19:01:39Z,4187752181,140,30.3,4187752183,141,15.8,4187752187,213,4.3,4187752179,56,Back,4187752185,212,19.8,,,,,,,,,,7b4jmfu1ejoeci2zmvwuejnys,P. Brittijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148563,9,1,1,0,19,xcevba75jfkrg4s6tl89zl3y,1,30.1,15.5,2023-04-14T18:02:21.616Z,2023-04-14T18:02:25Z,4187752485,212,46.9,4187752481,140,74.5,4187752479,56,Right,4187752487,213,6.2,4187752489,1,,4187752483,141,8.3,4187752477,155,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148567,10,1,1,0,23,xcevba75jfkrg4s6tl89zl3y,1,73.8,9.1,2023-04-14T18:02:25.743Z,2023-04-14T19:02:01Z,4187752505,56,Right,4187981117,168,,4187981125,213,0.3,4187981121,141,18.8,4187981119,140,98.2,4187981123,212,26.5,,,,,,,1j33nixshgkkdwjjnuafknahh,G. Korte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148655,11,61,1,0,27,xcevba75jfkrg4s6tl89zl3y,0,98.6,1.9,2023-04-14T18:02:29.592Z,2023-04-14T18:58:28Z,4187752939,56,Right,,,,,,,,,,,,,,,,,,,,,,5curv1gquatwkxsin86fghvkk,C. Neghli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148659,7,5,1,0,28,dnzj0iv5qtaemm9kthh9pos8q,1,-1.1,93.7,2023-04-14T18:02:30.567Z,2023-04-14T18:02:32Z,4187752949,346,,4187752947,56,Back,4187753071,233,12,,,,,,,,,,,,,,,,4zow18ykkg1gvw40r7jsrzkl,D. van der Sluys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533148685,12,5,1,0,28,xcevba75jfkrg4s6tl89zl3y,0,101.1,6.3,2023-04-14T18:02:30.567Z,2023-04-14T18:33:19Z,4187753093,233,7,4187753049,346,,4187753047,56,Right,,,,,,,,,,,,,,,,1j33nixshgkkdwjjnuafknahh,G. Korte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533149047,8,1,1,0,55,dnzj0iv5qtaemm9kthh9pos8q,0,5.2,56.1,2023-04-14T18:02:57.789Z,2023-04-14T18:03:02Z,4187754919,213,0.2,4187754913,140,72.9,4187755163,189,,4187754923,74,,4187754909,124,,4187754911,56,Center,4187754917,212,72.6,4187754915,141,78.1,alzgg0nxnnex3nkzr6lgmt1ey,T. Jansen,4187754921,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533149087,13,1,1,0,58,xcevba75jfkrg4s6tl89zl3y,1,22.5,31.3,2023-04-14T18:03:00.160Z,2023-04-14T18:03:02Z,4187755173,56,Back,4187755179,212,24.1,4187755181,213,5.7,4187755175,140,42.2,4187755171,157,,4187755177,141,13.2,4187755183,1,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533149091,14,49,1,1,0,xcevba75jfkrg4s6tl89zl3y,1,42.2,13.2,2023-04-14T18:03:02.207Z,2023-04-14T18:03:02Z,,,,,,,,,,,,,,,,,,,,,,,,,1j33nixshgkkdwjjnuafknahh,G. Korte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533149147,15,1,1,1,1,xcevba75jfkrg4s6tl89zl3y,1,42.2,13.2,2023-04-14T18:03:03.712Z,2023-04-14T18:03:06Z,4187755469,213,3.1,4187755463,140,37.5,4187755459,155,,4187755465,141,13.8,4187755461,56,Back,4187755467,212,5.0,,,,,,,1j33nixshgkkdwjjnuafknahh,G. Korte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533149215,16,1,1,1,4,xcevba75jfkrg4s6tl89zl3y,1,35.9,17.9,2023-04-14T18:03:06.321Z,2023-04-14T18:03:11Z,4187755831,140,19.8,4187755833,141,8.9,4187755837,213,3.5,4187755835,212,18.0,4187755829,56,Back,,,,,,,,,,7b4jmfu1ejoeci2zmvwuejnys,P. Brittijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533149221,17,1,1,1,9,xcevba75jfkrg4s6tl89zl3y,0,15.5,6.7,2023-04-14T18:03:11.167Z,2023-04-14T18:03:12Z,4187755867,56,Back,4187755873,212,17.7,4187755871,141,15.2,4187755869,140,31.4,4187755875,213,0.3,,,,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533149255,9,8,1,1,12,dnzj0iv5qtaemm9kthh9pos8q,1,60.2,84.8,2023-04-14T18:03:14.797Z,2023-04-14T18:03:14Z,4187756021,56,Left,,,,,,,,,,,,,,,,,,,,,,f1as17wqpj44gihtvw936lofd,B. van Hoeven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533149259,10,61,1,1,12,dnzj0iv5qtaemm9kthh9pos8q,0,60.2,84.8,2023-04-14T18:03:15.009Z,2023-04-14T18:03:15Z,4187756035,56,Left,,,,,,,,,,,,,,,,,,,,,,f1as17wqpj44gihtvw936lofd,B. van Hoeven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533149339,18,43,1,1,17,xcevba75jfkrg4s6tl89zl3y,1,0,0,2023-04-14T18:03:19.840Z,2023-04-14T19:02:45Z,4187984319,144,49,,,,,,,,,,,,,,,,,,,,,,7flz5rsy2e31gbd8udiqg14gl,L. Kaak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533149369,19,1,1,1,18,xcevba75jfkrg4s6tl89zl3y,1,42.5,12.5,2023-04-14T18:03:20.111Z,2023-04-14T19:02:47Z,4187756523,212,11.9,4187756521,141,10.0,4187756519,140,53.7,4187756525,213,6.1,4187756517,56,Right,,,,,,,,,,7flz5rsy2e31gbd8udiqg14gl,L. Kaak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533149453,20,1,1,1,20,xcevba75jfkrg4s6tl89zl3y,1,62.2,10.9,2023-04-14T18:03:22.832Z,2023-04-14T18:03:26Z,4187756919,56,Center,4187756923,141,72.3,4187756929,1,,4187756925,212,42.1,4187756917,196,,4187756927,213,1.4,4187756915,155,,4187756921,140,67.7,7b4jmfu1ejoeci2zmvwuejnys,P. Brittijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533149485,21,1,1,1,24,xcevba75jfkrg4s6tl89zl3y,1,73.6,65.7,2023-04-14T18:03:26.847Z,2023-04-14T18:03:28Z,4187757079,140,78.8,4187757077,56,Center,4187757083,212,24.6,4187757081,141,30.4,4187757085,213,4.9,,,,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533149525,22,1,1,1,26,xcevba75jfkrg4s6tl89zl3y,1,79.2,30.1,2023-04-14T18:03:28.767Z,2023-04-14T18:03:31Z,4187757275,212,10.7,4187757277,213,0.1,4187757271,140,89.3,4187757273,141,32.2,4187757269,56,Center,,,,,,,,,,7b4jmfu1ejoeci2zmvwuejnys,P. Brittijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533149535,23,1,1,1,29,xcevba75jfkrg4s6tl89zl3y,0,97,31,2023-04-14T18:03:31.616Z,2023-04-14T18:58:38Z,4187757349,140,94.7,4187757357,212,2.9,4187757353,141,33.4,4187757345,56,Center,4187757361,213,2.5,,,,,,,,,,1j33nixshgkkdwjjnuafknahh,G. Korte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533149565,11,61,1,1,30,dnzj0iv5qtaemm9kthh9pos8q,1,1.4,73.5,2023-04-14T18:03:32.594Z,2023-04-14T18:58:32Z,4187757475,56,Back,,,,,,,,,,,,,,,,,,,,,,1jn9jog8ou8uxnmypneksizxm,R. van Eijma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533149603,12,12,1,1,31,dnzj0iv5qtaemm9kthh9pos8q,1,14.3,74.7,2023-04-14T18:03:33.271Z,2023-04-14T18:03:37Z,4187757707,140,12.6,4187757709,141,100.0,4187757703,56,Back,4187757713,213,1.7,4187757711,212,18.6,4187757751,167,,,,,,,,4zow18ykkg1gvw40r7jsrzkl,D. van der Sluys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533149609,13,5,1,1,32,dnzj0iv5qtaemm9kthh9pos8q,0,9.6,101.4,2023-04-14T18:03:34.560Z,2023-04-14T18:33:20Z,4187757729,347,,4187758053,233,24,4187757727,56,Back,,,,,,,,,,,,,,,,4zow18ykkg1gvw40r7jsrzkl,D. van der Sluys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533149661,24,5,1,1,32,xcevba75jfkrg4s6tl89zl3y,1,90.4,-1.4,2023-04-14T18:03:34.560Z,2023-04-14T18:03:41Z,4187757959,347,,4187758045,233,13,4187757955,56,Right,,,,,,,,,,,,,,,,1j33nixshgkkdwjjnuafknahh,G. Korte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533149827,25,1,1,1,46,xcevba75jfkrg4s6tl89zl3y,1,93.3,0,2023-04-14T18:03:48.112Z,2023-04-14T18:03:50Z,4187758707,56,Right,4187758713,212,15.9,4187758705,107,,4187758711,141,11.0,4187758709,140,80.2,4187758715,213,2.6,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533149867,26,1,1,1,48,xcevba75jfkrg4s6tl89zl3y,1,78.1,11.3,2023-04-14T18:03:50.560Z,2023-04-14T18:03:52Z,4187758883,213,2.5,4187758881,212,9.8,4187758877,140,70.6,4187758879,141,20.0,4187758875,56,Right,,,,,,,,,,5curv1gquatwkxsin86fghvkk,C. Neghli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533149895,27,1,1,1,50,xcevba75jfkrg4s6tl89zl3y,1,70.6,20,2023-04-14T18:03:52.448Z,2023-04-14T18:03:54Z,4187759025,141,33.1,4187759027,212,15.9,4187759021,56,Center,4187759019,155,,4187759029,213,0.6,4187759023,140,83.2,,,,,,,7flz5rsy2e31gbd8udiqg14gl,L. Kaak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533149899,28,50,1,1,52,xcevba75jfkrg4s6tl89zl3y,1,85.4,34.4,2023-04-14T18:03:54.384Z,2023-04-14T18:03:55Z,4187759141,233,14,4187759051,286,,4187759049,56,Center,,,,,,,,,,,,,,,,3h7rkufywz6c2aye1l5b0ihp0,D. Haen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533149913,14,7,1,1,52,dnzj0iv5qtaemm9kthh9pos8q,1,14.6,65.6,2023-04-14T18:03:54.385Z,2023-04-14T18:04:04Z,4187759113,233,28,4187759101,285,,4187759099,56,Back,,,,,,,,,,,,,,,,7cetznpb0tnu6kdz7bvm8gyxh,L. Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533149939,29,15,1,1,54,xcevba75jfkrg4s6tl89zl3y,1,96.2,34.6,2023-04-14T18:03:56.113Z,2023-04-14T18:04:12Z,4187759221,62,,4187760479,103,20.9,4187760475,81,,4187760135,20,,4187760523,233,16,4187760483,146,99.0,4187760485,147,46.2,4187760481,458,,3h7rkufywz6c2aye1l5b0ihp0,D. Haen,4187759223,56,Center,4187759219,22,4187760477,102,46.4,,,,,,,,,,,,,,,,,,,,,,,,
2533149979,16,10,1,1,54,dnzj0iv5qtaemm9kthh9pos8q,1,1.1,54.8,2023-04-14T18:03:56.213Z,2023-04-14T18:04:35Z,4187762123,179,,4187759467,56,Back,4187759461,173,,4187760529,233,29,4187759465,182,,,,,,,,,,,alzgg0nxnnex3nkzr6lgmt1ey,T. Jansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533149931,15,61,1,1,54,dnzj0iv5qtaemm9kthh9pos8q,1,13.3,69.4,2023-04-14T18:03:56.590Z,2023-04-14T18:03:56Z,4187759207,56,Back,,,,,,,,,,,,,,,,,,,,,,1jn9jog8ou8uxnmypneksizxm,R. van Eijma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533149987,17,6,1,1,58,dnzj0iv5qtaemm9kthh9pos8q,0,0.6,58.2,2023-04-14T18:04:00.082Z,2023-04-14T18:04:04Z,4187759499,56,Back,4187759883,233,30,4187759501,73,,,,,,,,,,,,,,,,,alzgg0nxnnex3nkzr6lgmt1ey,T. Jansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533150037,30,6,1,1,58,xcevba75jfkrg4s6tl89zl3y,1,99.4,41.8,2023-04-14T18:04:00.082Z,2023-04-14T18:33:52Z,4187759791,56,Center,4187759845,233,17,4187759795,75,,,,,,,,,,,,,,,,,3h7rkufywz6c2aye1l5b0ihp0,D. Haen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533150371,31,1,1,2,21,xcevba75jfkrg4s6tl89zl3y,0,99.5,0.5,2023-04-14T18:04:23.184Z,2023-04-14T18:09:47Z,4187761411,2,,4187761425,212,35.2,4187761417,223,,4187761427,213,1.7,4187761415,155,,4187761421,140,93.9,4187761419,56,Center,4187761413,6,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,4187761429,1,,4187761423,141,,,,51.5,,,,,,,,,,,,,,,,,,,,,,,
2533150381,18,43,1,2,24,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2023-04-14T18:04:26.751Z,2023-04-14T18:58:49Z,4187761495,212,0,4187761497,213,3.1,4187761491,140,7.8,4187968649,144,12,4187761493,141,49.9,4187761489,56,Back,,,,,,,7cetznpb0tnu6kdz7bvm8gyxh,L. Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533150391,19,43,1,2,24,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2023-04-14T18:04:26.773Z,2023-04-14T18:04:30Z,4187761519,56,Back,4187761737,144,3,4187761521,285,0,,,,,,,,,,,,,,,,7cetznpb0tnu6kdz7bvm8gyxh,L. Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533150409,20,12,1,2,24,dnzj0iv5qtaemm9kthh9pos8q,1,7.8,49.9,2023-04-14T18:04:26.845Z,2023-04-14T18:58:46Z,4187761609,141,30.1,4187761611,212,15.0,4187761619,15,,4187761613,213,5.2,4187761607,140,14.1,4187761605,56,Back,,,,,,,7cetznpb0tnu6kdz7bvm8gyxh,L. Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533150451,32,1,1,2,27,xcevba75jfkrg4s6tl89zl3y,1,78.8,65.5,2023-04-14T18:04:29.855Z,2023-04-14T18:04:30Z,4187761845,141,83.2,4187761847,212,13.1,4187761849,213,2.0,4187761843,140,73.9,4187761841,56,Left,,,,,,,,,,969cpy2geokwer9gjapk7zj3e,R. Hillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533150475,33,1,1,2,28,xcevba75jfkrg4s6tl89zl3y,1,73.9,83.2,2023-04-14T18:04:30.880Z,2023-04-14T18:04:32Z,4187761991,56,Center,4187761999,141,71.2,4187762001,212,10.5,4187762003,213,4.0,4187761995,140,67.6,,,,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533150487,34,1,1,2,30,xcevba75jfkrg4s6tl89zl3y,1,67.5,71.1,2023-04-14T18:04:32.656Z,2023-04-14T20:39:33Z,4187762037,140,60.0,4187762043,213,4.4,4187762035,56,Center,4187762039,141,33.0,4187762041,212,27.1,,,,,,,,,,969cpy2geokwer9gjapk7zj3e,R. Hillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533150545,35,1,1,2,34,xcevba75jfkrg4s6tl89zl3y,1,60,37.6,2023-04-14T18:04:36.687Z,2023-04-14T18:58:50Z,4187762401,140,70.8,4187762407,212,22.9,4187762405,141,8.3,4187762409,213,5.2,4187762397,56,Right,,,,,,,,,,7flz5rsy2e31gbd8udiqg14gl,L. Kaak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533150569,36,1,1,2,38,xcevba75jfkrg4s6tl89zl3y,1,65.2,15.6,2023-04-14T18:04:40.271Z,2023-04-14T18:04:42Z,4187762529,213,2.8,4187762523,140,36.1,4187762519,56,Back,4187762527,212,32.2,4187762525,141,30.7,4187762531,1,,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533150663,37,1,1,2,40,xcevba75jfkrg4s6tl89zl3y,1,35.4,34.2,2023-04-14T18:04:42.480Z,2023-04-14T18:04:50Z,4187763181,213,2.6,4187763173,56,Back,4187763179,212,25.7,4187763177,141,53.9,4187763175,140,14.5,,,,,,,,,,7flz5rsy2e31gbd8udiqg14gl,L. Kaak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
