id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/16/value,assist
2457539349,1,34,16,0,0,ch82doz9w9t1sw9ae3a4ffh0j,1,0,0,2022-09-09T17:19:38.563Z,2022-09-09T18:00:34Z,3767154701,194,ed5sclhs7op7a2mdvetub4dwq,3767154703,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3767231151,197,2842,3767154695,59,"1, 2, 11, 5, 14, 3, 8, 6, 9, 7, 10, 23, 17, 19, 18, 16, 15, 24, 31, 20",3767154699,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3767154693,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3767154697,130,13,3767154691,30,"790v7fu7f2s40e160mlrb6dt6, cvobl9pqqtj7hrgtu28grvdre, 5wwqe546ohp130rvi8x8pt0tm, 1kuswan9lk455u02x1ff389re, c6i4usq34m3389rtbqptahrai, 84isfq4ix06ebaf7a7jcvd9wq, df5rxx2r305pdtf28967fuxyi, ed5sclhs7op7a2mdvetub4dwq, 4lsj3yc6adimhltkab6tzfj84, 5nhideyjwp2347ryi1n9wfq50, c3akpx5mnexpkslo0sqqezsru, cnajg4djcd0enb5rsrluwzms4, 8r3k1iuul274c0ha0vy90jys, enyk37znns1ie2djrh4y3uck4, c2d9oidweb7cj1g39jwuugro4, deb7ysp5fwiouttlarstuxgyc, ealh7n21gctxxw5ol3l3yxzze, asvxbmdd5j5tlz2fo1jpcrrx0, et56bifus2obkmtcwzhqpzxn8, dodkgckgbecal0vivr1jf0hzo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457544661,1,34,16,0,0,b94pf87be9ojdgnrs5mst80un,1,0,0,2022-09-09T17:36:18.664Z,2022-09-09T18:13:45Z,3767184075,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3767184063,30,"2psxvq4l1g9fzgt00cfks96fp, 2pzdedlktluxyj6sq2cd19e51, 5517jd2zp30rsts1hwz6p71uc, 11ngumxajbizagbzpm5kompxx, 8hjakiipmhtwr07v6h0d414gl, 2rlckdzkm4d6dsqwutkvhm95h, 6qjbfua7nynaxrs5t8tygedp1, egmubn4rsudpbk05qfv2qlvit, 48wvdjjo0z1j2bac42n9t5jv9, 8im7pgnph2au11blma5pewe09, 63ox7kqo9rl36cvk4joqh9soa, eaaxvzqox27ea3u2j9d6gcd90, zihddqvp0sjni8stcio8bgmh, 3hax3hy9n2wyp1ovvhd6zdk6i, cyquj9h6hjwbyp0b68b149qfo, 2gfp8pe55n7oa0mcu5ygi54a, 42lgdybjew0zrd18mmwwcpbhm, ewcd2lz99d7klo9sh24zt8nl6, 98wf7lrkbzi5f1l26hyxbph7u, 45rrtsz9hmxxqasj8jgi3g0oa, 4ks7mvr9terrodhjx8pg9qtt6, 1xblfsj8ec5jp17vnhibrk2jt",3767184067,59,"1, 2, 17, 29, 20, 4, 11, 22, 8, 9, 25, 27, 3, 5, 6, 7, 10, 14, 15, 19, 21, 33",3767231517,197,11954,3767184069,130,4,3767184065,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3767184071,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3767184073,194,2rlckdzkm4d6dsqwutkvhm95h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457555059,2,32,1,0,0,ch82doz9w9t1sw9ae3a4ffh0j,1,0,0,2022-09-09T18:02:51.684Z,2022-09-09T18:02:51Z,3767237575,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457555069,2,32,1,0,0,b94pf87be9ojdgnrs5mst80un,1,0,0,2022-09-09T18:02:51.684Z,2022-09-09T18:02:55Z,3767237621,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457555097,3,1,1,0,0,b94pf87be9ojdgnrs5mst80un,1,50.1,49.3,2022-09-09T18:02:51.784Z,2022-09-09T19:06:53Z,3767237733,213,3.1,3767237727,212,17.7,3767237737,279,S,3767237723,141,49.9,3767237715,56,Back,3767237719,140,33.2,,,,,,,8im7pgnph2au11blma5pewe09,M. Kaars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457555155,4,1,1,0,4,b94pf87be9ojdgnrs5mst80un,1,30.3,51.2,2022-09-09T18:02:56.268Z,2022-09-09T18:03:00Z,3767238063,155,,3767238071,212,48.3,3767238073,213,5.9,3767238067,140,73.0,3767238075,1,,3767238069,141,24.7,3767238065,56,Center,,,,8hjakiipmhtwr07v6h0d414gl,T. Beugelsdijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457555159,5,44,1,0,8,b94pf87be9ojdgnrs5mst80un,1,75.4,21.2,2022-09-09T18:02:59.915Z,2022-09-09T18:03:01Z,3767238249,233,3,3767238107,286,,3767238105,56,Center,,,,,,,,,,,,,,,,48wvdjjo0z1j2bac42n9t5jv9,H. Lorentzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457555179,3,44,1,0,8,ch82doz9w9t1sw9ae3a4ffh0j,0,24.6,78.8,2022-09-09T18:02:59.916Z,2022-09-09T18:03:02Z,3767238189,285,,3767238187,56,Back,3767238261,233,5,,,,,,,,,,,,,,,,5wwqe546ohp130rvi8x8pt0tm,A. Zagré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457555169,6,1,1,0,8,b94pf87be9ojdgnrs5mst80un,0,73,24.7,2022-09-09T18:03:00.235Z,2022-09-09T18:03:01Z,3767238145,140,76.8,3767238149,212,4.4,3767238151,213,5.8,3767238139,3,,3767238141,168,,3767238147,141,21.9,3767238143,56,Center,,,,48wvdjjo0z1j2bac42n9t5jv9,H. Lorentzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457555201,4,61,1,0,10,ch82doz9w9t1sw9ae3a4ffh0j,1,22.2,82.3,2022-09-09T18:03:02.505Z,2022-09-09T18:03:02Z,3767238297,56,Back,,,,,,,,,,,,,,,,,,,,,,5wwqe546ohp130rvi8x8pt0tm,A. Zagré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457555231,7,1,1,0,12,b94pf87be9ojdgnrs5mst80un,1,92.4,6.2,2022-09-09T18:03:04.636Z,2022-09-09T18:03:06Z,3767238475,141,5.9,3767238479,213,3.2,3767238471,56,Right,3767238477,212,13.5,3767238473,140,79.5,,,,,,,,,,8im7pgnph2au11blma5pewe09,M. Kaars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457555271,8,1,1,0,14,b94pf87be9ojdgnrs5mst80un,1,78,9.1,2022-09-09T18:03:06.651Z,2022-09-09T18:03:10Z,3767238667,56,Center,3767238673,212,10.2,3767238671,141,23.7,3767238669,140,75.8,3767238675,213,1.8,,,,,,,,,,2pzdedlktluxyj6sq2cd19e51,B. van Vlerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457555279,9,43,1,0,18,b94pf87be9ojdgnrs5mst80un,1,0,0,2022-09-09T18:03:09.932Z,2022-09-09T18:03:13Z,3767238949,144,45,3767238707,286,0,3767238705,56,Center,,,,,,,,,,,,,,,,63ox7kqo9rl36cvk4joqh9soa,E. Maddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457555291,10,61,1,0,18,b94pf87be9ojdgnrs5mst80un,0,75.8,23.7,2022-09-09T18:03:10.020Z,2022-09-09T19:02:25Z,3767238737,56,Center,,,,,,,,,,,,,,,,,,,,,,63ox7kqo9rl36cvk4joqh9soa,E. Maddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457555285,5,61,1,0,19,ch82doz9w9t1sw9ae3a4ffh0j,1,13.6,78.8,2022-09-09T18:03:10.944Z,2022-09-09T18:03:11Z,3767238727,56,Back,,,,,,,,,,,,,,,,,,,,,,df5rxx2r305pdtf28967fuxyi,A. Lottin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457555311,6,49,1,0,20,ch82doz9w9t1sw9ae3a4ffh0j,1,28.5,76.1,2022-09-09T18:03:12.067Z,2022-09-09T18:03:12Z,,,,,,,,,,,,,,,,,,,,,,,,,df5rxx2r305pdtf28967fuxyi,A. Lottin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457555371,7,1,1,0,22,ch82doz9w9t1sw9ae3a4ffh0j,1,34.9,71.2,2022-09-09T18:03:14.271Z,2022-09-09T18:03:17Z,3767239151,56,Back,3767239157,212,38.7,3767239153,140,22.1,3767239159,213,4.4,3767239155,141,17.9,3767239161,1,,,,,,,,df5rxx2r305pdtf28967fuxyi,A. Lottin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457555415,8,1,1,0,25,ch82doz9w9t1sw9ae3a4ffh0j,1,27.3,12.6,2022-09-09T18:03:17.343Z,2022-09-09T18:03:19Z,3767239391,141,21.3,3767239389,140,20.7,3767239393,212,9.1,3767239395,213,2.4,3767239387,56,Back,,,,,,,,,,cvobl9pqqtj7hrgtu28grvdre,J. Eersteling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
